model,split,mode,seed,epoch,classification_loss,alignment_loss,total_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
linear48-dann,S4_train_I_val_D1_2,semi,2,100,0.015384722501039505,0.18899337947368622,0.20437809824943542,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,110,0.01214362122118473,0.18752220273017883,0.199665829539299,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,120,0.009867147542536259,0.20016296207904816,0.21003010869026184,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,130,0.00827375054359436,0.2373458594083786,0.24561960995197296,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,140,0.007111196406185627,0.25995072722435,0.26706191897392273,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,150,0.006191770080476999,0.20139138400554657,0.20758315920829773,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,160,0.005546953063458204,0.2206924557685852,0.226239413022995,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,170,0.0052319117821753025,0.3342941701412201,0.33952608704566956,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,180,0.0047940537333488464,0.20123767852783203,0.20603173971176147,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,190,0.004449130035936832,0.15527550876140594,0.1597246378660202,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,200,0.003938508220016956,0.1383601874113083,0.14229869842529297,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,1,1.1356240510940552,0.6842414140701294,1.8198654651641846,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,10,0.4394915699958801,0.27094730734825134,0.7104388475418091,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,20,0.2498408854007721,0.2148151695728302,0.4646560549736023,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,30,0.15149161219596863,0.23021939396858215,0.3817110061645508,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,40,0.09288273751735687,0.45057663321495056,0.5434593558311462,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,50,0.05837283283472061,0.3599088191986084,0.4182816445827484,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,60,0.03827672824263573,0.8727532029151917,0.9110299348831177,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,70,0.027937548235058784,0.7652174830436707,0.7931550145149231,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,80,0.019095169380307198,0.28755366802215576,0.306648850440979,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,90,0.013471026904881,0.2411160171031952,0.2545870542526245,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,100,0.010532771237194538,0.2308456152677536,0.24137838184833527,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,110,0.00889340415596962,0.21780838072299957,0.2267017811536789,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,120,0.007445942144840956,0.21092046797275543,0.21836641430854797,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,130,0.006437130272388458,0.2268775999546051,0.23331472277641296,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,140,0.005626951809972525,0.30408424139022827,0.30971118807792664,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,150,0.004912559408694506,0.28562456369400024,0.29053711891174316,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,160,0.004286651499569416,0.1967831254005432,0.20106977224349976,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,170,0.0038353819400072098,0.18712139129638672,0.19095677137374878,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,180,0.003577746683731675,0.1822756826877594,0.18585343658924103,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,190,0.0034400729928165674,0.1852944791316986,0.18873454630374908,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,200,0.0033270183485001326,0.1888260543346405,0.19215306639671326,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,210,0.0031305511947721243,0.1842593252658844,0.18738988041877747,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,220,0.0029432112351059914,0.17297616600990295,0.17591938376426697,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,230,0.0026337974704802036,0.1631750911474228,0.16580888628959656,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,240,0.002448089886456728,0.15860672295093536,0.1610548198223114,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,250,0.0023239473812282085,0.16178244352340698,0.16410638391971588,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,260,0.0022049995604902506,0.17655499279499054,0.17875999212265015,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,270,0.002087376546114683,0.2444491982460022,0.24653656780719757,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,280,0.0022442350164055824,0.4783407747745514,0.4805850088596344,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,290,0.004782186355441809,0.26121971011161804,0.2660019099712372,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,300,0.0027192062698304653,0.2286052107810974,0.23132441937923431,,,
linear48-dann,S4_train_I_val_D1_2,semi,3,310,0.0022260723635554314,0.20173698663711548,0.20396305620670319,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,1,1.4325807094573975,0.815659761428833,2.2482404708862305,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,10,0.4789922535419464,0.3215799331665039,0.8005721569061279,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,20,0.2836816608905792,0.2785488963127136,0.5622305870056152,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,30,0.18772438168525696,0.3162800073623657,0.5040043592453003,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,40,0.12509296834468842,0.3352799713611603,0.4603729248046875,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,50,0.087033711373806,0.4039579927921295,0.4909917116165161,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,60,0.06035207584500313,0.35244905948638916,0.4128011465072632,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,70,0.041932910680770874,0.30424830317497253,0.3461812138557434,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,80,0.02936556190252304,0.2890731394290924,0.31843870878219604,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,90,0.02109828032553196,0.2403164803981781,0.2614147663116455,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,100,0.015725232660770416,0.1930127739906311,0.20873799920082092,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,110,0.012348242104053497,0.1690293848514557,0.1813776195049286,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,120,0.010064409114420414,0.15240353345870972,0.16246794164180756,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,130,0.00850372202694416,0.17430786788463593,0.18281158804893494,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,140,0.007354127708822489,0.3348110318183899,0.34216517210006714,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,150,0.006354828830808401,0.5199651718139648,0.5263199806213379,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,160,0.006200532894581556,0.27762025594711304,0.283820778131485,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,170,0.005597475916147232,0.2440870702266693,0.24968454241752625,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,180,0.00447230925783515,0.18115246295928955,0.18562477827072144,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,190,0.004150116816163063,0.15205229818820953,0.15620242059230804,,,
linear48-dann,S4_train_I_val_D1_2,semi,4,200,0.0035988991148769855,0.13858860731124878,0.14218750596046448,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,0,1,1.1791291236877441,0.5858379006385803,1.7649669647216797,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,0,10,0.38973939418792725,0.23873744904994965,0.6284768581390381,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,0,20,0.22276613116264343,0.21360519528388977,0.4363713264465332,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,0,30,0.1523679494857788,0.4789127707481384,0.6312807202339172,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,1,1,1.6528584957122803,0.8362898826599121,2.4891483783721924,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,1,10,0.4292822480201721,0.2874046564102173,0.7166869044303894,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,1,20,0.24725954234600067,0.25154387950897217,0.49880343675613403,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,1,30,0.1684320867061615,0.4661482572555542,0.6345803737640381,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,1,1.2531083822250366,0.44894707202911377,1.7020554542541504,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,10,0.4213448762893677,0.22326704859733582,0.6446119546890259,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,20,0.23773835599422455,0.20542468130588531,0.44316303730010986,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,30,0.16352953016757965,0.27921026945114136,0.4427397847175598,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,40,0.11560575664043427,0.34094035625457764,0.4565461277961731,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,50,0.08775360882282257,0.7535384297370911,0.8412920236587524,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,60,0.06790831685066223,0.4034567177295685,0.4713650345802307,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,2,70,0.052440863102674484,0.28928861021995544,0.34172946214675903,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,3,1,1.1125941276550293,0.6905250549316406,1.80311918258667,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,3,10,0.3890284597873688,0.2728506922721863,0.6618791818618774,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,3,20,0.22068490087985992,0.22856354713439941,0.44924843311309814,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,3,30,0.1504746526479721,0.4661542475223541,0.616628885269165,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,4,1,1.3979394435882568,0.817359209060669,2.215298652648926,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,4,10,0.4215408265590668,0.32224103808403015,0.7437818646430969,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,4,20,0.24927100539207458,0.2717505097389221,0.5210214853286743,,,
linear48-dann,S7_train_I_D1_3_val_D4_5,semi,4,30,0.17034830152988434,0.3322072923183441,0.5025556087493896,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,1,1.0740013122558594,0.20233988761901855,1.0942353010177612,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,10,0.5589091777801514,0.09446287155151367,0.5683554410934448,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,20,0.3870793282985687,0.0859382152557373,0.39567315578460693,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,30,0.2798216640949249,0.08470559120178223,0.2882922291755676,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,40,0.2863503694534302,0.06800389289855957,0.29315075278282166,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,50,0.14478734135627747,0.05214548110961914,0.1500018835067749,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,60,0.08481517434120178,0.05141425132751465,0.08995659649372101,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,70,0.08136133849620819,0.06322932243347168,0.0876842737197876,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,80,0.05584795027971268,0.050568342208862305,0.06090478599071503,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,90,0.09977015852928162,0.0540313720703125,0.10517329722642899,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,100,0.033655714243650436,0.038533926010131836,0.03750910609960556,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,110,0.026943065226078033,0.04274749755859375,0.03121781535446644,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,120,0.12189697474241257,0.04268026351928711,0.1261650025844574,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,130,0.02668447047472,0.04318499565124512,0.031002970412373543,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,140,0.029063086956739426,0.042493343353271484,0.033312421292066574,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,150,0.017806878313422203,0.044625282287597656,0.02226940728724003,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,160,0.062091633677482605,0.04314708709716797,0.06640633940696716,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,170,0.01645299606025219,0.0370941162109375,0.02016240730881691,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,180,0.010784367099404335,0.036467790603637695,0.01443114597350359,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,190,0.007673153653740883,0.03681159019470215,0.011354312300682068,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,200,0.008603417314589024,0.033887386322021484,0.011992156505584717,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,210,0.01634093001484871,0.04122638702392578,0.020463569089770317,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,220,0.007770094089210033,0.03511810302734375,0.011281904764473438,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,230,0.03759858012199402,0.04006314277648926,0.041604895144701004,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,240,0.01618523895740509,0.032562255859375,0.01944146491587162,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,250,0.03676984831690788,0.03452587127685547,0.04022243618965149,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,260,0.011480545625090599,0.03202629089355469,0.014683174900710583,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,270,0.0042792074382305145,0.027655601501464844,0.007044767960906029,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,280,0.003287477884441614,0.028220415115356445,0.006109519395977259,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,290,0.002045926172286272,0.029744625091552734,0.005020388402044773,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,300,0.012110245414078236,0.026537656784057617,0.014764010906219482,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,310,0.014072252437472343,0.03263258934020996,0.01733551174402237,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,320,0.017186352983117104,0.03341031074523926,0.02052738331258297,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,330,0.027827734127640724,0.0316309928894043,0.030990833416581154,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,340,0.005863241385668516,0.03196907043457031,0.009060148149728775,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,350,0.004433193244040012,0.02805781364440918,0.007238974794745445,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,360,0.0291953943669796,0.028123855590820312,0.03200777992606163,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,370,0.010363711975514889,0.024504899978637695,0.012814202345907688,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,380,0.003079779213294387,0.024620771408081055,0.005541856400668621,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,390,0.007025917526334524,0.026395082473754883,0.00966542586684227,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,0,400,0.00491473451256752,0.02454853057861328,0.007369587663561106,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,1,1.105014443397522,0.18607735633850098,1.123622179031372,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,10,0.5733000040054321,0.10639715194702148,0.5839397311210632,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,20,0.4414382576942444,0.08850359916687012,0.4502886235713959,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,30,0.3243044316768646,0.0901646614074707,0.33332088589668274,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,40,0.2689090371131897,0.07348990440368652,0.27625802159309387,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,50,0.1891070455312729,0.07246112823486328,0.19635315239429474,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,60,0.14216434955596924,0.06452631950378418,0.1486169844865799,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,70,0.10148553550243378,0.05928659439086914,0.10741419345140457,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,80,0.07110895961523056,0.06387996673583984,0.0774969533085823,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,90,0.061304546892642975,0.06798601150512695,0.06810314953327179,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,100,0.05004379153251648,0.07097768783569336,0.057141561061143875,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,110,0.041103627532720566,0.05973362922668457,0.0470769889652729,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,120,0.039287224411964417,0.06779003143310547,0.04606622830033302,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,130,0.05344374477863312,0.05552101135253906,0.058995846658945084,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,140,0.03633341193199158,0.05654597282409668,0.041988007724285126,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,150,0.04247935488820076,0.05901169776916504,0.048380523920059204,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,160,0.030229590833187103,0.04728889465332031,0.034958481788635254,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,170,0.021019520238041878,0.04436635971069336,0.025456156581640244,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,180,0.031441546976566315,0.04350447654724121,0.035791993141174316,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,190,0.04656846076250076,0.03644418716430664,0.05021287873387337,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,200,0.023786021396517754,0.03971362113952637,0.02775738388299942,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,210,0.01735963113605976,0.03241539001464844,0.020601170137524605,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,220,0.024340055882930756,0.0315852165222168,0.027498576790094376,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,230,0.012923040427267551,0.032401323318481445,0.01616317220032215,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,240,0.019169265404343605,0.026432275772094727,0.021812492981553078,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,250,0.01258572842925787,0.030330657958984375,0.015618794597685337,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,260,0.01218277495354414,0.02771162986755371,0.01495393831282854,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,270,0.01443667896091938,0.030838966369628906,0.01752057485282421,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,280,0.009750792756676674,0.026500940322875977,0.012400886975228786,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,290,0.014701158739626408,0.029327392578125,0.017633898183703423,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,300,0.009553707204759121,0.02522134780883789,0.01207584235817194,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,310,0.007911781780421734,0.028660058975219727,0.010777788236737251,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,320,0.003969041630625725,0.029420852661132812,0.006911126896739006,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,330,0.007978777401149273,0.02817821502685547,0.010796599090099335,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,340,0.005880297161638737,0.02917027473449707,0.008797325193881989,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,350,0.004675508011132479,0.031815528869628906,0.007857060991227627,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,360,0.0027054306119680405,0.02928924560546875,0.00563435535877943,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,370,0.007211814168840647,0.02842545509338379,0.010054359212517738,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,380,0.00403711199760437,0.027606964111328125,0.006797808222472668,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,390,0.002991782035678625,0.02798938751220703,0.005790720693767071,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,1,400,0.002394001232460141,0.024398326873779297,0.004833834245800972,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,1,1.1171903610229492,0.21619105339050293,1.1388094425201416,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,10,0.6090207695960999,0.10784554481506348,0.6198053359985352,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,20,0.3767344653606415,0.08707499504089355,0.38544195890426636,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,30,0.25811710953712463,0.08150982856750488,0.2662681043148041,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,40,0.1444190889596939,0.0667269229888916,0.1510917842388153,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,50,0.10706165432929993,0.05771613121032715,0.11283326894044876,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,60,0.0707123652100563,0.05725717544555664,0.07643808424472809,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,70,0.05469019338488579,0.05298876762390137,0.059989068657159805,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,80,0.04061694070696831,0.05286765098571777,0.045903705060482025,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,90,0.02339950203895569,0.055707693099975586,0.028970271348953247,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,100,0.047043465077877045,0.054747819900512695,0.052518248558044434,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,110,0.03292318433523178,0.05193305015563965,0.038116488605737686,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,120,0.031773798167705536,0.05001544952392578,0.036775343120098114,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,130,0.013421732932329178,0.045639991760253906,0.01798573136329651,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,140,0.01925106905400753,0.04437851905822754,0.023688921704888344,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,150,0.007993406616151333,0.042342424392700195,0.012227648869156837,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,160,0.01393552590161562,0.045636892318725586,0.018499214202165604,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,170,0.0077353050000965595,0.04137825965881348,0.01187313161790371,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,180,0.006737877614796162,0.04142498970031738,0.010880377143621445,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,190,0.01118283811956644,0.03871726989746094,0.01505456492304802,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,200,0.00777360750362277,0.039177894592285156,0.011691397055983543,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,210,0.0040552797727286816,0.03280997276306152,0.007336277049034834,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,220,0.005747600458562374,0.032147884368896484,0.008962389081716537,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,230,0.015260642394423485,0.030640363693237305,0.018324678763747215,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,240,0.009026814252138138,0.03125500679016113,0.012152315117418766,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,250,0.016200847923755646,0.03039717674255371,0.019240565598011017,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,260,0.0028067065868526697,0.0295257568359375,0.005759282037615776,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,270,0.003605943638831377,0.030639171600341797,0.006669860798865557,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,280,0.006469250191003084,0.029659271240234375,0.009435176849365234,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,290,0.004483272321522236,0.02537822723388672,0.007021095138043165,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,300,0.0025742114521563053,0.024513721466064453,0.005025583319365978,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,310,0.0072237541899085045,0.03126382827758789,0.010350137017667294,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,320,0.005418873392045498,0.02423548698425293,0.00784242246299982,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,330,0.002612557727843523,0.021714210510253906,0.004783978685736656,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,340,0.005538427270948887,0.027553081512451172,0.008293735794723034,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,350,0.013005688786506653,0.028250694274902344,0.015830758959054947,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,360,0.001589702907949686,0.0269012451171875,0.0042798276990652084,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,370,0.0026673453394323587,0.023894548416137695,0.0050568003207445145,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,380,0.004789375234395266,0.024288415908813477,0.007218216545879841,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,390,0.010142793878912926,0.026459693908691406,0.012788763269782066,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,2,400,0.0016361414454877377,0.023040294647216797,0.003940170630812645,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,1,1.224723219871521,0.31121206283569336,1.2558444738388062,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,10,0.6473369002342224,0.1233525276184082,0.6596721410751343,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,20,0.4478627145290375,0.11273074150085449,0.4591358006000519,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,30,0.3307938873767853,0.09019875526428223,0.339813768863678,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,40,0.25480037927627563,0.08337903022766113,0.2631382942199707,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,50,0.18202084302902222,0.07384872436523438,0.18940570950508118,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,60,0.12825553119182587,0.07532548904418945,0.13578808307647705,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,70,0.0849636122584343,0.0662841796875,0.09159202873706818,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,80,0.08181089162826538,0.06145071983337402,0.08795596659183502,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,90,0.05381886288523674,0.06152153015136719,0.05997101590037346,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,100,0.03439950570464134,0.06361556053161621,0.040761061012744904,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,110,0.0933561697602272,0.057404279708862305,0.09909659624099731,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,120,0.04156551882624626,0.04460453987121582,0.046025972813367844,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,130,0.05364063382148743,0.04219222068786621,0.05785985663533211,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,140,0.017383752390742302,0.045395612716674805,0.021923314779996872,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,150,0.012597345747053623,0.041718482971191406,0.01676919311285019,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,160,0.03637929633259773,0.04053330421447754,0.040432628244161606,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,170,0.08830057084560394,0.03695058822631836,0.09199562668800354,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,180,0.007746894843876362,0.0347294807434082,0.011219843290746212,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,190,0.016785727813839912,0.03472423553466797,0.02025815099477768,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,200,0.006713004782795906,0.03285408020019531,0.009998412802815437,,,
fusion48-mk-mmd,S1_train_I_test_all,uda,3,210,0.008383013308048248,0.029259443283081055,0.011308957822620869,,,
