model,split,mode,seed,epoch,classification_loss,alignment_loss,total_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
linear48-dann,S1_train_I_test_all,uda,1,150,0.004128610249608755,0.1536167562007904,0.157745361328125,,,
linear48-dann,S1_train_I_test_all,uda,1,160,0.0037163777742534876,0.15692052245140076,0.16063690185546875,,,
linear48-dann,S1_train_I_test_all,uda,1,170,0.0034044685307890177,0.17836886644363403,0.1817733347415924,,,
linear48-dann,S1_train_I_test_all,uda,1,180,0.003194514662027359,0.2817893624305725,0.28498387336730957,,,
linear48-dann,S1_train_I_test_all,uda,1,190,0.0030512926168739796,0.2450597584247589,0.2481110543012619,,,
linear48-dann,S1_train_I_test_all,uda,1,200,0.0028602906968444586,0.21607325971126556,0.21893355250358582,,,
linear48-dann,S1_train_I_test_all,uda,1,210,0.0026438001077622175,0.4306555390357971,0.43329933285713196,,,
linear48-dann,S1_train_I_test_all,uda,1,220,0.0024769229348748922,0.23858846724033356,0.2410653829574585,,,
linear48-dann,S1_train_I_test_all,uda,1,230,0.0024193983990699053,0.19200623035430908,0.19442562758922577,,,
linear48-dann,S1_train_I_test_all,uda,1,240,0.002634253352880478,0.2165289670228958,0.2191632241010666,,,
linear48-dann,S1_train_I_test_all,uda,1,250,0.0036021454725414515,0.24004356563091278,0.24364571273326874,,,
linear48-dann,S1_train_I_test_all,uda,1,260,0.0032769928220659494,0.21055030822753906,0.21382729709148407,,,
linear48-dann,S1_train_I_test_all,uda,1,270,0.002417921554297209,0.27561312913894653,0.27803105115890503,,,
linear48-dann,S1_train_I_test_all,uda,1,280,0.002014659345149994,0.45772168040275574,0.45973634719848633,,,
linear48-dann,S1_train_I_test_all,uda,1,290,0.0018308258149772882,0.27367523312568665,0.27550604939460754,,,
linear48-dann,S1_train_I_test_all,uda,1,300,0.0017145348247140646,0.1906031221151352,0.1923176497220993,,,
linear48-dann,S1_train_I_test_all,uda,1,310,0.0016186005668714643,0.15735046565532684,0.15896905958652496,,,
linear48-dann,S1_train_I_test_all,uda,1,320,0.001464727334678173,0.13710415363311768,0.13856887817382812,,,
linear48-dann,S1_train_I_test_all,uda,1,330,0.0014351151185110211,0.12869419157505035,0.13012930750846863,,,
linear48-dann,S1_train_I_test_all,uda,1,340,0.001452487544156611,0.12737268209457397,0.12882517278194427,,,
linear48-dann,S1_train_I_test_all,uda,1,350,0.001453209319151938,0.11174451559782028,0.11319772154092789,,,
linear48-dann,S1_train_I_test_all,uda,1,360,0.0014120566193014383,0.10267925262451172,0.10409130901098251,,,
linear48-dann,S1_train_I_test_all,uda,1,370,0.0013742221053689718,0.09825769066810608,0.0996319130063057,,,
linear48-dann,S1_train_I_test_all,uda,1,380,0.0013877376914024353,0.10508646816015244,0.10647420585155487,,,
linear48-dann,S1_train_I_test_all,uda,1,390,0.0014000048395246267,0.1234402060508728,0.12484020739793777,,,
linear48-dann,S1_train_I_test_all,uda,1,400,0.0013606909196823835,0.1518099457025528,0.1531706303358078,,,
linear48-dann,S1_train_I_test_all,uda,2,1,1.2266281843185425,0.4379378855228424,1.6645660400390625,,,
linear48-dann,S1_train_I_test_all,uda,2,10,0.47408929467201233,0.22804877161979675,0.7021380662918091,,,
linear48-dann,S1_train_I_test_all,uda,2,20,0.30737870931625366,0.2216598391532898,0.5290385484695435,,,
linear48-dann,S1_train_I_test_all,uda,2,30,0.19735552370548248,0.3056851029396057,0.503040611743927,,,
linear48-dann,S1_train_I_test_all,uda,2,40,0.11584826558828354,0.3399184048175812,0.4557666778564453,,,
linear48-dann,S1_train_I_test_all,uda,2,50,0.06450877338647842,0.7974864840507507,0.861995279788971,,,
linear48-dann,S1_train_I_test_all,uda,2,60,0.03756457194685936,0.4626554548740387,0.500220000743866,,,
linear48-dann,S1_train_I_test_all,uda,2,70,0.023029785603284836,0.2865177392959595,0.3095475137233734,,,
linear48-dann,S1_train_I_test_all,uda,2,80,0.015331689268350601,0.24030102789402008,0.2556327283382416,,,
linear48-dann,S1_train_I_test_all,uda,2,90,0.011139954440295696,0.21126827597618103,0.2224082350730896,,,
linear48-dann,S1_train_I_test_all,uda,2,100,0.008676722645759583,0.20399875938892365,0.21267548203468323,,,
linear48-dann,S1_train_I_test_all,uda,2,110,0.007149693556129932,0.2119147926568985,0.21906448900699615,,,
linear48-dann,S1_train_I_test_all,uda,2,120,0.006038494408130646,0.2435864508152008,0.24962493777275085,,,
linear48-dann,S1_train_I_test_all,uda,2,130,0.005188233219087124,0.2543897330760956,0.2595779597759247,,,
linear48-dann,S1_train_I_test_all,uda,2,140,0.004469678737223148,0.22659842669963837,0.23106810450553894,,,
linear48-dann,S1_train_I_test_all,uda,2,150,0.0038984292186796665,0.2350558489561081,0.23895427584648132,,,
linear48-dann,S1_train_I_test_all,uda,2,160,0.0034647274296730757,0.35008305311203003,0.3535477817058563,,,
linear48-dann,S1_train_I_test_all,uda,2,170,0.0038882961962372065,0.2575382590293884,0.26142656803131104,,,
linear48-dann,S1_train_I_test_all,uda,2,180,0.0034527110401540995,0.2089378386735916,0.21239055693149567,,,
linear48-dann,S1_train_I_test_all,uda,2,190,0.0031151401344686747,0.20071305334568024,0.20382820069789886,,,
linear48-dann,S1_train_I_test_all,uda,2,200,0.004049849696457386,0.29303762316703796,0.2970874607563019,,,
linear48-dann,S1_train_I_test_all,uda,2,210,0.003476858139038086,0.30237457156181335,0.30585142970085144,,,
linear48-dann,S1_train_I_test_all,uda,2,220,0.0026504492852836847,0.2634305953979492,0.2660810351371765,,,
linear48-dann,S1_train_I_test_all,uda,2,230,0.002311944728717208,0.2192719280719757,0.22158387303352356,,,
linear48-dann,S1_train_I_test_all,uda,2,240,0.0020208556670695543,0.20171618461608887,0.2037370353937149,,,
linear48-dann,S1_train_I_test_all,uda,2,250,0.0017913684714585543,0.20594899356365204,0.20774036645889282,,,
linear48-dann,S1_train_I_test_all,uda,2,260,0.0016855187714099884,0.25710609555244446,0.25879162549972534,,,
linear48-dann,S1_train_I_test_all,uda,2,270,0.0016154812183231115,0.24127021431922913,0.24288569390773773,,,
linear48-dann,S1_train_I_test_all,uda,2,280,0.0016108340350911021,0.18133960664272308,0.1829504370689392,,,
linear48-dann,S1_train_I_test_all,uda,2,290,0.0016185508575290442,0.16596777737140656,0.1675863265991211,,,
linear48-dann,S1_train_I_test_all,uda,2,300,0.0015852809883654118,0.15989026427268982,0.1614755392074585,,,
linear48-dann,S1_train_I_test_all,uda,2,310,0.0016006085788831115,0.1689629703760147,0.17056357860565186,,,
linear48-dann,S1_train_I_test_all,uda,2,320,0.0015251856530085206,0.4101219177246094,0.41164711117744446,,,
linear48-dann,S1_train_I_test_all,uda,2,330,0.0037654959596693516,0.4414246678352356,0.4451901614665985,,,
linear48-dann,S1_train_I_test_all,uda,2,340,0.0017424518009647727,0.34072113037109375,0.34246358275413513,,,
linear48-dann,S1_train_I_test_all,uda,2,350,0.0017319038743153214,0.24786248803138733,0.24959439039230347,,,
linear48-dann,S1_train_I_test_all,uda,2,360,0.0011967798927798867,0.20717287063598633,0.2083696573972702,,,
linear48-dann,S1_train_I_test_all,uda,2,370,0.0012724805856123567,0.20571577548980713,0.20698826014995575,,,
linear48-dann,S1_train_I_test_all,uda,2,380,0.001135815167799592,0.19839273393154144,0.1995285451412201,,,
linear48-dann,S1_train_I_test_all,uda,2,390,0.0010307914344593883,0.18357986211776733,0.18461064994335175,,,
linear48-dann,S1_train_I_test_all,uda,2,400,0.0010365972993895411,0.17197370529174805,0.17301030457019806,,,
linear48-dann,S1_train_I_test_all,uda,3,1,1.1811540126800537,0.6786608695983887,1.8598148822784424,,,
linear48-dann,S1_train_I_test_all,uda,3,10,0.4590626358985901,0.2892553508281708,0.7483179569244385,,,
linear48-dann,S1_train_I_test_all,uda,3,20,0.28298845887184143,0.3155159056186676,0.598504364490509,,,
linear48-dann,S1_train_I_test_all,uda,3,30,0.16578330099582672,0.45618754625320435,0.6219708323478699,,,
linear48-dann,S1_train_I_test_all,uda,3,40,0.08817712962627411,0.7090509533882141,0.7972280979156494,,,
linear48-dann,S1_train_I_test_all,uda,3,50,0.047738682478666306,0.5835027098655701,0.6312413811683655,,,
linear48-dann,S1_train_I_test_all,uda,3,60,0.025945009663701057,0.37135159969329834,0.39729660749435425,,,
linear48-dann,S1_train_I_test_all,uda,3,70,0.01627984642982483,0.289589524269104,0.30586937069892883,,,
linear48-dann,S1_train_I_test_all,uda,3,80,0.011273172684013844,0.25872498750686646,0.269998162984848,,,
linear48-dann,S1_train_I_test_all,uda,3,90,0.008328847587108612,0.24681690335273743,0.25514575839042664,,,
linear48-dann,S1_train_I_test_all,uda,3,100,0.006715013645589352,0.24622662365436554,0.25294163823127747,,,
linear48-dann,S1_train_I_test_all,uda,3,110,0.005675586871802807,0.25714802742004395,0.26282361149787903,,,
linear48-dann,S1_train_I_test_all,uda,3,120,0.005031778011471033,0.2774723470211029,0.2825041115283966,,,
linear48-dann,S1_train_I_test_all,uda,3,130,0.004418313503265381,0.34804072976112366,0.35245904326438904,,,
linear48-dann,S1_train_I_test_all,uda,3,140,0.004110125824809074,0.32116302847862244,0.32527315616607666,,,
linear48-dann,S1_train_I_test_all,uda,3,150,0.0036291114520281553,0.21802487969398499,0.2216539978981018,,,
linear48-dann,S1_train_I_test_all,uda,3,160,0.0030622584745287895,0.1872268170118332,0.19028908014297485,,,
linear48-dann,S1_train_I_test_all,uda,3,170,0.0027143536135554314,0.17108884453773499,0.1738031953573227,,,
linear48-dann,S1_train_I_test_all,uda,3,180,0.0024765487760305405,0.16922783851623535,0.17170438170433044,,,
linear48-dann,S1_train_I_test_all,uda,3,190,0.002283820416778326,0.19151870906352997,0.19380253553390503,,,
linear48-dann,S1_train_I_test_all,uda,3,200,0.002164684934541583,0.2727483808994293,0.27491307258605957,,,
linear48-dann,S1_train_I_test_all,uda,3,210,0.0020401207730174065,0.32519692182540894,0.3272370398044586,,,
linear48-dann,S1_train_I_test_all,uda,3,220,0.001873455592431128,0.2833908498287201,0.2852643132209778,,,
linear48-dann,S1_train_I_test_all,uda,3,230,0.0017022097017616034,0.2703726291656494,0.2720748484134674,,,
linear48-dann,S1_train_I_test_all,uda,3,240,0.0017433062894269824,0.20981740951538086,0.2115607112646103,,,
linear48-dann,S1_train_I_test_all,uda,3,250,0.0017462651012465358,0.17681880295276642,0.17856507003307343,,,
linear48-dann,S1_train_I_test_all,uda,3,260,0.0015730930026620626,0.15504342317581177,0.15661650896072388,,,
linear48-dann,S1_train_I_test_all,uda,3,270,0.0014123423025012016,0.14021791517734528,0.14163026213645935,,,
linear48-dann,S1_train_I_test_all,uda,3,280,0.0013236933154985309,0.13302555680274963,0.1343492567539215,,,
linear48-dann,S1_train_I_test_all,uda,3,290,0.001280982163734734,0.14656735956668854,0.14784833788871765,,,
linear48-dann,S1_train_I_test_all,uda,3,300,0.001368346973322332,0.3717694878578186,0.37313783168792725,,,
linear48-dann,S1_train_I_test_all,uda,3,310,0.003286399645730853,0.6591387987136841,0.6624252200126648,,,
linear48-dann,S1_train_I_test_all,uda,3,320,0.005401686765253544,0.3271777629852295,0.33257946372032166,,,
linear48-dann,S1_train_I_test_all,uda,3,330,0.003311589825898409,0.21127530932426453,0.21458689868450165,,,
linear48-dann,S1_train_I_test_all,uda,3,340,0.002099214820191264,0.1748477667570114,0.1769469827413559,,,
linear48-dann,S1_train_I_test_all,uda,3,350,0.0013807453215122223,0.1578245759010315,0.15920531749725342,,,
linear48-dann,S1_train_I_test_all,uda,3,360,0.0013364164624363184,0.15039536356925964,0.15173177421092987,,,
linear48-dann,S1_train_I_test_all,uda,3,370,0.001393637154251337,0.1499369591474533,0.1513305902481079,,,
linear48-dann,S1_train_I_test_all,uda,3,380,0.0013666842132806778,0.15020224452018738,0.1515689343214035,,,
linear48-dann,S1_train_I_test_all,uda,3,390,0.0013410636456683278,0.15328563749790192,0.15462669730186462,,,
linear48-dann,S1_train_I_test_all,uda,3,400,0.0013432579580694437,0.1634216606616974,0.16476492583751678,,,
linear48-dann,S1_train_I_test_all,uda,4,1,1.4736058712005615,0.8270096778869629,2.3006155490875244,,,
linear48-dann,S1_train_I_test_all,uda,4,10,0.4730835258960724,0.3225042223930359,0.7955877780914307,,,
linear48-dann,S1_train_I_test_all,uda,4,20,0.32581445574760437,0.2920452058315277,0.6178596615791321,,,
linear48-dann,S1_train_I_test_all,uda,4,30,0.21848447620868683,0.3571869134902954,0.575671374797821,,,
linear48-dann,S1_train_I_test_all,uda,4,40,0.1357158124446869,0.38857975602149963,0.5242955684661865,,,
linear48-dann,S1_train_I_test_all,uda,4,50,0.08047910034656525,0.26783350110054016,0.3483126163482666,,,
linear48-dann,S1_train_I_test_all,uda,4,60,0.04525113105773926,0.23515284061431885,0.2804039716720581,,,
linear48-dann,S1_train_I_test_all,uda,4,70,0.027630329132080078,0.4143993854522705,0.4420297145843506,,,
linear48-dann,S1_train_I_test_all,uda,4,80,0.018401777371764183,0.6526885628700256,0.6710903644561768,,,
linear48-dann,S1_train_I_test_all,uda,4,90,0.013345842249691486,0.29293105006217957,0.3062768876552582,,,
linear48-dann,S1_train_I_test_all,uda,4,100,0.010424204170703888,0.23104213178157806,0.24146634340286255,,,
linear48-dann,S1_train_I_test_all,uda,4,110,0.008641819469630718,0.21822021901607513,0.22686204314231873,,,
linear48-dann,S1_train_I_test_all,uda,4,120,0.007567588705569506,0.2082713097333908,0.21583889424800873,,,
linear48-dann,S1_train_I_test_all,uda,4,130,0.006927088834345341,0.22834321856498718,0.23527030646800995,,,
linear48-dann,S1_train_I_test_all,uda,4,140,0.0069911000318825245,0.23691700398921967,0.2439081072807312,,,
linear48-dann,S1_train_I_test_all,uda,4,150,0.0067842695862054825,0.19863657653331757,0.2054208517074585,,,
linear48-dann,S1_train_I_test_all,uda,4,160,0.005270441062748432,0.1732201874256134,0.17849062383174896,,,
linear48-dann,S1_train_I_test_all,uda,4,170,0.003994577098637819,0.19332720339298248,0.1973217874765396,,,
linear48-dann,S1_train_I_test_all,uda,4,180,0.0036407196894288063,0.4468774199485779,0.4505181312561035,,,
linear48-dann,S1_train_I_test_all,uda,4,190,0.00360488542355597,0.3466814160346985,0.3502863049507141,,,
linear48-dann,S1_train_I_test_all,uda,4,200,0.0031022801995277405,0.21059003472328186,0.213692307472229,,,
linear48-dann,S1_train_I_test_all,uda,4,210,0.002875406062230468,0.19958703219890594,0.20246243476867676,,,
linear48-dann,S1_train_I_test_all,uda,4,220,0.0027002973947674036,0.20514445006847382,0.20784474909305573,,,
linear48-dann,S1_train_I_test_all,uda,4,230,0.002552483230829239,0.22801432013511658,0.23056679964065552,,,
linear48-dann,S1_train_I_test_all,uda,4,240,0.002383472863584757,0.24987810850143433,0.25226157903671265,,,
linear48-dann,S1_train_I_test_all,uda,4,250,0.0022525887470692396,0.22340980172157288,0.22566239535808563,,,
linear48-dann,S1_train_I_test_all,uda,4,260,0.002123079029843211,0.20572425425052643,0.20784732699394226,,,
linear48-dann,S1_train_I_test_all,uda,4,270,0.0020123457070440054,0.3293616473674774,0.33137398958206177,,,
linear48-dann,S1_train_I_test_all,uda,4,280,0.0020264803897589445,0.3486674726009369,0.350693941116333,,,
linear48-dann,S1_train_I_test_all,uda,4,290,0.0017124376026913524,0.2730717360973358,0.2747841775417328,,,
linear48-dann,S1_train_I_test_all,uda,4,300,0.0018992151599377394,0.19361881911754608,0.19551803171634674,,,
linear48-dann,S1_train_I_test_all,uda,4,310,0.001798398094251752,0.19716176390647888,0.19896015524864197,,,
linear48-dann,S1_train_I_test_all,uda,4,320,0.0018504832405596972,0.23660044372081757,0.23845092952251434,,,
linear48-dann,S1_train_I_test_all,uda,4,330,0.0018660856876522303,0.25600507855415344,0.257871150970459,,,
linear48-dann,S1_train_I_test_all,uda,4,340,0.001911647035740316,0.20885144174098969,0.210763081908226,,,
linear48-dann,S1_train_I_test_all,uda,4,350,0.0017993671353906393,0.1690574586391449,0.17085681855678558,,,
linear48-dann,S1_train_I_test_all,uda,4,360,0.001609332044608891,0.1503339409828186,0.15194326639175415,,,
linear48-dann,S1_train_I_test_all,uda,4,370,0.0014784663217142224,0.13773883879184723,0.1392173022031784,,,
linear48-dann,S1_train_I_test_all,uda,4,380,0.0013694735243916512,0.13190199434757233,0.1332714706659317,,,
linear48-dann,S1_train_I_test_all,uda,4,390,0.0013018948957324028,0.13786929845809937,0.13917119801044464,,,
linear48-dann,S1_train_I_test_all,uda,4,400,0.001309057348407805,0.23379480838775635,0.23510386049747467,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,1,1.1883925199508667,0.5828596353530884,1.771252155303955,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,10,0.44100332260131836,0.2294468879699707,0.6704502105712891,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,20,0.2675032317638397,0.2029016762971878,0.4704049229621887,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,30,0.17320898175239563,0.37684494256973267,0.5500539541244507,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,40,0.10954608768224716,0.26646488904953003,0.3760109841823578,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,50,0.07127699255943298,0.8148844838142395,0.8861614465713501,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,60,0.05496462807059288,1.3420873880386353,1.3970520496368408,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,70,0.039541374891996384,0.6378882527351379,0.6774296164512634,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,80,0.025127572938799858,0.40092653036117554,0.42605409026145935,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,90,0.01824703812599182,0.26393118500709534,0.28217822313308716,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,100,0.014419954270124435,0.23914293944835663,0.25356289744377136,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,110,0.011683832854032516,0.246942400932312,0.25862622261047363,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,120,0.009642711840569973,0.25070589780807495,0.2603486180305481,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,130,0.008125829510390759,0.24880920350551605,0.2569350302219391,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,140,0.006929031107574701,0.2423473596572876,0.24927638471126556,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,150,0.005976772401481867,0.23546165227890015,0.24143841862678528,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,160,0.005222481209784746,0.23197509348392487,0.23719757795333862,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,170,0.004620844032615423,0.2294854372739792,0.23410628736019135,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,180,0.004145802464336157,0.22740039229393005,0.23154619336128235,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,190,0.003782709361985326,0.23023340106010437,0.23401610553264618,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,200,0.0035217071417719126,0.24556739628314972,0.2490891069173813,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,210,0.0033431064803153276,0.2717847526073456,0.2751278579235077,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,220,0.0031821546144783497,0.2517440617084503,0.2549262046813965,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,230,0.002930891001597047,0.20603477954864502,0.20896567404270172,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,240,0.002731864806264639,0.1861332207918167,0.1888650804758072,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,250,0.0025722214486449957,0.18025259673595428,0.18282482028007507,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,260,0.0024190470576286316,0.1843447983264923,0.18676385283470154,,,
linear48-dann,S4_train_I_val_D1_2,semi,0,270,0.0023024401161819696,0.2027416229248047,0.20504406094551086,,,
linear48-dann,S4_train_I_val_D1_2,semi,1,1,1.6536471843719482,0.8429362773895264,2.4965834617614746,,,
linear48-dann,S4_train_I_val_D1_2,semi,1,10,0.4843214750289917,0.27306467294692993,0.7573861479759216,,,
linear48-dann,S4_train_I_val_D1_2,semi,1,20,0.2901957035064697,0.2425091415643692,0.5327048301696777,,,
linear48-dann,S4_train_I_val_D1_2,semi,1,30,0.1873769462108612,0.43785467743873596,0.6252316236495972,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,1,1.2476118803024292,0.44727590680122375,1.6948877573013306,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,10,0.47139209508895874,0.23070161044597626,0.7020937204360962,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,20,0.2755936086177826,0.2243036925792694,0.499897301197052,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,30,0.1801314800977707,0.23553693294525146,0.41566842794418335,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,40,0.12224426120519638,0.2758820652961731,0.3981263339519501,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,50,0.08306669443845749,0.7905293703079224,0.8735960721969604,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,60,0.05751069262623787,0.5612365007400513,0.6187471747398376,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,70,0.039588652551174164,0.3415670394897461,0.38115569949150085,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,80,0.02737685851752758,0.22469815611839294,0.2520750164985657,,,
linear48-dann,S4_train_I_val_D1_2,semi,2,90,0.019918685778975487,0.20403823256492615,0.2239569127559662,,,
