sample_id,label,target_file,period,day,day_num,day_label,batch,source_kind,s1_delta_r,s1_delta_r_norm,s1_ema_rise_a0001,s1_ema_decay_a0001,s1_ema_rise_a001,s1_ema_decay_a001,s1_ema_rise_a01,s1_ema_decay_a01,s2_delta_r,s2_delta_r_norm,s2_ema_rise_a0001,s2_ema_decay_a0001,s2_ema_rise_a001,s2_ema_decay_a001,s2_ema_rise_a01,s2_ema_decay_a01,s3_delta_r,s3_delta_r_norm,s3_ema_rise_a0001,s3_ema_decay_a0001,s3_ema_rise_a001,s3_ema_decay_a001,s3_ema_rise_a01,s3_ema_decay_a01,s4_delta_r,s4_delta_r_norm,s4_ema_rise_a0001,s4_ema_decay_a0001,s4_ema_rise_a001,s4_ema_decay_a001,s4_ema_rise_a01,s4_ema_decay_a01,s5_delta_r,s5_delta_r_norm,s5_ema_rise_a0001,s5_ema_decay_a0001,s5_ema_rise_a001,s5_ema_decay_a001,s5_ema_rise_a01,s5_ema_decay_a01,s6_delta_r,s6_delta_r_norm,s6_ema_rise_a0001,s6_ema_decay_a0001,s6_ema_rise_a001,s6_ema_decay_a001,s6_ema_rise_a01,s6_ema_decay_a01
alcohol_13,alcohol,alcohol\alcohol_13.csv,Period_II,Day 3,3,Period II Day 3,batch2,new,13.0,0.3170731707317073,0.012931354607849218,-0.002881534716498107,0.12344241801995375,-0.020470583314435138,0.8582366517674871,-0.12556242491742228,10.0,0.04065040650406504,0.009941361089383226,-0.0019960907322003406,0.0944446198427347,-0.01817741514763098,0.6681306546809862,-0.11179883819982848,4.0,0.019801980198019802,0.003959407108633128,-0.0019057981794007215,0.03628243515325054,-0.013734526906875426,0.21709677117251672,-0.10135539148999283,7.0,0.030042918454935622,0.006928575338500884,-0.004777703032598816,0.06334406293134251,-0.03361685865456993,0.3280957522526027,-0.17371000000000003,24.0,0.5581395348837209,0.02385284968997536,-0.004326271731814654,0.22602077414829636,-0.02952101960608295,1.5197400789755797,-0.17461591960384568,1.0,0.08333333333333333,1.9513122202182483e-05,-0.001,0.0009265670356604985,-0.01,0.023495093972187867,-0.1
alcohol_14,alcohol,alcohol\alcohol_14.csv,Period_II,Day 3,3,Period II Day 3,batch2,new,24.0,0.5853658536585366,0.02282574625992107,-0.0028108788164024007,0.21323060846841882,-0.017885368360267093,1.1937351985843094,-0.11137921964567458,14.0,0.056910569105691054,0.012908387930909145,-0.0010097560930434786,0.1211784792384596,-0.01078165982489374,0.7149960233373062,-0.10876880444318837,5.0,0.024390243902439025,0.003971133663246577,-0.001063269883710129,0.03723065600997472,-0.013047368992967155,0.23662114650100002,-0.10178400137830866,12.0,0.04918032786885246,0.009928248357773081,-0.0037906008976157906,0.0930507991221271,-0.026002441622952135,0.5128785210840451,-0.16332254827522125,29.0,0.6904761904761905,0.027720692071452845,-0.0028678065627309613,0.25353151531966517,-0.02023220789194153,1.2510504785010002,-0.11504178072754943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_15,alcohol,alcohol\alcohol_15.csv,Period_II,Day 3,3,Period II Day 3,batch2,new,9.0,0.225,0.007503930488216512,-0.006435902542802799,0.05512190229168597,-0.04171687675768873,0.31978331405532656,-0.17723284850270926,6.0,0.02459016393442623,0.005624032908211354,-0.00467366509916142,0.03674485001607183,-0.032183855349397,0.24368212935171576,-0.14160777075458297,3.0,0.014705882352941176,0.0027428162831854286,-0.0028997288891901164,0.017476914203400244,-0.0220279686739694,0.11181290542871089,-0.11294071382433508,7.0,0.028688524590163935,0.006834053242549856,-0.0056073914018413265,0.05583565851600389,-0.03434533968577624,0.3080190429998245,-0.2,16.0,0.38095238095238093,0.01583598330170198,-0.005673541161164104,0.1444508733402304,-0.038919834430619436,0.99513838,-0.21286052822599122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_16,alcohol,alcohol\alcohol_16.csv,Period_II,Day 4,4,Period II Day 4,batch2,new,14.0,0.358974358974359,0.0135382859951395,-0.002829432408040295,0.10956735165934293,-0.018496739050745503,0.6650668485988245,-0.11017718175577657,9.0,0.03557312252964427,0.008937339889395338,-0.0027205641392827867,0.08403010627496232,-0.01843028339161036,0.6339000000000001,-0.11686248371855176,4.0,0.020202020202020204,0.0029840374164057993,-0.001,0.02844077208583002,-0.01,0.20349116186581004,-0.1,9.0,0.034482758620689655,0.007796696789980343,-0.0046012773171575025,0.06261764178738957,-0.030106068075523643,0.3488113317855811,-0.1732410874219381,19.0,0.4523809523809524,0.018375923094501874,-0.001897842400342515,0.15615482730169766,-0.01346685981334451,0.9117634948298581,-0.10000321341796017,1.0,0.06666666666666667,0.001,-2.90893315176813e-06,0.01,-0.00023003945366198778,0.1,-0.01150427624933531
alcohol_17,alcohol,alcohol\alcohol_17.csv,Period_II,Day 4,4,Period II Day 4,batch2,new,9.0,0.21951219512195122,0.0089700638782137,-0.0010211289450237117,0.0870628011021262,-0.011470274759242583,0.653668233499,-0.10439401601698928,8.0,0.03162055335968379,0.0069760399610279845,-0.0010009801888648294,0.06763961278405989,-0.010081790693759723,0.5437100000000001,-0.1012157665459057,3.0,0.015,0.002995003999,-0.001,0.02950399,-0.01,0.2539,-0.1,5.0,0.019157088122605363,0.003997978090801296,-0.002963182538334888,0.03977889039288378,-0.026578403365368194,0.365376866501,-0.17280288930162893,13.0,0.3023255813953488,0.012951102844191802,-0.001972377664422347,0.12520145900655083,-0.017549479977183684,0.8991397161100001,-0.10540857164947166,1.0,0.06666666666666667,9.979665002641299e-06,-0.001,0.000534196832211356,-0.01,0.01980594213707393,-0.1
alcohol_18,alcohol,alcohol\alcohol_18.csv,Period_II,Day 4,4,Period II Day 4,batch2,new,20.0,0.5,0.019242361614610282,-0.004386172506178109,0.1582524641053456,-0.025767212546831578,0.9351717308730849,-0.1305404824222624,11.0,0.04365079365079365,0.01092526942777132,-0.0026923932124193395,0.10276434651998512,-0.017499524659935182,0.8137,-0.10721704404663936,4.0,0.020100502512562814,0.003981050925064967,-7.261217695036517e-05,0.0381502564670899,-0.0040760090745592175,0.29000000000000004,-0.091597722167265,9.0,0.03474903474903475,0.008678667364967795,-0.003634178498147665,0.07551167279923311,-0.027616012382383617,0.48673368501218506,-0.2,24.0,0.5714285714285714,0.023881384992652018,-0.001891115485335446,0.2284761590617202,-0.01322521952465322,1.5159449953468722,-0.11481743801358185,1.0,0.06666666666666667,4.680525793945237e-06,-0.001,0.0002993023854799357,-0.01,0.013486833619808389,-0.1
alcohol_19,alcohol,alcohol\alcohol_19.csv,Period_II,Day 4,4,Period II Day 4,batch2,new,8.0,0.2,0.007662425173033664,-0.002892075982257055,0.06510885817084136,-0.021513705578848377,0.3974483321208697,-0.12712896089982453,5.0,0.02,0.004979124340730155,-0.0019801976689241166,0.048018645254688894,-0.018186286480682608,0.3691957531121849,-0.11307711444199653,2.0,0.01,0.001999,-0.001,0.0199,-0.01,0.19,-0.1,6.0,0.023166023166023165,0.005957272631526251,-0.00379185200065973,0.05596079704874646,-0.02644121144705511,0.37893590864154203,-0.2,12.0,0.2727272727272727,0.011935210487349857,-0.0019607301872425808,0.11370599135989302,-0.016663810893195633,0.7313123207545039,-0.10964447668985185,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
alcohol_20,alcohol,alcohol\alcohol_20.csv,Period_II,Day 4,4,Period II Day 4,batch2,new,13.0,0.325,0.011745202152807745,-0.004718455806739793,0.09791805644447166,-0.033404483614064166,0.5856219746103062,-0.16164340366334312,7.0,0.028,0.005939363087716562,-0.0019857185898753075,0.05425469947920021,-0.01841343796029623,0.5015911618658101,-0.12592424101072294,2.0,0.009950248756218905,0.002,-0.0017936699151008383,0.02,-0.01098383698064071,0.2,-0.10000000000336383,7.0,0.027131782945736434,0.004941389948012835,-0.0027528361590331714,0.0444876962872943,-0.019822616035630763,0.37766499216596805,-0.16893066724245442,17.0,0.3953488372093023,0.01689731938081325,-0.0039054475114869724,0.1600138806568282,-0.0317391457022532,1.0387721,-0.1730024804803001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_21,alcohol,alcohol\alcohol_21.csv,Period_II,Day 5,5,Period II Day 5,batch2,new,13.0,0.43333333333333335,0.012574514375216464,-0.0027618357236704662,0.09543218618004773,-0.017784555694457284,0.42088645486621246,-0.1078930154958707,8.0,0.03686635944700461,0.007752250555444565,-0.0018105096823181573,0.05996858607150447,-0.011213362451246796,0.32740619180067104,-0.10000000003109556,4.0,0.021739130434782608,0.003918435215540264,-0.001,0.032996332871045655,-0.01,0.17561000000000002,-0.1,10.0,0.04149377593360996,0.009729704344661964,-0.0029920319320919206,0.07740908416901537,-0.0292313291204386,0.35397540754189116,-0.246044262,27.0,0.84375,0.026090533399442752,-0.0019260932529855605,0.21066916285095952,-0.014741709594750615,1.126100421920712,-0.10039920726482295,1.0,0.05263157894736842,0.001,-0.001,0.01,-0.01,0.1,-0.1
alcohol_22,alcohol,alcohol\alcohol_22.csv,Period_II,Day 5,5,Period II Day 5,batch2,new,14.0,0.4666666666666667,0.013579361650181553,-0.003805111538789161,0.10491167752237207,-0.025555736752758997,0.5718069543207711,-0.12330308850187878,9.0,0.041666666666666664,0.008723908453865718,-0.003551449033997862,0.07183924993501012,-0.023156846898597323,0.5460098201491,-0.11714217655493452,3.0,0.016304347826086956,0.0029448571398931287,-0.001,0.02518308267788793,-0.01,0.18100000000000002,-0.1,6.0,0.02531645569620253,0.0058840768968730734,-0.0055778564284810535,0.05006283406097993,-0.03898198081493222,0.29793590864154207,-0.21356014459423156,18.0,0.5806451612903226,0.01762356451713675,-0.003791970241872807,0.14688533485434346,-0.025238339075812948,0.6067190429998246,-0.1282429536481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_23,alcohol,alcohol\alcohol_23.csv,Period_II,Day 5,5,Period II Day 5,batch2,new,36.0,1.2413793103448276,0.03347307461504672,-0.005905068693126244,0.2231058569878113,-0.05045864389465691,1.0879341547020196,-0.35808442587395617,23.0,0.11004784688995216,0.0204220520304852,-0.003155131486822568,0.14648024811501567,-0.03793082569414843,0.8551397576167405,-0.2760965299087804,7.0,0.038461538461538464,0.006583437576065618,-0.0010732946436070295,0.051212178173911355,-0.014739708018569296,0.31109381961139826,-0.13831176515837384,14.0,0.06167400881057269,0.011305732628784218,-0.004123499303451822,0.08686706054232492,-0.043217256374266017,0.43426192260031593,-0.29246700762063654,29.0,1.0,0.026370232951917906,-0.007917767596405112,0.20958104448187156,-0.06500318298596999,1.2274134776159993,-0.44905566843210254,1.0,0.05263157894736842,0.001,-3.862674803606326e-05,0.01,-0.0028876492993457235,0.1,-0.08856699600344564
alcohol_24,alcohol,alcohol\alcohol_24.csv,Period_II,Day 5,5,Period II Day 5,batch2,new,10.0,0.2564102564102564,0.009711209284388213,-0.004580035458310955,0.08589672005410987,-0.029906575461043312,0.5869000000000001,-0.13739119718232704,7.0,0.029661016949152543,0.0069412652763233005,-0.0028610657451627157,0.06435888081450836,-0.020297762464254958,0.4800000000000001,-0.10689364050353894,3.0,0.014354066985645933,0.001999979110660704,-0.001974971377075743,0.019980076694672493,-0.016642865243931167,0.18731107976581002,-0.10456877035384822,8.0,0.03278688524590164,0.005910966807918823,-0.004682048284270903,0.0519199193708699,-0.02998730480885959,0.31259752148252,-0.17030688717086004,10.0,0.24390243902439024,0.009743618605034126,-0.0036987441883545432,0.07805344083705774,-0.024564309760430426,0.5719231000000001,-0.11472707122758993,1.0,0.0625,0.001,-2.851709294284877e-06,0.01,-0.0001980100000000002,0.1,-0.01809999999999999
alcohol_25,alcohol,alcohol\alcohol_25.csv,Period_II,Day 5,5,Period II Day 5,batch2,new,7.0,0.18421052631578946,0.005778364509354137,-0.0038040128963697435,0.04257699474519752,-0.02577400328287044,0.22117410188958844,-0.12522438376046036,4.0,0.01702127659574468,0.0038534687863224066,-0.0035222412325521418,0.02865124876131927,-0.02400100131272989,0.16894367618329004,-0.11500946352969993,3.0,0.014423076923076924,0.0028892347221914807,-0.0018629216256874415,0.021346366103662855,-0.01330276296901152,0.13167798685596102,-0.10261726548697071,6.0,0.024691358024691357,0.005580506146775014,-0.005379222444161621,0.03723169106635024,-0.03901052805889238,0.21269576571115753,-0.18683706081558143,7.0,0.175,0.006917757873662133,-0.0037548096971527626,0.06241404053951942,-0.026002800193941675,0.3043069943434794,-0.1282429536481,1.0,0.0625,0.001,-1.919392615030947e-06,0.01,-0.0001429889013523887,0.1,-0.010001433411197955
