sample_id,label,target_file,period,day,day_num,day_label,batch,source_kind,s1_delta_r,s1_delta_r_norm,s1_ema_rise_a0001,s1_ema_decay_a0001,s1_ema_rise_a001,s1_ema_decay_a001,s1_ema_rise_a01,s1_ema_decay_a01,s2_delta_r,s2_delta_r_norm,s2_ema_rise_a0001,s2_ema_decay_a0001,s2_ema_rise_a001,s2_ema_decay_a001,s2_ema_rise_a01,s2_ema_decay_a01,s3_delta_r,s3_delta_r_norm,s3_ema_rise_a0001,s3_ema_decay_a0001,s3_ema_rise_a001,s3_ema_decay_a001,s3_ema_rise_a01,s3_ema_decay_a01,s4_delta_r,s4_delta_r_norm,s4_ema_rise_a0001,s4_ema_decay_a0001,s4_ema_rise_a001,s4_ema_decay_a001,s4_ema_rise_a01,s4_ema_decay_a01,s5_delta_r,s5_delta_r_norm,s5_ema_rise_a0001,s5_ema_decay_a0001,s5_ema_rise_a001,s5_ema_decay_a001,s5_ema_rise_a01,s5_ema_decay_a01,s6_delta_r,s6_delta_r_norm,s6_ema_rise_a0001,s6_ema_decay_a0001,s6_ema_rise_a001,s6_ema_decay_a001,s6_ema_rise_a01,s6_ema_decay_a01
air_46,air,air\air_46.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,2.0,0.0392156862745098,7.060980707710438e-05,-0.0010284883481958217,0.004275301782079879,-0.010768582123326875,0.09154399022697124,-0.1000005770755436,2.0,0.009216589861751152,8.19893667029694e-05,-0.0010081468880886253,0.0038894578342807467,-0.010331467760741873,0.06165560138864555,-0.1000030220930992,2.0,0.009615384615384616,0.001,-0.001,0.01,-0.01,0.1,-0.1,5.0,0.02127659574468085,0.00022686655497557618,-0.0029440127407080303,0.010118799767777454,-0.024450061942787746,0.14428547996678665,-0.1570145811078362,2.0,0.043478260869565216,0.0001320885961233416,-0.001,0.006715573485021482,-0.01,0.0994306360232946,-0.1,1.0,0.038461538461538464,0.00011448532336218512,-0.001,0.005273268018213852,-0.01,0.09412989099811954,-0.1
air_47,air,air\air_47.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,1.0,0.029411764705882353,0.001,-1.141164106400333e-05,0.01,-0.0008315891384417691,0.1,-0.04473186130015793,2.0,0.010526315789473684,0.001,-0.001006541535716567,0.01,-0.010354794620800727,0.10000024950430486,-0.1000624979356961,2.0,0.010582010582010581,0.001000948354863978,-0.001,0.010058703678193748,-0.01,0.10003757102126137,-0.1,3.0,0.014925373134328358,0.0011058997789852036,-0.0010403568181120062,0.014868323827484476,-0.012004382492542846,0.1526339406645915,-0.15461828178947967,1.0,0.03225806451612903,0.0001788873592819283,-0.001,0.005664874162288066,-0.01,0.08627273384637257,-0.1,1.0,0.07142857142857142,0.001,-9.999999999999159e-07,0.01,-9.99999999999994e-05,0.1,-0.009999999999999995
air_48,air,air\air_48.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,2.0,0.06060606060606061,0.001,-0.001,0.01,-0.01,0.1,-0.1,2.0,0.010582010582010581,0.00010824258207300626,-0.001,0.005522908350955133,-0.01,0.09947502262634432,-0.1,2.0,0.010638297872340425,0.0001231878455457085,-0.001,0.006450890633595084,-0.01,0.09987442329504406,-0.1,3.0,0.01507537688442211,0.001,-0.0010527466186878746,0.01,-0.013254309493144743,0.14324203798247628,-0.15262662915217376,1.0,0.03225806451612903,0.00028215111724970443,-7.893121264592037e-06,0.00935108043304658,-0.000702471603696582,0.09999999976590734,-0.03202030785760135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_44,alcohol,alcohol\alcohol_44.csv,Period_II,Day 10,10,Period II Day 10,batch3,new,25.0,0.46296296296296297,0.024632701454864566,-0.02146610918921931,0.21636697736283148,-0.14825271463627854,1.0380640330906468,-0.5674969309584994,8.0,0.0326530612244898,0.007889155302645041,-0.006698317046335857,0.06988122266768254,-0.05007953591893099,0.39241000000000004,-0.21361491276992103,3.0,0.013157894736842105,0.0029692951145023,-0.0019919267812404723,0.02717888506867138,-0.019141393025368943,0.17371000000000003,-0.12554018051636376,6.0,0.021739130434782608,0.004952425247996113,-0.004497297159629753,0.04560168767165919,-0.03285169469418251,0.2686404032453208,-0.2051439307253899,21.0,0.39622641509433965,0.020766968573209137,-0.012588409251156688,0.1883699349847933,-0.09286275278614882,1.1656541,-0.613602263987827,0.0,0.0,0.0,-1.904792147113584e-06,0.0,-0.00013660323412732246,0.0,-0.010000265613988882
alcohol_45,alcohol,alcohol\alcohol_45.csv,Period_II,Day 10,10,Period II Day 10,batch3,new,16.0,0.2962962962962963,0.014932128053980392,-0.009798974468593125,0.14332845102929975,-0.06457628885872631,0.946040263300158,-0.23007713603562033,6.0,0.024390243902439025,0.004998914443639998,-0.003694138997897138,0.049818316653587116,-0.02466528165546447,0.4374308867905352,-0.13477298954222783,3.0,0.013100436681222707,0.0020019681137653307,-0.0019120316935462552,0.02016911682767447,-0.013954731900597431,0.19734983550100002,-0.10335396654182184,5.0,0.017921146953405017,0.004972152293782114,-0.004525265045545531,0.04734618041390819,-0.02720817438643365,0.32297688411218484,-0.18338971168426021,15.0,0.2777777777777778,0.013830899583519733,-0.013891322325901921,0.12468421803269426,-0.09884589017744455,0.7199604943484332,-0.34526006343786125,1.0,0.058823529411764705,0.001,-1.843593060294954e-06,0.01,-0.00011811269531259751,0.1,-0.010000000166428089
alcohol_46,alcohol,alcohol\alcohol_46.csv,Period_II,Day 10,10,Period II Day 10,batch3,new,9.0,0.1875,0.007944340822508014,-0.008635814614471264,0.07473036745326053,-0.055296321512114346,0.4827298966074252,-0.21214350540100002,4.0,0.01694915254237288,0.00299391642831018,-0.005310223159902936,0.02932836713927909,-0.024990043413257616,0.25756903086581,-0.14304672100000004,1.0,0.004524886877828055,0.001,-0.0018859913078579794,0.01,-0.012971466998086099,0.1,-0.10350344579140179,3.0,0.011363636363636364,0.0010128826287061938,-0.005477709952052613,0.011188086079666542,-0.034124832717729266,0.15720063335481976,-0.18441630422993213,6.0,0.125,0.005907216145356827,-0.006988467926667424,0.05173231246099662,-0.04465088549090304,0.3583860310000001,-0.19256476503561223,1.0,0.06666666666666667,1.9920279440699407e-06,-0.001,0.00019227446944279115,-0.01,0.014304672099999999,-0.1
alcohol_47,alcohol,alcohol\alcohol_47.csv,Period_II,Day 10,10,Period II Day 10,batch3,new,23.0,0.46938775510204084,0.022826179114804772,-0.020776603341838902,0.2136281371618831,-0.14364357077013118,1.3161773438861852,-0.6468883445059295,10.0,0.0423728813559322,0.008945300112891963,-0.007663896637079884,0.08479197757692747,-0.05578816853722068,0.5651548112781639,-0.22604618799547596,4.0,0.01818181818181818,0.003952560805412246,-0.0037304859016499595,0.03571738944495654,-0.025326358172864587,0.19926287479669083,-0.14355083661731244,9.0,0.03383458646616541,0.008883404538324495,-0.004804996687500547,0.07949228384745109,-0.03422111073909909,0.4070046428043457,-0.1758671987058772,25.0,0.5208333333333334,0.024727313322984473,-0.020638474410677267,0.224680481317475,-0.1443448983986019,1.1639292193302735,-0.6480752471153783,1.0,0.06666666666666667,2.9880389151256716e-06,-0.0001791752579554614,0.00028838162474836317,-0.00823860956680041,0.021164204889999982,-0.09989388833880036
alcohol_48,alcohol,alcohol\alcohol_48.csv,Period_II,Day 11,11,Period II Day 11,batch3,new,7.0,0.15217391304347827,0.006983067724818178,-0.006206679885372278,0.06836532020387702,-0.04314444161002865,0.5770481898886939,-0.23666345715670983,4.0,0.017543859649122806,0.00399004384541912,-0.00287460124458651,0.03904249113217104,-0.020325062866928877,0.33194506028167103,-0.13293736600051928,2.0,0.009478672985781991,0.0019940269112106303,-0.0019625993465138946,0.019426130734793427,-0.016351934518397702,0.15988402503910001,-0.10309383534465205,3.0,0.011811023622047244,0.0020069293706596043,-0.0030159205160433453,0.020632589138441768,-0.02801091147360322,0.22573186130015796,-0.15777145351894994,9.0,0.19148936170212766,0.008991002000000001,-0.009533325626121213,0.089102,-0.0688932904995278,0.812,-0.4225022344375059,1.0,0.07692307692307693,9.999999999999159e-07,-0.001,9.99999999999994e-05,-0.01,0.009999999999999995,-0.1
alcohol_49,alcohol,alcohol\alcohol_49.csv,Period_II,Day 11,11,Period II Day 11,batch3,new,4.0,0.09090909090909091,0.003986079635255744,-0.0048162306067160016,0.03867646270048991,-0.042040232407726516,0.31328405971522844,-0.21729242712563607,3.0,0.013333333333333334,0.002992015980014994,-0.005477307881190158,0.02921580149401,-0.03437978788868825,0.23414410000000005,-0.13542033419520474,3.0,0.014285714285714285,0.0029850618213754184,-0.002962092020073579,0.028560247024662172,-0.025845553441034896,0.19733973804910004,-0.11878983470363046,3.0,0.012,0.002987073683038428,-0.004825507567042621,0.028770921571281034,-0.03328491461405548,0.22045804299982452,-0.21620674265398207,7.0,0.15555555555555556,0.0069701007136806995,-0.0072452781163058165,0.06709819691537228,-0.05494628790934282,0.477990972220771,-0.2511163396300943,0.0,0.0,0.0,-9.999999999999159e-07,0.0,-9.99999999999994e-05,0.0,-0.009999999999999995
alcohol_50,alcohol,alcohol\alcohol_50.csv,Period_II,Day 11,11,Period II Day 11,batch3,new,6.0,0.2608695652173913,0.004993960298804378,-0.005456198117570321,0.0493628834150008,-0.03348565267845934,0.420779666899158,-0.14759266545138727,6.0,0.03296703296703297,0.004995983107661704,-0.006360832864911036,0.049584046794672494,-0.039901467591731715,0.45102107976581,-0.17650904998032346,3.0,0.017857142857142856,0.0029950049970010003,-0.00392138344147776,0.0295049701,-0.03322614004061507,0.25471,-0.1589490226604138,4.0,0.01834862385321101,0.0020128895024355774,-0.006120762817451225,0.021193886722664562,-0.045789414283131505,0.25675768222261225,-0.24414942727823946,7.0,0.25925925925925924,0.00599298010971649,-0.006644008849225107,0.05928107208496493,-0.04776151682224112,0.5185952798509,-0.18254242940941703,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
alcohol_51,alcohol,alcohol\alcohol_51.csv,Period_II,Day 11,11,Period II Day 11,batch3,new,3.0,0.12,0.002994006996001,-0.0029462199630672908,0.029406960100000004,-0.024933508711056592,0.24661000000000002,-0.14500166871775394,4.0,0.02185792349726776,0.0029939990398812092,-0.003951519717207792,0.029399388307500877,-0.03558365208197162,0.24199678440100003,-0.1841145354330741,3.0,0.017341040462427744,0.0020029611595807897,-0.0038434335029372026,0.020262558780055385,-0.02765393826537426,0.20349116186581004,-0.1482768443013416,4.0,0.018691588785046728,0.0020059452114570006,-0.003760882701307747,0.020547066588556262,-0.026203104194212547,0.22163894626681002,-0.2,4.0,0.13793103448275862,0.003995002,-0.002953553355847082,0.039502,-0.025821007155347922,0.3520000000000001,-0.12646836778455245,0.0,0.0,0.0,-3.8973513822146595e-06,0.0,-0.00031530502836408375,0.0,-0.013183836839538485
alcohol_52,alcohol,alcohol\alcohol_52.csv,Period_II,Day 12,12,Period II Day 12,batch3,new,10.0,0.2127659574468085,0.008987957289963718,-0.0029323061750742164,0.08875980876597313,-0.02426126233386989,0.7579529769446619,-0.11204543106573547,6.0,0.02631578947368421,0.004997002999,-0.001000956932890672,0.04970299,-0.010064261160208471,0.47290000000000004,-0.10009697737297876,3.0,0.014563106796116505,0.0019970029990000002,-0.001001949836841312,0.01970299,-0.01016695318115128,0.17290000000000003,-0.10159017823429031,4.0,0.016129032258064516,0.0020098400494735938,-0.003712653682450264,0.020849100165208898,-0.02370973573685757,0.2105475370750191,-0.1436211232722115,7.0,0.14583333333333334,0.005918084441442393,-0.0035858829332952166,0.05399257420434309,-0.02026521933706764,0.4251687252615304,-0.11256442192071181,1.0,0.08333333333333333,0.001,0.0,0.01,0.0,0.1,0.0
alcohol_53,alcohol,alcohol\alcohol_53.csv,Period_II,Day 12,12,Period II Day 12,batch3,new,13.0,0.28888888888888886,0.01290350482073296,-0.004462349630716094,0.12078596535303937,-0.026903367404690834,0.6816859149010429,-0.14794119796526578,5.0,0.022321428571428572,0.003991023890454638,-0.001972381563664554,0.03912294426453587,-0.01755257586254404,0.32645108867905354,-0.10568288844721302,3.0,0.014705882352941176,0.0019970029990000002,-0.0019355579365072887,0.01970299,-0.01609546955139439,0.17290000000000003,-0.10782416265326075,6.0,0.025,0.003971208773007133,-0.004358533939111789,0.03729824990453054,-0.034472035747807495,0.23910752341890457,-0.16390771064933748,13.0,0.2765957446808511,0.012904394995738817,-0.008745249792095004,0.12078611193536548,-0.06510650503001236,0.9124590000000001,-0.2823717589910272,1.0,0.09090909090909091,9.999999999999159e-07,-0.001,9.99999999999994e-05,-0.01,0.009999999999999995,-0.1
alcohol_54,alcohol,alcohol\alcohol_54.csv,Period_II,Day 12,12,Period II Day 12,batch3,new,8.0,0.18181818181818182,0.007974067871165853,-0.0010012094281656085,0.07746672645290631,-0.010269666695349122,0.5966207389000001,-0.12025144796340607,5.0,0.02242152466367713,0.004981083727674699,-0.0010772749010067198,0.04818133631637228,-0.012448663379487631,0.372331972220771,-0.11579360217240328,3.0,0.014563106796116505,0.0029830975952341333,-8.247462272134467e-05,0.02839406087939727,-0.006391113119745349,0.19735217649882453,-0.12633122656712525,4.0,0.016877637130801686,0.00398605878758479,-0.0010872131667161167,0.03865692740674516,-0.014872391216555841,0.3025169543207711,-0.14781430658247274,13.0,0.28888888888888886,0.012969070836280645,-0.0019015234723122106,0.12696938774640543,-0.01363573007373453,1.0523166161100002,-0.1410001365830977,1.0,0.09090909090909091,9.045542861479592e-05,-0.001,0.004196390967728675,-0.01,0.07306016595058891,-0.1
alcohol_55,alcohol,alcohol\alcohol_55.csv,Period_II,Day 12,12,Period II Day 12,batch3,new,11.0,0.24444444444444444,0.010807571530075048,-0.00269837572184475,0.09285232784581134,-0.014921308517710492,0.39909714025999254,-0.10012524920289298,6.0,0.02666666666666667,0.004936587754031286,-0.0019399820724512401,0.04415937019027163,-0.01543131357702427,0.24275724449228217,-0.10076143184724784,3.0,0.014423076923076924,0.0029693037706969047,-0.0010000253951423113,0.02718479931096872,-0.010010508290288125,0.1575604314253143,-0.10000105813505426,6.0,0.024896265560165973,0.005891468493445231,-0.002,0.05034774165505403,-0.02,0.2632029117811242,-0.2,9.0,0.19148936170212766,0.008890153767821575,-0.001,0.07998354002179862,-0.01,0.43105494470586647,-0.1,1.0,0.09090909090909091,2.060287757373806e-05,-0.00015608414165011277,0.0009733958707361743,-0.007838426070167239,0.030897873324347944,-0.09945665677111912
alcohol_56,alcohol,alcohol\alcohol_56.csv,Period_II,Day 13,13,Period II Day 13,batch3,new,31.0,0.5535714285714286,0.030466588086106108,-0.008378061057139742,0.26351080827141027,-0.05149444272623358,1.2281959024145663,-0.19583082393236764,8.0,0.03319502074688797,0.007871055356253868,-0.0028913602935171424,0.06875215069583508,-0.021601921780043616,0.3555083984925954,-0.11214486541093792,3.0,0.013392857142857142,0.002979099715539286,-0.001,0.02799720329267521,-0.01,0.19,-0.1,8.0,0.029850746268656716,0.00784676159297365,-0.0038564664950432558,0.066871685410206,-0.028925209966871757,0.33543463821534925,-0.1483904731121849,29.0,0.5087719298245614,0.02856392890796058,-0.006714966507017574,0.2526594463760673,-0.04744234857580103,1.4960598547131307,-0.20454643952516793,1.0,0.07142857142857142,0.001,-0.001,0.01,-0.01,0.1,-0.1
alcohol_57,alcohol,alcohol\alcohol_57.csv,Period_II,Day 13,13,Period II Day 13,batch3,new,21.0,0.3888888888888889,0.020887370159381337,-0.0037735774913135816,0.19906271664962583,-0.025935584109684107,1.2691031571380003,-0.12528558526468359,7.0,0.029535864978902954,0.006966135544387324,-0.001000879797032764,0.06673156549581577,-0.010027625166769921,0.4612112371508044,-0.10000001390084524,3.0,0.013574660633484163,0.002003904637334128,-0.001,0.02031014055885917,-0.01,0.18780051386407443,-0.1,6.0,0.022900763358778626,0.003996883965491062,-0.0010684705454959867,0.03959226231761957,-0.013701265320760006,0.3166424959590916,-0.1425549695608984,23.0,0.41818181818181815,0.0228615016460418,-0.0019688506876969314,0.21658972870384025,-0.016994231989181735,1.4150628856890537,-0.10899922451495278,1.0,0.07142857142857142,0.001,-7.856815182785768e-05,0.01,-0.003367991385160622,0.1,-0.06923800223113755
alcohol_58,alcohol,alcohol\alcohol_58.csv,Period_II,Day 14,14,Period II Day 14,batch3,new,18.0,0.45,0.017585819186958722,-0.004714398348427127,0.15165578880163966,-0.02979279535293549,0.7290171102698769,-0.14819607392756587,7.0,0.03349282296650718,0.00594137289303231,-0.003767261470304528,0.05446278815884987,-0.024190040967007928,0.2771056357274305,-0.12536850736027869,4.0,0.02072538860103627,0.0029870142292206933,-0.0028465875755288,0.028716138783445568,-0.019232888806329625,0.1950333290088757,-0.12366446436021623,7.0,0.029288702928870293,0.004930867216378094,-0.005783896681904813,0.04381584654931171,-0.042735276974350575,0.2659779334057208,-0.2142630153390835,20.0,0.4878048780487805,0.019510489337669166,-0.004689842319707453,0.1578653189876116,-0.028804721279167188,0.9205965539998247,-0.1464596570539148,1.0,0.07142857142857142,2.901449097707557e-05,-0.001,0.001362736513236153,-0.01,0.03428008210000001,-0.1
alcohol_59,alcohol,alcohol\alcohol_59.csv,Period_II,Day 14,14,Period II Day 14,batch3,new,17.0,0.4594594594594595,0.01655952323939292,-0.004412992341635753,0.13196266477825602,-0.023643509795756804,0.5331509066775738,-0.12712896089982453,7.0,0.034653465346534656,0.0059109684781756796,-0.0019417162671515169,0.051912115213958374,-0.015993193127314308,0.2932074127794516,-0.11057770170694305,4.0,0.021164021164021163,0.0029761210719365006,-0.0018589884196106412,0.027721297511960244,-0.012793753670351826,0.18959875901130613,-0.10001423174236189,7.0,0.030303030303030304,0.004949316286572754,-0.0012217502866255698,0.04523093999350842,-0.020448435362842826,0.26308232373162005,-0.20636465321430777,19.0,0.5,0.018532983422728043,-0.0027853217402502243,0.14968934893384808,-0.01657307468704753,0.7637050999999999,-0.10608774889916288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_60,alcohol,alcohol\alcohol_60.csv,Period_II,Day 14,14,Period II Day 14,batch3,new,18.0,0.5806451612903226,0.01657471162266933,-0.008117390599131556,0.13292253416627975,-0.048607178631639325,0.6544968025023237,-0.20211419527642396,8.0,0.0425531914893617,0.007792802636842645,-0.0037137367702841993,0.062320389241184826,-0.022775639310619756,0.410259331,-0.1297302315918582,4.0,0.021739130434782608,0.0029910110208962036,-0.0028914010762226402,0.029111199801510876,-0.022599333078682986,0.22224088440100004,-0.1429829118694902,8.0,0.03902439024390244,0.005754932732840992,-0.004905842592240423,0.04492614419765395,-0.04036393506412922,0.3012197153062559,-0.22899840907885105,15.0,0.5,0.013614452675375208,-0.005492457918025239,0.10796258310659676,-0.031191796906384343,0.8898849076531281,-0.18790921050465093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_61,alcohol,alcohol\alcohol_61.csv,Period_II,Day 15,15,Period II Day 15,batch3,new,5.0,0.10869565217391304,0.004907170780666508,-0.00195769732491334,0.04168458994667861,-0.016381001620764685,0.19258866541821834,-0.1075216242426299,2.0,0.009216589861751152,0.001981170034864399,-4.427058935887844e-05,0.01826168623835587,-0.0026686758576830007,0.11350851717672994,-0.08490743604689917,2.0,0.009433962264150943,0.001988081593540504,-0.0010531954458058873,0.01887807009480419,-0.012528551853079276,0.1330090117432769,-0.1311110230631657,6.0,0.02654867256637168,0.003625525153742656,-0.0038731151741208275,0.026822888548864013,-0.03083810342211627,0.17210774452644934,-0.21653261863114634,9.0,0.21951219512195122,0.00880856080399899,-0.0035191825381846904,0.07296544737536323,-0.02391451385676014,0.36077869000000007,-0.1424752079509764,1.0,0.07692307692307693,0.001,-3.536124002647507e-06,0.01,-0.00020744870912642148,0.1,-0.012824295364810001
alcohol_62,alcohol,alcohol\alcohol_62.csv,Period_II,Day 15,15,Period II Day 15,batch3,new,8.0,0.1702127659574468,0.007876637656551357,-0.0037065697511404995,0.06900120440909846,-0.025290844860571697,0.329287915817439,-0.1360344101491,3.0,0.0136986301369863,0.002955675381320523,-0.001,0.026112386510344247,-0.01,0.14381959581098944,-0.1,3.0,0.014354066985645933,0.0019704466994815307,-0.001,0.0174104447118031,-0.01,0.10624191327237584,-0.10003481217751678,5.0,0.02092050209205021,0.003956435093293442,-0.0019932846257223976,0.03601726148830886,-0.018957738262208167,0.2185800944373075,-0.15312001642164244,13.0,0.3023255813953488,0.012771255653404597,-0.004681855008866092,0.10976989973438694,-0.032300093780150384,0.4546551718238103,-0.14403149190218362,1.0,0.07692307692307693,0.001,-0.001,0.01,-0.01,0.1,-0.1
alcohol_63,alcohol,alcohol\alcohol_63.csv,Period_II,Day 15,15,Period II Day 15,batch3,new,14.0,0.3333333333333333,0.013588863205119879,-0.006892966236652746,0.11271328279052202,-0.0389579827341581,0.5326471169200001,-0.1514878978616927,6.0,0.029411764705882353,0.004944392220733201,-0.0035515386402924856,0.04477671112801134,-0.021307313607421774,0.245071,-0.10400445276785515,5.0,0.025252525252525252,0.0039563321989274265,-0.002835627644982729,0.03591667694693141,-0.01906618216355736,0.23676700474810003,-0.11355103901171637,12.0,0.05555555555555555,0.007601215766692998,-0.012730345066669459,0.0555788863586226,-0.07653795105671245,0.35645872248658106,-0.5881677899626055,16.0,0.43243243243243246,0.014816224786786156,-0.007805758446179637,0.13267925691397703,-0.045384841117058164,0.8264478303110001,-0.1925018039166873,1.0,0.07142857142857142,2.8502061050541595e-05,-0.001,0.001252392867212392,-0.01,0.04159461822614442,-0.1
alcohol_64,alcohol,alcohol\alcohol_64.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,10.0,0.19230769230769232,0.008376083815698956,-0.0028372512188882624,0.07028718808697114,-0.018688878907204755,0.6277242953648101,-0.12099980092954624,3.0,0.013636363636363636,0.002003953202420209,-0.001,0.020354973092254834,-0.01,0.208532045679229,-0.1,2.0,0.009302325581395349,0.0019970029990000002,-0.001,0.01970299,-0.01,0.17290000000000003,-0.10005111244269758,4.0,0.017241379310344827,0.0029604356511341925,-0.001961261447810417,0.026421501978086154,-0.017107888419999228,0.19937690765312796,-0.14623280765312793,15.0,0.32608695652173914,0.01349949188413881,-0.005552940026831618,0.09954236985798413,-0.03493431702676565,0.8253263846103062,-0.1651738348209941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alcohol_65,alcohol,alcohol\alcohol_65.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,15.0,0.2830188679245283,0.014858862444082473,-0.007003953454421034,0.13663141313716234,-0.044076082547594105,0.7776027502816711,-0.14397790510369338,5.0,0.02262443438914027,0.004958265965769561,-0.0018770181846290205,0.046056902133347295,-0.0126436490461208,0.3629,-0.10982079865208812,3.0,0.014018691588785047,0.0029890279550509585,-0.0019620052037301943,0.028927555059219304,-0.016928749126051662,0.21397113100000004,-0.10445579146316591,6.0,0.02564102564102564,0.004932616227994997,-0.003738917562197643,0.04379113916955299,-0.024299458605595094,0.25315740742919807,-0.15311249051784234,20.0,0.425531914893617,0.018618345101033516,-0.00806523991870962,0.1602151443731244,-0.052569014276919554,0.799624352562796,-0.21041203240565037,1.0,0.038461538461538464,0.001,-0.001,0.01,-0.01,0.1,-0.1
alcohol_66,alcohol,alcohol\alcohol_66.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,11.0,0.2037037037037037,0.01084134727694867,-0.003805343748610218,0.09528063820774846,-0.02570420753961533,0.6099865318100002,-0.13917251611000003,4.0,0.01818181818181818,0.0029900220127597917,-6.540429179544287e-05,0.02902210667781381,-0.004186167841921169,0.22154781579922903,-0.09165345331661959,4.0,0.018779342723004695,0.002926369521054387,-0.001,0.02373321385973226,-0.01,0.14772403655366187,-0.1,7.0,0.030042918454935622,0.00483410905537216,-0.002009770686735967,0.036576982324266316,-0.020793062628975845,0.18460409745452974,-0.2094669660639074,14.0,0.2916666666666667,0.013596010596629935,-0.005546691140765102,0.11208851928904727,-0.035081033036743745,0.5097498561380001,-0.17598231099903702,1.0,0.037037037037037035,0.001,-2.1984219672433955e-05,0.01,-0.0012357993197803958,0.1,-0.04105090793170526
alcohol_67,alcohol,alcohol\alcohol_67.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,20.0,0.3333333333333333,0.01977167114032618,-0.013071460455646583,0.1785945676372146,-0.08023860699663936,0.8842388226540419,-0.3322908023800134,5.0,0.022026431718061675,0.003973064877573039,-0.0028725195073550933,0.0373718134131532,-0.020522327890405787,0.22455873261021728,-0.11400600885931497,3.0,0.014354066985645933,0.0020019057949340864,-0.001002788724825713,0.020112596602965487,-0.010196059601,0.17570052825394028,-0.116561,6.0,0.024193548387096774,0.003957055616836912,-0.005515273388902238,0.035812527617120046,-0.03405697513792358,0.22695630786335802,-0.18611510541150228,22.0,0.4230769230769231,0.020782528325753488,-0.012783747045558985,0.18956185174387044,-0.0764601129982845,0.8996790980425532,-0.30865079927576367,1.0,0.037037037037037035,9.481895017468588e-05,-0.00010606413873605824,0.004542408966505457,-0.004482102411967077,0.06795868751094869,-0.08305806499893557
alcohol_68,alcohol,alcohol\alcohol_68.csv,Period_II,Day 17,17,Period II Day 17,batch3,new,21.0,0.38181818181818183,0.017857057594581716,-0.01378679949608869,0.1538482873574534,-0.08285105509644478,0.809217698765498,-0.3292923038232701,4.0,0.018018018018018018,0.003961333626979459,-0.004645664110213536,0.03641346949899446,-0.02819665327041878,0.19999843214488855,-0.124377738807931,3.0,0.014285714285714285,0.002773233810333597,-0.003745258400968378,0.01852916090887549,-0.023990356093546685,0.12206551505812106,-0.1509798039984983,8.0,0.03319502074688797,0.006503893670950304,-0.007340142647040835,0.04308730434299725,-0.04215363440014089,0.29423392725233577,-0.18151522556659866,22.0,0.4489795918367347,0.020100412634230937,-0.011625966212381413,0.16299199844263293,-0.07170435571444311,0.8534382629473615,-0.322527891848575,1.0,0.037037037037037035,0.001,-5.8795083393090985e-06,0.01,-0.0004920119171274683,0.1,-0.025362194400999988
acetone_69,acetone,acetone\acetone_69.csv,Period_III,Day 18,18,Period III Day 18,batch4,new,12.0,0.23529411764705882,0.01171313783620146,-0.004537124999422321,0.10109152053216304,-0.02842963219553052,0.7194160000000002,-0.14448692611000002,14.0,0.06334841628959276,0.013616245323565132,-0.005502825804550225,0.10755946159744667,-0.035120795153304414,0.6457060000000001,-0.14461230758514904,1.0,0.004651162790697674,0.001,-0.00196368247223328,0.01,-0.016912360514823744,0.1,-0.10282284415110879,11.0,0.048672566371681415,0.010753307850751494,-0.006391201863760221,0.08920307120020933,-0.042243771323461195,0.5234070429998245,-0.22624544560369353,16.0,0.37209302325581395,0.01594609886220766,-0.004592687328870089,0.15469764046358414,-0.02747933822135626,1.1633122155990003,-0.14304672100000004,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
acetone_70,acetone,acetone\acetone_70.csv,Period_III,Day 18,18,Period III Day 18,batch4,new,23.0,0.45098039215686275,0.02280805387096658,-0.0072313553514794715,0.21171776328258257,-0.04763033549152578,1.1374759499054243,-0.19788792623086332,24.0,0.10909090909090909,0.02367153735671438,-0.008529399135501423,0.21170857826285944,-0.055143907653192215,1.132200245270234,-0.20560457738570775,2.0,0.009302325581395349,0.0019900458712456643,-0.0010047751762728748,0.01904473426733553,-0.0103154133924648,0.13525526449900002,-0.10045552748312962,18.0,0.07929515418502203,0.016537020485697284,-0.007921129943372986,0.14502068838677495,-0.047563216757766966,0.7904643953626294,-0.22404648748460543,29.0,0.6744186046511628,0.027782155736921416,-0.0056038248319608954,0.25921833636216357,-0.03761575820516963,1.4354168672729333,-0.2033756940352822,0.0,0.0,0.0,-0.001,0.0,-0.01,0.0,-0.1
