experiment,split,variant,mode,seed,alignment_strength,best_epoch,lr_C,probe_dimensions,label_usage,alignment_label_usage,selection_usage,final_training,neural_test_accuracy,lr_train_accuracy,lr_train_balanced_accuracy,lr_train_macro_f1,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-SEMI,semi,3,1.0,210,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9387755102040816,1.0,1.0,1.0,0.9346938775510204,0.9317723266433046,0.9343939368411596
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-SEMI,semi,4,1.0,40,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.926530612244898,1.0,1.0,1.0,0.9346938775510204,0.9331528087501328,0.9347861545879912
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-UDA,uda,0,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8653061224489796,1.0,1.0,1.0,0.8448979591836735,0.8430498035467772,0.8482867204912475
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-UDA,uda,1,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7959183673469388,1.0,1.0,1.0,0.8040816326530612,0.8035998725708824,0.8080267165781377
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-UDA,uda,2,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7673469387755102,1.0,1.0,1.0,0.8244897959183674,0.8243601996389508,0.8273154730724138
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-UDA,uda,3,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8734693877551021,1.0,1.0,1.0,0.8612244897959184,0.8578634384623554,0.8625252254699519
residual-mkmmd,S4_train_I_val_D1_2,RESIDUAL-MKMMD-UDA,uda,4,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8693877551020408,1.0,1.0,1.0,0.8734693877551021,0.8694913454390996,0.8753841122064013
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-SEMI,semi,0,1.0,50,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9264069264069263,1.0,1.0,1.0,0.9437229437229436,0.9422079083914832,0.9445874579735244
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-SEMI,semi,1,1.0,60,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9307359307359307,1.0,1.0,1.0,0.9393939393939394,0.9366612989801396,0.9386511285245462
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-SEMI,semi,2,1.0,60,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9307359307359307,1.0,1.0,1.0,0.9307359307359307,0.9284308463052424,0.932090132090132
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-SEMI,semi,3,1.0,100,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9264069264069263,1.0,1.0,1.0,0.935064935064935,0.9332617641796386,0.9348466003316748
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-SEMI,semi,4,1.0,90,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.922077922077922,1.0,1.0,1.0,0.9307359307359307,0.9277151547682948,0.9307821878440268
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-UDA,uda,0,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8614718614718615,1.0,1.0,1.0,0.8398268398268398,0.8384326355340849,0.8435876905730085
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-UDA,uda,1,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7878787878787878,1.0,1.0,1.0,0.7965367965367965,0.7965646806226516,0.8008021940606209
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-UDA,uda,2,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7575757575757576,1.0,1.0,1.0,0.8181818181818182,0.8185721953837896,0.8212609484285786
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-UDA,uda,3,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8787878787878788,1.0,1.0,1.0,0.8614718614718615,0.8590087672213276,0.863567413358424
residual-mkmmd,S5_train_I_D1_val_D2_3,RESIDUAL-MKMMD-UDA,uda,4,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8658008658008658,1.0,1.0,1.0,0.8701298701298701,0.8665235283592772,0.8724049676535864
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-UDA,uda,0,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8536585365853658,1.0,1.0,1.0,0.8390243902439024,0.8373202176019078,0.841792772678409
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-UDA,uda,1,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7951219512195122,1.0,1.0,1.0,0.8,0.7997615321558983,0.8038892192428287
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-UDA,uda,2,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7365853658536585,1.0,1.0,1.0,0.8097560975609757,0.8097473731276548,0.8129200260801807
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-UDA,uda,3,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8780487804878049,1.0,1.0,1.0,0.8536585365853658,0.8514047246441612,0.8555158510970079
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-UDA,uda,4,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8731707317073171,1.0,1.0,1.0,0.8780487804878049,0.8748789030479172,0.8794459088465981
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-SEMI,semi,0,0.1,330,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9512195121951219,1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.9467983205688123
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-SEMI,semi,1,0.1,350,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9609756097560975,1.0,1.0,1.0,0.9609756097560975,0.95946046650272,0.9603896302434715
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-SEMI,semi,2,0.1,260,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9512195121951219,1.0,1.0,1.0,0.9414634146341463,0.9394887845592071,0.941504809397515
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-SEMI,semi,3,0.1,230,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9414634146341463,1.0,1.0,1.0,0.9512195121951219,0.9494746255309635,0.9511868680258596
residual-mkmmd,S6_train_I_D1_2_val_D3_5,RESIDUAL-MKMMD-SEMI,semi,4,0.1,320,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9560975609756097,1.0,1.0,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-UDA,uda,0,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8536585365853658,1.0,1.0,1.0,0.8390243902439024,0.8373202176019078,0.841792772678409
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-UDA,uda,1,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7951219512195122,1.0,1.0,1.0,0.8,0.7997615321558983,0.8038892192428287
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-UDA,uda,2,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.7365853658536585,1.0,1.0,1.0,0.8097560975609757,0.8097473731276548,0.8129200260801807
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-UDA,uda,3,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8780487804878049,1.0,1.0,1.0,0.8536585365853658,0.8514047246441612,0.8555158510970079
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-UDA,uda,4,0.1,400,1.0,54,source labels only,target features only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8731707317073171,1.0,1.0,1.0,0.8780487804878049,0.8748789030479172,0.8794459088465981
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-SEMI,semi,0,0.1,300,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9512195121951219,1.0,1.0,1.0,0.9463414634146341,0.9447797898502124,0.946503623547443
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-SEMI,semi,1,0.1,170,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9365853658536586,1.0,1.0,1.0,0.9560975609756097,0.9547656308219689,0.9558175476757684
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-SEMI,semi,2,0.1,80,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9560975609756097,1.0,1.0,1.0,0.9560975609756097,0.955361800432223,0.9560455623630103
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-SEMI,semi,3,0.1,240,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.9512195121951219,1.0,1.0,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792
residual-mkmmd,S7_train_I_D1_3_val_D4_5,RESIDUAL-MKMMD-SEMI,semi,4,0.1,70,1.0,54,source + labeled target,target features only,target validation labels,Source+Target refit,0.926829268292683,1.0,1.0,1.0,0.9365853658536586,0.9341977792682018,0.9353968253968254
local-mkmmd,S2_train_I_internal_val_test_all,LOCAL-MKMMD-UDA,uda,0,0.1,10,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.663003663003663,0.9666666666666667,0.9722222222222222,0.9721739130434783,0.8754578754578755,0.8768004115226337,0.8787040666549025
local-mkmmd,S2_train_I_internal_val_test_all,LOCAL-MKMMD-UDA,uda,1,0.1,390,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.8571428571428571,1.0,1.0,1.0,0.8644688644688645,0.862525720164609,0.8649099776267407
local-mkmmd,S2_train_I_internal_val_test_all,LOCAL-MKMMD-UDA,uda,2,0.1,40,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.8131868131868132,1.0,1.0,1.0,0.8095238095238095,0.8097993827160493,0.8086452333739178
local-mkmmd,S2_train_I_internal_val_test_all,LOCAL-MKMMD-UDA,uda,3,0.1,10,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.608058608058608,0.9666666666666667,0.9722222222222222,0.9721739130434783,0.7985347985347986,0.800025720164609,0.8065671641791043
local-mkmmd,S2_train_I_internal_val_test_all,LOCAL-MKMMD-UDA,uda,4,0.1,100,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.8168498168498168,1.0,1.0,1.0,0.8644688644688645,0.8618827160493828,0.8653187024045091
local-mkmmd,S3_train_I_internal_20_10_test_all,LOCAL-MKMMD-UDA,uda,0,1.0,150,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.8901098901098901,1.0,1.0,1.0,0.9010989010989011,0.8972479423868314,0.9018248108650077
local-mkmmd,S3_train_I_internal_20_10_test_all,LOCAL-MKMMD-UDA,uda,1,1.0,40,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.7509157509157509,0.9333333333333333,0.9444444444444443,0.9444444444444443,0.8131868131868132,0.8139146090534979,0.8125901448776182
local-mkmmd,S3_train_I_internal_20_10_test_all,LOCAL-MKMMD-UDA,uda,2,1.0,20,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.575091575091575,0.9,0.9166666666666666,0.8944099378881987,0.6776556776556777,0.682227366255144,0.6780904359141183
local-mkmmd,S3_train_I_internal_20_10_test_all,LOCAL-MKMMD-UDA,uda,3,1.0,30,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.6410256410256411,1.0,1.0,1.0,0.7912087912087912,0.7905092592592592,0.7915892548255398
local-mkmmd,S3_train_I_internal_20_10_test_all,LOCAL-MKMMD-UDA,uda,4,1.0,110,1.0,16,source train + source validation labels,detached target class probabilities,source validation labels,source train+source validation refit,0.8717948717948718,1.0,1.0,1.0,0.8717948717948718,0.8681841563786007,0.8725898408275933
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-UDA,uda,0,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8122448979591836,1.0,1.0,1.0,0.8326530612244898,0.832802378676861,0.8318138001014713
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-UDA,uda,1,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8367346938775511,1.0,1.0,1.0,0.8530612244897959,0.8514919825846873,0.8530396219515198
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-UDA,uda,2,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8857142857142857,1.0,1.0,1.0,0.8857142857142857,0.8831899755760858,0.8841414172606464
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-UDA,uda,3,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8204081632653061,1.0,1.0,1.0,0.8612244897959184,0.8592439205691834,0.8612166954908891
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-UDA,uda,4,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8285714285714286,1.0,1.0,1.0,0.8693877551020408,0.8669958585536794,0.8692458744005136
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-SEMI,semi,0,1.0,120,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.8979591836734694,1.0,1.0,1.0,0.8938775510204081,0.8943931188276522,0.8973571231635749
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-SEMI,semi,1,1.0,70,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9183673469387755,1.0,1.0,1.0,0.9306122448979591,0.9306573218647127,0.9331852807030113
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-SEMI,semi,2,1.0,210,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.889795918367347,1.0,1.0,1.0,0.9061224489795918,0.9060210258043964,0.9089636594791234
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-SEMI,semi,3,1.0,260,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9183673469387755,1.0,1.0,1.0,0.926530612244898,0.9247106297122226,0.9285212494467516
local-mkmmd,S4_train_I_val_D1_2,LOCAL-MKMMD-SEMI,semi,4,1.0,250,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.8979591836734694,1.0,1.0,1.0,0.889795918367347,0.8912073908888182,0.893482215581268
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-UDA,uda,0,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8138528138528138,1.0,1.0,1.0,0.8354978354978355,0.8357487922705314,0.834986970428011
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-UDA,uda,1,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8398268398268398,1.0,1.0,1.0,0.8528138528138528,0.851494006083378,0.8532506919603694
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-UDA,uda,2,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8831168831168831,1.0,1.0,1.0,0.8874458874458875,0.8851315083199142,0.8857783719548425
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-UDA,uda,3,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8225108225108225,1.0,1.0,1.0,0.8614718614718615,0.8597244587582752,0.861400602859104
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-UDA,uda,4,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8311688311688312,1.0,1.0,1.0,0.8658008658008658,0.8638396850957237,0.8657477213506857
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-SEMI,semi,0,1.0,390,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9004329004329005,1.0,1.0,1.0,0.9090909090909091,0.9085704061549472,0.9124053975136442
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-SEMI,semi,1,1.0,320,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9004329004329005,1.0,1.0,1.0,0.9177489177489178,0.9168008588298443,0.9204907552261609
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-SEMI,semi,2,1.0,280,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9004329004329005,1.0,1.0,1.0,0.9004329004329005,0.9003399534800501,0.9042754652083657
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-SEMI,semi,3,1.0,400,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9047619047619048,1.0,1.0,1.0,0.9047619047619048,0.9037394882805511,0.9074755807272429
local-mkmmd,S5_train_I_D1_val_D2_3,LOCAL-MKMMD-SEMI,semi,4,1.0,120,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9177489177489178,1.0,1.0,1.0,0.9090909090909091,0.9078547146179995,0.912115574594079
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-UDA,uda,0,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8146341463414634,1.0,1.0,1.0,0.824390243902439,0.8244280497801624,0.8239585868912581
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-UDA,uda,1,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8439024390243902,1.0,1.0,1.0,0.848780487804878,0.8473060585736643,0.8495354239256678
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-UDA,uda,2,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8780487804878049,1.0,1.0,1.0,0.8829268292682927,0.8807660779491765,0.8816473150068744
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-UDA,uda,3,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8195121951219512,1.0,1.0,1.0,0.8536585365853658,0.8520008942544154,0.8542201960934704
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-UDA,uda,4,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8292682926829268,1.0,1.0,1.0,0.8585365853658536,0.8566957299351666,0.8583726879181425
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-SEMI,semi,0,0.1,110,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9463414634146341,1.0,1.0,1.0,0.9365853658536586,0.9359862880989641,0.9371394064544463
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-SEMI,semi,1,0.1,110,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9414634146341463,1.0,1.0,1.0,0.9463414634146341,0.9447797898502124,0.9466209787604681
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-SEMI,semi,2,0.1,130,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9512195121951219,1.0,1.0,1.0,0.9560975609756097,0.955361800432223,0.9570380384608373
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-SEMI,semi,3,0.1,250,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9317073170731708,1.0,1.0,1.0,0.9609756097560975,0.95946046650272,0.9612538729347101
local-mkmmd,S6_train_I_D1_2_val_D3_5,LOCAL-MKMMD-SEMI,semi,4,0.1,100,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9365853658536586,1.0,1.0,1.0,0.9365853658536586,0.9365824577092182,0.9373661848133116
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-UDA,uda,0,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8146341463414634,1.0,1.0,1.0,0.824390243902439,0.8244280497801624,0.8239585868912581
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-UDA,uda,1,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8439024390243902,1.0,1.0,1.0,0.848780487804878,0.8473060585736643,0.8495354239256678
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-UDA,uda,2,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8780487804878049,1.0,1.0,1.0,0.8829268292682927,0.8807660779491765,0.8816473150068744
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-UDA,uda,3,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8195121951219512,1.0,1.0,1.0,0.8536585365853658,0.8520008942544154,0.8542201960934704
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-UDA,uda,4,0.1,400,1.0,16,source labels only,detached target class probabilities,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.8292682926829268,1.0,1.0,1.0,0.8585365853658536,0.8566957299351666,0.8583726879181425
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-SEMI,semi,0,1.0,40,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.926829268292683,1.0,1.0,1.0,0.926829268292683,0.9254042775169536,0.926687257464164
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-SEMI,semi,1,1.0,30,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9219512195121952,1.0,1.0,1.0,0.9414634146341463,0.9400849541694613,0.9415063695883875
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-SEMI,semi,2,1.0,50,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9317073170731708,1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.9468915815316384
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-SEMI,semi,3,1.0,70,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9317073170731708,1.0,1.0,1.0,0.9414634146341463,0.9406811237797154,0.9417206724156912
local-mkmmd,S7_train_I_D1_3_val_D4_5,LOCAL-MKMMD-SEMI,semi,4,1.0,40,1.0,16,source + labeled target,true labels from target partitions assigned to training,target validation labels,Source+Target refit,0.9170731707317074,1.0,1.0,1.0,0.9414634146341463,0.9400849541694613,0.9415063695883875
