split,description,stage,seed,architecture,hidden_dims,dropout,weight_decay,learning_rate,best_epoch,epochs_executed,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.0001,0.001,19,59,0.775,0.7999999999999999,0.7786030061892131
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.0001,0.001,9,49,0.675,0.7111111111111111,0.6662387676508345
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.0001,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.001,0.001,87,127,0.8,0.8222222222222223,0.7952991452991452
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.001,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.001,0.001,19,59,0.775,0.7999999999999999,0.7786030061892131
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.001,0.001,9,49,0.675,0.7111111111111111,0.6662387676508345
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.001,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,1e-05,0.001,49,89,0.675,0.7111111111111111,0.6720343531937735
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,1e-05,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,1e-05,0.001,18,58,0.8,0.8222222222222223,0.802197802197802
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,1e-05,0.001,9,49,0.65,0.688888888888889,0.6393901420217211
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,1e-05,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.0001,0.001,49,89,0.675,0.7111111111111111,0.6720343531937735
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.0001,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.0001,0.001,18,58,0.8,0.8222222222222223,0.802197802197802
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.0001,0.001,9,49,0.65,0.688888888888889,0.6393901420217211
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.0001,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.001,0.001,49,89,0.675,0.7111111111111111,0.6720343531937735
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.001,0.001,5,45,0.625,0.6666666666666666,0.5355884425651868
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.001,0.001,18,58,0.8,0.8222222222222223,0.802197802197802
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.001,0.001,9,49,0.65,0.688888888888889,0.6393901420217211
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.001,0.001,20,60,0.8,0.8222222222222223,0.7893695831984752
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,1e-05,0.001,3,43,0.6153846153846154,0.6666666666666666,0.6130718954248365
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,1e-05,0.001,58,98,0.6538461538461539,0.7000000000000001,0.6541537667698658
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,1e-05,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,1e-05,0.001,9,49,0.6923076923076923,0.7333333333333333,0.706959706959707
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,1e-05,0.001,20,60,0.7692307692307693,0.7999999999999999,0.757516339869281
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.0001,0.001,3,43,0.6153846153846154,0.6666666666666666,0.6130718954248365
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.0001,0.001,58,98,0.6538461538461539,0.7000000000000001,0.6541537667698658
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.0001,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.0001,0.001,9,49,0.6923076923076923,0.7333333333333333,0.706959706959707
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.0001,0.001,20,60,0.7692307692307693,0.7999999999999999,0.757516339869281
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.0,0.001,0.001,3,43,0.6153846153846154,0.6666666666666666,0.6130718954248365
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.0,0.001,0.001,58,98,0.6538461538461539,0.7000000000000001,0.6541537667698658
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.0,0.001,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.0,0.001,0.001,9,49,0.6923076923076923,0.7333333333333333,0.706959706959707
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.0,0.001,0.001,20,60,0.7692307692307693,0.7999999999999999,0.757516339869281
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,1e-05,0.001,2,42,0.6153846153846154,0.6666666666666666,0.6182539682539682
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,1e-05,0.001,39,79,0.5769230769230769,0.6333333333333333,0.5686274509803921
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,1e-05,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,1e-05,0.001,8,48,0.6538461538461539,0.6777777777777777,0.668109668109668
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,1e-05,0.001,22,62,0.7692307692307693,0.7999999999999999,0.757516339869281
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.0001,0.001,2,42,0.6153846153846154,0.6666666666666666,0.6182539682539682
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.0001,0.001,39,79,0.5769230769230769,0.6333333333333333,0.5686274509803921
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.0001,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.0001,0.001,8,48,0.6538461538461539,0.6777777777777777,0.668109668109668
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.0001,0.001,22,62,0.7692307692307693,0.7999999999999999,0.757516339869281
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,0,54->64->32->3,"64,32",0.05,0.001,0.001,2,42,0.6153846153846154,0.6666666666666666,0.6182539682539682
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,1,54->64->32->3,"64,32",0.05,0.001,0.001,39,79,0.5769230769230769,0.6333333333333333,0.5686274509803921
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,2,54->64->32->3,"64,32",0.05,0.001,0.001,17,57,0.7692307692307693,0.7999999999999999,0.7712418300653594
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,3,54->64->32->3,"64,32",0.05,0.001,0.001,8,48,0.6538461538461539,0.6777777777777777,0.668109668109668
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,regularization,4,54->64->32->3,"64,32",0.05,0.001,0.001,22,62,0.7692307692307693,0.7999999999999999,0.757516339869281
