split,description,stage,seed,architecture,hidden_dims,dropout,weight_decay,learning_rate,best_epoch,epochs_executed,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.0,1e-05,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.0,1e-05,0.001,25,65,0.75,0.7666666666666666,0.7349436392914654
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,0,54->16->3,16,0.0,0.0001,0.001,50,90,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,1,54->16->3,16,0.0,0.0001,0.001,35,75,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,2,54->16->3,16,0.0,0.0001,0.001,46,86,0.6785714285714286,0.7000000000000001,0.656770130454341
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.0,0.0001,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.0,0.0001,0.001,25,65,0.75,0.7666666666666666,0.7349436392914654
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,0,54->16->3,16,0.0,0.001,0.001,50,90,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,1,54->16->3,16,0.0,0.001,0.001,35,75,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,2,54->16->3,16,0.0,0.001,0.001,46,86,0.6785714285714286,0.7000000000000001,0.656770130454341
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.0,0.001,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.0,0.001,0.001,25,65,0.75,0.7666666666666666,0.7349436392914654
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,0,54->16->3,16,0.05,1e-05,0.001,52,92,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,1,54->16->3,16,0.05,1e-05,0.001,35,75,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,2,54->16->3,16,0.05,1e-05,0.001,55,95,0.6785714285714286,0.7000000000000001,0.6613756613756614
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.05,1e-05,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.05,1e-05,0.001,27,67,0.75,0.7666666666666666,0.7349436392914654
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,0,54->16->3,16,0.05,0.0001,0.001,52,92,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,1,54->16->3,16,0.05,0.0001,0.001,35,75,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,2,54->16->3,16,0.05,0.0001,0.001,55,95,0.6785714285714286,0.7000000000000001,0.6613756613756614
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.05,0.0001,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.05,0.0001,0.001,27,67,0.75,0.7666666666666666,0.7349436392914654
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,0,54->16->3,16,0.05,0.001,0.001,52,92,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,1,54->16->3,16,0.05,0.001,0.001,35,75,0.7142857142857143,0.7333333333333334,0.671750181554103
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,2,54->16->3,16,0.05,0.001,0.001,55,95,0.6785714285714286,0.7000000000000001,0.6613756613756614
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,3,54->16->3,16,0.05,0.001,0.001,27,67,0.7142857142857143,0.7333333333333334,0.7100168350168351
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,regularization,4,54->16->3,16,0.05,0.001,0.001,27,67,0.75,0.7666666666666666,0.7349436392914654
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,regularization,0,54->64->32->3,"64,32",0.0,1e-05,0.001,11,51,0.7692307692307693,0.7999999999999999,0.7579365079365079
