architecture,split,variant,description,method,mode,label_usage,selection_usage,final_training,alignment_strength,centroid_strength,algorithm_provenance,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max,domain_accuracy,domain_accuracy_std,domain_accuracy_min,domain_accuracy_max,domain_balanced_accuracy,domain_balanced_accuracy_std,domain_balanced_accuracy_min,domain_balanced_accuracy_max,domain_source_recall,domain_source_recall_std,domain_source_recall_min,domain_source_recall_max,domain_target_recall,domain_target_recall_std,domain_target_recall_min,domain_target_recall_max,best_epoch,best_epoch_std,best_epoch_min,best_epoch_max
one-layer,S1_train_I_test_all,MLP Source-only,Train Period I only; no validation; test every current later-day sample.,source-only,uda,source labels only,fixed hyperparameters; target labels prohibited for UDA selection,source-only; no refit,0.0,0.0,shared PyTorch source-only baseline,"0,1,2,3,4",1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.00843286771664568,0.7875457875457875,0.8095238095238095,0.8003858024691357,0.007758478168592236,0.7889660493827161,0.809156378600823,0.8016804358133534,0.008334417957668627,0.7899568348301451,0.8105542019569169,,,,,,,,,,,,,,,,,400.0,0.0,400.0,400.0
