experiment,family,method,split,seed,epoch,classification_loss,alignment_loss,centroid_loss,total_loss,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
linear54-dann,noncompressive-54D,dann,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,250,0.0036527991760522,0.4327664375305176,0.0,0.4364192485809326,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,1,0.9835315346717834,0.6940882205963135,0.0,1.677619695663452,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,10,0.3141635060310364,0.2491397708654403,0.0,0.5633032917976379,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,20,0.1569907367229461,2.075216293334961,0.0,2.232207059860229,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,30,0.0978624150156974,1.441258668899536,0.0,1.5391210317611694,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,40,0.0568500757217407,0.9039682745933532,0.0,0.960818350315094,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,50,0.0331049114465713,0.5145178437232971,0.0,0.5476227402687073,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,60,0.0221354383975267,0.363733559846878,0.0,0.3858689963817596,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,70,0.0147511688992381,0.2863779366016388,0.0,0.3011291027069092,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,80,0.0107596265152096,0.2555137574672699,0.0,0.2662733793258667,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,90,0.0085355406627058,0.2385755181312561,0.0,0.2471110522747039,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,100,0.0071395765990018,0.2382136583328247,0.0,0.2453532367944717,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,110,0.0061347591690719,0.2426458597183227,0.0,0.2487806230783462,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,120,0.0054108873009681,0.276690125465393,0.0,0.2821010053157806,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,130,0.0048636477440595,0.2721832394599914,0.0,0.2770468890666961,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,140,0.0044191721826791,0.2149605453014373,0.0,0.219379723072052,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,150,0.0039405161514878,0.1803234219551086,0.0,0.1842639446258545,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,160,0.0035995438229292,0.1974518001079559,0.0,0.2010513395071029,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,170,0.0036939359270036,0.2550922632217407,0.0,0.2587862014770508,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,180,0.0042552012018859,0.1863525807857513,0.0,0.1906077861785888,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,190,0.0039941198192536,0.1321922540664672,0.0,0.1361863762140274,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,200,0.0038217552937567,0.1179096698760986,0.0,0.1217314228415489,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,210,0.0037277787923812,0.1367539316415786,0.0,0.1404817104339599,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,220,0.003446108661592,0.2340227514505386,0.0,0.2374688535928726,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,230,0.0036040765698999,0.3310202658176422,0.0,0.3346243500709533,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,240,0.005032739136368,0.3000051975250244,0.0,0.3050379455089569,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,250,0.0083928294479846,0.3041598796844482,0.0,0.3125527203083038,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,260,0.0086607811972498,0.5075923204421997,0.0,0.5162531137466431,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,0,270,0.0068958150222897,0.2349717170000076,0.0,0.2418675273656845,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,1,1.1244457960128784,0.6908888816833496,0.0,1.815334677696228,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,10,0.3341902196407318,0.2695222496986389,0.0,0.6037124395370483,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,20,0.1702557653188705,0.2594126462936401,0.0,0.4296684265136719,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,30,0.0877205953001976,1.7043089866638184,0.0,1.792029619216919,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,40,0.0501535572111606,0.4966819584369659,0.0,0.5468355417251587,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,50,0.0297049432992935,0.3814972639083862,0.0,0.4112021923065185,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,60,0.0181351173669099,0.2656178176403045,0.0,0.2837529480457306,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,70,0.0126092284917831,0.2299824655055999,0.0,0.2425916939973831,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,80,0.0091931596398353,0.2069468647241592,0.0,0.2161400318145752,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,90,0.0070788105949759,0.1926760524511337,0.0,0.1997548639774322,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,100,0.0062270248308777,0.2671368420124054,0.0,0.27336385846138,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,110,0.0068677756935358,0.3443297445774078,0.0,0.3511975109577179,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,120,0.0053093456663191,0.3379342555999756,0.0,0.3432435989379883,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,130,0.0038191354833543,0.3627825677394867,0.0,0.3666017055511474,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,140,0.00562350358814,0.533866822719574,0.0,0.5394903421401978,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,150,0.0203754752874374,0.4340306222438812,0.0,0.4544060826301574,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,160,0.0058458214625716,0.1815894395112991,0.0,0.1874352544546127,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,170,0.0044515971094369,0.1328606903553009,0.0,0.1373122930526733,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,180,0.0029564516153186,0.0894449651241302,0.0,0.0924014151096344,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,190,0.002326187910512,0.0587492883205413,0.0,0.0610754750669002,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,200,0.0017263375921174,0.0425233803689479,0.0,0.0442497171461582,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,210,0.0014841462252661,0.0360759384930133,0.0,0.0375600829720497,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,220,0.0013602226972579,0.0346693731844425,0.0,0.0360295958817005,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,230,0.0013122357195243,0.0390295721590518,0.0,0.0403418093919754,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,240,0.0013087533880025,0.0651385262608528,0.0,0.0664472803473472,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,250,0.0015669094864279,0.3374835848808288,0.0,0.3390505015850067,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,260,0.0074751246720552,0.4671047329902649,0.0,0.4745798707008362,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,270,0.0052800173871219,0.1568335443735122,0.0,0.1621135622262954,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,280,0.0028199567459523,0.0474150851368904,0.0,0.0502350404858589,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,290,0.0016105319373309,0.0494799613952636,0.0,0.0510904937982559,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,300,0.0012091192184016,0.1282584965229034,0.0,0.1294676214456558,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,310,0.0018329202430322,0.2939445376396179,0.0,0.2957774698734283,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,320,0.002159395487979,0.4040497541427612,0.0,0.4062091410160064,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,330,0.0023987621534615,0.7558578848838806,0.0,0.7582566738128662,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,340,0.1816036701202392,4.879344940185547,0.0,5.060948371887207,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,350,0.0989306047558784,1.105071187019348,0.0,1.204001784324646,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,360,0.0087846042588353,0.1600914597511291,0.0,0.1688760668039322,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,370,0.0005924593424424,0.1258854568004608,0.0,0.126477912068367,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,1,380,0.0011264777276664,0.0601101033389568,0.0,0.0612365826964378,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,2,1,1.192610263824463,0.7043526768684387,0.0,1.8969628810882568,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,2,10,0.374676376581192,0.3020235300064087,0.0,0.6766998767852783,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,1,0.8330762982368469,0.6787378787994385,0.0,1.5118141174316406,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,10,0.2710763216018677,0.2203022688627243,0.0,0.4913786053657532,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,20,0.1079894080758094,3.00928282737732,0.0,3.117272138595581,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,30,0.0638386383652687,1.7840834856033323,0.0,1.8479220867156985,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,40,0.0354850068688392,0.586785078048706,0.0,0.6222701072692871,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,50,0.0217251982539892,0.409249484539032,0.0,0.4309746921062469,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,60,0.0135285537689924,0.3764469623565674,0.0,0.3899755179882049,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,70,0.0096261668950319,0.3531582653522491,0.0,0.3627844452857971,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,80,0.0074479784816503,0.3829959332942962,0.0,0.3904439210891723,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,90,0.0061523602344095,0.4460804760456085,0.0,0.4522328376770019,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,100,0.0052806381136178,0.4821977019309997,0.0,0.4874783456325531,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,110,0.0045456485822796,0.453025609254837,0.0,0.457571268081665,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,120,0.0044514979235827,0.4151606857776642,0.0,0.419612169265747,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,3,130,0.0042504514567554,0.3710324764251709,0.0,0.3752829134464264,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,4,1,1.711997628211975,0.7082926630973816,0.0,2.420290231704712,,,
linear54-cdan,noncompressive-54D,cdan,SI1_train_I_D1_val_D2_test_D3plus,4,10,0.4452171921730041,0.3037822246551513,0.0,0.7489994168281555,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,1,0.9897693991661072,0.6864097118377686,0.0,1.6761791706085205,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,10,0.2910569310188293,0.235318973660469,0.0,0.5263758897781372,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,20,0.1432548463344574,1.832782506942749,0.0,1.9760373830795288,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,30,0.0945665538311004,1.4203215837478638,0.0,1.5148881673812866,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,40,0.0461916625499725,0.7041372656822205,0.0,0.7503288984298706,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,50,0.0251730531454086,0.4341157078742981,0.0,0.4592887759208679,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,60,0.0143427103757858,0.3405705392360687,0.0,0.3549132347106933,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,70,0.0102680260315537,0.311992734670639,0.0,0.3222607672214508,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,80,0.0082505056634545,0.2952273786067962,0.0,0.3034778833389282,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,90,0.0069695222191512,0.2749465703964233,0.0,0.281916081905365,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,100,0.0061578070744872,0.271459013223648,0.0,0.2776168286800384,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,110,0.0066066831350326,0.3481329083442688,0.0,0.3547396063804626,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,120,0.0082432581111788,0.4810012578964233,0.0,0.4892445206642151,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,130,0.0061225178651511,0.2947463691234588,0.0,0.3008688986301422,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,140,0.0048312619328498,0.2385185807943344,0.0,0.2433498501777649,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,150,0.0044572819024324,0.4036611914634704,0.0,0.4081184864044189,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,160,0.003969526849687,0.4517871141433716,0.0,0.4557566344738006,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,170,0.0039104181341826,0.2276150584220886,0.0,0.2315254807472229,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,180,0.0033900665584951,0.169247567653656,0.0,0.1726376414299011,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,190,0.0028946765232831,0.1453557908535003,0.0,0.1482504606246948,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,200,0.0025451921392232,0.1303456425666809,0.0,0.132890835404396,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,210,0.0022205763962119,0.1350515633821487,0.0,0.1372721344232559,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,220,0.0020960567053407,0.1406233310699463,0.0,0.1427193880081176,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,230,0.0020698050502687,0.1252277344465255,0.0,0.1272975355386734,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,240,0.0020350429695099,0.1267863363027572,0.0,0.1288213729858398,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,250,0.0019758108537644,0.1598296463489532,0.0,0.1618054509162902,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,260,0.0026143006980419,0.2878538966178894,0.0,0.2904681861400604,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,0,270,0.0032722158357501,0.2368138432502746,0.0,0.2400860637426376,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,1,1.1107677221298218,0.6882985830307007,0.0,1.7990663051605225,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,10,0.3115615546703338,0.2450187802314758,0.0,0.5565803050994873,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,20,0.1535786390304565,0.1680886894464492,0.0,0.3216673135757446,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,30,0.0853002741932869,3.653908729553223,0.0,3.739208936691284,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,40,0.0589349269866943,1.5787997245788574,0.0,1.6377346515655518,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,50,0.0306735839694738,0.606299877166748,0.0,0.6369734406471252,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,60,0.0188172366470098,0.3851284980773926,0.0,0.4039457440376282,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,70,0.0129086729139089,0.3524449169635772,0.0,0.3653535842895508,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,80,0.0101953884586691,0.3241737782955169,0.0,0.3343691527843475,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,90,0.0080754868686199,0.2927189469337463,0.0,0.3007944226264953,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,100,0.0070057762786746,0.265957236289978,0.0,0.2729630172252655,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,110,0.0061760125681757,0.258243978023529,0.0,0.2644200026988983,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,120,0.0052156676538288,0.4376394748687744,0.0,0.4428551495075226,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,130,0.0050512505695223,0.2258801758289337,0.0,0.2309314310550689,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,140,0.0043461224995553,0.2535032033920288,0.0,0.2578493356704712,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,150,0.0044942959211766,0.2533712387084961,0.0,0.2578655481338501,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,160,0.0044925888068974,0.2476374804973602,0.0,0.2521300613880157,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,170,0.0045790812000632,0.2358697056770324,0.0,0.2404487878084182,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,180,0.0043552094139158,0.2387247085571289,0.0,0.2430799156427383,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,190,0.0036636453587561,0.2045534551143646,0.0,0.2082170993089676,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,200,0.0031109363771975,0.185535192489624,0.0,0.1886461228132248,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,210,0.0027508751954883,0.1687728762626648,0.0,0.1715237498283386,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,220,0.0024498705752193,0.1615711599588394,0.0,0.1640210300683975,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,230,0.0022535105235874,0.1599853634834289,0.0,0.1622388809919357,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,240,0.0021350949537009,0.1629241853952407,0.0,0.16505928337574,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,250,0.0020695815328508,0.1758243441581726,0.0,0.1778939217329025,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,260,0.0022675017826259,0.2159651219844818,0.0,0.2182326167821884,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,270,0.0059546423144638,0.3845607340335846,0.0,0.390515387058258,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,280,0.0059532984159886,0.5703429579734802,0.0,0.5762962698936462,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,290,0.00409617414698,0.2648487687110901,0.0,0.2689449489116668,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,300,0.0033621643669903,0.2482367157936096,0.0,0.2515988945960998,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,310,0.0043933889828622,0.2556865215301513,0.0,0.2600799202919006,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,320,0.0047792913392186,0.2002725601196289,0.0,0.2050518542528152,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,330,0.0060532251372933,0.2444309443235397,0.0,0.2504841685295105,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,340,0.0057242773473262,0.1788718104362487,0.0,0.1845960915088653,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,350,0.0031197413336485,0.0941325053572654,0.0,0.0972522497177124,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,360,0.0020209811627864,0.0899520963430404,0.0,0.0919730812311172,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,370,0.0019718939438462,0.1371125280857086,0.0,0.1390844285488128,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,380,0.0031177885830402,0.2677734196186065,0.0,0.2708912193775177,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,1,390,0.0046672904863953,0.1647321581840515,0.0,0.1693994551897049,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,2,1,1.1843873262405396,0.6886427998542786,0.0,1.873030185699463,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,2,10,0.3500994145870209,0.2862812876701355,0.0,0.636380672454834,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,3,1,0.8397291302680969,0.7006867527961731,0.0,1.54041588306427,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,3,10,0.257115364074707,0.2200260162353515,0.0,0.4771413803100586,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,4,1,1.6920812129974363,0.6905074715614319,0.0,2.382588624954224,,,
linear54-cdan,noncompressive-54D,cdan,SI2_train_I_D1_val_D2_3_test_D4plus,4,10,0.402381956577301,0.2901671230792999,0.0,0.6925491094589233,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,1,0.9944778084754944,0.6768695116043091,0.0,1.6713473796844482,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,10,0.2953901886940002,0.2416779398918151,0.0,0.5370681285858154,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,20,0.1521655470132827,0.8883106708526611,0.0,1.0404762029647827,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,30,0.0999017655849456,1.7796660661697388,0.0,1.8795678615570068,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,40,0.0583057701587677,0.8492177724838257,0.0,0.907523512840271,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,50,0.0351632237434387,0.4571101069450378,0.0,0.4922733306884765,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,60,0.0219778884202241,0.3997942209243774,0.0,0.4217721223831177,,,
linear54-cdan,noncompressive-54D,cdan,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,70,0.014851065352559,0.3522363901138305,0.0,0.3670874536037445,,,
