split,task,variant,space,label,domain,partition,period,day,day_num,target_file,x,y,architecture
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_54.csv,-4.478084701009298,0.0065086091979267655,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_55.csv,-4.573788429086327,-0.217660629551571,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 13,13,alcohol\alcohol_56.csv,-4.1174086050684755,-1.8822357153600058,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 13,13,alcohol\alcohol_57.csv,-4.617699147155896,-0.5870762550075805,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_58.csv,-1.574951152085836,-2.3153497496174134,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_59.csv,-3.0547573918995146,-0.8292752769432692,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_60.csv,6.771981194710794,-1.306509908000746,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_61.csv,-4.613789999487288,0.3908829667722463,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_62.csv,-4.706916924538376,-0.3032484681556857,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_63.csv,-3.435766942738164,-2.2753583544212734,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_64.csv,-4.334687682833045,0.4992857385659225,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_65.csv,-4.359879093483006,-1.6188174101445343,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_66.csv,-4.70427953012004,0.30052363776089847,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_67.csv,-4.007382707185394,-2.1580636978500984,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_68.csv,0.5514972952717202,-2.0838550130163127,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_69.csv,-3.5288029931133367,-0.7239256719301946,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_70.csv,0.8204172716032612,-1.8656846350324323,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_71.csv,13.347097718473782,-0.1417919475665177,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_72.csv,-0.35220140002615125,-2.1814120415118166,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_73.csv,-2.4941971705629866,-1.6302531411224375,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_74.csv,6.1395736749877035,-1.2037517774169828,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_75.csv,7.94243166840094,-0.7638748508676237,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_76.csv,13.070924162672284,-0.15645770866264982,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_77.csv,23.361774872854287,1.176678814067447,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_78.csv,17.966541720138427,0.528667891895635,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_79.csv,1.2897874127984585,-1.8515090727284378,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_80.csv,10.253097716199468,-0.5838640053573598,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_81.csv,16.282439767877733,0.2328845276366861,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_82.csv,9.902239626785862,-0.8467410035113528,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_83.csv,24.743560170805228,1.3382951436325103,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_84.csv,24.826247242355436,1.63271037525549,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_49.csv,-4.112238499733697,2.391184317702854,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_50.csv,-4.30155492638892,2.685100626829416,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_51.csv,-4.122741188036677,2.8144992224305128,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_52.csv,-4.205838959794563,2.8162964068001446,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 19,19,air\air_53.csv,-4.1604778039602595,1.4273305788399853,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 19,19,air\air_54.csv,-3.746896658560027,2.0690228731784375,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_55.csv,-4.177222748697799,2.812676810246965,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_56.csv,-4.803741790379778,1.381593946877342,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_57.csv,-3.861739003136762,3.446171263095152,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_58.csv,-3.934487548068912,2.438904813794823,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 21,21,air\air_59.csv,-4.7702949528512475,0.41532700420809615,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 21,21,air\air_60.csv,-3.6813421769169863,2.848337954737724,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 21,21,air\air_61.csv,-3.911959345220903,2.3755619859109025,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 21,21,air\air_62.csv,-4.150344677309796,2.1051643288428354,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 18,18,alcohol\alcohol_69.csv,-4.647934374892904,-0.681393389385771,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 18,18,alcohol\alcohol_70.csv,4.326175121853167,-1.632523984428971,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 18,18,alcohol\alcohol_71.csv,2.053556812224017,-2.045655117934314,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 18,18,alcohol\alcohol_72.csv,1.2429497923569115,-2.175427906370762,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 18,18,alcohol\alcohol_73.csv,5.585458626293555,-1.5095592085294682,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 19,19,alcohol\alcohol_74.csv,-1.272654403945234,-2.302765846191027,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 19,19,alcohol\alcohol_75.csv,2.206821323693196,-1.880590677973209,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 19,19,alcohol\alcohol_76.csv,4.151771352098658,-1.695016314301501,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 20,20,alcohol\alcohol_77.csv,5.468687181634135,-1.4729653032780359,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 20,20,alcohol\alcohol_78.csv,-1.8992768038741858,-1.4285873761764776,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 20,20,alcohol\alcohol_79.csv,2.91842524714507,-1.7946876216472505,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 20,20,alcohol\alcohol_80.csv,1.1599010184507874,-2.0408045559751216,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 21,21,alcohol\alcohol_81.csv,7.622925921477264,-1.1844845710355247,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 21,21,alcohol\alcohol_82.csv,2.4242616984408905,-2.032797355026329,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 21,21,alcohol\alcohol_83.csv,5.348674695428587,-1.5919216428499237,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_III,Day 21,21,alcohol\alcohol_84.csv,4.215878162395657,-1.5047263312681456,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 22,22,acetone\acetone_85.csv,-4.470485238948191,-0.0033323163810865244,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 22,22,acetone\acetone_86.csv,-3.9781567020388127,-2.1049146627370936,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 22,22,acetone\acetone_87.csv,-2.2306638531270537,-2.0900490483445595,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 22,22,acetone\acetone_88.csv,1.6285183396191278,-1.7477184673128021,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 23,23,acetone\acetone_89.csv,10.794292969728092,-0.5839784765939382,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 23,23,acetone\acetone_90.csv,5.16664191684189,-1.2758271153006422,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 23,23,acetone\acetone_91.csv,9.81762955464808,-0.5880002441543668,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 23,23,acetone\acetone_92.csv,14.400268237864578,0.10671570591315759,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 24,24,acetone\acetone_93.csv,2.8460104316814605,-1.5229964897629804,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 24,24,acetone\acetone_94.csv,-0.9629909087213419,-2.28398260249289,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 24,24,acetone\acetone_95.csv,6.067520070561496,-1.2155545116894615,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_IV,Day 24,24,acetone\acetone_96.csv,1.6411636099497655,-1.7900264742659615,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 22,22,air\air_63.csv,-4.407099047006112,3.123023872505085,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 22,22,air\air_64.csv,-4.661102366273336,2.878685987755797,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 22,22,air\air_65.csv,-4.790752535657019,1.2361243427026587,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 23,23,air\air_66.csv,-4.0269444581967635,1.6081413864787506,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 23,23,air\air_67.csv,-3.625276517985472,2.6443447544240564,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 23,23,air\air_68.csv,-3.980564772247944,2.58266957340139,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 23,23,air\air_69.csv,-3.7780842239968555,2.605024962656118,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 24,24,air\air_70.csv,-3.8828238631770633,2.6047092109390486,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 24,24,air\air_71.csv,-4.189611570012532,1.650517511355591,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,air,target,target_domain,Period_IV,Day 24,24,air\air_72.csv,-4.440003145923292,2.548286945636052,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 22,22,alcohol\alcohol_85.csv,-4.4892565458707345,-1.138849933961707,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 22,22,alcohol\alcohol_86.csv,-4.631501488103427,0.057587339491419705,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 22,22,alcohol\alcohol_87.csv,-4.272790801123354,0.5220864090098009,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 22,22,alcohol\alcohol_88.csv,-2.7576041751981597,-1.551470096284406,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 23,23,alcohol\alcohol_89.csv,-3.773920206236336,-2.221302643273317,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 23,23,alcohol\alcohol_90.csv,-0.12532805285817397,-2.20417754306288,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 23,23,alcohol\alcohol_91.csv,-0.7648502598983757,-2.3096594174778935,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 23,23,alcohol\alcohol_92.csv,3.0109610677657574,-1.8589853645303687,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 24,24,alcohol\alcohol_93.csv,0.3778115318661744,-2.1379211965398257,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 24,24,alcohol\alcohol_94.csv,1.0384495939782152,-2.122834973509495,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 24,24,alcohol\alcohol_95.csv,-3.7082624903269448,-2.5345156315178947,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP source only,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_IV,Day 24,24,alcohol\alcohol_96.csv,-4.057582850220461,-0.45828286759298514,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 1 afternoon,1,acetone\acetone_o1.csv,-3.0948991104234382,2.264924838793719,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 1 afternoon,1,acetone\acetone_o2.csv,-2.9156879324849556,4.022482830614477,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 1 afternoon,1,acetone\acetone_o3.csv,2.082627236352102,-1.8174089899737764,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 noon,2,acetone\acetone_o4.csv,15.269107486917635,4.698834833223257,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 noon,2,acetone\acetone_o5.csv,11.88998006477016,2.2021012093529806,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 noon,2,acetone\acetone_o6.csv,6.254027247834923,2.6930205749598737,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 afternoon,2,acetone\acetone_o7.csv,-3.460413335667646,1.488004873892421,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 afternoon,2,acetone\acetone_o8.csv,-0.2262005880052945,-1.9637566813304144,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 2 afternoon,2,acetone\acetone_o9.csv,6.738850994682761,0.13778140597588012,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 3 noon,3,acetone\acetone_o10.csv,2.5672296925780738,0.43850755183958257,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 3 noon,3,acetone\acetone_o11.csv,5.26137461361996,4.677483644185719,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,acetone,source,source_train,Period_I,Day 3 noon,3,acetone\acetone_o12.csv,17.773808302842124,3.410741011161532,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,air,source,source_train,Period_I,baseline,0,air\baseline_1.csv,-3.9631350246792225,-1.2786286755135599,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,air,source,source_train,Period_I,baseline,0,air\baseline_3.csv,-4.679333023644381,0.9706193649396364,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,air,source,source_train,Period_I,baseline,0,air\baseline_4.csv,-4.122701632315626,2.9688389578357097,Two-layer G_f: 54 -> 32 -> 16
S6_train_I_D1_2_val_D3_5,three_class_with_air,DANN-UDA,Before DA: standardized 54D PCA,air,source,source_train,Period_I,baseline,0,air\baseline_5.csv,-3.148165698023899,1.8802506466064606,Two-layer G_f: 54 -> 32 -> 16
