split,task,variant,space,label,domain,partition,period,day,day_num,target_file,x,y,architecture
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 9,9,alcohol\alcohol_39.csv,8.866066192184125,-0.11268476706297349,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 9,9,alcohol\alcohol_40.csv,7.503509623004417,-3.711637567134322,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 9,9,alcohol\alcohol_41.csv,5.779814770376073,4.474121012115223,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 9,9,alcohol\alcohol_42.csv,7.055143576188521,-4.042999248256266,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 9,9,alcohol\alcohol_43.csv,7.123550812063391,-1.5214513118219628,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 10,10,acetone\acetone_44.csv,-15.562076111059957,-4.661738860822152,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 10,10,acetone\acetone_45.csv,1.86693305465162,5.3374587092477705,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 10,10,acetone\acetone_46.csv,-0.22398105986369976,2.7092189784103327,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 10,10,acetone\acetone_47.csv,3.490396957009621,1.7931135685780146,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 11,11,acetone\acetone_48.csv,4.245972242258075,-3.30227180636549,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 11,11,acetone\acetone_49.csv,-7.692633363209922,-7.540373857850745,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 11,11,acetone\acetone_50.csv,5.539219391167232,-0.026597909987930397,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 11,11,acetone\acetone_51.csv,0.16932791433329986,-4.309561514729704,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 12,12,acetone\acetone_52.csv,2.314243945541104,4.753230216748287,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 12,12,acetone\acetone_53.csv,2.9231103365486284,4.310666459492487,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 12,12,acetone\acetone_54.csv,-2.388685734004003,9.95330873881117,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 12,12,acetone\acetone_55.csv,3.2607039337594474,2.948413371302592,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 13,13,acetone\acetone_56.csv,0.23492552583841578,6.295374766794273,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 13,13,acetone\acetone_57.csv,-3.0687800582467033,3.3425272174131555,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 14,14,acetone\acetone_58.csv,-1.733853064093842,4.30275028389239,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 14,14,acetone\acetone_59.csv,-4.543076363272061,2.6904030011186264,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 14,14,acetone\acetone_60.csv,-15.374700045417473,-2.1825685563176225,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 15,15,acetone\acetone_61.csv,-0.16585357589834707,1.1561276920025685,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 15,15,acetone\acetone_62.csv,2.0213333012656856,3.3192810993225033,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 15,15,acetone\acetone_63.csv,1.0384218869689978,5.914866289613321,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 17,17,acetone\acetone_64.csv,-3.1400160496693226,2.940233081971983,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 17,17,acetone\acetone_65.csv,-1.3937256128430113,1.9258977223879679,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 17,17,acetone\acetone_66.csv,-0.24751061871585847,6.319133914617255,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 17,17,acetone\acetone_67.csv,-5.345294059020407,1.5643087379728293,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_II,Day 17,17,acetone\acetone_68.csv,-8.789155198412553,-0.6459037206053179,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 10,10,air\air_18.csv,1.6039406175589521,10.986143299561359,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 10,10,air\air_19.csv,3.583268015062927,9.778535114999256,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 11,11,air\air_20.csv,4.322071106102968,7.227605485508499,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 11,11,air\air_21.csv,0.3627042527703482,9.409555834806667,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 12,12,air\air_22.csv,4.444485592635275,4.419310311206726,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 12,12,air\air_23.csv,2.2716820008151344,9.96295496868255,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 13,13,air\air_24.csv,0.03342033063185182,9.672217851279461,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 13,13,air\air_25.csv,1.8185406960357309,9.905834921867006,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 13,13,air\air_26.csv,1.1483622580898623,11.736848615792768,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 13,13,air\air_27.csv,1.7934871863536836,10.360671745407572,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 13,13,air\air_28.csv,3.5370190138798963,6.292343844917662,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_29.csv,2.1976116569747264,9.712326747844424,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_30.csv,1.9000168440384801,8.88645171048871,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_31.csv,0.09679919490337582,9.404711225901787,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_32.csv,-0.9972555028709291,11.321746733410135,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_33.csv,2.0780863682049904,10.510422953749783,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 14,14,air\air_34.csv,0.8807113322992658,11.739427047103721,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_35.csv,1.4384683370737117,10.087514422865556,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_36.csv,3.7119374603161592,7.4068471125103565,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_37.csv,0.4496675670219608,11.358974990239576,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_38.csv,1.9797860042777065,10.26872778536798,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_39.csv,0.3034524505654919,10.993465612724236,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 15,15,air\air_40.csv,1.7042964240783822,10.012118460251026,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 16,16,air\air_41.csv,3.203882185829425,0.5324520940394342,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 16,16,air\air_42.csv,1.440158331950348,10.586407436465974,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 16,16,air\air_43.csv,4.564858957630444,2.683916840685438,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 16,16,air\air_44.csv,1.5352820914598344,11.291635179911756,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 17,17,air\air_45.csv,0.7197666085132345,11.49617658146261,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 17,17,air\air_46.csv,4.442144476940585,7.025472466427937,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 17,17,air\air_47.csv,4.440787125121379,8.305872253625884,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_II,Day 17,17,air\air_48.csv,1.9125430661270857,10.277888971441623,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 10,10,alcohol\alcohol_44.csv,8.296132702701868,-12.410167486395707,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 10,10,alcohol\alcohol_45.csv,8.727347215925125,-5.380575836309876,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 10,10,alcohol\alcohol_46.csv,7.1589269655012,-0.9755646689706096,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 10,10,alcohol\alcohol_47.csv,9.44465199582828,-18.013352316540793,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 11,11,alcohol\alcohol_48.csv,7.314847890766289,-8.19209238543408,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 11,11,alcohol\alcohol_49.csv,8.366693848678166,-10.353459650977024,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 11,11,alcohol\alcohol_50.csv,8.326330678405322,-4.726245051559828,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 11,11,alcohol\alcohol_51.csv,8.706157462012735,-4.336024196720747,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_52.csv,2.7705394581515392,3.986613693697636,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_53.csv,6.128088222155204,0.47301604844272943,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_54.csv,8.027836296730166,-1.6212286763872292,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 12,12,alcohol\alcohol_55.csv,6.102642588695934,-1.5677784420821756,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 13,13,alcohol\alcohol_56.csv,9.80044990262404,-6.299929449966362,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 13,13,alcohol\alcohol_57.csv,7.954802411380308,-0.16502775717860887,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_58.csv,9.265761443448556,-10.023235620936878,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_59.csv,5.334060034760564,-2.910776529626217,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 14,14,alcohol\alcohol_60.csv,7.540020699701581,-20.560196660565854,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_61.csv,6.094263145601411,-1.4677648463212247,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_62.csv,7.374434317251313,-4.711045384002532,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 15,15,alcohol\alcohol_63.csv,7.880745946809695,-7.101094671860142,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_64.csv,7.4853461566782356,-0.8369694550725117,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_65.csv,9.374985866832766,-4.869946965830206,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_66.csv,9.066264954908261,-4.33188357091154,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_67.csv,8.697908312290368,-4.666421634259405,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,alcohol,target,target_domain,Period_II,Day 17,17,alcohol\alcohol_68.csv,10.45836946446493,-10.802401329091115,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_69.csv,-2.3745363270149813,3.495898400618291,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_70.csv,-9.279680460108729,1.61266875767426,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_71.csv,-19.16752637641932,-3.4789768064911843,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_72.csv,-5.304109418338072,1.5495416551650922,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 18,18,acetone\acetone_73.csv,-3.9486229102236945,3.4679880472684066,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_74.csv,-11.99761611775689,-1.3489744776277457,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_75.csv,-17.73698717427354,-1.9014648894633248,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 19,19,acetone\acetone_76.csv,-22.731343534733544,-5.590653263142243,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_77.csv,-27.887693103833254,-11.50200482919485,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_78.csv,-22.943701973365577,-8.681083879168261,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_79.csv,-10.964453506483528,-0.5444673850289073,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 20,20,acetone\acetone_80.csv,-20.423860392937105,-3.931965881347911,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_81.csv,-21.412813740834633,-5.241510891645095,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_82.csv,-10.240266182183811,-2.9978284009671015,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_83.csv,-28.259372015357698,-10.882420810264865,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,acetone,target,target_domain,Period_III,Day 21,21,acetone\acetone_84.csv,-39.043254276192386,-10.653285243072693,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_49.csv,1.00887493305186,10.753365501227,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_50.csv,1.0780951272510837,10.61880787974523,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_51.csv,1.0618239762395434,11.26766949671038,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 18,18,air\air_52.csv,0.8985978232353348,11.146428534247082,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 19,19,air\air_53.csv,4.063713896739173,6.050514855429036,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 19,19,air\air_54.csv,0.6601508988224827,10.54915219686022,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_55.csv,0.7073780083799647,10.658640172831907,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_56.csv,6.569067405192843,2.7960599387900698,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_57.csv,0.23730706561549011,12.597643943482959,Two-layer G_f: 54 -> 32 -> 16
S7_train_I_D1_3_val_D4_5,three_class_with_air,DANN-semi,After feature extractor: latent 16D PCA,air,target,target_domain,Period_III,Day 20,20,air\air_58.csv,1.9663471661449277,9.658630672392986,Two-layer G_f: 54 -> 32 -> 16
