Task,Split,Model,Best hyperparameters,Selection,Train n,Validation n,Test n,Train Acc,Val Acc,Test Acc,Train BA,Val BA,Test BA,Train Macro-F1,Val Macro-F1,Test Macro-F1,Train-Test Gap,Val-Test Gap,Judgment
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,Logistic Regression,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,0.9333333333333332,0.9363636363636364,1.0,0.9333333333333332,0.9363636363636364,1.0,0.9330357142857144,0.9361048875611984,0.0636363636363636,-0.003030303030303,Best; Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,0.9333333333333332,0.8545454545454545,1.0,0.9333333333333332,0.8545454545454545,1.0,0.9330357142857144,0.8527935764469722,0.1454545454545455,0.0787878787878788,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,Random Forest,subspace=1.5,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,0.8181818181818182,0.5333333333333333,0.6181818181818182,0.8181818181818181,0.5333333333333333,0.6181818181818182,0.8147368421052632,0.4444444444444445,0.5530185758513932,0.2,-0.0848484848484848,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,RBF LS-SVM,gamma=1.0;C=100.0,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,0.9333333333333332,0.8727272727272727,1.0,0.9333333333333332,0.8727272727272728,1.0,0.9330357142857144,0.8711943793911007,0.1272727272727273,0.0606060606060606,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,MLP,h=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,0.9333333333333332,0.8909090909090909,1.0,0.9333333333333332,0.8909090909090909,1.0,0.9330357142857144,0.8895951823352293,0.1090909090909091,0.0424242424242424,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,LDA,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,0.9629629629629628,0.9,0.9272727272727272,0.962962962962963,0.9,0.9272727272727272,0.9629120879120878,0.9,0.9270557029177718,0.0356902356902356,-0.0272727272727272,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,Logistic Regression,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,0.9814814814814816,0.9,0.9454545454545454,0.9814814814814814,0.9,0.9454545454545454,0.98147512864494,0.898989898989899,0.9452917771883288,0.036026936026936,-0.0454545454545454,Best; Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,0.85,0.8545454545454545,1.0,0.8500000000000001,0.8545454545454545,1.0,0.849624060150376,0.8537720172814889,0.1454545454545455,-0.0045454545454545,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,Random Forest,subspace=1.5,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,0.7407407407407407,0.6,0.6272727272727273,0.7407407407407407,0.6,0.6272727272727272,0.731534090909091,0.5604395604395604,0.5671369613206643,0.1134680134680133,-0.0272727272727273,Underfitting
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,RBF LS-SVM,gamma=0.5;C=10.0,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,0.9814814814814816,0.9,0.9454545454545454,0.9814814814814814,0.9,0.9454545454545454,0.98147512864494,0.898989898989899,0.9452917771883288,0.036026936026936,-0.0454545454545454,Best; Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,MLP,h=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,0.9,0.9272727272727272,1.0,0.9,0.9272727272727272,1.0,0.898989898989899,0.9268860086407444,0.0727272727272727,-0.0272727272727272,Acceptable
