representation,mean_alcohol_acetone_distance,min_alcohol_acetone_distance,mean_day_to_day_gas_drift,max_day_to_day_gas_drift,mean_abs_alignment_with_alcohol_acetone_axis,nearest_cross_gas_day_distance_min
raw6_post60_centroid_zscore,1.9164842293390563,0.9125369717317745,1.3450677435475866,4.5366054481135585,0.4097912015576514,0.9125369717317745
uci48_features_zscore,6.070147740286402,3.583618771225438,4.647112831616085,9.775337593084943,0.3524288891795164,3.37973786633125
