split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_cdan_last,backward_loss_scalar_last,feature_extractor_objective,condition_map,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,110,0.0002359623758820817,0.25534555315971375,0.2555815279483795,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.8214285714285714,0.7591836734693878,1.0,0.8333333333333334,0.766486142083466,1.0,0.8190235690235691,0.7563321385902032,0.24081632653061225,0.8910891089108911
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,400,0.00047338122385554016,0.2595454156398773,0.26001879572868347,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.8571428571428571,0.8367346938775511,1.0,0.85,0.835297865562281,1.0,0.8554112554112554,0.8394682434785249,0.16326530612244894,0.900990099009901
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,250,0.000978345749899745,0.286223441362381,0.28720179200172424,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.9642857142857143,0.8163265306122449,1.0,0.9666666666666667,0.8179887437612828,1.0,0.9628482972136223,0.8170030175479059,0.18367346938775508,0.9108910891089109
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,60,0.000762667681556195,0.2629031538963318,0.2636658251285553,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.7857142857142857,0.7020408163265306,1.0,0.8000000000000002,0.7087713709249231,1.0,0.7979797979797979,0.6868177331904467,0.2979591836734694,0.8910891089108911
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,60,0.0015845659654587507,0.28784674406051636,0.28943130373954773,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.7857142857142857,0.710204081632653,1.0,0.7916666666666666,0.7158330678560051,1.0,0.7853793691389598,0.6956864464131906,0.28979591836734697,0.9207920792079208
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,310,0.0001363608898827806,0.2714994251728058,0.2716358006000519,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.8214285714285714,0.7224489795918367,1.0,0.8250000000000001,0.7281512158861633,1.0,0.8168158567774936,0.734479271991911,0.27755102040816326,0.9042904290429042
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,40,7.758496940368786e-05,0.2989586889743805,0.29903626441955566,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.7857142857142857,0.746938775510204,1.0,0.7916666666666666,0.7500265477328236,1.0,0.7942028985507245,0.7451219616017584,0.25306122448979596,0.8943894389438944
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,220,0.008754977025091648,0.2514822781085968,0.2602372467517853,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,1.0,0.8928571428571429,0.8122448979591836,1.0,0.8916666666666666,0.8099713284485505,1.0,0.8972624798711756,0.809137355424519,0.18775510204081636,0.8976897689768977
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,9.983938798541203e-05,0.2710994780063629,0.2711993157863617,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,0.9666666666666667,0.8076923076923077,0.70995670995671,0.9722222222222222,0.8111111111111112,0.7149758454106281,0.959866220735786,0.8029269678886047,0.719849260704062,0.25670995670995667,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,380,0.000124301717733033,0.2737472653388977,0.2738715708255768,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7922077922077922,1.0,0.8222222222222223,0.7924494542852031,1.0,0.8309409888357256,0.7929435531992693,0.20779220779220775,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,290,0.0001670575438765809,0.27574995160102844,0.27591702342033386,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.9615384615384616,0.8398268398268398,1.0,0.9444444444444445,0.83986401860798,1.0,0.9538239538239538,0.844293380451275,0.1601731601731602,0.9174917491749175
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,330,0.062047090381383896,0.28779855370521545,0.34984564781188965,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.9615384615384616,0.8008658008658008,1.0,0.9444444444444445,0.8021112900339954,1.0,0.9538239538239538,0.8033291649201653,0.19913419913419916,0.9207920792079208
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.000647352309897542,0.25380444526672363,0.25445181131362915,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,0.9666666666666667,0.8076923076923077,0.7142857142857143,0.9722222222222222,0.8111111111111112,0.7205224548219716,0.9721739130434782,0.8029269678886047,0.7184698700319623,0.2523809523809524,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,160,0.00020110535842832178,0.30258455872535706,0.3027856647968292,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7575757575757576,1.0,0.8444444444444444,0.7616747181964573,1.0,0.8521446347533305,0.7642872947474438,0.24242424242424243,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,320,0.0009233156451955438,0.280011922121048,0.28093522787094116,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.9230769230769231,0.8095238095238095,1.0,0.9111111111111111,0.8103417427088924,1.0,0.9111111111111111,0.8093493119942549,0.19047619047619047,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,290,0.0002359623758820817,0.25534555315971375,0.2555815279483795,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8076923076923077,0.7445887445887446,1.0,0.7888888888888889,0.7464662730363214,1.0,0.802135774218154,0.7532203613407767,0.2554112554112554,0.9240924092409241
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,400,0.00047338122385554016,0.2595454156398773,0.26001879572868347,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.9230769230769231,0.8311688311688312,1.0,0.9111111111111111,0.8302021828591878,1.0,0.9204906204906204,0.8340937483794626,0.16883116883116878,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,240,0.000978345749899745,0.286223441362381,0.28720179200172424,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8846153846153846,0.7965367965367965,1.0,0.8777777777777778,0.7987117552334944,1.0,0.8792815371762742,0.796254776854182,0.20346320346320346,0.9108910891089109
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,90,0.000762667681556195,0.2629031538963318,0.2636658251285553,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7142857142857143,1.0,0.8444444444444444,0.7176596886741815,1.0,0.8521446347533305,0.7248654949784793,0.2857142857142857,0.9108910891089109
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,350,0.0015845659654587507,0.28784674406051636,0.28943130373954773,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8846153846153846,0.7965367965367965,1.0,0.8777777777777778,0.7979960636965467,1.0,0.8759398496240601,0.7981171030833519,0.20346320346320346,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,380,0.0001363608898827806,0.2714994251728058,0.2716358006000519,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7229437229437229,1.0,0.8444444444444444,0.7266058328860261,1.0,0.8521446347533305,0.7334845333715817,0.2770562770562771,0.8910891089108911
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,230,7.758496940368786e-05,0.2989586889743805,0.29903626441955566,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.8461538461538461,0.696969696969697,1.0,0.8444444444444444,0.7026301663982824,1.0,0.8521446347533305,0.7084334208517215,0.303030303030303,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,220,0.008754977025091648,0.2514822781085968,0.2602372467517853,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,1.0,0.9230769230769231,0.8051948051948052,1.0,0.9111111111111111,0.8033637502236536,1.0,0.9204906204906204,0.8018037396738386,0.19480519480519476,0.8976897689768977
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,4.8111065552802756e-05,0.2838399112224579,0.2838880121707916,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.9782608695652174,0.9615384615384616,0.8571428571428571,0.9803921568627452,0.9444444444444445,0.8591876901055645,0.9765656565656565,0.9538239538239538,0.8580333489169395,0.12111801242236031,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.006108375731855631,0.2574118971824646,0.2635202705860138,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.9347826086956522,1.0,0.8961038961038961,0.9411764705882352,1.0,0.8962247271426015,0.9307048984468339,1.0,0.8962476006822747,0.03867871259175615,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,0.00027334527112543583,0.27640005946159363,0.27667340636253357,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8484848484848485,1.0,0.9666666666666667,0.8516729289676149,1.0,0.9568151147098516,0.8499835602025382,0.1515151515151515,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,8.537343819625676e-05,0.2876845598220825,0.28776994347572327,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8225108225108225,1.0,0.9666666666666667,0.8255501878690285,1.0,0.9568151147098516,0.8233219134627584,0.17748917748917747,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,330,0.00044205892481841147,0.22424279153347015,0.22468484938144684,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8614718614718615,1.0,0.9666666666666667,0.8647342995169082,1.0,0.9568151147098516,0.8639451756240076,0.1385281385281385,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,190,0.0001547294232295826,0.3251694142818451,0.325324147939682,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,1.0,0.7965367965367965,1.0,1.0,0.8030059044551798,1.0,1.0,0.792989417989418,0.20346320346320346,0.9174917491749175
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0004610581963788718,0.2803884744644165,0.28084954619407654,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.9347826086956522,0.9615384615384616,0.8874458874458875,0.9411764705882352,0.9666666666666667,0.8872785829307569,0.9339549339549339,0.9665831244778613,0.8864768617644184,0.047336721249764735,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,0.0028344595339149237,0.32697364687919617,0.3298081159591675,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8528138528138528,1.0,0.9666666666666667,0.8565038468420111,1.0,0.9568151147098516,0.8534855845080721,0.1471861471861472,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.2,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,110,0.00023685282212682068,0.2702785134315491,0.2705153524875641,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8181818181818182,1.0,0.9666666666666667,0.822866344605475,1.0,0.9568151147098516,0.8182979168037274,0.18181818181818177,0.8943894389438944
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.2,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,340,1.2111233445466496e-05,0.2875541150569916,0.287566214799881,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,1.0,0.8571428571428571,1.0,1.0,0.8577563070316693,1.0,1.0,0.8609984286076463,0.1428571428571429,0.8943894389438944
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,160,0.019758213311433792,0.26864194869995117,0.28840017318725586,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8787878787878788,1.0,0.9666666666666667,0.8811952048667023,1.0,0.9568151147098516,0.879079254079254,0.12121212121212122,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.5,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0014973535435274243,0.2808774709701538,0.2823748290538788,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.9130434782608695,0.9615384615384616,0.8701298701298701,0.9215686274509803,0.9666666666666667,0.8729647521918054,0.9111952861952862,0.9568151147098516,0.8697619047619048,0.042913608130999426,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.5,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,140,0.00031291169580072165,0.2639324963092804,0.2642454206943512,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8917748917748918,1.0,0.9666666666666667,0.8928251923421006,1.0,0.9665831244778613,0.8946583278593315,0.10822510822510822,0.8943894389438944
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.5,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,170,0.000116433271614369,0.28072497248649597,0.2808414101600647,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.8913043478260869,0.9230769230769231,0.8311688311688312,0.9019607843137255,0.9333333333333332,0.8373590982286635,0.8850574712643677,0.9172932330827068,0.8310386453458568,0.060135516657255694,0.9174917491749175
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN-semi,0.5,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,330,9.943902841769159e-05,0.2806439697742462,0.28074342012405396,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8571428571428571,1.0,0.9666666666666667,0.859903381642512,1.0,0.9568151147098516,0.8592800374006545,0.1428571428571429,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,9.983938798541203e-05,0.2710994780063629,0.2711993157863617,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.8666666666666667,0.9,0.697560975609756,0.8888888888888888,0.9,0.7047470005216483,0.8545548654244306,0.9,0.6927330129376165,0.16910569105691065,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.000124301717733033,0.2737472653388977,0.2738715708255768,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.9666666666666667,0.9,0.7073170731707317,0.9722222222222222,0.9,0.7117519934421342,0.9721739130434782,0.9063067150635208,0.710305823209049,0.259349593495935,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,320,0.0001670575438765809,0.27574995160102844,0.27591702342033386,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.9,0.7317073170731707,1.0,0.9,0.7340338326253818,1.0,0.9063067150635208,0.7394739861182814,0.2682926829268293,0.9273927392739274
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,360,0.062047090381383896,0.28779855370521545,0.34984564781188965,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.875,0.8292682926829268,1.0,0.8777777777777779,0.8279305462404055,1.0,0.8843320422267791,0.8305906365607858,0.1707317073170732,0.8679867986798679
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,120,0.000647352309897542,0.25380444526672363,0.25445181131362915,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.9,0.7219512195121951,1.0,0.9,0.7240479916536254,1.0,0.9063067150635208,0.730239913600247,0.2780487804878049,0.8811881188118812
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.00020110535842832178,0.30258455872535706,0.3027856647968292,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.9,0.925,0.7073170731707317,0.9166666666666666,0.9222222222222222,0.7135405022728967,0.8885375494071147,0.9279758536125259,0.7109946583630794,0.19268292682926835,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0009233156451955438,0.280011922121048,0.28093522787094116,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.9333333333333333,0.9,0.7121951219512195,0.9444444444444443,0.9,0.7158506595126313,0.9444444444444443,0.899925843529848,0.7165357237127572,0.22113821138211387,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,370,0.0002359623758820817,0.25534555315971375,0.2555815279483795,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.875,0.7219512195121951,1.0,0.8777777777777779,0.7258365004843877,1.0,0.8843320422267791,0.7291194858682589,0.2780487804878049,0.9075907590759076
