split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_cdan_last,backward_loss_scalar_last,feature_extractor_objective,condition_map,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,380,0.00047338122385554016,0.2595454156398773,0.26001879572868347,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.925,0.8195121951219512,1.0,0.9222222222222222,0.8191370444891571,1.0,0.9279758536125259,0.8223821685628048,0.18048780487804883,0.8943894389438944
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,320,0.000978345749899745,0.286223441362381,0.28720179200172424,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.875,0.7560975609756098,1.0,0.8777777777777778,0.758700350249646,1.0,0.8784204671857619,0.7593938103014382,0.24390243902439024,0.8976897689768977
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,90,0.000762667681556195,0.2629031538963318,0.2636658251285553,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.875,0.697560975609756,1.0,0.8666666666666667,0.7005738132498696,1.0,0.8779751538372228,0.7072855348717418,0.30243902439024395,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,400,0.0015845659654587507,0.28784674406051636,0.28943130373954773,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.925,0.7707317073170732,1.0,0.9222222222222222,0.7709963484611372,1.0,0.9279758536125259,0.7757471689923272,0.2292682926829268,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,270,0.0001363608898827806,0.2714994251728058,0.2716358006000519,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.9,0.7024390243902439,1.0,0.9,0.7064609881511289,1.0,0.9063067150635208,0.7094711416221714,0.29756097560975614,0.8679867986798679
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,7.758496940368786e-05,0.2989586889743805,0.29903626441955566,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.875,0.6829268292682927,1.0,0.8777777777777779,0.6870854758178702,1.0,0.8843320422267791,0.6882034098748399,0.31707317073170727,0.8976897689768977
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,290,0.008754977025091648,0.2514822781085968,0.2602372467517853,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,1.0,0.925,0.7853658536585366,1.0,0.9222222222222222,0.7850808555033907,1.0,0.928343586238323,0.7840566567344647,0.21463414634146338,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0003404165036045015,0.27485528588294983,0.2751956880092621,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,0.9310344827586207,0.9,0.8926829268292683,0.9393939393939394,0.9111111111111111,0.8943289365824577,0.9261911514463982,0.9004018681438036,0.8922706922706922,0.038351555929352354,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,370,0.007152820937335491,0.2559700012207031,0.2631228268146515,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.975,0.9073170731707317,1.0,0.9777777777777779,0.907817274014457,1.0,0.9726327312534209,0.9069087329393026,0.09268292682926826,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,200,0.0004449315892998129,0.2660112679004669,0.2664561867713928,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.975,0.8829268292682927,1.0,0.9777777777777779,0.8825545867799388,1.0,0.9777530589543938,0.8830005120327701,0.11707317073170731,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0002760537317954004,0.263670414686203,0.2639464735984802,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,0.9482758620689655,0.9,0.8585365853658536,0.9545454545454546,0.9111111111111111,0.859080408376183,0.943351691581432,0.9095022624434389,0.8611599453849381,0.08973927670311188,0.8976897689768977
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,280,0.0013777365675196052,0.2831709384918213,0.28454867005348206,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.925,0.848780487804878,1.0,0.9333333333333332,0.8490945674044266,1.0,0.9326599326599326,0.8487881891107697,0.15121951219512197,0.8943894389438944
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,260,0.00032233880483545363,0.25221115350723267,0.252533495426178,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.95,0.8731707317073171,1.0,0.9555555555555556,0.8749534242491989,1.0,0.9495647721454173,0.8727924663127807,0.12682926829268293,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,140,7.70562983234413e-05,0.2756727635860443,0.2757498323917389,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.95,0.9170731707317074,1.0,0.9555555555555556,0.9172069453759594,1.0,0.9553571428571429,0.918245962788058,0.08292682926829265,0.9240924092409241
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,7.049291161820292e-05,0.2724175453186035,0.2724880278110504,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.95,0.8390243902439024,1.0,0.9555555555555556,0.8397048960429242,1.0,0.9553571428571429,0.8405969322053238,0.1609756097560976,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,7.254136289702728e-05,0.2905178964138031,0.29059043526649475,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.9,0.848780487804878,1.0,0.9111111111111111,0.8502869066249348,1.0,0.9095022624434389,0.8500704768597611,0.15121951219512197,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,170,0.001459103194065392,0.3130629360675812,0.31452202796936035,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.95,0.8829268292682927,1.0,0.9555555555555556,0.8813622475594306,1.0,0.9553571428571429,0.8840525641426796,0.11707317073170731,0.8514851485148515
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0012006560573354363,0.28950661420822144,0.2907072603702545,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,0.9310344827586207,0.925,0.8829268292682927,0.9393939393939394,0.9333333333333332,0.8849392652209555,0.9261911514463982,0.9326599326599326,0.8823821339950372,0.04810765349032797,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,190,0.0008676730212755501,0.2971016764640808,0.29796934127807617,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.925,0.8536585365853658,1.0,0.9333333333333332,0.85557791191594,1.0,0.9326599326599326,0.8534323770491804,0.14634146341463417,0.9141914191419142
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,370,0.0001311862433794886,0.22902432084083557,0.2291555106639862,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.95,0.8878048780487805,1.0,0.9555555555555556,0.8872494224606902,1.0,0.9504105090311987,0.8871059380548432,0.1121951219512195,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,320,5.997460903017782e-05,0.2581539750099182,0.25821393728256226,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.975,0.9024390243902439,1.0,0.9777777777777779,0.9007377598926896,1.0,0.9777530589543938,0.9011191189159011,0.09756097560975607,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,270,0.00011331996211083606,0.2600114047527313,0.26012471318244934,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,1.0,0.925,0.8634146341463415,1.0,0.9333333333333332,0.8649675832774424,1.0,0.9326599326599326,0.8625174449043375,0.13658536585365855,0.9075907590759076
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,9.983938798541203e-05,0.2710994780063629,0.2711993157863617,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.8666666666666667,0.8846153846153846,0.697560975609756,0.8888888888888888,0.9,0.7047470005216483,0.8545548654244306,0.8883940620782727,0.6927330129376165,0.16910569105691065,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.000124301717733033,0.2737472653388977,0.2738715708255768,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.9666666666666667,0.8846153846153846,0.7073170731707317,0.9722222222222222,0.9,0.7117519934421342,0.9721739130434782,0.899749373433584,0.710305823209049,0.259349593495935,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,320,0.0001670575438765809,0.27574995160102844,0.27591702342033386,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7317073170731707,1.0,0.9,0.7340338326253818,1.0,0.899749373433584,0.7394739861182814,0.2682926829268293,0.9273927392739274
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,390,0.062047090381383896,0.28779855370521545,0.34984564781188965,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7365853658536585,1.0,0.9,0.7393248379163871,1.0,0.899749373433584,0.7377100817904201,0.2634146341463415,0.9141914191419142
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,120,0.000647352309897542,0.25380444526672363,0.25445181131362915,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7219512195121951,1.0,0.9,0.7240479916536254,1.0,0.899749373433584,0.730239913600247,0.2780487804878049,0.8811881188118812
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.00020110535842832178,0.30258455872535706,0.3027856647968292,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.9,0.9230769230769231,0.7073170731707317,0.9166666666666666,0.9333333333333332,0.7135405022728967,0.8885375494071147,0.9333333333333332,0.7109946583630794,0.19268292682926835,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0009233156451955438,0.280011922121048,0.28093522787094116,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.9333333333333333,0.8846153846153846,0.7121951219512195,0.9444444444444443,0.9,0.7158506595126313,0.9444444444444443,0.8883940620782727,0.7165357237127572,0.22113821138211387,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,140,0.0002359623758820817,0.25534555315971375,0.2555815279483795,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7121951219512195,1.0,0.9,0.7158506595126313,1.0,0.899749373433584,0.7127235155195683,0.2878048780487805,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,380,0.00047338122385554016,0.2595454156398773,0.26001879572868347,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.9230769230769231,0.8195121951219512,1.0,0.9333333333333332,0.8191370444891571,1.0,0.9333333333333332,0.8223821685628048,0.18048780487804883,0.8943894389438944
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,290,0.000978345749899745,0.286223441362381,0.28720179200172424,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.824390243902439,1.0,0.9,0.8244280497801624,1.0,0.8897028897028897,0.8244129046967625,0.17560975609756102,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,130,0.000762667681556195,0.2629031538963318,0.2636658251285553,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.697560975609756,1.0,0.9,0.7035546613011402,1.0,0.899749373433584,0.693889388500167,0.30243902439024395,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,400,0.0015845659654587507,0.28784674406051636,0.28943130373954773,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.9230769230769231,0.7707317073170732,1.0,0.9333333333333332,0.7709963484611372,1.0,0.9333333333333332,0.7757471689923272,0.2292682926829268,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,270,0.0001363608898827806,0.2714994251728058,0.2716358006000519,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7024390243902439,1.0,0.9,0.7064609881511289,1.0,0.899749373433584,0.7094711416221714,0.29756097560975614,0.8679867986798679
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,190,7.758496940368786e-05,0.2989586889743805,0.29903626441955566,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.8846153846153846,0.6731707317073171,1.0,0.9,0.678888143676876,1.0,0.899749373433584,0.6730172577433673,0.3268292682926829,0.9075907590759076
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,290,0.008754977025091648,0.2514822781085968,0.2602372467517853,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,1.0,0.9230769230769231,0.7853658536585366,1.0,0.9333333333333332,0.7850808555033907,1.0,0.9326599326599326,0.7840566567344647,0.21463414634146338,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.00021767067664768547,0.28383564949035645,0.28405332565307617,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,0.9444444444444444,0.9230769230769231,0.9073170731707317,0.9506172839506172,0.9333333333333332,0.9084134436247112,0.9407695153533112,0.9326599326599326,0.908154186857721,0.037127371273712684,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,0.0001969246513908729,0.33554166555404663,0.3357385993003845,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,0.9583333333333334,0.9615384615384616,0.9121951219512195,0.9629629629629629,0.9666666666666667,0.9125121096952084,0.9547511312217193,0.9665831244778613,0.9135373586986489,0.046138211382113825,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,20,7.032432040432468e-05,0.24694454669952393,0.2470148652791977,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,0.9722222222222222,0.9230769230769231,0.8780487804878049,0.9753086419753086,0.9333333333333332,0.8778597510991877,0.972109872109872,0.9326599326599326,0.8804242424242424,0.09417344173441733,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,30,0.00016674022481311113,0.3214571475982666,0.32162389159202576,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,1.0,0.9230769230769231,0.8829268292682927,1.0,0.9333333333333332,0.8843430956107011,1.0,0.9326599326599326,0.8848238482384825,0.11707317073170731,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,90,0.04986909031867981,0.2916742265224457,0.3415433168411255,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,1.0,0.9230769230769231,0.9121951219512195,1.0,0.9333333333333332,0.9125121096952084,1.0,0.9326599326599326,0.9136828047703499,0.08780487804878045,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,350,0.004215496592223644,0.30569031834602356,0.3099058270454407,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,1.0,1.0,0.9317073170731708,1.0,1.0,0.9306952828079589,1.0,1.0,0.9322184438917932,0.06829268292682922,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,250,0.0010934773599728942,0.27166497707366943,0.27275845408439636,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,1.0,1.0,0.9512195121951219,1.0,1.0,0.9506669647514717,1.0,1.0,0.9516452757372217,0.04878048780487809,0.8976897689768977
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for CDAN domain loss,target validation labels,150,0.00017872911121230572,0.2473756968975067,0.24755442142486572,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,1.0,0.9615384615384616,0.926829268292683,1.0,0.9666666666666667,0.9254042775169536,1.0,0.9665831244778613,0.9269841269841269,0.07317073170731703,0.9108910891089109
