split,description,task,variant,lambda,conditional_alignment_strength,seed,classifier_label_usage,domain_label_usage,model_selection_labels,selection_status,best_epoch,feature_extractor_objective,condition_map,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_test_accuracy_gap,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,domain_discriminator_accuracy,L_last,Ld_last,Ld_cdan_last,Lc_last,backward_loss_scalar_last,representative_seed,seed_values,seed_count,seed_policy,judgment,best_epoch_std,L_last_std,Ld_last_std,Ld_cdan_last_std,Lc_last_std,backward_loss_scalar_last_std,train_accuracy_std,validation_accuracy_std,test_accuracy_std,train_balanced_accuracy_std,validation_balanced_accuracy_std,test_balanced_accuracy_std,train_macro_f1_std,validation_macro_f1_std,test_macro_f1_std,train_test_accuracy_gap_std,domain_discriminator_accuracy_std,best_epoch_min,best_epoch_max,L_last_min,L_last_max,Ld_last_min,Ld_last_max,Ld_cdan_last_min,Ld_cdan_last_max,Lc_last_min,Lc_last_max,backward_loss_scalar_last_min,backward_loss_scalar_last_max,train_accuracy_min,train_accuracy_max,validation_accuracy_min,validation_accuracy_max,test_accuracy_min,test_accuracy_max,train_balanced_accuracy_min,train_balanced_accuracy_max,validation_balanced_accuracy_min,validation_balanced_accuracy_max,test_balanced_accuracy_min,test_balanced_accuracy_max,train_macro_f1_min,train_macro_f1_max,validation_macro_f1_min,validation_macro_f1_max,test_macro_f1_min,test_macro_f1_max,train_test_accuracy_gap_min,train_test_accuracy_gap_max,domain_discriminator_accuracy_min,domain_discriminator_accuracy_max
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",135.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,16,273,26,231,0.1471861471861472,1.0,0.9538461538461538,0.8528138528138529,1.0,0.9377777777777778,0.8513508677759886,1.0,0.9452813852813853,0.8551023292304821,0.9009900990099009,0.007785762823186815,0.3266129195690155,0.3160436570644379,0.027223353460431098,0.664054024219513,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",60.41522986797286,0.012861061619958957,0.010953028513560368,0.010901661749056673,0.01513827585318898,0.03802622003756462,0.0,0.017200522903844526,0.04072486519962505,0.0,0.014907119849998644,0.038572595256685,0.0,0.019101763963634562,0.0405574679370326,0.04072486519962505,0.002333685746490245,75,205,0.001408001291565597,0.030760295689105988,0.3166447877883911,0.3431522846221924,0.30327916145324707,0.3278682827949524,0.007299380376935005,0.04550273343920708,0.6365575194358826,0.7245322465896606,1.0,1.0,0.9230769230769231,0.9615384615384616,0.7922077922077922,0.9047619047619048,1.0,1.0,0.9111111111111111,0.9444444444444445,0.7945965288960458,0.9008767221327608,1.0,1.0,0.9111111111111111,0.9538239538239538,0.7934294309452464,0.9050806827055925,0.09523809523809523,0.20779220779220775,0.8976897689768977,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,CDAN+C-DANN-semi,0.5,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",112.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",46,30,0,16,273,26,231,0.14891774891774892,1.0,0.9923076923076923,0.8510822510822511,1.0,0.9933333333333334,0.8522812667740205,1.0,0.9913630229419702,0.8533992629211925,0.9069306930693071,0.01256796035449952,0.34164008498191833,0.3122520387172699,0.08461410254240036,0.7087671518325805,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",72.33602145542703,0.010273809339426428,0.05631610052282169,0.029187155091161515,0.04271101557387427,0.1075831897394999,0.0,0.017200522903844526,0.04203817622964574,0.0,0.014907119849998594,0.04102850380087509,0.0,0.019312867821860515,0.04174703672925869,0.04203817622964574,0.004303103897823545,30,220,0.001920037087984383,0.027312127873301506,0.29769232869148254,0.42983388900756836,0.2907309830188751,0.36348235607147217,0.042109210044145584,0.1357380896806717,0.6241464614868164,0.8829203844070435,1.0,1.0,0.9615384615384616,1.0,0.7922077922077922,0.9090909090909091,1.0,1.0,0.9666666666666667,1.0,0.7960279119699409,0.9100017892288425,1.0,1.0,0.9568151147098516,1.0,0.7946745943267682,0.9106482556581698,0.09090909090909094,0.20779220779220775,0.900990099009901,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",202.0,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.23804878048780492,1.0,0.9,0.7619512195121951,1.0,0.9,0.76326104776809,1.0,0.9060732110410573,0.7647184140188511,0.9089108910891088,0.0012761554506141692,0.0,0.28421467542648315,0.0,0.2854908287525177,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",100.66031988822607,0.0013919172993282134,0.0,0.028045543804748826,0.0,0.02759433249858518,0.0,0.030618621784789753,0.05847557796484298,0.0,0.027216552697590816,0.05673113114605923,0.0,0.02697416873013002,0.054883891793729836,0.05847557796484298,0.005522508425967519,75,310,0.00025639322120696306,0.0034102045465260744,0.0,0.0,0.26153600215911865,0.33224213123321533,0.0,0.0,0.26191529631614685,0.3324985206127167,1.0,1.0,0.85,0.925,0.6878048780487804,0.8292682926829268,1.0,1.0,0.8555555555555556,0.9222222222222222,0.6911841418883672,0.8279305462404053,1.0,1.0,0.8619042158773841,0.9279758536125259,0.6967399176245762,0.8294174813700782,0.1707317073170732,0.31219512195121957,0.9042904290429042,0.9174917491749175
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.5,,0,source labels + selected target labels,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",130.0,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,0.09052985702270815,0.9793103448275862,0.9549999999999998,0.8887804878048782,0.9818181818181818,0.96,0.888426857440942,0.9782832950584822,0.9596860134262805,0.8889419502871675,0.9003300330033003,0.08471894795075059,0.0,0.3269954890012741,0.0,0.41171444952487946,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",148.87074930959406,0.0926445944894227,0.0,0.04812740925481186,0.0,0.1198447903826015,0.030842316931031587,0.03259601202601322,0.025673555837933227,0.027103854272724697,0.028974232912011826,0.024926612200929548,0.03278318112553478,0.029288192378344284,0.025131697912886775,0.03116387947953742,0.0059038098415835965,20,310,0.0016502352664247155,0.21062220633029938,0.0,0.0,0.2444060891866684,0.36362236738204956,0.0,0.0,0.24615629017353058,0.5421243906021118,0.9310344827586207,1.0,0.925,1.0,0.8536585365853658,0.9219512195121952,0.9393939393939394,1.0,0.9333333333333332,1.0,0.8525970638646695,0.9189209330054401,0.9261911514463982,1.0,0.9326599326599326,1.0,0.8543838383838384,0.9207977207977208,0.043229604709840164,0.12195121951219512,0.8910891089108911,0.9075907590759076
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",146.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,28,273,40,205,0.12975609756097561,1.0,0.945,0.8702439024390245,1.0,0.9400000000000001,0.8679633355689693,1.0,0.9456560000635289,0.8707199980684275,0.9009900990099011,0.004864803096279502,0.32325376868247985,0.3145057618618011,0.016460862010717392,0.650854766368866,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",51.647846034466916,0.00258794940514189,0.006490747729637685,0.010971081374299271,0.009363122731300477,0.010428430951593227,0.0,0.020916500663351854,0.01876622835285011,0.0,0.018592445034090584,0.018297223800376402,0.0,0.01823995951673379,0.01916020415441686,0.01876622835285011,1.2412670766236366e-16,85,205,0.0012887318152934313,0.007659795694053173,0.31242138147354126,0.32903802394866943,0.3034096658229828,0.3303195834159851,0.00849923025816679,0.032595403492450714,0.6413577198982239,0.6684896945953369,1.0,1.0,0.925,0.975,0.848780487804878,0.8975609756097561,1.0,1.0,0.9222222222222222,0.9666666666666667,0.8473060585736643,0.89485058499143,1.0,1.0,0.9279758536125259,0.9717034521788342,0.8497891929099982,0.8987399053188527,0.10243902439024388,0.15121951219512197,0.900990099009901,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,CDAN+C-DANN-semi,0.5,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",298.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",58,30,0,28,273,40,205,0.05853658536585367,1.0,1.0,0.9414634146341463,1.0,1.0,0.9396080184812579,1.0,1.0,0.9412840023970169,0.9016501650165016,0.002725553372874856,0.32857081294059753,0.3183801770210266,0.04688612874597311,0.6731196045875549,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",73.87489424696322,0.0016493361225511079,0.007409844240131294,0.013305995173743975,0.03818141470585877,0.02890819213439306,0.0,0.0,0.00771287234187405,0.0,0.0,0.008286040485989207,0.0,0.0,0.008430437218040076,0.00771287234187405,0.001475952460395869,195,390,0.0010830216342583299,0.004458359442651272,0.3174419701099396,0.3359375,0.3023461699485779,0.3368883430957794,0.014766096137464046,0.1087004542350769,0.6375198364257812,0.7141971588134766,1.0,1.0,1.0,1.0,0.9317073170731708,0.9512195121951219,1.0,1.0,1.0,1.0,0.9289067739771966,0.9494746255309635,1.0,1.0,1.0,1.0,0.9302646708187291,0.9515873015873016,0.04878048780487809,0.06829268292682922,0.900990099009901,0.9042904290429042
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-UDA,0.5,,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",123.0,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.21382113821138216,0.9533333333333334,0.8923076923076924,0.7395121951219512,0.961111111111111,0.9066666666666666,0.742022505402787,0.9531819178264191,0.9058868230277571,0.7440937300996471,0.9075907590759076,0.1154512781300582,0.0,0.32960264682769774,0.0,0.4450539231300354,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",120.34325905508791,0.1979239771132666,0.0,0.05958626019897615,0.0,0.24492755764410984,0.0869226987360353,0.03217923178977217,0.05829217266844745,0.0724355822800294,0.027888667551135834,0.05591122664914013,0.08994386908215429,0.02853516071896583,0.05577094195101513,0.08191233430283411,0.005218279967274546,15,310,0.00025639322120696306,0.4582677483558655,0.0,0.0,0.26153600215911865,0.39138829708099365,0.0,0.0,0.26191529631614685,0.8496560454368591,0.8,1.0,0.8461538461538461,0.9230769230769231,0.6878048780487804,0.824390243902439,0.8333333333333334,1.0,0.8666666666666666,0.9333333333333332,0.6911841418883672,0.8238318801699083,0.7937356760886173,1.0,0.8653198653198654,0.9333333333333332,0.6967399176245762,0.8259750171220296,0.09756097560975618,0.31219512195121957,0.900990099009901,0.9141914191419142
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN-semi,0.2,,0,source labels + selected target labels,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",165.0,"min L - lambda*Ld_cdan via GRL on T(h,g)","T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,0.08644986449864496,0.9888888888888889,0.9615384615384615,0.902439024390244,0.9901234567901234,0.9666666666666666,0.9022878008793503,0.9881539030706623,0.9665831244778612,0.9026150512843198,0.9062706270627062,0.0628253105271142,0.0,0.29193689823150637,0.0,0.3547622084617615,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",133.18220601867202,0.13822575441599896,0.0,0.04200848053111075,0.0,0.17874405590593875,0.024845199749997673,1.2412670766236366e-16,0.010347904114925095,0.022084621999997972,1.2412670766236366e-16,0.009654364713751902,0.026488678002050747,1.2412670766236366e-16,0.010586561444651693,0.03154941806461838,0.0037629551983469965,15,305,0.00038780199247412384,0.310090035200119,0.0,0.0,0.256681889295578,0.36367467045783997,0.0,0.0,0.25817644596099854,0.673764705657959,0.9444444444444444,1.0,0.9615384615384616,0.9615384615384616,0.8878048780487805,0.9121951219512195,0.9506172839506172,1.0,0.9666666666666667,0.9666666666666667,0.8896341009017066,0.9131082793054625,0.9407695153533112,1.0,0.9665831244778613,0.9665831244778613,0.887736602544935,0.9128061661584961,0.032249322493224875,0.1121951219512195,0.900990099009901,0.9108910891089109
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",133.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,42,273,26,205,0.1494308943089431,0.9933333333333334,0.9538461538461538,0.8439024390243903,0.9944444444444445,0.96,0.842611222892913,0.9919732441471572,0.9599665831244778,0.8447527919233201,0.9009900990099011,0.07925586034543812,0.3404744267463684,0.32335367798805237,0.054588444717228415,0.7703781962394715,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",74.12826721298698,0.1654004021722276,0.04211777335151858,0.02935287281127159,0.08323619841770617,0.2771416088936381,0.014907119849998594,0.03217923178977212,0.04497338759655066,0.012422599874998837,0.0278886675511359,0.04294548919537077,0.01794837172575081,0.02787871811331368,0.0438131901235804,0.03072482393768463,1.2412670766236366e-16,20,205,0.0012887318152934313,0.37510186433792114,0.31242138147354126,0.4151413142681122,0.3034096658229828,0.3745591640472412,0.00849923025816679,0.20260894298553467,0.6413577198982239,1.2661068439483643,0.9666666666666667,1.0,0.9230769230769231,1.0,0.7658536585365854,0.8780487804878049,0.9722222222222222,1.0,0.9333333333333332,1.0,0.7680900216111484,0.8754750726581713,0.959866220735786,1.0,0.9333333333333332,1.0,0.7689038745933156,0.8782905982905983,0.12195121951219512,0.2008130081300813,0.900990099009901,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,CDAN+C-DANN-semi,0.2,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for domain losses,target validation labels,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",241.0,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",72,30,0,42,273,26,205,0.06926829268292681,1.0,0.9923076923076923,0.9307317073170731,1.0,0.9933333333333334,0.9293986139056563,1.0,0.9933166248955722,0.9314903107407897,0.9009900990099011,0.004868545138742774,0.32632124423980713,0.3173222064971924,0.04065277436748147,0.6688384056091309,0,"0,1,2,3,4",5,fixed trial seeds 0-4; seed 0 matches the YanKe DCAE UCI reference run; seed controls stochastic training only and is never selected,"lambda and alpha selected by mean validation macro-F1, balanced accuracy, and accuracy over seeds",128.08200498118384,0.008424131540742948,0.012223402680014907,0.002728822797230605,0.07125504338535872,0.05800113138045627,0.0,0.017200522903844526,0.011123662683894012,0.0,0.014907119849998594,0.010818363706040302,0.0,0.014944481052630174,0.01096327739772861,0.011123662683894012,1.2412670766236366e-16,40,360,0.0005198604776524007,0.019875993952155113,0.32010504603385925,0.3481595516204834,0.3133350610733032,0.3202899396419525,0.00416500773280859,0.16760951280593872,0.6377962827682495,0.7721302509307861,1.0,1.0,0.9615384615384616,1.0,0.9121951219512195,0.9414634146341463,1.0,1.0,0.9666666666666667,1.0,0.9113197704747001,0.9400849541694613,1.0,1.0,0.9665831244778613,1.0,0.9131699391058333,0.9420452294783845,0.05853658536585371,0.08780487804878045,0.900990099009901,0.900990099009901
