mode,classifier,sensors,mean_balanced_accuracy,mean_macro_f1,std_balanced_accuracy
new_bottle_holdout,centroid,s2+s4+s5,0.8666666666666667,0.861111111111111,
new_bottle_holdout,centroid,s1+s2+s3,0.8666666666666666,0.8569659442724458,
new_bottle_holdout,centroid,s2+s3+s4,0.8666666666666666,0.8552115583075336,
new_bottle_holdout,centroid,s2+s3+s6,0.8666666666666666,0.8569659442724458,
new_bottle_holdout,centroid,s1+s2+s4,0.8333333333333334,0.8245950554134697,
new_bottle_holdout,centroid,s1+s2+s5,0.8333333333333334,0.8222222222222223,
new_bottle_holdout,centroid,s1+s3+s6,0.8333333333333334,0.8247743541861189,
new_bottle_holdout,centroid,s2+s5+s6,0.8333333333333334,0.8222222222222223,
new_bottle_holdout,centroid,s3+s5+s6,0.8333333333333334,0.8222222222222223,
new_bottle_holdout,centroid,s1+s2+s6,0.7999999999999999,0.7859477124183006,
new_bottle_holdout,centroid,s1+s3+s5,0.7999999999999999,0.7916666666666666,
new_bottle_holdout,centroid,s1+s4+s6,0.7999999999999999,0.7979797979797979,
new_bottle_holdout,centroid,s2+s4+s6,0.7999999999999999,0.7887205387205386,
new_bottle_holdout,centroid,s4+s5+s6,0.7999999999999999,0.7979797979797979,
new_bottle_holdout,centroid,s1+s4+s5,0.7333333333333334,0.7333333333333334,
new_bottle_holdout,centroid,s1+s5+s6,0.6333333333333333,0.6324143692564745,
new_bottle_holdout,gnb,s1+s2+s3,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s1+s2+s5,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s1+s2+s6,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s2+s3+s5,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s2+s5+s6,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s3+s5+s6,0.9,0.8976982097186701,
new_bottle_holdout,gnb,s1+s2+s4,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s1+s3+s4,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s1+s3+s6,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s1+s4+s6,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s2+s4+s5,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s3+s4+s5,0.8666666666666667,0.861111111111111,
new_bottle_holdout,gnb,s2+s3+s4,0.8666666666666666,0.8609625668449198,
new_bottle_holdout,gnb,s2+s3+s6,0.8333333333333334,0.8247743541861189,
new_bottle_holdout,gnb,s3+s4+s6,0.8333333333333334,0.8245950554134697,
new_bottle_holdout,gnb,s2+s4+s6,0.7999999999999999,0.7887205387205386,
