sample_id,label,day_label,day_num,period,batch,source_kind,deltaR_s1,normDeltaR_s1,riseEMA_a0.1_s1,recEMA_a0.1_s1,riseEMA_a0.01_s1,recEMA_a0.01_s1,riseEMA_a0.001_s1,recEMA_a0.001_s1,deltaR_s2,normDeltaR_s2,riseEMA_a0.1_s2,recEMA_a0.1_s2,riseEMA_a0.01_s2,recEMA_a0.01_s2,riseEMA_a0.001_s2,recEMA_a0.001_s2,deltaR_s3,normDeltaR_s3,riseEMA_a0.1_s3,recEMA_a0.1_s3,riseEMA_a0.01_s3,recEMA_a0.01_s3,riseEMA_a0.001_s3,recEMA_a0.001_s3,deltaR_s4,normDeltaR_s4,riseEMA_a0.1_s4,recEMA_a0.1_s4,riseEMA_a0.01_s4,recEMA_a0.01_s4,riseEMA_a0.001_s4,recEMA_a0.001_s4,deltaR_s5,normDeltaR_s5,riseEMA_a0.1_s5,recEMA_a0.1_s5,riseEMA_a0.01_s5,recEMA_a0.01_s5,riseEMA_a0.001_s5,recEMA_a0.001_s5,deltaR_s6,normDeltaR_s6,riseEMA_a0.1_s6,recEMA_a0.1_s6,riseEMA_a0.01_s6,recEMA_a0.01_s6,riseEMA_a0.001_s6,recEMA_a0.001_s6
air_31,air,Period II Day 14,14,Period_II,batch3,new,0.02631578947368421,0.02631578947368421,0.0024523740561205676,-0.002631578947368421,0.0001610725256280841,-0.0002631578947368421,4.629742711661716e-06,-2.631578947368421e-05,0.014563106796116505,0.014563106796116505,0.0005076901062776361,-0.00048550755234674434,4.888782629255158e-05,-4.880401370155691e-05,1.6142323492554364e-07,-4.8589313287933754e-06,0.010416666666666666,0.010416666666666666,0.0005735188843716266,-0.0005347478183857417,6.106216629875198e-05,-8.874344077204084e-05,5.283875519481285e-06,-1.0237470345688511e-05,0.02564102564102564,0.02564102564102564,0.0008450150218062256,-0.0008167690166731406,5.564141268040858e-05,-0.00010167573026991404,4.428311156985215e-06,-1.2415426844973997e-05,0.02564102564102564,0.02564102564102564,0.0025631337416458563,-0.002564102564102564,0.00020796836901733703,-0.0002564102564102564,4.756591715559773e-06,-2.564102564102564e-05,0.07142857142857142,0.07142857142857142,0.007142857142857143,-0.0007162420910356805,0.0007142857142857143,-1.1211437160551152e-05,7.142857142857142e-05,-1.3896518882159845e-07
air_32,air,Period II Day 14,14,Period_II,batch3,new,0.027777777777777776,0.027777777777777776,0.0014616064687583941,-0.002777777777777778,9.537232274783449e-05,-0.0002777777777777778,2.4362034517259678e-06,-2.7777777777777776e-05,0.009900990099009901,0.009900990099009901,0.0004967797829091361,-0.0004950495049504951,6.654015432175223e-05,-4.950495049504951e-05,5.761954989735496e-06,-4.950495049504951e-06,0.010526315789473684,0.010526315789473684,0.0005264493483206718,-0.0005263157894736842,5.595816775760379e-05,-5.2631578947368424e-05,5.431175217343543e-06,-5.263157894736842e-06,0.021739130434782608,0.021739130434782608,0.0008707959169198508,-0.0008695652173913044,0.0001107888555196018,-8.695652173913044e-05,1.008372953771638e-05,-8.695652173913044e-06,0.05263157894736842,0.05263157894736842,0.002640644644885375,-0.002686282751673611,0.0002981143065748437,-0.0002807310663384032,2.7610294164708202e-05,-2.646221242301745e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_33,air,Period II Day 14,14,Period_II,batch3,new,0.05263157894736842,0.05263157894736842,0.002631578947368421,-0.002631578947368421,0.0002631578947368421,-0.0002631578947368421,2.631578947368421e-05,-2.631578947368421e-05,0.009852216748768471,0.009852216748768471,0.0004913838621220414,-0.0004926108374384236,3.096988377334256e-05,-4.926108374384236e-05,3.4484383376502633e-07,-4.9261083743842356e-06,0.010416666666666666,0.010416666666666666,0.0005208333333333333,-0.0005208333333333333,5.208333333333333e-05,-5.208333333333333e-05,5.208333333333333e-06,-5.208333333333333e-06,0.02066115702479339,0.02066115702479339,0.0008264462809917356,-0.0008794135785109465,8.264462809917356e-05,-0.00011744645514281851,8.264462809917356e-06,-1.5746763816683654e-05,0.05128205128205128,0.05128205128205128,0.0026590776807230614,-0.0025641025648933196,0.0002662627937183526,-0.0002568056973122919,2.5765891325651153e-05,-2.566231272645172e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_34,air,Period II Day 14,14,Period_II,batch3,new,0.02702702702702703,0.02702702702702703,0.0013700620011634734,-0.002702702702702703,7.032810019580658e-05,-0.0002702702702702703,1.1670673896956347e-06,-2.702702702702703e-05,0.009999999999999998,0.009999999999999998,0.0005010982536707621,-0.00039257149175851616,5.6708403545344025e-05,-1.9132755213480564e-05,5.085899689930154e-06,-3.6530190210883107e-07,0.005235602094240838,0.005235602094240838,0.0005235602094240838,-0.0002755465064485629,5.235602094240838e-05,-2.250718746764112e-05,5.235602094240838e-06,-4.862032114705272e-07,0.016806722689075633,0.016806722689075633,0.0008624537407029971,-0.0008343994761190009,8.403361344537817e-05,-5.836950957895647e-05,8.403361344537817e-06,-4.410029011358037e-06,0.02564102564102564,0.02564102564102564,0.002564102564102564,-0.0013479574049770726,0.0002564102564102564,-8.972663688944942e-05,2.564102564102564e-05,-1.851506201786891e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_35,air,Period II Day 15,15,Period_II,batch3,new,0.022222222222222223,0.022222222222222223,0.0022222222222222222,-0.0022222222222222222,0.00022222222222222223,-0.00022222222222222223,2.2222222222222223e-05,-2.2222222222222223e-05,0.009216589861751152,0.009216589861751152,0.0005065816472461938,-0.00032831733429027467,5.7039289551863315e-05,-9.510129062720393e-06,4.860986241703544e-06,-1.4254409436401916e-07,0.009345794392523364,0.009345794392523364,0.00037498184613326353,-0.0004672897196261682,2.4582104537743445e-05,-4.672897196261682e-05,6.046468173370065e-07,-4.672897196261682e-06,0.02232142857142857,0.02232142857142857,0.0007237076826909309,-0.0005489745410314476,0.00010475868197223301,-3.622445637665161e-05,1.284978588259029e-05,-7.414409895586501e-07,0.024390243902439025,0.024390243902439025,0.002439024390243903,-0.002439024390243903,0.00024390243902439027,-0.00024390243902439027,2.4390243902439026e-05,-2.4390243902439026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_36,air,Period II Day 15,15,Period_II,batch3,new,0.021739130434782608,0.021739130434782608,0.002173913043478261,-0.002173913043478261,0.0002173913043478261,-0.0002173913043478261,2.173913043478261e-05,-2.173913043478261e-05,0.004608294930875576,0.004608294930875576,0.00019159566224094814,-0.0004608294930875576,6.5056550940902134e-06,-4.608294930875576e-05,9.168502611083427e-08,-4.608294930875576e-06,0.009389671361502348,0.009389671361502348,0.00015274628484181755,-0.0009377919457723037,5.809764815891471e-06,-9.356645648122086e-05,1.6164762029599123e-07,-9.385138082126587e-06,0.022222222222222223,0.022222222222222223,0.0007109341717262524,-0.0015555263332022408,5.3903484844432725e-05,-0.00015405280532875467,4.580902333512986e-06,-1.7263420423239717e-05,0.024390243902439025,0.024390243902439025,0.002439024390243903,-0.002439024390243903,0.00024390243902439027,-0.00024390243902439027,2.4390243902439026e-05,-2.4390243902439026e-05,0.07142857142857142,0.07142857142857142,0.004353558395245392,-0.006912212197925953,0.00022283387415004323,-0.00043928029576412354,5.276532809286988e-06,-9.799775391447575e-06
air_37,air,Period II Day 15,15,Period_II,batch3,new,0.021739130434782608,0.021739130434782608,0.0004224832961065494,-0.002173913043478261,9.474557221190506e-06,-0.0002173913043478261,2.4256778556986465e-07,-2.173913043478261e-05,0.004608294930875576,0.004608294930875576,0.00024047887228214105,-0.000422341225413336,1.574736210356887e-05,-2.8729538253338417e-05,4.7219898089118243e-07,-6.038858847900356e-07,0.004784688995215311,0.004784688995215311,0.0002862852029351696,-0.0004784688995215311,1.3303525100692194e-05,-4.784688995215311e-05,4.674972769284557e-07,-4.784688995215311e-06,0.017167381974248927,0.017167381974248927,0.000709098668977346,-0.001088995579404757,6.611939880327126e-05,-0.0001054914212518799,5.140144478792235e-06,-8.96926511029523e-06,0.023809523809523808,0.023809523809523808,0.0017154698402387343,-0.0016417127304962317,0.0001234240526781754,-0.00010969030079373938,4.5708878171131466e-06,-2.304856794773686e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_38,air,Period II Day 15,15,Period_II,batch3,new,0.02127659574468085,0.02127659574468085,0.002127659574468085,-0.0021081053282845626,0.0002127659574468085,-0.00012298013717597058,2.1276595744680852e-05,-1.9280767101802535e-06,0.0091324200913242,0.0091324200913242,0.00045764969859394964,-0.00045662100456621003,4.5923075527758276e-05,-4.5662100456621006e-05,4.566902682501628e-06,-4.566210045662101e-06,0.014150943396226415,0.014150943396226415,0.0004624060861156966,-0.0004716304746265028,3.7453350178492644e-05,-2.875671170439625e-05,9.434949170397847e-07,-4.3848360970586417e-07,0.012605042016806723,0.012605042016806723,0.0006418393802693726,-0.0006699530258365547,6.852512906063078e-05,-8.125512356741623e-05,8.07559014561784e-06,-8.374117097892873e-06,0.023255813953488372,0.023255813953488372,0.0017837561236792978,-0.002325581395348837,9.788308616278873e-05,-0.00023255813953488373,3.01065096433741e-06,-2.325581395348837e-05,0.07142857142857142,0.07142857142857142,0.0029456891992217793,-0.007142857142857143,0.00013768917157763413,-0.0007142857142857143,4.404128696027502e-06,-7.142857142857142e-05
air_39,air,Period II Day 15,15,Period_II,batch3,new,0.020833333333333332,0.020833333333333332,0.0020833200167669577,-0.0010837510655001407,0.00018830989345795427,-5.640421470690126e-05,6.475443178729588e-06,-9.465742027820975e-07,0.0045662100456621,0.0045662100456621,0.0004566210027771876,-0.00039863821236916825,4.184575089651591e-05,-1.753231484996239e-05,1.2851955556337518e-06,-2.7926149783248135e-07,0.004761904761904762,0.004761904761904762,0.00013565405259019384,-0.00047619047619047624,4.077323675756663e-06,-4.761904761904763e-05,1.0527283406569418e-07,-4.761904761904762e-06,0.012552301255230124,0.012552301255230124,0.000632501026438148,-0.00041841004184100416,4.792680500258e-05,-4.1841004184100415e-05,4.254103909488043e-06,-4.184100418410042e-06,0.022727272727272728,0.022727272727272728,0.002218729375354494,-0.0016504005995700956,0.00018704900101214602,-6.789618505733891e-05,6.2061447729798096e-06,-1.177998207218722e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_40,air,Period II Day 15,15,Period_II,batch3,new,0.020833333333333332,0.020833333333333332,0.0020833333333333333,-0.00022495134230768148,0.00020833333333333332,-3.720162793348407e-06,2.0833333333333333e-05,-4.1172374720493504e-08,0.0045662100456621,0.0045662100456621,9.98877168949772e-05,-0.00045662100456621003,1.3251489312333313e-06,-4.5662100456621006e-05,1.3653063817424977e-08,-4.566210045662101e-06,0.009523809523809525,0.009523809523809525,0.00038524452942104994,-0.0007727425517109227,2.47272787484246e-05,-8.285791887517802e-05,7.391768437667135e-07,-9.33396504298824e-06,0.008368200836820083,0.008368200836820083,0.0006331090832886522,-0.0006386259311475081,4.010453931509366e-05,-6.796359719191314e-05,1.1476644217017723e-06,-8.09490110015822e-06,0.022727272727272728,0.022727272727272728,0.002272727272727273,-0.0007165176987348517,0.00022727272727272727,-2.0105511102256544e-05,2.272727272727273e-05,-2.900223913939171e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_41,air,Period II Day 16,16,Period_II,batch3,new,0.037037037037037035,0.037037037037037035,0.001851851851851852,-0.001851853566923543,0.00018518518518518518,-0.00018579820942281667,1.8518518518518518e-05,-1.8535107126535257e-05,0.004405286343612335,0.004405286343612335,0.00044052863436123355,-0.00044052863436123355,4.405286343612335e-05,-4.405286343612335e-05,4.4052863436123355e-06,-4.4052863436123355e-06,0.00904977375565611,0.00904977375565611,0.0004524886877828055,-0.00045248870622036254,4.524886877828055e-05,-5.405534414277952e-05,4.5248868778280546e-06,-8.368935108489502e-06,0.00816326530612245,0.00816326530612245,0.0004081632653061225,-0.0005911589546516227,4.081632653061225e-05,-5.107657926590331e-05,4.081632653061225e-06,-4.226609309989611e-06,0.04081632653061224,0.04081632653061224,0.002040816326530612,-0.0020408180051013445,0.0002040816326530612,-0.00024917235640166386,2.0408163265306123e-05,-3.795592659798262e-05,0.058823529411764705,0.058823529411764705,0.0058823529411764705,-0.0005882352941176472,0.0005882352941176471,-5.882352941176524e-06,5.882352941176471e-05,-5.8823529411763345e-08
air_42,air,Period II Day 16,16,Period_II,batch3,new,0.03773584905660377,0.03773584905660377,0.0018867924528301887,-0.0018867924528301887,0.00018867924528301886,-0.00018867924528301886,1.8867924528301888e-05,-1.8867924528301888e-05,0.004424778761061947,0.004424778761061947,0.0004424778761061947,0.0,4.424778761061947e-05,0.0,4.424778761061947e-06,0.0,0.00909090909090909,0.00909090909090909,0.0004558096745034128,-0.00045454545454545455,4.545454545454545e-05,-4.545454545454545e-05,4.5454545454545455e-06,-4.5454545454545455e-06,0.012295081967213115,0.012295081967213115,0.0006255297192046844,-0.0005958850740440597,5.260543407514826e-05,-7.509319258300278e-05,4.150715476717218e-06,-8.116223969934746e-06,0.041666666666666664,0.041666666666666664,0.002083708000008197,-0.0020833333333333333,0.00020833333333333332,-0.00020833333333333332,2.0833333333333333e-05,-2.0833333333333333e-05,0.0625,0.0625,0.0006269020329513564,-0.00625,9.845967187355783e-06,-0.000625,1.216536939128098e-07,-6.25e-05
air_43,air,Period II Day 16,16,Period_II,batch3,new,0.03773584905660377,0.03773584905660377,0.0018867924528301887,0.0,0.00018867924528301886,0.0,1.8867924528301888e-05,0.0,0.004405286343612335,0.004405286343612335,0.00044052862393157723,-0.0003695907520650558,3.807273936156884e-05,-1.904497936682643e-05,1.0130358041301764e-06,-3.069973613639682e-07,0.00909090909090909,0.00909090909090909,0.00045509220599889577,-0.00045454545454545455,4.2771516301938114e-05,-4.545454545454545e-05,1.3796659474564825e-06,-4.5454545454545455e-06,0.00819672131147541,0.00819672131147541,0.0006255392542112818,-0.0006175561345401776,5.600558808406442e-05,-4.4107799318329546e-05,4.245153373850914e-06,-4.098360655737705e-06,0.020833333333333332,0.020833333333333332,0.002083333328194945,-0.0007235710898398741,0.00019208906442126864,-2.4256874554908967e-05,6.676454352633574e-06,-3.7403467872453583e-07,0.0625,0.0625,0.004548467902928559,-0.00625,0.00034694623089513607,-0.000625,1.053047781157747e-05,-6.25e-05
air_44,air,Period II Day 16,16,Period_II,batch3,new,0.03773584905660377,0.03773584905660377,0.0018873542156192685,-0.0018867924528301887,0.00020258734193111822,-0.00018867924528301886,1.995357871026217e-05,-1.8867924528301888e-05,0.008849557522123894,0.008849557522123894,0.00044834880138540687,-0.0004433556716491166,6.868033221636703e-05,-2.7710939508346206e-05,8.577326442509432e-06,-4.2740998291546424e-07,0.00909090909090909,0.00909090909090909,0.0004787007770358455,-0.00045454545454545455,4.595087974769611e-05,-4.545454545454545e-05,4.564941876867608e-06,-4.5454545454545455e-06,0.01639344262295082,0.01639344262295082,0.0006266791392965263,-0.0006253332603643666,6.718062441022434e-05,-5.0969249579376323e-05,8.058783391612998e-06,-4.229368881421943e-06,0.020833333333333332,0.020833333333333332,0.0020833333333333333,-0.002020552132957164,0.00020833333333333332,-0.00011959206130704873,2.0833333333333333e-05,-2.0746680829475426e-06,0.06666666666666667,0.06666666666666667,0.006666666666666667,-0.002148542799175977,0.0006666666666666666,-7.002658844051175e-05,6.666666666666667e-05,-1.2822537027123136e-06
air_45,air,Period II Day 17,17,Period_II,batch3,new,0.05660377358490566,0.05660377358490566,0.0018875800698373816,-0.0018867924528301887,0.00018936742638918144,-0.00018867924528301886,1.8869548560053503e-05,-1.8867924528301888e-05,0.013513513513513514,0.013513513513513514,0.0004504317870968816,-0.00045045045045045057,3.493664736203684e-05,-4.504504504504505e-05,6.960927438936397e-07,-4.504504504504506e-06,0.013888888888888888,0.013888888888888888,0.0004667580471184129,-0.00048630843354567226,3.540424713688879e-05,-5.426813653307417e-05,3.7105155710585123e-07,-4.7761090801257435e-06,0.017167381974248927,0.017167381974248927,0.0006554321555497437,-0.000655049910524351,4.701226665605508e-05,-5.584163860297502e-05,8.221185843858614e-07,-4.495088231799629e-06,0.0425531914893617,0.0425531914893617,0.0021964929073305657,-0.00021276595763212698,0.0002259080055484776,-2.4185106488438374e-06,2.146095138541812e-05,-3.872954439069709e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_46,air,Period II Day 17,17,Period_II,batch3,new,0.037037037037037035,0.037037037037037035,0.001695259078277245,-0.0018518625384359925,7.917225522370149e-05,-0.0001994181874690162,1.3075890199463696e-06,-1.904608052214484e-05,0.00909090909090909,0.00909090909090909,0.00028025273358475255,-0.0004545591913322691,1.7679353792185213e-05,-4.696121709428124e-05,3.726789395589492e-07,-4.582485854948299e-06,0.009523809523809525,0.009523809523809525,0.00047619047619047624,-0.00047619047619047624,4.761904761904763e-05,-4.761904761904763e-05,4.761904761904762e-06,-4.761904761904762e-06,0.020833333333333332,0.020833333333333332,0.000601189499861611,-0.0006542274212826508,4.216166569907271e-05,-0.00010187525809494895,9.452773123982426e-07,-1.226671975295012e-05,0.041666666666666664,0.041666666666666664,0.002071471583818637,-0.0020833333333333333,0.0001399077809379475,-0.00020833333333333332,2.7518457525696267e-06,-2.0833333333333333e-05,0.037037037037037035,0.037037037037037035,0.0034862922591896127,-0.003703703703703704,0.0001953062228968093,-0.00037037037037037035,4.240197161562426e-06,-3.7037037037037037e-05
air_47,air,Period II Day 17,17,Period_II,batch3,new,0.029411764705882353,0.029411764705882353,0.0029411764705882353,-0.0013156429794164098,0.00029411764705882356,-2.4458504071816882e-05,2.9411764705882354e-05,-3.356365018824465e-07,0.010471204188481676,0.010471204188481676,0.0005235615157293448,-0.0005238874237471,5.235602094240838e-05,-5.4213584402098055e-05,5.235602094240838e-06,-5.269850972338049e-06,0.010582010582010581,0.010582010582010581,0.0005292993175728115,-0.0005291005291005291,5.32206543819775e-05,-5.2910052910052905e-05,5.29602304160835e-06,-5.291005291005291e-06,0.01485148514851485,0.01485148514851485,0.0007556135676464923,-0.0007654370385617804,7.360556350239837e-05,-5.9427636101697234e-05,5.47475138111486e-06,-5.150281277782214e-06,0.03225806451612903,0.03225806451612903,0.002782991414399115,-0.0032258064516129032,0.0001827378762028407,-0.0003225806451612903,5.770559976836352e-06,-3.2258064516129034e-05,0.07142857142857142,0.07142857142857142,0.007142857142857143,-0.0007142857142857142,0.0007142857142857143,-7.142857142857146e-06,7.142857142857142e-05,-7.142857142856929e-08
air_48,air,Period II Day 17,17,Period_II,batch3,new,0.058823529411764705,0.058823529411764705,0.0029411764705882353,-0.0029411764705882353,0.00029411764705882356,-0.00029411764705882356,2.9411764705882354e-05,-2.9411764705882354e-05,0.010471204188481676,0.010471204188481676,0.0005208116367871431,-0.0005235602094240838,2.8915750528560894e-05,-5.235602094240838e-05,5.667150893874625e-07,-5.235602094240838e-06,0.010582010582010581,0.010582010582010581,0.0005284361020901802,-0.0005291005291005291,3.4131696474048046e-05,-5.2910052910052905e-05,6.517875425698856e-07,-5.291005291005291e-06,0.014925373134328358,0.014925373134328358,0.000712646955136698,-0.0007593364634436505,4.9751243781094526e-05,-6.594183827435194e-05,4.975124378109453e-06,-5.23754536660634e-06,0.03225806451612903,0.03225806451612903,0.003225806444061527,-0.0010329131566968177,0.0003016477559047284,-2.266037431279287e-05,9.10164894353887e-06,-2.546168149868377e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_49,air,Period III Day 18,18,Period_III,batch4,new,0.0196078431372549,0.0196078431372549,0.0012997629840578295,-0.00196078431372549,7.069553431723977e-05,-0.000196078431372549,1.3975023695240527e-06,-1.9607843137254903e-05,0.004545454545454545,0.004545454545454545,0.000317754255887651,-0.00045454545454545455,1.286535361672443e-05,-4.545454545454545e-05,1.9562891856969695e-07,-4.5454545454545455e-06,0.004651162790697674,0.004651162790697674,0.00034060141275908977,-0.00046511627906976747,1.74923408386645e-05,-4.651162790697674e-05,3.5001165939916605e-07,-4.651162790697674e-06,0.013157894736842105,0.013157894736842105,0.0007169647119332061,-0.0006668553694473255,8.485538117432091e-05,-7.717097665862455e-05,8.741442094648206e-06,-8.6357188982749e-06,0.022727272727272728,0.022727272727272728,0.0011607990281150892,-0.002272727272727273,5.469138888304081e-05,-0.00022727272727272727,1.1606131549204686e-06,-2.272727272727273e-05,0.07692307692307693,0.07692307692307693,0.0008308459892730101,-0.007692307692307693,1.9715334350163777e-05,-0.0007692307692307693,3.4906308659145844e-07,-7.692307692307693e-05
air_50,air,Period III Day 18,18,Period_III,batch4,new,0.038461538461538464,0.038461538461538464,0.0019230888875525485,-0.0019230769230769232,0.00020040990843221685,-0.00019230769230769233,1.9644223646646894e-05,-1.923076923076923e-05,0.00904977375565611,0.00904977375565611,0.00045248868779451906,-0.0004524886877828055,4.5345075682836815e-05,-4.524886877828055e-05,4.5321203978294074e-06,-4.5248868778280546e-06,0.009345794392523364,0.009345794392523364,0.0004679800794436925,-0.00046731534846273994,4.7281551299695596e-05,-6.409538634220445e-05,4.700124033435421e-06,-8.90534239819837e-06,0.013157894736842105,0.013157894736842105,0.0006404435001995123,-0.0007798469298245614,7.157939209212294e-05,-8.644241708337718e-05,8.716396683245778e-06,-8.758811346539451e-06,0.044444444444444446,0.044444444444444446,0.0022222270088276944,-0.0022222222222222222,0.00022616617273369812,-0.00022222222222222223,2.2441213420526322e-05,-2.2222222222222223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_51,air,Period III Day 18,18,Period_III,batch4,new,0.019230769230769232,0.019230769230769232,0.0012605765475616638,-0.0019230769230769232,8.991674417868849e-05,-0.00019230769230769233,2.3524902303894254e-06,-1.923076923076923e-05,0.004524886877828055,0.004524886877828055,0.00021673402281018687,-0.0004524886877828055,1.1348136480269544e-05,-4.524886877828055e-05,2.2270538625285146e-07,-4.5248868778280546e-06,0.004672897196261682,0.004672897196261682,0.00014786402161063672,-0.0004672897196261682,6.614486711533836e-06,-4.672897196261682e-05,1.6733969541252767e-07,-4.672897196261682e-06,0.008733624454148471,0.008733624454148471,0.0006492545551759492,-0.0004366812227074236,4.20141369617759e-05,-4.3668122270742355e-05,6.785926734856952e-07,-4.3668122270742355e-06,0.022222222222222223,0.022222222222222223,0.0008486461690874422,-0.0022222222222222222,3.810792111595831e-05,-0.00022222222222222223,1.0689363002730589e-06,-2.2222222222222223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_52,air,Period III Day 18,18,Period_III,batch4,new,0.019230769230769232,0.019230769230769232,0.0019230769230769232,-0.0019230769230769232,0.00019230769230769233,-0.00019230769230769233,1.923076923076923e-05,-1.923076923076923e-05,0.004524886877828055,0.004524886877828055,4.5249091487820764e-05,-0.0004524886877828055,5.935118015606988e-07,-4.524886877828055e-05,8.553952682247819e-09,-4.5248868778280546e-06,0.004672897196261682,0.004672897196261682,7.525574712600726e-05,-0.0004672897196261682,2.315512041531023e-06,-4.672897196261682e-05,6.533276558572941e-08,-4.672897196261682e-06,0.008733624454148471,0.008733624454148471,0.0006010050002980029,-0.000617773362369637,8.112001118902912e-05,-5.579276984876512e-05,8.664582846579716e-06,-4.598601078033663e-06,0.022222222222222223,0.022222222222222223,0.00023994809846152737,-0.0022222222222222222,4.4375192007950536e-06,-0.00022222222222222223,1.0950460561191529e-07,-2.2222222222222223e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_53,air,Period III Day 19,19,Period_III,batch4,new,0.037037037037037035,0.037037037037037035,0.0018471057753284713,-0.001851851851851852,0.0001240833723411297,-0.00018518518518518518,2.2581258731683315e-06,-1.8518518518518518e-05,0.00909090909090909,0.00909090909090909,0.0004590217121196104,-0.00045454545454545455,4.2055128124310874e-05,-4.545454545454545e-05,1.1441295500878572e-06,-4.5454545454545455e-06,0.009259259259259259,0.009259259259259259,0.000462962962962963,-0.000462962962962963,4.6296296296296294e-05,-4.6296296296296294e-05,4.6296296296296296e-06,-4.6296296296296296e-06,0.01762114537444934,0.01762114537444934,0.0006714621182252034,-0.0006284024323377879,3.95630926501587e-05,-7.59595769025324e-05,5.804758120355929e-07,-8.644972670810944e-06,0.0425531914893617,0.0425531914893617,0.002127659574468085,-0.002127659574468085,0.0002127659574468085,-0.0002127659574468085,2.1276595744680852e-05,-2.1276595744680852e-05,0.058823529411764705,0.058823529411764705,0.005568019414776623,-0.0032151682877736816,0.00043399125507444046,-0.00012669628354477076,9.746206650637857e-06,-2.7336176095251157e-06
air_54,air,Period III Day 19,19,Period_III,batch4,new,0.038461538461538464,0.038461538461538464,0.0019230767647012226,-0.0019230769230769232,0.00016686387350998554,-0.00019230769230769233,3.7212334923231363e-06,-1.923076923076923e-05,0.004608294930875576,0.004608294930875576,0.0004607109488449074,-0.0004608294930875576,3.257749835940633e-05,-4.608294930875576e-05,6.123902266846662e-07,-4.608294930875576e-06,0.004672897196261682,0.004672897196261682,0.0004585726564526835,-0.0004672897196261682,3.511880590024411e-05,-4.672897196261682e-05,9.404267812876291e-07,-4.672897196261682e-06,0.017937219730941704,0.017937219730941704,0.0006395474538934148,-0.0006311935829086375,4.2259481429320654e-05,-6.957391642821621e-05,9.316038886835541e-08,-8.556947186250878e-06,0.022222222222222223,0.022222222222222223,0.0022222220786662604,-0.0022222222222222222,0.00019177633417595362,-0.00022222222222222223,4.3677327656368145e-06,-2.2222222222222223e-05,0.0625,0.0625,0.0006249999999999997,-0.00625,6.249999999999962e-06,-0.000625,6.249999999999474e-08,-6.25e-05
air_55,air,Period III Day 20,20,Period_III,batch4,new,0.02631578947368421,0.02631578947368421,0.002631578947368421,-0.002372751674889352,0.0002631578947368421,-0.00011437982415891002,2.631578947368421e-05,-2.424365250572479e-06,0.005050505050505051,0.005050505050505051,0.0005050505050505052,-0.00038433999943901373,5.050505050505051e-05,-1.476771458753511e-05,5.050505050505051e-06,-2.691726010347842e-07,0.010309278350515464,0.010309278350515464,0.0005263194444210027,-0.0005411243015261729,8.203304597949287e-05,-4.194862971137686e-05,1.0043424103552663e-05,-8.852218990394831e-07,0.014218009478672987,0.014218009478672987,0.0007410344673207094,-0.0006732323680334949,8.410976865290564e-05,-2.5021711629975328e-05,9.340676323851371e-06,-1.7795024913891434e-07,0.029411764705882353,0.029411764705882353,0.0029411764705882353,-0.0013772456097511277,0.00029411764705882356,-3.453807427038414e-05,2.9411764705882354e-05,-6.429746213168434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
air_56,air,Period III Day 20,20,Period_III,batch4,new,0.02631578947368421,0.02631578947368421,0.002631578947368421,-0.002631578947368421,0.0002631578947368421,-0.0002631578947368421,2.631578947368421e-05,-2.631578947368421e-05,0.010101010101010102,0.010101010101010102,0.0005801195892233997,-0.0005050505050505052,6.771325089426413e-05,-5.050505050505051e-05,5.4051599743812896e-06,-5.050505050505051e-06,0.010362694300518135,0.010362694300518135,0.0005196303414302056,-0.0005181347150259068,7.909535166702048e-05,-5.1813471502590674e-05,9.976017452691474e-06,-5.1813471502590676e-06,0.018957345971563982,0.018957345971563982,0.0007395624724698997,-0.0004739336492890996,8.980971786244164e-05,-4.739336492890996e-05,9.737755012009869e-06,-4.739336492890996e-06,0.029411764705882353,0.029411764705882353,0.0029411764705882353,-0.0029411764705882353,0.00029411764705882356,-0.00029411764705882356,2.9411764705882354e-05,-2.9411764705882354e-05,0.06666666666666667,0.06666666666666667,0.0015527310607976836,-0.006666666666666667,5.6916929395141856e-05,-0.0006666666666666666,1.8331692545048826e-06,-6.666666666666667e-05
