epoch,L,Ld,Lc,backward_loss_scalar,class_loss,domain_loss,alignment_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,seed,conditional_alignment_strength
50,0.013531056232750416,0.32550349831581116,0.08455028384923935,0.35594460368156433,0.013531056232750416,0.32550349831581116,0.08455028384923935,0.35594460368156433,1.0,,0.7655677655677655,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
55,0.015883781015872955,0.32078105211257935,0.07211807370185852,0.35108843445777893,0.015883781015872955,0.32078105211257935,0.07211807370185852,0.35108843445777893,1.0,,0.7912087912087912,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
60,0.0036021582782268524,0.3165838122367859,0.0514480359852314,0.3304755687713623,0.0036021582782268524,0.3165838122367859,0.0514480359852314,0.3304755687713623,1.0,,0.8205128205128205,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
65,0.009683455340564251,0.32086196541786194,0.025281047448515892,0.3356016278266907,0.009683455340564251,0.32086196541786194,0.025281047448515892,0.3356016278266907,1.0,,0.8205128205128205,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
70,0.0018266496481373906,0.32287734746932983,0.02973560430109501,0.33065110445022583,0.0018266496481373906,0.32287734746932983,0.02973560430109501,0.33065110445022583,1.0,,0.8241758241758241,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
75,0.0012970382813364267,0.32634851336479187,0.035896170884370804,0.3348247706890106,0.0012970382813364267,0.32634851336479187,0.035896170884370804,0.3348247706890106,1.0,,0.8388278388278388,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
80,0.0015348616288974881,0.32480740547180176,0.029228979721665382,0.33218804001808167,0.0015348616288974881,0.32480740547180176,0.029228979721665382,0.33218804001808167,1.0,,0.8388278388278388,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
85,0.0013787858188152313,0.3185703456401825,0.018798943608999252,0.3237089216709137,0.0013787858188152313,0.3185703456401825,0.018798943608999252,0.3237089216709137,1.0,,0.8461538461538461,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
90,0.001031199935823679,0.317836731672287,0.00951926689594984,0.3207717835903168,0.001031199935823679,0.317836731672287,0.00951926689594984,0.3207717835903168,1.0,,0.8534798534798534,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
95,0.006173880770802498,0.3183695077896118,0.019905677065253258,0.32852452993392944,0.006173880770802498,0.3183695077896118,0.019905677065253258,0.32852452993392944,1.0,,0.8571428571428571,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
100,0.0010424203937873244,0.3194126486778259,0.018906937912106514,0.3242364525794983,0.0010424203937873244,0.3194126486778259,0.018906937912106514,0.3242364525794983,1.0,,0.8461538461538461,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
105,0.003228571731597185,0.32004833221435547,0.023065121844410896,0.32788991928100586,0.003228571731597185,0.32004833221435547,0.023065121844410896,0.32788991928100586,1.0,,0.8498168498168498,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
110,0.0014193742536008358,0.3142712414264679,0.012858112342655659,0.3182622194290161,0.0014193742536008358,0.3142712414264679,0.012858112342655659,0.3182622194290161,1.0,,0.8461538461538461,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
115,0.0006220833747647703,0.31664177775382996,0.01626991108059883,0.3205178678035736,0.0006220833747647703,0.31664177775382996,0.01626991108059883,0.3205178678035736,1.0,,0.8498168498168498,0.8976897689768977,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
120,0.0016898747999221087,0.3206767141819,0.043778300285339355,0.3311222493648529,0.0016898747999221087,0.3206767141819,0.043778300285339355,0.3311222493648529,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
125,0.0007656826637685299,0.3238410949707031,0.025923801586031914,0.3297915458679199,0.0007656826637685299,0.3238410949707031,0.025923801586031914,0.3297915458679199,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
130,0.0015041589504107833,0.32578298449516296,0.024314768612384796,0.33215010166168213,0.0015041589504107833,0.32578298449516296,0.024314768612384796,0.33215010166168213,1.0,,0.8754578754578755,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
135,0.0011997680412605405,0.3257736265659332,0.020169297233223915,0.3310072720050812,0.0011997680412605405,0.3257736265659332,0.020169297233223915,0.3310072720050812,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
140,0.001504662912338972,0.3209626376628876,0.035175882279872894,0.3295024633407593,0.001504662912338972,0.3209626376628876,0.035175882279872894,0.3295024633407593,1.0,,0.8754578754578755,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
145,0.0008281380287371576,0.3215884566307068,0.02079727314412594,0.3265760540962219,0.0008281380287371576,0.3215884566307068,0.02079727314412594,0.3265760540962219,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
150,0.00047434543375857174,0.3184610605239868,0.020478101447224617,0.3230310082435608,0.00047434543375857174,0.3184610605239868,0.020478101447224617,0.3230310082435608,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
155,0.0007885414524935186,0.3205861747264862,0.018413277342915535,0.32505735754966736,0.0007885414524935186,0.3205861747264862,0.018413277342915535,0.32505735754966736,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
160,0.026614634320139885,0.32709094882011414,0.01803590916097164,0.35731276869773865,0.026614634320139885,0.32709094882011414,0.01803590916097164,0.35731276869773865,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
165,0.011705299839377403,0.325153112411499,0.04663011059165001,0.3461844325065613,0.011705299839377403,0.325153112411499,0.04663011059165001,0.3461844325065613,1.0,,0.8388278388278388,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
170,0.0019326790934428573,0.3234372138977051,0.042793210595846176,0.33392852544784546,0.0019326790934428573,0.3234372138977051,0.042793210595846176,0.33392852544784546,1.0,,0.8424908424908425,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
175,0.0018793768249452114,0.3250581622123718,0.031321149319410324,0.3332017660140991,0.0018793768249452114,0.3250581622123718,0.031321149319410324,0.3332017660140991,1.0,,0.8608058608058609,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
180,0.003815853502601385,0.3272024095058441,0.023356592282652855,0.33568957448005676,0.003815853502601385,0.3272024095058441,0.023356592282652855,0.33568957448005676,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
185,0.0009072691900655627,0.3263281285762787,0.0212243739515543,0.3314802646636963,0.0009072691900655627,0.3263281285762787,0.0212243739515543,0.3314802646636963,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
190,0.000699383788742125,0.32776668667793274,0.02265316992998123,0.3329966962337494,0.000699383788742125,0.32776668667793274,0.02265316992998123,0.3329966962337494,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
195,0.0012283192481845617,0.3301657736301422,0.019290676340460777,0.3352522552013397,0.0012283192481845617,0.3301657736301422,0.019290676340460777,0.3352522552013397,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
200,0.0005493597127497196,0.32783448696136475,0.025240495800971985,0.3334319293498993,0.0005493597127497196,0.32783448696136475,0.025240495800971985,0.3334319293498993,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
205,0.0039670513942837715,0.3302367627620697,0.025809967890381813,0.33936581015586853,0.0039670513942837715,0.3302367627620697,0.025809967890381813,0.33936581015586853,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
210,0.0014587295008823276,0.3187522292137146,0.01553812250494957,0.32331860065460205,0.0014587295008823276,0.3187522292137146,0.01553812250494957,0.32331860065460205,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
215,0.0006136471056379378,0.31801918148994446,0.012360797263681889,0.3211050033569336,0.0006136471056379378,0.31801918148994446,0.012360797263681889,0.3211050033569336,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
220,0.0015388316242024302,0.3194252848625183,0.022455649450421333,0.3254552483558655,0.0015388316242024302,0.3194252848625183,0.022455649450421333,0.3254552483558655,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
225,0.0006206543184816837,0.32093432545661926,0.0201090257614851,0.3255767822265625,0.0006206543184816837,0.32093432545661926,0.0201090257614851,0.3255767822265625,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
230,0.001397669897414744,0.3239392936229706,0.009890243411064148,0.32731500267982483,0.001397669897414744,0.3239392936229706,0.009890243411064148,0.32731500267982483,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
235,0.0034928626846522093,0.32104599475860596,0.010302646085619926,0.3265993893146515,0.0034928626846522093,0.32104599475860596,0.010302646085619926,0.3265993893146515,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
240,0.0005111561622470617,0.32282036542892456,0.011933591216802597,0.3257182538509369,0.0005111561622470617,0.32282036542892456,0.011933591216802597,0.3257182538509369,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
245,0.0007883217185735703,0.320524126291275,0.009497922845184803,0.32321202754974365,0.0007883217185735703,0.320524126291275,0.009497922845184803,0.32321202754974365,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
250,0.00080263358540833,0.31755900382995605,0.014328454621136189,0.3212273418903351,0.00080263358540833,0.31755900382995605,0.014328454621136189,0.3212273418903351,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
255,0.0011249133385717869,0.3215015232563019,0.0346924252808094,0.3295649290084839,0.0011249133385717869,0.3215015232563019,0.0346924252808094,0.3295649290084839,1.0,,0.8571428571428571,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
260,0.0010377492289990187,0.3163994252681732,0.01669508032500744,0.32077619433403015,0.0010377492289990187,0.3163994252681732,0.01669508032500744,0.32077619433403015,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
265,0.0021353615447878838,0.31610438227653503,0.01770954765379429,0.3217816650867462,0.0021353615447878838,0.31610438227653503,0.01770954765379429,0.3217816650867462,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
270,0.0021942551247775555,0.31810662150382996,0.026921892538666725,0.3256852626800537,0.0021942551247775555,0.31810662150382996,0.026921892538666725,0.3256852626800537,1.0,,0.8608058608058609,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
275,0.000918051227927208,0.3146272897720337,0.025988951325416565,0.3207431435585022,0.000918051227927208,0.3146272897720337,0.025988951325416565,0.3207431435585022,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
280,0.0005142413428984582,0.3203210234642029,0.021198226138949394,0.3250749111175537,0.0005142413428984582,0.3203210234642029,0.021198226138949394,0.3250749111175537,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
285,0.0006669203285127878,0.323545902967453,0.01780082657933235,0.32777297496795654,0.0006669203285127878,0.323545902967453,0.01780082657933235,0.32777297496795654,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
290,0.0009252122836187482,0.3260936737060547,0.013848709873855114,0.3297886252403259,0.0009252122836187482,0.3260936737060547,0.013848709873855114,0.3297886252403259,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
295,0.00037008500657975674,0.32419779896736145,0.020662246271967888,0.32870033383369446,0.00037008500657975674,0.32419779896736145,0.020662246271967888,0.32870033383369446,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
300,0.018413012847304344,0.3269979953765869,0.10033886879682541,0.3654787838459015,0.018413012847304344,0.3269979953765869,0.10033886879682541,0.3654787838459015,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
305,0.0039503322914242744,0.3267500400543213,0.08519361168146133,0.3477391004562378,0.0039503322914242744,0.3267500400543213,0.08519361168146133,0.3477391004562378,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
310,0.0021906152833253145,0.3447185456752777,0.06871912628412247,0.36065298318862915,0.0021906152833253145,0.3447185456752777,0.06871912628412247,0.36065298318862915,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
315,0.006159654818475246,0.32112735509872437,0.04519468545913696,0.3363259434700012,0.006159654818475246,0.32112735509872437,0.04519468545913696,0.3363259434700012,1.0,,0.8461538461538461,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
320,0.000778304529376328,0.3270271122455597,0.026242680847644806,0.33305397629737854,0.000778304529376328,0.3270271122455597,0.026242680847644806,0.33305397629737854,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
325,0.0034853180404752493,0.32980698347091675,0.03584849461913109,0.34046199917793274,0.0034853180404752493,0.32980698347091675,0.03584849461913109,0.34046199917793274,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
330,0.01972884126007557,0.3276190757751465,0.032096460461616516,0.3537672162055969,0.01972884126007557,0.3276190757751465,0.032096460461616516,0.3537672162055969,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
335,0.00020123017020523548,0.3365238308906555,0.036138273775577545,0.3439527153968811,0.00020123017020523548,0.3365238308906555,0.036138273775577545,0.3439527153968811,1.0,,0.8571428571428571,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
340,0.0020055861677974463,0.33241671323776245,0.027974775061011314,0.34001725912094116,0.0020055861677974463,0.33241671323776245,0.027974775061011314,0.34001725912094116,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
345,0.003052255604416132,0.319580078125,0.04552016779780388,0.33173638582229614,0.003052255604416132,0.319580078125,0.04552016779780388,0.33173638582229614,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
350,8.663571497891098e-05,0.3194722533226013,0.023499181494116783,0.3242587149143219,8.663571497891098e-05,0.3194722533226013,0.023499181494116783,0.3242587149143219,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
355,6.828930781921372e-05,0.31828993558883667,0.040881361812353134,0.3265344798564911,6.828930781921372e-05,0.31828993558883667,0.040881361812353134,0.3265344798564911,1.0,,0.8681318681318682,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
360,0.00020414932805579156,0.31623876094818115,0.08961207419633865,0.3343653082847595,0.00020414932805579156,0.31623876094818115,0.08961207419633865,0.3343653082847595,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
365,0.007586358115077019,0.3183091878890991,0.0288796816021204,0.33167147636413574,0.007586358115077019,0.3183091878890991,0.0288796816021204,0.33167147636413574,1.0,,0.8717948717948718,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
370,0.004637773614376783,0.32372304797172546,0.009957807138562202,0.33035239577293396,0.004637773614376783,0.32372304797172546,0.009957807138562202,0.33035239577293396,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
375,0.0003654430038295686,0.3224528431892395,0.023163961246609688,0.32745108008384705,0.0003654430038295686,0.3224528431892395,0.023163961246609688,0.32745108008384705,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
380,0.00013743096496909857,0.31902220845222473,0.04883089289069176,0.32892581820487976,0.00013743096496909857,0.31902220845222473,0.04883089289069176,0.32892581820487976,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
385,0.013907525688409805,0.3186078369617462,0.010418404825031757,0.3345990478992462,0.013907525688409805,0.3186078369617462,0.010418404825031757,0.3345990478992462,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
390,0.0006836827960796654,0.32550039887428284,0.020824747160077095,0.33034905791282654,0.0006836827960796654,0.32550039887428284,0.020824747160077095,0.33034905791282654,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
395,0.0004535077605396509,0.3217000365257263,0.01024589128792286,0.3242027163505554,0.0004535077605396509,0.3217000365257263,0.01024589128792286,0.3242027163505554,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
400,0.0024643137585371733,0.31851333379745483,0.013917673379182816,0.3237611949443817,0.0024643137585371733,0.31851333379745483,0.013917673379182816,0.3237611949443817,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
1,1.1242079734802246,0.6584635972976685,0.008274897001683712,1.7843265533447266,1.1242079734802246,0.6584635972976685,0.008274897001683712,1.7843265533447266,0.56,0.6,0.4065934065934066,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
5,0.8408328890800476,0.5553224682807922,0.10124395042657852,1.416404128074646,0.8408328890800476,0.5553224682807922,0.10124395042657852,1.416404128074646,0.84,0.8,0.6373626373626373,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
10,0.6239113211631775,0.3807082772254944,0.2509995698928833,1.0548194646835327,0.6239113211631775,0.3807082772254944,0.2509995698928833,1.0548194646835327,0.64,0.4,0.6117216117216118,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
15,0.5017902851104736,0.33760973811149597,0.1267872154712677,0.8647574782371521,0.5017902851104736,0.33760973811149597,0.1267872154712677,0.8647574782371521,0.84,0.8,0.6666666666666666,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
20,0.33535176515579224,0.3188413083553314,0.12408065795898438,0.679009199142456,0.33535176515579224,0.3188413083553314,0.12408065795898438,0.679009199142456,0.88,0.8,0.673992673992674,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
25,0.2169332355260849,0.307437539100647,0.13072837889194489,0.5505164861679077,0.2169332355260849,0.307437539100647,0.13072837889194489,0.5505164861679077,0.92,0.8,0.6776556776556777,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
30,0.12650173902511597,0.2898964285850525,0.11324498057365417,0.4390471577644348,0.12650173902511597,0.2898964285850525,0.11324498057365417,0.4390471577644348,1.0,0.6,0.6813186813186813,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
35,0.06264083087444305,0.2968330681324005,0.07476220279932022,0.37442633509635925,0.06264083087444305,0.2968330681324005,0.07476220279932022,0.37442633509635925,1.0,0.6,0.706959706959707,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
40,0.02772034890949726,0.2934040129184723,0.10977736860513687,0.3430798351764679,0.02772034890949726,0.2934040129184723,0.10977736860513687,0.3430798351764679,1.0,0.6,0.7142857142857143,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
45,0.01773630641400814,0.30015861988067627,0.15174834430217743,0.3482446074485779,0.01773630641400814,0.30015861988067627,0.15174834430217743,0.3482446074485779,1.0,0.6,0.6703296703296703,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
50,0.01775863580405712,0.2972765564918518,0.03618641570210457,0.32227247953414917,0.01775863580405712,0.2972765564918518,0.03618641570210457,0.32227247953414917,1.0,0.6,0.6593406593406593,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
55,0.007400544360280037,0.29819604754447937,0.04772285744547844,0.3151411712169647,0.007400544360280037,0.29819604754447937,0.04772285744547844,0.3151411712169647,1.0,0.6,0.6483516483516484,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
60,0.003981488756835461,0.28578922152519226,0.04062311723828316,0.2978953421115875,0.003981488756835461,0.28578922152519226,0.04062311723828316,0.2978953421115875,1.0,0.8,0.652014652014652,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
65,0.005065540783107281,0.2834748327732086,0.11319360882043839,0.3111790716648102,0.005065540783107281,0.2834748327732086,0.11319360882043839,0.3111790716648102,1.0,0.6,0.6813186813186813,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
70,0.00577956810593605,0.28579381108283997,0.031870368868112564,0.2979474365711212,0.00577956810593605,0.28579381108283997,0.031870368868112564,0.2979474365711212,1.0,0.6,0.6959706959706959,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
75,0.0033492164220660925,0.28793635964393616,0.01874159835278988,0.29503390192985535,0.0033492164220660925,0.28793635964393616,0.01874159835278988,0.29503390192985535,1.0,0.6,0.7032967032967034,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
80,0.010803219862282276,0.2875925302505493,0.03669023513793945,0.3057337999343872,0.010803219862282276,0.2875925302505493,0.03669023513793945,0.3057337999343872,1.0,0.6,0.6996336996336996,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
85,0.004317880608141422,0.2854117453098297,0.04733526334166527,0.29919669032096863,0.004317880608141422,0.2854117453098297,0.04733526334166527,0.29919669032096863,1.0,0.6,0.7106227106227107,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
90,0.026843523606657982,0.2863823175430298,0.03511810302734375,0.32024946808815,0.026843523606657982,0.2863823175430298,0.03511810302734375,0.32024946808815,1.0,0.6,0.7252747252747253,0.9194630872483222,S2_train_I_internal_val_test_all,three_class_with_air,C-DANN-UDA,0.2,0,0.2
