mode,split_id,group,classifier,sensor,balanced_accuracy,macro_f1
original_points_stratified_random_holdout,22,,original_points_gnb,s6,0.28219696969696967,0.2563614872125511
original_points_stratified_random_holdout,23,,original_points_centroid,s1,0.6666666666666666,0.6302840434419382
original_points_stratified_random_holdout,23,,original_points_centroid,s2,0.6893939393939393,0.6916280025523722
original_points_stratified_random_holdout,23,,original_points_centroid,s3,0.649621212121212,0.6344173441734418
original_points_stratified_random_holdout,23,,original_points_centroid,s4,0.5928030303030303,0.5885650581302756
original_points_stratified_random_holdout,23,,original_points_centroid,s5,0.6818181818181818,0.6462602137020742
original_points_stratified_random_holdout,23,,original_points_centroid,s6,0.3352272727272727,0.33315419594873913
original_points_stratified_random_holdout,23,,original_points_gnb,s1,0.6306818181818182,0.628193950774596
original_points_stratified_random_holdout,23,,original_points_gnb,s2,0.7803030303030303,0.7906012979904604
original_points_stratified_random_holdout,23,,original_points_gnb,s3,0.5833333333333334,0.5792077792077793
original_points_stratified_random_holdout,23,,original_points_gnb,s4,0.6799242424242425,0.6828962957995216
original_points_stratified_random_holdout,23,,original_points_gnb,s5,0.6553030303030303,0.658121339277909
original_points_stratified_random_holdout,23,,original_points_gnb,s6,0.2878787878787879,0.2406277244986922
original_points_stratified_random_holdout,24,,original_points_centroid,s1,0.6818181818181818,0.6481967896602043
original_points_stratified_random_holdout,24,,original_points_centroid,s2,0.7102272727272726,0.7047995363784837
original_points_stratified_random_holdout,24,,original_points_centroid,s3,0.6401515151515151,0.6212030846177187
original_points_stratified_random_holdout,24,,original_points_centroid,s4,0.6193181818181818,0.6037410162257163
original_points_stratified_random_holdout,24,,original_points_centroid,s5,0.5606060606060607,0.499531116794544
original_points_stratified_random_holdout,24,,original_points_centroid,s6,0.3446969696969697,0.29654836324527795
original_points_stratified_random_holdout,24,,original_points_gnb,s1,0.5303030303030304,0.5337201608388049
original_points_stratified_random_holdout,24,,original_points_gnb,s2,0.8314393939393939,0.8408006880913286
original_points_stratified_random_holdout,24,,original_points_gnb,s3,0.5227272727272727,0.5222222222222223
original_points_stratified_random_holdout,24,,original_points_gnb,s4,0.725378787878788,0.7263888888888889
original_points_stratified_random_holdout,24,,original_points_gnb,s5,0.7215909090909092,0.7023321071495944
original_points_stratified_random_holdout,24,,original_points_gnb,s6,0.3636363636363636,0.30248756218905476
original_points_stratified_random_holdout,25,,original_points_centroid,s1,0.6515151515151515,0.6144361058995206
original_points_stratified_random_holdout,25,,original_points_centroid,s2,0.6382575757575757,0.6403361344537815
