mode,split_id,group,classifier,case,removed_sensor,n_features,accuracy,balanced_accuracy,macro_f1,delta_balanced_accuracy_vs_all,delta_macro_f1_vs_all
stratified_random_holdout,19,,gnb,all,,54,0.8666666666666667,0.8674242424242425,0.8746031746031746,0.0,0.0
stratified_random_holdout,19,,gnb,without_s1,s1,45,0.8666666666666667,0.8674242424242425,0.8746031746031746,0.0,0.0
stratified_random_holdout,19,,gnb,without_s2,s2,45,0.7666666666666667,0.7821969696969697,0.7746008471814924,0.08522727272727282,0.10000232742168225
stratified_random_holdout,19,,gnb,without_s3,s3,45,0.8666666666666667,0.8674242424242425,0.8746031746031746,0.0,0.0
stratified_random_holdout,19,,gnb,without_s4,s4,45,0.9166666666666666,0.912878787878788,0.919060970916488,-0.045454545454545414,-0.04445779631331337
stratified_random_holdout,19,,gnb,without_s5,s5,45,0.85,0.8522727272727274,0.8592007026789635,0.015151515151515138,0.01540247192421107
stratified_random_holdout,19,,gnb,without_s6,s6,45,0.8666666666666667,0.8674242424242425,0.8746031746031746,0.0,0.0
stratified_random_holdout,19,,centroid,all,,54,0.85,0.8636363636363636,0.8546611627106984,0.0,0.0
stratified_random_holdout,19,,centroid,without_s1,s1,45,0.8666666666666667,0.8787878787878789,0.8709177069627634,-0.015151515151515249,-0.01625654425206502
stratified_random_holdout,19,,centroid,without_s2,s2,45,0.8833333333333333,0.8939393939393939,0.8869138959931799,-0.030303030303030276,-0.03225273328248157
stratified_random_holdout,19,,centroid,without_s3,s3,45,0.8,0.8181818181818182,0.8093395252837978,0.045454545454545414,0.04532163742690054
stratified_random_holdout,19,,centroid,without_s4,s4,45,0.95,0.9545454545454546,0.9493676258382141,-0.09090909090909094,-0.09470646312751574
stratified_random_holdout,19,,centroid,without_s5,s5,45,0.85,0.8636363636363636,0.8516077427611582,0.0,0.003053419949540115
stratified_random_holdout,19,,centroid,without_s6,s6,45,0.85,0.8636363636363636,0.8546611627106984,0.0,0.0
stratified_random_holdout,20,,lda,all,,54,0.9166666666666666,0.9242424242424243,0.9138696836371255,0.0,0.0
stratified_random_holdout,20,,lda,without_s1,s1,45,0.9333333333333333,0.9393939393939394,0.9308207810760277,-0.015151515151515138,-0.01695109743890222
stratified_random_holdout,20,,lda,without_s2,s2,45,0.9333333333333333,0.9393939393939394,0.9308207810760277,-0.015151515151515138,-0.01695109743890222
stratified_random_holdout,20,,lda,without_s3,s3,45,0.9166666666666666,0.9242424242424242,0.9122199122199123,1.1102230246251565e-16,0.0016497714172132305
stratified_random_holdout,20,,lda,without_s4,s4,45,0.9166666666666666,0.9242424242424243,0.9138696836371255,0.0,0.0
stratified_random_holdout,20,,lda,without_s5,s5,45,0.9166666666666666,0.9242424242424243,0.9138696836371255,0.0,0.0
stratified_random_holdout,20,,lda,without_s6,s6,45,0.9333333333333333,0.9393939393939394,0.9308207810760277,-0.015151515151515138,-0.01695109743890222
stratified_random_holdout,20,,gnb,all,,54,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,20,,gnb,without_s1,s1,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,20,,gnb,without_s2,s2,45,0.9,0.9090909090909092,0.9089026915113871,0.045454545454545414,0.04543046884149293
stratified_random_holdout,20,,gnb,without_s3,s3,45,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.015151515151515138,0.015064699345288646
stratified_random_holdout,20,,gnb,without_s4,s4,45,0.9666666666666667,0.9696969696969697,0.9696342305037957,-0.015151515151515138,-0.015301070150915641
stratified_random_holdout,20,,gnb,without_s5,s5,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,20,,gnb,without_s6,s6,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,20,,centroid,all,,54,0.9166666666666666,0.9242424242424243,0.9146916951795001,0.0,0.0
stratified_random_holdout,20,,centroid,without_s1,s1,45,0.8833333333333333,0.8939393939393939,0.8815628815628815,0.030303030303030387,0.03312881361661857
stratified_random_holdout,20,,centroid,without_s2,s2,45,0.85,0.8636363636363636,0.8506913890634821,0.06060606060606066,0.06400030611601804
stratified_random_holdout,20,,centroid,without_s3,s3,45,0.8,0.818181818181818,0.8021303258145364,0.1060606060606063,0.11256136936496375
stratified_random_holdout,20,,centroid,without_s4,s4,45,0.9,0.9090909090909092,0.8981620718462824,0.015151515151515138,0.016529623333217724
stratified_random_holdout,20,,centroid,without_s5,s5,45,0.9166666666666666,0.9242424242424243,0.9146916951795001,0.0,0.0
stratified_random_holdout,20,,centroid,without_s6,s6,45,0.9166666666666666,0.9242424242424243,0.916795865633075,0.0,-0.002104170453574916
stratified_random_holdout,21,,lda,all,,54,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,21,,lda,without_s1,s1,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,21,,lda,without_s2,s2,45,0.9333333333333333,0.9393939393939394,0.9334946099651983,0.030303030303030276,0.031024531024530955
stratified_random_holdout,21,,lda,without_s3,s3,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.0,-0.00036913990402365204
stratified_random_holdout,21,,lda,without_s4,s4,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,21,,lda,without_s5,s5,45,0.95,0.9545454545454546,0.9478036175710595,0.015151515151515138,0.016715523418669775
stratified_random_holdout,21,,lda,without_s6,s6,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,21,,gnb,all,,54,0.8666666666666667,0.8731060606060606,0.8760849186655637,0.0,0.0
stratified_random_holdout,21,,gnb,without_s1,s1,45,0.8833333333333333,0.8882575757575758,0.8916282642089094,-0.015151515151515249,-0.015543345543345688
stratified_random_holdout,21,,gnb,without_s2,s2,45,0.7666666666666667,0.787878787878788,0.7639846743295019,0.0852272727272726,0.1121002443360618
stratified_random_holdout,21,,gnb,without_s3,s3,45,0.8833333333333333,0.8939393939393939,0.8925518925518926,-0.02083333333333337,-0.016466973886328895
stratified_random_holdout,21,,gnb,without_s4,s4,45,0.8833333333333333,0.8882575757575758,0.8916282642089094,-0.015151515151515249,-0.015543345543345688
stratified_random_holdout,21,,gnb,without_s5,s5,45,0.9,0.9090909090909092,0.9083333333333333,-0.03598484848484862,-0.03224841466776962
stratified_random_holdout,21,,gnb,without_s6,s6,45,0.8666666666666667,0.8731060606060606,0.8760849186655637,0.0,0.0
stratified_random_holdout,21,,centroid,all,,54,0.8166666666666667,0.8333333333333334,0.8203237562505296,0.0,0.0
stratified_random_holdout,21,,centroid,without_s1,s1,45,0.8166666666666667,0.8333333333333334,0.8194281237759499,0.0,0.0008956324745796884
stratified_random_holdout,21,,centroid,without_s2,s2,45,0.85,0.8636363636363636,0.8523569023569024,-0.030303030303030276,-0.03203314610637287
stratified_random_holdout,21,,centroid,without_s3,s3,45,0.7833333333333333,0.8030303030303031,0.7906629318394024,0.030303030303030276,0.029660824411127162
stratified_random_holdout,21,,centroid,without_s4,s4,45,0.85,0.8636363636363636,0.8523569023569024,-0.030303030303030276,-0.03203314610637287
stratified_random_holdout,21,,centroid,without_s5,s5,45,0.8333333333333334,0.8484848484848485,0.8339208773991382,-0.015151515151515138,-0.01359712114860867
stratified_random_holdout,21,,centroid,without_s6,s6,45,0.8166666666666667,0.8333333333333334,0.8203237562505296,0.0,0.0
stratified_random_holdout,22,,lda,all,,54,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,22,,lda,without_s1,s1,45,0.9333333333333333,0.9393939393939394,0.9296296296296296,0.015151515151515138,0.01740869789650279
stratified_random_holdout,22,,lda,without_s2,s2,45,0.8833333333333333,0.8939393939393939,0.8826599326599327,0.06060606060606066,0.06437839486619967
stratified_random_holdout,22,,lda,without_s3,s3,45,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,22,,lda,without_s4,s4,45,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,22,,lda,without_s5,s5,45,0.9333333333333333,0.9393939393939394,0.9308207810760277,0.015151515151515138,0.016217546450104647
stratified_random_holdout,22,,lda,without_s6,s6,45,0.95,0.9545454545454546,0.9478036175710595,0.0,-0.0007652900449270916
stratified_random_holdout,22,,gnb,all,,54,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,22,,gnb,without_s1,s1,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,22,,gnb,without_s2,s2,45,0.8833333333333333,0.8939393939393939,0.8925518925518926,0.06060606060606066,0.06178126780098747
stratified_random_holdout,22,,gnb,without_s3,s3,45,0.9333333333333333,0.9393939393939394,0.9388888888888888,0.015151515151515138,0.0154442714639913
stratified_random_holdout,22,,gnb,without_s4,s4,45,0.9833333333333333,0.9848484848484849,0.9848406546080964,-0.030303030303030276,-0.030507494255216372
stratified_random_holdout,22,,gnb,without_s5,s5,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,22,,gnb,without_s6,s6,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,22,,centroid,all,,54,0.85,0.8636363636363636,0.8518541797611565,0.0,0.0
stratified_random_holdout,22,,centroid,without_s1,s1,45,0.8333333333333334,0.8484848484848485,0.8320200125078174,0.015151515151515138,0.019834167253339086
stratified_random_holdout,22,,centroid,without_s2,s2,45,0.8333333333333334,0.8484848484848485,0.8333333333333334,0.015151515151515138,0.018520846427823145
stratified_random_holdout,22,,centroid,without_s3,s3,45,0.85,0.8636363636363636,0.8535612535612537,0.0,-0.0017070738000971586
stratified_random_holdout,22,,centroid,without_s4,s4,45,0.8833333333333333,0.8939393939393939,0.8814954051796157,-0.030303030303030276,-0.02964122541845915
stratified_random_holdout,22,,centroid,without_s5,s5,45,0.8833333333333333,0.893939393939394,0.8829456634334684,-0.030303030303030387,-0.031091483672311848
stratified_random_holdout,22,,centroid,without_s6,s6,45,0.85,0.8636363636363636,0.8518541797611565,0.0,0.0
stratified_random_holdout,23,,lda,all,,54,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,23,,lda,without_s1,s1,45,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,23,,lda,without_s2,s2,45,0.95,0.9545454545454546,0.9518037518037517,0.030303030303030276,0.030343300110742155
stratified_random_holdout,23,,lda,without_s3,s3,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.015151515151515138,0.017258771020740915
stratified_random_holdout,23,,lda,without_s4,s4,45,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,23,,lda,without_s5,s5,45,1.0,1.0,1.0,-0.015151515151515138,-0.017852948085506193
stratified_random_holdout,23,,lda,without_s6,s6,45,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,23,,gnb,all,,54,0.9166666666666666,0.9242424242424243,0.9238886005881336,0.0,0.0
stratified_random_holdout,23,,gnb,without_s1,s1,45,0.9166666666666666,0.9242424242424243,0.9238886005881336,0.0,0.0
stratified_random_holdout,23,,gnb,without_s2,s2,45,0.7333333333333333,0.7575757575757575,0.752982456140351,0.16666666666666685,0.17090614444778263
stratified_random_holdout,23,,gnb,without_s3,s3,45,0.9166666666666666,0.9242424242424243,0.9238886005881336,0.0,0.0
stratified_random_holdout,23,,gnb,without_s4,s4,45,0.95,0.9545454545454546,0.9545219638242893,-0.030303030303030276,-0.03063336323615573
stratified_random_holdout,23,,gnb,without_s5,s5,45,0.9166666666666666,0.9242424242424243,0.9238886005881336,0.0,0.0
stratified_random_holdout,23,,gnb,without_s6,s6,45,0.9166666666666666,0.9242424242424243,0.9238886005881336,0.0,0.0
stratified_random_holdout,23,,centroid,all,,54,0.9166666666666666,0.9242424242424243,0.9211159211159211,0.0,0.0
stratified_random_holdout,23,,centroid,without_s1,s1,45,0.9166666666666666,0.9242424242424243,0.9211159211159211,0.0,0.0
stratified_random_holdout,23,,centroid,without_s2,s2,45,0.8333333333333334,0.8484848484848486,0.8442644900757307,0.07575757575757569,0.07685143104019043
stratified_random_holdout,23,,centroid,without_s3,s3,45,0.8166666666666667,0.8333333333333334,0.829052429052429,0.09090909090909094,0.09206349206349207
stratified_random_holdout,23,,centroid,without_s4,s4,45,0.9333333333333333,0.9393939393939394,0.9363401456424713,-0.015151515151515138,-0.015224224526550145
stratified_random_holdout,23,,centroid,without_s5,s5,45,0.9166666666666666,0.9242424242424243,0.9211159211159211,0.0,0.0
stratified_random_holdout,23,,centroid,without_s6,s6,45,0.9333333333333333,0.9393939393939394,0.9363401456424713,-0.015151515151515138,-0.015224224526550145
stratified_random_holdout,24,,lda,all,,54,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,24,,lda,without_s1,s1,45,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,24,,lda,without_s2,s2,45,0.9166666666666666,0.9242424242424243,0.916795865633075,0.030303030303030276,0.03024246189305735
stratified_random_holdout,24,,lda,without_s3,s3,45,0.9166666666666666,0.9242424242424243,0.9138696836371255,0.030303030303030276,0.033168643889006866
stratified_random_holdout,24,,lda,without_s4,s4,45,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,24,,lda,without_s5,s5,45,0.9333333333333333,0.9393939393939394,0.9308207810760277,0.015151515151515138,0.016217546450104647
stratified_random_holdout,24,,lda,without_s6,s6,45,0.95,0.9545454545454546,0.9470383275261324,0.0,0.0
stratified_random_holdout,24,,gnb,all,,54,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.0,0.0
stratified_random_holdout,24,,gnb,without_s1,s1,45,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.0,0.0
stratified_random_holdout,24,,gnb,without_s2,s2,45,0.8,0.8181818181818182,0.8082788671023965,0.12121212121212122,0.13098959390519493
stratified_random_holdout,24,,gnb,without_s3,s3,45,0.9,0.9090909090909092,0.9089026915113871,0.030303030303030276,0.030365769496204287
stratified_random_holdout,24,,gnb,without_s4,s4,45,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.0,0.0
stratified_random_holdout,24,,gnb,without_s5,s5,45,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.0,0.0
stratified_random_holdout,24,,gnb,without_s6,s6,45,0.9333333333333333,0.9393939393939394,0.9392684610075914,0.0,0.0
stratified_random_holdout,24,,centroid,all,,54,0.85,0.8636363636363636,0.8498074454428756,0.0,0.0
stratified_random_holdout,24,,centroid,without_s1,s1,45,0.8333333333333334,0.8484848484848485,0.8328538670002085,0.015151515151515138,0.016953578442667094
stratified_random_holdout,24,,centroid,without_s2,s2,45,0.8166666666666667,0.8333333333333334,0.8165869218500799,0.030303030303030276,0.0332205235927957
stratified_random_holdout,24,,centroid,without_s3,s3,45,0.8,0.8181818181818182,0.8053872053872054,0.045454545454545414,0.044420240055670135
stratified_random_holdout,24,,centroid,without_s4,s4,45,0.8833333333333333,0.893939393939394,0.8824473629351678,-0.030303030303030387,-0.032639917492292225
stratified_random_holdout,24,,centroid,without_s5,s5,45,0.8666666666666667,0.8787878787878789,0.8664160401002506,-0.015151515151515249,-0.016608594657375075
stratified_random_holdout,24,,centroid,without_s6,s6,45,0.8666666666666667,0.8787878787878789,0.8666855008318423,-0.015151515151515249,-0.016878055388966695
stratified_random_holdout,25,,lda,all,,54,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.0,0.0
stratified_random_holdout,25,,lda,without_s1,s1,45,0.95,0.9545454545454546,0.9478036175710595,0.015151515151515138,0.017084663322693427
stratified_random_holdout,25,,lda,without_s2,s2,45,0.9,0.9090909090909092,0.9021961212199009,0.06060606060606055,0.062692159673852
stratified_random_holdout,25,,lda,without_s3,s3,45,0.9166666666666666,0.9242424242424243,0.9146916951795001,0.045454545454545414,0.050196585714252784
stratified_random_holdout,25,,lda,without_s4,s4,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.0,0.0
stratified_random_holdout,25,,lda,without_s5,s5,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.0,0.0
stratified_random_holdout,25,,lda,without_s6,s6,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,0.0,0.0
stratified_random_holdout,25,,gnb,all,,54,0.8666666666666667,0.8731060606060607,0.8770127314437306,0.0,0.0
stratified_random_holdout,25,,gnb,without_s1,s1,45,0.8666666666666667,0.8731060606060607,0.8770127314437306,0.0,0.0
stratified_random_holdout,25,,gnb,without_s2,s2,45,0.7666666666666667,0.7821969696969697,0.7823866049672502,0.09090909090909094,0.09462612647648039
stratified_random_holdout,25,,gnb,without_s3,s3,45,0.8666666666666667,0.8731060606060607,0.8770127314437306,0.0,0.0
stratified_random_holdout,25,,gnb,without_s4,s4,45,0.8833333333333333,0.8882575757575758,0.8919828741379874,-0.015151515151515138,-0.014970142694256783
stratified_random_holdout,25,,gnb,without_s5,s5,45,0.8666666666666667,0.8731060606060607,0.8770127314437306,0.0,0.0
stratified_random_holdout,25,,gnb,without_s6,s6,45,0.8666666666666667,0.8731060606060607,0.8770127314437306,0.0,0.0
stratified_random_holdout,25,,centroid,all,,54,0.8166666666666667,0.8333333333333334,0.8203237562505296,0.0,0.0
stratified_random_holdout,25,,centroid,without_s1,s1,45,0.8166666666666667,0.8333333333333334,0.8177719193631067,0.0,0.002551836887422887
stratified_random_holdout,25,,centroid,without_s2,s2,45,0.8,0.8181818181818182,0.8014101057579319,0.015151515151515138,0.018913650492597633
stratified_random_holdout,25,,centroid,without_s3,s3,45,0.75,0.7727272727272726,0.7548772548772549,0.060606060606060774,0.06544650137327468
stratified_random_holdout,25,,centroid,without_s4,s4,45,0.8833333333333333,0.8939393939393939,0.8831908831908833,-0.06060606060606055,-0.06286712694035379
stratified_random_holdout,25,,centroid,without_s5,s5,45,0.85,0.8636363636363636,0.8523603695228409,-0.030303030303030276,-0.03203661327231133
stratified_random_holdout,25,,centroid,without_s6,s6,45,0.8166666666666667,0.8333333333333334,0.8203237562505296,0.0,0.0
stratified_random_holdout,26,,lda,all,,54,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,26,,lda,without_s1,s1,45,0.9666666666666667,0.9696969696969697,0.9669955367629787,0.015151515151515138,0.015151515151515138
stratified_random_holdout,26,,lda,without_s2,s2,45,0.9333333333333333,0.9393939393939394,0.9363401456424713,0.045454545454545414,0.04580690627202255
stratified_random_holdout,26,,lda,without_s3,s3,45,0.95,0.9545454545454546,0.9470383275261324,0.030303030303030276,0.035108724388361434
stratified_random_holdout,26,,lda,without_s4,s4,45,0.9833333333333333,0.9848484848484849,0.9821470519144938,0.0,0.0
stratified_random_holdout,26,,lda,without_s5,s5,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.015151515151515138,0.017627910924764567
stratified_random_holdout,26,,lda,without_s6,s6,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.015151515151515138,0.017627910924764567
stratified_random_holdout,26,,gnb,all,,54,0.9333333333333333,0.9337121212121212,0.9370059906280918,0.0,0.0
stratified_random_holdout,26,,gnb,without_s1,s1,45,0.9333333333333333,0.9337121212121212,0.9370059906280918,0.0,0.0
stratified_random_holdout,26,,gnb,without_s2,s2,45,0.7833333333333333,0.7973484848484849,0.7928123742165488,0.13636363636363635,0.14419361641154294
stratified_random_holdout,26,,gnb,without_s3,s3,45,0.8833333333333333,0.8882575757575758,0.8916282642089094,0.045454545454545414,0.04537772641918236
stratified_random_holdout,26,,gnb,without_s4,s4,45,0.9333333333333333,0.9337121212121212,0.9370059906280918,0.0,0.0
stratified_random_holdout,26,,gnb,without_s5,s5,45,0.9333333333333333,0.9337121212121212,0.9370059906280918,0.0,0.0
stratified_random_holdout,26,,gnb,without_s6,s6,45,0.9333333333333333,0.9337121212121212,0.9370059906280918,0.0,0.0
stratified_random_holdout,26,,centroid,all,,54,0.8333333333333334,0.8484848484848486,0.8356567093409198,0.0,0.0
stratified_random_holdout,26,,centroid,without_s1,s1,45,0.8666666666666667,0.8787878787878789,0.8683760683760684,-0.030303030303030276,-0.032719359035148554
stratified_random_holdout,26,,centroid,without_s2,s2,45,0.8333333333333334,0.8484848484848486,0.8341307814992026,0.0,0.001525927841717234
stratified_random_holdout,26,,centroid,without_s3,s3,45,0.8,0.8181818181818182,0.8042168042168042,0.030303030303030387,0.03143990512411565
stratified_random_holdout,26,,centroid,without_s4,s4,45,0.8666666666666667,0.8787878787878789,0.8673580557301488,-0.030303030303030276,-0.031701346389228946
stratified_random_holdout,26,,centroid,without_s5,s5,45,0.8333333333333334,0.8484848484848486,0.8356567093409198,0.0,0.0
stratified_random_holdout,26,,centroid,without_s6,s6,45,0.85,0.8636363636363636,0.8523603695228409,-0.015151515151515027,-0.016703660181921043
stratified_random_holdout,27,,lda,all,,54,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,27,,lda,without_s1,s1,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,27,,lda,without_s2,s2,45,0.95,0.9545454545454546,0.9493844049247606,0.015151515151515138,0.015134736064968624
stratified_random_holdout,27,,lda,without_s3,s3,45,0.95,0.9545454545454546,0.9470383275261324,0.015151515151515138,0.017480813463596867
stratified_random_holdout,27,,lda,without_s4,s4,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,27,,lda,without_s5,s5,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,27,,lda,without_s6,s6,45,0.9666666666666667,0.9696969696969697,0.9645191409897292,0.0,0.0
stratified_random_holdout,27,,gnb,all,,54,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,27,,gnb,without_s1,s1,45,0.9333333333333333,0.9337121212121212,0.9370792901477402,0.02083333333333337,0.01725387020513991
stratified_random_holdout,27,,gnb,without_s2,s2,45,0.85,0.8636363636363636,0.8576819407008086,0.09090909090909094,0.09665121965207146
stratified_random_holdout,27,,gnb,without_s3,s3,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,27,,gnb,without_s4,s4,45,0.9666666666666667,0.9696969696969697,0.9696342305037957,-0.015151515151515138,-0.015301070150915641
stratified_random_holdout,27,,gnb,without_s5,s5,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,27,,gnb,without_s6,s6,45,0.95,0.9545454545454546,0.9543331603528801,0.0,0.0
stratified_random_holdout,27,,centroid,all,,54,0.8833333333333333,0.893939393939394,0.8829456634334684,0.0,0.0
stratified_random_holdout,27,,centroid,without_s1,s1,45,0.8666666666666667,0.8787878787878788,0.8660676080445016,0.015151515151515249,0.016878055388966806
stratified_random_holdout,27,,centroid,without_s2,s2,45,0.8666666666666667,0.8787878787878789,0.8673580557301488,0.015151515151515138,0.015587607703319573
stratified_random_holdout,27,,centroid,without_s3,s3,45,0.8666666666666667,0.8787878787878788,0.8677248677248678,0.015151515151515249,0.015220795708600576
stratified_random_holdout,27,,centroid,without_s4,s4,45,0.8833333333333333,0.893939393939394,0.8843091531690511,0.0,-0.0013634897355827569
stratified_random_holdout,27,,centroid,without_s5,s5,45,0.9,0.9090909090909092,0.8998130291380434,-0.015151515151515138,-0.016867365704575032
stratified_random_holdout,27,,centroid,without_s6,s6,45,0.8833333333333333,0.893939393939394,0.8843091531690511,0.0,-0.0013634897355827569
stratified_random_holdout,28,,lda,all,,54,0.9166666666666666,0.9185606060606061,0.9142726858185134,0.0,0.0
stratified_random_holdout,28,,lda,without_s1,s1,45,0.95,0.9488636363636364,0.9464165464165464,-0.030303030303030276,-0.03214386059803298
stratified_random_holdout,28,,lda,without_s2,s2,45,0.8666666666666667,0.8674242424242425,0.8648388648388649,0.051136363636363535,0.049433820979648546
stratified_random_holdout,28,,lda,without_s3,s3,45,0.9333333333333333,0.9393939393939394,0.9322997416020672,-0.02083333333333337,-0.01802705578355379
stratified_random_holdout,28,,lda,without_s4,s4,45,0.9166666666666666,0.9185606060606061,0.9142726858185134,0.0,0.0
stratified_random_holdout,28,,lda,without_s5,s5,45,0.95,0.9488636363636364,0.9488636363636364,-0.030303030303030276,-0.034590950545122956
stratified_random_holdout,28,,lda,without_s6,s6,45,0.9333333333333333,0.9393939393939394,0.9322997416020672,-0.02083333333333337,-0.01802705578355379
stratified_random_holdout,28,,gnb,all,,54,0.8833333333333333,0.8825757575757577,0.8884920634920634,0.0,0.0
stratified_random_holdout,28,,gnb,without_s1,s1,45,0.8833333333333333,0.8825757575757577,0.8884920634920634,0.0,0.0
stratified_random_holdout,28,,gnb,without_s2,s2,45,0.7333333333333333,0.7462121212121212,0.7440115440115441,0.13636363636363646,0.14448051948051932
stratified_random_holdout,28,,gnb,without_s3,s3,45,0.8666666666666667,0.8674242424242425,0.8746031746031746,0.015151515151515138,0.01388888888888884
stratified_random_holdout,28,,gnb,without_s4,s4,45,0.8833333333333333,0.8825757575757577,0.8884920634920634,0.0,0.0
stratified_random_holdout,28,,gnb,without_s5,s5,45,0.8666666666666667,0.8674242424242425,0.8738688218153831,0.015151515151515138,0.014623241676680387
stratified_random_holdout,28,,gnb,without_s6,s6,45,0.8833333333333333,0.8825757575757577,0.8884920634920634,0.0,0.0
stratified_random_holdout,28,,centroid,all,,54,0.8333333333333334,0.8484848484848486,0.8391357434835696,0.0,0.0
stratified_random_holdout,28,,centroid,without_s1,s1,45,0.8666666666666667,0.8787878787878789,0.8683760683760684,-0.030303030303030276,-0.029240324892498837
stratified_random_holdout,28,,centroid,without_s2,s2,45,0.8,0.8181818181818182,0.8038676974847189,0.030303030303030387,0.035268045998850694
stratified_random_holdout,28,,centroid,without_s3,s3,45,0.8,0.8181818181818182,0.8075489727663641,0.030303030303030387,0.0315867707172055
stratified_random_holdout,28,,centroid,without_s4,s4,45,0.85,0.8636363636363636,0.8547619047619048,-0.015151515151515027,-0.01562616127833527
stratified_random_holdout,28,,centroid,without_s5,s5,45,0.85,0.8636363636363636,0.8567333097996427,-0.015151515151515027,-0.01759756631607312
stratified_random_holdout,28,,centroid,without_s6,s6,45,0.8166666666666667,0.8333333333333334,0.8232389484349172,0.015151515151515249,0.01589679504865238
stratified_random_holdout,29,,lda,all,,54,0.95,0.9545454545454546,0.9493676258382141,0.0,0.0
stratified_random_holdout,29,,lda,without_s1,s1,45,0.9666666666666667,0.9696969696969697,0.9648882808937529,-0.015151515151515138,-0.01552065505553879
stratified_random_holdout,29,,lda,without_s2,s2,45,0.9,0.9090909090909092,0.9028727770177838,0.045454545454545414,0.04649484882043031
stratified_random_holdout,29,,lda,without_s3,s3,45,0.9166666666666666,0.9242424242424243,0.9146916951795,0.030303030303030276,0.034675930658714105
stratified_random_holdout,29,,lda,without_s4,s4,45,0.95,0.9545454545454546,0.9478036175710595,0.0,0.0015640082671546374
stratified_random_holdout,29,,lda,without_s5,s5,45,0.9333333333333333,0.9393939393939394,0.9312169312169312,0.015151515151515138,0.018150694621282937
stratified_random_holdout,29,,lda,without_s6,s6,45,0.95,0.9545454545454546,0.9493676258382141,0.0,0.0
stratified_random_holdout,29,,gnb,all,,54,0.85,0.8522727272727274,0.8592007026789635,0.0,0.0
stratified_random_holdout,29,,gnb,without_s1,s1,45,0.85,0.8522727272727274,0.8596844246522624,0.0,-0.00048372197329882294
stratified_random_holdout,29,,gnb,without_s2,s2,45,0.7166666666666667,0.7367424242424243,0.72229204487269,0.1155303030303031,0.13690865780627348
stratified_random_holdout,29,,gnb,without_s3,s3,45,0.8333333333333334,0.8371212121212123,0.84484126984127,0.015151515151515138,0.014359432837693586
