feature_space,sensor,raw_min,raw_max,display_min,display_max,padding,method,total_points
s1_s2_s3,s1,-3.105485232067508,60.9451476793249,-5.02700421940928,62.86666666666667,1.921518987341772,full min/max linear scaling with 3% padding; no clipping,135474
s1_s2_s3,s2,-4.535864978902964,91.96202531645571,-7.430801687763724,94.85696202531646,2.8949367088607603,full min/max linear scaling with 3% padding; no clipping,135474
s1_s2_s3,s3,-3.5147679324894625,7.755274261603375,-3.8528691983122476,8.093375527426161,0.3381012658227851,full min/max linear scaling with 3% padding; no clipping,135474
s2_s3_s5,s2,-4.535864978902964,91.96202531645571,-7.430801687763724,94.85696202531646,2.8949367088607603,full min/max linear scaling with 3% padding; no clipping,135474
s2_s3_s5,s3,-3.5147679324894625,7.755274261603375,-3.8528691983122476,8.093375527426161,0.3381012658227851,full min/max linear scaling with 3% padding; no clipping,135474
s2_s3_s5,s5,-3.8101265822784782,65.9704641350211,-5.9035443037974655,68.06388185654009,2.0934177215189878,full min/max linear scaling with 3% padding; no clipping,135474
