split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,alcohol,96,170,0.5176470588235295,0.9166666666666666,0.6616541353383458
S3_train_I_internal_20_10_test_all,three_class_with_air,kNN,test,,acetone,96,39,0.8205128205128205,0.3333333333333333,0.4740740740740741
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,alcohol,12,15,0.8,1.0,0.8888888888888888
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,0.0,acetone,12,9,1.0,0.75,0.8571428571428571
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,air,2,4,0.5,1.0,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,0.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,air,81,81,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,alcohol,96,100,0.87,0.90625,0.8877551020408163
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,0.0,acetone,96,92,0.9021739130434783,0.8645833333333334,0.8829787234042553
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,alcohol,12,14,0.8571428571428571,1.0,0.9230769230769231
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,1.0,acetone,12,10,1.0,0.8333333333333334,0.9090909090909091
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,air,2,4,0.5,1.0,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,1.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,air,81,81,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,alcohol,96,102,0.8431372549019608,0.8958333333333334,0.8686868686868687
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,1.0,acetone,96,90,0.8888888888888888,0.8333333333333334,0.8602150537634409
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,alcohol,12,15,0.8,1.0,0.8888888888888888
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,2.0,acetone,12,9,1.0,0.75,0.8571428571428571
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,air,2,4,0.5,1.0,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,2.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,air,81,81,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,alcohol,96,96,0.84375,0.84375,0.84375
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,2.0,acetone,96,96,0.84375,0.84375,0.84375
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,alcohol,12,14,0.8571428571428571,1.0,0.9230769230769231
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,3.0,acetone,12,10,1.0,0.8333333333333334,0.9090909090909091
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,air,2,4,0.5,1.0,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,3.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,air,81,81,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,alcohol,96,96,0.8541666666666666,0.8541666666666666,0.8541666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,3.0,acetone,96,96,0.8541666666666666,0.8541666666666666,0.8541666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,alcohol,12,14,0.8571428571428571,1.0,0.9230769230769231
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,train,4.0,acetone,12,10,1.0,0.8333333333333334,0.9090909090909091
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,air,2,4,0.5,1.0,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,validation,4.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,air,81,81,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,alcohol,96,106,0.8301886792452831,0.9166666666666666,0.8712871287128713
S3_train_I_internal_20_10_test_all,three_class_with_air,Random Forest,test,4.0,acetone,96,86,0.9069767441860465,0.8125,0.8571428571428571
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,train,,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,air,2,2,0.5,0.5,0.5
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,validation,,acetone,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,air,81,73,0.958904109589041,0.8641975308641975,0.9090909090909091
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,alcohol,96,111,0.7297297297297297,0.84375,0.782608695652174
S3_train_I_internal_20_10_test_all,three_class_with_air,RBF SVM,test,,acetone,96,89,0.8202247191011236,0.7604166666666666,0.7891891891891892
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,0.0,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,air,2,3,0.3333333333333333,0.5,0.4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,0.0,acetone,4,3,0.6666666666666666,0.5,0.5714285714285714
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,air,81,89,0.7865168539325843,0.8641975308641975,0.8235294117647058
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,alcohol,96,92,0.7934782608695652,0.7604166666666666,0.776595744680851
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,0.0,acetone,96,92,0.8152173913043478,0.78125,0.7978723404255319
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,1.0,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,air,2,3,0.3333333333333333,0.5,0.4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,1.0,acetone,4,3,0.6666666666666666,0.5,0.5714285714285714
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,air,81,73,0.9315068493150684,0.8395061728395061,0.8831168831168831
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,alcohol,96,137,0.656934306569343,0.9375,0.7725321888412017
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,1.0,acetone,96,63,0.9365079365079365,0.6145833333333334,0.7421383647798742
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,2.0,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,air,2,3,0.3333333333333333,0.5,0.4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,alcohol,4,5,0.8,1.0,0.8888888888888888
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,2.0,acetone,4,2,1.0,0.5,0.6666666666666666
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,air,81,85,0.788235294117647,0.8271604938271605,0.8072289156626506
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,alcohol,96,100,0.68,0.7083333333333334,0.6938775510204082
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,2.0,acetone,96,88,0.7386363636363636,0.6770833333333334,0.7065217391304348
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,3.0,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,air,2,3,0.3333333333333333,0.5,0.4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,3.0,acetone,4,3,0.6666666666666666,0.5,0.5714285714285714
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,air,81,90,0.7333333333333333,0.8148148148148148,0.7719298245614035
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,alcohol,96,120,0.675,0.84375,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,3.0,acetone,96,63,0.8253968253968254,0.5416666666666666,0.6540880503144654
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,air,6,6,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,alcohol,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,train,4.0,acetone,12,12,1.0,1.0,1.0
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,air,2,3,0.3333333333333333,0.5,0.4
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,alcohol,4,4,0.75,0.75,0.75
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,validation,4.0,acetone,4,3,0.6666666666666666,0.5,0.5714285714285714
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,air,81,73,0.9178082191780822,0.8271604938271605,0.8701298701298701
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,alcohol,96,112,0.6160714285714286,0.71875,0.6634615384615384
S3_train_I_internal_20_10_test_all,three_class_with_air,MLP,test,4.0,acetone,96,88,0.7272727272727273,0.6666666666666666,0.6956521739130435
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,air,14,17,0.8235294117647058,1.0,0.9032258064516129
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,alcohol,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,LDA,train,,acetone,22,19,1.0,0.8636363636363636,0.926829268292683
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,air,8,8,0.75,0.75,0.75
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S4_train_I_val_D1_2,three_class_with_air,LDA,validation,,acetone,10,9,1.0,0.9,0.9473684210526315
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,air,73,80,0.85,0.9315068493150684,0.8888888888888888
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,alcohol,86,101,0.8316831683168316,0.9767441860465116,0.8983957219251337
S4_train_I_val_D1_2,three_class_with_air,LDA,test,,acetone,86,64,1.0,0.7441860465116279,0.8533333333333334
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,train,,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,air,8,6,1.0,0.75,0.8571428571428571
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,alcohol,10,13,0.7692307692307693,1.0,0.8695652173913043
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,validation,,acetone,10,9,1.0,0.9,0.9473684210526315
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,air,73,69,1.0,0.9452054794520548,0.971830985915493
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,alcohol,86,106,0.8113207547169812,1.0,0.8958333333333334
S4_train_I_val_D1_2,three_class_with_air,Logistic Regression,test,,acetone,86,70,1.0,0.813953488372093,0.8974358974358975
S4_train_I_val_D1_2,three_class_with_air,kNN,train,,air,14,17,0.7647058823529411,0.9285714285714286,0.8387096774193549
S4_train_I_val_D1_2,three_class_with_air,kNN,train,,alcohol,22,20,0.85,0.7727272727272727,0.8095238095238095
S4_train_I_val_D1_2,three_class_with_air,kNN,train,,acetone,22,21,0.9047619047619048,0.8636363636363636,0.8837209302325582
S4_train_I_val_D1_2,three_class_with_air,kNN,validation,,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,kNN,validation,,alcohol,10,8,0.75,0.6,0.6666666666666666
S4_train_I_val_D1_2,three_class_with_air,kNN,validation,,acetone,10,12,0.6666666666666666,0.8,0.7272727272727273
S4_train_I_val_D1_2,three_class_with_air,kNN,test,,air,73,98,0.7142857142857143,0.958904109589041,0.8187134502923976
S4_train_I_val_D1_2,three_class_with_air,kNN,test,,alcohol,86,95,0.6736842105263158,0.7441860465116279,0.7071823204419889
S4_train_I_val_D1_2,three_class_with_air,kNN,test,,acetone,86,52,0.8846153846153846,0.5348837209302325,0.6666666666666666
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,0.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,0.0,alcohol,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,0.0,acetone,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,0.0,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,0.0,alcohol,10,3,1.0,0.3,0.46153846153846156
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,0.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,0.0,air,73,73,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,0.0,alcohol,86,131,0.6564885496183206,1.0,0.7926267281105991
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,0.0,acetone,86,41,1.0,0.47674418604651164,0.6456692913385826
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,1.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,1.0,alcohol,22,23,0.9565217391304348,1.0,0.9777777777777777
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,1.0,acetone,22,21,1.0,0.9545454545454546,0.9767441860465116
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,1.0,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,1.0,alcohol,10,3,1.0,0.3,0.46153846153846156
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,1.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,1.0,air,73,73,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,1.0,alcohol,86,128,0.671875,1.0,0.8037383177570093
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,1.0,acetone,86,44,1.0,0.5116279069767442,0.676923076923077
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,2.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,2.0,alcohol,22,23,0.9130434782608695,0.9545454545454546,0.9333333333333333
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,2.0,acetone,22,21,0.9523809523809523,0.9090909090909091,0.9302325581395349
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,2.0,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,2.0,alcohol,10,3,1.0,0.3,0.46153846153846156
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,2.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,2.0,air,73,73,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,2.0,alcohol,86,126,0.6825396825396826,1.0,0.8113207547169812
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,2.0,acetone,86,46,1.0,0.5348837209302325,0.696969696969697
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,alcohol,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,3.0,acetone,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,alcohol,10,3,1.0,0.3,0.46153846153846156
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,3.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,air,73,73,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,alcohol,86,129,0.6666666666666666,1.0,0.8
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,3.0,acetone,86,43,1.0,0.5,0.6666666666666666
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,alcohol,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,train,4.0,acetone,22,22,0.9545454545454546,0.9545454545454546,0.9545454545454546
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,alcohol,10,3,1.0,0.3,0.46153846153846156
S4_train_I_val_D1_2,three_class_with_air,Random Forest,validation,4.0,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,air,73,73,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,alcohol,86,132,0.6515151515151515,1.0,0.7889908256880734
S4_train_I_val_D1_2,three_class_with_air,Random Forest,test,4.0,acetone,86,40,1.0,0.46511627906976744,0.6349206349206349
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,train,,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,air,8,8,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,alcohol,10,9,1.0,0.9,0.9473684210526315
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,validation,,acetone,10,11,0.9090909090909091,1.0,0.9523809523809523
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,air,73,67,1.0,0.9178082191780822,0.9571428571428572
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,alcohol,86,105,0.8,0.9767441860465116,0.8795811518324608
S4_train_I_val_D1_2,three_class_with_air,RBF SVM,test,,acetone,86,73,0.9726027397260274,0.8255813953488372,0.8930817610062893
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,0.0,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,air,8,9,0.8888888888888888,1.0,0.9411764705882353
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,alcohol,10,5,1.0,0.5,0.6666666666666666
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,0.0,acetone,10,14,0.7142857142857143,1.0,0.8333333333333334
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,air,73,82,0.8170731707317073,0.9178082191780822,0.864516129032258
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,alcohol,86,109,0.7706422018348624,0.9767441860465116,0.8615384615384616
S4_train_I_val_D1_2,three_class_with_air,MLP,test,0.0,acetone,86,54,1.0,0.627906976744186,0.7714285714285715
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,1.0,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,air,8,9,0.8888888888888888,1.0,0.9411764705882353
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,alcohol,10,7,1.0,0.7,0.8235294117647058
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,1.0,acetone,10,12,0.8333333333333334,1.0,0.9090909090909091
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,air,73,75,0.9066666666666666,0.9315068493150684,0.918918918918919
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,alcohol,86,117,0.7264957264957265,0.9883720930232558,0.8374384236453202
S4_train_I_val_D1_2,three_class_with_air,MLP,test,1.0,acetone,86,53,1.0,0.6162790697674418,0.762589928057554
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,2.0,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,air,8,8,0.875,0.875,0.875
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,alcohol,10,6,0.8333333333333334,0.5,0.625
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,2.0,acetone,10,14,0.7142857142857143,1.0,0.8333333333333334
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,air,73,82,0.8170731707317073,0.9178082191780822,0.864516129032258
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,alcohol,86,118,0.6949152542372882,0.9534883720930233,0.803921568627451
S4_train_I_val_D1_2,three_class_with_air,MLP,test,2.0,acetone,86,45,1.0,0.5232558139534884,0.6870229007633588
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,3.0,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,air,8,8,0.875,0.875,0.875
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,alcohol,10,6,0.8333333333333334,0.5,0.625
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,3.0,acetone,10,14,0.6428571428571429,0.9,0.75
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,air,73,82,0.8292682926829268,0.9315068493150684,0.8774193548387097
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,alcohol,86,117,0.7264957264957265,0.9883720930232558,0.8374384236453202
S4_train_I_val_D1_2,three_class_with_air,MLP,test,3.0,acetone,86,46,1.0,0.5348837209302325,0.696969696969697
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,air,14,14,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,alcohol,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,train,4.0,acetone,22,22,1.0,1.0,1.0
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,air,8,8,0.875,0.875,0.875
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,alcohol,10,6,1.0,0.6,0.75
S4_train_I_val_D1_2,three_class_with_air,MLP,validation,4.0,acetone,10,14,0.7142857142857143,1.0,0.8333333333333334
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,air,73,74,0.8918918918918919,0.9041095890410958,0.8979591836734694
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,alcohol,86,118,0.7203389830508474,0.9883720930232558,0.8333333333333334
S4_train_I_val_D1_2,three_class_with_air,MLP,test,4.0,acetone,86,53,1.0,0.6162790697674418,0.762589928057554
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,air,18,21,0.8571428571428571,1.0,0.9230769230769231
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,alcohol,27,25,1.0,0.9259259259259259,0.9615384615384616
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,train,,acetone,27,26,1.0,0.9629629629629629,0.9811320754716981
