split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,air,6,9,0.6666666666666666,1.0,0.8
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,validation,,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,air,69,64,0.953125,0.8840579710144928,0.9172932330827067
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,alcohol,81,99,0.7777777777777778,0.9506172839506173,0.8555555555555555
S5_train_I_D1_val_D2_3,three_class_with_air,LDA,test,,acetone,81,68,0.9705882352941176,0.8148148148148148,0.8859060402684564
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,train,,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,alcohol,10,11,0.9090909090909091,1.0,0.9523809523809523
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,validation,,acetone,10,9,1.0,0.9,0.9473684210526315
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,air,69,67,0.9850746268656716,0.9565217391304348,0.9705882352941176
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,alcohol,81,95,0.8421052631578947,0.9876543209876543,0.9090909090909091
S5_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,test,,acetone,81,69,1.0,0.8518518518518519,0.92
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,train,,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,alcohol,10,8,0.625,0.5,0.5555555555555556
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,validation,,acetone,10,12,0.5833333333333334,0.7,0.6363636363636364
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,air,69,61,0.9180327868852459,0.8115942028985508,0.8615384615384616
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,alcohol,81,103,0.7281553398058253,0.9259259259259259,0.8152173913043478
S5_train_I_D1_val_D2_3,three_class_with_air,kNN,test,,acetone,81,67,0.9402985074626866,0.7777777777777778,0.8513513513513513
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,alcohol,27,30,0.8666666666666667,0.9629629629629629,0.9122807017543859
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,0.0,acetone,27,24,0.9583333333333334,0.8518518518518519,0.9019607843137255
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,alcohol,10,15,0.6666666666666666,1.0,0.8
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,0.0,acetone,10,5,1.0,0.5,0.6666666666666666
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,air,69,69,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,alcohol,81,103,0.7766990291262136,0.9876543209876543,0.8695652173913043
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,0.0,acetone,81,59,0.9830508474576272,0.7160493827160493,0.8285714285714286
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,alcohol,27,30,0.8666666666666667,0.9629629629629629,0.9122807017543859
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,1.0,acetone,27,24,0.9583333333333334,0.8518518518518519,0.9019607843137255
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,1.0,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,1.0,alcohol,10,15,0.6666666666666666,1.0,0.8
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,1.0,acetone,10,5,1.0,0.5,0.6666666666666666
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,1.0,air,69,69,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,1.0,alcohol,81,103,0.7766990291262136,0.9876543209876543,0.8695652173913043
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,1.0,acetone,81,59,0.9830508474576272,0.7160493827160493,0.8285714285714286
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,2.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,2.0,alcohol,27,30,0.8666666666666667,0.9629629629629629,0.9122807017543859
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,2.0,acetone,27,24,0.9583333333333334,0.8518518518518519,0.9019607843137255
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,2.0,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,2.0,alcohol,10,14,0.7142857142857143,1.0,0.8333333333333334
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,2.0,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,2.0,air,69,69,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,2.0,alcohol,81,103,0.7766990291262136,0.9876543209876543,0.8695652173913043
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,2.0,acetone,81,59,0.9830508474576272,0.7160493827160493,0.8285714285714286
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,3.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,3.0,alcohol,27,30,0.8666666666666667,0.9629629629629629,0.9122807017543859
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,3.0,acetone,27,24,0.9583333333333334,0.8518518518518519,0.9019607843137255
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,3.0,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,3.0,alcohol,10,14,0.7142857142857143,1.0,0.8333333333333334
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,3.0,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,3.0,air,69,69,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,3.0,alcohol,81,103,0.7766990291262136,0.9876543209876543,0.8695652173913043
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,3.0,acetone,81,59,0.9830508474576272,0.7160493827160493,0.8285714285714286
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,4.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,4.0,alcohol,27,30,0.8666666666666667,0.9629629629629629,0.9122807017543859
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,train,4.0,acetone,27,24,0.9583333333333334,0.8518518518518519,0.9019607843137255
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,4.0,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,4.0,alcohol,10,14,0.7142857142857143,1.0,0.8333333333333334
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,validation,4.0,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,4.0,air,69,69,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,4.0,alcohol,81,104,0.7692307692307693,0.9876543209876543,0.8648648648648649
S5_train_I_D1_val_D2_3,three_class_with_air,Random Forest,test,4.0,acetone,81,58,0.9827586206896551,0.7037037037037037,0.8201438848920863
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,train,,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,train,,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,train,,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,validation,,air,6,6,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,validation,,alcohol,10,10,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,validation,,acetone,10,10,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,test,,air,69,64,1.0,0.927536231884058,0.9624060150375939
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,test,,alcohol,81,97,0.8144329896907216,0.9753086419753086,0.8876404494382022
S5_train_I_D1_val_D2_3,three_class_with_air,RBF SVM,test,,acetone,81,70,0.9714285714285714,0.8395061728395061,0.9006622516556292
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,0.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,0.0,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,0.0,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,0.0,air,6,11,0.5454545454545454,1.0,0.7058823529411765
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,0.0,alcohol,10,9,1.0,0.9,0.9473684210526315
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,0.0,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,0.0,air,69,72,0.9166666666666666,0.9565217391304348,0.9361702127659575
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,0.0,alcohol,81,101,0.801980198019802,1.0,0.8901098901098901
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,0.0,acetone,81,58,1.0,0.7160493827160493,0.8345323741007195
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,1.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,1.0,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,1.0,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,1.0,air,6,9,0.6666666666666666,1.0,0.8
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,1.0,alcohol,10,10,0.9,0.9,0.9
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,1.0,acetone,10,7,1.0,0.7,0.8235294117647058
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,1.0,air,69,68,0.9264705882352942,0.9130434782608695,0.9197080291970803
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,1.0,alcohol,81,104,0.7788461538461539,1.0,0.8756756756756757
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,1.0,acetone,81,59,1.0,0.7283950617283951,0.8428571428571429
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,2.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,2.0,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,2.0,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,2.0,air,6,11,0.5454545454545454,1.0,0.7058823529411765
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,2.0,alcohol,10,9,1.0,0.9,0.9473684210526315
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,2.0,acetone,10,6,1.0,0.6,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,2.0,air,69,71,0.9014084507042254,0.927536231884058,0.9142857142857143
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,2.0,alcohol,81,102,0.7745098039215687,0.9753086419753086,0.8633879781420765
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,2.0,acetone,81,58,0.9827586206896551,0.7037037037037037,0.8201438848920863
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,3.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,3.0,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,3.0,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,3.0,air,6,10,0.6,1.0,0.75
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,3.0,alcohol,10,11,0.8181818181818182,0.9,0.8571428571428571
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,3.0,acetone,10,5,1.0,0.5,0.6666666666666666
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,3.0,air,69,70,0.9142857142857143,0.927536231884058,0.920863309352518
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,3.0,alcohol,81,101,0.801980198019802,1.0,0.8901098901098901
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,3.0,acetone,81,60,1.0,0.7407407407407407,0.851063829787234
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,4.0,air,18,18,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,4.0,alcohol,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,train,4.0,acetone,27,27,1.0,1.0,1.0
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,4.0,air,6,7,0.8571428571428571,1.0,0.9230769230769231
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,4.0,alcohol,10,10,0.9,0.9,0.9
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,validation,4.0,acetone,10,9,1.0,0.9,0.9473684210526315
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,4.0,air,69,69,0.927536231884058,0.927536231884058,0.927536231884058
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,4.0,alcohol,81,103,0.7766990291262136,0.9876543209876543,0.8695652173913043
S5_train_I_D1_val_D2_3,three_class_with_air,MLP,test,4.0,acetone,81,59,1.0,0.7283950617283951,0.8428571428571429
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,train,,air,24,31,0.7741935483870968,1.0,0.8727272727272727
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,train,,alcohol,37,34,1.0,0.918918918918919,0.9577464788732394
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,train,,acetone,37,33,1.0,0.8918918918918919,0.9428571428571428
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,validation,,air,10,12,0.8333333333333334,1.0,0.9090909090909091
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,validation,,alcohol,15,16,0.9375,1.0,0.967741935483871
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,validation,,acetone,15,12,1.0,0.8,0.8888888888888888
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,test,,air,63,68,0.8529411764705882,0.9206349206349206,0.8854961832061069
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,test,,alcohol,71,78,0.8717948717948718,0.9577464788732394,0.912751677852349
S6_train_I_D1_2_val_D3_5,three_class_with_air,LDA,test,,acetone,71,59,1.0,0.8309859154929577,0.9076923076923077
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,train,,air,24,26,0.9230769230769231,1.0,0.96
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,train,,alcohol,37,38,0.9736842105263158,1.0,0.9866666666666667
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,train,,acetone,37,34,1.0,0.918918918918919,0.9577464788732394
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,validation,,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,validation,,alcohol,15,17,0.8823529411764706,1.0,0.9375
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,validation,,acetone,15,13,1.0,0.8666666666666667,0.9285714285714286
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,test,,air,63,63,0.9841269841269841,0.9841269841269841,0.9841269841269841
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,test,,alcohol,71,75,0.9333333333333333,0.9859154929577465,0.958904109589041
S6_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,test,,acetone,71,67,1.0,0.9436619718309859,0.9710144927536232
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,train,,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,train,,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,train,,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,validation,,air,10,11,0.8181818181818182,0.9,0.8571428571428571
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,validation,,alcohol,15,17,0.8235294117647058,0.9333333333333333,0.875
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,validation,,acetone,15,12,1.0,0.8,0.8888888888888888
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,test,,air,63,55,1.0,0.873015873015873,0.9322033898305084
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,test,,alcohol,71,84,0.7738095238095238,0.9154929577464789,0.8387096774193549
S6_train_I_D1_2_val_D3_5,three_class_with_air,kNN,test,,acetone,71,66,0.8787878787878788,0.8169014084507042,0.8467153284671532
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,0.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,0.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,0.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,0.0,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,0.0,alcohol,15,23,0.6521739130434783,1.0,0.7894736842105263
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,0.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,0.0,air,63,63,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,0.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,0.0,acetone,71,54,1.0,0.7605633802816901,0.864
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,1.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,1.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,1.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,1.0,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,1.0,alcohol,15,23,0.6521739130434783,1.0,0.7894736842105263
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,1.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,air,63,63,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,1.0,acetone,71,54,1.0,0.7605633802816901,0.864
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,2.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,alcohol,15,23,0.6521739130434783,1.0,0.7894736842105263
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,2.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,air,63,63,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,2.0,acetone,71,54,1.0,0.7605633802816901,0.864
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,alcohol,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,3.0,acetone,37,37,0.8918918918918919,0.8918918918918919,0.8918918918918919
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,alcohol,15,23,0.6521739130434783,1.0,0.7894736842105263
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,3.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,air,63,63,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,3.0,acetone,71,54,1.0,0.7605633802816901,0.864
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,alcohol,37,38,0.868421052631579,0.8918918918918919,0.88
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,train,4.0,acetone,37,36,0.8888888888888888,0.8648648648648649,0.8767123287671232
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,alcohol,15,23,0.6521739130434783,1.0,0.7894736842105263
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,validation,4.0,acetone,15,7,1.0,0.4666666666666667,0.6363636363636364
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,air,63,63,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,alcohol,71,88,0.8068181818181818,1.0,0.8930817610062893
S6_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,test,4.0,acetone,71,54,1.0,0.7605633802816901,0.864
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,alcohol,37,38,0.9736842105263158,1.0,0.9866666666666667
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,train,,acetone,37,36,1.0,0.972972972972973,0.9863013698630136
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,air,10,10,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,alcohol,15,15,0.9333333333333333,0.9333333333333333,0.9333333333333333
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,validation,,acetone,15,15,0.9333333333333333,0.9333333333333333,0.9333333333333333
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,air,63,60,1.0,0.9523809523809523,0.975609756097561
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,alcohol,71,79,0.8987341772151899,1.0,0.9466666666666667
S6_train_I_D1_2_val_D3_5,three_class_with_air,RBF SVM,test,,acetone,71,66,1.0,0.9295774647887324,0.9635036496350365
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,0.0,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,air,10,13,0.7692307692307693,1.0,0.8695652173913043
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,alcohol,15,18,0.8333333333333334,1.0,0.9090909090909091
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,0.0,acetone,15,9,1.0,0.6,0.75
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,air,63,56,0.9642857142857143,0.8571428571428571,0.907563025210084
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,alcohol,71,84,0.8452380952380952,1.0,0.9161290322580645
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,0.0,acetone,71,65,1.0,0.9154929577464789,0.9558823529411765
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,air,24,24,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,alcohol,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,train,1.0,acetone,37,37,1.0,1.0,1.0
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,air,10,11,0.9090909090909091,1.0,0.9523809523809523
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,alcohol,15,19,0.7894736842105263,1.0,0.8823529411764706
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,validation,1.0,acetone,15,10,1.0,0.6666666666666666,0.8
S6_train_I_D1_2_val_D3_5,three_class_with_air,MLP,test,1.0,air,63,60,0.9666666666666667,0.9206349206349206,0.943089430894309
