split,description,task,model,random_state,tuning_random_state,tuning_seed_values,protocol_version,preprocessing,best_params,fixed_estimator_params,selection_method,final_training,train_n,selection_train_n,validation_n,test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,58,30,28,245,1.0,0.8928571428571429,0.8408163265306122,1.0,0.9,0.8453860040352553,1.0,0.8912655971479501,0.8396490902072644
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,58,30,28,245,1.0,0.7857142857142857,0.7918367346938775,1.0,0.7916666666666666,0.7981841350748646,1.0,0.7777777777777778,0.7851535328076893
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,58,30,28,245,1.0,0.75,0.8122448979591836,1.0,0.7583333333333333,0.8182542210895188,1.0,0.75,0.8039424918179089
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,58,30,28,245,1.0,0.8214285714285714,0.8326530612244898,1.0,0.8250000000000001,0.8362535839439312,1.0,0.8194444444444445,0.8312941483547855
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,LDA,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",shrinkage=0.1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,72,46,26,231,0.9583333333333334,0.8076923076923077,0.8831168831168831,0.9629629629629629,0.8333333333333334,0.8831633565933084,0.9552491533623609,0.8023809523809523,0.8862516096355728
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Logistic Regression,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=1.0,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,72,46,26,231,1.0,0.9615384615384616,0.9307359307359307,1.0,0.9666666666666667,0.9320093039899803,1.0,0.9665831244778613,0.9332263814616756
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,kNN,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",n_neighbors=1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,72,46,26,231,1.0,0.6923076923076923,0.8398268398268398,1.0,0.7333333333333334,0.8384326355340849,1.0,0.7306397306397306,0.8427024013980535
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Random Forest,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=1,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,0.9305555555555556,0.8076923076923077,0.8961038961038961,0.9382716049382717,0.8333333333333334,0.9012345679012346,0.9380804953560372,0.8222222222222223,0.8993788819875776
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Random Forest,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=1,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,0.9305555555555556,0.8076923076923077,0.8961038961038961,0.9382716049382717,0.8333333333333334,0.9012345679012346,0.9380804953560372,0.8222222222222223,0.8993788819875776
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Random Forest,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=1,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,0.9305555555555556,0.8461538461538461,0.8961038961038961,0.9382716049382717,0.8666666666666667,0.9012345679012346,0.9380804953560372,0.8611111111111112,0.8993788819875776
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Random Forest,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=1,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,0.9305555555555556,0.8461538461538461,0.8961038961038961,0.9382716049382717,0.8666666666666667,0.9012345679012346,0.9380804953560372,0.8611111111111112,0.8993788819875776
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Random Forest,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=1,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,0.9305555555555556,0.8461538461538461,0.8917748917748918,0.9382716049382717,0.8666666666666667,0.897119341563786,0.9380804953560372,0.8611111111111112,0.8950029165856505
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,RBF SVM,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=10.0;gamma=scale,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,72,46,26,231,1.0,1.0,0.9134199134199135,1.0,1.0,0.9141170155662909,1.0,1.0,0.9169029053771417
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,1.0,0.8076923076923077,0.8874458874458875,1.0,0.8333333333333334,0.8908570406154946,1.0,0.8010835913312694,0.8869374923255223
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,1.0,0.8461538461538461,0.8787878787878788,1.0,0.8666666666666666,0.8804795133297549,1.0,0.8411764705882353,0.8794136159099663
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,1.0,0.8076923076923077,0.8658008658008658,1.0,0.8333333333333334,0.8688495258543568,1.0,0.8010835913312694,0.8659391924399591
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,1.0,0.7692307692307693,0.8874458874458875,1.0,0.7999999999999999,0.8894256575415996,1.0,0.7579365079365079,0.8873456764165474
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,72,46,26,231,1.0,0.9230769230769231,0.8787878787878788,1.0,0.9333333333333332,0.8811952048667026,1.0,0.9234817813765183,0.8799861973775017
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,LDA,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",shrinkage=0.5,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9285714285714286,0.925,0.9024390243902439,0.9369369369369368,0.9333333333333332,0.903122438333706,0.924443631485885,0.9219072444878896,0.9019800562502546
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Logistic Regression,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=0.1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9693877551020408,0.95,0.9707317073170731,0.9729729729729729,0.9555555555555556,0.9712348163052389,0.9681377151799687,0.9553571428571429,0.9713485288232161
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,kNN,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",n_neighbors=1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,1.0,0.875,0.8682926829268293,1.0,0.8777777777777779,0.8684700797376855,1.0,0.8736772486772487,0.8725427985723387
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9183673469387755,0.8,0.9170731707317074,0.9279279279279279,0.8222222222222223,0.92018779342723,0.9279279279279279,0.8086124401913876,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9183673469387755,0.8,0.9170731707317074,0.9279279279279279,0.8222222222222223,0.92018779342723,0.9279279279279279,0.8086124401913876,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9183673469387755,0.8,0.9170731707317074,0.9279279279279279,0.8222222222222223,0.92018779342723,0.9279279279279279,0.8086124401913876,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9183673469387755,0.8,0.9170731707317074,0.9279279279279279,0.8222222222222223,0.92018779342723,0.9279279279279279,0.8086124401913876,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9081632653061225,0.8,0.9170731707317074,0.918918918918919,0.8222222222222223,0.92018779342723,0.918904109589041,0.8086124401913876,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,RBF SVM,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=10.0;gamma=0.01,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9897959183673469,0.95,0.9609756097560975,0.990990990990991,0.9555555555555556,0.9606528057232282,0.9909893455098935,0.9555555555555556,0.9619266907997548
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.85,0.926829268292683,1.0,0.8666666666666667,0.9242119382964454,1.0,0.8428853754940712,0.926524803469775
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.875,0.9512195121951219,1.0,0.8888888888888888,0.9500707951412176,1.0,0.8782446311858076,0.9508771014176439
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.775,0.9463414634146341,1.0,0.7999999999999999,0.9447797898502124,1.0,0.7644087938205585,0.9461090767122036
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.8,0.9560975609756097,1.0,0.8222222222222223,0.9541694612117148,1.0,0.7876905702992659,0.9557353127775663
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.85,0.9463414634146341,1.0,0.8666666666666667,0.9447797898502124,1.0,0.8531746031746031,0.9466209787604681
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,LDA,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",shrinkage=0.25,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.9387755102040817,0.9230769230769231,0.926829268292683,0.9459459459459459,0.9333333333333332,0.927192786347716,0.9347939488784559,0.9214489214489214,0.9267324192201466
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Logistic Regression,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=0.1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.9693877551020408,0.9230769230769231,0.9707317073170731,0.9729729729729729,0.9333333333333332,0.9712348163052389,0.9681377151799687,0.9326599326599326,0.9713485288232161
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,kNN,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",n_neighbors=3,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.8775510204081632,0.8846153846153846,0.8975609756097561,0.8821321321321322,0.9,0.899023772263209,0.8777464788732394,0.8897028897028897,0.8998753511119922
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387755,0.8846153846153846,0.9170731707317074,0.9279279279279279,0.9,0.92018779342723,0.9279279279279279,0.899749373433584,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387755,0.8846153846153846,0.9170731707317074,0.9279279279279279,0.9,0.92018779342723,0.9279279279279279,0.899749373433584,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387755,0.8846153846153846,0.9170731707317074,0.9279279279279279,0.9,0.92018779342723,0.9279279279279279,0.899749373433584,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387755,0.8846153846153846,0.9170731707317074,0.9279279279279279,0.9,0.92018779342723,0.9279279279279279,0.899749373433584,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387755,0.8846153846153846,0.9170731707317074,0.9279279279279279,0.9,0.92018779342723,0.9279279279279279,0.899749373433584,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,RBF SVM,,,,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",C=10.0;gamma=scale,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,1.0,0.8846153846153846,0.9658536585365853,1.0,0.9,0.9647514717937252,1.0,0.899749373433584,0.9662168383897788
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,0.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.8461538461538461,0.926829268292683,1.0,0.8666666666666667,0.9242119382964454,1.0,0.8611111111111112,0.926524803469775
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,1.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.8846153846153846,0.9512195121951219,1.0,0.9,0.9500707951412176,1.0,0.8976982097186701,0.9508771014176439
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,2.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.9230769230769231,0.9463414634146341,1.0,0.9333333333333332,0.9447797898502124,1.0,0.9214489214489214,0.9461090767122036
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,3.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.9230769230769231,0.9560975609756097,1.0,0.9333333333333332,0.9541694612117148,1.0,0.9326599326599326,0.9557353127775663
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,4.0,,0;1;2;3;4,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)","hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.8461538461538461,0.9463414634146341,1.0,0.8666666666666667,0.9447797898502124,1.0,0.8387445887445887,0.9466209787604681
