experiment,feature_dim,split,task,model,best_params,selection_method,train_n,validation_n,test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,fit_assessment
shape_normalized,54,S3_train_I_val_D1_2,binary_without_air,LDA,shrinkage=0.01,validation_accuracy_macro_f1_balanced_accuracy,24,20,140,1.0,1.0,0.9857142857142858,1.0,1.0,0.9857142857142858,1.0,1.0,0.985711369667279,0.014285714285714235,Reasonable or mild shift
shape_normalized,54,S3_train_I_val_D1_2,binary_without_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,24,20,140,1.0,1.0,0.7928571428571428,1.0,1.0,0.7928571428571429,1.0,1.0,0.7835705528013219,0.20714285714285718,Possible overfitting or domain shift
shape_normalized,54,S3_train_I_val_D1_2,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,24,20,140,1.0,1.0,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,1.0,0.9714285714285714,0.02857142857142858,Reasonable or mild shift
shape_normalized,54,S3_train_I_val_D1_2,binary_without_air,Random Forest,subspace_mult=2.0,validation_accuracy_macro_f1_balanced_accuracy,24,20,140,0.875,1.0,0.9571428571428572,0.875,1.0,0.9571428571428572,0.873015873015873,1.0,0.9571428571428572,-0.08214285714285718,Reasonable or mild shift
shape_normalized,54,S3_train_I_val_D1_2,binary_without_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,24,20,140,1.0,1.0,0.9928571428571429,1.0,1.0,0.9928571428571429,1.0,1.0,0.9928567784070617,0.0071428571428571175,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,three_class_with_air,LDA,shrinkage=0.01,validation_accuracy_macro_f1_balanced_accuracy,46,26,185,1.0,1.0,0.9513513513513514,1.0,1.0,0.95011655011655,1.0,1.0,0.9525053165015157,0.048648648648648596,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,three_class_with_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,46,26,185,1.0,0.9615384615384616,0.8810810810810811,1.0,0.9444444444444445,0.8787878787878789,1.0,0.9538239538239539,0.8838357785358367,0.11891891891891893,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,three_class_with_air,kNN,k=3,validation_accuracy_macro_f1_balanced_accuracy,46,26,185,0.9782608695652174,0.9615384615384616,0.9297297297297298,0.9803921568627452,0.9444444444444445,0.923076923076923,0.9803751803751805,0.9538239538239539,0.9262287139984982,0.048531139835487624,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,three_class_with_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,46,26,185,0.9347826086956522,0.9230769230769231,0.9405405405405406,0.9330065359477123,0.8888888888888888,0.9361305361305362,0.9302911467617351,0.903030303030303,0.9390128741454049,-0.005757931844888375,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,three_class_with_air,RBF LS-SVM,gamma_mult=0.5;c_value=10.0,validation_accuracy_macro_f1_balanced_accuracy,46,26,185,1.0,1.0,0.9405405405405406,1.0,1.0,0.937062937062937,1.0,1.0,0.9407595396027538,0.05945945945945941,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,binary_without_air,LDA,shrinkage=0.01,validation_accuracy_macro_f1_balanced_accuracy,34,20,130,1.0,1.0,0.9769230769230769,1.0,1.0,0.976923076923077,1.0,1.0,0.9769107808892309,0.023076923076923106,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,binary_without_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,34,20,130,1.0,1.0,0.9538461538461539,1.0,1.0,0.9538461538461538,1.0,1.0,0.9537476280834914,0.0461538461538461,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,34,20,130,1.0,1.0,0.9769230769230769,1.0,1.0,0.976923076923077,1.0,1.0,0.9769217113438665,0.023076923076923106,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,binary_without_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,34,20,130,0.9117647058823529,1.0,0.9769230769230769,0.9117647058823529,1.0,0.976923076923077,0.9116883116883117,1.0,0.9769107808892309,-0.06515837104072397,Reasonable or mild shift
shape_normalized,54,S4_train_I_D1_val_D2_3,binary_without_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,34,20,130,1.0,1.0,0.9769230769230769,1.0,1.0,0.976923076923077,1.0,1.0,0.9769107808892309,0.023076923076923106,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,three_class_with_air,LDA,shrinkage=0.1,validation_accuracy_macro_f1_balanced_accuracy,58,40,159,1.0,0.975,0.9371069182389937,1.0,0.9666666666666667,0.9349412492269634,1.0,0.9717034521788342,0.9379044754352384,0.06289308176100628,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,three_class_with_air,Logistic Regression,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,58,40,159,1.0,0.975,0.9371069182389937,1.0,0.9666666666666667,0.9349412492269634,1.0,0.9717034521788342,0.9379044754352384,0.06289308176100628,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,three_class_with_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,58,40,159,1.0,0.95,0.9245283018867925,1.0,0.9333333333333332,0.9205936920222634,1.0,0.9414575866188769,0.9226546615327118,0.07547169811320753,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,three_class_with_air,Random Forest,subspace_mult=2.0,validation_accuracy_macro_f1_balanced_accuracy,58,40,159,0.9482758620689655,1.0,0.9622641509433962,0.9545454545454546,1.0,0.962152133580705,0.9467532467532468,1.0,0.9632355598930095,-0.01398828887443071,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,three_class_with_air,RBF LS-SVM,gamma_mult=0.5;c_value=10.0,validation_accuracy_macro_f1_balanced_accuracy,58,40,159,1.0,0.975,0.9371069182389937,1.0,0.9666666666666667,0.9349412492269634,1.0,0.9717034521788342,0.9379044754352384,0.06289308176100628,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,binary_without_air,LDA,shrinkage=0.01,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,1.0,0.9636363636363636,1.0,1.0,0.9636363636363636,1.0,1.0,0.9635882158225753,0.036363636363636376,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,binary_without_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,0.9666666666666667,0.9636363636363636,1.0,0.9666666666666667,0.9636363636363636,1.0,0.9666295884315907,0.9635882158225753,0.036363636363636376,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,1.0,0.9727272727272728,1.0,1.0,0.9727272727272727,1.0,1.0,0.9727250185965782,0.027272727272727226,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,binary_without_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,0.9772727272727273,1.0,0.9636363636363636,0.9772727272727273,1.0,0.9636363636363636,0.9772609819121447,1.0,0.9635882158225753,0.013636363636363669,Reasonable or mild shift
shape_normalized,54,S5_train_I_D1_2_val_D3_5,binary_without_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,44,30,110,1.0,1.0,0.9727272727272728,1.0,1.0,0.9727272727272727,1.0,1.0,0.972706972128029,0.027272727272727226,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,three_class_with_air,LDA,shrinkage=0.5,validation_accuracy_macro_f1_balanced_accuracy,72,26,159,1.0,0.9615384615384616,0.9433962264150944,1.0,0.9444444444444445,0.9417439703153989,1.0,0.9538239538239538,0.9442901526607802,0.05660377358490565,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,three_class_with_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,72,26,159,1.0,0.9230769230769231,0.9308176100628931,1.0,0.8888888888888888,0.9281385281385282,1.0,0.903030303030303,0.9314773277037428,0.0691823899371069,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,three_class_with_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,72,26,159,1.0,0.9615384615384616,0.9685534591194969,1.0,0.9444444444444445,0.9659863945578232,1.0,0.9538239538239538,0.9675860994234066,0.03144654088050314,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,three_class_with_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,72,26,159,0.9166666666666666,1.0,0.9685534591194969,0.9197530864197531,1.0,0.968212739641311,0.9150014072614692,1.0,0.9692170075398439,-0.05188679245283023,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,three_class_with_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,72,26,159,1.0,0.9615384615384616,0.9433962264150944,1.0,0.9444444444444445,0.9417439703153989,1.0,0.9538239538239538,0.9442901526607802,0.05660377358490565,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,binary_without_air,LDA,shrinkage=0.01,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,1.0,0.9636363636363636,1.0,1.0,0.9636363636363636,1.0,1.0,0.9635882158225753,0.036363636363636376,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,binary_without_air,Logistic Regression,l2=0.001,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,1.0,0.9636363636363636,1.0,1.0,0.9636363636363636,1.0,1.0,0.9635882158225753,0.036363636363636376,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,binary_without_air,kNN,k=1,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,1.0,0.990909090909091,1.0,1.0,0.990909090909091,1.0,1.0,0.9909083395321927,0.009090909090909038,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,binary_without_air,Random Forest,subspace_mult=1.5,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,0.9814814814814815,1.0,0.9636363636363636,0.9814814814814814,1.0,0.9636363636363636,0.9814751286449399,1.0,0.9635882158225753,0.017845117845117886,Reasonable or mild shift
shape_normalized,54,S6_train_I_D1_3_val_D4_5,binary_without_air,RBF LS-SVM,gamma_mult=0.5;c_value=1.0,validation_accuracy_macro_f1_balanced_accuracy,54,20,110,1.0,1.0,0.9727272727272728,1.0,1.0,0.9727272727272727,1.0,1.0,0.972706972128029,0.027272727272727226,Reasonable or mild shift
