sensor,weighted_pc1_pc2_pc3_contribution,pc1_abs_loading_sum,pc2_abs_loading_sum,pc3_abs_loading_sum
s1,0.13251376167529205,1.4105475542655845,0.6985303875225894,0.3234832348736241
s2,0.14177215152651151,1.3378736605843908,1.3004823036666895,1.1762971598708958
s3,0.10945051602621347,0.9093117180690757,1.429422131483393,1.361356463124294
s4,0.14010370695469784,1.390461227479854,1.2002174790152587,0.6354435735705983
s5,0.13033023319199002,1.3617097871278776,0.78628742572193,0.35674962573533864
s6,0.056991332445719724,0.4891028172337159,0.30767034905107987,1.9373960011223565
