split,task,model,partition,random_state,label,support,predicted_n,precision,recall,f1,fit_id
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,validation,,alcohol,2,2,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,validation,,acetone,2,2,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,test,,air,14,11,1.0,0.7857142857142857,0.88,three_class_with_air|Logistic Regression|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,test,,alcohol,16,21,0.7619047619047619,1.0,0.8648648648648649,three_class_with_air|Logistic Regression|seed=deterministic
PB4_train_period_i_internal_val_test_batch4,three_class_with_air,Logistic Regression,test,,acetone,16,14,1.0,0.875,0.9333333333333333,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,validation,,alcohol,2,2,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,validation,,acetone,2,2,1.0,1.0,1.0,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,test,,air,10,9,1.0,0.9,0.9473684210526315,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,test,,alcohol,12,15,0.8,1.0,0.8888888888888888,three_class_with_air|Logistic Regression|seed=deterministic
PB5_train_period_i_internal_val_test_batch5,three_class_with_air,Logistic Regression,test,,acetone,12,10,1.0,0.8333333333333334,0.9090909090909091,three_class_with_air|Logistic Regression|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,train,,acetone,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,validation,,air,1,1,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,validation,,alcohol,2,1,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,validation,,acetone,2,3,0.6666666666666666,1.0,0.8,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,test,,air,8,6,1.0,0.75,0.8571428571428571,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,test,,alcohol,10,5,1.0,0.5,0.6666666666666666,three_class_with_air|kNN|seed=deterministic
PB1_train_period_i_internal_val_test_batch1,three_class_with_air,kNN,test,,acetone,10,17,0.5882352941176471,1.0,0.7407407407407407,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,train,,air,6,6,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
PB2_train_period_i_internal_val_test_batch2,three_class_with_air,kNN,train,,alcohol,12,12,1.0,1.0,1.0,three_class_with_air|kNN|seed=deterministic
