epoch,L,Ld,Ld_cdan,Lc,backward_loss_scalar,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,conditional_alignment_strength,seed
340,0.011726357974112034,0.0,0.27957767248153687,0.0,0.2913040220737457,1.0,,0.6776556776556777,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
345,0.00012068748765159398,0.0,0.2581145167350769,0.0,0.25823521614074707,1.0,,0.6886446886446886,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
350,0.0020268636289983988,0.0,0.2703627943992615,0.0,0.27238965034484863,1.0,,0.6959706959706959,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
355,1.9506021999404766e-05,0.0,0.29049956798553467,0.0,0.2905190885066986,1.0,,0.6959706959706959,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
360,0.00017489882884547114,0.0,0.2959405481815338,0.0,0.2961154580116272,1.0,,0.6959706959706959,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
365,0.00031820315052755177,0.0,0.2914799749851227,0.0,0.2917981743812561,1.0,,0.6886446886446886,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
370,0.013728025369346142,0.0,0.2914395332336426,0.0,0.305167555809021,1.0,,0.6923076923076923,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
375,4.380374593893066e-05,0.0,0.2850555181503296,0.0,0.2850993275642395,1.0,,0.6923076923076923,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
380,1.344009524473222e-05,0.0,0.2589869499206543,0.0,0.25900039076805115,1.0,,0.6886446886446886,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
385,0.0007848836248740554,0.0,0.2740265130996704,0.0,0.27481138706207275,1.0,,0.717948717948718,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
390,0.0008641750901006162,0.0,0.2685661017894745,0.0,0.2694302797317505,1.0,,0.7142857142857143,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
395,0.0006527304649353027,0.0,0.27244722843170166,0.0,0.27309995889663696,1.0,,0.717948717948718,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
400,0.00022588875435758382,0.0,0.2745550274848938,0.0,0.27478092908859253,1.0,,0.7106227106227107,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN-UDA,0.2,,0
1,1.121538758277893,0.659599781036377,0.5977612137794495,0.007090890314429998,2.3803179264068604,0.5666666666666667,,0.39194139194139194,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
5,0.8366780877113342,0.5611331462860107,0.4849262237548828,0.12911799550056458,1.9085609912872314,0.7666666666666667,,0.6776556776556777,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
10,0.6591008901596069,0.4138060510158539,0.360627681016922,0.20715920627117157,1.4749664068222046,0.6333333333333333,,0.6483516483516484,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
15,0.4698435068130493,0.3765994608402252,0.3721911609172821,0.12314607948064804,1.2432633638381958,0.7666666666666667,,0.7032967032967034,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
20,0.31970059871673584,0.38532736897468567,0.32525014877319336,0.16377629339694977,1.0630333423614502,0.9,,0.7435897435897436,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
25,0.16996341943740845,0.3370671272277832,0.33412429690361023,0.14597569406032562,0.8703499436378479,0.9666666666666667,,0.7545787545787546,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
30,0.08397029340267181,0.3432159423828125,0.3005561828613281,0.11030393838882446,0.7498032450675964,1.0,,0.7472527472527473,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
35,0.0580604262650013,0.3303658664226532,0.3191256821155548,0.09720933437347412,0.7269937992095947,1.0,,0.7692307692307693,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
40,0.02233484387397766,0.33771559596061707,0.32943016290664673,0.10315423458814621,0.7101114392280579,1.0,,0.7948717948717948,0.9075907590759076,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
45,0.01643460988998413,0.3286585807800293,0.3305814266204834,0.07303521037101746,0.6902816295623779,1.0,,0.8241758241758241,0.9108910891089109,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
50,0.03686331957578659,0.33820798993110657,0.3317813277244568,0.062322527170181274,0.7193171977996826,1.0,,0.8534798534798534,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
55,0.003613194916397333,0.33372464776039124,0.31739944219589233,0.0606306791305542,0.6668634414672852,1.0,,0.8791208791208791,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
60,0.009884726256132126,0.3316780924797058,0.3153284788131714,0.05688336119055748,0.6682679653167725,1.0,,0.8644688644688645,0.9042904290429042,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
65,0.012021368369460106,0.33575037121772766,0.3321991562843323,0.031061269342899323,0.6861830949783325,1.0,,0.8315018315018315,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
70,0.003957496955990791,0.3382348120212555,0.3366599380970001,0.06848451495170593,0.6925491690635681,1.0,,0.8241758241758241,0.8910891089108911,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
75,0.0023460565134882927,0.3283374011516571,0.3543621301651001,0.06049415469169617,0.6971444487571716,1.0,,0.8278388278388278,0.8778877887788779,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
80,0.0034226635470986366,0.323556512594223,0.34282416105270386,0.07132729142904282,0.6840688586235046,1.0,,0.8241758241758241,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
85,0.002470513340085745,0.3190915286540985,0.32457995414733887,0.03845326974987984,0.6538326740264893,1.0,,0.8131868131868132,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
90,0.0015621790662407875,0.3253939747810364,0.32206830382347107,0.028370710089802742,0.6546986103057861,1.0,,0.8424908424908425,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
95,0.0013909733388572931,0.3307163417339325,0.3233695924282074,0.045212168246507645,0.6645193696022034,1.0,,0.8498168498168498,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
100,0.002352033741772175,0.32844278216362,0.3170298635959625,0.016081158071756363,0.6510408520698547,1.0,,0.8644688644688645,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
105,0.0009395857923664153,0.3304184079170227,0.3144800066947937,0.030276944860816002,0.6518934369087219,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
110,0.0015825966838747263,0.3255797028541565,0.3118491768836975,0.023912640288472176,0.643794059753418,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
115,0.0013099625939503312,0.33113083243370056,0.3178393542766571,0.02547387033700943,0.6553748846054077,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
120,0.0016038694884628057,0.3284339904785156,0.31971460580825806,0.024390006437897682,0.6546304821968079,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
125,0.0020500903483480215,0.3272791802883148,0.3257308900356293,0.016401587054133415,0.6583405137062073,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
130,0.0026701167225837708,0.3253590166568756,0.31604376435279846,0.014033851213753223,0.6468796730041504,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
135,0.001054914086125791,0.3248728811740875,0.31747016310691833,0.016280287876725197,0.6466540098190308,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
140,0.001907119294628501,0.3262244462966919,0.3215508460998535,0.017362702637910843,0.6531549692153931,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
145,0.0009743619011715055,0.32587456703186035,0.32488664984703064,0.017777234315872192,0.655290961265564,1.0,,0.9010989010989011,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
150,0.0006087867077440023,0.3275618255138397,0.3214147984981537,0.012805923819541931,0.652146577835083,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
155,0.0009575847070664167,0.3260002136230469,0.3155674636363983,0.02401505596935749,0.64732825756073,1.0,,0.8937728937728938,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
160,0.0005253955023363233,0.32323893904685974,0.3148706257343292,0.010948541574180126,0.6408246159553528,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
165,0.0005331567954272032,0.32008296251296997,0.3178665339946747,0.016673974692821503,0.6418175101280212,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
170,0.0005764598026871681,0.3257749676704407,0.3291090726852417,0.013592000119388103,0.6581788659095764,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
175,0.0008902194676920772,0.32036080956459045,0.3369506299495697,0.03086661547422409,0.6643750071525574,1.0,,0.9010989010989011,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
180,0.001111143035814166,0.31473100185394287,0.3198862671852112,0.013141411356627941,0.6383566856384277,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
185,0.0016248092288151383,0.320033460855484,0.31772512197494507,0.022351408377289772,0.6438537240028381,1.0,,0.8937728937728938,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
190,0.001278333249501884,0.3246144950389862,0.3297646939754486,0.02922220528125763,0.661501944065094,1.0,,0.8791208791208791,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
195,0.0023934352211654186,0.3241312801837921,0.32821333408355713,0.03084743767976761,0.6609075665473938,1.0,,0.8864468864468864,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
200,0.001011379063129425,0.3215913772583008,0.3177855312824249,0.017094716429710388,0.6438071727752686,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
205,0.0007315821130760014,0.3184364140033722,0.3267435133457184,0.013365133665502071,0.6485845446586609,1.0,,0.8937728937728938,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
210,0.0010532489977777004,0.3199884295463562,0.32674071192741394,0.013068386353552341,0.6503960490226746,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
215,0.001255462528206408,0.3138653337955475,0.31939756870269775,0.02364017628133297,0.63924640417099,1.0,,0.8937728937728938,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
220,0.0007652050699107349,0.3177553713321686,0.3122299611568451,0.02274473011493683,0.6352995038032532,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
225,0.0009047907078638673,0.3232133388519287,0.32804736495018005,0.021309612318873405,0.6564274430274963,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
230,0.0003679719811771065,0.3347686529159546,0.33416548371315,0.04713847115635872,0.678729772567749,1.0,,0.8827838827838828,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
235,0.0007568126893602312,0.3281749188899994,0.31384384632110596,0.03386935964226723,0.6495494246482849,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
240,0.0014456633944064379,0.33672404289245605,0.32534587383270264,0.04190835356712341,0.6718972325325012,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
245,0.0013570125447586179,0.33950376510620117,0.3357830047607422,0.036091577261686325,0.6838620901107788,1.0,,0.9010989010989011,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
250,0.005273433867841959,0.33233940601348877,0.33468830585479736,0.024896733462810516,0.6772805452346802,1.0,,0.8974358974358975,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
255,0.002849338809028268,0.3284575045108795,0.3318364918231964,0.0438578724861145,0.6719149351119995,1.0,,0.8937728937728938,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
260,0.002735635032877326,0.32513684034347534,0.33197668194770813,0.03557833284139633,0.6669648289680481,1.0,,0.8901098901098901,0.900990099009901,S1_train_I_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
