epoch,L,Ld,Ld_cdan,Lc,backward_loss_scalar,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,conditional_alignment_strength,seed
255,0.00124655372928828,0.2476494163274765,0.23287399113178253,0.1493876427412033,0.489239364862442,1.0,0.5,0.7619047619047619,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
260,0.0011075945803895593,0.24772214889526367,0.23328208923339844,0.1037101075053215,0.48729732632637024,1.0,0.5,0.7765567765567766,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
265,0.0007722306181676686,0.2442668080329895,0.24028658866882324,0.06597252935171127,0.4886242747306824,1.0,0.5,0.7802197802197802,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
270,0.00041001400677487254,0.2502155303955078,0.2465806007385254,0.049415793269872665,0.4996769428253174,1.0,0.6,0.7765567765567766,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
275,0.0006873029051348567,0.25388067960739136,0.25004372000694275,0.03948068991303444,0.5065857768058777,1.0,0.6,0.7728937728937729,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
280,0.0007889664848335087,0.2551887035369873,0.25162872672080994,0.1844978779554367,0.5168312788009644,1.0,0.5,0.7692307692307693,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
285,0.0010066147660836577,0.2589742839336395,0.25600892305374146,0.16317884624004364,0.52414870262146,1.0,0.5,0.7728937728937729,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
290,0.000905000779312104,0.25722363591194153,0.25314345955848694,0.2211672067642212,0.5223304033279419,1.0,0.5,0.7619047619047619,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
295,0.003578642848879099,0.2549213767051697,0.244108647108078,0.22760379314422607,0.5139888525009155,1.0,0.5,0.7509157509157509,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
300,0.002449886640533805,0.25342145562171936,0.2430575042963028,0.14866338670253754,0.5063620209693909,1.0,0.5,0.7509157509157509,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
305,0.00021655911405105144,0.25102299451828003,0.24609877169132233,0.1290857195854187,0.5037926435470581,1.0,0.5,0.7509157509157509,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
310,0.001753654913045466,0.24862748384475708,0.243072047829628,0.11918181926012039,0.49941229820251465,1.0,0.6,0.7545787545787546,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
315,0.0029268586076796055,0.2456970512866974,0.2435961812734604,0.07580579072237015,0.4960103929042816,1.0,0.6,0.7582417582417582,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
320,0.0006896414561197162,0.24627472460269928,0.2357892245054245,0.07861468195915222,0.48668432235717773,1.0,0.6,0.7545787545787546,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
325,0.00021342541731428355,0.24521741271018982,0.23862558603286743,0.03379927948117256,0.4857463836669922,1.0,0.6,0.7875457875457875,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
330,0.0007003830978646874,0.24258819222450256,0.23323588073253632,0.1153884157538414,0.48229390382766724,1.0,0.6,0.7728937728937729,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
335,0.002710284199565649,0.24532757699489594,0.2384001463651657,0.1387224942445755,0.49337413907051086,1.0,0.6,0.7692307692307693,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
340,0.0017969049513339996,0.24768339097499847,0.24288563430309296,0.05526919290423393,0.49512937664985657,1.0,0.6,0.7692307692307693,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
345,0.0004130303277634084,0.24778468906879425,0.23806428909301758,0.11881432682275772,0.4922027289867401,1.0,0.5,0.7765567765567766,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
350,0.004972952883690596,0.24833828210830688,0.25245019793510437,0.14827342331409454,0.5131751298904419,1.0,0.5,0.7728937728937729,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
355,0.0010274325031787157,0.24732138216495514,0.24043159186840057,0.03901069983839989,0.4907309412956238,1.0,0.5,0.7875457875457875,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
360,0.0033643501810729504,0.2451811134815216,0.24440757930278778,0.1356491595506668,0.4997355341911316,1.0,0.5,0.7912087912087912,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
365,0.0038763340562582016,0.24958564341068268,0.2524694502353668,0.18453700840473175,0.5151582956314087,1.0,0.5,0.7912087912087912,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
370,0.0005528402980417013,0.24980546534061432,0.24849045276641846,0.10796276479959488,0.5042468905448914,1.0,0.5,0.7802197802197802,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
375,0.00046552764251828194,0.24978366494178772,0.2463502585887909,0.08219476789236069,0.5007091760635376,1.0,0.6,0.7985347985347986,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
380,0.003528304398059845,0.24872934818267822,0.2527301013469696,0.19300711154937744,0.5146380662918091,1.0,0.6,0.8058608058608059,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
385,0.0009142352500930429,0.24158243834972382,0.2364889681339264,0.19471138715744019,0.48872119188308716,1.0,0.6,0.7948717948717948,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
390,0.001986907795071602,0.24328860640525818,0.23568886518478394,0.12860774993896484,0.4873947501182556,1.0,0.5,0.7985347985347986,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
395,0.0005628765793517232,0.24474456906318665,0.23391193151474,0.06802047044038773,0.48262038826942444,1.0,0.5,0.7765567765567766,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
400,0.0008275925065390766,0.25173288583755493,0.24844948947429657,0.13502167165279388,0.5077610015869141,1.0,0.6,0.7728937728937729,0.931740614334471,S3_train_I_internal_20_10_test_all,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0
1,1.121538758277893,0.0,0.5977647304534912,0.0,1.7193034887313843,0.5666666666666667,0.4642857142857143,0.3836734693877551,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
5,0.8417827486991882,0.0,0.48272398114204407,0.0,1.3245067596435547,0.6333333333333333,0.6785714285714286,0.6122448979591837,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
10,0.6607478857040405,0.0,0.37628552317619324,0.0,1.0370334386825562,0.6,0.6428571428571429,0.6163265306122448,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
15,0.4818646311759949,0.0,0.3574918210506439,0.0,0.8393564224243164,0.8333333333333334,0.6071428571428571,0.7142857142857143,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
20,0.3189508616924286,0.0,0.3557726740837097,0.0,0.6747235059738159,0.9,0.6785714285714286,0.7387755102040816,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
25,0.16439834237098694,0.0,0.33812445402145386,0.0,0.5025228261947632,0.9666666666666667,0.7142857142857143,0.7551020408163265,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
30,0.06742777675390244,0.0,0.3043702244758606,0.0,0.37179800868034363,1.0,0.7142857142857143,0.7142857142857143,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
35,0.055647559463977814,0.0,0.28642070293426514,0.0,0.34206825494766235,1.0,0.7857142857142857,0.7387755102040816,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
40,0.038337741047143936,0.0,0.2768443524837494,0.0,0.315182089805603,1.0,0.75,0.7142857142857143,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
45,0.016935031861066818,0.0,0.2685203552246094,0.0,0.2854553759098053,1.0,0.75,0.7183673469387755,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
50,0.001529158209450543,0.0,0.27831053733825684,0.0,0.2798396944999695,1.0,0.75,0.7428571428571429,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
55,0.006010095123201609,0.0,0.27970317006111145,0.0,0.285713255405426,1.0,0.7857142857142857,0.7428571428571429,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
60,0.0027133221738040447,0.0,0.2697174549102783,0.0,0.27243077754974365,1.0,0.6785714285714286,0.7306122448979592,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
65,0.003331522922962904,0.0,0.2629382908344269,0.0,0.2662698030471802,1.0,0.6785714285714286,0.7428571428571429,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
70,0.0033103981986641884,0.0,0.271039217710495,0.0,0.2743496298789978,1.0,0.7857142857142857,0.7591836734693878,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
75,0.0009368949686177075,0.0,0.2772733271121979,0.0,0.27821022272109985,1.0,0.7857142857142857,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
80,0.000585672038141638,0.0,0.28209906816482544,0.0,0.2826847434043884,1.0,0.7857142857142857,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
85,0.0002496645029168576,0.0,0.2837159335613251,0.0,0.2839655876159668,1.0,0.7142857142857143,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
90,0.000655065116006881,0.0,0.27275797724723816,0.0,0.2734130322933197,1.0,0.7142857142857143,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
95,0.0002603473549243063,0.0,0.2608382999897003,0.0,0.2610986530780792,1.0,0.7142857142857143,0.7591836734693878,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
100,0.005643348675221205,0.0,0.2534390687942505,0.0,0.2590824067592621,1.0,0.75,0.7551020408163265,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
105,0.0004562043468467891,0.0,0.2678745985031128,0.0,0.26833081245422363,1.0,0.75,0.7591836734693878,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
110,0.00022776609694119543,0.0,0.259564071893692,0.0,0.25979185104370117,1.0,0.75,0.7673469387755102,0.8943894389438944,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
115,0.00043156297761015594,0.0,0.2921735644340515,0.0,0.29260513186454773,1.0,0.8214285714285714,0.7673469387755102,0.8910891089108911,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
120,0.003410036675632,0.0,0.3342711627483368,0.0,0.33768120408058167,1.0,0.7857142857142857,0.7673469387755102,0.8910891089108911,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
125,0.0002892032207455486,0.0,0.32387566566467285,0.0,0.32416486740112305,1.0,0.75,0.7673469387755102,0.8976897689768977,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
130,0.0007384461350739002,0.0,0.30130743980407715,0.0,0.30204588174819946,1.0,0.75,0.7551020408163265,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
135,0.0006021079607307911,0.0,0.2876323461532593,0.0,0.2882344424724579,1.0,0.7142857142857143,0.7551020408163265,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
140,0.003533995943143964,0.0,0.28453168272972107,0.0,0.28806567192077637,1.0,0.7142857142857143,0.7591836734693878,0.9174917491749175,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
145,0.00012089344090782106,0.0,0.26037561893463135,0.0,0.2604965269565582,1.0,0.75,0.7591836734693878,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
150,0.0011504311114549637,0.0,0.25942012667655945,0.0,0.26057055592536926,1.0,0.8214285714285714,0.7551020408163265,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
155,0.002100150566548109,0.0,0.240510493516922,0.0,0.2426106482744217,1.0,0.7857142857142857,0.746938775510204,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
160,0.00013417526497505605,0.0,0.2557346820831299,0.0,0.2558688521385193,1.0,0.7142857142857143,0.7387755102040816,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
165,0.0026946652214974165,0.0,0.2758409380912781,0.0,0.2785356044769287,1.0,0.8571428571428571,0.7510204081632653,0.9174917491749175,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
170,0.003084329655393958,0.0,0.2835191488265991,0.0,0.28660348057746887,1.0,0.8214285714285714,0.7551020408163265,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
175,0.0005855429917573929,0.0,0.3108823299407959,0.0,0.31146788597106934,1.0,0.8214285714285714,0.7551020408163265,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
180,0.0006131286500021815,0.0,0.3871210217475891,0.0,0.38773414492607117,1.0,0.8571428571428571,0.7591836734693878,0.8712871287128713,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
185,0.007904116995632648,0.0,0.40499359369277954,0.0,0.4128977060317993,1.0,0.8571428571428571,0.763265306122449,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
190,0.0011376494076102972,0.0,0.38827258348464966,0.0,0.38941022753715515,1.0,0.8571428571428571,0.7591836734693878,0.8514851485148515,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
195,0.0004614595673047006,0.0,0.34584590792655945,0.0,0.3463073670864105,1.0,0.8571428571428571,0.763265306122449,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
200,0.0004679432022385299,0.0,0.30636847019195557,0.0,0.30683642625808716,1.0,0.8571428571428571,0.7551020408163265,0.8976897689768977,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
205,0.00034070800757035613,0.0,0.27990737557411194,0.0,0.28024807572364807,1.0,0.75,0.7510204081632653,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
210,0.00043429649667814374,0.0,0.25506719946861267,0.0,0.25550150871276855,1.0,0.7857142857142857,0.7428571428571429,0.9240924092409241,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
215,0.00018572912085801363,0.0,0.2379487305879593,0.0,0.2381344586610794,1.0,0.7857142857142857,0.7387755102040816,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
220,0.0008841268718242645,0.0,0.2535425126552582,0.0,0.25442662835121155,1.0,0.7857142857142857,0.7346938775510204,0.9174917491749175,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
225,0.0006905457121320069,0.0,0.2840272784233093,0.0,0.2847178280353546,1.0,0.8928571428571429,0.7877551020408163,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
230,0.0065851095132529736,0.0,0.2991986572742462,0.0,0.30578377842903137,1.0,0.8571428571428571,0.7673469387755102,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
235,0.0012074370170012116,0.0,0.29736819863319397,0.0,0.29857563972473145,1.0,0.8214285714285714,0.7551020408163265,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
240,0.0003061952884308994,0.0,0.30734962224960327,0.0,0.30765581130981445,1.0,0.8214285714285714,0.7714285714285715,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
245,0.0017329029506072402,0.0,0.2771843671798706,0.0,0.2789172828197479,1.0,0.7857142857142857,0.7755102040816326,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
250,0.002068550093099475,0.0,0.2693536877632141,0.0,0.27142223715782166,1.0,0.8928571428571429,0.7795918367346939,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
255,0.0021559791639447212,0.0,0.2739274799823761,0.0,0.27608346939086914,1.0,0.8928571428571429,0.7714285714285715,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
260,0.039633601903915405,0.0,0.2820875346660614,0.0,0.3217211365699768,1.0,0.8928571428571429,0.7795918367346939,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
265,0.09999097138643265,0.0,0.3040798008441925,0.0,0.40407076478004456,1.0,0.8928571428571429,0.7795918367346939,0.9207920792079208,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
270,0.05109398066997528,0.0,0.280966192483902,0.0,0.33206015825271606,1.0,0.8571428571428571,0.763265306122449,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
275,0.005179214756935835,0.0,0.2844507694244385,0.0,0.2896299958229065,1.0,0.8214285714285714,0.673469387755102,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
280,0.00029467412969097495,0.0,0.27173393964767456,0.0,0.2720286250114441,1.0,0.8571428571428571,0.7551020408163265,0.9174917491749175,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
285,0.16402646899223328,0.0,0.2736535966396332,0.0,0.43768006563186646,1.0,0.8928571428571429,0.7510204081632653,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
290,0.0020467170979827642,0.0,0.26871731877326965,0.0,0.270764023065567,1.0,0.75,0.6857142857142857,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
295,0.00576270604506135,0.0,0.27679726481437683,0.0,0.28255996108055115,1.0,0.8928571428571429,0.7714285714285715,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
300,0.00014732321142219007,0.0,0.2707165777683258,0.0,0.2708638906478882,1.0,0.8928571428571429,0.763265306122449,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
305,0.00041395670268684626,0.0,0.2647673487663269,0.0,0.265181303024292,1.0,0.7857142857142857,0.7551020408163265,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
310,0.0031929633114486933,0.0,0.2633360028266907,0.0,0.2665289640426636,1.0,0.8214285714285714,0.7591836734693878,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
315,0.0009508585790172219,0.0,0.25277769565582275,0.0,0.25372856855392456,1.0,0.8214285714285714,0.7673469387755102,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
320,3.943333649658598e-05,0.0,0.25280871987342834,0.0,0.25284814834594727,1.0,0.8928571428571429,0.7755102040816326,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
325,4.614599674823694e-05,0.0,0.25740909576416016,0.0,0.2574552297592163,1.0,0.8928571428571429,0.7755102040816326,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
330,0.0011680539464578032,0.0,0.25971734523773193,0.0,0.2608853876590729,1.0,0.9285714285714286,0.7714285714285715,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
335,4.805510980077088e-05,0.0,0.2633207142353058,0.0,0.26336875557899475,1.0,0.9642857142857143,0.763265306122449,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
340,0.0003651790611911565,0.0,0.2597196102142334,0.0,0.26008477807044983,1.0,0.9642857142857143,0.7673469387755102,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
345,7.770193769829348e-05,0.0,0.2740187346935272,0.0,0.27409642934799194,1.0,0.8928571428571429,0.7714285714285715,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
350,2.960752317449078e-05,0.0,0.2589840292930603,0.0,0.2590136229991913,1.0,0.8571428571428571,0.763265306122449,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
355,0.28235289454460144,0.0,0.2800714075565338,0.0,0.5624243021011353,1.0,0.8214285714285714,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
360,0.014448141679167747,0.0,0.27662569284439087,0.0,0.29107382893562317,1.0,0.8928571428571429,0.7510204081632653,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
365,0.08699449896812439,0.0,0.27025577425956726,0.0,0.35725027322769165,1.0,0.8214285714285714,0.746938775510204,0.9207920792079208,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
370,0.018077019602060318,0.0,0.2750827968120575,0.0,0.2931598126888275,1.0,0.8214285714285714,0.7224489795918367,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
375,0.0004308135830797255,0.0,0.2746778726577759,0.0,0.2751086950302124,1.0,0.8214285714285714,0.7387755102040816,0.9174917491749175,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
380,0.0006806685123592615,0.0,0.26842963695526123,0.0,0.2691102921962738,1.0,0.8928571428571429,0.7510204081632653,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
385,0.0010752406669780612,0.0,0.25971055030822754,0.0,0.2607857882976532,1.0,0.8928571428571429,0.7591836734693878,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
390,0.000340603815857321,0.0,0.25668764114379883,0.0,0.2570282518863678,1.0,0.8928571428571429,0.7551020408163265,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
395,7.408726378344e-05,0.0,0.2595311105251312,0.0,0.25960519909858704,1.0,0.8928571428571429,0.7387755102040816,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
400,0.00014452412142418325,0.0,0.25879764556884766,0.0,0.2589421570301056,1.0,0.8214285714285714,0.7183673469387755,0.9141914191419142,S4_train_I_val_D1_2,three_class_with_air,CDAN-UDA,0.05,,0
1,1.121538758277893,0.659599781036377,0.5977612137794495,0.007090890314429998,2.3803179264068604,0.5666666666666667,0.4642857142857143,0.3836734693877551,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
5,0.8366780877113342,0.5611331462860107,0.4849262237548828,0.12911799550056458,1.9085609912872314,0.7666666666666667,0.6785714285714286,0.6775510204081633,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
10,0.6591008901596069,0.4138060510158539,0.360627681016922,0.20715920627117157,1.4749664068222046,0.6333333333333333,0.6428571428571429,0.6489795918367347,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
15,0.4698435068130493,0.3765994608402252,0.3721911609172821,0.12314607948064804,1.2432633638381958,0.7666666666666667,0.6785714285714286,0.7061224489795919,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
20,0.31970059871673584,0.38532736897468567,0.32525014877319336,0.16377629339694977,1.0630333423614502,0.9,0.75,0.7428571428571429,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
25,0.16996341943740845,0.3370671272277832,0.33412429690361023,0.14597569406032562,0.8703499436378479,0.9666666666666667,0.7857142857142857,0.7510204081632653,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
30,0.08397029340267181,0.3432159423828125,0.3005561828613281,0.11030393838882446,0.7498032450675964,1.0,0.8571428571428571,0.7346938775510204,0.900990099009901,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
35,0.0580604262650013,0.3303658664226532,0.3191256821155548,0.09720933437347412,0.7269937992095947,1.0,0.8928571428571429,0.7551020408163265,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
40,0.02233484387397766,0.33771559596061707,0.32943016290664673,0.10315423458814621,0.7101114392280579,1.0,0.9285714285714286,0.7795918367346939,0.9075907590759076,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
45,0.01643460988998413,0.3286585807800293,0.3305814266204834,0.07303521037101746,0.6902816295623779,1.0,0.9285714285714286,0.8122448979591836,0.9108910891089109,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
50,0.03686331957578659,0.33820798993110657,0.3317813277244568,0.062322527170181274,0.7193171977996826,1.0,0.9285714285714286,0.8448979591836735,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
55,0.003613194916397333,0.33372464776039124,0.31739944219589233,0.0606306791305542,0.6668634414672852,1.0,1.0,0.8653061224489796,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
60,0.009884726256132126,0.3316780924797058,0.3153284788131714,0.05688336119055748,0.6682679653167725,1.0,1.0,0.8489795918367347,0.9042904290429042,S4_train_I_val_D1_2,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0
