mode,split_id,group,classifier,case,removed_sensor,n_original_point_columns,accuracy,balanced_accuracy,macro_f1,delta_balanced_accuracy_vs_all,delta_macro_f1_vs_all
original_points_stratified_random_holdout,28,,original_points_gnb,without_s2,s2,3600,0.6666666666666666,0.6571969696969697,0.6743434343434344,0.0757575757575758,0.07273274752949555
original_points_stratified_random_holdout,28,,original_points_gnb,without_s3,s3,3600,0.7333333333333333,0.7178030303030303,0.7324242424242424,0.015151515151515249,0.014651939448687479
original_points_stratified_random_holdout,28,,original_points_gnb,without_s4,s4,3600,0.7666666666666667,0.7481060606060606,0.7612121212121212,-0.015151515151515027,-0.014135939339191328
original_points_stratified_random_holdout,28,,original_points_gnb,without_s5,s5,3600,0.7333333333333333,0.7121212121212123,0.724809066272481,0.02083333333333326,0.022267115600448917
original_points_stratified_random_holdout,28,,original_points_gnb,without_s6,s6,3600,0.8833333333333333,0.8882575757575758,0.8919828741379874,-0.15530303030303028,-0.14490669226505748
original_points_stratified_random_holdout,29,,original_points_centroid,all,,4320,0.8166666666666667,0.8333333333333334,0.8171261487050961,0.0,0.0
original_points_stratified_random_holdout,29,,original_points_centroid,without_s1,s1,3600,0.8,0.818181818181818,0.8009768009768011,0.01515151515151536,0.016149347728295016
original_points_stratified_random_holdout,29,,original_points_centroid,without_s2,s2,3600,0.75,0.7727272727272726,0.7513227513227513,0.060606060606060774,0.06580339738234486
original_points_stratified_random_holdout,29,,original_points_centroid,without_s3,s3,3600,0.7833333333333333,0.8030303030303031,0.7846700083542189,0.030303030303030276,0.032456140350877294
original_points_stratified_random_holdout,29,,original_points_centroid,without_s4,s4,3600,0.8666666666666667,0.8787878787878788,0.8648287385129491,-0.045454545454545414,-0.04770258980785291
original_points_stratified_random_holdout,29,,original_points_centroid,without_s5,s5,3600,0.8,0.8125,0.8003126954346467,0.02083333333333337,0.016813453270449474
original_points_stratified_random_holdout,29,,original_points_centroid,without_s6,s6,3600,0.7833333333333333,0.8030303030303031,0.7804232804232805,0.030303030303030276,0.03670286828181568
original_points_stratified_random_holdout,29,,original_points_gnb,all,,4320,0.7166666666666667,0.6856060606060606,0.6830305623630398,0.0,0.0
original_points_stratified_random_holdout,29,,original_points_gnb,without_s1,s1,3600,0.7166666666666667,0.6856060606060606,0.6830305623630398,0.0,0.0
original_points_stratified_random_holdout,29,,original_points_gnb,without_s2,s2,3600,0.7,0.6704545454545454,0.6667703997614138,0.015151515151515138,0.016260162601625994
original_points_stratified_random_holdout,29,,original_points_gnb,without_s3,s3,3600,0.7166666666666667,0.6856060606060606,0.6830305623630398,0.0,0.0
original_points_stratified_random_holdout,29,,original_points_gnb,without_s4,s4,3600,0.75,0.7159090909090908,0.7120507399577166,-0.030303030303030276,-0.029020177594676788
original_points_stratified_random_holdout,29,,original_points_gnb,without_s5,s5,3600,0.7166666666666667,0.6856060606060606,0.6830305623630398,0.0,0.0
original_points_stratified_random_holdout,29,,original_points_gnb,without_s6,s6,3600,0.85,0.8465909090909092,0.8556981199322818,-0.16098484848484862,-0.17266755756924201
original_points_stratified_random_holdout,30,,original_points_centroid,all,,4320,0.8666666666666667,0.8787878787878789,0.8658736883951083,0.0,0.0
original_points_stratified_random_holdout,30,,original_points_centroid,without_s1,s1,3600,0.8333333333333334,0.8428030303030303,0.8338383838383838,0.03598484848484862,0.03203530455672443
original_points_stratified_random_holdout,30,,original_points_centroid,without_s2,s2,3600,0.8,0.8181818181818182,0.7996206733048838,0.06060606060606066,0.06625301509022441
original_points_stratified_random_holdout,30,,original_points_centroid,without_s3,s3,3600,0.8,0.8181818181818182,0.8010269576379976,0.06060606060606066,0.06484673075711067
original_points_stratified_random_holdout,30,,original_points_centroid,without_s4,s4,3600,0.8833333333333333,0.893939393939394,0.8822890559732666,-0.015151515151515138,-0.016415367578158313
original_points_stratified_random_holdout,30,,original_points_centroid,without_s5,s5,3600,0.85,0.8636363636363636,0.8492822966507177,0.015151515151515249,0.016591391744390505
original_points_stratified_random_holdout,30,,original_points_centroid,without_s6,s6,3600,0.8666666666666667,0.8787878787878789,0.8658736883951083,0.0,0.0
original_points_stratified_random_holdout,30,,original_points_gnb,all,,4320,0.6166666666666667,0.6174242424242424,0.6329534662867996,0.0,0.0
original_points_stratified_random_holdout,30,,original_points_gnb,without_s1,s1,3600,0.6166666666666667,0.6174242424242424,0.6329534662867996,0.0,0.0
original_points_stratified_random_holdout,30,,original_points_gnb,without_s2,s2,3600,0.5333333333333333,0.5473484848484849,0.5711398219925351,0.07007575757575757,0.0618136442942645
original_points_stratified_random_holdout,30,,original_points_gnb,without_s3,s3,3600,0.6333333333333333,0.6382575757575758,0.652108082925693,-0.02083333333333337,-0.019154616638893396
original_points_stratified_random_holdout,30,,original_points_gnb,without_s4,s4,3600,0.6666666666666666,0.6685606060606061,0.6779755946422613,-0.051136363636363646,-0.04502212835546171
original_points_stratified_random_holdout,30,,original_points_gnb,without_s5,s5,3600,0.6333333333333333,0.6325757575757577,0.6455322455322455,-0.015151515151515249,-0.012578779245445926
original_points_stratified_random_holdout,30,,original_points_gnb,without_s6,s6,3600,0.8666666666666667,0.8731060606060607,0.8770127314437306,-0.25568181818181823,-0.244059265156931
original_points_stratified_random_holdout,31,,original_points_centroid,all,,4320,0.75,0.7727272727272726,0.7501229452448964,0.0,0.0
original_points_stratified_random_holdout,31,,original_points_centroid,without_s1,s1,3600,0.7833333333333333,0.8030303030303031,0.7849989524408129,-0.030303030303030498,-0.034876007195916436
original_points_stratified_random_holdout,31,,original_points_centroid,without_s2,s2,3600,0.7,0.7272727272727272,0.6986010400644546,0.045454545454545414,0.05152190518044186
original_points_stratified_random_holdout,31,,original_points_centroid,without_s3,s3,3600,0.7,0.7215909090909091,0.7008985879332478,0.051136363636363535,0.04922435731164865
original_points_stratified_random_holdout,31,,original_points_centroid,without_s4,s4,3600,0.8,0.818181818181818,0.7997432605905006,-0.045454545454545414,-0.04962031534560418
original_points_stratified_random_holdout,31,,original_points_centroid,without_s5,s5,3600,0.75,0.7727272727272726,0.7513227513227513,0.0,-0.0011998060778548592
original_points_stratified_random_holdout,31,,original_points_centroid,without_s6,s6,3600,0.7833333333333333,0.8030303030303031,0.7829877523581437,-0.030303030303030498,-0.03286480711324724
original_points_stratified_random_holdout,31,,original_points_gnb,all,,4320,0.6833333333333333,0.6837121212121211,0.6924870897884391,0.0,0.0
original_points_stratified_random_holdout,31,,original_points_gnb,without_s1,s1,3600,0.6833333333333333,0.6837121212121211,0.6888888888888888,0.0,0.003598200899550319
original_points_stratified_random_holdout,31,,original_points_gnb,without_s2,s2,3600,0.6333333333333333,0.6382575757575757,0.647253408179631,0.045454545454545414,0.04523368160880814
original_points_stratified_random_holdout,31,,original_points_gnb,without_s3,s3,3600,0.6666666666666666,0.668560606060606,0.6777607327864116,0.015151515151515138,0.014726357002027513
original_points_stratified_random_holdout,31,,original_points_gnb,without_s4,s4,3600,0.6833333333333333,0.6837121212121211,0.6924870897884391,0.0,0.0
original_points_stratified_random_holdout,31,,original_points_gnb,without_s5,s5,3600,0.6833333333333333,0.6837121212121211,0.6924870897884391,0.0,0.0
original_points_stratified_random_holdout,31,,original_points_gnb,without_s6,s6,3600,0.9,0.9034090909090908,0.90523370638578,-0.21969696969696972,-0.21274661659734095
original_points_stratified_random_holdout,32,,original_points_centroid,all,,4320,0.7833333333333333,0.8030303030303031,0.7824848103917871,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_centroid,without_s1,s1,3600,0.7833333333333333,0.8030303030303031,0.7833322833322832,0.0,-0.0008474729404961412
original_points_stratified_random_holdout,32,,original_points_centroid,without_s2,s2,3600,0.7166666666666667,0.7424242424242425,0.7121106535740682,0.06060606060606055,0.07037415681771886
original_points_stratified_random_holdout,32,,original_points_centroid,without_s3,s3,3600,0.6833333333333333,0.712121212121212,0.6811612364243943,0.09090909090909105,0.10132357396739278
original_points_stratified_random_holdout,32,,original_points_centroid,without_s4,s4,3600,0.7833333333333333,0.8030303030303031,0.7824848103917871,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_centroid,without_s5,s5,3600,0.7833333333333333,0.8030303030303031,0.7824848103917871,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_centroid,without_s6,s6,3600,0.7833333333333333,0.8030303030303031,0.7824848103917871,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_gnb,all,,4320,0.75,0.7443181818181818,0.7580661894387385,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_gnb,without_s1,s1,3600,0.75,0.7443181818181818,0.7580661894387385,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_gnb,without_s2,s2,3600,0.6666666666666666,0.6685606060606061,0.6779755946422613,0.07575757575757569,0.08009059479647718
original_points_stratified_random_holdout,32,,original_points_gnb,without_s3,s3,3600,0.7333333333333333,0.7291666666666666,0.7428369582841127,0.015151515151515138,0.015229231154625822
original_points_stratified_random_holdout,32,,original_points_gnb,without_s4,s4,3600,0.7333333333333333,0.7291666666666666,0.7428369582841127,0.015151515151515138,0.015229231154625822
original_points_stratified_random_holdout,32,,original_points_gnb,without_s5,s5,3600,0.75,0.7443181818181818,0.7580661894387385,0.0,0.0
original_points_stratified_random_holdout,32,,original_points_gnb,without_s6,s6,3600,0.8166666666666667,0.8219696969696969,0.8296296296296296,-0.07765151515151514,-0.07156344019089111
original_points_stratified_random_holdout,33,,original_points_centroid,all,,4320,0.8166666666666667,0.8333333333333334,0.8183322857741463,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_centroid,without_s1,s1,3600,0.7666666666666667,0.7878787878787877,0.7664983164983165,0.045454545454545636,0.05183396927582984
original_points_stratified_random_holdout,33,,original_points_centroid,without_s2,s2,3600,0.8,0.8181818181818182,0.8000042015924035,0.015151515151515138,0.01832808418174281
original_points_stratified_random_holdout,33,,original_points_centroid,without_s3,s3,3600,0.7666666666666667,0.7878787878787877,0.7652255204722591,0.045454545454545636,0.05310676530188718
original_points_stratified_random_holdout,33,,original_points_centroid,without_s4,s4,3600,0.8166666666666667,0.8333333333333334,0.8183322857741463,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_centroid,without_s5,s5,3600,0.8,0.8181818181818182,0.8016835016835017,0.015151515151515138,0.01664878409064463
original_points_stratified_random_holdout,33,,original_points_centroid,without_s6,s6,3600,0.8166666666666667,0.8333333333333334,0.8183322857741463,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_gnb,all,,4320,0.6166666666666667,0.600378787878788,0.6183956267480295,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_gnb,without_s1,s1,3600,0.6333333333333333,0.6268939393939394,0.6449667616334284,-0.02651515151515149,-0.02657113488539886
original_points_stratified_random_holdout,33,,original_points_gnb,without_s2,s2,3600,0.55,0.5397727272727273,0.5521470034213664,0.06060606060606066,0.06624862332666315
original_points_stratified_random_holdout,33,,original_points_gnb,without_s3,s3,3600,0.6166666666666667,0.600378787878788,0.6183956267480295,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_gnb,without_s4,s4,3600,0.6166666666666667,0.600378787878788,0.6183956267480295,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_gnb,without_s5,s5,3600,0.6166666666666667,0.600378787878788,0.6183956267480295,0.0,0.0
original_points_stratified_random_holdout,33,,original_points_gnb,without_s6,s6,3600,0.85,0.8352272727272728,0.846744084839323,-0.23484848484848486,-0.22834845809129345
original_points_stratified_random_holdout,34,,original_points_centroid,all,,4320,0.75,0.7727272727272728,0.7489653578706329,0.0,0.0
original_points_stratified_random_holdout,34,,original_points_centroid,without_s1,s1,3600,0.7666666666666667,0.7821969696969697,0.7676301666509744,-0.009469696969696906,-0.01866480878034149
original_points_stratified_random_holdout,34,,original_points_centroid,without_s2,s2,3600,0.7833333333333333,0.8030303030303031,0.7835016835016835,-0.030303030303030276,-0.03453632563105058
original_points_stratified_random_holdout,34,,original_points_centroid,without_s3,s3,3600,0.6666666666666666,0.6969696969696969,0.6641663789766606,0.07575757575757591,0.08479897889397225
original_points_stratified_random_holdout,34,,original_points_centroid,without_s4,s4,3600,0.8,0.8181818181818182,0.8002741417375564,-0.045454545454545414,-0.0513087838669235
original_points_stratified_random_holdout,34,,original_points_centroid,without_s5,s5,3600,0.7333333333333333,0.7518939393939394,0.7341880341880342,0.02083333333333337,0.014777323682598653
original_points_stratified_random_holdout,34,,original_points_centroid,without_s6,s6,3600,0.75,0.7727272727272728,0.7489653578706329,0.0,0.0
original_points_stratified_random_holdout,34,,original_points_gnb,all,,4320,0.75,0.744318181818182,0.7589271398795209,0.0,0.0
original_points_stratified_random_holdout,34,,original_points_gnb,without_s1,s1,3600,0.7666666666666667,0.7594696969696969,0.7734567901234568,-0.015151515151514916,-0.014529650243935932
original_points_stratified_random_holdout,34,,original_points_gnb,without_s2,s2,3600,0.6666666666666666,0.6742424242424243,0.6785714285714287,0.07007575757575768,0.08035571130809216
original_points_stratified_random_holdout,34,,original_points_gnb,without_s3,s3,3600,0.75,0.75,0.7631703844328429,-0.00568181818181801,-0.004243244553322034
original_points_stratified_random_holdout,34,,original_points_gnb,without_s4,s4,3600,0.7833333333333333,0.7803030303030303,0.7928852865023078,-0.035984848484848286,-0.033958146622786956
original_points_stratified_random_holdout,34,,original_points_gnb,without_s5,s5,3600,0.75,0.7386363636363636,0.7531600674457817,0.005681818181818343,0.005767072433739195
original_points_stratified_random_holdout,34,,original_points_gnb,without_s6,s6,3600,0.8,0.8011363636363636,0.8113222300414419,-0.05681818181818166,-0.05239509016192101
original_points_stratified_random_holdout,35,,original_points_centroid,all,,4320,0.8166666666666667,0.8333333333333334,0.8177719193631066,0.0,0.0
original_points_stratified_random_holdout,35,,original_points_centroid,without_s1,s1,3600,0.8333333333333334,0.8484848484848485,0.833943833943834,-0.015151515151515138,-0.01617191458072742
original_points_stratified_random_holdout,35,,original_points_centroid,without_s2,s2,3600,0.7666666666666667,0.787878787878788,0.7681807681807683,0.045454545454545414,0.049591151182338256
original_points_stratified_random_holdout,35,,original_points_centroid,without_s3,s3,3600,0.7833333333333333,0.8030303030303031,0.7837928153717627,0.030303030303030276,0.03397910399134385
original_points_stratified_random_holdout,35,,original_points_centroid,without_s4,s4,3600,0.85,0.8636363636363636,0.8498168498168498,-0.030303030303030276,-0.03204493045374324
original_points_stratified_random_holdout,35,,original_points_centroid,without_s5,s5,3600,0.8,0.8125,0.8009768009768011,0.02083333333333337,0.01679511838630543
original_points_stratified_random_holdout,35,,original_points_centroid,without_s6,s6,3600,0.8166666666666667,0.8333333333333334,0.8177719193631066,0.0,0.0
original_points_stratified_random_holdout,35,,original_points_gnb,all,,4320,0.75,0.7443181818181818,0.7579597141000649,0.0,0.0
original_points_stratified_random_holdout,35,,original_points_gnb,without_s1,s1,3600,0.7333333333333333,0.7291666666666666,0.741555677187861,0.015151515151515138,0.016404036912203934
original_points_stratified_random_holdout,35,,original_points_gnb,without_s2,s2,3600,0.6333333333333333,0.6382575757575757,0.6585922956567422,0.10606060606060608,0.09936741844332275
original_points_stratified_random_holdout,35,,original_points_gnb,without_s3,s3,3600,0.7166666666666667,0.7140151515151515,0.7245793483746291,0.030303030303030276,0.03338036572543579
original_points_stratified_random_holdout,35,,original_points_gnb,without_s4,s4,3600,0.75,0.7443181818181818,0.7590971208857388,0.0,-0.0011374067856738668
original_points_stratified_random_holdout,35,,original_points_gnb,without_s5,s5,3600,0.7333333333333333,0.7291666666666666,0.741555677187861,0.015151515151515138,0.016404036912203934
original_points_stratified_random_holdout,35,,original_points_gnb,without_s6,s6,3600,0.8666666666666667,0.8674242424242425,0.8744444444444445,-0.12310606060606077,-0.11648473034437956
original_points_stratified_random_holdout,36,,original_points_centroid,all,,4320,0.8,0.8181818181818182,0.8022680433941144,0.0,0.0
original_points_stratified_random_holdout,36,,original_points_centroid,without_s1,s1,3600,0.7166666666666667,0.731060606060606,0.7200885095621938,0.08712121212121227,0.08217953383192056
original_points_stratified_random_holdout,36,,original_points_centroid,without_s2,s2,3600,0.7666666666666667,0.787878787878788,0.7681807681807683,0.030303030303030276,0.03408727521334609
original_points_stratified_random_holdout,36,,original_points_centroid,without_s3,s3,3600,0.7333333333333333,0.7575757575757575,0.7332395247029394,0.060606060606060774,0.06902851869117499
original_points_stratified_random_holdout,36,,original_points_centroid,without_s4,s4,3600,0.8333333333333334,0.8484848484848485,0.833943833943834,-0.030303030303030276,-0.031675790549719585
original_points_stratified_random_holdout,36,,original_points_centroid,without_s5,s5,3600,0.7666666666666667,0.7821969696969697,0.7704652020441495,0.03598484848484851,0.031802841349964917
original_points_stratified_random_holdout,36,,original_points_centroid,without_s6,s6,3600,0.7666666666666667,0.7878787878787877,0.7696701503311051,0.030303030303030498,0.03259789306300931
original_points_stratified_random_holdout,36,,original_points_gnb,all,,4320,0.6833333333333333,0.6837121212121212,0.6856396626511568,0.0,0.0
original_points_stratified_random_holdout,36,,original_points_gnb,without_s1,s1,3600,0.6666666666666666,0.662878787878788,0.6665964665964667,0.02083333333333326,0.01904319605469018
original_points_stratified_random_holdout,36,,original_points_gnb,without_s2,s2,3600,0.65,0.6534090909090909,0.6504926108374384,0.030303030303030276,0.035147051813718466
original_points_stratified_random_holdout,36,,original_points_gnb,without_s3,s3,3600,0.6833333333333333,0.6837121212121212,0.6856396626511568,0.0,0.0
original_points_stratified_random_holdout,36,,original_points_gnb,without_s4,s4,3600,0.7,0.6931818181818182,0.6993111710092842,-0.009469696969697017,-0.01367150835812736
original_points_stratified_random_holdout,36,,original_points_gnb,without_s5,s5,3600,0.6666666666666666,0.6571969696969697,0.6630515683147261,0.02651515151515149,0.02258809433643072
original_points_stratified_random_holdout,36,,original_points_gnb,without_s6,s6,3600,0.85,0.8579545454545455,0.8613561553653719,-0.1742424242424243,-0.17571649271421508
original_points_stratified_random_holdout,37,,original_points_centroid,all,,4320,0.8,0.8181818181818182,0.8003335417969564,0.0,0.0
original_points_stratified_random_holdout,37,,original_points_centroid,without_s1,s1,3600,0.75,0.7613636363636364,0.750375939849624,0.05681818181818188,0.04995760194733234
original_points_stratified_random_holdout,37,,original_points_centroid,without_s2,s2,3600,0.7833333333333333,0.8030303030303031,0.7834830979888746,0.015151515151515138,0.01685044380808176
original_points_stratified_random_holdout,37,,original_points_centroid,without_s3,s3,3600,0.7666666666666667,0.7878787878787877,0.7669793621013133,0.030303030303030498,0.03335417969564303
original_points_stratified_random_holdout,37,,original_points_centroid,without_s4,s4,3600,0.85,0.8636363636363636,0.8489557226399332,-0.045454545454545414,-0.04862218084297687
original_points_stratified_random_holdout,37,,original_points_centroid,without_s5,s5,3600,0.7833333333333333,0.7973484848484849,0.7832395247029393,0.02083333333333337,0.017094017094017033
original_points_stratified_random_holdout,37,,original_points_centroid,without_s6,s6,3600,0.8166666666666667,0.8333333333333334,0.8165937043985826,-0.015151515151515138,-0.016260162601626216
original_points_stratified_random_holdout,37,,original_points_gnb,all,,4320,0.7333333333333333,0.7178030303030303,0.7345054945054944,0.0,0.0
original_points_stratified_random_holdout,37,,original_points_gnb,without_s1,s1,3600,0.7166666666666667,0.6969696969696969,0.7125506072874493,0.02083333333333337,0.02195488721804506
original_points_stratified_random_holdout,37,,original_points_gnb,without_s2,s2,3600,0.7,0.6875,0.7055067155067155,0.030303030303030276,0.028998778998778896
original_points_stratified_random_holdout,37,,original_points_gnb,without_s3,s3,3600,0.7166666666666667,0.7026515151515151,0.71953216374269,0.015151515151515138,0.014973330762804382
original_points_stratified_random_holdout,37,,original_points_gnb,without_s4,s4,3600,0.7666666666666667,0.7481060606060606,0.7635042735042735,-0.030303030303030276,-0.028998778998779118
original_points_stratified_random_holdout,37,,original_points_gnb,without_s5,s5,3600,0.75,0.7386363636363636,0.7552447552447553,-0.02083333333333337,-0.020739260739260912
original_points_stratified_random_holdout,37,,original_points_gnb,without_s6,s6,3600,0.85,0.8465909090909092,0.8566937119675457,-0.1287878787878789,-0.12218821746205133
original_points_stratified_random_holdout,38,,original_points_centroid,all,,4320,0.8333333333333334,0.8484848484848485,0.8320200125078174,0.0,0.0
original_points_stratified_random_holdout,38,,original_points_centroid,without_s1,s1,3600,0.8166666666666667,0.8219696969696969,0.8151635956514006,0.026515151515151603,0.01685641685641681
original_points_stratified_random_holdout,38,,original_points_centroid,without_s2,s2,3600,0.7833333333333333,0.8030303030303031,0.7767676767676767,0.045454545454545414,0.05525233574014077
original_points_stratified_random_holdout,38,,original_points_centroid,without_s3,s3,3600,0.8333333333333334,0.8484848484848485,0.8315018315018315,0.0,0.0005181810059858849
original_points_stratified_random_holdout,38,,original_points_centroid,without_s4,s4,3600,0.85,0.8636363636363636,0.8472848788638263,-0.015151515151515138,-0.015264866356008877
original_points_stratified_random_holdout,38,,original_points_centroid,without_s5,s5,3600,0.8333333333333334,0.8428030303030303,0.8322635857937527,0.005681818181818232,-0.0002435732859352724
original_points_stratified_random_holdout,38,,original_points_centroid,without_s6,s6,3600,0.8166666666666667,0.8276515151515151,0.8153533458411507,0.02083333333333337,0.01666666666666672
original_points_stratified_random_holdout,38,,original_points_gnb,all,,4320,0.75,0.7443181818181818,0.7605986489634288,0.0,0.0
original_points_stratified_random_holdout,38,,original_points_gnb,without_s1,s1,3600,0.7333333333333333,0.7234848484848485,0.7409781576448243,0.02083333333333326,0.01962049131860444
original_points_stratified_random_holdout,38,,original_points_gnb,without_s2,s2,3600,0.7666666666666667,0.7594696969696969,0.7739392053117543,-0.015151515151515138,-0.013340556348325538
original_points_stratified_random_holdout,38,,original_points_gnb,without_s3,s3,3600,0.75,0.75,0.7640242357223489,-0.005681818181818232,-0.0034255867589201294
original_points_stratified_random_holdout,38,,original_points_gnb,without_s4,s4,3600,0.8,0.7897727272727272,0.8043684710351376,-0.045454545454545414,-0.043769822071708875
original_points_stratified_random_holdout,38,,original_points_gnb,without_s5,s5,3600,0.75,0.7443181818181818,0.7605986489634288,0.0,0.0
original_points_stratified_random_holdout,38,,original_points_gnb,without_s6,s6,3600,0.8833333333333333,0.8825757575757577,0.8893726977843753,-0.1382575757575759,-0.12877404882094656
original_points_stratified_random_holdout,39,,original_points_centroid,all,,4320,0.7833333333333333,0.8030303030303031,0.7844011258645406,0.0,0.0
original_points_stratified_random_holdout,39,,original_points_centroid,without_s1,s1,3600,0.75,0.7670454545454546,0.7512237137875255,0.03598484848484851,0.03317741207701508
original_points_stratified_random_holdout,39,,original_points_centroid,without_s2,s2,3600,0.8166666666666667,0.8333333333333334,0.8180708180708182,-0.030303030303030276,-0.03366969220627758
original_points_stratified_random_holdout,39,,original_points_centroid,without_s3,s3,3600,0.7666666666666667,0.787878787878788,0.7683501683501683,0.015151515151515138,0.016050957514372244
original_points_stratified_random_holdout,39,,original_points_centroid,without_s4,s4,3600,0.8333333333333334,0.8484848484848485,0.8336668751302897,-0.045454545454545414,-0.049265749265749115
original_points_stratified_random_holdout,39,,original_points_centroid,without_s5,s5,3600,0.7666666666666667,0.7821969696969697,0.7683322857741463,0.02083333333333337,0.016068840090394332
original_points_stratified_random_holdout,39,,original_points_centroid,without_s6,s6,3600,0.7833333333333333,0.8030303030303031,0.7844011258645405,0.0,1.1102230246251565e-16
original_points_stratified_random_holdout,39,,original_points_gnb,all,,4320,0.7166666666666667,0.7140151515151515,0.7276538522385699,0.0,0.0
original_points_stratified_random_holdout,39,,original_points_gnb,without_s1,s1,3600,0.7166666666666667,0.7140151515151515,0.7276538522385699,0.0,0.0
original_points_stratified_random_holdout,39,,original_points_gnb,without_s2,s2,3600,0.65,0.6534090909090908,0.6694352159468439,0.06060606060606066,0.05821863629172608
original_points_stratified_random_holdout,39,,original_points_gnb,without_s3,s3,3600,0.6833333333333333,0.6837121212121212,0.6986973651249118,0.030303030303030276,0.02895648711365817
original_points_stratified_random_holdout,39,,original_points_gnb,without_s4,s4,3600,0.7166666666666667,0.7140151515151515,0.7276538522385699,0.0,0.0
original_points_stratified_random_holdout,39,,original_points_gnb,without_s5,s5,3600,0.7166666666666667,0.7140151515151515,0.7276538522385699,0.0,0.0
original_points_stratified_random_holdout,39,,original_points_gnb,without_s6,s6,3600,0.8666666666666667,0.8731060606060606,0.8760849186655637,-0.15909090909090906,-0.14843106642699377
original_points_stratified_random_holdout,40,,original_points_centroid,all,,4320,0.7666666666666667,0.787878787878788,0.7683501683501683,0.0,0.0
original_points_stratified_random_holdout,40,,original_points_centroid,without_s1,s1,3600,0.75,0.7670454545454546,0.7543012119671159,0.02083333333333337,0.01404895638305248
original_points_stratified_random_holdout,40,,original_points_centroid,without_s2,s2,3600,0.6666666666666666,0.6969696969696969,0.6604285590728248,0.09090909090909105,0.10792160927734351
original_points_stratified_random_holdout,40,,original_points_centroid,without_s3,s3,3600,0.7166666666666667,0.7424242424242423,0.7187033885842734,0.045454545454545636,0.04964677976589493
original_points_stratified_random_holdout,40,,original_points_centroid,without_s4,s4,3600,0.75,0.7727272727272728,0.7483375959079283,0.015151515151515138,0.020012572442240084
original_points_stratified_random_holdout,40,,original_points_centroid,without_s5,s5,3600,0.7333333333333333,0.7518939393939393,0.7365319865319865,0.03598484848484862,0.03181818181818186
original_points_stratified_random_holdout,40,,original_points_centroid,without_s6,s6,3600,0.75,0.7670454545454545,0.7521262906819822,0.02083333333333348,0.016223877668186115
original_points_stratified_random_holdout,40,,original_points_gnb,all,,4320,0.6833333333333333,0.6780303030303031,0.6789267541147241,0.0,0.0
original_points_stratified_random_holdout,40,,original_points_gnb,without_s1,s1,3600,0.6833333333333333,0.6780303030303031,0.6789267541147241,0.0,0.0
original_points_stratified_random_holdout,40,,original_points_gnb,without_s2,s2,3600,0.6166666666666667,0.6174242424242423,0.6157768157768159,0.060606060606060774,0.06314993833790827
original_points_stratified_random_holdout,40,,original_points_gnb,without_s3,s3,3600,0.6833333333333333,0.6780303030303031,0.680939120939121,0.0,-0.0020123668243968718
original_points_stratified_random_holdout,40,,original_points_gnb,without_s4,s4,3600,0.7,0.6931818181818182,0.6922994526387951,-0.015151515151515138,-0.01337269852407097
original_points_stratified_random_holdout,40,,original_points_gnb,without_s5,s5,3600,0.7166666666666667,0.7310606060606061,0.7170192638458891,-0.05303030303030298,-0.03809250973116496
original_points_stratified_random_holdout,40,,original_points_gnb,without_s6,s6,3600,0.7833333333333333,0.7575757575757577,0.7671957671957671,-0.07954545454545459,-0.08826901308104296
original_points_stratified_random_holdout,41,,original_points_centroid,all,,4320,0.7166666666666667,0.7424242424242423,0.7179894179894181,0.0,0.0
original_points_stratified_random_holdout,41,,original_points_centroid,without_s1,s1,3600,0.7,0.7215909090909091,0.7027685492801772,0.02083333333333326,0.015220868709240887
original_points_stratified_random_holdout,41,,original_points_centroid,without_s2,s2,3600,0.65,0.6818181818181818,0.6454064454064454,0.06060606060606055,0.07258297258297264
original_points_stratified_random_holdout,41,,original_points_centroid,without_s3,s3,3600,0.7166666666666667,0.7424242424242423,0.7179894179894181,0.0,0.0
original_points_stratified_random_holdout,41,,original_points_centroid,without_s4,s4,3600,0.7666666666666667,0.7878787878787877,0.7691047691047692,-0.045454545454545414,-0.05111535111535115
original_points_stratified_random_holdout,41,,original_points_centroid,without_s5,s5,3600,0.7,0.7215909090909091,0.7027685492801772,0.02083333333333326,0.015220868709240887
original_points_stratified_random_holdout,41,,original_points_centroid,without_s6,s6,3600,0.7166666666666667,0.7424242424242423,0.7176855664660543,0.0,0.00030385152336376287
original_points_stratified_random_holdout,41,,original_points_gnb,all,,4320,0.6833333333333333,0.6666666666666666,0.6825396825396824,0.0,0.0
original_points_stratified_random_holdout,41,,original_points_gnb,without_s1,s1,3600,0.6666666666666666,0.6515151515151515,0.6652650494159928,0.015151515151515138,0.017274633123689598
original_points_stratified_random_holdout,41,,original_points_gnb,without_s2,s2,3600,0.6333333333333333,0.6212121212121212,0.6384479717813051,0.045454545454545414,0.04409171075837737
