mode,split_id,group,classifier,case,removed_sensor,n_original_point_columns,accuracy,balanced_accuracy,macro_f1,delta_balanced_accuracy_vs_all,delta_macro_f1_vs_all
original_points_stratified_random_holdout,3,,original_points_gnb,all,,4320,0.7333333333333333,0.7291666666666666,0.7404401154401153,0.0,0.0
original_points_stratified_random_holdout,3,,original_points_gnb,without_s1,s1,3600,0.7166666666666667,0.7083333333333334,0.7206303396779589,0.02083333333333326,0.01980977576215648
original_points_stratified_random_holdout,3,,original_points_gnb,without_s2,s2,3600,0.7,0.7045454545454546,0.7135037923215264,0.024621212121212044,0.026936323118588956
original_points_stratified_random_holdout,3,,original_points_gnb,without_s3,s3,3600,0.75,0.75,0.7594210631628094,-0.02083333333333337,-0.018980947722694097
original_points_stratified_random_holdout,3,,original_points_gnb,without_s4,s4,3600,0.7833333333333333,0.7803030303030303,0.7883337242943154,-0.051136363636363646,-0.04789360885420002
original_points_stratified_random_holdout,3,,original_points_gnb,without_s5,s5,3600,0.7,0.6875,0.69986013986014,0.04166666666666663,0.04057997557997539
original_points_stratified_random_holdout,3,,original_points_gnb,without_s6,s6,3600,0.8166666666666667,0.8162878787878789,0.8263053550744007,-0.08712121212121227,-0.08586523963428538
original_points_stratified_random_holdout,4,,original_points_centroid,all,,4320,0.7666666666666667,0.7878787878787877,0.7679197994987469,0.0,0.0
original_points_stratified_random_holdout,4,,original_points_centroid,without_s1,s1,3600,0.7666666666666667,0.7878787878787877,0.7692203077759995,0.0,-0.0013005082772525878
original_points_stratified_random_holdout,4,,original_points_centroid,without_s2,s2,3600,0.75,0.7727272727272728,0.7513227513227513,0.015151515151514916,0.01659704817599561
original_points_stratified_random_holdout,4,,original_points_centroid,without_s3,s3,3600,0.6833333333333333,0.712121212121212,0.6851851851851851,0.07575757575757569,0.08273461431356177
original_points_stratified_random_holdout,4,,original_points_centroid,without_s4,s4,3600,0.8333333333333334,0.8484848484848485,0.8338763575605682,-0.060606060606060774,-0.06595655806182132
original_points_stratified_random_holdout,4,,original_points_centroid,without_s5,s5,3600,0.7833333333333333,0.8030303030303031,0.7840733791953305,-0.01515151515151536,-0.016153579696583598
original_points_stratified_random_holdout,4,,original_points_centroid,without_s6,s6,3600,0.7666666666666667,0.7878787878787877,0.7679197994987469,0.0,0.0
original_points_stratified_random_holdout,4,,original_points_gnb,all,,4320,0.8833333333333333,0.8882575757575758,0.8916282642089094,0.0,0.0
original_points_stratified_random_holdout,4,,original_points_gnb,without_s1,s1,3600,0.85,0.8465909090909092,0.8566937119675457,0.04166666666666663,0.03493455224136366
original_points_stratified_random_holdout,4,,original_points_gnb,without_s2,s2,3600,0.75,0.7727272727272728,0.7509903791737408,0.11553030303030298,0.1406378850351686
original_points_stratified_random_holdout,4,,original_points_gnb,without_s3,s3,3600,0.8333333333333334,0.8484848484848485,0.8456140350877193,0.03977272727272729,0.04601422912119013
original_points_stratified_random_holdout,4,,original_points_gnb,without_s4,s4,3600,0.8833333333333333,0.8939393939393939,0.8925518925518926,-0.005681818181818121,-0.0009236283429832071
original_points_stratified_random_holdout,4,,original_points_gnb,without_s5,s5,3600,0.8333333333333334,0.8257575757575758,0.8382783882783883,0.0625,0.053349875930521096
original_points_stratified_random_holdout,4,,original_points_gnb,without_s6,s6,3600,0.8666666666666667,0.8731060606060606,0.8760849186655637,0.015151515151515249,0.015543345543345688
original_points_stratified_random_holdout,5,,original_points_centroid,all,,4320,0.8666666666666667,0.8787878787878788,0.8625183322857741,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_centroid,without_s1,s1,3600,0.8666666666666667,0.8787878787878788,0.8625183322857741,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_centroid,without_s2,s2,3600,0.8666666666666667,0.8787878787878788,0.8625183322857741,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_centroid,without_s3,s3,3600,0.8166666666666667,0.8333333333333334,0.8065678303841861,0.045454545454545414,0.05595050190158801
original_points_stratified_random_holdout,5,,original_points_centroid,without_s4,s4,3600,0.8666666666666667,0.8787878787878788,0.8625183322857741,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_centroid,without_s5,s5,3600,0.85,0.8636363636363636,0.8450032562341128,0.015151515151515138,0.01751507605166136
original_points_stratified_random_holdout,5,,original_points_centroid,without_s6,s6,3600,0.8666666666666667,0.8787878787878788,0.8625183322857741,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_gnb,all,,4320,0.6666666666666666,0.6742424242424242,0.6646325959827103,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_gnb,without_s1,s1,3600,0.6666666666666666,0.6742424242424242,0.6646325959827103,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_gnb,without_s2,s2,3600,0.6166666666666667,0.6287878787878788,0.6161319213950793,0.045454545454545414,0.048500674587630965
original_points_stratified_random_holdout,5,,original_points_gnb,without_s3,s3,3600,0.65,0.6590909090909091,0.6489647542279121,0.015151515151515138,0.015667841754798184
original_points_stratified_random_holdout,5,,original_points_gnb,without_s4,s4,3600,0.6833333333333333,0.6893939393939394,0.6802324961339519,-0.015151515151515249,-0.015599900151241575
original_points_stratified_random_holdout,5,,original_points_gnb,without_s5,s5,3600,0.6666666666666666,0.6742424242424242,0.6646325959827103,0.0,0.0
original_points_stratified_random_holdout,5,,original_points_gnb,without_s6,s6,3600,0.9833333333333333,0.9848484848484849,0.9848406546080964,-0.31060606060606066,-0.32020805862538615
original_points_stratified_random_holdout,6,,original_points_centroid,all,,4320,0.85,0.8636363636363636,0.8507608922243067,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_centroid,without_s1,s1,3600,0.85,0.8636363636363636,0.8507608922243067,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_centroid,without_s2,s2,3600,0.85,0.8636363636363636,0.8507608922243067,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_centroid,without_s3,s3,3600,0.7833333333333333,0.8030303030303031,0.7832395247029393,0.06060606060606055,0.06752136752136739
original_points_stratified_random_holdout,6,,original_points_centroid,without_s4,s4,3600,0.85,0.8636363636363636,0.8507608922243067,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_centroid,without_s5,s5,3600,0.85,0.8636363636363636,0.8499478840942256,0.0,0.0008130081300811165
original_points_stratified_random_holdout,6,,original_points_centroid,without_s6,s6,3600,0.85,0.8636363636363636,0.8507608922243067,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_gnb,all,,4320,0.7166666666666667,0.7253787878787877,0.7304310880151649,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_gnb,without_s1,s1,3600,0.7,0.7102272727272726,0.7112415672029061,0.015151515151515138,0.019189520812258776
original_points_stratified_random_holdout,6,,original_points_gnb,without_s2,s2,3600,0.7166666666666667,0.7253787878787877,0.7304310880151649,0.0,0.0
original_points_stratified_random_holdout,6,,original_points_gnb,without_s3,s3,3600,0.6833333333333333,0.6950757575757575,0.6994352123384382,0.030303030303030276,0.03099587567672668
original_points_stratified_random_holdout,6,,original_points_gnb,without_s4,s4,3600,0.7666666666666667,0.7708333333333334,0.7758436052102455,-0.045454545454545636,-0.04541251719508066
original_points_stratified_random_holdout,6,,original_points_gnb,without_s5,s5,3600,0.7166666666666667,0.7196969696969697,0.7231101088341995,0.00568181818181801,0.0073209791809654146
original_points_stratified_random_holdout,6,,original_points_gnb,without_s6,s6,3600,0.8833333333333333,0.8882575757575758,0.8906700760555992,-0.16287878787878807,-0.16023898804043435
original_points_stratified_random_holdout,7,,original_points_centroid,all,,4320,0.8166666666666667,0.8333333333333334,0.8172871202396235,0.0,0.0
original_points_stratified_random_holdout,7,,original_points_centroid,without_s1,s1,3600,0.8,0.8181818181818182,0.8013366750208856,0.015151515151515138,0.015950445218737896
original_points_stratified_random_holdout,7,,original_points_centroid,without_s2,s2,3600,0.75,0.7727272727272726,0.7501229452448964,0.060606060606060774,0.06716417499472704
original_points_stratified_random_holdout,7,,original_points_centroid,without_s3,s3,3600,0.7833333333333333,0.8030303030303031,0.7844011258645406,0.030303030303030276,0.03288599437508288
original_points_stratified_random_holdout,7,,original_points_centroid,without_s4,s4,3600,0.8166666666666667,0.8333333333333334,0.8172871202396235,0.0,0.0
original_points_stratified_random_holdout,7,,original_points_centroid,without_s5,s5,3600,0.8,0.8181818181818182,0.8013366750208856,0.015151515151515138,0.015950445218737896
original_points_stratified_random_holdout,7,,original_points_centroid,without_s6,s6,3600,0.8,0.8181818181818182,0.8013366750208856,0.015151515151515138,0.015950445218737896
original_points_stratified_random_holdout,7,,original_points_gnb,all,,4320,0.6833333333333333,0.6666666666666666,0.6757265740316587,0.0,0.0
original_points_stratified_random_holdout,7,,original_points_gnb,without_s1,s1,3600,0.6666666666666666,0.6458333333333334,0.6524481002741873,0.02083333333333326,0.023278473757471385
original_points_stratified_random_holdout,7,,original_points_gnb,without_s2,s2,3600,0.6166666666666667,0.600378787878788,0.603723779136073,0.06628787878787867,0.0720027948955857
original_points_stratified_random_holdout,7,,original_points_gnb,without_s3,s3,3600,0.6833333333333333,0.6666666666666666,0.6757265740316587,0.0,0.0
original_points_stratified_random_holdout,7,,original_points_gnb,without_s4,s4,3600,0.6833333333333333,0.6609848484848485,0.6682568617564545,0.005681818181818121,0.00746971227520421
original_points_stratified_random_holdout,7,,original_points_gnb,without_s5,s5,3600,0.6833333333333333,0.6666666666666666,0.6757265740316587,0.0,0.0
original_points_stratified_random_holdout,7,,original_points_gnb,without_s6,s6,3600,0.8666666666666667,0.8674242424242425,0.8721970839617897,-0.2007575757575759,-0.19647050993013104
original_points_stratified_random_holdout,8,,original_points_centroid,all,,4320,0.8333333333333334,0.8428030303030303,0.8324535061377167,0.0,0.0
original_points_stratified_random_holdout,8,,original_points_centroid,without_s1,s1,3600,0.85,0.8579545454545455,0.8487473487473487,-0.015151515151515249,-0.01629384260963196
original_points_stratified_random_holdout,8,,original_points_centroid,without_s2,s2,3600,0.7833333333333333,0.8030303030303031,0.7807486057486056,0.03977272727272718,0.05170490038911113
original_points_stratified_random_holdout,8,,original_points_centroid,without_s3,s3,3600,0.7666666666666667,0.7878787878787877,0.7661455076089222,0.05492424242424254,0.06630799852879454
original_points_stratified_random_holdout,8,,original_points_centroid,without_s4,s4,3600,0.9,0.9090909090909092,0.8993265993265993,-0.0662878787878789,-0.06687309318888257
original_points_stratified_random_holdout,8,,original_points_centroid,without_s5,s5,3600,0.85,0.8579545454545455,0.8498575498575498,-0.015151515151515249,-0.017404043719833062
original_points_stratified_random_holdout,8,,original_points_centroid,without_s6,s6,3600,0.8333333333333334,0.8428030303030303,0.8327635327635328,0.0,-0.0003100266258160289
original_points_stratified_random_holdout,8,,original_points_gnb,all,,4320,0.7,0.6704545454545454,0.6783094098883572,0.0,0.0
original_points_stratified_random_holdout,8,,original_points_gnb,without_s1,s1,3600,0.7,0.6704545454545454,0.6783094098883572,0.0,0.0
original_points_stratified_random_holdout,8,,original_points_gnb,without_s2,s2,3600,0.6833333333333333,0.6609848484848485,0.6712968191229062,0.009469696969696906,0.007012590765451021
original_points_stratified_random_holdout,8,,original_points_gnb,without_s3,s3,3600,0.7166666666666667,0.6912878787878788,0.7033445810547002,-0.02083333333333337,-0.025035171166343018
original_points_stratified_random_holdout,8,,original_points_gnb,without_s4,s4,3600,0.75,0.7215909090909092,0.7321878757320716,-0.05113636363636376,-0.05387846584371436
original_points_stratified_random_holdout,8,,original_points_gnb,without_s5,s5,3600,0.7,0.6704545454545454,0.6783094098883572,0.0,0.0
original_points_stratified_random_holdout,8,,original_points_gnb,without_s6,s6,3600,0.8833333333333333,0.8825757575757577,0.8893726977843753,-0.21212121212121227,-0.21106328789601814
original_points_stratified_random_holdout,9,,original_points_centroid,all,,4320,0.8666666666666667,0.8787878787878789,0.8656223893065998,0.0,0.0
original_points_stratified_random_holdout,9,,original_points_centroid,without_s1,s1,3600,0.8666666666666667,0.8787878787878789,0.8661952650324743,0.0,-0.0005728757258744999
original_points_stratified_random_holdout,9,,original_points_centroid,without_s2,s2,3600,0.8166666666666667,0.8333333333333334,0.8161817782380818,0.045454545454545525,0.04944061106851805
original_points_stratified_random_holdout,9,,original_points_centroid,without_s3,s3,3600,0.8333333333333334,0.8484848484848485,0.8332603710652492,0.030303030303030387,0.032362018241350654
original_points_stratified_random_holdout,9,,original_points_centroid,without_s4,s4,3600,0.9,0.9090909090909092,0.8981620718462824,-0.030303030303030276,-0.032539682539682535
original_points_stratified_random_holdout,9,,original_points_centroid,without_s5,s5,3600,0.8666666666666667,0.8787878787878789,0.8661952650324743,0.0,-0.0005728757258744999
original_points_stratified_random_holdout,9,,original_points_centroid,without_s6,s6,3600,0.85,0.8636363636363636,0.8498074454428756,0.015151515151515249,0.015814943863724285
original_points_stratified_random_holdout,9,,original_points_gnb,all,,4320,0.6666666666666666,0.6742424242424242,0.6780173304195615,0.0,0.0
original_points_stratified_random_holdout,9,,original_points_gnb,without_s1,s1,3600,0.6666666666666666,0.6742424242424242,0.6780173304195615,0.0,0.0
original_points_stratified_random_holdout,9,,original_points_gnb,without_s2,s2,3600,0.6,0.6136363636363636,0.615376235142879,0.06060606060606055,0.06264109527668249
original_points_stratified_random_holdout,9,,original_points_gnb,without_s3,s3,3600,0.6666666666666666,0.6742424242424242,0.6780173304195615,0.0,0.0
original_points_stratified_random_holdout,9,,original_points_gnb,without_s4,s4,3600,0.65,0.6590909090909091,0.662778320842837,0.015151515151515138,0.015239009576724416
original_points_stratified_random_holdout,9,,original_points_gnb,without_s5,s5,3600,0.65,0.6534090909090908,0.6600802682940238,0.02083333333333337,0.017937062125537695
original_points_stratified_random_holdout,9,,original_points_gnb,without_s6,s6,3600,0.9166666666666666,0.9242424242424243,0.9242032730404824,-0.2500000000000001,-0.24618594262092097
original_points_stratified_random_holdout,10,,original_points_centroid,all,,4320,0.7833333333333333,0.8030303030303031,0.7838915470494419,0.0,0.0
original_points_stratified_random_holdout,10,,original_points_centroid,without_s1,s1,3600,0.7833333333333333,0.7916666666666666,0.7835016835016835,0.011363636363636465,0.0003898635477583845
original_points_stratified_random_holdout,10,,original_points_centroid,without_s2,s2,3600,0.7833333333333333,0.8030303030303031,0.7836668751302898,0.0,0.0002246719191520974
original_points_stratified_random_holdout,10,,original_points_centroid,without_s3,s3,3600,0.7,0.7272727272727272,0.7008547008547007,0.07575757575757591,0.08303684619474117
original_points_stratified_random_holdout,10,,original_points_centroid,without_s4,s4,3600,0.8166666666666667,0.8333333333333334,0.815731935682976,-0.030303030303030276,-0.03184038863353411
original_points_stratified_random_holdout,10,,original_points_centroid,without_s5,s5,3600,0.7833333333333333,0.7973484848484849,0.7837928153717627,0.005681818181818232,9.873167767915358e-05
original_points_stratified_random_holdout,10,,original_points_centroid,without_s6,s6,3600,0.7833333333333333,0.8030303030303031,0.7838915470494419,0.0,0.0
original_points_stratified_random_holdout,10,,original_points_gnb,all,,4320,0.65,0.6363636363636364,0.6481818181818181,0.0,0.0
original_points_stratified_random_holdout,10,,original_points_gnb,without_s1,s1,3600,0.6333333333333333,0.6098484848484849,0.6158410341867393,0.02651515151515149,0.03234078399507878
original_points_stratified_random_holdout,10,,original_points_gnb,without_s2,s2,3600,0.6,0.5909090909090909,0.6037484737484737,0.045454545454545414,0.044433344433344346
original_points_stratified_random_holdout,10,,original_points_gnb,without_s3,s3,3600,0.65,0.6363636363636364,0.6481818181818181,0.0,0.0
original_points_stratified_random_holdout,10,,original_points_gnb,without_s4,s4,3600,0.6666666666666666,0.6515151515151515,0.6631978319783197,-0.015151515151515138,-0.015016013796501637
original_points_stratified_random_holdout,10,,original_points_gnb,without_s5,s5,3600,0.65,0.6363636363636364,0.6481818181818181,0.0,0.0
original_points_stratified_random_holdout,10,,original_points_gnb,without_s6,s6,3600,0.8,0.7954545454545455,0.8087912087912087,-0.15909090909090917,-0.1606093906093906
original_points_stratified_random_holdout,11,,original_points_centroid,all,,4320,0.85,0.8636363636363636,0.85,0.0,0.0
original_points_stratified_random_holdout,11,,original_points_centroid,without_s1,s1,3600,0.8333333333333334,0.8428030303030303,0.8328330206378988,0.02083333333333337,0.01716697936210121
original_points_stratified_random_holdout,11,,original_points_centroid,without_s2,s2,3600,0.8333333333333334,0.8484848484848485,0.8336877214925996,0.015151515151515138,0.016312278507400357
original_points_stratified_random_holdout,11,,original_points_centroid,without_s3,s3,3600,0.75,0.7727272727272726,0.7504594820384295,0.09090909090909105,0.09954051796157048
original_points_stratified_random_holdout,11,,original_points_centroid,without_s4,s4,3600,0.8666666666666667,0.8787878787878788,0.8662080466958516,-0.015151515151515138,-0.01620804669585163
original_points_stratified_random_holdout,11,,original_points_centroid,without_s5,s5,3600,0.85,0.8636363636363636,0.85,0.0,0.0
original_points_stratified_random_holdout,11,,original_points_centroid,without_s6,s6,3600,0.85,0.8636363636363636,0.85,0.0,0.0
original_points_stratified_random_holdout,11,,original_points_gnb,all,,4320,0.7833333333333333,0.7746212121212123,0.7885041630778065,0.0,0.0
original_points_stratified_random_holdout,11,,original_points_gnb,without_s1,s1,3600,0.7833333333333333,0.7689393939393939,0.7826617826617825,0.005681818181818343,0.005842380416023918
original_points_stratified_random_holdout,11,,original_points_gnb,without_s2,s2,3600,0.7333333333333333,0.7291666666666666,0.7439319822967622,0.045454545454545636,0.0445721807810443
original_points_stratified_random_holdout,11,,original_points_gnb,without_s3,s3,3600,0.75,0.7443181818181818,0.7590971208857388,0.030303030303030498,0.02940704219206769
original_points_stratified_random_holdout,11,,original_points_gnb,without_s4,s4,3600,0.8,0.7897727272727272,0.8028841166096067,-0.015151515151514916,-0.014379953531800216
original_points_stratified_random_holdout,11,,original_points_gnb,without_s5,s5,3600,0.7666666666666667,0.7537878787878789,0.7683421609550201,0.02083333333333337,0.020162002122786404
original_points_stratified_random_holdout,11,,original_points_gnb,without_s6,s6,3600,0.9166666666666666,0.9242424242424243,0.9238886005881336,-0.14962121212121204,-0.13538443751032714
original_points_stratified_random_holdout,12,,original_points_centroid,all,,4320,0.7666666666666667,0.787878787878788,0.7663831078465225,0.0,0.0
original_points_stratified_random_holdout,12,,original_points_centroid,without_s1,s1,3600,0.75,0.7670454545454546,0.7503142677561282,0.02083333333333337,0.016068840090394332
original_points_stratified_random_holdout,12,,original_points_centroid,without_s2,s2,3600,0.75,0.7727272727272726,0.7496790757381259,0.01515151515151536,0.01670403210839666
original_points_stratified_random_holdout,12,,original_points_centroid,without_s3,s3,3600,0.75,0.7727272727272728,0.7486772486772487,0.015151515151515138,0.017705859169273808
original_points_stratified_random_holdout,12,,original_points_centroid,without_s4,s4,3600,0.8,0.8181818181818182,0.8002741417375564,-0.030303030303030276,-0.03389103389103387
original_points_stratified_random_holdout,12,,original_points_centroid,without_s5,s5,3600,0.75,0.7670454545454546,0.7510867510867513,0.02083333333333337,0.015296356759771257
original_points_stratified_random_holdout,12,,original_points_centroid,without_s6,s6,3600,0.7666666666666667,0.787878787878788,0.7663831078465225,0.0,0.0
original_points_stratified_random_holdout,12,,original_points_gnb,all,,4320,0.7166666666666667,0.7026515151515151,0.7156135445790618,0.0,0.0
original_points_stratified_random_holdout,12,,original_points_gnb,without_s1,s1,3600,0.7,0.6875,0.6989215936584358,0.015151515151515138,0.01669195092062603
original_points_stratified_random_holdout,12,,original_points_gnb,without_s2,s2,3600,0.7166666666666667,0.7083333333333334,0.7200117889773061,-0.005681818181818232,-0.004398244398244322
original_points_stratified_random_holdout,12,,original_points_gnb,without_s3,s3,3600,0.7166666666666667,0.7083333333333334,0.7200117889773061,-0.005681818181818232,-0.004398244398244322
original_points_stratified_random_holdout,12,,original_points_gnb,without_s4,s4,3600,0.75,0.7386363636363636,0.7520242914979757,-0.03598484848484851,-0.03641074691891388
original_points_stratified_random_holdout,12,,original_points_gnb,without_s5,s5,3600,0.7166666666666667,0.7026515151515151,0.7156135445790618,0.0,0.0
original_points_stratified_random_holdout,12,,original_points_gnb,without_s6,s6,3600,0.8166666666666667,0.8219696969696969,0.8275143067595897,-0.11931818181818177,-0.11190076218052791
original_points_stratified_random_holdout,13,,original_points_centroid,all,,4320,0.85,0.8579545454545455,0.8483298287459854,0.0,0.0
original_points_stratified_random_holdout,13,,original_points_centroid,without_s1,s1,3600,0.8333333333333334,0.8428030303030303,0.832673371045464,0.015151515151515249,0.015656457700521376
