Task,Split,Model,Final training,Best hyperparameters,Selection,Train n,Validation n,Test n,Train Acc,Val Acc,Test Acc,Train BA,Val BA,Test BA,Train Macro-F1,Val Macro-F1,Test Macro-F1,Train-Test Gap,Val-Test Gap,Judgment
Binary classification: alcohol / acetone only,Split 5: Train Period I + Day1; validation Day2-3; test Day4-19,Random Forest,train_val_refit,subspace=1.5,validation_accuracy_macro_f1_balanced_accuracy,54,20,130,0.7407407407407407,0.55,0.6230769230769231,0.7407407407407407,0.55,0.6230769230769231,0.731534090909091,0.4871794871794872,0.5664011980123885,0.1176638176638176,-0.073076923076923,Underfitting
Binary classification: alcohol / acetone only,Split 5: Train Period I + Day1; validation Day2-3; test Day4-19,RBF LS-SVM,train_val_refit,gamma=0.5;C=100.0,validation_accuracy_macro_f1_balanced_accuracy,54,20,130,1.0,1.0,0.9230769230769232,1.0,1.0,0.9230769230769232,1.0,1.0,0.9229127134724856,0.0769230769230768,0.0769230769230768,Acceptable
Binary classification: alcohol / acetone only,Split 5: Train Period I + Day1; validation Day2-3; test Day4-19,MLP,train_val_refit,h=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,54,20,130,1.0,0.95,0.9230769230769232,1.0,0.95,0.9230769230769232,1.0,0.949874686716792,0.9226190476190476,0.0769230769230768,0.0269230769230768,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,LDA,train_val_refit,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,0.972972972972973,0.9333333333333332,0.9636363636363636,0.972972972972973,0.9333333333333332,0.9636363636363636,0.972953216374269,0.9330357142857144,0.9635882158225751,0.0093366093366094,-0.0303030303030302,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,Logistic Regression,train_val_refit,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,0.9864864864864864,0.9333333333333332,1.0,0.9864864864864864,0.9333333333333332,1.0,0.9864840182648402,0.9330357142857144,1.0,-0.0135135135135134,-0.0666666666666666,Best; Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,kNN,train_val_refit,k=1,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,1.0,0.9333333333333332,0.8454545454545455,1.0,0.9333333333333332,0.8454545454545455,1.0,0.9330357142857144,0.8451345755693582,0.1545454545454545,0.0878787878787878,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,Random Forest,train_val_refit,subspace=1.5,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,0.7162162162162162,0.5333333333333333,0.7,0.7162162162162162,0.5333333333333333,0.7,0.7098039215686274,0.4444444444444445,0.6703296703296704,0.0162162162162162,-0.1666666666666666,Underfitting
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,RBF LS-SVM,train_val_refit,gamma=1.0;C=100.0,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,1.0,0.9333333333333332,0.9727272727272728,1.0,0.9333333333333332,0.9727272727272728,1.0,0.9330357142857144,0.972706972128029,0.0272727272727272,-0.0393939393939394,Acceptable
Binary classification: alcohol / acetone only,Split 6: Train Period I + Day1-2; validation Day3-5; test Day6-19,MLP,train_val_refit,h=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,74,30,110,1.0,0.9333333333333332,0.990909090909091,1.0,0.9333333333333332,0.990909090909091,1.0,0.9330357142857144,0.9909083395321928,0.009090909090909,-0.0575757575757576,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,LDA,train_val_refit,shrinkage=0.25,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,0.972972972972973,0.9,0.9636363636363636,0.972972972972973,0.9,0.9636363636363636,0.972953216374269,0.9,0.9635882158225751,0.0093366093366094,-0.0636363636363636,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,Logistic Regression,train_val_refit,l2=0.05,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,0.9864864864864864,0.9,1.0,0.9864864864864864,0.9,1.0,0.9864840182648402,0.898989898989899,1.0,-0.0135135135135134,-0.0999999999999999,Best; Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,kNN,train_val_refit,k=1,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,1.0,0.85,0.8454545454545455,1.0,0.8500000000000001,0.8454545454545455,1.0,0.849624060150376,0.8451345755693582,0.1545454545454545,0.0045454545454545,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,Random Forest,train_val_refit,subspace=1.5,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,0.7162162162162162,0.6,0.7,0.7162162162162162,0.6,0.7,0.7098039215686274,0.5604395604395604,0.6703296703296704,0.0162162162162162,-0.0999999999999999,Underfitting
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,RBF LS-SVM,train_val_refit,gamma=0.5;C=10.0,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,0.9864864864864864,0.9,0.9818181818181818,0.9864864864864864,0.9,0.9818181818181818,0.9864840182648402,0.898989898989899,0.9818121693121692,0.0046683046683047,-0.0818181818181817,Acceptable
Binary classification: alcohol / acetone only,Split 7: Train Period I + Day1-3; validation Day4-5; test Day6-19,MLP,train_val_refit,h=8;l2=0.001;lr=0.01,validation_accuracy_macro_f1_balanced_accuracy,74,20,110,1.0,0.9,0.990909090909091,1.0,0.9,0.990909090909091,1.0,0.898989898989899,0.9909083395321928,0.009090909090909,-0.0909090909090909,Acceptable
