epoch,class_loss,domain_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,seed
40,0.0007801837637089193,0.0,0.0007801837637089193,1.0,0.95,0.8923076923076924,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
45,0.0003854637034237385,0.0,0.0003854637034237385,1.0,0.95,0.9,0.4117647058823529,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
50,0.0002895667857956141,0.0,0.0002895667857956141,1.0,0.95,0.9,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
55,0.006689830217510462,0.0,0.006689830217510462,1.0,0.95,0.9307692307692308,0.5294117647058824,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
60,0.00032117715454660356,0.0,0.00032117715454660356,1.0,0.95,0.8692307692307693,0.4117647058823529,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
65,0.00031056394800543785,0.0,0.00031056394800543785,1.0,0.95,0.8538461538461538,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
70,0.0005900331307202578,0.0,0.0005900331307202578,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
75,0.04159707948565483,0.0,0.04159707948565483,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
80,0.0483301542699337,0.0,0.0483301542699337,1.0,1.0,0.9153846153846154,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
85,0.0008014558698050678,0.0,0.0008014558698050678,1.0,1.0,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
90,0.0003349317703396082,0.0,0.0003349317703396082,1.0,1.0,0.8538461538461538,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
95,0.0008959621773101389,0.0,0.0008959621773101389,1.0,1.0,0.8692307692307693,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
100,0.0011075566289946437,0.0,0.0011075566289946437,1.0,1.0,0.8846153846153846,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
105,0.001959638437256217,0.0,0.001959638437256217,1.0,1.0,0.9461538461538461,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
110,0.000606250949203968,0.0,0.000606250949203968,1.0,1.0,0.9538461538461539,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
115,0.00327837816439569,0.0,0.00327837816439569,1.0,1.0,0.9538461538461539,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
120,0.0002603977045509964,0.0,0.0002603977045509964,1.0,1.0,0.8846153846153846,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
125,0.0001166226647910662,0.0,0.0001166226647910662,1.0,0.95,0.8615384615384616,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
130,0.00018473819363862276,0.0,0.00018473819363862276,1.0,0.95,0.8615384615384616,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
135,8.329209958901629e-05,0.0,8.329209958901629e-05,1.0,0.95,0.8538461538461538,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
140,0.00020018381474073976,0.0,0.00020018381474073976,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
145,3.277422729297541e-05,0.0,3.277422729297541e-05,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
150,3.5610188206192106e-05,0.0,3.5610188206192106e-05,1.0,0.95,0.8615384615384616,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
155,6.0125908930785954e-05,0.0,6.0125908930785954e-05,1.0,0.95,0.8615384615384616,0.38235294117647056,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
160,0.00010350273078074679,0.0,0.00010350273078074679,1.0,0.95,0.8846153846153846,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
165,0.00464747054502368,0.0,0.00464747054502368,1.0,0.95,0.9076923076923077,0.47058823529411764,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
170,9.061204764293507e-05,0.0,9.061204764293507e-05,1.0,0.95,0.8846153846153846,0.47058823529411764,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
175,0.00021054460376035422,0.0,0.00021054460376035422,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
180,0.00013232376659289002,0.0,0.00013232376659289002,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
185,0.00013760750880464911,0.0,0.00013760750880464911,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
190,0.0001275459653697908,0.0,0.0001275459653697908,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
195,0.0001508296118117869,0.0,0.0001508296118117869,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
200,5.087469980935566e-05,0.0,5.087469980935566e-05,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
205,3.0191164114512503e-05,0.0,3.0191164114512503e-05,1.0,0.95,0.8846153846153846,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
210,3.7604524550260976e-05,0.0,3.7604524550260976e-05,1.0,0.95,0.8923076923076924,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
215,3.0922525183996186e-05,0.0,3.0922525183996186e-05,1.0,0.95,0.9,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
220,1.4920434296072926e-05,0.0,1.4920434296072926e-05,1.0,0.95,0.9,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
225,0.00010265165474265814,0.0,0.00010265165474265814,1.0,0.95,0.9,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
230,2.1172289052628912e-05,0.0,2.1172289052628912e-05,1.0,0.95,0.9,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
235,1.4066237781662494e-05,0.0,1.4066237781662494e-05,1.0,0.95,0.9,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
240,3.892070890287869e-05,0.0,3.892070890287869e-05,1.0,0.95,0.9,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
245,0.00013300149294082075,0.0,0.00013300149294082075,1.0,0.95,0.9,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
250,0.00013929972192272544,0.0,0.00013929972192272544,1.0,0.95,0.8923076923076924,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
255,1.2938751751789823e-05,0.0,1.2938751751789823e-05,1.0,0.95,0.8846153846153846,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
260,1.676801184657961e-05,0.0,1.676801184657961e-05,1.0,0.95,0.8846153846153846,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
265,4.283021917217411e-05,0.0,4.283021917217411e-05,1.0,0.95,0.8692307692307693,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
270,4.274925959180109e-05,0.0,4.274925959180109e-05,1.0,0.95,0.8692307692307693,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
275,2.7504147510626353e-05,0.0,2.7504147510626353e-05,1.0,0.95,0.8692307692307693,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
280,1.654463994782418e-05,0.0,1.654463994782418e-05,1.0,0.95,0.8692307692307693,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
285,1.823206912376918e-05,0.0,1.823206912376918e-05,1.0,0.95,0.8615384615384616,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
290,1.2317878827161621e-05,0.0,1.2317878827161621e-05,1.0,0.95,0.8461538461538461,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
295,1.63957283803029e-05,0.0,1.63957283803029e-05,1.0,0.95,0.8461538461538461,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
300,7.386307697743177e-05,0.0,7.386307697743177e-05,1.0,0.95,0.8538461538461538,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
305,2.5498695322312415e-05,0.0,2.5498695322312415e-05,1.0,0.95,0.8615384615384616,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
310,1.0460343219165225e-05,0.0,1.0460343219165225e-05,1.0,0.95,0.8615384615384616,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
315,3.800366903305985e-05,0.0,3.800366903305985e-05,1.0,0.95,0.8615384615384616,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
320,1.2298092769924551e-05,0.0,1.2298092769924551e-05,1.0,0.95,0.8615384615384616,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
325,3.701996320160106e-05,0.0,3.701996320160106e-05,1.0,0.95,0.8615384615384616,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
330,1.909273305500392e-05,0.0,1.909273305500392e-05,1.0,0.95,0.8692307692307693,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
335,7.327087951125577e-05,0.0,7.327087951125577e-05,1.0,0.95,0.8692307692307693,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
340,4.4815318688051775e-05,0.0,4.4815318688051775e-05,1.0,0.95,0.8692307692307693,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
345,4.123459802940488e-05,0.0,4.123459802940488e-05,1.0,0.95,0.8692307692307693,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
350,1.2372584933473263e-05,0.0,1.2372584933473263e-05,1.0,0.95,0.8692307692307693,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
355,1.92168154171668e-05,0.0,1.92168154171668e-05,1.0,0.95,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
360,0.00013223913265392184,0.0,0.00013223913265392184,1.0,0.95,0.8615384615384616,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
365,0.05218315124511719,0.0,0.05218315124511719,1.0,1.0,0.9,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
370,0.0009733524057082832,0.0,0.0009733524057082832,1.0,0.85,0.7846153846153846,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
375,0.00026304213679395616,0.0,0.00026304213679395616,1.0,0.8,0.8,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
380,0.00032167803146876395,0.0,0.00032167803146876395,1.0,0.85,0.8153846153846154,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
385,0.007112388964742422,0.0,0.007112388964742422,1.0,0.65,0.7230769230769231,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
390,0.010976512916386127,0.0,0.010976512916386127,1.0,0.9,0.8,0.29411764705882354,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
395,0.00016466231318190694,0.0,0.00016466231318190694,1.0,0.95,0.823076923076923,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
400,3.5122149711241946e-05,0.0,3.5122149711241946e-05,1.0,1.0,0.8615384615384616,0.35294117647058826,D3_uda_day1_val_day2_3,binary_without_air,MLP source only,0.0,7
1,0.6966328024864197,0.6745131611824036,1.3711459636688232,0.875,0.45,0.5307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
5,0.4381413757801056,0.6238881945610046,1.0620296001434326,0.7916666666666666,0.55,0.6692307692307692,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
10,0.24381108582019806,0.5474881529808044,0.7912992238998413,0.9583333333333334,0.75,0.8153846153846154,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
15,0.10751274973154068,0.6003439426422119,0.7078567147254944,0.9583333333333334,0.7,0.7923076923076923,0.6764705882352942,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
20,0.06770499050617218,0.7144810557365417,0.7821860313415527,1.0,0.8,0.7923076923076923,0.6764705882352942,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
25,0.0135783851146698,0.6571634411811829,0.6707417964935303,1.0,0.95,0.9307692307692308,0.6470588235294118,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
30,0.051521044224500656,0.9352562427520752,0.9867773056030273,1.0,0.85,0.8,0.47058823529411764,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
35,0.002818063134327531,0.7202398180961609,0.7230578660964966,1.0,0.85,0.823076923076923,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
40,0.0007148406584747136,0.6890464425086975,0.6897612810134888,1.0,0.85,0.823076923076923,0.5882352941176471,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
45,0.0017988901818171144,0.6808478832244873,0.6826467514038086,1.0,0.8,0.8076923076923077,0.6764705882352942,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
50,0.0021066220942884684,0.6229146718978882,0.6250212788581848,1.0,0.8,0.7923076923076923,0.8235294117647058,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
55,0.003268561325967312,0.5351565480232239,0.538425087928772,1.0,0.8,0.7923076923076923,0.8823529411764706,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
60,0.005087691824883223,0.6206561923027039,0.6257438659667969,1.0,0.8,0.7923076923076923,0.7352941176470589,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
65,0.0015106600476428866,0.7102950215339661,0.7118057012557983,1.0,0.85,0.8,0.6176470588235294,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
70,0.011250164359807968,0.9183377027511597,0.9295878410339355,1.0,0.9,0.7923076923076923,0.6176470588235294,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
75,0.03834310173988342,1.0487070083618164,1.0870500802993774,1.0,0.95,0.8307692307692308,0.5882352941176471,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
80,0.008605170994997025,1.4954789876937866,1.5040841102600098,1.0,0.8,0.8,0.3235294117647059,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
85,0.006166351493448019,1.088679313659668,1.0948456525802612,1.0,0.85,0.823076923076923,0.6470588235294118,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
90,0.02147591859102249,0.4046788513660431,0.426154762506485,1.0,0.8,0.7923076923076923,0.8823529411764706,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
95,0.14644034206867218,0.3302444517612457,0.4766848087310791,1.0,0.9,0.8461538461538461,0.8823529411764706,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
100,0.005694899708032608,0.3533216416835785,0.3590165376663208,1.0,0.95,0.9076923076923077,0.8529411764705882,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
105,0.001651895814575255,0.4683626890182495,0.4700145721435547,1.0,0.95,0.8538461538461538,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
110,0.0007464354275725782,0.4427424967288971,0.4434889256954193,1.0,0.95,0.8384615384615385,0.8529411764705882,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
115,0.0007931928266771138,0.39235255122184753,0.39314574003219604,1.0,0.9,0.8307692307692308,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
120,0.0004313732497394085,0.44201236963272095,0.44244372844696045,1.0,0.85,0.823076923076923,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
125,0.004502394702285528,0.40916407108306885,0.4136664569377899,1.0,0.85,0.823076923076923,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
130,0.04577581211924553,0.4697757959365845,0.5155516266822815,1.0,0.9,0.8461538461538461,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
135,0.0029688028153032064,0.4506390392780304,0.45360782742500305,1.0,0.85,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
140,0.00017203930474352092,0.44350123405456543,0.4436732828617096,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
145,8.867138967616484e-05,0.426833838224411,0.4269225001335144,1.0,0.75,0.7846153846153846,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
150,0.00033729360438883305,0.41269615292549133,0.41303345561027527,1.0,0.9,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
155,0.0003094886487815529,0.38788533210754395,0.38819482922554016,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
160,0.00025350908981636167,0.4031279385089874,0.40338143706321716,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
165,0.0006291490863077343,0.41955485939979553,0.42018401622772217,1.0,0.9,0.8461538461538461,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
170,0.09998437017202377,0.4168662428855896,0.5168505907058716,1.0,0.9,0.8461538461538461,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
175,0.00029624218586832285,0.4560423195362091,0.4563385546207428,1.0,0.9,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
180,0.00011076153168687597,0.4414721429347992,0.44158291816711426,1.0,0.9,0.8307692307692308,0.7647058823529411,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
185,0.0027919821441173553,0.5188393592834473,0.5216313600540161,1.0,0.9,0.8538461538461538,0.7352941176470589,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
190,0.015047564171254635,0.6197965741157532,0.6348441243171692,1.0,0.85,0.8538461538461538,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
195,0.00011593109229579568,0.7076997756958008,0.7078157067298889,1.0,0.85,0.8153846153846154,0.5588235294117647,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
200,0.00012194703595014289,0.7625643014907837,0.7626862525939941,1.0,0.9,0.8615384615384616,0.6764705882352942,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
205,0.003304791869595647,0.7259683609008789,0.7292731404304504,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
210,6.043063694960438e-05,0.6455185413360596,0.6455789804458618,1.0,0.85,0.8153846153846154,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
215,0.012790166772902012,0.6178507804870605,0.6306409239768982,1.0,0.8,0.7846153846153846,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
220,0.0002975596289616078,0.6219756007194519,0.6222731471061707,1.0,0.8,0.7923076923076923,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
225,0.0001935637410497293,0.6003457903862,0.6005393266677856,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
230,0.00029138941317796707,0.5994578003883362,0.5997492074966431,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
235,3.2729363738326356e-05,0.59892338514328,0.5989561080932617,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
240,0.00017147416656371206,0.5990225076675415,0.5991939902305603,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
245,0.0013157184002920985,0.5967996120452881,0.5981153249740601,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
250,0.00010769343498395756,0.5950860381126404,0.5951937437057495,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
255,2.5890041797538288e-05,0.5908825993537903,0.5909084677696228,1.0,0.85,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
260,0.000571797601878643,0.5852414965629578,0.5858132839202881,1.0,0.8,0.8076923076923077,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
265,1.9607958165579475e-05,0.5788846611976624,0.5789042711257935,1.0,0.85,0.8153846153846154,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
270,0.00010669926996342838,0.5738444924354553,0.5739511847496033,1.0,0.9,0.823076923076923,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
275,8.896330109564587e-05,0.54465252161026,0.5447415113449097,1.0,0.9,0.823076923076923,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
280,0.00015499642177019268,0.5383332371711731,0.5384882092475891,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
285,0.00026602789876051247,0.5062242746353149,0.5064902901649475,1.0,0.9,0.8538461538461538,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
290,0.00027675231103785336,0.5044152140617371,0.5046919584274292,1.0,0.9,0.8538461538461538,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
295,0.00033074282691814005,0.4555867612361908,0.45591750741004944,1.0,0.9,0.8461538461538461,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
300,7.917778566479683e-05,0.4541225731372833,0.45420175790786743,1.0,0.95,0.8384615384615385,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
305,0.0005300359334796667,0.44741135835647583,0.447941392660141,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
310,0.00016448163660243154,0.5203055739402771,0.5204700827598572,1.0,0.9,0.8307692307692308,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
315,1.590357715031132e-05,0.5134449601173401,0.5134608745574951,1.0,0.9,0.823076923076923,0.6470588235294118,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
320,0.09323693066835403,0.7463822364807129,0.8396191596984863,1.0,0.9,0.823076923076923,0.5588235294117647,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
325,9.337993560620816e-07,0.6647327542304993,0.6647337079048157,1.0,0.8,0.8,0.6176470588235294,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
330,0.0012824005680158734,0.6477672457695007,0.6490496397018433,1.0,0.8,0.8,0.6176470588235294,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
335,4.2716456505331735e-07,0.6103077530860901,0.6103081703186035,1.0,0.95,0.8307692307692308,0.7352941176470589,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
340,4.967052902316027e-08,0.5459541082382202,0.545954167842865,1.0,0.95,0.8923076923076924,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
345,3.3228450320166303e-06,0.562110424041748,0.5621137619018555,1.0,0.95,0.9230769230769231,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
350,1.5191851161944214e-05,0.5078011155128479,0.5078163146972656,1.0,0.95,0.9307692307692308,0.7941176470588235,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
355,5.978560875519179e-05,0.5363461971282959,0.5364059805870056,1.0,0.95,0.9461538461538461,0.7647058823529411,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
360,1.2406781024765223e-05,0.5364434123039246,0.5364558100700378,1.0,0.95,0.9538461538461539,0.7647058823529411,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
365,1.3410881365416571e-06,0.5518360733985901,0.5518373847007751,1.0,1.0,0.9615384615384616,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
370,5.831120233779075e-06,0.6142799258232117,0.6142857670783997,1.0,1.0,0.9615384615384616,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
375,5.622365279123187e-06,0.6134291887283325,0.6134347915649414,1.0,1.0,0.9692307692307692,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
380,2.716891685849987e-06,0.6114950180053711,0.6114977598190308,1.0,1.0,0.9615384615384616,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
385,2.130815801137942e-06,0.6094487309455872,0.6094508767127991,1.0,1.0,0.9615384615384616,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
390,1.1722107728928677e-06,0.6078143119812012,0.6078155040740967,1.0,1.0,0.9615384615384616,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
395,4.370992883195868e-07,0.6067389249801636,0.606739342212677,1.0,1.0,0.9538461538461539,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
400,8.543295280105667e-07,0.6061484217643738,0.6061492562294006,1.0,0.95,0.9384615384615385,0.7058823529411765,D3_uda_day1_val_day2_3,binary_without_air,DANN-UDA,0.5,7
