epoch,class_loss,domain_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,split,task,variant,lambda,seed
220,2.190307895943988e-05,0.0,2.190307895943988e-05,1.0,1.0,0.775330396475771,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
225,4.578056905302219e-05,0.0,4.578056905302219e-05,1.0,1.0,0.775330396475771,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
230,4.070256545674056e-05,0.0,4.070256545674056e-05,1.0,1.0,0.775330396475771,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
235,1.7422238670405932e-05,0.0,1.7422238670405932e-05,1.0,1.0,0.7841409691629956,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
240,3.190463030477986e-05,0.0,3.190463030477986e-05,1.0,1.0,0.775330396475771,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
245,6.0056107031414285e-05,0.0,6.0056107031414285e-05,1.0,1.0,0.775330396475771,0.5992217898832685,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
250,4.4095264456700534e-05,0.0,4.4095264456700534e-05,1.0,1.0,0.7797356828193832,0.5953307392996109,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
255,6.322164699668065e-05,0.0,6.322164699668065e-05,1.0,1.0,0.7797356828193832,0.5914396887159533,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
260,3.6741992516908795e-05,0.0,3.6741992516908795e-05,1.0,1.0,0.7797356828193832,0.5914396887159533,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
265,5.9514029999263585e-05,0.0,5.9514029999263585e-05,1.0,1.0,0.7841409691629956,0.5914396887159533,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
270,3.811262649833225e-05,0.0,3.811262649833225e-05,1.0,1.0,0.788546255506608,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
275,2.7308084099786356e-05,0.0,2.7308084099786356e-05,1.0,1.0,0.788546255506608,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
280,0.00024489255156368017,0.0,0.00024489255156368017,1.0,1.0,0.788546255506608,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
285,8.000645902939141e-05,0.0,8.000645902939141e-05,1.0,1.0,0.788546255506608,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
290,8.838481153361499e-05,0.0,8.838481153361499e-05,1.0,1.0,0.7929515418502202,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
295,2.5684499632916413e-05,0.0,2.5684499632916413e-05,1.0,1.0,0.7929515418502202,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
300,2.0160621716058813e-05,0.0,2.0160621716058813e-05,1.0,1.0,0.7973568281938326,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
305,3.647386620286852e-05,0.0,3.647386620286852e-05,1.0,1.0,0.801762114537445,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
310,2.394971852481831e-05,0.0,2.394971852481831e-05,1.0,1.0,0.801762114537445,0.5914396887159533,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
315,4.10326974815689e-05,0.0,4.10326974815689e-05,1.0,1.0,0.7973568281938326,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
320,1.5271169104380533e-05,0.0,1.5271169104380533e-05,1.0,1.0,0.7929515418502202,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
325,0.00036324135726317763,0.0,0.00036324135726317763,1.0,1.0,0.7973568281938326,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
330,2.2078857000451535e-05,0.0,2.2078857000451535e-05,1.0,1.0,0.801762114537445,0.5875486381322957,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
335,4.3738182284869254e-05,0.0,4.3738182284869254e-05,1.0,1.0,0.801762114537445,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
340,0.00010405722423456609,0.0,0.00010405722423456609,1.0,1.0,0.801762114537445,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
345,1.9804079784080386e-05,0.0,1.9804079784080386e-05,1.0,1.0,0.801762114537445,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
350,1.8863798686652444e-05,0.0,1.8863798686652444e-05,1.0,1.0,0.801762114537445,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
355,4.9985017540166155e-05,0.0,4.9985017540166155e-05,1.0,1.0,0.801762114537445,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
360,3.7737696402473375e-05,0.0,3.7737696402473375e-05,1.0,1.0,0.801762114537445,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
365,8.05852105258964e-05,0.0,8.05852105258964e-05,1.0,1.0,0.801762114537445,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
370,8.99749284144491e-05,0.0,8.99749284144491e-05,1.0,1.0,0.801762114537445,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
375,0.00023530599719379097,0.0,0.00023530599719379097,1.0,1.0,0.7973568281938326,0.5836575875486382,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
380,9.745870920596644e-05,0.0,9.745870920596644e-05,1.0,1.0,0.7929515418502202,0.5797665369649806,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
385,0.0001375207502860576,0.0,0.0001375207502860576,1.0,1.0,0.7929515418502202,0.5719844357976653,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
390,9.234383469447494e-05,0.0,9.234383469447494e-05,1.0,1.0,0.7929515418502202,0.5719844357976653,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
395,3.325401121401228e-05,0.0,3.325401121401228e-05,1.0,1.0,0.7929515418502202,0.5758754863813229,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
400,0.00018211537098977715,0.0,0.00018211537098977715,1.0,1.0,0.7973568281938326,0.5758754863813229,D1_transductive_target_all,three_class_with_air,MLP source only,0.0,11
1,1.1652212142944336,0.6920324563980103,1.8572536706924438,0.4,0.4,0.5330396475770925,0.8715953307392996,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
5,0.8205824494361877,0.5359376072883606,1.3565200567245483,0.5333333333333333,0.5333333333333333,0.6211453744493393,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
10,0.5695195198059082,0.49902719259262085,1.0685467720031738,0.8,0.8,0.7048458149779736,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
15,0.30952754616737366,0.4693622589111328,0.7788897752761841,0.9333333333333333,0.9333333333333333,0.7577092511013216,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
20,0.20386973023414612,0.438254177570343,0.6421239376068115,0.9666666666666667,0.9666666666666667,0.7400881057268722,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
25,0.05168319121003151,0.4099203944206238,0.461603581905365,1.0,1.0,0.7400881057268722,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
30,0.018449310213327408,0.3892245292663574,0.40767383575439453,1.0,1.0,0.775330396475771,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
35,0.007783081848174334,0.34317123889923096,0.3509543240070343,1.0,1.0,0.7709251101321586,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
40,0.0020075661595910788,0.3234493136405945,0.3254568874835968,1.0,1.0,0.7973568281938326,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
45,0.0034014505799859762,0.2820802927017212,0.2854817509651184,1.0,1.0,0.801762114537445,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
50,0.002259528962895274,0.2763832211494446,0.2786427438259125,1.0,1.0,0.7973568281938326,0.8988326848249028,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
55,0.00043851954978890717,0.25774309039115906,0.2581816017627716,1.0,1.0,0.7973568281938326,0.9105058365758755,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
60,0.00038284968468360603,0.2698846459388733,0.2702674865722656,1.0,1.0,0.7973568281938326,0.8988326848249028,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
65,0.0004321575106587261,0.26869240403175354,0.2691245675086975,1.0,1.0,0.801762114537445,0.914396887159533,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
70,0.0006785045261494815,0.2741345167160034,0.2748130261898041,1.0,1.0,0.801762114537445,0.9066147859922179,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
75,0.00021368058514781296,0.3044780492782593,0.30469173192977905,1.0,1.0,0.8061674008810573,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
80,0.00020692507678177208,0.30820268392562866,0.30840960144996643,1.0,1.0,0.8061674008810573,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
85,0.0004785490455105901,0.30692416429519653,0.30740270018577576,1.0,1.0,0.8061674008810573,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
90,0.0006744218990206718,0.3315431773662567,0.33221760392189026,1.0,1.0,0.8149779735682819,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
95,0.001955135492607951,0.32562023401260376,0.32757535576820374,1.0,1.0,0.8061674008810573,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
100,0.00034085303195752203,0.31488335132598877,0.31522420048713684,1.0,1.0,0.8061674008810573,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
105,0.00024628991377539933,0.316307932138443,0.3165542185306549,1.0,1.0,0.801762114537445,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
110,0.0019394520204514265,0.2957089841365814,0.29764842987060547,1.0,1.0,0.801762114537445,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
115,0.0003899400180671364,0.28295138478279114,0.28334131836891174,1.0,1.0,0.8061674008810573,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
120,0.00013919401681050658,0.2765110731124878,0.2766502797603607,1.0,1.0,0.8105726872246696,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
125,0.00020552644855342805,0.27833661437034607,0.2785421311855316,1.0,1.0,0.8149779735682819,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
130,0.0001650678605074063,0.2860030233860016,0.28616809844970703,1.0,1.0,0.8149779735682819,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
135,0.00026628555497154593,0.33277618885040283,0.3330424726009369,1.0,1.0,0.8105726872246696,0.9066147859922179,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
140,0.00025573582388460636,0.3390827775001526,0.3393385112285614,1.0,1.0,0.8105726872246696,0.9027237354085603,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
145,0.0011509190080687404,0.31324854493141174,0.31439945101737976,1.0,1.0,0.8061674008810573,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
150,0.0013355681439861655,0.2882990539073944,0.2896346151828766,1.0,1.0,0.8149779735682819,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
155,0.00019626677385531366,0.2827930152416229,0.2829892933368683,1.0,1.0,0.8061674008810573,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
160,0.00037737502134405077,0.27565985918045044,0.2760372459888458,1.0,1.0,0.8061674008810573,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
165,0.00027216534363105893,0.2771989703178406,0.277471125125885,1.0,1.0,0.801762114537445,0.8988326848249028,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
170,0.00013855204451829195,0.303691029548645,0.3038295805454254,1.0,1.0,0.8105726872246696,0.8949416342412452,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
175,0.00011325665400363505,0.3013857901096344,0.30149903893470764,1.0,1.0,0.8193832599118943,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
180,0.00015072395035531372,0.3168547451496124,0.317005455493927,1.0,1.0,0.8193832599118943,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
185,0.0003664833784569055,0.32629066705703735,0.32665714621543884,1.0,1.0,0.8237885462555066,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
190,0.00022553677263204008,0.34802931547164917,0.34825485944747925,1.0,1.0,0.8193832599118943,0.8715953307392996,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
195,0.00019448844250291586,0.34344884753227234,0.34364333748817444,1.0,1.0,0.8149779735682819,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
200,0.003499887650832534,0.33495181798934937,0.33845171332359314,1.0,1.0,0.8149779735682819,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
205,0.00017335920711047947,0.3100147247314453,0.31018808484077454,1.0,1.0,0.8237885462555066,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
210,0.0008131247595883906,0.29394999146461487,0.29476311802864075,1.0,1.0,0.8281938325991189,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
215,0.00013750788639299572,0.30462655425071716,0.304764062166214,1.0,1.0,0.8281938325991189,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
220,8.486743899993598e-05,0.3118896484375,0.31197452545166016,1.0,1.0,0.8370044052863436,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
225,0.0007132280734367669,0.3133116662502289,0.3140248954296112,1.0,1.0,0.8237885462555066,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
230,0.000313709257170558,0.3344520926475525,0.33476579189300537,1.0,1.0,0.8237885462555066,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
235,0.00044495263136923313,0.346529483795166,0.3469744324684143,1.0,1.0,0.8237885462555066,0.867704280155642,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
240,0.00017788269906304777,0.36090710759162903,0.3610849976539612,1.0,1.0,0.8281938325991189,0.8715953307392996,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
245,0.0002868897281587124,0.35378605127334595,0.3540729284286499,1.0,1.0,0.8325991189427313,0.8754863813229572,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
250,0.00013976515037938952,0.34649786353111267,0.34663763642311096,1.0,1.0,0.8325991189427313,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
255,0.0002590145741123706,0.3235899806022644,0.32384899258613586,1.0,1.0,0.8370044052863436,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
260,0.0002543180889915675,0.3231079578399658,0.3233622610569,1.0,1.0,0.8281938325991189,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
265,0.00014562057913281024,0.3220430612564087,0.32218867540359497,1.0,1.0,0.8281938325991189,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
270,0.00037566100945696235,0.3385199010372162,0.3388955593109131,1.0,1.0,0.8458149779735683,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
275,0.00025769692729227245,0.3259894847869873,0.3262471854686737,1.0,1.0,0.8458149779735683,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
280,0.00012266419071238488,0.3227939307689667,0.32291659712791443,1.0,1.0,0.8458149779735683,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
285,0.000149128696648404,0.3184696435928345,0.3186187744140625,1.0,1.0,0.8458149779735683,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
290,8.702730701770633e-05,0.3244331181049347,0.32452014088630676,1.0,1.0,0.8414096916299559,0.8754863813229572,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
295,0.0006400014390237629,0.3288860023021698,0.32952600717544556,1.0,1.0,0.8414096916299559,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
300,0.00017398512864019722,0.3353070616722107,0.33548104763031006,1.0,1.0,0.8325991189427313,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
305,0.0001614279462955892,0.34248512983322144,0.3426465690135956,1.0,1.0,0.8414096916299559,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
310,0.010881509631872177,0.3457391560077667,0.3566206693649292,1.0,1.0,0.8502202643171806,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
315,0.003982405178248882,0.33610716462135315,0.3400895595550537,1.0,1.0,0.8414096916299559,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
320,0.0011418977519497275,0.3551514148712158,0.35629332065582275,1.0,1.0,0.8325991189427313,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
325,0.0007393370615318418,0.3415060043334961,0.34224534034729004,1.0,1.0,0.8458149779735683,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
330,0.0002569993957877159,0.4027748703956604,0.4030318558216095,1.0,1.0,0.8281938325991189,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
335,0.005238115321844816,0.397830605506897,0.4030687212944031,1.0,1.0,0.8325991189427313,0.8754863813229572,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
340,0.0001860224874690175,0.37150734663009644,0.37169337272644043,1.0,1.0,0.8281938325991189,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
345,0.00048495756345801055,0.3615020215511322,0.3619869649410248,1.0,1.0,0.8193832599118943,0.8793774319066148,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
350,0.00016401326865889132,0.3649109899997711,0.3650749921798706,1.0,1.0,0.7929515418502202,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
355,0.0003087971708737314,0.33955055475234985,0.33985936641693115,1.0,1.0,0.7973568281938326,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
360,7.101228402461857e-05,0.3305949568748474,0.3306659758090973,1.0,1.0,0.8061674008810573,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
365,0.00033348792931064963,0.33228805661201477,0.3326215445995331,1.0,1.0,0.801762114537445,0.8910505836575876,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
370,3.412241494515911e-05,0.3448471128940582,0.34488123655319214,1.0,1.0,0.8105726872246696,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
375,0.0004470057610888034,0.35409992933273315,0.3545469343662262,1.0,1.0,0.8061674008810573,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
380,5.039942334406078e-05,0.3361068367958069,0.3361572325229645,1.0,1.0,0.8061674008810573,0.8871595330739299,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
385,0.00021852381178177893,0.34585779905319214,0.3460763096809387,1.0,1.0,0.8105726872246696,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
390,4.6281937102321535e-05,0.3300429582595825,0.3300892412662506,1.0,1.0,0.8149779735682819,0.8832684824902723,D1_transductive_target_all,three_class_with_air,DANN-UDA,0.05,11
