samples_per_class,repeat,model,accuracy,train_files,test_n
2,27,RBF LS-SVM,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o3.csv,14
2,28,LDA,0.5714285714285714,alcohol_o6.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o3.csv,14
2,28,Logistic Regression,0.5714285714285714,alcohol_o6.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o3.csv,14
2,28,kNN,0.7142857142857143,alcohol_o6.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o3.csv,14
2,28,Random Forest,0.6428571428571429,alcohol_o6.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o3.csv,14
2,28,RBF LS-SVM,0.5,alcohol_o6.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o3.csv,14
2,29,LDA,1.0,alcohol_o8.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o5.csv,14
2,29,Logistic Regression,0.6428571428571429,alcohol_o8.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o5.csv,14
2,29,kNN,0.6428571428571429,alcohol_o8.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o5.csv,14
2,29,Random Forest,0.7142857142857143,alcohol_o8.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o5.csv,14
2,29,RBF LS-SVM,0.8571428571428571,alcohol_o8.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o5.csv,14
2,30,LDA,0.6428571428571429,alcohol_o2.csv;alcohol_o11.csv;acetone_o5.csv;acetone_o4.csv,14
2,30,Logistic Regression,0.5714285714285714,alcohol_o2.csv;alcohol_o11.csv;acetone_o5.csv;acetone_o4.csv,14
2,30,kNN,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o5.csv;acetone_o4.csv,14
2,30,Random Forest,0.5714285714285714,alcohol_o2.csv;alcohol_o11.csv;acetone_o5.csv;acetone_o4.csv,14
2,30,RBF LS-SVM,0.5714285714285714,alcohol_o2.csv;alcohol_o11.csv;acetone_o5.csv;acetone_o4.csv,14
2,31,LDA,0.6428571428571429,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o2.csv,14
2,31,Logistic Regression,0.7142857142857143,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o2.csv,14
2,31,kNN,0.5,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o2.csv,14
2,31,Random Forest,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o2.csv,14
2,31,RBF LS-SVM,0.7142857142857143,alcohol_o1.csv;alcohol_o5.csv;acetone_o10.csv;acetone_o2.csv,14
2,32,LDA,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o7.csv;acetone_o1.csv,14
2,32,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o7.csv;acetone_o1.csv,14
2,32,kNN,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o7.csv;acetone_o1.csv,14
2,32,Random Forest,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o7.csv;acetone_o1.csv,14
2,32,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o7.csv;acetone_o1.csv,14
2,33,LDA,0.5,alcohol_o8.csv;alcohol_o10.csv;acetone_o11.csv;acetone_o3.csv,14
2,33,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o10.csv;acetone_o11.csv;acetone_o3.csv,14
2,33,kNN,0.7142857142857143,alcohol_o8.csv;alcohol_o10.csv;acetone_o11.csv;acetone_o3.csv,14
2,33,Random Forest,0.5,alcohol_o8.csv;alcohol_o10.csv;acetone_o11.csv;acetone_o3.csv,14
2,33,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o10.csv;acetone_o11.csv;acetone_o3.csv,14
2,34,LDA,0.5,alcohol_o9.csv;alcohol_o2.csv;acetone_o1.csv;acetone_o5.csv,14
2,34,Logistic Regression,0.5,alcohol_o9.csv;alcohol_o2.csv;acetone_o1.csv;acetone_o5.csv,14
2,34,kNN,0.5,alcohol_o9.csv;alcohol_o2.csv;acetone_o1.csv;acetone_o5.csv,14
2,34,Random Forest,0.7142857142857143,alcohol_o9.csv;alcohol_o2.csv;acetone_o1.csv;acetone_o5.csv,14
2,34,RBF LS-SVM,0.5714285714285714,alcohol_o9.csv;alcohol_o2.csv;acetone_o1.csv;acetone_o5.csv,14
2,35,LDA,0.5,alcohol_o8.csv;alcohol_o5.csv;acetone_o2.csv;acetone_o12.csv,14
2,35,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o5.csv;acetone_o2.csv;acetone_o12.csv,14
2,35,kNN,0.5,alcohol_o8.csv;alcohol_o5.csv;acetone_o2.csv;acetone_o12.csv,14
2,35,Random Forest,0.5,alcohol_o8.csv;alcohol_o5.csv;acetone_o2.csv;acetone_o12.csv,14
2,35,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o5.csv;acetone_o2.csv;acetone_o12.csv,14
2,36,LDA,0.7142857142857143,alcohol_o3.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o4.csv,14
2,36,Logistic Regression,0.6428571428571429,alcohol_o3.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o4.csv,14
2,36,kNN,0.6428571428571429,alcohol_o3.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o4.csv,14
2,36,Random Forest,0.8571428571428571,alcohol_o3.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o4.csv,14
2,36,RBF LS-SVM,0.6428571428571429,alcohol_o3.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o4.csv,14
2,37,LDA,0.5,alcohol_o2.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o2.csv,14
2,37,Logistic Regression,0.5,alcohol_o2.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o2.csv,14
2,37,kNN,0.5,alcohol_o2.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o2.csv,14
2,37,Random Forest,0.5,alcohol_o2.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o2.csv,14
2,37,RBF LS-SVM,0.5,alcohol_o2.csv;alcohol_o5.csv;acetone_o4.csv;acetone_o2.csv,14
2,38,LDA,0.6428571428571429,alcohol_o11.csv;alcohol_o8.csv;acetone_o12.csv;acetone_o10.csv,14
2,38,Logistic Regression,0.7142857142857143,alcohol_o11.csv;alcohol_o8.csv;acetone_o12.csv;acetone_o10.csv,14
2,38,kNN,0.7142857142857143,alcohol_o11.csv;alcohol_o8.csv;acetone_o12.csv;acetone_o10.csv,14
2,38,Random Forest,0.6428571428571429,alcohol_o11.csv;alcohol_o8.csv;acetone_o12.csv;acetone_o10.csv,14
2,38,RBF LS-SVM,0.6428571428571429,alcohol_o11.csv;alcohol_o8.csv;acetone_o12.csv;acetone_o10.csv,14
2,39,LDA,0.42857142857142855,alcohol_o7.csv;alcohol_o10.csv;acetone_o2.csv;acetone_o12.csv,14
2,39,Logistic Regression,0.42857142857142855,alcohol_o7.csv;alcohol_o10.csv;acetone_o2.csv;acetone_o12.csv,14
2,39,kNN,0.5,alcohol_o7.csv;alcohol_o10.csv;acetone_o2.csv;acetone_o12.csv,14
2,39,Random Forest,0.7857142857142857,alcohol_o7.csv;alcohol_o10.csv;acetone_o2.csv;acetone_o12.csv,14
2,39,RBF LS-SVM,0.35714285714285715,alcohol_o7.csv;alcohol_o10.csv;acetone_o2.csv;acetone_o12.csv,14
2,40,LDA,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,40,Logistic Regression,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,40,kNN,0.6428571428571429,alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,40,Random Forest,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,40,RBF LS-SVM,0.5,alcohol_o4.csv;alcohol_o6.csv;acetone_o8.csv;acetone_o11.csv,14
2,41,LDA,0.5714285714285714,alcohol_o8.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o6.csv,14
2,41,Logistic Regression,0.8571428571428571,alcohol_o8.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o6.csv,14
2,41,kNN,0.5714285714285714,alcohol_o8.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o6.csv,14
2,41,Random Forest,0.6428571428571429,alcohol_o8.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o6.csv,14
2,41,RBF LS-SVM,0.5714285714285714,alcohol_o8.csv;alcohol_o3.csv;acetone_o4.csv;acetone_o6.csv,14
2,42,LDA,0.5,alcohol_o9.csv;alcohol_o1.csv;acetone_o12.csv;acetone_o1.csv,14
2,42,Logistic Regression,0.5,alcohol_o9.csv;alcohol_o1.csv;acetone_o12.csv;acetone_o1.csv,14
2,42,kNN,0.5714285714285714,alcohol_o9.csv;alcohol_o1.csv;acetone_o12.csv;acetone_o1.csv,14
2,42,Random Forest,0.7142857142857143,alcohol_o9.csv;alcohol_o1.csv;acetone_o12.csv;acetone_o1.csv,14
2,42,RBF LS-SVM,0.5,alcohol_o9.csv;alcohol_o1.csv;acetone_o12.csv;acetone_o1.csv,14
2,43,LDA,0.7857142857142857,alcohol_o2.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o5.csv,14
2,43,Logistic Regression,0.7857142857142857,alcohol_o2.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o5.csv,14
2,43,kNN,0.6428571428571429,alcohol_o2.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o5.csv,14
2,43,Random Forest,0.7142857142857143,alcohol_o2.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o5.csv,14
2,43,RBF LS-SVM,0.8571428571428571,alcohol_o2.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o5.csv,14
2,44,LDA,0.5714285714285714,alcohol_o4.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o2.csv,14
2,44,Logistic Regression,0.6428571428571429,alcohol_o4.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o2.csv,14
2,44,kNN,0.5,alcohol_o4.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o2.csv,14
2,44,Random Forest,0.7857142857142857,alcohol_o4.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o2.csv,14
2,44,RBF LS-SVM,0.6428571428571429,alcohol_o4.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o2.csv,14
2,45,LDA,0.5,alcohol_o7.csv;alcohol_o12.csv;acetone_o8.csv;acetone_o6.csv,14
2,45,Logistic Regression,0.5,alcohol_o7.csv;alcohol_o12.csv;acetone_o8.csv;acetone_o6.csv,14
2,45,kNN,0.5,alcohol_o7.csv;alcohol_o12.csv;acetone_o8.csv;acetone_o6.csv,14
2,45,Random Forest,0.5,alcohol_o7.csv;alcohol_o12.csv;acetone_o8.csv;acetone_o6.csv,14
2,45,RBF LS-SVM,0.5,alcohol_o7.csv;alcohol_o12.csv;acetone_o8.csv;acetone_o6.csv,14
2,46,LDA,0.8571428571428571,alcohol_o10.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o2.csv,14
2,46,Logistic Regression,0.8571428571428571,alcohol_o10.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o2.csv,14
2,46,kNN,0.5,alcohol_o10.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o2.csv,14
2,46,Random Forest,0.9285714285714286,alcohol_o10.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o2.csv,14
2,46,RBF LS-SVM,1.0,alcohol_o10.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o2.csv,14
2,47,LDA,0.5,alcohol_o4.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o3.csv,14
2,47,Logistic Regression,0.5714285714285714,alcohol_o4.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o3.csv,14
2,47,kNN,0.5714285714285714,alcohol_o4.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o3.csv,14
2,47,Random Forest,0.8571428571428571,alcohol_o4.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o3.csv,14
2,47,RBF LS-SVM,0.5,alcohol_o4.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o3.csv,14
2,48,LDA,0.6428571428571429,alcohol_o10.csv;alcohol_o4.csv;acetone_o5.csv;acetone_o4.csv,14
2,48,Logistic Regression,0.6428571428571429,alcohol_o10.csv;alcohol_o4.csv;acetone_o5.csv;acetone_o4.csv,14
2,48,kNN,0.5,alcohol_o10.csv;alcohol_o4.csv;acetone_o5.csv;acetone_o4.csv,14
2,48,Random Forest,0.5714285714285714,alcohol_o10.csv;alcohol_o4.csv;acetone_o5.csv;acetone_o4.csv,14
2,48,RBF LS-SVM,0.6428571428571429,alcohol_o10.csv;alcohol_o4.csv;acetone_o5.csv;acetone_o4.csv,14
2,49,LDA,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o2.csv,14
2,49,Logistic Regression,0.35714285714285715,alcohol_o7.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o2.csv,14
2,49,kNN,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o2.csv,14
2,49,Random Forest,0.6428571428571429,alcohol_o7.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o2.csv,14
2,49,RBF LS-SVM,0.42857142857142855,alcohol_o7.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o2.csv,14
2,50,LDA,0.7857142857142857,alcohol_o3.csv;alcohol_o12.csv;acetone_o6.csv;acetone_o2.csv,14
2,50,Logistic Regression,0.7857142857142857,alcohol_o3.csv;alcohol_o12.csv;acetone_o6.csv;acetone_o2.csv,14
2,50,kNN,0.5,alcohol_o3.csv;alcohol_o12.csv;acetone_o6.csv;acetone_o2.csv,14
2,50,Random Forest,0.5714285714285714,alcohol_o3.csv;alcohol_o12.csv;acetone_o6.csv;acetone_o2.csv,14
2,50,RBF LS-SVM,0.8571428571428571,alcohol_o3.csv;alcohol_o12.csv;acetone_o6.csv;acetone_o2.csv,14
2,51,LDA,0.5,alcohol_o1.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o5.csv,14
2,51,Logistic Regression,0.5,alcohol_o1.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o5.csv,14
2,51,kNN,0.7142857142857143,alcohol_o1.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o5.csv,14
2,51,Random Forest,0.6428571428571429,alcohol_o1.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o5.csv,14
2,51,RBF LS-SVM,0.5,alcohol_o1.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o5.csv,14
2,52,LDA,1.0,alcohol_o9.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o4.csv,14
2,52,Logistic Regression,0.7857142857142857,alcohol_o9.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o4.csv,14
2,52,kNN,0.6428571428571429,alcohol_o9.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o4.csv,14
2,52,Random Forest,0.7142857142857143,alcohol_o9.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o4.csv,14
2,52,RBF LS-SVM,0.6428571428571429,alcohol_o9.csv;alcohol_o5.csv;acetone_o8.csv;acetone_o4.csv,14
2,53,LDA,0.7857142857142857,alcohol_o2.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o2.csv,14
2,53,Logistic Regression,0.8571428571428571,alcohol_o2.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o2.csv,14
2,53,kNN,0.5,alcohol_o2.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o2.csv,14
2,53,Random Forest,0.9285714285714286,alcohol_o2.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o2.csv,14
2,53,RBF LS-SVM,1.0,alcohol_o2.csv;alcohol_o12.csv;acetone_o10.csv;acetone_o2.csv,14
2,54,LDA,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o3.csv,14
2,54,Logistic Regression,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o3.csv,14
2,54,kNN,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o3.csv,14
2,54,Random Forest,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o3.csv,14
2,54,RBF LS-SVM,0.5,alcohol_o2.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o3.csv,14
2,55,LDA,0.6428571428571429,alcohol_o6.csv;alcohol_o8.csv;acetone_o10.csv;acetone_o12.csv,14
2,55,Logistic Regression,0.6428571428571429,alcohol_o6.csv;alcohol_o8.csv;acetone_o10.csv;acetone_o12.csv,14
2,55,kNN,0.6428571428571429,alcohol_o6.csv;alcohol_o8.csv;acetone_o10.csv;acetone_o12.csv,14
2,55,Random Forest,0.6428571428571429,alcohol_o6.csv;alcohol_o8.csv;acetone_o10.csv;acetone_o12.csv,14
2,55,RBF LS-SVM,0.6428571428571429,alcohol_o6.csv;alcohol_o8.csv;acetone_o10.csv;acetone_o12.csv,14
2,56,LDA,0.35714285714285715,alcohol_o8.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o5.csv,14
2,56,Logistic Regression,0.35714285714285715,alcohol_o8.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o5.csv,14
2,56,kNN,0.5714285714285714,alcohol_o8.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o5.csv,14
2,56,Random Forest,0.5714285714285714,alcohol_o8.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o5.csv,14
2,56,RBF LS-SVM,0.35714285714285715,alcohol_o8.csv;alcohol_o4.csv;acetone_o1.csv;acetone_o5.csv,14
2,57,LDA,0.5,alcohol_o5.csv;alcohol_o10.csv;acetone_o4.csv;acetone_o10.csv,14
2,57,Logistic Regression,0.5,alcohol_o5.csv;alcohol_o10.csv;acetone_o4.csv;acetone_o10.csv,14
2,57,kNN,0.5714285714285714,alcohol_o5.csv;alcohol_o10.csv;acetone_o4.csv;acetone_o10.csv,14
2,57,Random Forest,0.8571428571428571,alcohol_o5.csv;alcohol_o10.csv;acetone_o4.csv;acetone_o10.csv,14
2,57,RBF LS-SVM,0.5,alcohol_o5.csv;alcohol_o10.csv;acetone_o4.csv;acetone_o10.csv,14
2,58,LDA,0.7857142857142857,alcohol_o3.csv;alcohol_o4.csv;acetone_o9.csv;acetone_o8.csv,14
2,58,Logistic Regression,0.7142857142857143,alcohol_o3.csv;alcohol_o4.csv;acetone_o9.csv;acetone_o8.csv,14
2,58,kNN,0.5,alcohol_o3.csv;alcohol_o4.csv;acetone_o9.csv;acetone_o8.csv,14
2,58,Random Forest,0.5714285714285714,alcohol_o3.csv;alcohol_o4.csv;acetone_o9.csv;acetone_o8.csv,14
2,58,RBF LS-SVM,0.7142857142857143,alcohol_o3.csv;alcohol_o4.csv;acetone_o9.csv;acetone_o8.csv,14
2,59,LDA,0.6428571428571429,alcohol_o6.csv;alcohol_o3.csv;acetone_o6.csv;acetone_o1.csv,14
2,59,Logistic Regression,0.6428571428571429,alcohol_o6.csv;alcohol_o3.csv;acetone_o6.csv;acetone_o1.csv,14
2,59,kNN,0.5,alcohol_o6.csv;alcohol_o3.csv;acetone_o6.csv;acetone_o1.csv,14
2,59,Random Forest,0.5,alcohol_o6.csv;alcohol_o3.csv;acetone_o6.csv;acetone_o1.csv,14
2,59,RBF LS-SVM,0.5714285714285714,alcohol_o6.csv;alcohol_o3.csv;acetone_o6.csv;acetone_o1.csv,14
2,60,LDA,0.5,alcohol_o8.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o3.csv,14
2,60,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o3.csv,14
2,60,kNN,0.5,alcohol_o8.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o3.csv,14
2,60,Random Forest,0.5,alcohol_o8.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o3.csv,14
2,60,RBF LS-SVM,0.5,alcohol_o8.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o3.csv,14
2,61,LDA,0.5,alcohol_o9.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o4.csv,14
2,61,Logistic Regression,0.5,alcohol_o9.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o4.csv,14
2,61,kNN,0.5,alcohol_o9.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o4.csv,14
2,61,Random Forest,0.7857142857142857,alcohol_o9.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o4.csv,14
2,61,RBF LS-SVM,0.5,alcohol_o9.csv;alcohol_o11.csv;acetone_o2.csv;acetone_o4.csv,14
2,62,LDA,0.5,alcohol_o6.csv;alcohol_o10.csv;acetone_o1.csv;acetone_o10.csv,14
2,62,Logistic Regression,0.5714285714285714,alcohol_o6.csv;alcohol_o10.csv;acetone_o1.csv;acetone_o10.csv,14
2,62,kNN,0.5,alcohol_o6.csv;alcohol_o10.csv;acetone_o1.csv;acetone_o10.csv,14
2,62,Random Forest,0.8571428571428571,alcohol_o6.csv;alcohol_o10.csv;acetone_o1.csv;acetone_o10.csv,14
2,62,RBF LS-SVM,0.6428571428571429,alcohol_o6.csv;alcohol_o10.csv;acetone_o1.csv;acetone_o10.csv,14
2,63,LDA,0.8571428571428571,alcohol_o9.csv;alcohol_o7.csv;acetone_o4.csv;acetone_o11.csv,14
2,63,Logistic Regression,0.7142857142857143,alcohol_o9.csv;alcohol_o7.csv;acetone_o4.csv;acetone_o11.csv,14
2,63,kNN,0.7142857142857143,alcohol_o9.csv;alcohol_o7.csv;acetone_o4.csv;acetone_o11.csv,14
2,63,Random Forest,0.7142857142857143,alcohol_o9.csv;alcohol_o7.csv;acetone_o4.csv;acetone_o11.csv,14
2,63,RBF LS-SVM,0.8571428571428571,alcohol_o9.csv;alcohol_o7.csv;acetone_o4.csv;acetone_o11.csv,14
2,64,LDA,0.8571428571428571,alcohol_o2.csv;alcohol_o10.csv;acetone_o6.csv;acetone_o2.csv,14
2,64,Logistic Regression,0.8571428571428571,alcohol_o2.csv;alcohol_o10.csv;acetone_o6.csv;acetone_o2.csv,14
2,64,kNN,0.5714285714285714,alcohol_o2.csv;alcohol_o10.csv;acetone_o6.csv;acetone_o2.csv,14
2,64,Random Forest,0.7857142857142857,alcohol_o2.csv;alcohol_o10.csv;acetone_o6.csv;acetone_o2.csv,14
2,64,RBF LS-SVM,0.8571428571428571,alcohol_o2.csv;alcohol_o10.csv;acetone_o6.csv;acetone_o2.csv,14
2,65,LDA,1.0,alcohol_o1.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o2.csv,14
2,65,Logistic Regression,1.0,alcohol_o1.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o2.csv,14
2,65,kNN,0.5,alcohol_o1.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o2.csv,14
2,65,Random Forest,1.0,alcohol_o1.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o2.csv,14
2,65,RBF LS-SVM,1.0,alcohol_o1.csv;alcohol_o9.csv;acetone_o10.csv;acetone_o2.csv,14
2,66,LDA,0.5,alcohol_o3.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o2.csv,14
2,66,Logistic Regression,0.5,alcohol_o3.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o2.csv,14
2,66,kNN,0.5,alcohol_o3.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o2.csv,14
2,66,Random Forest,0.8571428571428571,alcohol_o3.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o2.csv,14
2,66,RBF LS-SVM,0.5714285714285714,alcohol_o3.csv;alcohol_o9.csv;acetone_o4.csv;acetone_o2.csv,14
2,67,LDA,0.5,alcohol_o1.csv;alcohol_o3.csv;acetone_o1.csv;acetone_o7.csv,14
2,67,Logistic Regression,0.5,alcohol_o1.csv;alcohol_o3.csv;acetone_o1.csv;acetone_o7.csv,14
2,67,kNN,0.5,alcohol_o1.csv;alcohol_o3.csv;acetone_o1.csv;acetone_o7.csv,14
2,67,Random Forest,0.5,alcohol_o1.csv;alcohol_o3.csv;acetone_o1.csv;acetone_o7.csv,14
2,67,RBF LS-SVM,0.5,alcohol_o1.csv;alcohol_o3.csv;acetone_o1.csv;acetone_o7.csv,14
2,68,LDA,0.5,alcohol_o10.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o3.csv,14
2,68,Logistic Regression,0.5,alcohol_o10.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o3.csv,14
2,68,kNN,0.5,alcohol_o10.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o3.csv,14
2,68,Random Forest,0.5,alcohol_o10.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o3.csv,14
2,68,RBF LS-SVM,0.5,alcohol_o10.csv;alcohol_o9.csv;acetone_o7.csv;acetone_o3.csv,14
2,69,LDA,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o5.csv,14
2,69,Logistic Regression,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o5.csv,14
2,69,kNN,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o5.csv,14
2,69,Random Forest,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o5.csv,14
2,69,RBF LS-SVM,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o5.csv,14
2,70,LDA,0.5,alcohol_o12.csv;alcohol_o10.csv;acetone_o3.csv;acetone_o1.csv,14
2,70,Logistic Regression,0.5,alcohol_o12.csv;alcohol_o10.csv;acetone_o3.csv;acetone_o1.csv,14
2,70,kNN,0.5,alcohol_o12.csv;alcohol_o10.csv;acetone_o3.csv;acetone_o1.csv,14
2,70,Random Forest,0.8571428571428571,alcohol_o12.csv;alcohol_o10.csv;acetone_o3.csv;acetone_o1.csv,14
2,70,RBF LS-SVM,0.8571428571428571,alcohol_o12.csv;alcohol_o10.csv;acetone_o3.csv;acetone_o1.csv,14
2,71,LDA,0.42857142857142855,alcohol_o9.csv;alcohol_o6.csv;acetone_o3.csv;acetone_o10.csv,14
2,71,Logistic Regression,0.42857142857142855,alcohol_o9.csv;alcohol_o6.csv;acetone_o3.csv;acetone_o10.csv,14
2,71,kNN,0.5714285714285714,alcohol_o9.csv;alcohol_o6.csv;acetone_o3.csv;acetone_o10.csv,14
2,71,Random Forest,0.42857142857142855,alcohol_o9.csv;alcohol_o6.csv;acetone_o3.csv;acetone_o10.csv,14
2,71,RBF LS-SVM,0.42857142857142855,alcohol_o9.csv;alcohol_o6.csv;acetone_o3.csv;acetone_o10.csv,14
2,72,LDA,0.5714285714285714,alcohol_o10.csv;alcohol_o7.csv;acetone_o11.csv;acetone_o4.csv,14
2,72,Logistic Regression,0.7142857142857143,alcohol_o10.csv;alcohol_o7.csv;acetone_o11.csv;acetone_o4.csv,14
2,72,kNN,0.7142857142857143,alcohol_o10.csv;alcohol_o7.csv;acetone_o11.csv;acetone_o4.csv,14
2,72,Random Forest,0.8571428571428571,alcohol_o10.csv;alcohol_o7.csv;acetone_o11.csv;acetone_o4.csv,14
2,72,RBF LS-SVM,0.7142857142857143,alcohol_o10.csv;alcohol_o7.csv;acetone_o11.csv;acetone_o4.csv,14
2,73,LDA,0.5714285714285714,alcohol_o8.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o2.csv,14
2,73,Logistic Regression,0.5,alcohol_o8.csv;alcohol_o3.csv;acetone_o9.csv;acetone_o2.csv,14
