samples_per_class,repeat,model,accuracy,train_files,test_n
1,71,Random Forest,0.5,alcohol_o4.csv;acetone_o2.csv,14
1,71,RBF LS-SVM,0.2857142857142857,alcohol_o4.csv;acetone_o2.csv,14
1,72,LDA,0.5,alcohol_o5.csv;acetone_o7.csv,14
1,72,Logistic Regression,0.9285714285714286,alcohol_o5.csv;acetone_o7.csv,14
1,72,kNN,0.5,alcohol_o5.csv;acetone_o7.csv,14
1,72,Random Forest,0.9285714285714286,alcohol_o5.csv;acetone_o7.csv,14
1,72,RBF LS-SVM,0.9285714285714286,alcohol_o5.csv;acetone_o7.csv,14
1,73,LDA,0.5,alcohol_o4.csv;acetone_o11.csv,14
1,73,Logistic Regression,0.5,alcohol_o4.csv;acetone_o11.csv,14
1,73,kNN,0.5,alcohol_o4.csv;acetone_o11.csv,14
1,73,Random Forest,0.5,alcohol_o4.csv;acetone_o11.csv,14
1,73,RBF LS-SVM,0.5,alcohol_o4.csv;acetone_o11.csv,14
1,74,LDA,0.5,alcohol_o7.csv;acetone_o1.csv,14
1,74,Logistic Regression,0.5,alcohol_o7.csv;acetone_o1.csv,14
1,74,kNN,0.5,alcohol_o7.csv;acetone_o1.csv,14
1,74,Random Forest,0.5,alcohol_o7.csv;acetone_o1.csv,14
1,74,RBF LS-SVM,0.42857142857142855,alcohol_o7.csv;acetone_o1.csv,14
1,75,LDA,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,75,Logistic Regression,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,75,kNN,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,75,Random Forest,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,75,RBF LS-SVM,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,76,LDA,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,76,Logistic Regression,0.07142857142857142,alcohol_o6.csv;acetone_o7.csv,14
1,76,kNN,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,76,Random Forest,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,76,RBF LS-SVM,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,77,LDA,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,77,Logistic Regression,0.07142857142857142,alcohol_o6.csv;acetone_o7.csv,14
1,77,kNN,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,77,Random Forest,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,77,RBF LS-SVM,0.5,alcohol_o6.csv;acetone_o7.csv,14
1,78,LDA,0.5,alcohol_o8.csv;acetone_o1.csv,14
1,78,Logistic Regression,0.6428571428571429,alcohol_o8.csv;acetone_o1.csv,14
1,78,kNN,0.5,alcohol_o8.csv;acetone_o1.csv,14
1,78,Random Forest,0.7142857142857143,alcohol_o8.csv;acetone_o1.csv,14
1,78,RBF LS-SVM,0.5714285714285714,alcohol_o8.csv;acetone_o1.csv,14
1,79,LDA,0.5,alcohol_o8.csv;acetone_o9.csv,14
1,79,Logistic Regression,0.42857142857142855,alcohol_o8.csv;acetone_o9.csv,14
1,79,kNN,0.5,alcohol_o8.csv;acetone_o9.csv,14
1,79,Random Forest,0.5,alcohol_o8.csv;acetone_o9.csv,14
1,79,RBF LS-SVM,0.42857142857142855,alcohol_o8.csv;acetone_o9.csv,14
1,80,LDA,0.5,alcohol_o10.csv;acetone_o3.csv,14
1,80,Logistic Regression,0.5,alcohol_o10.csv;acetone_o3.csv,14
1,80,kNN,0.5,alcohol_o10.csv;acetone_o3.csv,14
1,80,Random Forest,0.5,alcohol_o10.csv;acetone_o3.csv,14
1,80,RBF LS-SVM,0.35714285714285715,alcohol_o10.csv;acetone_o3.csv,14
1,81,LDA,0.5,alcohol_o6.csv;acetone_o12.csv,14
1,81,Logistic Regression,0.42857142857142855,alcohol_o6.csv;acetone_o12.csv,14
1,81,kNN,0.5,alcohol_o6.csv;acetone_o12.csv,14
1,81,Random Forest,0.5714285714285714,alcohol_o6.csv;acetone_o12.csv,14
1,81,RBF LS-SVM,0.42857142857142855,alcohol_o6.csv;acetone_o12.csv,14
1,82,LDA,0.5,alcohol_o8.csv;acetone_o4.csv,14
1,82,Logistic Regression,0.5,alcohol_o8.csv;acetone_o4.csv,14
1,82,kNN,0.5,alcohol_o8.csv;acetone_o4.csv,14
1,82,Random Forest,0.5,alcohol_o8.csv;acetone_o4.csv,14
1,82,RBF LS-SVM,0.5,alcohol_o8.csv;acetone_o4.csv,14
1,83,LDA,0.5,alcohol_o10.csv;acetone_o1.csv,14
1,83,Logistic Regression,0.5,alcohol_o10.csv;acetone_o1.csv,14
1,83,kNN,0.5,alcohol_o10.csv;acetone_o1.csv,14
1,83,Random Forest,0.5,alcohol_o10.csv;acetone_o1.csv,14
1,83,RBF LS-SVM,0.5,alcohol_o10.csv;acetone_o1.csv,14
1,84,LDA,0.5,alcohol_o8.csv;acetone_o1.csv,14
1,84,Logistic Regression,0.6428571428571429,alcohol_o8.csv;acetone_o1.csv,14
1,84,kNN,0.5,alcohol_o8.csv;acetone_o1.csv,14
1,84,Random Forest,0.7142857142857143,alcohol_o8.csv;acetone_o1.csv,14
1,84,RBF LS-SVM,0.5714285714285714,alcohol_o8.csv;acetone_o1.csv,14
1,85,LDA,0.5,alcohol_o9.csv;acetone_o4.csv,14
1,85,Logistic Regression,0.6428571428571429,alcohol_o9.csv;acetone_o4.csv,14
1,85,kNN,0.5,alcohol_o9.csv;acetone_o4.csv,14
1,85,Random Forest,0.6428571428571429,alcohol_o9.csv;acetone_o4.csv,14
1,85,RBF LS-SVM,0.6428571428571429,alcohol_o9.csv;acetone_o4.csv,14
1,86,LDA,0.5,alcohol_o10.csv;acetone_o9.csv,14
1,86,Logistic Regression,0.7142857142857143,alcohol_o10.csv;acetone_o9.csv,14
1,86,kNN,0.5,alcohol_o10.csv;acetone_o9.csv,14
1,86,Random Forest,0.7857142857142857,alcohol_o10.csv;acetone_o9.csv,14
1,86,RBF LS-SVM,0.7142857142857143,alcohol_o10.csv;acetone_o9.csv,14
1,87,LDA,0.5,alcohol_o2.csv;acetone_o1.csv,14
1,87,Logistic Regression,0.5,alcohol_o2.csv;acetone_o1.csv,14
1,87,kNN,0.5,alcohol_o2.csv;acetone_o1.csv,14
1,87,Random Forest,0.5,alcohol_o2.csv;acetone_o1.csv,14
1,87,RBF LS-SVM,0.5,alcohol_o2.csv;acetone_o1.csv,14
1,88,LDA,0.5,alcohol_o2.csv;acetone_o10.csv,14
1,88,Logistic Regression,0.5,alcohol_o2.csv;acetone_o10.csv,14
1,88,kNN,0.5,alcohol_o2.csv;acetone_o10.csv,14
1,88,Random Forest,0.5,alcohol_o2.csv;acetone_o10.csv,14
1,88,RBF LS-SVM,0.5,alcohol_o2.csv;acetone_o10.csv,14
1,89,LDA,0.5,alcohol_o12.csv;acetone_o5.csv,14
1,89,Logistic Regression,0.42857142857142855,alcohol_o12.csv;acetone_o5.csv,14
1,89,kNN,0.5,alcohol_o12.csv;acetone_o5.csv,14
1,89,Random Forest,0.5714285714285714,alcohol_o12.csv;acetone_o5.csv,14
1,89,RBF LS-SVM,0.42857142857142855,alcohol_o12.csv;acetone_o5.csv,14
1,90,LDA,0.5,alcohol_o5.csv;acetone_o1.csv,14
1,90,Logistic Regression,0.5,alcohol_o5.csv;acetone_o1.csv,14
1,90,kNN,0.5,alcohol_o5.csv;acetone_o1.csv,14
1,90,Random Forest,0.5,alcohol_o5.csv;acetone_o1.csv,14
1,90,RBF LS-SVM,0.5,alcohol_o5.csv;acetone_o1.csv,14
1,91,LDA,0.5,alcohol_o3.csv;acetone_o12.csv,14
1,91,Logistic Regression,0.9285714285714286,alcohol_o3.csv;acetone_o12.csv,14
1,91,kNN,0.5,alcohol_o3.csv;acetone_o12.csv,14
1,91,Random Forest,0.7857142857142857,alcohol_o3.csv;acetone_o12.csv,14
1,91,RBF LS-SVM,0.9285714285714286,alcohol_o3.csv;acetone_o12.csv,14
1,92,LDA,0.5,alcohol_o4.csv;acetone_o4.csv,14
1,92,Logistic Regression,0.5714285714285714,alcohol_o4.csv;acetone_o4.csv,14
1,92,kNN,0.5,alcohol_o4.csv;acetone_o4.csv,14
1,92,Random Forest,0.5,alcohol_o4.csv;acetone_o4.csv,14
1,92,RBF LS-SVM,0.5714285714285714,alcohol_o4.csv;acetone_o4.csv,14
1,93,LDA,0.5,alcohol_o3.csv;acetone_o1.csv,14
1,93,Logistic Regression,0.5714285714285714,alcohol_o3.csv;acetone_o1.csv,14
1,93,kNN,0.5,alcohol_o3.csv;acetone_o1.csv,14
1,93,Random Forest,0.7857142857142857,alcohol_o3.csv;acetone_o1.csv,14
1,93,RBF LS-SVM,0.14285714285714285,alcohol_o3.csv;acetone_o1.csv,14
1,94,LDA,0.5,alcohol_o5.csv;acetone_o10.csv,14
1,94,Logistic Regression,0.5,alcohol_o5.csv;acetone_o10.csv,14
1,94,kNN,0.5,alcohol_o5.csv;acetone_o10.csv,14
1,94,Random Forest,0.5,alcohol_o5.csv;acetone_o10.csv,14
1,94,RBF LS-SVM,0.5,alcohol_o5.csv;acetone_o10.csv,14
1,95,LDA,0.5,alcohol_o3.csv;acetone_o7.csv,14
1,95,Logistic Regression,0.5,alcohol_o3.csv;acetone_o7.csv,14
1,95,kNN,0.5,alcohol_o3.csv;acetone_o7.csv,14
1,95,Random Forest,0.5,alcohol_o3.csv;acetone_o7.csv,14
1,95,RBF LS-SVM,0.5,alcohol_o3.csv;acetone_o7.csv,14
1,96,LDA,0.5,alcohol_o9.csv;acetone_o1.csv,14
1,96,Logistic Regression,0.0,alcohol_o9.csv;acetone_o1.csv,14
1,96,kNN,0.5,alcohol_o9.csv;acetone_o1.csv,14
1,96,Random Forest,0.07142857142857142,alcohol_o9.csv;acetone_o1.csv,14
1,96,RBF LS-SVM,0.0,alcohol_o9.csv;acetone_o1.csv,14
1,97,LDA,0.5,alcohol_o8.csv;acetone_o7.csv,14
1,97,Logistic Regression,0.5,alcohol_o8.csv;acetone_o7.csv,14
1,97,kNN,0.5,alcohol_o8.csv;acetone_o7.csv,14
1,97,Random Forest,0.5,alcohol_o8.csv;acetone_o7.csv,14
1,97,RBF LS-SVM,0.5,alcohol_o8.csv;acetone_o7.csv,14
1,98,LDA,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,98,Logistic Regression,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,98,kNN,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,98,Random Forest,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,98,RBF LS-SVM,0.5,alcohol_o12.csv;acetone_o7.csv,14
1,99,LDA,0.5,alcohol_o11.csv;acetone_o12.csv,14
1,99,Logistic Regression,0.21428571428571427,alcohol_o11.csv;acetone_o12.csv,14
1,99,kNN,0.5,alcohol_o11.csv;acetone_o12.csv,14
1,99,Random Forest,0.5714285714285714,alcohol_o11.csv;acetone_o12.csv,14
1,99,RBF LS-SVM,0.21428571428571427,alcohol_o11.csv;acetone_o12.csv,14
2,0,LDA,0.5,alcohol_o2.csv;alcohol_o7.csv;acetone_o3.csv;acetone_o8.csv,14
2,0,Logistic Regression,0.5,alcohol_o2.csv;alcohol_o7.csv;acetone_o3.csv;acetone_o8.csv,14
2,0,kNN,0.5,alcohol_o2.csv;alcohol_o7.csv;acetone_o3.csv;acetone_o8.csv,14
2,0,Random Forest,0.5,alcohol_o2.csv;alcohol_o7.csv;acetone_o3.csv;acetone_o8.csv,14
2,0,RBF LS-SVM,0.5,alcohol_o2.csv;alcohol_o7.csv;acetone_o3.csv;acetone_o8.csv,14
2,1,LDA,0.5,alcohol_o11.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o10.csv,14
2,1,Logistic Regression,0.5,alcohol_o11.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o10.csv,14
2,1,kNN,0.7857142857142857,alcohol_o11.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o10.csv,14
2,1,Random Forest,0.5714285714285714,alcohol_o11.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o10.csv,14
2,1,RBF LS-SVM,0.5,alcohol_o11.csv;alcohol_o3.csv;acetone_o5.csv;acetone_o10.csv,14
2,2,LDA,0.5,alcohol_o10.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o2.csv,14
2,2,Logistic Regression,0.5,alcohol_o10.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o2.csv,14
2,2,kNN,0.5,alcohol_o10.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o2.csv,14
2,2,Random Forest,0.6428571428571429,alcohol_o10.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o2.csv,14
2,2,RBF LS-SVM,0.5,alcohol_o10.csv;alcohol_o11.csv;acetone_o10.csv;acetone_o2.csv,14
2,3,LDA,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o1.csv,14
2,3,Logistic Regression,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o1.csv,14
2,3,kNN,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o1.csv,14
2,3,Random Forest,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o1.csv,14
2,3,RBF LS-SVM,0.5,alcohol_o12.csv;alcohol_o8.csv;acetone_o9.csv;acetone_o1.csv,14
2,4,LDA,0.5,alcohol_o9.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o11.csv,14
2,4,Logistic Regression,0.5714285714285714,alcohol_o9.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o11.csv,14
2,4,kNN,0.7857142857142857,alcohol_o9.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o11.csv,14
2,4,Random Forest,0.7857142857142857,alcohol_o9.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o11.csv,14
2,4,RBF LS-SVM,0.5,alcohol_o9.csv;alcohol_o7.csv;acetone_o7.csv;acetone_o11.csv,14
2,5,LDA,0.5,alcohol_o7.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o5.csv,14
2,5,Logistic Regression,0.5,alcohol_o7.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o5.csv,14
2,5,kNN,0.8571428571428571,alcohol_o7.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o5.csv,14
2,5,Random Forest,0.5,alcohol_o7.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o5.csv,14
2,5,RBF LS-SVM,0.5,alcohol_o7.csv;alcohol_o11.csv;acetone_o8.csv;acetone_o5.csv,14
2,6,LDA,0.8571428571428571,alcohol_o3.csv;alcohol_o4.csv;acetone_o4.csv;acetone_o6.csv,14
2,6,Logistic Regression,0.7857142857142857,alcohol_o3.csv;alcohol_o4.csv;acetone_o4.csv;acetone_o6.csv,14
2,6,kNN,0.5714285714285714,alcohol_o3.csv;alcohol_o4.csv;acetone_o4.csv;acetone_o6.csv,14
2,6,Random Forest,0.6428571428571429,alcohol_o3.csv;alcohol_o4.csv;acetone_o4.csv;acetone_o6.csv,14
2,6,RBF LS-SVM,0.9285714285714286,alcohol_o3.csv;alcohol_o4.csv;acetone_o4.csv;acetone_o6.csv,14
2,7,LDA,1.0,alcohol_o4.csv;alcohol_o2.csv;acetone_o12.csv;acetone_o10.csv,14
2,7,Logistic Regression,0.7857142857142857,alcohol_o4.csv;alcohol_o2.csv;acetone_o12.csv;acetone_o10.csv,14
2,7,kNN,0.5,alcohol_o4.csv;alcohol_o2.csv;acetone_o12.csv;acetone_o10.csv,14
2,7,Random Forest,0.6428571428571429,alcohol_o4.csv;alcohol_o2.csv;acetone_o12.csv;acetone_o10.csv,14
2,7,RBF LS-SVM,1.0,alcohol_o4.csv;alcohol_o2.csv;acetone_o12.csv;acetone_o10.csv,14
2,8,LDA,0.7142857142857143,alcohol_o5.csv;alcohol_o8.csv;acetone_o11.csv;acetone_o4.csv,14
2,8,Logistic Regression,0.7857142857142857,alcohol_o5.csv;alcohol_o8.csv;acetone_o11.csv;acetone_o4.csv,14
2,8,kNN,0.5,alcohol_o5.csv;alcohol_o8.csv;acetone_o11.csv;acetone_o4.csv,14
2,8,Random Forest,0.7142857142857143,alcohol_o5.csv;alcohol_o8.csv;acetone_o11.csv;acetone_o4.csv,14
2,8,RBF LS-SVM,0.7142857142857143,alcohol_o5.csv;alcohol_o8.csv;acetone_o11.csv;acetone_o4.csv,14
2,9,LDA,0.5,alcohol_o5.csv;alcohol_o1.csv;acetone_o9.csv;acetone_o2.csv,14
2,9,Logistic Regression,0.5,alcohol_o5.csv;alcohol_o1.csv;acetone_o9.csv;acetone_o2.csv,14
2,9,kNN,0.5,alcohol_o5.csv;alcohol_o1.csv;acetone_o9.csv;acetone_o2.csv,14
2,9,Random Forest,0.9285714285714286,alcohol_o5.csv;alcohol_o1.csv;acetone_o9.csv;acetone_o2.csv,14
2,9,RBF LS-SVM,0.5,alcohol_o5.csv;alcohol_o1.csv;acetone_o9.csv;acetone_o2.csv,14
2,10,LDA,0.35714285714285715,alcohol_o7.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o3.csv,14
2,10,Logistic Regression,0.35714285714285715,alcohol_o7.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o3.csv,14
2,10,kNN,0.5714285714285714,alcohol_o7.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o3.csv,14
2,10,Random Forest,0.42857142857142855,alcohol_o7.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o3.csv,14
2,10,RBF LS-SVM,0.35714285714285715,alcohol_o7.csv;alcohol_o12.csv;acetone_o9.csv;acetone_o3.csv,14
2,11,LDA,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o8.csv,14
2,11,Logistic Regression,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o8.csv,14
2,11,kNN,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o8.csv,14
2,11,Random Forest,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o8.csv,14
2,11,RBF LS-SVM,0.5,alcohol_o7.csv;alcohol_o4.csv;acetone_o6.csv;acetone_o8.csv,14
2,12,LDA,0.5,alcohol_o11.csv;alcohol_o8.csv;acetone_o6.csv;acetone_o7.csv,14
2,12,Logistic Regression,0.5,alcohol_o11.csv;alcohol_o8.csv;acetone_o6.csv;acetone_o7.csv,14
2,12,kNN,0.5,alcohol_o11.csv;alcohol_o8.csv;acetone_o6.csv;acetone_o7.csv,14
2,12,Random Forest,0.6428571428571429,alcohol_o11.csv;alcohol_o8.csv;acetone_o6.csv;acetone_o7.csv,14
2,12,RBF LS-SVM,0.5,alcohol_o11.csv;alcohol_o8.csv;acetone_o6.csv;acetone_o7.csv,14
2,13,LDA,0.5,alcohol_o12.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o7.csv,14
2,13,Logistic Regression,0.5,alcohol_o12.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o7.csv,14
2,13,kNN,0.6428571428571429,alcohol_o12.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o7.csv,14
2,13,Random Forest,0.7857142857142857,alcohol_o12.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o7.csv,14
2,13,RBF LS-SVM,0.5,alcohol_o12.csv;alcohol_o1.csv;acetone_o4.csv;acetone_o7.csv,14
2,14,LDA,0.42857142857142855,alcohol_o10.csv;alcohol_o8.csv;acetone_o7.csv;acetone_o4.csv,14
2,14,Logistic Regression,0.42857142857142855,alcohol_o10.csv;alcohol_o8.csv;acetone_o7.csv;acetone_o4.csv,14
2,14,kNN,0.5,alcohol_o10.csv;alcohol_o8.csv;acetone_o7.csv;acetone_o4.csv,14
2,14,Random Forest,0.5714285714285714,alcohol_o10.csv;alcohol_o8.csv;acetone_o7.csv;acetone_o4.csv,14
2,14,RBF LS-SVM,0.42857142857142855,alcohol_o10.csv;alcohol_o8.csv;acetone_o7.csv;acetone_o4.csv,14
2,15,LDA,0.35714285714285715,alcohol_o10.csv;alcohol_o7.csv;acetone_o5.csv;acetone_o2.csv,14
2,15,Logistic Regression,0.35714285714285715,alcohol_o10.csv;alcohol_o7.csv;acetone_o5.csv;acetone_o2.csv,14
2,15,kNN,0.5714285714285714,alcohol_o10.csv;alcohol_o7.csv;acetone_o5.csv;acetone_o2.csv,14
2,15,Random Forest,0.6428571428571429,alcohol_o10.csv;alcohol_o7.csv;acetone_o5.csv;acetone_o2.csv,14
2,15,RBF LS-SVM,0.35714285714285715,alcohol_o10.csv;alcohol_o7.csv;acetone_o5.csv;acetone_o2.csv,14
2,16,LDA,0.5,alcohol_o1.csv;alcohol_o7.csv;acetone_o1.csv;acetone_o3.csv,14
2,16,Logistic Regression,0.5,alcohol_o1.csv;alcohol_o7.csv;acetone_o1.csv;acetone_o3.csv,14
2,16,kNN,0.7142857142857143,alcohol_o1.csv;alcohol_o7.csv;acetone_o1.csv;acetone_o3.csv,14
2,16,Random Forest,0.5,alcohol_o1.csv;alcohol_o7.csv;acetone_o1.csv;acetone_o3.csv,14
2,16,RBF LS-SVM,0.5,alcohol_o1.csv;alcohol_o7.csv;acetone_o1.csv;acetone_o3.csv,14
2,17,LDA,0.6428571428571429,alcohol_o4.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv,14
2,17,Logistic Regression,0.6428571428571429,alcohol_o4.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv,14
2,17,kNN,0.5,alcohol_o4.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv,14
2,17,Random Forest,0.6428571428571429,alcohol_o4.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv,14
2,17,RBF LS-SVM,0.7142857142857143,alcohol_o4.csv;alcohol_o10.csv;acetone_o8.csv;acetone_o3.csv,14
2,18,LDA,0.5,alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o12.csv,14
2,18,Logistic Regression,0.5,alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o12.csv,14
2,18,kNN,0.5,alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o12.csv,14
2,18,Random Forest,0.6428571428571429,alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o12.csv,14
2,18,RBF LS-SVM,0.5,alcohol_o10.csv;alcohol_o2.csv;acetone_o2.csv;acetone_o12.csv,14
2,19,LDA,0.35714285714285715,alcohol_o8.csv;alcohol_o6.csv;acetone_o5.csv;acetone_o7.csv,14
2,19,Logistic Regression,0.42857142857142855,alcohol_o8.csv;alcohol_o6.csv;acetone_o5.csv;acetone_o7.csv,14
2,19,kNN,0.5,alcohol_o8.csv;alcohol_o6.csv;acetone_o5.csv;acetone_o7.csv,14
2,19,Random Forest,0.42857142857142855,alcohol_o8.csv;alcohol_o6.csv;acetone_o5.csv;acetone_o7.csv,14
2,19,RBF LS-SVM,0.42857142857142855,alcohol_o8.csv;alcohol_o6.csv;acetone_o5.csv;acetone_o7.csv,14
2,20,LDA,0.5,alcohol_o11.csv;alcohol_o4.csv;acetone_o7.csv;acetone_o4.csv,14
2,20,Logistic Regression,0.5714285714285714,alcohol_o11.csv;alcohol_o4.csv;acetone_o7.csv;acetone_o4.csv,14
2,20,kNN,0.5714285714285714,alcohol_o11.csv;alcohol_o4.csv;acetone_o7.csv;acetone_o4.csv,14
2,20,Random Forest,0.7142857142857143,alcohol_o11.csv;alcohol_o4.csv;acetone_o7.csv;acetone_o4.csv,14
2,20,RBF LS-SVM,0.6428571428571429,alcohol_o11.csv;alcohol_o4.csv;acetone_o7.csv;acetone_o4.csv,14
2,21,LDA,0.8571428571428571,alcohol_o12.csv;alcohol_o9.csv;acetone_o12.csv;acetone_o9.csv,14
2,21,Logistic Regression,0.7142857142857143,alcohol_o12.csv;alcohol_o9.csv;acetone_o12.csv;acetone_o9.csv,14
2,21,kNN,0.5714285714285714,alcohol_o12.csv;alcohol_o9.csv;acetone_o12.csv;acetone_o9.csv,14
2,21,Random Forest,0.6428571428571429,alcohol_o12.csv;alcohol_o9.csv;acetone_o12.csv;acetone_o9.csv,14
2,21,RBF LS-SVM,0.9285714285714286,alcohol_o12.csv;alcohol_o9.csv;acetone_o12.csv;acetone_o9.csv,14
2,22,LDA,1.0,alcohol_o10.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o3.csv,14
2,22,Logistic Regression,1.0,alcohol_o10.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o3.csv,14
2,22,kNN,0.5,alcohol_o10.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o3.csv,14
2,22,Random Forest,0.9285714285714286,alcohol_o10.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o3.csv,14
2,22,RBF LS-SVM,1.0,alcohol_o10.csv;alcohol_o4.csv;acetone_o2.csv;acetone_o3.csv,14
2,23,LDA,0.5,alcohol_o2.csv;alcohol_o3.csv;acetone_o12.csv;acetone_o6.csv,14
2,23,Logistic Regression,0.5714285714285714,alcohol_o2.csv;alcohol_o3.csv;acetone_o12.csv;acetone_o6.csv,14
2,23,kNN,0.5,alcohol_o2.csv;alcohol_o3.csv;acetone_o12.csv;acetone_o6.csv,14
2,23,Random Forest,0.6428571428571429,alcohol_o2.csv;alcohol_o3.csv;acetone_o12.csv;acetone_o6.csv,14
2,23,RBF LS-SVM,0.5,alcohol_o2.csv;alcohol_o3.csv;acetone_o12.csv;acetone_o6.csv,14
2,24,LDA,0.5,alcohol_o1.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o7.csv,14
2,24,Logistic Regression,0.5,alcohol_o1.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o7.csv,14
2,24,kNN,0.5714285714285714,alcohol_o1.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o7.csv,14
2,24,Random Forest,0.6428571428571429,alcohol_o1.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o7.csv,14
2,24,RBF LS-SVM,0.5,alcohol_o1.csv;alcohol_o5.csv;acetone_o5.csv;acetone_o7.csv,14
2,25,LDA,0.8571428571428571,alcohol_o10.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o7.csv,14
2,25,Logistic Regression,0.9285714285714286,alcohol_o10.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o7.csv,14
2,25,kNN,0.5,alcohol_o10.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o7.csv,14
2,25,Random Forest,0.5714285714285714,alcohol_o10.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o7.csv,14
2,25,RBF LS-SVM,1.0,alcohol_o10.csv;alcohol_o7.csv;acetone_o10.csv;acetone_o7.csv,14
2,26,LDA,0.5,alcohol_o3.csv;alcohol_o5.csv;acetone_o11.csv;acetone_o3.csv,14
2,26,Logistic Regression,0.5,alcohol_o3.csv;alcohol_o5.csv;acetone_o11.csv;acetone_o3.csv,14
2,26,kNN,0.7142857142857143,alcohol_o3.csv;alcohol_o5.csv;acetone_o11.csv;acetone_o3.csv,14
2,26,Random Forest,0.5,alcohol_o3.csv;alcohol_o5.csv;acetone_o11.csv;acetone_o3.csv,14
2,26,RBF LS-SVM,0.5,alcohol_o3.csv;alcohol_o5.csv;acetone_o11.csv;acetone_o3.csv,14
2,27,LDA,0.7142857142857143,alcohol_o12.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o3.csv,14
2,27,Logistic Regression,0.7142857142857143,alcohol_o12.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o3.csv,14
2,27,kNN,0.5,alcohol_o12.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o3.csv,14
2,27,Random Forest,0.6428571428571429,alcohol_o12.csv;alcohol_o4.csv;acetone_o12.csv;acetone_o3.csv,14
