split,description,task,model,training_randomness,protocol_version,preprocessing,seed_count,seed_values,tuning_random_state,tuning_seed_values,best_params,fixed_estimator_params,selection_method,final_training,train_n,selection_train_n,validation_n,test_n,train_accuracy,train_accuracy_variance,train_accuracy_std,train_accuracy_min,train_accuracy_max,train_balanced_accuracy,train_balanced_accuracy_variance,train_balanced_accuracy_std,train_balanced_accuracy_min,train_balanced_accuracy_max,train_macro_f1,train_macro_f1_variance,train_macro_f1_std,train_macro_f1_min,train_macro_f1_max,validation_accuracy,validation_accuracy_variance,validation_accuracy_std,validation_accuracy_min,validation_accuracy_max,validation_balanced_accuracy,validation_balanced_accuracy_variance,validation_balanced_accuracy_std,validation_balanced_accuracy_min,validation_balanced_accuracy_max,validation_macro_f1,validation_macro_f1_variance,validation_macro_f1_std,validation_macro_f1_min,validation_macro_f1_max,test_accuracy,test_accuracy_variance,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_variance,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_variance,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,LDA,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,shrinkage=0.5,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9285714285714286,,,,,0.9369369369369368,,,,,0.924443631485885,,,,,0.925,,,,,0.9333333333333332,,,,,0.9219072444878896,,,,,0.9024390243902439,,,,,0.903122438333706,,,,,0.9019800562502546,,,,
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Logistic Regression,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,C=0.1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9693877551020408,,,,,0.9729729729729729,,,,,0.9681377151799687,,,,,0.95,,,,,0.9555555555555556,,,,,0.9553571428571429,,,,,0.9707317073170731,,,,,0.9712348163052389,,,,,0.9713485288232161,,,,
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,kNN,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,n_neighbors=1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,1.0,,,,,1.0,,,,,1.0,,,,,0.875,,,,,0.8777777777777779,,,,,0.8736772486772487,,,,,0.8682926829268293,,,,,0.8684700797376855,,,,,0.8725427985723387,,,,
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Random Forest,stochastic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",5,0;1;2;3;4,,0;1;2;3;4,max_features=sqrt;max_depth=2;min_samples_leaf=4,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,0.9163265306122449,2.0824656393169557e-05,0.004563404035713862,0.9081632653061225,0.9183673469387755,0.9261261261261261,1.6232448664880767e-05,0.004028951310810391,0.918918918918919,0.9279279279279279,0.9261231642601505,1.628585948264623e-05,0.004035574244472059,0.918904109589041,0.9279279279279279,0.8,0.0,0.0,0.8,0.8,0.8222222222222223,0.0,0.0,0.8222222222222223,0.8222222222222223,0.8086124401913877,1.5407439555097887e-32,1.2412670766236366e-16,0.8086124401913876,0.8086124401913876,0.9170731707317075,1.5407439555097887e-32,1.2412670766236366e-16,0.9170731707317074,0.9170731707317074,0.92018779342723,0.0,0.0,0.92018779342723,0.92018779342723,0.9190272536687631,0.0,0.0,0.9190272536687631,0.9190272536687631
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,RBF SVM,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,C=10.0;gamma=0.01,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,58,40,205,0.9897959183673469,,,,,0.990990990990991,,,,,0.9909893455098935,,,,,0.95,,,,,0.9555555555555556,,,,,0.9555555555555556,,,,,0.9609756097560975,,,,,0.9606528057232282,,,,,0.9619266907997548,,,,
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP,stochastic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",5,0;1;2;3;4,,0;1;2;3;4,"hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,58,40,205,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8299999999999998,0.0016874999999999985,0.04107919181288744,0.775,0.875,0.8488888888888889,0.0013333333333333335,0.03651483716701108,0.7999999999999999,0.8888888888888888,0.8252807947948613,0.0022528948132531155,0.04746466910506293,0.7644087938205585,0.8782446311858076,0.9453658536585365,0.0001237358715050557,0.011123662683893993,0.926829268292683,0.9560975609756097,0.9436023548699606,0.00013306635428516326,0.011535439059054634,0.9242119382964454,0.9541694612117148,0.9451734546275314,0.00012370683477306774,0.011122357428758875,0.926524803469775,0.9557353127775663
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,LDA,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,shrinkage=0.25,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.9387755102040817,,,,,0.9459459459459459,,,,,0.9347939488784559,,,,,0.9230769230769231,,,,,0.9333333333333332,,,,,0.9214489214489214,,,,,0.926829268292683,,,,,0.927192786347716,,,,,0.9267324192201466,,,,
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Logistic Regression,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,C=0.1,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.9693877551020408,,,,,0.9729729729729729,,,,,0.9681377151799687,,,,,0.9230769230769231,,,,,0.9333333333333332,,,,,0.9326599326599326,,,,,0.9707317073170731,,,,,0.9712348163052389,,,,,0.9713485288232161,,,,
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,kNN,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,n_neighbors=3,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,0.8775510204081632,,,,,0.8821321321321322,,,,,0.8777464788732394,,,,,0.8846153846153846,,,,,0.9,,,,,0.8897028897028897,,,,,0.8975609756097561,,,,,0.899023772263209,,,,,0.8998753511119922,,,,
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,Random Forest,stochastic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",5,0;1;2;3;4,,0;1;2;3;4,max_features=sqrt;max_depth=2;min_samples_leaf=2,n_estimators=300;criterion=gini;class_weight=balanced;bootstrap=True;n_jobs=-1,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,0.9183673469387756,1.5407439555097887e-32,1.2412670766236366e-16,0.9183673469387755,0.9183673469387755,0.927927927927928,1.5407439555097887e-32,1.2412670766236366e-16,0.9279279279279279,0.9279279279279279,0.927927927927928,1.5407439555097887e-32,1.2412670766236366e-16,0.9279279279279279,0.9279279279279279,0.8846153846153847,1.5407439555097887e-32,1.2412670766236366e-16,0.8846153846153846,0.8846153846153846,0.9,0.0,0.0,0.9,0.9,0.8997493734335841,1.5407439555097887e-32,1.2412670766236366e-16,0.899749373433584,0.899749373433584,0.9170731707317075,1.5407439555097887e-32,1.2412670766236366e-16,0.9170731707317074,0.9170731707317074,0.92018779342723,0.0,0.0,0.92018779342723,0.92018779342723,0.9190272536687631,0.0,0.0,0.9190272536687631,0.9190272536687631
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,RBF SVM,deterministic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",0,,,,C=10.0;gamma=scale,,validation_macro_f1_balanced_accuracy_accuracy,train_val_refit,98,72,26,205,1.0,,,,,1.0,,,,,1.0,,,,,0.8846153846153846,,,,,0.9,,,,,0.899749373433584,,,,,0.9658536585365853,,,,,0.9647514717937252,,,,,0.9662168383897788,,,,
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP,stochastic,enose_three_class_ml_v2_2026-07-01,"Pipeline(StandardScaler, classifier)",5,0;1;2;3;4,,0;1;2;3;4,"hidden_layer_sizes=(32, 16);alpha=0.0001;learning_rate_init=0.01",activation=relu;solver=adam;max_iter=400;early_stopping=False,validation_metrics_mean_over_fixed_seeds,train_val_refit,98,72,26,205,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8846153846153847,0.0014792899408284047,0.03846153846153849,0.8461538461538461,0.9230769230769231,0.9,0.001111111111111107,0.03333333333333327,0.8666666666666667,0.9333333333333332,0.8903325527366448,0.001582324768826426,0.03977844603332848,0.8387445887445887,0.9326599326599326,0.9453658536585365,0.0001237358715050557,0.011123662683893993,0.926829268292683,0.9560975609756097,0.9436023548699606,0.00013306635428516326,0.011535439059054634,0.9242119382964454,0.9541694612117148,0.9451734546275314,0.00012370683477306774,0.011122357428758875,0.926524803469775,0.9557353127775663
