epoch,L,Ld,backward_loss_scalar,class_loss,domain_loss,total_loss,effective_feature_objective,train_accuracy,validation_accuracy,test_accuracy,domain_discriminator_accuracy,domain_discriminator_balanced_accuracy,domain_majority_baseline,split,task,variant,architecture,lambda,seed,seed_values
200,0.0014008395373821259,0.0,0.0014008395373821259,0.0014008395373821259,0.0,0.0014008395373821259,0.0014008395373821259,1.0,0.6,0.7545787545787546,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
205,0.004441247321665287,0.0,0.004441247321665287,0.004441247321665287,0.0,0.004441247321665287,0.004441247321665287,1.0,0.6,0.7692307692307693,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
210,0.0011358971241861582,0.0,0.0011358971241861582,0.0011358971241861582,0.0,0.0011358971241861582,0.0011358971241861582,1.0,0.6,0.7765567765567766,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
215,0.0014598247362300754,0.0,0.0014598247362300754,0.0014598247362300754,0.0,0.0014598247362300754,0.0014598247362300754,1.0,0.6,0.7692307692307693,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
220,0.0020586508326232433,0.0,0.0020586508326232433,0.0020586508326232433,0.0,0.0020586508326232433,0.0020586508326232433,1.0,0.6,0.7728937728937729,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
225,0.004251241218298674,0.0,0.004251241218298674,0.004251241218298674,0.0,0.004251241218298674,0.004251241218298674,1.0,0.6,0.7692307692307693,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
230,0.0008917937520891428,0.0,0.0008917937520891428,0.0008917937520891428,0.0,0.0008917937520891428,0.0008917937520891428,1.0,0.6,0.7692307692307693,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
235,0.0006173658184707165,0.0,0.0006173658184707165,0.0006173658184707165,0.0,0.0006173658184707165,0.0006173658184707165,1.0,0.6,0.7692307692307693,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
240,0.006085608620196581,0.0,0.006085608620196581,0.006085608620196581,0.0,0.006085608620196581,0.006085608620196581,1.0,0.6,0.73992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
245,0.008056786842644215,0.0,0.008056786842644215,0.008056786842644215,0.0,0.008056786842644215,0.008056786842644215,1.0,0.6,0.706959706959707,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
250,0.041531965136528015,0.0,0.041531965136528015,0.041531965136528015,0.0,0.041531965136528015,0.041531965136528015,1.0,0.6,0.7106227106227107,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
255,0.004120449535548687,0.0,0.004120449535548687,0.004120449535548687,0.0,0.004120449535548687,0.004120449535548687,1.0,0.6,0.717948717948718,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
260,0.015789305791258812,0.0,0.015789305791258812,0.015789305791258812,0.0,0.015789305791258812,0.015789305791258812,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
265,0.05761219188570976,0.0,0.05761219188570976,0.05761219188570976,0.0,0.05761219188570976,0.05761219188570976,1.0,0.6,0.6703296703296703,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
270,0.005603474099189043,0.0,0.005603474099189043,0.005603474099189043,0.0,0.005603474099189043,0.005603474099189043,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
275,0.003959372639656067,0.0,0.003959372639656067,0.003959372639656067,0.0,0.003959372639656067,0.003959372639656067,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
280,0.001946773729287088,0.0,0.001946773729287088,0.001946773729287088,0.0,0.001946773729287088,0.001946773729287088,1.0,0.6,0.6886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
285,0.0033381753601133823,0.0,0.0033381753601133823,0.0033381753601133823,0.0,0.0033381753601133823,0.0033381753601133823,1.0,0.6,0.673992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
290,0.001156634301878512,0.0,0.001156634301878512,0.001156634301878512,0.0,0.001156634301878512,0.001156634301878512,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
295,0.0032900378573685884,0.0,0.0032900378573685884,0.0032900378573685884,0.0,0.0032900378573685884,0.0032900378573685884,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
300,0.005817336030304432,0.0,0.005817336030304432,0.005817336030304432,0.0,0.005817336030304432,0.005817336030304432,1.0,0.6,0.6703296703296703,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
305,0.0018628512043505907,0.0,0.0018628512043505907,0.0018628512043505907,0.0,0.0018628512043505907,0.0018628512043505907,1.0,0.6,0.6813186813186813,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
310,0.015645837411284447,0.0,0.015645837411284447,0.015645837411284447,0.0,0.015645837411284447,0.015645837411284447,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
315,0.00490723317489028,0.0,0.00490723317489028,0.00490723317489028,0.0,0.00490723317489028,0.00490723317489028,1.0,0.6,0.6703296703296703,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
320,0.0018972741672769189,0.0,0.0018972741672769189,0.0018972741672769189,0.0,0.0018972741672769189,0.0018972741672769189,1.0,0.6,0.6703296703296703,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
325,0.0027687496040016413,0.0,0.0027687496040016413,0.0027687496040016413,0.0,0.0027687496040016413,0.0027687496040016413,1.0,0.6,0.663003663003663,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
330,0.007735918741673231,0.0,0.007735918741673231,0.007735918741673231,0.0,0.007735918741673231,0.007735918741673231,1.0,0.6,0.673992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
335,0.0007219447870738804,0.0,0.0007219447870738804,0.0007219447870738804,0.0,0.0007219447870738804,0.0007219447870738804,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
340,0.0007537471828982234,0.0,0.0007537471828982234,0.0007537471828982234,0.0,0.0007537471828982234,0.0007537471828982234,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
345,0.0004763907927554101,0.0,0.0004763907927554101,0.0004763907927554101,0.0,0.0004763907927554101,0.0004763907927554101,1.0,0.6,0.673992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
350,0.001931942068040371,0.0,0.001931942068040371,0.001931942068040371,0.0,0.001931942068040371,0.001931942068040371,1.0,0.6,0.673992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
355,0.0036806208081543446,0.0,0.0036806208081543446,0.0036806208081543446,0.0,0.0036806208081543446,0.0036806208081543446,1.0,0.6,0.673992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
360,0.0003759995452128351,0.0,0.0003759995452128351,0.0003759995452128351,0.0,0.0003759995452128351,0.0003759995452128351,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
365,0.004305987153202295,0.0,0.004305987153202295,0.004305987153202295,0.0,0.004305987153202295,0.004305987153202295,1.0,0.6,0.6776556776556777,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
370,0.0018203086219727993,0.0,0.0018203086219727993,0.0018203086219727993,0.0,0.0018203086219727993,0.0018203086219727993,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
375,0.0021907526534050703,0.0,0.0021907526534050703,0.0021907526534050703,0.0,0.0021907526534050703,0.0021907526534050703,1.0,0.6,0.6886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
380,0.0005351848667487502,0.0,0.0005351848667487502,0.0005351848667487502,0.0,0.0005351848667487502,0.0005351848667487502,1.0,0.6,0.6886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
385,0.012310564517974854,0.0,0.012310564517974854,0.012310564517974854,0.0,0.012310564517974854,0.012310564517974854,1.0,0.6,0.6886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
390,0.0638824924826622,0.0,0.0638824924826622,0.0638824924826622,0.0,0.0638824924826622,0.0638824924826622,1.0,0.6,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
395,0.0016962349181994796,0.0,0.0016962349181994796,0.0016962349181994796,0.0,0.0016962349181994796,0.0016962349181994796,1.0,0.6,0.6959706959706959,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
400,0.0013760548317804933,0.0,0.0013760548317804933,0.0013760548317804933,0.0,0.0013760548317804933,0.0013760548317804933,1.0,0.6,0.6996336996336996,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,One-layer G_f: 54 -> 16,0.0,0,"0,1,2,3,4"
1,1.0693309307098389,0.5481241345405579,1.617455005645752,1.0693309307098389,0.5481241345405579,1.617455005645752,0.7952688634395599,0.52,0.4,0.46886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
5,0.7195501327514648,0.40534892678260803,1.1248990297317505,0.7195501327514648,0.40534892678260803,1.1248990297317505,0.5168756693601608,0.68,0.4,0.5934065934065934,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
10,0.5447599291801453,0.3636420965194702,0.9084020256996155,0.5447599291801453,0.3636420965194702,0.9084020256996155,0.36293888092041016,0.84,0.8,0.6593406593406593,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
15,0.3867361843585968,0.32692891359329224,0.7136651277542114,0.3867361843585968,0.32692891359329224,0.7136651277542114,0.22327172756195068,0.84,0.8,0.6996336996336996,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
20,0.284125417470932,0.2850697934627533,0.5691952109336853,0.284125417470932,0.2850697934627533,0.5691952109336853,0.14159052073955536,0.88,0.8,0.684981684981685,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
25,0.23191988468170166,0.2659033238887787,0.49782320857048035,0.23191988468170166,0.2659033238887787,0.49782320857048035,0.09896822273731232,0.88,0.8,0.6886446886446886,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
30,0.15342694520950317,0.2593707740306854,0.4127977192401886,0.15342694520950317,0.2593707740306854,0.4127977192401886,0.02374155819416046,0.96,0.8,0.706959706959707,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
35,0.12524014711380005,0.3041541576385498,0.42939430475234985,0.12524014711380005,0.3041541576385498,0.42939430475234985,-0.026836931705474854,0.96,0.8,0.706959706959707,0.9161073825503355,0.5181684981684982,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
40,0.10912597924470901,0.31364962458610535,0.42277559638023376,0.10912597924470901,0.31364962458610535,0.42277559638023376,-0.04769883304834366,1.0,0.8,0.73992673992674,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
45,0.09112542122602463,0.3341169059276581,0.4252423346042633,0.09112542122602463,0.3341169059276581,0.4252423346042633,-0.07593303173780441,0.96,0.8,0.7472527472527473,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
50,0.0787726417183876,0.3297256529331207,0.40849828720092773,0.0787726417183876,0.3297256529331207,0.40849828720092773,-0.08609018474817276,1.0,0.8,0.7728937728937729,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
55,0.09069570899009705,0.31212058663368225,0.4028162956237793,0.09069570899009705,0.31212058663368225,0.4028162956237793,-0.06536458432674408,0.96,0.8,0.7802197802197802,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
60,0.04977356642484665,0.2905062139034271,0.34027978777885437,0.04977356642484665,0.2905062139034271,0.34027978777885437,-0.09547954052686691,1.0,0.8,0.7875457875457875,0.9228187919463087,0.54,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
65,0.047417569905519485,0.25998973846435547,0.30740731954574585,0.047417569905519485,0.25998973846435547,0.30740731954574585,-0.08257729932665825,1.0,0.8,0.7985347985347986,0.9161073825503355,0.5,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
70,0.046117041260004044,0.24547390639781952,0.29159095883369446,0.046117041260004044,0.24547390639781952,0.29159095883369446,-0.07661991193890572,1.0,0.8,0.8058608058608059,0.9228187919463087,0.54,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
75,0.047541242092847824,0.2096666544675827,0.2572079002857208,0.047541242092847824,0.2096666544675827,0.2572079002857208,-0.05729208514094353,1.0,0.8,0.8021978021978022,0.9261744966442953,0.5963369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
80,0.04244938865303993,0.22198675572872162,0.26443615555763245,0.04244938865303993,0.22198675572872162,0.26443615555763245,-0.06854398921132088,1.0,0.6,0.8058608058608059,0.9161073825503355,0.5363369963369964,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
85,0.09192320704460144,0.23884917795658112,0.33077239990234375,0.09192320704460144,0.23884917795658112,0.33077239990234375,-0.027501381933689117,1.0,0.6,0.7912087912087912,0.9161073825503355,0.5908424908424909,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
90,0.04580973833799362,0.22095774114131927,0.2667674720287323,0.04580973833799362,0.22095774114131927,0.2667674720287323,-0.06466913223266602,1.0,0.6,0.7948717948717948,0.9093959731543624,0.5508424908424908,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
95,0.033861562609672546,0.20612883567810059,0.23999039828777313,0.033861562609672546,0.20612883567810059,0.23999039828777313,-0.06920285522937775,1.0,0.6,0.7912087912087912,0.9295302013422819,0.6163369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
100,0.03136909380555153,0.23570682108402252,0.26707592606544495,0.03136909380555153,0.23570682108402252,0.26707592606544495,-0.08648431673645973,1.0,0.6,0.7875457875457875,0.9161073825503355,0.5545054945054946,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
105,0.028226273134350777,0.20509979128837585,0.23332606256008148,0.028226273134350777,0.20509979128837585,0.23332606256008148,-0.07432362250983715,1.0,0.6,0.7875457875457875,0.912751677852349,0.5526739926739928,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
110,0.03344611078500748,0.22384002804756165,0.2572861313819885,0.03344611078500748,0.22384002804756165,0.2572861313819885,-0.07847390323877335,1.0,0.6,0.7765567765567766,0.9161073825503355,0.5545054945054946,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
115,0.029848933219909668,0.22802801430225372,0.2578769326210022,0.029848933219909668,0.22802801430225372,0.2578769326210022,-0.0841650739312172,1.0,0.6,0.7692307692307693,0.9194630872483222,0.5745054945054945,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
120,0.027744276449084282,0.24054068326950073,0.26828494668006897,0.027744276449084282,0.24054068326950073,0.26828494668006897,-0.09252606518566608,1.0,0.8,0.7765567765567766,0.9228187919463087,0.5763369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
125,0.028787503018975258,0.255534827709198,0.2843223214149475,0.028787503018975258,0.255534827709198,0.2843223214149475,-0.09897991083562374,1.0,0.8,0.7765567765567766,0.9228187919463087,0.5763369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
130,0.022826025262475014,0.29870253801345825,0.3215285539627075,0.022826025262475014,0.29870253801345825,0.3215285539627075,-0.1265252437442541,1.0,0.8,0.7912087912087912,0.912751677852349,0.5345054945054946,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
135,0.019739551469683647,0.2768460810184479,0.2965856194496155,0.019739551469683647,0.2768460810184479,0.2965856194496155,-0.11868348903954029,1.0,0.8,0.7912087912087912,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
140,0.023391850292682648,0.26591816544532776,0.2893100082874298,0.023391850292682648,0.26591816544532776,0.2893100082874298,-0.10956723242998123,1.0,0.8,0.7838827838827839,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
145,0.048138584941625595,0.27197009325027466,0.32010868191719055,0.048138584941625595,0.27197009325027466,0.32010868191719055,-0.08784646168351173,1.0,0.8,0.7802197802197802,0.9261744966442953,0.56,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
150,0.02600860595703125,0.2658347189426422,0.29184332489967346,0.02600860595703125,0.2658347189426422,0.29184332489967346,-0.10690875351428986,1.0,0.8,0.7875457875457875,0.9161073825503355,0.5545054945054946,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
155,0.018844254314899445,0.2548038959503174,0.27364814281463623,0.018844254314899445,0.2548038959503174,0.27364814281463623,-0.10855769366025925,1.0,0.8,0.7838827838827839,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
160,0.01920187845826149,0.23419557511806488,0.25339746475219727,0.01920187845826149,0.23419557511806488,0.25339746475219727,-0.09789590910077095,1.0,0.8,0.7765567765567766,0.9261744966442953,0.56,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
165,0.015932267531752586,0.23638716340065002,0.25231942534446716,0.015932267531752586,0.23638716340065002,0.25231942534446716,-0.10226131416857243,1.0,0.8,0.7838827838827839,0.9228187919463087,0.5581684981684982,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
170,0.015458459965884686,0.24324752390384674,0.2587059736251831,0.015458459965884686,0.24324752390384674,0.2587059736251831,-0.10616530198603868,1.0,0.8,0.7912087912087912,0.9194630872483222,0.5381684981684982,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
175,0.014709710143506527,0.2630154490470886,0.2777251601219177,0.014709710143506527,0.2630154490470886,0.2777251601219177,-0.11679801438003778,1.0,0.8,0.7985347985347986,0.9194630872483222,0.5563369963369964,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
180,0.015792449936270714,0.2731159031391144,0.28890836238861084,0.015792449936270714,0.2731159031391144,0.28890836238861084,-0.12076550163328648,1.0,0.8,0.7985347985347986,0.9194630872483222,0.5563369963369964,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
185,0.029903661459684372,0.2822159230709076,0.31211957335472107,0.029903661459684372,0.2822159230709076,0.31211957335472107,-0.11120430007576942,1.0,0.8,0.8095238095238095,0.9228187919463087,0.5581684981684982,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
190,0.01729808934032917,0.26161304116249084,0.27891114354133606,0.01729808934032917,0.26161304116249084,0.27891114354133606,-0.11350843124091625,1.0,0.8,0.8131868131868132,0.9161073825503355,0.5545054945054946,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
195,0.03206333890557289,0.233223095536232,0.2652864456176758,0.03206333890557289,0.233223095536232,0.2652864456176758,-0.0845482088625431,1.0,0.6,0.8131868131868132,0.9228187919463087,0.5763369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
200,0.013791476376354694,0.2194245159626007,0.23321598768234253,0.013791476376354694,0.2194245159626007,0.23321598768234253,-0.09592078160494566,1.0,0.6,0.8168498168498168,0.9194630872483222,0.52,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
205,0.004518320318311453,0.25581231713294983,0.2603306472301483,0.004518320318311453,0.25581231713294983,0.2603306472301483,-0.12338783824816346,1.0,0.6,0.8095238095238095,0.9228187919463087,0.5763369963369963,0.9161073825503355,S2_train_I_internal_val_test_all,three_class_with_air,DANN-UDA,One-layer G_f: 54 -> 16,0.5,0,"0,1,2,3,4"
