feature_space,sensors,features_used,projection,accuracy,balanced_accuracy,alcohol_total_groups,acetone_total_groups,alcohol_correct_groups,acetone_correct_groups,alcohol_as_acetone_groups,acetone_as_alcohol_groups,alcohol_recall,acetone_recall,note
s1_s2_s3,S1/S2/S3,24,PCA to 3D after z-score standardization of all selected UCI-style features,0.9452054794520548,0.9452054794520548,73,73,71,67,2,6,0.9726027397260274,0.9178082191780822,Hyperplane is fitted in 3D PCA display space; final classification should use full high-dimensional features with train/test split.
s2_s3_s5,S2/S3/S5,24,PCA to 3D after z-score standardization of all selected UCI-style features,0.958904109589041,0.958904109589041,73,73,72,68,1,5,0.9863013698630136,0.9315068493150684,Hyperplane is fitted in 3D PCA display space; final classification should use full high-dimensional features with train/test split.
s1_s2_s3_s4_s5_s6,S1/S2/S3/S4/S5/S6,48,PCA to 3D after z-score standardization of all selected UCI-style features,0.8287671232876712,0.8287671232876712,73,73,63,58,10,15,0.863013698630137,0.7945205479452054,Hyperplane is fitted in 3D PCA display space; final classification should use full high-dimensional features with train/test split.
