architecture,split,variant,probe_variant,method,mode,seed,best_epoch,alignment_strength,centroid_strength,adversarial_strength,final_training,label_usage,latent_dimension,logistic_params,neural_test_accuracy,lr_train_accuracy,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1,lr_minus_neural_accuracy
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7551020408163265,1.0,0.8,0.7997239035786343,0.7991208116783485,0.044897959183673564
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7755102040816326,1.0,0.7918367346938775,0.7926622066475524,0.7972821953074717,0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8122448979591836,1.0,0.8367346938775511,0.8339173834554529,0.8373412418641245,0.02448979591836742
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8,1.0,0.8163265306122449,0.8152277795476266,0.8206563945073952,0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7673469387755102,1.0,0.8,0.7997239035786343,0.7970083991620059,0.032653061224489854
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,160,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8701298701298701,1.0,0.8874458874458875,0.8887099660046519,0.8894547607574178,0.017316017316017396
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,380,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8701298701298701,1.0,0.8961038961038961,0.8969404186795491,0.898710571783563,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,30,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8874458874458875,0.9861111111111112,0.9004329004329005,0.9010556450169976,0.9036143472233698,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,260,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8961038961038961,1.0,0.8917748917748918,0.8942565754159957,0.8934279191128506,-0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,200,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8917748917748918,1.0,0.9004329004329005,0.9010556450169976,0.9021919879062735,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7575757575757576,1.0,0.8008658008658008,0.8006799069601002,0.8004301715222732,0.04329004329004327
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7748917748917749,1.0,0.7965367965367965,0.7972803721595992,0.8018992305507181,0.02164502164502169
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8051948051948052,1.0,0.8311688311688312,0.8287707997852926,0.8318067829028637,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7965367965367965,1.0,0.8138528138528138,0.8130255859724459,0.8180736528995235,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7748917748917749,1.0,0.8008658008658008,0.8006799069601002,0.7981312241285933,0.025974025974025983
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,100,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9121951219512195,1.0,0.9219512195121952,0.9195171026156942,0.9224617177429332,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,360,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.951219512195122,1.0,0.9609756097560975,0.9600566361129741,0.9612597690607866,0.009756097560975507
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,360,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.946341463414634,1.0,0.9609756097560975,0.9600566361129741,0.9612718104521383,0.014634146341463539
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,80,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9219512195121952,1.0,0.9365853658536586,0.93539011848871,0.9373688337995256,0.014634146341463428
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,230,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9414634146341464,1.0,0.9560975609756097,0.955361800432223,0.956441438806766,0.014634146341463317
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7707317073170732,1.0,0.7951219512195122,0.7950666964751472,0.793719806763285,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.775609756097561,1.0,0.8,0.7997615321558983,0.8055132213507572,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8146341463414634,1.0,0.8390243902439024,0.8373202176019077,0.840017589864435,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8,1.0,0.8097560975609757,0.8091512035174007,0.8133955621059528,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7902439024390244,1.0,0.8146341463414634,0.8138460391981518,0.8137002341920375,0.024390243902438935
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,220,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,1.0,0.9463414634146341,0.9453759594604665,0.9465409203114121,0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,30,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,0.9693877551020408,0.926829268292683,0.9242119382964454,0.9267665891406093,-0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,30,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8975609756097561,0.9897959183673469,0.9170731707317074,0.9154184365451972,0.9177228953957163,0.019512195121951237
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,100,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.926829268292683,1.0,0.9463414634146341,0.9447797898502124,0.946503623547443,0.019512195121951126
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,150,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.951219512195122,1.0,0.9317073170731708,0.9300991131977048,0.9313634047516972,-0.019512195121951237
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7707317073170732,1.0,0.7951219512195122,0.7950666964751472,0.793719806763285,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.775609756097561,1.0,0.8,0.7997615321558983,0.8055132213507572,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8146341463414634,1.0,0.8390243902439024,0.8373202176019077,0.840017589864435,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8,1.0,0.8097560975609757,0.8091512035174007,0.8133955621059528,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7902439024390244,1.0,0.8146341463414634,0.8138460391981518,0.8137002341920375,0.024390243902438935
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9010989010989012,1.0,0.9084249084249084,0.9048353909465021,0.9084098452519506,0.007326007326007189
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8534798534798534,1.0,0.8717948717948718,0.8675411522633745,0.8737435925783891,0.01831501831501836
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8974358974358975,1.0,0.9010989010989011,0.8953189300411523,0.900325661083758,0.00366300366300365
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8534798534798534,1.0,0.8644688644688645,0.8573816872427984,0.861256961346621,0.010989010989011061
one-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8864468864468864,1.0,0.8901098901098901,0.8855452674897119,0.8909715403210324,0.00366300366300365
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,180,0.2,0.05,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8351648351648352,1.0,0.8534798534798534,0.8514660493827161,0.856524015656186,0.01831501831501825
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,340,0.2,0.05,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8681318681318682,1.0,0.8901098901098901,0.8861882716049383,0.8914959031650955,0.0219780219780219
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,370,0.2,0.05,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8717948717948718,1.0,0.8754578754578755,0.8710133744855967,0.8780968380701664,0.00366300366300365
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,290,0.2,0.05,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8717948717948718,1.0,0.8901098901098901,0.8849022633744856,0.890367307990806,0.01831501831501825
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,180,0.2,0.05,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8717948717948718,1.0,0.8864468864468864,0.882716049382716,0.8871604938271606,0.0146520146520146
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,350,0.2,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8901098901098901,1.0,0.9084249084249084,0.902906378600823,0.9077723792283208,0.01831501831501836
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,10,0.2,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6996336996336996,0.9333333333333333,0.7728937728937729,0.7770061728395062,0.7831458392679448,0.07326007326007333
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9010989010989012,1.0,0.8901098901098901,0.8855452674897119,0.8908149660321256,-0.010989010989011172
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,20,0.2,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.684981684981685,0.9666666666666667,0.7692307692307693,0.7703189300411522,0.7740771907438574,0.08424908424908428
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,10,0.2,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6923076923076923,0.9333333333333333,0.7728937728937729,0.7808641975308642,0.7810927400566738,0.08058608058608063
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,370,0.2,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8693877551020408,1.0,0.8775510204081632,0.8802697249654878,0.8791642461196467,0.008163265306122436
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,90,0.2,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8979591836734694,1.0,0.9020408163265307,0.9028352978655624,0.9039102258997547,0.004081632653061273
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,120,0.2,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.889795918367347,1.0,0.9061224489795918,0.9067112668578104,0.9079205731152741,0.01632653061224487
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,250,0.2,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8857142857142857,1.0,0.9020408163265307,0.9021450568121483,0.903342526261505,0.016326530612244983
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,70,0.2,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8734693877551021,1.0,0.8734693877551021,0.8750132738664118,0.8742784992784992,0.0
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8979591836734694,1.0,0.9061224489795918,0.9025698205373262,0.9067645800297012,0.008163265306122436
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8489795918367347,1.0,0.8693877551020408,0.8656153764468515,0.872030248440602,0.020408163265306145
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8979591836734694,1.0,0.9020408163265307,0.8966231283848359,0.9018650359011805,0.004081632653061273
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8571428571428571,1.0,0.8693877551020408,0.8635446532866093,0.8676486839378139,0.01224489795918371
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8857142857142857,1.0,0.889795918367347,0.8856854624615057,0.8912732140911284,0.004081632653061273
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,200,0.05,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9004329004329005,1.0,0.9177489177489178,0.9182322419037394,0.9205955108656217,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,70,0.05,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9134199134199136,1.0,0.9177489177489178,0.9182322419037394,0.9195898723582339,0.004329004329004182
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,110,0.05,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9090909090909092,1.0,0.9177489177489178,0.9182322419037394,0.9209758101025375,0.008658008658008587
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,300,0.05,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8874458874458875,1.0,0.9047619047619048,0.9044551798174986,0.9065600834777423,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,190,0.05,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9047619047619048,1.0,0.9177489177489178,0.9175165503667918,0.9207691626390062,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8961038961038961,1.0,0.9047619047619048,0.9015924136697083,0.9056571018374319,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8484848484848485,1.0,0.8658008658008658,0.8624083020218286,0.8687771907277834,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8961038961038961,1.0,0.9004329004329005,0.895330112721417,0.9005487085045095,0.0043290043290044045
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8571428571428571,1.0,0.8658008658008658,0.8602612274109859,0.8643060643060642,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8831168831168831,1.0,0.8874458874458875,0.883700125246019,0.8892203461739886,0.0043290043290044045
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,360,0.5,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.946341463414634,1.0,0.9707317073170731,0.9706386466949848,0.9714012162531827,0.024390243902439157
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,120,0.5,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9463414634146341,0.9447797898502124,0.9466506417884398,0.009756097560975507
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,190,0.5,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9512195121951219,0.9506669647514717,0.9523560624059555,0.014634146341463317
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,390,0.5,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9804878048780488,1.0,0.9707317073170731,0.9706386466949848,0.9714483066516726,-0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,370,0.5,0.2,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.951219512195122,1.0,0.9512195121951219,0.9500707951412176,0.9516594139418123,-1.1102230246251565e-16
