architecture,split,variant,probe_variant,method,mode,final_training,label_usage,logistic_params,seed_values,neural_test_accuracy,neural_test_accuracy_std,neural_test_accuracy_min,neural_test_accuracy_max,lr_train_accuracy,lr_train_accuracy_std,lr_train_accuracy_min,lr_train_accuracy_max,lr_test_accuracy,lr_test_accuracy_std,lr_test_accuracy_min,lr_test_accuracy_max,lr_test_balanced_accuracy,lr_test_balanced_accuracy_std,lr_test_balanced_accuracy_min,lr_test_balanced_accuracy_max,lr_test_macro_f1,lr_test_macro_f1_std,lr_test_macro_f1_min,lr_test_macro_f1_max,lr_minus_neural_accuracy,lr_minus_neural_accuracy_std,lr_minus_neural_accuracy_min,lr_minus_neural_accuracy_max
one-layer,S1_train_I_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8102564102564104,0.028772654778982363,0.7692307692307693,0.8461538461538461,1.0,0.0,1.0,1.0,0.8315018315018315,0.024297617511761172,0.7985347985347986,0.8644688644688645,0.829861111111111,0.023082325253276303,0.7987397119341564,0.8612397119341564,0.8349937786149635,0.02244336096403646,0.8051360716031374,0.8649459344775616,0.021245421245421236,0.02818371291087376,-0.00366300366300365,0.06593406593406592
one-layer,S2_train_I_internal_val_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.7318681318681318,0.05367269162071874,0.6703296703296703,0.7912087912087912,0.9866666666666667,0.018257418583505533,0.9666666666666667,1.0,0.802930402930403,0.04519024326239162,0.7509157509157509,0.8461538461538461,0.8049639917695472,0.041716112921902394,0.7561728395061729,0.8464506172839507,0.8108417884318747,0.041683037784266345,0.7641137247900885,0.8521482377945797,0.07106227106227107,0.03402849571426694,0.02930402930402931,0.11721611721611724
one-layer,S3_train_I_internal_20_10_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6644688644688644,0.013105160307691077,0.6446886446886447,0.6776556776556777,0.9400000000000001,0.014907119849998594,0.9333333333333333,0.9666666666666667,0.7677655677655677,0.010553011202115714,0.7509157509157509,0.7765567765567766,0.7744598765432099,0.010656578415675605,0.7581018518518517,0.7843364197530865,0.7795948082650195,0.010247396775835561,0.7635343128975961,0.7887628227045917,0.10329670329670329,0.022038987482038596,0.07326007326007322,0.13186813186813184
one-layer,S4_train_I_val_D1_2,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8718367346938776,0.007956566812088953,0.8612244897959184,0.8816326530612245,1.0,0.0,1.0,1.0,0.8881632653061227,0.01861510898121043,0.8693877551020408,0.9102040816326531,0.8900711479239671,0.018032442726455055,0.8711373048741637,0.9112774769034724,0.8892900134862181,0.018939346419757284,0.8696545563540637,0.9118783630460913,0.016326530612244892,0.011178011377656463,0.008163265306122436,0.02857142857142858
one-layer,S4_train_I_val_D1_2,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8089795918367347,0.02934804573428173,0.7673469387755102,0.8448979591836735,1.0,0.0,1.0,1.0,0.8277551020408163,0.026671525310538065,0.7918367346938775,0.8653061224489796,0.8266326855686525,0.02537697766723287,0.7926622066475524,0.8624296485080175,0.8311605584643669,0.02504330322834915,0.797732370993537,0.8657730273459023,0.018775510204081636,0.031165076193993616,-0.008163265306122436,0.06938775510204087
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8935064935064935,0.009966116392399454,0.8831168831168831,0.9047619047619048,0.9972222222222221,0.006211299937499394,0.9861111111111112,1.0,0.9056277056277056,0.00362190487677086,0.9004329004329005,0.9090909090909091,0.905993916621936,0.003880193463767833,0.9003399534800499,0.9100017892288425,0.9078772092728601,0.003882557484799961,0.9025277841067315,0.9127586024939905,0.012121212121212133,0.009871648702157055,0.0,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8086580086580086,0.02550073848488856,0.7705627705627706,0.8398268398268398,1.0,0.0,1.0,1.0,0.8268398268398268,0.025974025974025972,0.7965367965367965,0.8658008658008658,0.8259438182143496,0.024782724889975353,0.7972803721595992,0.8631239935587761,0.83019553649774,0.02446811355604073,0.8023621854154128,0.8661552813563419,0.018181818181818188,0.028942882511596168,-0.0043290043290044045,0.06493506493506496
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9307317073170731,0.012626516200531441,0.9121951219512195,0.946341463414634,0.9979591836734695,0.004563404035713862,0.9897959183673469,1.0,0.944390243902439,0.013179762035225613,0.926829268292683,0.9609756097560975,0.9426633877338102,0.013745738081899762,0.9242119382964454,0.9600566361129741,0.9446093603930061,0.013343984644662417,0.9266424015988273,0.961631424724796,0.013658536585365843,0.011123662683894024,-0.004878048780487809,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8136585365853659,0.026807086173725025,0.7707317073170732,0.8439024390243902,1.0,0.0,1.0,1.0,0.8263414634146342,0.02329236368061135,0.8,0.8634146341463415,0.8251136448319546,0.022417533119837216,0.7997615321558983,0.8607943960056635,0.8291873651311222,0.021704103863684314,0.8048744982194774,0.863358087624225,0.012682926829268304,0.025950119177112974,-0.014634146341463428,0.04878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9229268292682928,0.02424346076056427,0.8878048780487805,0.951219512195122,0.9959183673469388,0.005589005688828232,0.9897959183673469,1.0,0.9336585365853658,0.019389860404245635,0.9024390243902439,0.9560975609756097,0.9319770474700052,0.01990514156247527,0.9001415902824353,0.955361800432223,0.9336350681552217,0.01957760817936483,0.9022134600828234,0.956441438806766,0.010731707317073158,0.009383114176425072,0.0,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8136585365853659,0.026807086173725025,0.7707317073170732,0.8439024390243902,1.0,0.0,1.0,1.0,0.8263414634146342,0.02329236368061135,0.8,0.8634146341463415,0.8251136448319546,0.022417533119837216,0.7997615321558983,0.8607943960056635,0.8291873651311222,0.021704103863684314,0.8048744982194774,0.863358087624225,0.012682926829268304,0.025950119177112974,-0.014634146341463428,0.04878048780487809
one-layer,S1_train_I_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8351648351648351,0.026286996509903522,0.8095238095238095,0.8681318681318682,1.0,0.0,1.0,1.0,0.8564102564102564,0.023079830039594688,0.8241758241758241,0.8791208791208791,0.8538580246913581,0.02206855322211628,0.8230452674897121,0.8757716049382717,0.8574317692055995,0.023612381508990497,0.8231554522823928,0.8801707695970893,0.02124542124542126,0.011110440211064585,0.01098901098901095,0.03296703296703307
one-layer,S2_train_I_internal_val_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8021978021978022,0.08953777700791439,0.6776556776556777,0.8717948717948718,0.9866666666666667,0.029814239699997188,0.9333333333333333,1.0,0.8307692307692307,0.062130848390962605,0.73992673992674,0.8901098901098901,0.8308384773662552,0.05740306293205914,0.7483281893004116,0.887474279835391,0.8337454816226495,0.059085480799025175,0.7481289402788563,0.8910049052229146,0.028571428571428536,0.03047125911074785,0.0,0.06227106227106227
one-layer,S3_train_I_internal_20_10_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6608058608058608,0.012582830796569713,0.6483516483516484,0.6776556776556777,0.9400000000000001,0.014907119849998594,0.9333333333333333,0.9666666666666667,0.7655677655677655,0.015755174481763053,0.7472527472527473,0.7838827838827839,0.7719907407407407,0.016145166244395028,0.7539866255144033,0.7912808641975309,0.7772360292276659,0.015521082279462615,0.7600024887238156,0.7958115589293095,0.10476190476190475,0.026742435528855642,0.06959706959706957,0.1355311355311355
one-layer,S4_train_I_val_D1_2,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8824489795918368,0.006054039581302565,0.8734693877551021,0.889795918367347,1.0,0.0,1.0,1.0,0.8938775510204081,0.006453627877894676,0.8857142857142857,0.9020408163265307,0.8956355527237972,0.006244261531569546,0.888021662949984,0.9035255389189762,0.8953257022505536,0.007013401770351508,0.8861308677098151,0.9039720517680322,0.01142857142857141,0.006054039581302573,0.004081632653061273,0.020408163265306145
one-layer,S4_train_I_val_D1_2,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8302040816326531,0.027471540686471594,0.8040816326530612,0.8653061224489796,1.0,0.0,1.0,1.0,0.8530612244897959,0.024319133240434672,0.8204081632653061,0.8775510204081632,0.8510778379526389,0.023298669057675987,0.8197939895932888,0.8747477965381756,0.8543495861827995,0.02497851184823319,0.8192986378700664,0.8790056162786496,0.022857142857142843,0.01139937962756653,0.012244897959183598,0.03673469387755102
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9116883116883118,0.004935824351078538,0.9047619047619048,0.9177489177489178,1.0,0.0,1.0,1.0,0.9168831168831169,0.009385057744016807,0.9090909090909091,0.9307359307359307,0.9168366434066917,0.008777621897685708,0.9092860976918947,0.9298622293791375,0.9191441132208654,0.009126927183183631,0.9112014181550605,0.9324499606450312,0.005194805194805108,0.007743958363635686,-0.0043290043290045155,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8294372294372294,0.026615456534960006,0.8008658008658008,0.8614718614718615,1.0,0.0,1.0,1.0,0.8502164502164502,0.023029326542459528,0.8225108225108225,0.8744588744588745,0.8485954553587403,0.022103096401740584,0.8219717301842905,0.8720701377706209,0.8516912740761142,0.023510280697743607,0.8217240864518787,0.8760965751641993,0.020779220779220786,0.008871818844986681,0.012987012987012991,0.030303030303030387
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9356097560975611,0.01932840268893549,0.9121951219512195,0.9658536585365852,0.9857142857142858,0.013690212107141584,0.9693877551020408,1.0,0.9463414634146341,0.013359086768418647,0.9317073170731708,0.9658536585365853,0.9445413220061105,0.013459836928947437,0.9300991131977048,0.9641553021834711,0.9467196630985601,0.013200091641305603,0.9324237075203156,0.965804035297629,0.010731707317073158,0.016325073688469714,0.0,0.03902439024390236
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8360975609756098,0.023546377338823737,0.8097560975609757,0.8634146341463415,1.0,0.0,1.0,1.0,0.8507317073170733,0.019694272427498896,0.8292682926829268,0.8731707317073171,0.8489455250018632,0.019243143318759197,0.8279305462404053,0.8707802369774201,0.8518501935334399,0.020068577296433753,0.828434686731368,0.8743327565413455,0.014634146341463405,0.009125993626277884,0.004878048780487809,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9268292682926831,0.022086305214969276,0.902439024390244,0.951219512195122,0.9959183673469388,0.0055890056888282325,0.9897959183673469,1.0,0.9365853658536585,0.016542268251525,0.9170731707317074,0.9560975609756097,0.934793948878456,0.01693837561952434,0.914226097324689,0.9547656308219689,0.9367440263732245,0.016722365709696152,0.9165793218634694,0.9561669438504792,0.009756097560975618,0.007712872341874155,-1.1102230246251565e-16,0.019512195121951348
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8360975609756098,0.023546377338823737,0.8097560975609757,0.8634146341463415,1.0,0.0,1.0,1.0,0.8507317073170733,0.019694272427498896,0.8292682926829268,0.8731707317073171,0.8489455250018632,0.019243143318759197,0.8279305462404053,0.8707802369774201,0.8518501935334399,0.020068577296433753,0.828434686731368,0.8743327565413455,0.014634146341463405,0.009125993626277884,0.004878048780487809,0.024390243902439046
one-layer,S1_train_I_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8659340659340661,0.00955194491604785,0.8498168498168498,0.8754578754578755,1.0,0.0,1.0,1.0,0.8930402930402931,0.0070459282277184655,0.8864468864468864,0.9047619047619048,0.8888374485596708,0.006833775619110472,0.8820730452674898,0.9000771604938271,0.8939980296984948,0.006689267165029233,0.8872882990687304,0.9050205134712176,0.027106227106227076,0.01258283079656977,0.0146520146520146,0.04395604395604402
one-layer,S2_train_I_internal_val_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8901098901098902,0.0036630036630037055,0.8864468864468864,0.8937728937728938,1.0,0.0,1.0,1.0,0.8974358974358975,0.006344508452633227,0.8937728937728938,0.9084249084249084,0.8928755144032922,0.006572496059249303,0.8890174897119341,0.9041923868312757,0.8978477378395766,0.0065006907926549425,0.8937384192703343,0.9090233455775453,0.007326007326007367,0.008972489900304696,0.0,0.02197802197802201
one-layer,S3_train_I_internal_20_10_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6637362637362637,0.01801959542307521,0.6483516483516484,0.6923076923076923,0.9400000000000001,0.014907119849998594,0.9333333333333333,0.9666666666666667,0.7714285714285714,0.01805678761006041,0.7509157509157509,0.7948717948717948,0.7778034979423868,0.018277022965264143,0.758101851851852,0.8004115226337448,0.7826882676923413,0.01770113988201849,0.7634203756884688,0.804961829993119,0.10769230769230768,0.0336318796516865,0.05860805860805862,0.1428571428571428
one-layer,S4_train_I_val_D1_2,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9281632653061225,0.01948952879398095,0.8938775510204081,0.9428571428571428,1.0,0.0,1.0,1.0,0.933061224489796,0.013720601072629884,0.9102040816326531,0.9469387755102041,0.9320165657852819,0.014122824970717662,0.9085165126898161,0.946161197833705,0.9338361949430827,0.014592594738060521,0.9092369477911646,0.947873213951612,0.0048979591836735056,0.009744764396990492,-0.008163265306122436,0.016326530612244983
one-layer,S4_train_I_val_D1_2,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8612244897959183,0.009572277060864137,0.8448979591836735,0.8693877551020408,1.0,0.0,1.0,1.0,0.8897959183673467,0.009572277060864139,0.8816326530612245,0.9061224489795918,0.8860996070935542,0.009315750380545617,0.8779335244770098,0.9018795794839121,0.8911301096956622,0.009051661755705572,0.8838214270190435,0.9066544816567568,0.028571428571428536,0.013841489761480124,0.01224489795918371,0.04489795918367345
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9238095238095239,0.008976814438669978,0.9090909090909092,0.9307359307359307,1.0,0.0,1.0,1.0,0.9341991341991343,0.005644331086755545,0.9264069264069265,0.9393939393939394,0.9337269636786545,0.005616297850510223,0.925747003041689,0.9388083735909823,0.9354307644895294,0.005426795740775685,0.9278031398463719,0.941293909597873,0.010389610389610416,0.011696325615676424,0.0,0.030303030303030276
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8588744588744588,0.00948437329013276,0.8441558441558441,0.8701298701298701,1.0,0.0,1.0,1.0,0.8874458874458874,0.010152415064552889,0.8787878787878788,0.9047619047619048,0.8841295401681876,0.009885064301899494,0.8754696725711218,0.9008767221327608,0.8890406836932423,0.009628658900618859,0.8812775737371079,0.9055602102976706,0.02857142857142858,0.014870618214127862,0.008658008658008698,0.04329004329004338
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9385365853658538,0.01272039493698079,0.9170731707317074,0.951219512195122,1.0,0.0,1.0,1.0,0.9463414634146341,0.006898602743283357,0.9365853658536586,0.9560975609756097,0.9447797898502124,0.0070610558669794675,0.9347939488784559,0.9547656308219689,0.9463752448815873,0.006915364884327077,0.9365079365079364,0.9560647298352216,0.007804878048780406,0.006544589202438464,0.004878048780487698,0.019512195121951237
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8565853658536586,0.01123011164216717,0.8390243902439024,0.8682926829268293,1.0,0.0,1.0,1.0,0.8848780487804879,0.010115337245525727,0.8780487804878049,0.9024390243902439,0.8818093747671213,0.009869347743455568,0.8748789030479172,0.8989492510619271,0.8860801826908304,0.009616769010475186,0.8796564697092282,0.9028787123271513,0.028292682926829293,0.013536036024889385,0.009756097560975618,0.04390243902439028
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9424390243902441,0.011646181840305626,0.926829268292683,0.9560975609756096,1.0,0.0,1.0,1.0,0.9395121951219512,0.014053522235012574,0.9219512195121952,0.9560975609756097,0.9378493181310084,0.014554259616787265,0.9195171026156942,0.9547656308219689,0.9394941623832969,0.014368946947533521,0.9210955905541024,0.9560647298352216,-0.0029268292682926855,0.009509067653472168,-0.019512195121951237,0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8565853658536586,0.01123011164216717,0.8390243902439024,0.8682926829268293,1.0,0.0,1.0,1.0,0.8848780487804879,0.010115337245525727,0.8780487804878049,0.9024390243902439,0.8818093747671213,0.009869347743455568,0.8748789030479172,0.8989492510619271,0.8860801826908304,0.009616769010475186,0.8796564697092282,0.9028787123271513,0.028292682926829293,0.013536036024889385,0.009756097560975618,0.04390243902439028
