architecture,split,variant,probe_variant,method,mode,final_training,label_usage,logistic_params,seed_values,neural_test_accuracy,neural_test_accuracy_std,neural_test_accuracy_min,neural_test_accuracy_max,lr_train_accuracy,lr_train_accuracy_std,lr_train_accuracy_min,lr_train_accuracy_max,lr_test_accuracy,lr_test_accuracy_std,lr_test_accuracy_min,lr_test_accuracy_max,lr_test_balanced_accuracy,lr_test_balanced_accuracy_std,lr_test_balanced_accuracy_min,lr_test_balanced_accuracy_max,lr_test_macro_f1,lr_test_macro_f1_std,lr_test_macro_f1_min,lr_test_macro_f1_max,lr_minus_neural_accuracy,lr_minus_neural_accuracy_std,lr_minus_neural_accuracy_min,lr_minus_neural_accuracy_max
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8839024390243904,0.01214624351023292,0.8682926829268293,0.8926829268292683,1.0,0.0,1.0,1.0,0.8878048780487806,0.00597436522630044,0.8829268292682927,0.8975609756097561,0.8845070422535212,0.006127392202579708,0.8789775691184142,0.8942544153811759,0.888460220517889,0.006331897451798561,0.8827809144779692,0.8986858402097507,0.0039024390243902474,0.008726118936584553,-0.004878048780487809,0.014634146341463428
two-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9453658536585363,0.013968605915391483,0.9219512195121952,0.9560975609756096,0.9979591836734695,0.004563404035713862,0.9897959183673469,1.0,0.9385365853658536,0.013179762035225619,0.9170731707317074,0.9512195121951219,0.9364334153066547,0.013616493832279059,0.914226097324689,0.9494746255309635,0.9383546253817754,0.012953874977959362,0.9170792326472551,0.9507006069895235,-0.006829268292682822,0.0026718173536836886,-0.009756097560975507,-0.004878048780487698
two-layer,S7_train_I_D1_3_val_D4_5,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8839024390243904,0.01214624351023292,0.8682926829268293,0.8926829268292683,1.0,0.0,1.0,1.0,0.8878048780487806,0.00597436522630044,0.8829268292682927,0.8975609756097561,0.8845070422535212,0.006127392202579708,0.8789775691184142,0.8942544153811759,0.888460220517889,0.006331897451798561,0.8827809144779692,0.8986858402097507,0.0039024390243902474,0.008726118936584553,-0.004878048780487809,0.014634146341463428
two-layer,S1_train_I_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.693040293040293,0.02157754794875186,0.6703296703296703,0.7252747252747253,1.0,0.0,1.0,1.0,0.7054945054945054,0.044682639361104476,0.673992673992674,0.7838827838827839,0.7104166666666667,0.042155420410860865,0.6800411522633745,0.7842078189300411,0.7145436917925478,0.04332148979649121,0.6800411522633745,0.7901269881808766,0.012454212454212455,0.02636344939992175,-0.007326007326007411,0.05860805860805862
two-layer,S2_train_I_internal_val_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6959706959706959,0.015323443709415307,0.6776556776556777,0.7106227106227107,0.9666666666666666,0.04714045207910316,0.9,1.0,0.7062271062271063,0.018749426948087497,0.684981684981685,0.7326007326007326,0.7127829218106995,0.018965591408972245,0.6891718106995884,0.7343106995884773,0.7198678237007029,0.01914547608567808,0.6958932046651345,0.7432498597853073,0.01025641025641022,0.016865735433291344,-0.010989010989011061,0.02930402930402931
two-layer,S3_train_I_internal_20_10_test_all,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.7223443223443224,0.022038987482038575,0.6996336996336996,0.7509157509157509,1.0,0.0,1.0,1.0,0.7347985347985349,0.04244977173866122,0.6996336996336996,0.7985347985347986,0.7392232510288065,0.04090713143962811,0.706275720164609,0.800025720164609,0.7459061149091238,0.04138519640903154,0.7120052948090331,0.8069586628825777,0.012454212454212455,0.021763297842509827,-0.0073260073260073,0.04761904761904767
two-layer,S4_train_I_val_D1_2,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8546938775510204,0.008942409102125178,0.8408163265306122,0.8653061224489796,1.0,0.0,1.0,1.0,0.8481632653061224,0.01811619675197727,0.8204081632653061,0.8693877551020408,0.8511203143251567,0.017952785322958936,0.823245194860359,0.8725177869809918,0.8469137700449807,0.0190939594774371,0.8180690816859958,0.8698738536011819,-0.006530612244897971,0.017220427028350187,-0.03673469387755102,0.004081632653061273
two-layer,S4_train_I_val_D1_2,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.7004081632653061,0.022652141919202628,0.6775510204081633,0.7346938775510204,1.0,0.0,1.0,1.0,0.710204081632653,0.041923752212600265,0.6816326530612244,0.7836734693877551,0.7150047785919081,0.03959652153614671,0.6873208028034407,0.784220027609642,0.7197514742021137,0.04058962156620229,0.6882280383054117,0.7905816420744013,0.009795918367346923,0.022467524807384263,-0.008163265306122436,0.048979591836734615
two-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8735930735930737,0.00832700608730364,0.8658008658008658,0.8874458874458875,1.0,0.0,1.0,1.0,0.8701298701298701,0.0074980554440211,0.8658008658008658,0.8831168831168831,0.8723921989622472,0.00715288847169673,0.8674181427804616,0.8845947396672035,0.8705692803575926,0.007669784036033243,0.8653946408090919,0.88373554719767,-0.0034632034632034792,0.0036219048767709068,-0.008658008658008698,0.0
two-layer,S5_train_I_D1_val_D2_3,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6909090909090909,0.01974329740431407,0.6753246753246753,0.7229437229437229,1.0,0.0,1.0,1.0,0.7012987012987013,0.04382782842276319,0.6753246753246753,0.7792207792207793,0.7066022544283415,0.04138409343127691,0.6820540347110396,0.7801037752728573,0.711415715478702,0.04201874768405517,0.6878724033414652,0.7862665420023015,0.010389610389610416,0.026261040498879867,-0.008658008658008698,0.05627705627705637
two-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9317073170731709,0.009125993626277914,0.9170731707317074,0.9414634146341464,1.0,0.0,1.0,1.0,0.9317073170731709,0.008449028329604287,0.9170731707317074,0.9365853658536586,0.929145241821298,0.008659286630387732,0.914226097324689,0.9347939488784559,0.9313651697641955,0.008664898941859527,0.9165290047642989,0.936781005995261,0.0,0.0034493013716416984,-0.004878048780487809,0.004878048780487809
two-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6770731707317074,0.017722831341058457,0.6634146341463415,0.7073170731707317,1.0,0.0,1.0,1.0,0.6907317073170732,0.04505268249373196,0.6634146341463415,0.7707317073170732,0.6945972129070721,0.04305492312394117,0.6683061330948655,0.7709963484611372,0.6992206233927982,0.043549313648012684,0.6752697392941295,0.776847290640394,0.013658536585365866,0.02810704447002526,-0.004878048780487809,0.06341463414634152
two-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,Frozen DANN-SEMI features + Logistic Regression,dann,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9404878048780487,0.004081268422117366,0.9365853658536586,0.946341463414634,1.0,0.0,1.0,1.0,0.9395121951219512,0.007397927262489266,0.9317073170731708,0.9463414634146341,0.9380877859751099,0.007292690600088464,0.9300991131977048,0.9453759594604665,0.9396413913095877,0.007103600430333858,0.9321782891301608,0.9464028284869951,-0.0009756097560975841,0.008015452061051148,-0.009756097560975618,0.009756097560975507
two-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,Frozen DANN-UDA features + Logistic Regression,dann,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.6770731707317074,0.017722831341058457,0.6634146341463415,0.7073170731707317,1.0,0.0,1.0,1.0,0.6907317073170732,0.04505268249373196,0.6634146341463415,0.7707317073170732,0.6945972129070721,0.04305492312394117,0.6683061330948655,0.7709963484611372,0.6992206233927982,0.043549313648012684,0.6752697392941295,0.776847290640394,0.013658536585365866,0.02810704447002526,-0.004878048780487809,0.06341463414634152
two-layer,S1_train_I_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8578754578754578,0.012258754967532245,0.8388278388278388,0.8717948717948718,1.0,0.0,1.0,1.0,0.871062271062271,0.011981997973477014,0.8534798534798534,0.8864468864468864,0.867746913580247,0.012374981300826416,0.8495370370370371,0.8833590534979424,0.8730959129945521,0.012062841326318477,0.8551440229467135,0.8881191248261335,0.013186813186813185,0.002006309734451141,0.01098901098901095,0.014652014652014711
two-layer,S2_train_I_internal_val_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8146520146520146,0.07571881338459859,0.6886446886446886,0.8791208791208791,0.9800000000000001,0.04472135954999579,0.9,1.0,0.8249084249084249,0.05354755111092938,0.7326007326007326,0.8608058608058609,0.8252829218106996,0.047725513692052746,0.7433127572016461,0.8584104938271605,0.830333422985488,0.048197635945562096,0.7474966959583748,0.8622312076117327,0.010256410256410243,0.02503201401211704,-0.02197802197802201,0.04395604395604391
two-layer,S3_train_I_internal_20_10_test_all,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.7597069597069597,0.052484592262511634,0.6923076923076923,0.8205128205128205,0.9800000000000001,0.04472135954999579,0.9,1.0,0.7926739926739927,0.03958756362228954,0.7472527472527473,0.8315018315018315,0.7951131687242798,0.035504006599280755,0.7559156378600823,0.831275720164609,0.8004229946949698,0.03655921539169941,0.7602982876393461,0.8372555043522786,0.03296703296703298,0.01617538620206563,0.010989010989011061,0.05494505494505497
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8889795918367348,0.01510755552924229,0.8734693877551021,0.9102040816326532,1.0,0.0,1.0,1.0,0.893061224489796,0.006706806826593894,0.8857142857142857,0.9020408163265307,0.8940320696612509,0.0056143779062726926,0.888021662949984,0.9014548157587342,0.8950796010190786,0.007318147290498047,0.8860896179663919,0.9049383304401274,0.004081632653061207,0.01322600142532222,-0.01224489795918382,0.016326530612244983
two-layer,S4_train_I_val_D1_2,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8514285714285714,0.01024481665143765,0.8367346938775511,0.8612244897959184,1.0,0.0,1.0,1.0,0.8653061224489796,0.00999791731748239,0.8489795918367347,0.8734693877551021,0.8624296485080174,0.01020932061608336,0.8455452904321971,0.8708718275459275,0.867830231880274,0.010194125297236706,0.8511140514973157,0.8766943953038796,0.013877551020408196,0.002235602275531337,0.012244897959183598,0.016326530612244983
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9134199134199136,0.009679947954544502,0.9004329004329005,0.9264069264069263,1.0,0.0,1.0,1.0,0.9116883116883118,0.00843878298251861,0.9047619047619048,0.9264069264069265,0.9100375738056897,0.008921418685375796,0.9037394882805511,0.925747003041689,0.9137948405166358,0.008064754377161767,0.9072331834011313,0.9278031398463719,-0.001731601731601784,0.009966116392399426,-0.017316017316017285,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8476190476190476,0.009385057744016776,0.8354978354978355,0.8571428571428571,1.0,0.0,1.0,1.0,0.8623376623376624,0.008871818844986635,0.8484848484848485,0.8701298701298701,0.8598318124888173,0.0091474926077498,0.8452317051350868,0.8679549114331723,0.8650668813561679,0.009195807657686099,0.8505785010471384,0.8736453199167419,0.014718614718614752,0.002371093322533228,0.012987012987012991,0.017316017316017396
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9492682926829268,0.006544589202438349,0.9414634146341464,0.9560975609756096,1.0,0.0,1.0,1.0,0.9473170731707317,0.00801545206105118,0.9365853658536586,0.9560975609756097,0.9452418212981593,0.008694008849288327,0.9336016096579477,0.9547656308219689,0.9470239810880787,0.008370849642582702,0.9361155507065603,0.9561669438504792,-0.0019512195121950348,0.010115337245525668,-0.019512195121951015,0.00487804878048792
two-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.853658536585366,0.012436632959982413,0.8439024390243902,0.8731707317073171,1.0,0.0,1.0,1.0,0.8634146341463416,0.007712872341874103,0.8536585365853658,0.8731707317073171,0.8609136299277143,0.007625707591697263,0.8508085550339071,0.8701840673671658,0.8657311788099825,0.007560347620856301,0.8559941520467836,0.8746942318314527,0.009756097560975618,0.006898602743283397,0.0,0.019512195121951237
two-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,Frozen DEEP-CORAL-SEMI features + Logistic Regression,deep-coral,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9492682926829268,0.015270708139022867,0.9219512195121952,0.9560975609756096,1.0,0.0,1.0,1.0,0.9541463414634146,0.007397927262489325,0.9414634146341463,0.9609756097560975,0.952529994783516,0.007889926686796878,0.938892614948953,0.95946046650272,0.9541413787373958,0.0075915556060231855,0.9411629386053938,0.9612538729347101,0.004878048780487876,0.02011271036886656,-0.014634146341463317,0.03902439024390236
two-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,Frozen DEEP-CORAL-UDA features + Logistic Regression,deep-coral,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.853658536585366,0.012436632959982413,0.8439024390243902,0.8731707317073171,1.0,0.0,1.0,1.0,0.8634146341463416,0.007712872341874103,0.8536585365853658,0.8731707317073171,0.8609136299277143,0.007625707591697263,0.8508085550339071,0.8701840673671658,0.8657311788099825,0.007560347620856301,0.8559941520467836,0.8746942318314527,0.009756097560975618,0.006898602743283397,0.0,0.019512195121951237
two-layer,S1_train_I_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8476190476190476,0.02844434968251603,0.8168498168498168,0.8754578754578755,1.0,0.0,1.0,1.0,0.8483516483516483,0.030493267968157392,0.8131868131868132,0.8717948717948718,0.8459619341563785,0.02833444164155312,0.8139146090534979,0.8681841563786009,0.8518726397280846,0.028032112365818124,0.8194104308390022,0.8743737324923898,0.00073260073260073,0.004775972458023902,-0.00366300366300365,0.0073260073260073
two-layer,S2_train_I_internal_val_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8124542124542125,0.03459551341572922,0.7619047619047619,0.8461538461538461,1.0,0.0,1.0,1.0,0.8168498168498168,0.035419559717607546,0.7912087912087912,0.8754578754578755,0.8143004115226338,0.03316841853236273,0.789866255144033,0.8703703703703703,0.8211723315744122,0.0326396048311874,0.7965759198356821,0.8757913085499293,0.00439560439560438,0.02307983003959469,-0.01831501831501836,0.02930402930402931
two-layer,S3_train_I_internal_20_10_test_all,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source train+source validation refit,source train + source validation labels,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.7260073260073261,0.03517246559460162,0.6886446886446886,0.7838827838827839,1.0,0.0,1.0,1.0,0.7377289377289378,0.03916160369495704,0.6959706959706959,0.7948717948717948,0.7430298353909465,0.03752846572259219,0.7028034979423868,0.7978395061728395,0.7487881773423521,0.03610522588055087,0.7121315192743763,0.8018470777951913,0.011721611721611703,0.01838813245129834,-0.01098901098901095,0.04029304029304026
two-layer,S4_train_I_val_D1_2,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8955102040816326,0.021904339371426544,0.8734693877551021,0.9224489795918368,1.0,0.0,1.0,1.0,0.8955102040816326,0.03234549021413702,0.8653061224489796,0.9306122448979591,0.896219602845917,0.030889803871874524,0.8665710948285016,0.9306573218647127,0.8960617568685947,0.03234400175908872,0.8666305109258129,0.9315616128797841,-4.4408920985006264e-17,0.011899901826214834,-0.01224489795918371,0.01632653061224476
two-layer,S4_train_I_val_D1_2,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8424489795918367,0.02993815644227306,0.8040816326530612,0.8693877551020408,1.0,0.0,1.0,1.0,0.8440816326530612,0.03100429226911502,0.8081632653061225,0.8693877551020408,0.8421365615376446,0.029012467268501665,0.8088563236699585,0.8663056175002654,0.8482174018614439,0.028676187706154016,0.8146737482102174,0.8716664382515056,0.0016326530612245094,0.003650723228571129,-0.004081632653061273,0.004081632653061273
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9238095238095237,0.011696325615676437,0.9047619047619048,0.935064935064935,1.0,0.0,1.0,1.0,0.9255411255411256,0.008327006087303595,0.9134199134199135,0.935064935064935,0.9213455000894614,0.009620828399550679,0.9069601001968151,0.9303989980318482,0.924232868223837,0.009167060430401807,0.9101293205914516,0.9333877643793663,0.0017316017316017617,0.004935824351078533,-0.0043290043290042934,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8380952380952381,0.03276916167580181,0.7965367965367965,0.8701298701298701,1.0,0.0,1.0,1.0,0.8398268398268399,0.03381060465760456,0.8008658008658008,0.8701298701298701,0.8384326355340848,0.0318769082864747,0.8021112900339954,0.8679549114331723,0.8444280471018486,0.03144708541579863,0.8078530439121755,0.8729655421203372,0.0017316017316017617,0.0038719791818178236,-0.0043290043290042934,0.0043290043290044045
two-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9395121951219512,0.013179762035225568,0.9219512195121952,0.9560975609756096,0.9979591836734695,0.004563404035713862,0.9897959183673469,1.0,0.9395121951219512,0.013623648823189165,0.926829268292683,0.9560975609756097,0.9372531485207543,0.014464601642284575,0.9224234294656829,0.9547656308219689,0.9389550417359475,0.01418890113001063,0.9240719997012903,0.9560647298352216,4.4408920985006264e-17,0.004878048780487837,-0.004878048780487809,0.00487804878048792
two-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8370731707317074,0.03660162240449572,0.7902439024390244,0.8682926829268293,1.0,0.0,1.0,1.0,0.838048780487805,0.03705391027284474,0.7951219512195122,0.8682926829268293,0.8365004843878083,0.03551234329839001,0.7956628660854014,0.8660854012966689,0.8417137401292752,0.035044452891406425,0.8006402838849033,0.8703362617550261,0.0009756097560975618,0.004081268422117446,-0.004878048780487809,0.004878048780487809
two-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,Frozen MK-MMD-SEMI features + Logistic Regression,mk-mmd,semi,Source+Target refit,source + labeled target,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.9463414634146341,0.01090764867073069,0.9317073170731708,0.9609756097560976,1.0,0.0,1.0,1.0,0.9434146341463414,0.008861415670529194,0.9317073170731708,0.9512195121951219,0.9416051866756092,0.009287177614479232,0.9295029435874507,0.9500707951412176,0.943345815023411,0.008994805901643551,0.931542313895255,0.9515735575865204,-0.0029268292682927076,0.00436305946829232,-0.00975609756097573,1.1102230246251565e-16
two-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,Frozen MK-MMD-UDA features + Logistic Regression,mk-mmd,uda,source-only; no refit,source labels only,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"0,1,2,3,4",0.8370731707317074,0.03660162240449572,0.7902439024390244,0.8682926829268293,1.0,0.0,1.0,1.0,0.838048780487805,0.03705391027284474,0.7951219512195122,0.8682926829268293,0.8365004843878083,0.03551234329839001,0.7956628660854014,0.8660854012966689,0.8417137401292752,0.035044452891406425,0.8006402838849033,0.8703362617550261,0.0009756097560975618,0.004081268422117446,-0.004878048780487809,0.004878048780487809
