architecture,split,variant,probe_variant,method,mode,seed,best_epoch,alignment_strength,centroid_strength,adversarial_strength,final_training,label_usage,latent_dimension,logistic_params,neural_test_accuracy,lr_train_accuracy,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1,lr_minus_neural_accuracy
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6979591836734694,1.0,0.7183673469387755,0.7235850058405012,0.7311737018298975,0.020408163265306034
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7061224489795919,1.0,0.710204081632653,0.7158330678560051,0.7176149273425985,0.004081632653061162
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8285714285714286,1.0,0.8448979591836735,0.8444302856536052,0.849761355558457,0.01632653061224487
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8081632653061225,1.0,0.8,0.7997239035786343,0.8047483780088363,-0.008163265306122436
two-layer,S4_train_I_val_D1_2,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7755102040816326,1.0,0.8,0.8004141446320485,0.7986070267760409,0.02448979591836742
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,380,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8398268398268398,1.0,0.8484848484848485,0.8495258543567722,0.849365305823822,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,130,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8787878787878788,1.0,0.8701298701298701,0.8715333691179102,0.8710008441889973,-0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,30,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8701298701298701,1.0,0.8787878787878788,0.8811952048667023,0.880188454907556,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,30,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8614718614718615,1.0,0.8614718614718615,0.8625872249060654,0.8624020569640544,0.0
two-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,160,0.2,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8484848484848485,1.0,0.8484848484848485,0.8495258543567722,0.8482760478947333,0.0
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6926406926406926,1.0,0.7142857142857143,0.7198067632850242,0.7272116268962939,0.02164502164502169
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7012987012987013,1.0,0.7056277056277056,0.711576310610127,0.7132316458840013,0.0043290043290042934
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8225108225108225,1.0,0.8398268398268398,0.8398640186079799,0.8447235778369319,0.017316017316017285
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8051948051948052,1.0,0.8008658008658008,0.8006799069601002,0.8055040342179449,-0.0043290043290044045
two-layer,S5_train_I_D1_val_D2_3,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7662337662337663,1.0,0.7965367965367965,0.7972803721595992,0.7946145605542189,0.030303030303030276
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,330,0.05,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.926829268292683,1.0,0.926829268292683,0.9242119382964454,0.9265248034697748,0.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,390,0.05,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.926829268292683,1.0,0.9365853658536586,0.9341977792682018,0.9360916304883672,0.009756097560975618
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,350,0.05,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9170731707317074,1.0,0.9170731707317074,0.914226097324689,0.9169706105400085,0.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,380,0.05,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,1.0,0.9414634146341463,0.938892614948953,0.9411629386053938,0.009756097560975507
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,370,0.05,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.946341463414634,1.0,0.9414634146341463,0.9394887845592071,0.9416471860439227,-0.004878048780487698
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6829268292682927,1.0,0.7073170731707317,0.7111558238318801,0.7187962364432954,0.024390243902438935
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6829268292682927,1.0,0.6829268292682927,0.6876816454281243,0.6877623285892019,0.0
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8195121951219512,1.0,0.8341463414634146,0.8338177211416647,0.8385725448077088,0.014634146341463428
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8097560975609757,1.0,0.8048780487804879,0.8038601982263954,0.8087269295069807,-0.004878048780487809
two-layer,S6_train_I_D1_2_val_D3_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7658536585365854,1.0,0.7902439024390244,0.790371860794396,0.7883953597919131,0.024390243902439046
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,0,400,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9219512195121952,1.0,0.9170731707317074,0.9154184365451972,0.9172260488049963,-0.004878048780487809
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,1,20,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,0.9897959183673469,0.9609756097560975,0.95946046650272,0.9612538729347101,0.029268292682926744
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,2,20,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9170731707317074,0.9897959183673469,0.9414634146341463,0.9400849541694613,0.9426534250063661,0.024390243902438935
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,3,270,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8975609756097561,1.0,0.8975609756097561,0.8960429242119382,0.8983974358974359,0.0
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-SEMI,Frozen CDAN-SEMI features + Logistic Regression,cdan,semi,4,350,0.5,0.0,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.926829268292683,0.9242119382964454,0.9250019832770083,-0.009756097560975618
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,0,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6829268292682927,1.0,0.7073170731707317,0.7111558238318801,0.7187962364432954,0.024390243902438935
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,1,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.6829268292682927,1.0,0.6829268292682927,0.6876816454281243,0.6877623285892019,0.0
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,2,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8195121951219512,1.0,0.8341463414634146,0.8338177211416647,0.8385725448077088,0.014634146341463428
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,3,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8097560975609757,1.0,0.8048780487804879,0.8038601982263954,0.8087269295069807,-0.004878048780487809
two-layer,S7_train_I_D1_3_val_D4_5,CDAN-UDA,Frozen CDAN-UDA features + Logistic Regression,cdan,uda,4,400,0.2,0.0,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7658536585365854,1.0,0.7902439024390244,0.790371860794396,0.7883953597919131,0.024390243902439046
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9010989010989012,1.0,0.8974358974358975,0.893775720164609,0.8979124859143214,-0.003663003663003761
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8901098901098901,1.0,0.8864468864468864,0.8827160493827161,0.8872913466461855,-0.00366300366300365
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8754578754578755,1.0,0.8791208791208791,0.8738425925925926,0.8794040570484875,0.00366300366300365
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8791208791208791,1.0,0.8901098901098901,0.8861882716049383,0.8895855265987914,0.01098901098901095
two-layer,S1_train_I_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9010989010989012,1.0,0.9010989010989011,0.8966049382716049,0.9010909956823893,-1.1102230246251565e-16
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,250,0.5,0.2,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8754578754578755,1.0,0.8754578754578755,0.8703703703703703,0.8777755484216159,0.0
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,200,0.5,0.2,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9047619047619048,1.0,0.9047619047619048,0.8994341563786009,0.9034540613487981,0.0
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,360,0.5,0.2,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9084249084249084,1.0,0.9047619047619048,0.8994341563786007,0.9032016704862372,-0.00366300366300365
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,240,0.5,0.2,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8791208791208791,1.0,0.8791208791208791,0.8725565843621399,0.8784933294737215,0.0
two-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,250,0.5,0.2,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8827838827838828,1.0,0.8791208791208791,0.8757716049382717,0.879023423556491,-0.00366300366300365
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,20,0.5,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8095238095238095,1.0,0.8131868131868132,0.8126286008230452,0.8193472866302115,0.00366300366300365
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,20,0.5,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7912087912087912,0.9666666666666667,0.8168498168498168,0.8173868312757202,0.8224696714187689,0.02564102564102566
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,10,0.5,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.5604395604395604,0.8666666666666667,0.7106227106227107,0.7211934156378601,0.7220529321248556,0.1501831501831502
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,10,0.5,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.684981684981685,0.9333333333333333,0.7142857142857143,0.7214506172839507,0.7273734563746679,0.02930402930402931
two-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,280,0.5,0.5,0.0,source train+source validation refit,source train + source validation labels,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8974358974358975,1.0,0.8974358974358975,0.8931327160493828,0.8982870194137801,0.0
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,50,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8857142857142857,1.0,0.9020408163265307,0.9028352978655624,0.905266336696168,0.016326530612244983
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,290,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9428571428571428,1.0,0.9510204081632653,0.9500371668259531,0.9518506715271197,0.008163265306122436
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,370,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9428571428571428,1.0,0.9510204081632653,0.948656684719125,0.9513734743397166,0.008163265306122436
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,40,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8693877551020408,1.0,0.8734693877551021,0.8736327917595837,0.876932681555988,0.004081632653061273
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,40,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8693877551020408,1.0,0.8816326530612245,0.8813847297440799,0.8828726381810438,0.01224489795918371
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8938775510204081,1.0,0.889795918367347,0.8863757035149199,0.8905694291978187,-0.004081632653061162
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8938775510204081,1.0,0.889795918367347,0.8863757035149199,0.8910863016126175,-0.004081632653061162
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8734693877551021,1.0,0.8857142857142857,0.8811192524158438,0.8867012089810018,0.012244897959183598
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8775510204081632,1.0,0.889795918367347,0.8856854624615057,0.8894461010210536,0.01224489795918371
two-layer,S4_train_I_val_D1_2,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8979591836734694,1.0,0.9020408163265307,0.898003610491664,0.9029885449101985,0.004081632653061273
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,90,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8917748917748918,1.0,0.9177489177489178,0.9175165503667918,0.9200400329683269,0.025974025974025983
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,120,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9264069264069263,1.0,0.935064935064935,0.9339774557165862,0.9362813782695523,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,180,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9264069264069263,1.0,0.9307359307359307,0.9284308463052424,0.9302769095598951,0.0043290043290044045
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,180,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9264069264069263,1.0,0.9393939393939394,0.9388083735909823,0.941293909597873,0.012987012987013102
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,70,0.5,0.5,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9177489177489178,1.0,0.9004329004329005,0.8996242619431025,0.9021813007094006,-0.017316017316017285
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,0,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8917748917748918,1.0,0.8874458874458875,0.8844158167829664,0.8884734255459289,-0.0043290043290042934
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,1,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8917748917748918,1.0,0.8874458874458875,0.8844158167829664,0.8890297425962636,-0.0043290043290042934
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,2,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8701298701298701,1.0,0.8831168831168831,0.8788692073716228,0.8844239631336405,0.012987012987012991
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,3,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8744588744588745,1.0,0.8874458874458875,0.883700125246019,0.8873562573886389,0.012987012987012991
two-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-UDA,Frozen CDAN+C-DANN-UDA features + Logistic Regression,cdan+c-dann,uda,4,400,0.2,0.2,0.0,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8961038961038961,1.0,0.9004329004329005,0.8967614957953122,0.9016812036870983,0.0043290043290044045
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,0,360,0.5,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,1.0,0.9219512195121952,0.9183247633951859,0.921504657499694,-0.009756097560975618
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,1,120,0.5,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9317073170731708,0.9289067739771966,0.9314385646683716,-0.004878048780487809
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,2,290,0.5,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9219512195121952,0.9177285937849318,0.9205369665397716,-0.014634146341463428
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,3,320,0.5,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9219512195121952,1.0,0.9121951219512195,0.9095312616439378,0.9129597072646906,-0.009756097560975618
two-layer,S6_train_I_D1_2_val_D3_5,CDAN+C-DANN-SEMI,Frozen CDAN+C-DANN-SEMI features + Logistic Regression,cdan+c-dann,semi,4,180,0.5,0.05,0.0,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9317073170731708,0.9289067739771966,0.9316289730604121,-0.004878048780487809
