architecture,split,variant,probe_variant,mode,seed,best_epoch,final_training,label_usage,latent_dimension,logistic_params,neural_test_accuracy,lr_train_accuracy,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1,lr_minus_neural_accuracy
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,0,280,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8744588744588745,1.0,0.8614718614718615,0.8640186079799607,0.8627633690531655,-0.012987012987012991
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,1,160,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8831168831168831,1.0,0.8917748917748918,0.8928251923421006,0.8943690167570765,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,2,30,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8658008658008658,1.0,0.8658008658008658,0.8688495258543568,0.8667454688731285,0.0
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,3,30,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8701298701298701,1.0,0.8701298701298701,0.8708176775809626,0.8703799986945492,0.0
two-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,4,20,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.8917748917748918,0.9861111111111112,0.9047619047619048,0.9044551798174986,0.9060427807486632,0.012987012987012991
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,0,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7532467532467533,1.0,0.7445887445887446,0.747181964573269,0.748476667998022,-0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,1,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7792207792207793,1.0,0.7792207792207793,0.7815351583467525,0.776850414078675,0.0
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,2,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7748917748917749,1.0,0.7835497835497836,0.7849346931472535,0.7843119087423879,0.008658008658008698
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,3,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7922077922077922,1.0,0.7792207792207793,0.7815351583467525,0.7811987691031211,-0.012987012987012991
two-layer,S5_train_I_D1_val_D2_3,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,4,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7575757575757576,1.0,0.7662337662337663,0.7684737877974593,0.7709993266748961,0.008658008658008698
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,0,360,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9414634146341464,1.0,0.9414634146341463,0.9394887845592071,0.9413551995931858,-1.1102230246251565e-16
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,1,310,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.946341463414634,1.0,0.9512195121951219,0.9494746255309635,0.9511868680258596,0.00487804878048792
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,2,240,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.951219512195122,1.0,0.9463414634146341,0.9453759594604665,0.9464563782762877,-0.00487804878048792
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,3,180,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9365853658536586,1.0,0.9365853658536586,0.9336016096579477,0.9361155507065603,0.0
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,4,290,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.951219512195122,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792,0.004878048780487698
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,0,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.751219512195122,1.0,0.7463414634146341,0.7475221700573812,0.7495579133510167,-0.004878048780487809
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,1,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7804878048780488,1.0,0.7804878048780488,0.7815783590431478,0.7774547803617571,0.0
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,2,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.775609756097561,1.0,0.7853658536585366,0.7856770251136448,0.7860552708798668,0.009756097560975618
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,3,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7951219512195122,1.0,0.775609756097561,0.7768835233623966,0.7770683692471402,-0.019512195121951237
two-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,4,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.751219512195122,1.0,0.7658536585365854,0.7668976823906402,0.7706643173179568,0.014634146341463428
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,0,20,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9170731707317074,0.9897959183673469,0.9365853658536586,0.9341977792682018,0.9369343503462885,0.019512195121951237
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,1,20,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9219512195121952,1.0,0.9609756097560975,0.95946046650272,0.9612538729347101,0.03902439024390236
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,2,20,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9170731707317074,0.9897959183673469,0.9463414634146341,0.9447797898502124,0.9472027415994783,0.029268292682926744
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,3,30,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.9317073170731708,1.0,0.9365853658536586,0.9336016096579477,0.9361155507065603,0.004878048780487809
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,Frozen MLP Source+Target features + Logistic Regression,semi,4,140,Source+Target refit,source + labeled target,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.946341463414634,1.0,0.9512195121951219,0.9494746255309635,0.9511868680258596,0.00487804878048792
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,0,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.751219512195122,1.0,0.7463414634146341,0.7475221700573812,0.7495579133510167,-0.004878048780487809
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,1,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7804878048780488,1.0,0.7804878048780488,0.7815783590431478,0.7774547803617571,0.0
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,2,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.775609756097561,1.0,0.7853658536585366,0.7856770251136448,0.7860552708798668,0.009756097560975618
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,3,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.7951219512195122,1.0,0.775609756097561,0.7768835233623966,0.7770683692471402,-0.019512195121951237
two-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,Frozen MLP Source-only features + Logistic Regression,uda,4,400,source-only; no refit,source labels only,16,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,0.751219512195122,1.0,0.7658536585365854,0.7668976823906402,0.7706643173179568,0.014634146341463428
