feature_set,split,mode,method,representation,classifier_strategy,seed,input_dimensions,latent_dimensions,neural_checkpoint,probe_checkpoint,label_usage,final_training,lr_parameters,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[61, 2, 0], [1, 70, 0], [0, 3, 68]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9707317073170731,0.9706386466949848,0.9711071252586971
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 3, 1], [1, 70, 0], [1, 12, 58]]",1.0,1.0,1.0,0.9121951219512195,0.9131082793054625,0.9137854976564653
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [0, 71, 0], [0, 9, 62]]",0.9795918367346939,0.981981981981982,0.9774074074074074,0.9317073170731708,0.931291452418213,0.9337549744248309
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan+c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [2, 69, 0], [2, 8, 61]]",1.0,1.0,1.0,0.9170731707317074,0.9172069453759594,0.9180677361853832
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan+c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 10, 0], [0, 71, 0], [0, 6, 65]]",0.9693877551020408,0.9680930930930932,0.9658932065977076,0.9219512195121952,0.9189209330054401,0.9228032112015474
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan+c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [1, 70, 0], [1, 4, 66]]",1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.9466421379542264
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan+c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [2, 69, 0], [1, 6, 64]]",1.0,1.0,1.0,0.926829268292683,0.9260004471272077,0.9276240510943121
48D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S6_train_I_D1_2_val_D3_5\mk-mmd+cdan+c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [2, 69, 0], [1, 8, 62]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9170731707317074,0.9166107757657054,0.9184213304880826
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 4, 0], [1, 70, 0], [2, 5, 64]]",1.0,1.0,1.0,0.9414634146341463,0.9412772933899695,0.9418271604938271
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 8, 0], [0, 71, 0], [0, 6, 65]]",0.9591836734693877,0.9590840840840841,0.9548148148148149,0.9317073170731708,0.9295029435874507,0.9327807176760318
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 8, 0], [1, 70, 0], [1, 3, 67]]",0.9693877551020408,0.9729729729729729,0.9663076498204916,0.9365853658536586,0.9341977792682018,0.9362445969997456
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 17, 0], [4, 67, 0], [3, 5, 63]]",1.0,1.0,1.0,0.8585365853658536,0.8537148818838959,0.8569673185795162
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [0, 71, 0], [0, 13, 58]]",0.9693877551020408,0.9729729729729729,0.9663076498204916,0.9121951219512195,0.9125121096952084,0.9151341640506546
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 8, 0], [2, 69, 0], [1, 4, 66]]",1.0,1.0,1.0,0.926829268292683,0.9248081079066995,0.9268297651893503
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 7, 0], [0, 71, 0], [0, 7, 64]]",0.9795918367346939,0.981981981981982,0.9774074074074074,0.9317073170731708,0.9300991131977048,0.9331936763309313
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 7, 0], [0, 71, 0], [0, 3, 68]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9512195121951219,0.9488784559207094,0.9512680876970251
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [1, 70, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.947158546548993
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [0, 71, 0], [1, 9, 61]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9219512195121952,0.9213056114464564,0.9236165944330391
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan+c-dann\seed_0.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 7, 0], [2, 69, 0], [1, 4, 66]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9317073170731708,0.9300991131977048,0.9318145737628315
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan+c-dann\seed_1.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 7, 0], [0, 71, 0], [0, 8, 63]]",0.9693877551020408,0.9729729729729729,0.9663076498204916,0.926829268292683,0.9254042775169536,0.9286445255923456
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan+c-dann\seed_2.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 8, 0], [1, 70, 0], [0, 4, 67]]",0.9897959183673469,0.990990990990991,0.9886310688659025,0.9365853658536586,0.9341977792682018,0.9368056401304483
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan+c-dann\seed_3.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 5, 0], [1, 70, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9463414634146341,0.9453759594604665,0.947158546548993
48D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S7_train_I_D1_3_val_D4_5\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S7_train_I_D1_3_val_D4_5\mk-mmd+cdan+c-dann\seed_4.joblib,source + labeled target,source+target labeled train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 6, 0], [0, 71, 0], [0, 13, 58]]",0.9591836734693877,0.9590840840840841,0.9548148148148149,0.9073170731707317,0.907221104404203,0.9104041279471007
54D,S1_train_I_test_all,uda,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+c-dann\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 15, 0], [2, 93, 1], [1, 21, 74]]",1.0,1.0,1.0,0.8534798534798534,0.8514660493827161,0.8573879142300195
54D,S1_train_I_test_all,uda,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+c-dann\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 15, 2], [2, 93, 1], [1, 40, 55]]",1.0,1.0,1.0,0.7765567765567766,0.7772633744855967,0.7804818870392641
54D,S1_train_I_test_all,uda,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+c-dann\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[64, 15, 2], [1, 94, 1], [0, 17, 79]]",1.0,1.0,1.0,0.8681318681318682,0.8640689300411522,0.8703998750173908
54D,S1_train_I_test_all,uda,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+c-dann\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 14, 1], [2, 92, 2], [3, 17, 76]]",1.0,1.0,1.0,0.8571428571428571,0.8549382716049383,0.8590583765349447
54D,S1_train_I_test_all,uda,mk-mmd+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+c-dann\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[72, 9, 0], [0, 94, 2], [1, 43, 52]]",1.0,1.0,1.0,0.7985347985347986,0.8032407407407406,0.8017525908434999
54D,S1_train_I_test_all,uda,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[67, 14, 0], [0, 94, 2], [2, 14, 80]]",1.0,1.0,1.0,0.8827838827838828,0.8798868312757202,0.8848650196428776
54D,S1_train_I_test_all,uda,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[65, 16, 0], [2, 91, 3], [1, 19, 76]]",1.0,1.0,1.0,0.8498168498168498,0.8473508230452674,0.8536248232892527
54D,S1_train_I_test_all,uda,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[63, 18, 0], [0, 95, 1], [5, 9, 82]]",1.0,1.0,1.0,0.8791208791208791,0.8738425925925926,0.877799444746192
54D,S1_train_I_test_all,uda,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[68, 13, 0], [1, 92, 3], [1, 11, 84]]",1.0,1.0,1.0,0.8937728937728938,0.8909465020576132,0.895539855614254
54D,S1_train_I_test_all,uda,mk-mmd+cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[67, 14, 0], [0, 93, 3], [0, 34, 62]]",1.0,1.0,1.0,0.8131868131868132,0.813914609053498,0.8201339557971369
54D,S1_train_I_test_all,uda,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan+c-dann\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 15, 0], [2, 93, 1], [5, 11, 80]]",1.0,1.0,1.0,0.8754578754578755,0.8722993827160495,0.8754046461575039
54D,S1_train_I_test_all,uda,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan+c-dann\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[67, 13, 1], [2, 93, 1], [2, 16, 78]]",1.0,1.0,1.0,0.8717948717948718,0.8694701646090536,0.8737178643021232
54D,S1_train_I_test_all,uda,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan+c-dann\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 13, 2], [0, 95, 1], [1, 24, 71]]",1.0,1.0,1.0,0.8498168498168498,0.8479938271604938,0.8535064476240947
54D,S1_train_I_test_all,uda,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan+c-dann\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[66, 14, 1], [2, 93, 1], [4, 5, 87]]",1.0,1.0,1.0,0.9010989010989011,0.8966049382716049,0.8991721359368419
54D,S1_train_I_test_all,uda,mk-mmd+cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,54,16,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd+cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\54D\S1_train_I_test_all\mk-mmd+cdan+c-dann\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 21, 1], [1, 94, 1], [1, 29, 66]]",1.0,1.0,1.0,0.8021978021978022,0.7983539094650206,0.8063990992022596
