feature_set,split,mode,method,representation,classifier_strategy,seed,input_dimensions,latent_dimensions,neural_checkpoint,probe_checkpoint,label_usage,final_training,lr_parameters,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
48D,S1_train_I_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\c-dann\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[62, 18, 1], [15, 78, 3], [2, 9, 85]]",1.0,1.0,1.0,0.8241758241758241,0.8211162551440329,0.8233461073013312
48D,S1_train_I_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\c-dann\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[41, 39, 1], [18, 72, 6], [1, 8, 87]]",1.0,1.0,1.0,0.7326007326007326,0.7208076131687243,0.7223723997442063
48D,S1_train_I_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\c-dann\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[43, 37, 1], [9, 86, 1], [3, 37, 56]]",1.0,1.0,1.0,0.6776556776556777,0.6700102880658436,0.6771668894830659
48D,S1_train_I_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\c-dann\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 31, 2], [12, 83, 1], [9, 39, 48]]",1.0,1.0,1.0,0.6556776556776557,0.652391975308642,0.6532426303854875
48D,S1_train_I_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\c-dann\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[50, 31, 0], [1, 90, 5], [1, 39, 56]]",1.0,1.0,1.0,0.717948717948718,0.7127057613168725,0.7227934984754881
48D,S1_train_I_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[60, 20, 1], [7, 88, 1], [1, 14, 81]]",1.0,1.0,1.0,0.8388278388278388,0.8337191358024691,0.8392455033396523
48D,S1_train_I_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 33, 0], [30, 61, 5], [4, 4, 88]]",1.0,1.0,1.0,0.7216117216117216,0.7148919753086419,0.7163466552710328
48D,S1_train_I_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[47, 31, 3], [6, 83, 7], [5, 27, 64]]",1.0,1.0,1.0,0.7106227106227107,0.7038323045267489,0.7098740367348713
48D,S1_train_I_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[38, 43, 0], [40, 55, 1], [15, 17, 64]]",1.0,1.0,1.0,0.575091575091575,0.5695730452674898,0.5843798931046776
48D,S1_train_I_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[44, 37, 0], [5, 86, 5], [4, 25, 67]]",1.0,1.0,1.0,0.7216117216117216,0.7123199588477366,0.7197511661054602
48D,S1_train_I_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan+c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan+c-dann\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[42, 38, 1], [27, 62, 7], [10, 11, 75]]",1.0,1.0,1.0,0.6556776556776557,0.6485339506172839,0.654007547746921
48D,S1_train_I_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan+c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan+c-dann\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[39, 42, 0], [57, 39, 0], [7, 12, 77]]",1.0,1.0,1.0,0.5677655677655677,0.5632716049382717,0.5755949555270993
48D,S1_train_I_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan+c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan+c-dann\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[39, 41, 1], [30, 64, 2], [10, 17, 69]]",1.0,1.0,1.0,0.63003663003663,0.6222993827160493,0.6320281782437746
48D,S1_train_I_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan+c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan+c-dann\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[54, 23, 4], [4, 84, 8], [0, 18, 78]]",1.0,1.0,1.0,0.7912087912087912,0.7847222222222222,0.791956363386885
48D,S1_train_I_test_all,uda,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\cdan+c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\cdan+c-dann\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[55, 26, 0], [2, 92, 2], [2, 24, 70]]",1.0,1.0,1.0,0.7948717948717948,0.7888374485596708,0.7973856209150326
48D,S1_train_I_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\dann\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[54, 26, 1], [8, 83, 5], [6, 21, 69]]",1.0,1.0,1.0,0.7545787545787546,0.75,0.7554543443203442
48D,S1_train_I_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\dann\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[40, 38, 3], [0, 95, 1], [5, 23, 68]]",1.0,1.0,1.0,0.7435897435897436,0.7305812757201647,0.7328042328042329
48D,S1_train_I_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\dann\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[49, 31, 1], [17, 77, 2], [7, 9, 80]]",1.0,1.0,1.0,0.7545787545787546,0.7467849794238685,0.751074359934223
48D,S1_train_I_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\dann\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[54, 27, 0], [13, 81, 2], [6, 5, 85]]",1.0,1.0,1.0,0.8058608058608059,0.798611111111111,0.8017933557191538
48D,S1_train_I_test_all,uda,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\dann\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 23, 1], [11, 83, 2], [3, 28, 65]]",1.0,1.0,1.0,0.7509157509157509,0.7484567901234569,0.7548073524213503
48D,S1_train_I_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\deep-coral\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\deep-coral\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 27, 1], [20, 70, 6], [3, 24, 69]]",1.0,1.0,1.0,0.7032967032967034,0.7007458847736626,0.7075487024622397
48D,S1_train_I_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\deep-coral\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\deep-coral\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 24, 1], [31, 60, 5], [6, 17, 73]]",1.0,1.0,1.0,0.6923076923076923,0.6922582304526749,0.6957003103476062
48D,S1_train_I_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\deep-coral\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\deep-coral\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 28, 0], [22, 67, 7], [5, 18, 73]]",1.0,1.0,1.0,0.706959706959707,0.7042181069958847,0.7096929576906694
48D,S1_train_I_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\deep-coral\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\deep-coral\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 33, 2], [27, 63, 6], [13, 29, 54]]",1.0,1.0,1.0,0.5970695970695971,0.5955504115226337,0.6015260846655393
48D,S1_train_I_test_all,uda,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\deep-coral\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\deep-coral\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[42, 38, 1], [6, 87, 3], [1, 17, 78]]",1.0,1.0,1.0,0.7582417582417582,0.7457561728395062,0.7512169258368862
48D,S1_train_I_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\mk-mmd\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[57, 23, 1], [15, 80, 1], [6, 14, 76]]",1.0,1.0,1.0,0.7802197802197802,0.7762345679012346,0.7805726864621546
48D,S1_train_I_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\mk-mmd\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[43, 33, 5], [9, 83, 4], [3, 11, 82]]",1.0,1.0,1.0,0.7619047619047619,0.7498713991769548,0.751250969201378
48D,S1_train_I_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\mk-mmd\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[50, 30, 1], [13, 77, 6], [4, 8, 84]]",1.0,1.0,1.0,0.7728937728937729,0.7647890946502057,0.7679764058353409
48D,S1_train_I_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\mk-mmd\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[45, 35, 1], [35, 57, 4], [6, 13, 77]]",1.0,1.0,1.0,0.6556776556776557,0.6504629629629629,0.6570849580396477
48D,S1_train_I_test_all,uda,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\mk-mmd\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\mk-mmd\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 34, 1], [14, 82, 0], [8, 11, 77]]",1.0,1.0,1.0,0.7509157509157509,0.741383744855967,0.7459777148875025
48D,S1_train_I_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\source-only\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\source-only\seed_0.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[45, 26, 10], [32, 48, 16], [25, 5, 66]]",1.0,1.0,1.0,0.5824175824175825,0.5810185185185185,0.5808341222781405
48D,S1_train_I_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\source-only\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\source-only\seed_1.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[48, 33, 0], [20, 61, 15], [2, 18, 76]]",1.0,1.0,1.0,0.6776556776556777,0.6732253086419752,0.6783780918471218
48D,S1_train_I_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\source-only\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\source-only\seed_2.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 21, 4], [21, 58, 17], [7, 9, 80]]",1.0,1.0,1.0,0.7106227106227107,0.709619341563786,0.7071351341711086
48D,S1_train_I_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\source-only\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\source-only\seed_3.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[42, 33, 6], [18, 72, 6], [5, 27, 64]]",1.0,1.0,1.0,0.652014652014652,0.6450617283950617,0.6503691532111578
48D,S1_train_I_test_all,uda,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S1_train_I_test_all\bottleneck16\mlp\source-only\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S1_train_I_test_all\source-only\seed_4.joblib,source labels only,selected checkpoint; no refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[58, 23, 0], [6, 88, 2], [0, 35, 61]]",1.0,1.0,1.0,0.7582417582417582,0.7560442386831275,0.7648561082523347
48D,S2_train_I_internal_val_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\c-dann\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\c-dann\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[53, 27, 1], [17, 76, 3], [1, 21, 74]]",1.0,1.0,1.0,0.7435897435897436,0.738940329218107,0.7462840748684668
48D,S2_train_I_internal_val_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\c-dann\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\c-dann\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[59, 21, 1], [6, 87, 3], [3, 43, 50]]",1.0,1.0,1.0,0.717948717948718,0.7184927983539096,0.7210221388956818
48D,S2_train_I_internal_val_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\c-dann\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\c-dann\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[46, 34, 1], [20, 72, 4], [2, 18, 76]]",1.0,1.0,1.0,0.7106227106227107,0.7031893004115225,0.7102507270406258
48D,S2_train_I_internal_val_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,3,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\c-dann\seed_3.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\c-dann\seed_3.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[38, 33, 10], [4, 64, 28], [2, 21, 73]]",1.0,1.0,1.0,0.6410256410256411,0.6320730452674898,0.6371482835944436
48D,S2_train_I_internal_val_test_all,uda,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,4,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\c-dann\seed_4.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\c-dann\seed_4.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[36, 39, 6], [1, 92, 3], [0, 18, 78]]",1.0,1.0,1.0,0.7545787545787546,0.7384259259259259,0.7378829720273772
48D,S2_train_I_internal_val_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,0,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_0.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan\seed_0.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[36, 45, 0], [62, 34, 0], [16, 8, 72]]",1.0,1.0,1.0,0.5201465201465202,0.5162037037037037,0.5326527752757261
48D,S2_train_I_internal_val_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,1,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_1.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan\seed_1.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[60, 21, 0], [16, 72, 8], [3, 13, 80]]",1.0,1.0,1.0,0.7765567765567766,0.7746913580246914,0.7774788348400058
48D,S2_train_I_internal_val_test_all,uda,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,2,48,16,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_2.pt,D:\thesis\tables\opensource_da_48_54\posthoc_lr_bottleneck16\checkpoints\48D\S2_train_I_internal_val_test_all\cdan\seed_2.joblib,source train + source validation labels,source train+validation refit,C=1.0;class_weight=balanced;solver=lbfgs;max_iter=2000,"[[56, 25, 0], [12, 83, 1], [8, 16, 72]]",1.0,1.0,1.0,0.7728937728937729,0.7686471193415638,0.7733307522136528
