feature_set,split,method,representation,classifier_strategy,seed_count,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
48D,S2_train_I_internal_val_test_all,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6945054945054945,0.608058608058608,0.73992673992674,0.05570897518961136,0.6898405349794239,0.6040380658436214,0.7332818930041153,0.054858871252646095,0.696128819474469,0.6104045326676969,0.7386592672596729,0.05432193934238371
48D,S2_train_I_internal_val_test_all,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9800000000000001,0.9333333333333332,1.0,0.02981423969999722,0.6967032967032967,0.6373626373626373,0.7472527472527473,0.048067764695455685,0.6921810699588478,0.6376028806584362,0.7424125514403292,0.04751087745942027,0.6951193578878042,0.6363282514922167,0.746303298699824,0.05012566573432808
48D,S2_train_I_internal_val_test_all,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9733333333333334,0.9,1.0,0.04346134936801764,0.6945054945054945,0.63003663003663,0.7545787545787546,0.04932149759402909,0.6868827160493828,0.6190843621399177,0.7448559670781892,0.05131627273419397,0.6910523589407089,0.6188153216455103,0.7503632664922987,0.05350779904034773
48D,S2_train_I_internal_val_test_all,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9866666666666667,0.9666666666666668,1.0,0.018257418583505474,0.6783882783882784,0.6446886446886447,0.7106227106227107,0.02365404291716181,0.6752057613168725,0.6516203703703703,0.7044753086419754,0.020081626923378355,0.6762660006422919,0.6474569357820857,0.7105635308830801,0.022869395114062836
48D,S3_train_I_internal_20_10_test_all,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7347985347985347,0.6446886446886447,0.7875457875457875,0.05570897518961129,0.7313786008230452,0.6503343621399177,0.7799639917695473,0.05157072593159961,0.7320915409934295,0.6434933295352039,0.7820564355873504,0.05476572103153548
48D,S3_train_I_internal_20_10_test_all,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6776556776556777,0.5384615384615384,0.7948717948717948,0.0912448256929022,0.6760545267489712,0.5464248971193416,0.7888374485596708,0.08611330436483941,0.680365557513539,0.5499956414812924,0.7955671659119935,0.08710532200201164
48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7589743589743589,0.706959706959707,0.8461538461538461,0.06716394657691674,0.7550668724279836,0.7016460905349794,0.8419495884773663,0.0639587502102611,0.7575156988083607,0.7038018369840687,0.8447665056360708,0.06345107663042096
48D,S3_train_I_internal_20_10_test_all,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6681318681318682,0.575091575091575,0.7326007326007326,0.06606620864847237,0.6622685185185185,0.5650720164609053,0.7175925925925926,0.06535575562316143,0.6659456390533861,0.574991323725501,0.7197103884531106,0.06231183591826127
48D,S3_train_I_internal_20_10_test_all,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7069597069597069,0.6263736263736264,0.7545787545787546,0.057393551706931875,0.7026748971193416,0.6265432098765432,0.7532150205761318,0.05340334022921746,0.7057998732815737,0.6322543809096924,0.7578823953823953,0.05288142063006048
48D,S3_train_I_internal_20_10_test_all,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7274725274725276,0.5677655677655677,0.8205128205128205,0.09878571481203718,0.7213477366255144,0.5632716049382717,0.8092849794238685,0.09828971085051175,0.7223059766801675,0.5547675334909378,0.8156908751207416,0.10491374906476567
48D,S3_train_I_internal_20_10_test_all,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.6329670329670329,0.5091575091575091,0.7692307692307693,0.12036186365806226,0.6339506172839505,0.5135030864197531,0.7664609053497943,0.11586536643131241,0.6335941289455671,0.5032010755410362,0.7726404314639609,0.122253987402197
48D,S4_train_I_val_D1_2,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.856326530612245,0.7591836734693878,0.889795918367347,0.055094481718847205,0.8556971434639481,0.7630349368163959,0.8884464266751619,0.05267593895132848,0.8569016951730013,0.7568203638222352,0.8915188603833913,0.056738421861147866
48D,S4_train_I_val_D1_2,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8555102040816326,0.8163265306122449,0.8979591836734694,0.0376971424947553,0.8545078050334501,0.8131570563873844,0.89481788255283,0.036927989875786355,0.8585829534957089,0.8221330683436165,0.9001661918328585,0.03679341793527943
48D,S4_train_I_val_D1_2,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.856326530612245,0.8448979591836735,0.8857142857142857,0.016679850401389824,0.8550069024105342,0.8382181161728788,0.8831899755760858,0.0167839377636982,0.8580214033402495,0.8471233998975934,0.8884606811184805,0.017175868447510855
48D,S4_train_I_val_D1_2,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8693877551020408,0.8163265306122449,0.9102040816326532,0.034753849726380445,0.8685143888711904,0.8166082616544547,0.9092067537432303,0.034533296571417,0.8705704263287093,0.8202844446436695,0.9110477793522352,0.03370940820619324
48D,S4_train_I_val_D1_2,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8718367346938776,0.8571428571428571,0.889795918367347,0.013720601072629908,0.8704258256344908,0.8574386747371774,0.8863757035149199,0.012540796060161083,0.8738324514290164,0.860583693875681,0.8903315723554727,0.012143019414679225
48D,S4_train_I_val_D1_2,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.993103448275862,0.9655172413793104,1.0,0.015421158465515774,0.8644897959183673,0.7877551020408163,0.9183673469387756,0.060153905067561,0.8611022618668365,0.7901667197621324,0.9162684506743124,0.06066399186160524,0.8651727237193771,0.7926349215797641,0.9195352712538964,0.05969396703629446
48D,S4_train_I_val_D1_2,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.793469387755102,0.7551020408163265,0.8653061224489796,0.043445907235053656,0.7958691727726451,0.7550175215036635,0.8658808537750876,0.04282169219317362,0.7931896908466116,0.7567119358164135,0.8689747528457206,0.044658819461983995
48D,S5_train_I_D1_val_D2_3,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.975,0.9444444444444444,1.0,0.022821773229381937,0.8545454545454545,0.8225108225108225,0.8874458874458875,0.026261040498879843,0.8541420647700841,0.8241188047951332,0.8887099660046519,0.02556106126006257,0.8576748493607728,0.8278252851317759,0.8900104726191683,0.02510785865094694
48D,S5_train_I_D1_val_D2_3,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9916666666666666,0.9583333333333334,1.0,0.01863389981249823,0.8675324675324676,0.8008658008658008,0.9437229437229436,0.05271795992509399,0.8700662014671675,0.8056897477187333,0.944354983002326,0.051442336226959796,0.8695921149285566,0.8032137852056426,0.9449708927876024,0.0520855513930458
48D,S5_train_I_D1_val_D2_3,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9777777777777776,0.9444444444444444,1.0,0.025230419617479103,0.8727272727272727,0.8441558441558441,0.9177489177489178,0.027481506923123615,0.8725711218464841,0.8411164787976381,0.9182322419037394,0.028385482608523502,0.8754763714714958,0.846188058135439,0.9177184056966414,0.026274072794001933
48D,S5_train_I_D1_val_D2_3,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9805555555555555,0.9305555555555556,1.0,0.030429030972509218,0.8744588744588745,0.8095238095238095,0.9134199134199136,0.0394391064032221,0.8757917337627482,0.8117731257827877,0.914117015566291,0.038663989178641285,0.8769844068232358,0.8144094847241222,0.9158027673856352,0.03820878577521293
48D,S5_train_I_D1_val_D2_3,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9944444444444445,0.9722222222222222,1.0,0.012422599874998837,0.9012987012987015,0.8484848484848485,0.922077922077922,0.029898349177198302,0.9015924136697082,0.8495258543567722,0.9194847020933976,0.02927481314444093,0.9032457179797669,0.853702663921642,0.92267909488766,0.028020004293078465
48D,S5_train_I_D1_val_D2_3,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9888888888888889,0.9722222222222222,1.0,0.011620278146306603,0.89004329004329,0.8658008658008658,0.922077922077922,0.023029326542459535,0.8894614421184468,0.8681338343174092,0.9216317767042403,0.02235941950078155,0.8919745640614234,0.8664484961820165,0.923467000835422,0.022741636865995545
48D,S5_train_I_D1_val_D2_3,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9916666666666668,0.9583333333333334,1.0,0.01863389981249823,0.8528138528138527,0.8181818181818182,0.8961038961038961,0.028221655433777675,0.8557881553050635,0.8214349615315798,0.8976561102164967,0.027635622688882977,0.8546690950092776,0.8223180618401207,0.8981172283900634,0.027527765421094346
48D,S6_train_I_D1_2_val_D3_5,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9918367346938777,0.979591836734694,1.0,0.011178011377656403,0.9317073170731707,0.8878048780487805,0.9609756097560976,0.03104371234477524,0.9315299202623146,0.8896341009017066,0.9612489753334824,0.030811403262556488,0.9332807613087903,0.8911158768815706,0.9618165318603276,0.03019435124651146
48D,S6_train_I_D1_2_val_D3_5,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9938775510204081,0.9693877551020408,1.0,0.013690212107141584,0.9209756097560975,0.8975609756097561,0.9560975609756096,0.024487610532704623,0.9202474103882554,0.89485058499143,0.955361800432223,0.02458174197429428,0.9217688001394118,0.8979641999249842,0.9565178917095292,0.024561138241699355
48D,S6_train_I_D1_2_val_D3_5,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9897959183673469,0.9693877551020408,1.0,0.014430750636460151,0.9200000000000002,0.9073170731707316,0.9365853658536586,0.011747897150041304,0.9195469110962069,0.907221104404203,0.93539011848871,0.011272621883799358,0.9209539848662462,0.9093981621891976,0.9374582768522162,0.011794740204942622
48D,S6_train_I_D1_2_val_D3_5,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9326829268292682,0.9170731707317074,0.946341463414634,0.01112366268389397,0.9322304195543631,0.9160146061554512,0.9459721290707206,0.011502076439434862,0.9337414411819209,0.9176094658224896,0.947821946021882,0.011308810733801085
48D,S6_train_I_D1_2_val_D3_5,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9979591836734694,0.9897959183673468,1.0,0.004563404035713911,0.9336585365853658,0.9121951219512195,0.946341463414634,0.013179762035225613,0.9332886206125643,0.9131082793054623,0.9459721290707206,0.012631222712076657,0.9351259357775629,0.9141858182167624,0.947461421439302,0.012845832537582471
48D,S6_train_I_D1_2_val_D3_5,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9897959183673468,0.9693877551020408,1.0,0.012497396646852964,0.9307317073170731,0.9170731707317074,0.946341463414634,0.013089178404876764,0.9296370817497579,0.9154184365451972,0.9453759594604664,0.013540565843392346,0.9314313985990058,0.9175384076684028,0.9466421379542264,0.013107748645348761
48D,S6_train_I_D1_2_val_D3_5,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9141463414634146,0.8829268292682927,0.946341463414634,0.02501635396089377,0.9145092778895595,0.8855354348312096,0.9459721290707206,0.023844071218332413,0.9155758807147809,0.8849870930973213,0.9472360893199576,0.02474505295901676
48D,S7_train_I_D1_3_val_D4_5,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9877551020408163,0.9693877551020408,1.0,0.013304494704495193,0.9492682926829268,0.9414634146341464,0.9560975609756096,0.005561831341946981,0.9487890304791712,0.9400849541694613,0.9559579700424772,0.006015342873961364,0.9503222221051555,0.9426534250063662,0.9572964866773715,0.0056423746562651225
48D,S7_train_I_D1_3_val_D4_5,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9877551020408163,0.9693877551020408,1.0,0.013304494704495193,0.937560975609756,0.9170731707317074,0.946341463414634,0.01164618184030565,0.9360906177807587,0.9148222669349432,0.9459721290707206,0.012187645725376013,0.9383759363725017,0.9188190638486332,0.9466453606891564,0.01111718573035956
48D,S7_train_I_D1_3_val_D4_5,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9877551020408163,0.9693877551020408,1.0,0.016767017066484695,0.9307317073170733,0.9170731707317074,0.951219512195122,0.01308917840487683,0.9299947835159103,0.9172069453759594,0.9506669647514716,0.013019858389732186,0.9315586083765114,0.9168248507293796,0.9524353313370214,0.013566200005017546
48D,S7_train_I_D1_3_val_D4_5,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9877551020408164,0.979591836734694,1.0,0.011178011377656403,0.9395121951219514,0.9365853658536586,0.946341463414634,0.00436305946829219,0.9386839555853641,0.934793948878456,0.9459721290707206,0.004658141406809478,0.940569649115049,0.9366856165284908,0.9470970165017129,0.004369126287582714
48D,S7_train_I_D1_3_val_D4_5,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9938775510204081,0.979591836734694,1.0,0.009126808071427692,0.9375609756097563,0.9219512195121952,0.951219512195122,0.010575357750575033,0.937879126611521,0.9224979506669648,0.9518593039719802,0.010556343109971835,0.9390985955262916,0.924546533220532,0.952231952818688,0.00990762932967843
48D,S7_train_I_D1_3_val_D4_5,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",0.9918367346938775,0.979591836734694,1.0,0.008537347209531367,0.9229268292682928,0.9073170731707316,0.9414634146341464,0.013968605915391608,0.9217676428944033,0.907221104404203,0.9382964453386988,0.012871302230551745,0.9238436371061468,0.9096245221773764,0.941190703780632,0.012895206355993775
48D,S7_train_I_D1_3_val_D4_5,source-only,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9287804878048782,0.9121951219512195,0.951219512195122,0.01565542101061583,0.9284745510097622,0.9125121096952084,0.9500707951412176,0.015360896708643218,0.9299000361128209,0.9135373586986488,0.9521306206337464,0.015551257210464445
54D,S1_train_I_test_all,c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8021978021978022,0.7509157509157509,0.8461538461538461,0.03579637414961916,0.801954732510288,0.7542438271604938,0.8438786008230453,0.03352623703435349,0.8065163541093749,0.7542697952634927,0.8502257948029568,0.036219900426902034
54D,S1_train_I_test_all,cdan,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8373626373626374,0.7838827838827839,0.9084249084249084,0.05151699191721368,0.8358024691358026,0.7829218106995884,0.9022633744855968,0.04886750053472736,0.8405226647474185,0.7896866174827383,0.9067025323565676,0.04937527846355643
54D,S1_train_I_test_all,cdan+c-dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8014652014652015,0.6336996336996337,0.8717948717948718,0.09633769272300846,0.8007458847736626,0.6405606995884773,0.8694701646090536,0.09218789265460281,0.7970220309134853,0.601538788404404,0.8746681113432913,0.111588031169176
54D,S1_train_I_test_all,dann,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8300366300366301,0.7838827838827839,0.8608058608058609,0.028562034710062918,0.8277006172839506,0.7842078189300411,0.8584104938271605,0.02731873189423824,0.8329187006048832,0.7884559884559884,0.8640370269645393,0.027895997589936647
54D,S1_train_I_test_all,deep-coral,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8124542124542126,0.7838827838827839,0.8351648351648352,0.023511804448177624,0.8127057613168726,0.7854938271604938,0.8347479423868313,0.024183554884495997,0.8163593893884918,0.7874267321627738,0.8398858505392383,0.0237146138508037
54D,S1_train_I_test_all,mk-mmd,bottleneck16,posthoc-sklearn-lr-on-frozen-mlp-representation,5,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8652014652014653,0.8351648351648352,0.8974358974358975,0.027824364856898074,0.8629629629629629,0.8328189300411523,0.8944187242798355,0.02803020072913102,0.8677437638086971,0.8395995374256243,0.8987176914350306,0.027277544491146465
