architecture,split,variant,method,mode,seed,selected_C,selection_status,best_epoch,final_training,label_usage,neural_test_accuracy,lr_train_accuracy,lr_test_accuracy,lr_test_balanced_accuracy,lr_test_macro_f1,lr_minus_neural_accuracy
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8138528138528138,1.0,0.8225108225108225,0.8219717301842907,0.8266334115805947,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7705627705627706,1.0,0.7965367965367965,0.7972803721595992,0.8023621854154128,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8008658008658008,1.0,0.8658008658008658,0.8631239935587761,0.8661552813563419,0.06493506493506496
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8398268398268398,1.0,0.8354978354978355,0.8343174091966362,0.8402392008691221,-0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,DANN-UDA,dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8181818181818182,1.0,0.8138528138528138,0.8130255859724459,0.8155876032672289,-0.0043290043290044045
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,0,10.0,validation-selected C,80,Source+Target refit,source + labeled target,0.9047619047619048,1.0,0.8961038961038961,0.8969404186795491,0.8984882842025699,-0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,1,10.0,validation-selected C,100,Source+Target refit,source + labeled target,0.8961038961038961,1.0,0.9047619047619048,0.9051708713544463,0.9067675472773127,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,2,10.0,validation-selected C,30,Source+Target refit,source + labeled target,0.8831168831168831,1.0,0.9090909090909091,0.9092860976918948,0.911939140563951,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,3,10.0,validation-selected C,200,Source+Target refit,source + labeled target,0.9004329004329005,1.0,0.9090909090909091,0.9092860976918947,0.9103056830717767,0.008658008658008587
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,4,10.0,validation-selected C,280,Source+Target refit,source + labeled target,0.8831168831168831,1.0,0.9047619047619048,0.9044551798174986,0.9064017106169207,0.02164502164502169
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,deep-coral,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8225108225108225,1.0,0.8528138528138528,0.851494006083378,0.8548569436867309,0.030303030303030276
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,deep-coral,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8095238095238095,1.0,0.8225108225108225,0.8219717301842905,0.8217240864518787,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,deep-coral,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8614718614718615,1.0,0.8744588744588745,0.8720701377706209,0.8760965751641993,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,deep-coral,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8008658008658008,1.0,0.8311688311688312,0.8302021828591877,0.8341225268248853,0.030303030303030387
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-UDA,deep-coral,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8528138528138528,1.0,0.8701298701298701,0.8672392198962248,0.8716562382528769,0.017316017316017285
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,validation-selected C,50,Source+Target refit,source + labeled target,0.9047619047619048,1.0,0.9090909090909091,0.9092860976918947,0.9112014181550605,0.0043290043290042934
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,validation-selected C,60,Source+Target refit,source + labeled target,0.9134199134199136,1.0,0.9090909090909091,0.9100017892288425,0.9117058188822509,-0.0043290043290045155
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9090909090909092,1.0,0.922077922077922,0.9216317767042405,0.9244000896477678,0.01298701298701288
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,validation-selected C,280,Source+Target refit,source + labeled target,0.9177489177489178,1.0,0.9307359307359307,0.9298622293791375,0.9324499606450312,0.012987012987012991
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,validation-selected C,330,Source+Target refit,source + labeled target,0.9134199134199136,1.0,0.9134199134199135,0.9134013240293433,0.9159632787742167,-1.1102230246251565e-16
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,mk-mmd,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8701298701298701,1.0,0.8787878787878788,0.8754696725711218,0.8812775737371079,0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,mk-mmd,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8571428571428571,1.0,0.8831168831168831,0.880300590445518,0.8849395746417558,0.025974025974025983
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,mk-mmd,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8614718614718615,1.0,0.9047619047619048,0.9008767221327608,0.9055602102976706,0.04329004329004327
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,mk-mmd,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8441558441558441,1.0,0.8874458874458875,0.8844158167829667,0.8889522946859904,0.04329004329004338
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-UDA,mk-mmd,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8614718614718615,1.0,0.8831168831168831,0.8795848989085705,0.8844737651036865,0.021645021645021578
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,0,0.1,validation-selected C,140,Source+Target refit,source + labeled target,0.9307359307359307,1.0,0.9307359307359307,0.9305779209160852,0.9325380566820426,0.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,1,0.1,validation-selected C,110,Source+Target refit,source + labeled target,0.9307359307359307,1.0,0.922077922077922,0.922347468241188,0.9243619892083713,-0.008658008658008698
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,2,0.1,validation-selected C,40,Source+Target refit,source + labeled target,0.9264069264069263,0.9861111111111112,0.9264069264069265,0.925747003041689,0.9281879684356463,1.1102230246251565e-16
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,3,0.1,validation-selected C,50,Source+Target refit,source + labeled target,0.9090909090909092,0.9861111111111112,0.9307359307359307,0.9305779209160852,0.9307895618988679,0.021645021645021578
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,4,0.1,validation-selected C,70,Source+Target refit,source + labeled target,0.922077922077922,1.0,0.9307359307359307,0.9298622293791375,0.9318429296738385,0.008658008658008698
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,source-only,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7853658536585366,1.0,0.7951219512195122,0.7956628660854013,0.796340023612751,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,source-only,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7951219512195122,1.0,0.8146341463414634,0.8138460391981518,0.8161161835963407,0.019512195121951126
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,source-only,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8097560975609757,1.0,0.8292682926829268,0.8285267158506594,0.8305265195509097,0.019512195121951126
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,source-only,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7951219512195122,1.0,0.8048780487804879,0.8044563678366495,0.8091833971282516,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source-only,source-only,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8048780487804879,1.0,0.824390243902439,0.8238318801699083,0.8259885758437043,0.019512195121951126
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,0,1.0,validation-selected C,270,Source+Target refit,source + labeled target,0.946341463414634,1.0,0.9512195121951219,0.9500707951412176,0.9515735575865204,0.00487804878048792
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,1,1.0,validation-selected C,350,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9512195121951219,0.9500707951412176,0.9515735575865204,-1.1102230246251565e-16
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9121951219512195,1.0,0.9317073170731708,0.9300991131977048,0.9316003793662616,0.019512195121951237
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,3,1.0,validation-selected C,40,Source+Target refit,source + labeled target,0.9317073170731708,1.0,0.9560975609756097,0.9541694612117148,0.9562715390601427,0.024390243902438935
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,4,1.0,validation-selected C,180,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792,0.004878048780487698
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8146341463414634,1.0,0.8195121951219512,0.818540874878903,0.8228401928068224,0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7707317073170732,1.0,0.8,0.7997615321558983,0.8048744982194774,0.029268292682926855
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8146341463414634,1.0,0.8634146341463415,0.8607943960056635,0.863358087624225,0.04878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8439024390243902,1.0,0.8292682926829268,0.8279305462404053,0.8337196971565266,-0.014634146341463428
one-layer,S6_train_I_D1_2_val_D3_5,DANN-UDA,dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.8195121951219512,0.818540874878903,0.8211443498485598,-0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,0,10.0,validation-selected C,100,Source+Target refit,source + labeled target,0.926829268292683,1.0,0.9414634146341463,0.9394887845592071,0.941504809397515,0.014634146341463317
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,1,10.0,validation-selected C,100,Source+Target refit,source + labeled target,0.9317073170731708,1.0,0.9365853658536586,0.9341977792682018,0.9362216409742704,0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,2,10.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9121951219512195,1.0,0.9317073170731708,0.9300991131977048,0.9323000723468194,0.019512195121951237
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,3,10.0,validation-selected C,190,Source+Target refit,source + labeled target,0.9365853658536586,1.0,0.9512195121951219,0.9494746255309635,0.9511868680258596,0.014634146341463317
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,4,10.0,validation-selected C,60,Source+Target refit,source + labeled target,0.946341463414634,1.0,0.9560975609756097,0.9547656308219689,0.9565678576050755,0.00975609756097573
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,deep-coral,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.848780487804878,0.8473060585736643,0.8502433776514767,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,deep-coral,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.8292682926829268,0.8279305462404053,0.828434686731368,0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,deep-coral,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8634146341463415,1.0,0.8731707317073171,0.8707802369774201,0.8743327565413455,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,deep-coral,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8097560975609757,1.0,0.8341463414634146,0.8326253819211565,0.8365153672054103,0.024390243902438935
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-UDA,deep-coral,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8585365853658536,1.0,0.8682926829268293,0.8660854012966689,0.8697247795375986,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,0,10.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9317073170731708,1.0,0.9365853658536586,0.9341977792682018,0.9365685346986478,0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,1,10.0,validation-selected C,20,Source+Target refit,source + labeled target,0.9365853658536586,1.0,0.9463414634146341,0.9447797898502124,0.9465359725923106,0.009756097560975507
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,2,10.0,validation-selected C,20,Source+Target refit,source + labeled target,0.9121951219512195,1.0,0.9560975609756097,0.9547656308219689,0.956696509899138,0.04390243902439017
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,3,10.0,validation-selected C,220,Source+Target refit,source + labeled target,0.9658536585365852,1.0,0.9658536585365853,0.9641553021834711,0.965804035297629,1.1102230246251565e-16
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,4,10.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9317073170731708,1.0,0.926829268292683,0.9254042775169536,0.9275575274716538,-0.004878048780487809
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,mk-mmd,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8682926829268293,1.0,0.8780487804878049,0.8748789030479172,0.8799808093774718,0.009756097560975618
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,mk-mmd,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8536585365853658,1.0,0.8780487804878049,0.8754750726581713,0.8796564697092282,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,mk-mmd,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8634146341463415,1.0,0.9024390243902439,0.8989492510619271,0.9028787123271513,0.039024390243902474
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,mk-mmd,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8390243902439024,1.0,0.8829268292682927,0.8801699083389224,0.8841995949275643,0.04390243902439028
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-UDA,mk-mmd,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8585365853658536,1.0,0.8829268292682927,0.8795737387286682,0.8836853271127363,0.024390243902439046
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,0,0.1,validation-selected C,50,Source+Target refit,source + labeled target,0.9414634146341464,0.9897959183673469,0.9414634146341463,0.9400849541694613,0.9413394192302004,-1.1102230246251565e-16
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,1,0.1,validation-selected C,40,Source+Target refit,source + labeled target,0.9414634146341464,0.9795918367346939,0.9512195121951219,0.9494746255309635,0.9511868680258596,0.009756097560975507
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,2,0.1,validation-selected C,30,Source+Target refit,source + labeled target,0.9170731707317074,0.9693877551020408,0.9512195121951219,0.9494746255309635,0.9511868680258596,0.03414634146341455
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,3,0.1,validation-selected C,90,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9512195121951219,0.9500707951412176,0.9514819215152688,-1.1102230246251565e-16
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,4,0.1,validation-selected C,70,Source+Target refit,source + labeled target,0.9414634146341464,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792,0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,source-only,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7853658536585366,1.0,0.7951219512195122,0.7956628660854013,0.796340023612751,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,source-only,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7951219512195122,1.0,0.8146341463414634,0.8138460391981518,0.8161161835963407,0.019512195121951126
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,source-only,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8097560975609757,1.0,0.8292682926829268,0.8285267158506594,0.8305265195509097,0.019512195121951126
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,source-only,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7951219512195122,1.0,0.8048780487804879,0.8044563678366495,0.8091833971282516,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source-only,source-only,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8048780487804879,1.0,0.824390243902439,0.8238318801699083,0.8259885758437043,0.019512195121951126
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,0,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.8975609756097561,1.0,0.9024390243902439,0.9001415902824353,0.9022369061584747,0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,1,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9365853658536586,1.0,0.9463414634146341,0.9447797898502124,0.9466209787604681,0.009756097560975507
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9073170731707316,1.0,0.926829268292683,0.9254042775169536,0.9269930118775855,0.019512195121951348
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,3,1.0,validation-selected C,40,Source+Target refit,source + labeled target,0.9365853658536586,1.0,0.9560975609756097,0.9541694612117148,0.9562715390601427,0.019512195121951126
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,4,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.902439024390244,0.9897959183673469,0.9170731707317074,0.9160146061554512,0.9183617217140516,0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,dann,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8146341463414634,1.0,0.8195121951219512,0.818540874878903,0.8228401928068224,0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,dann,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.7707317073170732,1.0,0.8,0.7997615321558983,0.8048744982194774,0.029268292682926855
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,dann,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8146341463414634,1.0,0.8634146341463415,0.8607943960056635,0.863358087624225,0.04878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,dann,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8439024390243902,1.0,0.8292682926829268,0.8279305462404053,0.8337196971565266,-0.014634146341463428
one-layer,S7_train_I_D1_3_val_D4_5,DANN-UDA,dann,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.8195121951219512,0.818540874878903,0.8211443498485598,-0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,0,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.8878048780487805,0.9897959183673469,0.9024390243902439,0.9001415902824353,0.9022134600828234,0.014634146341463428
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,1,1.0,validation-selected C,100,Source+Target refit,source + labeled target,0.926829268292683,1.0,0.9365853658536586,0.9341977792682018,0.9362216409742704,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9121951219512195,0.9897959183673469,0.9365853658536586,0.9347939488784559,0.9372897966456556,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,3,1.0,validation-selected C,200,Source+Target refit,source + labeled target,0.9365853658536586,1.0,0.9365853658536586,0.93539011848871,0.9360090042665933,0.0
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,4,1.0,validation-selected C,80,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9560975609756097,0.955361800432223,0.956441438806766,0.004878048780487698
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,deep-coral,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.848780487804878,0.8473060585736643,0.8502433776514767,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,deep-coral,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.824390243902439,1.0,0.8292682926829268,0.8279305462404053,0.828434686731368,0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,deep-coral,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8634146341463415,1.0,0.8731707317073171,0.8707802369774201,0.8743327565413455,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,deep-coral,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8097560975609757,1.0,0.8341463414634146,0.8326253819211565,0.8365153672054103,0.024390243902438935
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-UDA,deep-coral,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8585365853658536,1.0,0.8682926829268293,0.8660854012966689,0.8697247795375986,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.902439024390244,1.0,0.9170731707317074,0.914226097324689,0.9165793218634694,0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,validation-selected C,40,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9512195121951219,0.9494746255309635,0.9517416730231375,-1.1102230246251565e-16
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.926829268292683,0.9897959183673469,0.9317073170731708,0.9300991131977048,0.9316336268207926,0.004878048780487809
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,validation-selected C,200,Source+Target refit,source + labeled target,0.946341463414634,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792,0.00975609756097573
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,validation-selected C,30,Source+Target refit,source + labeled target,0.9073170731707316,0.9897959183673469,0.926829268292683,0.9254042775169536,0.9275985663082437,0.019512195121951348
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,mk-mmd,uda,0,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8682926829268293,1.0,0.8780487804878049,0.8748789030479172,0.8799808093774718,0.009756097560975618
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,mk-mmd,uda,1,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8536585365853658,1.0,0.8780487804878049,0.8754750726581713,0.8796564697092282,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,mk-mmd,uda,2,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8634146341463415,1.0,0.9024390243902439,0.8989492510619271,0.9028787123271513,0.039024390243902474
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,mk-mmd,uda,3,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8390243902439024,1.0,0.8829268292682927,0.8801699083389224,0.8841995949275643,0.04390243902439028
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-UDA,mk-mmd,uda,4,1.0,fixed C=1; no admissible validation labels,400,source-only; no refit,source labels only,0.8585365853658536,1.0,0.8829268292682927,0.8795737387286682,0.8836853271127363,0.024390243902439046
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,0,0.1,validation-selected C,70,Source+Target refit,source + labeled target,0.951219512195122,1.0,0.9560975609756097,0.9547656308219689,0.9561669438504792,0.004878048780487698
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,1,0.1,validation-selected C,40,Source+Target refit,source + labeled target,0.9365853658536586,0.9795918367346939,0.9463414634146341,0.9447797898502124,0.9466209787604681,0.009756097560975507
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,2,0.1,validation-selected C,40,Source+Target refit,source + labeled target,0.926829268292683,0.9795918367346939,0.9414634146341463,0.9394887845592071,0.9412698412698411,0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,3,0.1,validation-selected C,190,Source+Target refit,source + labeled target,0.9560975609756096,1.0,0.9414634146341463,0.9400849541694613,0.9419409391139361,-0.014634146341463317
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,4,0.1,validation-selected C,60,Source+Target refit,source + labeled target,0.9414634146341464,1.0,0.9317073170731708,0.9300991131977048,0.9314285033989309,-0.009756097560975618
