architecture,split,variant,method,mode,seed,C,validation_kind,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
one-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,source-only,semi,3,10.0,target_val,0.8461538461538461,0.8666666666666666,0.8411764705882353
one-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,source-only,semi,4,0.1,target_val,0.9230769230769231,0.9111111111111111,0.9111111111111111
one-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,source-only,semi,4,1.0,target_val,0.8846153846153846,0.8777777777777778,0.8792815371762742
one-layer,S5_train_I_D1_val_D2_3,MLP Source+Target,source-only,semi,4,10.0,target_val,0.8076923076923077,0.8111111111111112,0.7983193277310926
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,0,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,0,1.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,0,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,1,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,1,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,1,10.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,2,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,2,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,2,10.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,4,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,4,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DANN-SEMI,dann,semi,4,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,0,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,0,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,1,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,1,10.0,target_val,0.8461538461538461,0.8666666666666666,0.8411764705882353
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,2,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,4,0.1,target_val,0.9230769230769231,0.9111111111111111,0.9111111111111111
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,DEEP-CORAL-SEMI,deep-coral,semi,4,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,0,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,0,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,0,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,1,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,1,1.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,1,10.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,2,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9333333333333332
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9333333333333332
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,4,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,4,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,MK-MMD-SEMI,mk-mmd,semi,4,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9333333333333332
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,0,0.1,target_val,0.9,0.9,0.9062034170393304
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,0,1.0,target_val,0.9,0.9,0.9062034170393304
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,0,10.0,target_val,0.9,0.9111111111111111,0.9095022624434389
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,1,0.1,target_val,0.9,0.9111111111111111,0.9095022624434389
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,1,1.0,target_val,0.9,0.9111111111111111,0.9095022624434389
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,1,10.0,target_val,0.9,0.9111111111111111,0.9095022624434389
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,2,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,2,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,2,10.0,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,3,0.1,target_val,0.9,0.9111111111111111,0.9095022624434389
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,3,1.0,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,3,10.0,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,4,0.1,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,4,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,MLP Source+Target,source-only,semi,4,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,0,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,0,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,0,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,1,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,1,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,1,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,2,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,2,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,2,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,3,0.1,target_val,0.9,0.9,0.9062034170393304
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,3,1.0,target_val,0.925,0.9222222222222222,0.928343586238323
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,3,10.0,target_val,0.9,0.9,0.9063067150635208
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,4,0.1,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,4,1.0,target_val,0.925,0.9333333333333332,0.9326599326599326
one-layer,S6_train_I_D1_2_val_D3_5,DANN-SEMI,dann,semi,4,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,0,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,0,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,1,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,1,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,2,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,2,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,3,0.1,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,3,10.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,4,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,DEEP-CORAL-SEMI,deep-coral,semi,4,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,0,0.1,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,0,1.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,0,10.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,1,0.1,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,1,1.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,1,10.0,target_val,0.925,0.9333333333333332,0.9262566137566138
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,2,0.1,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,2,1.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,2,10.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,3,0.1,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,3,1.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,3,10.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,4,0.1,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,4,1.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,MK-MMD-SEMI,mk-mmd,semi,4,10.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,0,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,0,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,0,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,1,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,1,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,1,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,2,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,3,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9214489214489214
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,3,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,3,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,4,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,4,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MLP Source+Target,source-only,semi,4,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,0,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,0,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,0,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,1,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,1,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,1,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,2,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,3,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,3,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,4,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,4,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DANN-SEMI,dann,semi,4,10.0,target_val,0.8846153846153846,0.9,0.8976982097186701
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,0,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,0,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,0,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,1,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,1,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,1,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,2,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,3,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,4,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,4,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,DEEP-CORAL-SEMI,deep-coral,semi,4,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,0,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,0,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,0,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,1,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,1,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,1,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,2,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,2,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,2,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,3,0.1,target_val,1.0,1.0,1.0
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,3,1.0,target_val,1.0,1.0,1.0
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,3,10.0,target_val,1.0,1.0,1.0
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,4,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,4,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S7_train_I_D1_3_val_D4_5,MK-MMD-SEMI,mk-mmd,semi,4,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9326599326599326
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,0,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,0,1.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,0,10.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,1,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,1,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,1,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,2,0.1,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,2,1.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,2,10.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,3,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,3,1.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,3,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,4,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
