architecture,split,variant,method,mode,seed,C,validation_kind,validation_accuracy,validation_balanced_accuracy,validation_macro_f1
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,4,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,C-DANN-UDA,c-dann,uda,4,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,0,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,0,1.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,0,10.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,1,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,1,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,1,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,2,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,2,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,2,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,3,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,3,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,3,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,4,0.1,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,4,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN-UDA,cdan,uda,4,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,10.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.1,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,10.0,source_val,1.0,1.0,1.0
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,0.1,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,source_val,0.6,0.6666666666666666,0.611111111111111
one-layer,S2_train_I_internal_val_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,10.0,source_val,0.8,0.8333333333333334,0.7777777777777777
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,0,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,0,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,0,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,1,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,1,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,1,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,2,0.1,source_val,0.6,0.5833333333333334,0.5333333333333333
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,2,1.0,source_val,0.5,0.5,0.46666666666666656
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,2,10.0,source_val,0.5,0.5,0.46666666666666656
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,3,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,3,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,3,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,4,0.1,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,4,1.0,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,C-DANN-UDA,c-dann,uda,4,10.0,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,0,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,0,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,0,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,1,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,1,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,1,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,2,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,2,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,2,10.0,source_val,0.8,0.75,0.7486772486772487
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,3,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,3,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,3,10.0,source_val,0.6,0.5833333333333334,0.5738095238095239
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,4,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,4,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN-UDA,cdan,uda,4,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,1.0,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,0,10.0,source_val,0.6,0.5833333333333334,0.5793650793650794
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,1,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,2,10.0,source_val,0.6,0.5833333333333334,0.5738095238095239
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,0.1,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,1.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,3,10.0,source_val,0.7,0.6666666666666666,0.6518518518518519
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,0.1,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,1.0,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S3_train_I_internal_20_10_test_all,CDAN+C-DANN-UDA,cdan+c-dann,uda,4,10.0,source_val,0.7,0.6666666666666666,0.6555555555555556
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,0,0.1,target_val,0.9642857142857143,0.9666666666666667,0.9665831244778613
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,0,1.0,target_val,0.9642857142857143,0.9666666666666667,0.9665831244778613
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,0,10.0,target_val,0.9642857142857143,0.9666666666666667,0.9628482972136223
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,1,0.1,target_val,0.9642857142857143,0.9583333333333334,0.9619047619047619
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,1,1.0,target_val,0.9642857142857143,0.9583333333333334,0.9619047619047619
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,1,10.0,target_val,0.9642857142857143,0.9583333333333334,0.9619047619047619
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,2,0.1,target_val,0.9285714285714286,0.9249999999999999,0.9285714285714285
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,2,1.0,target_val,0.9285714285714286,0.9249999999999999,0.9285714285714285
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,2,10.0,target_val,0.8928571428571429,0.8833333333333333,0.888888888888889
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,3,0.1,target_val,0.9642857142857143,0.9666666666666667,0.9628482972136223
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,3,1.0,target_val,0.9285714285714286,0.9249999999999999,0.9249999999999999
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,3,10.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,4,0.1,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,4,1.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,C-DANN-SEMI,c-dann,semi,4,10.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,0,0.1,target_val,0.8571428571428571,0.8583333333333334,0.8539562289562289
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,0,1.0,target_val,0.8928571428571429,0.8916666666666666,0.8898287385129491
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,0,10.0,target_val,0.8928571428571429,0.8916666666666666,0.8898287385129491
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,1,0.1,target_val,0.9285714285714286,0.9333333333333332,0.9326599326599326
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,1,1.0,target_val,0.9285714285714286,0.9333333333333332,0.9326599326599326
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,1,10.0,target_val,0.8928571428571429,0.8916666666666666,0.8948431685273791
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,2,0.1,target_val,0.8571428571428571,0.85,0.8507936507936508
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,2,1.0,target_val,0.8571428571428571,0.85,0.8507936507936508
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,2,10.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,3,0.1,target_val,0.9642857142857143,0.9666666666666667,0.9665831244778613
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,3,1.0,target_val,0.9642857142857143,0.9583333333333334,0.9619047619047619
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,3,10.0,target_val,0.9642857142857143,0.9583333333333334,0.9619047619047619
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,4,0.1,target_val,0.8928571428571429,0.8833333333333333,0.888888888888889
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,4,1.0,target_val,0.8928571428571429,0.8833333333333333,0.888888888888889
one-layer,S4_train_I_val_D1_2,CDAN-SEMI,cdan,semi,4,10.0,target_val,0.8928571428571429,0.8833333333333333,0.888888888888889
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,0.1,target_val,0.9285714285714286,0.9249999999999999,0.9249999999999999
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,1.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,10.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,0.1,target_val,0.9285714285714286,0.9166666666666666,0.9220779220779219
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,1.0,target_val,0.9285714285714286,0.9166666666666666,0.9220779220779219
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,10.0,target_val,0.9285714285714286,0.9166666666666666,0.9220779220779219
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,0.1,target_val,0.9285714285714286,0.9249999999999999,0.9285714285714285
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,1.0,target_val,0.9285714285714286,0.9249999999999999,0.9285714285714285
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,10.0,target_val,0.9285714285714286,0.9249999999999999,0.9285714285714285
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,0.1,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,1.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,10.0,target_val,0.8928571428571429,0.8833333333333333,0.8857142857142857
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,0.1,target_val,0.8571428571428571,0.85,0.8507936507936508
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,1.0,target_val,0.8571428571428571,0.85,0.8507936507936508
one-layer,S4_train_I_val_D1_2,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,10.0,target_val,0.8571428571428571,0.85,0.8507936507936508
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,0,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,0,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,0,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,1,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,1,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,1,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,2,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,2,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,2,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9665831244778613
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,4,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,4,1.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,C-DANN-SEMI,c-dann,semi,4,10.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,0,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,0,1.0,target_val,0.8846153846153846,0.9,0.882010582010582
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,0,10.0,target_val,0.8461538461538461,0.8666666666666666,0.8411764705882353
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,1,0.1,target_val,0.8461538461538461,0.8666666666666666,0.8411764705882353
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,1,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,1,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,2,0.1,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,2,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,2,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,3,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,3,10.0,target_val,0.9230769230769231,0.9333333333333332,0.9234817813765183
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,4,0.1,target_val,0.9230769230769231,0.9111111111111111,0.9111111111111111
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,4,1.0,target_val,0.9230769230769231,0.9111111111111111,0.9111111111111111
one-layer,S5_train_I_D1_val_D2_3,CDAN-SEMI,cdan,semi,4,10.0,target_val,0.9230769230769231,0.9111111111111111,0.9111111111111111
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,0,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,1.0,target_val,0.9230769230769231,0.9333333333333332,0.9172932330827068
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,1,10.0,target_val,0.8846153846153846,0.9,0.882010582010582
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,0.1,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,1.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,2,10.0,target_val,1.0,1.0,1.0
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,3,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,0.1,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,1.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S5_train_I_D1_val_D2_3,CDAN+C-DANN-SEMI,cdan+c-dann,semi,4,10.0,target_val,0.9615384615384616,0.9666666666666667,0.9568151147098516
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,0,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,0,1.0,target_val,0.975,0.9777777777777779,0.9777530589543938
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,0,10.0,target_val,1.0,1.0,1.0
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,1,0.1,target_val,0.925,0.9222222222222222,0.928343586238323
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,1,1.0,target_val,0.925,0.9222222222222222,0.928343586238323
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,1,10.0,target_val,0.925,0.9222222222222222,0.928343586238323
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,2,0.1,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,2,1.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,2,10.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,3,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,3,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,3,10.0,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,4,0.1,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,4,1.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,C-DANN-SEMI,c-dann,semi,4,10.0,target_val,0.95,0.9444444444444443,0.9501285541439807
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,cdan,semi,0,0.1,target_val,0.95,0.9555555555555556,0.9553571428571429
one-layer,S6_train_I_D1_2_val_D3_5,CDAN-SEMI,cdan,semi,0,1.0,target_val,0.95,0.9555555555555556,0.9553571428571429
