time_s,label,arduino_time,s1,s2,s3,s4,s5,s6,r1,r2,r3,r4,r5,r6,voltage,gas_type,duration_s,distance_cm,wind_level
0.000553131103515625,air,3290880,53.0,222.0,216.0,232.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.0018396377563476562,air,3291133,54.0,223.0,217.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.0023040771484375,air,3291386,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.0031821727752685547,air,3291639,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.0039975643157958984,air,3291893,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.004552364349365234,air,3292146,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.00531315803527832,air,3292400,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.00614476203918457,air,3292653,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.05507397651672363,air,3292907,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.30313992500305176,air,3293160,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.5642437934875488,air,3293413,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
0.8103175163269043,air,3293667,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
1.0819544792175293,air,3293920,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
1.3161330223083496,air,3294174,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
1.591447114944458,air,3294427,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
1.824073076248169,air,3294681,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
2.0770390033721924,air,3294934,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
2.3304147720336914,air,3295187,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
2.589229106903076,air,3295440,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
2.8392372131347656,air,3295694,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
3.0918798446655273,air,3295947,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
3.345597505569458,air,3296200,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
3.599557638168335,air,3296454,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
3.860799551010132,air,3296707,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
4.127413272857666,air,3296961,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
4.360231876373291,air,3297214,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
4.614839792251587,air,3297468,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
4.87289023399353,air,3297721,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
5.121337413787842,air,3297974,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
5.374996662139893,air,3298228,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
5.648803949356079,air,3298481,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
5.885983467102051,air,3298735,53.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
6.138200044631958,air,3298988,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
6.392297983169556,air,3299241,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
6.644788026809692,air,3299494,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
6.898846626281738,air,3299748,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
7.152969598770142,air,3300001,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
7.405816555023193,air,3300255,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
7.660620212554932,air,3300508,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
7.912590026855469,air,3300761,53.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
8.173294305801392,air,3301015,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
8.41956353187561,air,3301268,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
8.674336910247803,air,3301522,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
8.930970191955566,air,3301775,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
9.189190864562988,air,3302029,54.0,222.0,216.0,233.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
9.439491271972656,air,3302282,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
9.692569732666016,air,3302536,53.0,222.0,216.0,233.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
9.943512201309204,air,3302789,54.0,222.0,217.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
10.195749521255493,air,3303042,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
10.452025651931763,air,3303296,54.0,222.0,217.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
10.701817512512207,air,3303548,53.0,222.0,216.0,233.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
10.956300258636475,air,3303802,54.0,222.0,217.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
11.209631204605103,air,3304055,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
11.468417644500732,air,3304309,53.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
11.71816372871399,air,3304562,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
11.972477674484253,air,3304816,54.0,223.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
12.22276496887207,air,3305069,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
12.484597206115723,air,3305322,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
12.730293273925781,air,3305576,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
12.989856004714966,air,3305829,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
13.237213850021362,air,3306083,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
13.511045217514038,air,3306336,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
13.745382070541382,air,3306590,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
14.000667095184326,air,3306843,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
14.252787113189697,air,3307097,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
14.505352258682251,air,3307350,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
14.764975786209106,air,3307602,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
15.012637853622437,air,3307856,54.0,222.0,216.0,234.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
15.270284175872803,air,3308109,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
15.522385835647583,air,3308363,54.0,222.0,216.0,233.0,48.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
15.785236120223999,air,3308616,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
16.027074098587036,air,3308870,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
16.285572290420532,air,3309123,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
16.53386425971985,air,3309377,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
16.787224531173706,air,3309630,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
17.062997341156006,air,3309883,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
17.29417634010315,air,3310137,53.0,222.0,216.0,232.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
17.54742932319641,air,3310390,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
17.8016459941864,air,3310644,53.0,222.0,216.0,232.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
18.054776668548584,air,3310897,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
18.308900356292725,air,3311151,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
18.562246084213257,air,3311404,54.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
18.816070556640625,air,3311657,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
19.069323778152466,air,3311910,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
19.323509216308594,air,3312163,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
19.576940059661865,air,3312417,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
19.83112907409668,air,3312670,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
20.082772493362427,air,3312924,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
20.33683156967163,air,3313177,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
20.590378999710083,air,3313431,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
20.844253301620483,air,3313684,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
21.097381114959717,air,3313938,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
21.350788354873657,air,3314191,53.0,222.0,216.0,233.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
21.604748964309692,air,3314444,53.0,222.0,216.0,234.0,47.0,26.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0,air,180,0,1
