time_s,label,arduino_time,s1,s2,s3,s4,s5,s6,r1,r2,r3,r4,r5,r6,voltage
0.0007152557373046875,baseline,6897566,33.0,261.0,190.0,205.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0011436939239501953,baseline,6897820,33.0,261.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0014216899871826172,baseline,6898073,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0016894340515136719,baseline,6898327,33.0,261.0,191.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0019342899322509766,baseline,6898580,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0021736621856689453,baseline,6898834,33.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.002414226531982422,baseline,6899087,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.0030710697174072266,baseline,6899340,34.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.08777141571044922,baseline,6899594,33.0,261.0,191.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.34218621253967285,baseline,6899847,33.0,261.0,191.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.5958712100982666,baseline,6900101,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
0.8485622406005859,baseline,6900354,33.0,261.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
1.101367473602295,baseline,6900608,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
1.3551278114318848,baseline,6900860,33.0,261.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
1.6083629131317139,baseline,6901114,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
1.8652844429016113,baseline,6901367,33.0,262.0,191.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
2.115443468093872,baseline,6901620,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
2.3702428340911865,baseline,6901874,33.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
2.6220309734344482,baseline,6902127,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
2.8907759189605713,baseline,6902381,33.0,261.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
3.1326706409454346,baseline,6902634,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
3.3863556385040283,baseline,6902888,33.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
3.6357831954956055,baseline,6903141,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
3.890976905822754,baseline,6903395,33.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
4.169328451156616,baseline,6903648,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
4.4030773639678955,baseline,6903901,33.0,262.0,190.0,207.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
4.655570030212402,baseline,6904155,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
4.903847932815552,baseline,6904408,33.0,262.0,191.0,207.0,42.0,16.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
5.158452033996582,baseline,6904662,33.0,261.0,190.0,206.0,42.0,15.0,25.0,2.0,2.0,10.0,30.0,2.0,255.0
