experiment,split,seed,parameter,parameter_value,best_epoch,validation_accuracy,validation_balanced_accuracy,validation_macro_f1,alpha,beta,C,l1_ratio
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,2,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,2,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,2,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,2,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,2,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,0.1,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.8333333333333334,0.8666666666666667,0.8196969696969697,,,0.1,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.8333333333333334,0.8666666666666667,0.8196969696969697,,,0.1,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,3,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.75,0.8000000000000002,0.7555555555555555,,,0.1,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.75,0.8000000000000002,0.7555555555555555,,,0.1,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.8333333333333334,0.8666666666666667,0.8296296296296296,,,0.1,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,1.0,0.75
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.25
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.5
elastic-net,SI1_train_I_D1_val_D2_test_D3plus,4,,,,0.9166666666666666,0.9333333333333332,0.8962962962962964,,,10.0,0.75
base-feature-fusion,SI2_train_I_D1_val_D2_3_test_D4plus,0,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,400.0,,,,,,,
base-feature-fusion,SI2_train_I_D1_val_D2_3_test_D4plus,1,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,260.0,,,,,,,
base-feature-fusion,SI2_train_I_D1_val_D2_3_test_D4plus,2,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,380.0,,,,,,,
base-feature-fusion,SI2_train_I_D1_val_D2_3_test_D4plus,3,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,110.0,,,,,,,
base-feature-fusion,SI2_train_I_D1_val_D2_3_test_D4plus,4,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,30.0,,,,,,,
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,0.1,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.8076923076923077,0.8333333333333334,0.8010835913312694,,,0.1,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.8076923076923077,0.8333333333333334,0.8010835913312694,,,0.1,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,1.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,1.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.8846153846153846,0.9,0.8787524366471735,,,1.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,10.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,10.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,0,,,,0.9230769230769231,0.9333333333333332,0.9172932330827068,,,10.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,0.1,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9615384615384616,0.9666666666666667,0.9568151147098516,,,0.1,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9615384615384616,0.9666666666666667,0.9568151147098516,,,0.1,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,1.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,1.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,1.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.8846153846153846,0.9,0.882010582010582,,,10.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,10.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,1,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,10.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,0.1,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,0.1,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,0.1,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,1.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,1.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,1.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,10.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8846153846153846,0.9,0.882010582010582,,,10.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,2,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,10.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.8787524366471735,,,0.1,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.8787524366471735,,,0.1,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8076923076923077,0.8333333333333334,0.8010835913312694,,,0.1,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.882010582010582,,,1.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.8787524366471735,,,1.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8461538461538461,0.8666666666666666,0.8402992776057792,,,1.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8076923076923077,0.8333333333333334,0.8010835913312694,,,10.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.882010582010582,,,10.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,3,,,,0.8846153846153846,0.9,0.8787524366471735,,,10.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8076923076923077,0.8333333333333334,0.7999999999999999,,,0.1,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8076923076923077,0.8333333333333334,0.7999999999999999,,,0.1,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8076923076923077,0.8333333333333334,0.8078431372549021,,,0.1,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,1.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.9230769230769231,0.9333333333333332,0.9234817813765183,,,1.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.9615384615384616,0.9666666666666667,0.9568151147098516,,,1.0,0.75
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,10.0,0.25
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,10.0,0.5
elastic-net,SI2_train_I_D1_val_D2_3_test_D4plus,4,,,,0.8461538461538461,0.8666666666666666,0.8411764705882353,,,10.0,0.75
base-feature-fusion,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,170.0,,,,,,,
base-feature-fusion,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,50.0,,,,,,,
base-feature-fusion,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,60.0,,,,,,,
base-feature-fusion,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,90.0,,,,,,,
base-feature-fusion,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,90.0,,,,,,,
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.95,0.9444444444444443,0.9501285541439807,,,0.1,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.925,0.9222222222222222,0.9279758536125259,,,0.1,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.9,0.9,0.899925843529848,,,0.1,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.95,0.9444444444444443,0.9501285541439807,,,1.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.925,0.9222222222222222,0.9279758536125259,,,1.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.925,0.9222222222222222,0.9279758536125259,,,1.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.95,0.9444444444444443,0.9501285541439807,,,10.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.95,0.9444444444444443,0.9501285541439807,,,10.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,0,,,,0.925,0.9222222222222222,0.9279758536125259,,,10.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.925,0.9333333333333332,0.9326599326599326,,,0.1,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.925,0.9333333333333332,0.9326599326599326,,,0.1,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.925,0.9333333333333332,0.9326599326599326,,,0.1,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,1,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,0.1,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,0.1,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,0.1,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,1.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,2,,,,0.95,0.9555555555555556,0.9553571428571429,,,10.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,0.1,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,0.1,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,0.1,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,1.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,1.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,1.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,10.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,10.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,3,,,,0.975,0.9777777777777779,0.9777530589543938,,,10.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.925,0.9222222222222222,0.928343586238323,,,0.1,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,0.1,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,0.1,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,1.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,1.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,1.0,0.75
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,10.0,0.25
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,10.0,0.5
elastic-net,SI3_train_I_D1_2_val_D3_5_test_D6plus,4,,,,0.95,0.9444444444444443,0.9501285541439807,,,10.0,0.75
base-feature-fusion,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,280.0,,,,,,,
base-feature-fusion,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,170.0,,,,,,,
base-feature-fusion,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,50.0,,,,,,,
base-feature-fusion,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,120.0,,,,,,,
base-feature-fusion,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,fixed CDAN+C-DANN strengths,alignment=0.2;centroid=0.2,90.0,,,,,,,
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,1.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,1.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,1.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,10.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,10.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,0,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,10.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,0.1,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,10.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,10.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,1,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,10.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,0.1,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,0.1,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,0.1,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,1.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,1.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,1.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,10.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,10.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,2,,,,0.9230769230769231,0.9333333333333332,0.9326599326599326,,,10.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,1.0,1.0,1.0,,,0.1,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,1.0,1.0,1.0,,,0.1,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,1.0,1.0,1.0,,,0.1,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,1.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,1.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,1.0,1.0,1.0,,,1.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,10.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,10.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,3,,,,0.9615384615384616,0.9666666666666667,0.9665831244778613,,,10.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,0.1,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,0.1,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.9230769230769231,0.9111111111111111,0.9218500797448166,,,0.1,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,1.0,0.75
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,10.0,0.25
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,10.0,0.5
elastic-net,SI4_train_I_D1_3_val_D4_5_test_D6plus,4,,,,0.8846153846153846,0.8777777777777779,0.8891816717903674,,,10.0,0.75
