family,feature_set,split,mode,method,method_family,representation,head,seed,model,input_dimensions,selected_epoch,selection_usage,label_usage,final_training,checkpoint,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,3,deep-coral:bottleneck16:mlp,48,330.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_3.pt,"[[34, 33, 14], [17, 70, 9], [3, 21, 72]]",1.0,1.0,1.0,0.6446886446886447,0.6329732510288065,0.6313313472126736
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,4,deep-coral:bottleneck16:mlp,48,100.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\deep-coral\seed_4.pt,"[[43, 36, 2], [15, 74, 7], [2, 11, 83]]",1.0,1.0,1.0,0.7326007326007326,0.722093621399177,0.7249784837293416
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,mk-mmd,opensource-core,bottleneck16,mlp,0,mk-mmd:bottleneck16:mlp,48,10.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_0.pt,"[[66, 15, 0], [37, 36, 23], [11, 18, 67]]",0.7666666666666667,0.8055555555555555,0.7629072681704261,0.6190476190476191,0.6292438271604938,0.6112389402711983
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,mk-mmd,opensource-core,bottleneck16,mlp,1,mk-mmd:bottleneck16:mlp,48,10.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_1.pt,"[[49, 32, 0], [27, 64, 5], [3, 13, 80]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.706959706959707,0.7016460905349794,0.7069560481516417
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,mk-mmd,opensource-core,bottleneck16,mlp,2,mk-mmd:bottleneck16:mlp,48,20.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_2.pt,"[[36, 44, 1], [23, 54, 19], [4, 10, 82]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.63003663003663,0.6203703703703703,0.6192315309962368
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,mk-mmd,opensource-core,bottleneck16,mlp,3,mk-mmd:bottleneck16:mlp,48,20.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_3.pt,"[[71, 10, 0], [29, 47, 20], [6, 13, 77]]",0.8333333333333334,0.861111111111111,0.8208013640238704,0.7142857142857143,0.7227366255144033,0.7078502700503045
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,mk-mmd,opensource-core,bottleneck16,mlp,4,mk-mmd:bottleneck16:mlp,48,60.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\mk-mmd\seed_4.pt,"[[40, 40, 1], [4, 82, 10], [0, 11, 85]]",1.0,1.0,1.0,0.7582417582417582,0.7444701646090534,0.7471912906356137
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,cdan,opensource-core,bottleneck16,mlp,0,cdan:bottleneck16:mlp,48,340.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_0.pt,"[[23, 58, 0], [54, 40, 2], [8, 8, 80]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.5238095238095238,0.5113168724279835,0.5240081473965726
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,cdan,opensource-core,bottleneck16,mlp,1,cdan:bottleneck16:mlp,48,50.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_1.pt,"[[64, 16, 1], [21, 64, 11], [4, 11, 81]]",0.9666666666666668,0.9722222222222222,0.959866220735786,0.7655677655677655,0.7668467078189299,0.7648586707410238
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,cdan,opensource-core,bottleneck16,mlp,2,cdan:bottleneck16:mlp,48,280.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_2.pt,"[[52, 29, 0], [6, 89, 1], [7, 14, 75]]",1.0,1.0,1.0,0.7912087912087912,0.7834362139917695,0.7883745149216889
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,cdan,opensource-core,bottleneck16,mlp,3,cdan:bottleneck16:mlp,48,70.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_3.pt,"[[64, 14, 3], [19, 69, 8], [3, 19, 74]]",0.9666666666666668,0.9722222222222222,0.959866220735786,0.7582417582417582,0.7599022633744856,0.7603721069496702
domain-adaptation,48D,S2_train_I_internal_val_test_all,uda,cdan,opensource-core,bottleneck16,mlp,4,cdan:bottleneck16:mlp,48,90.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S2_train_I_internal_val_test_all\bottleneck16\mlp\cdan\seed_4.pt,"[[33, 46, 2], [5, 81, 10], [0, 16, 80]]",1.0,1.0,1.0,0.7106227106227107,0.6948302469135803,0.6945033154363855
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,logistic-regression,classical-ml,raw,logistic-regression,-1,logistic-regression,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\logistic-regression\seed_-1.joblib,"[[49, 32, 0], [10, 41, 45], [1, 19, 76]]",0.8,0.8055555555555557,0.7857142857142857,0.608058608058608,0.6078960905349794,0.6105555010839843
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,mlp,classical-ml,raw,mlp,0,mlp,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\mlp\seed_0.joblib,"[[59, 20, 2], [11, 54, 31], [7, 16, 73]]",1.0,1.0,1.0,0.6813186813186813,0.6837705761316872,0.6834176271853399
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,mlp,classical-ml,raw,mlp,1,mlp,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\mlp\seed_1.joblib,"[[51, 28, 2], [11, 56, 29], [0, 18, 78]]",1.0,1.0,1.0,0.6776556776556777,0.6751543209876543,0.6799729628997921
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,mlp,classical-ml,raw,mlp,2,mlp,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\mlp\seed_2.joblib,"[[55, 24, 2], [9, 74, 13], [2, 24, 70]]",1.0,1.0,1.0,0.7289377289377289,0.7263374485596708,0.733559688426708
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,mlp,classical-ml,raw,mlp,3,mlp,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\mlp\seed_3.joblib,"[[50, 25, 6], [9, 64, 23], [1, 19, 76]]",1.0,1.0,1.0,0.6959706959706959,0.691872427983539,0.6976299146736075
classical-ml,48D,S3_train_I_internal_20_10_test_all,ml,mlp,classical-ml,raw,mlp,4,mlp,48,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\classical-ml\mlp\seed_4.joblib,"[[49, 26, 6], [4, 62, 30], [1, 13, 82]]",1.0,1.0,1.0,0.706959706959707,0.7016460905349794,0.707240896826108
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,linear,0,source-only:bottleneck16:linear,48,370.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\source-only\seed_0.pt,"[[47, 28, 6], [29, 56, 11], [20, 34, 42]]",1.0,1.0,1.0,0.5311355311355311,0.5336934156378601,0.5321244720599866
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,linear,1,source-only:bottleneck16:linear,48,170.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\source-only\seed_1.pt,"[[62, 17, 2], [41, 48, 7], [7, 18, 71]]",1.0,1.0,1.0,0.663003663003663,0.6683384773662552,0.6641152302220189
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,linear,2,source-only:bottleneck16:linear,48,150.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\source-only\seed_2.pt,"[[42, 32, 7], [20, 56, 20], [9, 30, 57]]",1.0,1.0,1.0,0.5677655677655677,0.5652006172839507,0.5697764660873367
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,linear,3,source-only:bottleneck16:linear,48,100.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\source-only\seed_3.pt,"[[50, 28, 3], [20, 64, 12], [9, 45, 42]]",1.0,1.0,1.0,0.5714285714285714,0.5738168724279835,0.574458610339701
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,linear,4,source-only:bottleneck16:linear,48,10.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\source-only\seed_4.pt,"[[61, 20, 0], [40, 54, 2], [15, 26, 55]]",0.7666666666666667,0.7777777777777778,0.7549171842650103,0.6227106227106227,0.6295010288065844,0.6297546655436004
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,linear,0,dann:bottleneck16:linear,48,80.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\dann\seed_0.pt,"[[18, 54, 9], [24, 59, 13], [25, 5, 66]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.5238095238095238,0.5081018518518519,0.5040121389166492
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,linear,1,dann:bottleneck16:linear,48,300.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\dann\seed_1.pt,"[[45, 34, 2], [9, 74, 13], [6, 10, 80]]",1.0,1.0,1.0,0.7289377289377289,0.7199074074074074,0.7225276641552295
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,linear,2,dann:bottleneck16:linear,48,100.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\dann\seed_2.pt,"[[42, 33, 6], [18, 52, 26], [0, 19, 77]]",1.0,1.0,1.0,0.6263736263736264,0.6207561728395062,0.622321397682062
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,linear,3,dann:bottleneck16:linear,48,40.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\dann\seed_3.pt,"[[54, 25, 2], [13, 80, 3], [5, 31, 60]]",1.0,1.0,1.0,0.7106227106227107,0.7083333333333334,0.7136263800872674
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,linear,4,dann:bottleneck16:linear,48,210.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\dann\seed_4.pt,"[[38, 38, 5], [5, 55, 36], [1, 7, 88]]",1.0,1.0,1.0,0.663003663003663,0.652906378600823,0.6504822373393803
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,linear,0,deep-coral:bottleneck16:linear,48,90.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\deep-coral\seed_0.pt,"[[23, 43, 15], [19, 60, 17], [23, 7, 66]]",1.0,1.0,1.0,0.5457875457875457,0.5321502057613169,0.5260017120431218
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,linear,1,deep-coral:bottleneck16:linear,48,350.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\deep-coral\seed_1.pt,"[[49, 19, 13], [11, 73, 12], [4, 16, 76]]",1.0,1.0,1.0,0.7252747252747253,0.7190072016460904,0.721040649178745
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,linear,2,deep-coral:bottleneck16:linear,48,180.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\deep-coral\seed_2.pt,"[[54, 27, 0], [22, 61, 13], [3, 9, 84]]",1.0,1.0,1.0,0.7289377289377289,0.7256944444444443,0.7258635578583764
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,linear,3,deep-coral:bottleneck16:linear,48,70.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\deep-coral\seed_3.pt,"[[62, 18, 1], [30, 59, 7], [5, 21, 70]]",1.0,1.0,1.0,0.6996336996336996,0.7030606995884773,0.7031581124376612
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,linear,4,deep-coral:bottleneck16:linear,48,130.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\deep-coral\seed_4.pt,"[[44, 28, 9], [21, 66, 9], [3, 14, 79]]",1.0,1.0,1.0,0.6923076923076923,0.6845421810699589,0.6854385667053272
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,mk-mmd,opensource-core,bottleneck16,linear,0,mk-mmd:bottleneck16:linear,48,220.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\mk-mmd\seed_0.pt,"[[62, 19, 0], [7, 76, 13], [1, 8, 87]]",1.0,1.0,1.0,0.8241758241758241,0.821116255144033,0.8242554168327786
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,mk-mmd,opensource-core,bottleneck16,linear,1,mk-mmd:bottleneck16:linear,48,170.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\mk-mmd\seed_1.pt,"[[51, 27, 3], [1, 79, 16], [3, 16, 77]]",1.0,1.0,1.0,0.7582417582417582,0.7515432098765432,0.7589513251783894
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,mk-mmd,opensource-core,bottleneck16,linear,2,mk-mmd:bottleneck16:linear,48,220.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\mk-mmd\seed_2.pt,"[[45, 33, 3], [17, 68, 11], [2, 22, 72]]",1.0,1.0,1.0,0.6776556776556777,0.6712962962962963,0.6776343375304168
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,mk-mmd,opensource-core,bottleneck16,linear,3,mk-mmd:bottleneck16:linear,48,70.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\mk-mmd\seed_3.pt,"[[45, 30, 6], [8, 75, 13], [1, 12, 83]]",1.0,1.0,1.0,0.7435897435897436,0.7337962962962963,0.7364252857210603
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,mk-mmd,opensource-core,bottleneck16,linear,4,mk-mmd:bottleneck16:linear,48,100.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\mk-mmd\seed_4.pt,"[[45, 34, 2], [12, 78, 6], [0, 26, 70]]",1.0,1.0,1.0,0.706959706959707,0.6990740740740741,0.7078127602865235
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,cdan,opensource-core,bottleneck16,linear,0,cdan:bottleneck16:linear,48,330.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\cdan\seed_0.pt,"[[36, 44, 1], [11, 83, 2], [9, 19, 68]]",1.0,1.0,1.0,0.684981684981685,0.6724537037037037,0.675289705321215
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,cdan,opensource-core,bottleneck16,linear,1,cdan:bottleneck16:linear,48,80.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\cdan\seed_1.pt,"[[49, 32, 0], [8, 79, 9], [4, 11, 81]]",1.0,1.0,1.0,0.7655677655677655,0.757201646090535,0.7619597430692471
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,cdan,opensource-core,bottleneck16,linear,2,cdan:bottleneck16:linear,48,90.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\cdan\seed_2.pt,"[[49, 29, 3], [14, 69, 13], [4, 17, 75]]",1.0,1.0,1.0,0.706959706959707,0.7016460905349794,0.7061098785380916
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,cdan,opensource-core,bottleneck16,linear,3,cdan:bottleneck16:linear,48,160.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\cdan\seed_3.pt,"[[47, 29, 5], [17, 72, 7], [9, 12, 75]]",1.0,1.0,1.0,0.7106227106227107,0.7038323045267489,0.7063523189493854
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,cdan,opensource-core,bottleneck16,linear,4,cdan:bottleneck16:linear,48,130.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\linear\cdan\seed_4.pt,"[[42, 33, 6], [16, 74, 6], [4, 46, 46]]",0.9666666666666668,0.9722222222222222,0.9721739130434782,0.5934065934065934,0.5895061728395062,0.5930642316184485
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,mlp,0,source-only:bottleneck16:mlp,48,140.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\source-only\seed_0.pt,"[[23, 57, 1], [16, 68, 12], [37, 19, 40]]",1.0,1.0,1.0,0.4798534798534798,0.4696502057613169,0.4655243496392557
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,mlp,1,source-only:bottleneck16:mlp,48,20.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\source-only\seed_1.pt,"[[35, 46, 0], [6, 86, 4], [3, 30, 63]]",0.9333333333333332,0.9444444444444444,0.9307226107226106,0.673992673992674,0.6613940329218108,0.6665576005453305
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,mlp,2,source-only:bottleneck16:mlp,48,270.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\source-only\seed_2.pt,"[[49, 30, 2], [37, 44, 15], [34, 6, 56]]",1.0,1.0,1.0,0.5457875457875457,0.5488683127572016,0.5500946941819502
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,mlp,3,source-only:bottleneck16:mlp,48,150.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\source-only\seed_3.pt,"[[54, 26, 1], [18, 62, 16], [5, 41, 50]]",1.0,1.0,1.0,0.608058608058608,0.6111111111111112,0.616050782474639
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,source-only,opensource-core,bottleneck16,mlp,4,source-only:bottleneck16:mlp,48,60.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\source-only\seed_4.pt,"[[67, 14, 0], [22, 72, 2], [6, 29, 61]]",1.0,1.0,1.0,0.7326007326007326,0.737525720164609,0.7370412296080722
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,mlp,0,dann:bottleneck16:mlp,48,100.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\dann\seed_0.pt,"[[13, 61, 7], [14, 78, 4], [16, 8, 72]]",0.9666666666666668,0.9444444444444444,0.9563636363636364,0.5970695970695971,0.5743312757201646,0.5520406672466103
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,mlp,1,dann:bottleneck16:mlp,48,60.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\dann\seed_1.pt,"[[49, 26, 6], [13, 48, 35], [1, 10, 85]]",1.0,1.0,1.0,0.6666666666666666,0.663451646090535,0.659884884884885
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,mlp,2,dann:bottleneck16:mlp,48,140.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\dann\seed_2.pt,"[[47, 31, 3], [12, 67, 17], [3, 9, 84]]",0.9666666666666668,0.9722222222222222,0.959866220735786,0.7252747252747253,0.7177211934156379,0.719147059836715
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,mlp,3,dann:bottleneck16:mlp,48,120.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\dann\seed_3.pt,"[[54, 16, 11], [41, 42, 13], [12, 4, 80]]",1.0,1.0,1.0,0.6446886446886447,0.6458333333333334,0.6353712182422121
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,dann,opensource-core,bottleneck16,mlp,4,dann:bottleneck16:mlp,48,80.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\dann\seed_4.pt,"[[54, 26, 1], [24, 66, 6], [6, 15, 75]]",1.0,1.0,1.0,0.7142857142857143,0.7118055555555555,0.7158294630592189
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,0,deep-coral:bottleneck16:mlp,48,130.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\deep-coral\seed_0.pt,"[[47, 32, 2], [25, 56, 15], [8, 8, 80]]",1.0,1.0,1.0,0.6703296703296703,0.6656378600823046,0.6653999363506009
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,1,deep-coral:bottleneck16:mlp,48,90.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\deep-coral\seed_1.pt,"[[31, 42, 8], [3, 89, 4], [2, 17, 77]]",1.0,1.0,1.0,0.7216117216117216,0.7039609053497943,0.697285053022758
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,2,deep-coral:bottleneck16:mlp,48,220.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\deep-coral\seed_2.pt,"[[46, 32, 3], [29, 60, 7], [9, 8, 79]]",1.0,1.0,1.0,0.6776556776556777,0.6719393004115225,0.6746249031963317
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,uda,deep-coral,opensource-core,bottleneck16,mlp,3,deep-coral:bottleneck16:mlp,48,210.0,source validation labels,source train + source validation labels,source train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\48D\S3_train_I_internal_20_10_test_all\bottleneck16\mlp\deep-coral\seed_3.pt,"[[62, 18, 1], [20, 66, 10], [3, 7, 86]]",1.0,1.0,1.0,0.7838827838827839,0.7829218106995884,0.7813540048643217
