family,feature_set,split,method,method_family,representation,head,seeds,train_accuracy,train_accuracy_min,train_accuracy_max,train_accuracy_std,test_accuracy,test_accuracy_min,test_accuracy_max,test_accuracy_std,test_balanced_accuracy,test_balanced_accuracy_min,test_balanced_accuracy_max,test_balanced_accuracy_std,test_macro_f1,test_macro_f1_min,test_macro_f1_max,test_macro_f1_std
domain-adaptation,48D,S4_train_I_val_D1_2,dann,opensource-core,fusion16,linear,"0,1,2,3,4",0.9758620689655173,0.8793103448275862,1.0,0.053974054629305275,0.8506122448979593,0.8040816326530612,0.8979591836734694,0.033855414454412605,0.849580545821387,0.8077413188913667,0.8934374004460018,0.031512304236414414,0.8512068009904346,0.800884682912898,0.8982921096498354,0.0351980992777226
domain-adaptation,48D,S4_train_I_val_D1_2,deep-coral,opensource-core,fusion16,linear,"0,1,2,3,4",0.9758620689655173,0.8793103448275862,1.0,0.053974054629305275,0.8742857142857143,0.8326530612244898,0.926530612244898,0.035978613667002474,0.8717850695550599,0.8348731018371032,0.9233301476053946,0.03531446038372464,0.8734138279268336,0.8308247672357335,0.9253881031851148,0.03629138933105124
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd,opensource-core,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.9012244897959183,0.8816326530612245,0.926530612244898,0.020078977757141004,0.898194754167994,0.8793140065838377,0.9205691833917384,0.018541518942043693,0.9009822589925098,0.8814407814407814,0.9245129644378706,0.019512889938983608
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,fusion16,linear,"0,1,2,3,4",0.9689655172413794,0.8620689655172413,1.0,0.06022154895369996,0.8587755102040818,0.8,0.9224489795918368,0.05578563122700374,0.8581607730699797,0.7983434214718063,0.9229053838802166,0.05659712150649791,0.8604293442543437,0.8057562206169017,0.9248043818466352,0.0551625363241545
domain-adaptation,48D,S4_train_I_val_D1_2,cdan,opensource-core,fusion16,linear,"0,1,2,3,4",0.9793103448275863,0.9482758620689656,1.0,0.028330477112336116,0.8685714285714287,0.8285714285714286,0.9387755102040816,0.04186410254680187,0.8705001592863969,0.8282361686311989,0.9377190187957948,0.04102852262807742,0.8715501605351627,0.8337149624950652,0.9399542113777448,0.04055098803068775
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,fusion16,linear,"0,1,2,3,4",0.993103448275862,0.9655172413793104,1.0,0.015421158465515774,0.8546938775510204,0.7918367346938775,0.9061224489795918,0.04550608565606117,0.8581501539768505,0.8002548582351068,0.9080917489646384,0.04306647156279532,0.8574953276701246,0.7921513331785054,0.9090166369578134,0.0465750724732371
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8702040816326532,0.8285714285714286,0.9224489795918368,0.04323449037343794,0.8655622809812042,0.8228735266008282,0.9173834554529045,0.04427870564302334,0.8680388136273482,0.8238432891576908,0.9215152576782458,0.045282403728501
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,fusion16,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8220408163265306,0.7959183673469388,0.8612244897959184,0.02623064328662796,0.8223107146649676,0.7992991398534565,0.8578634384623554,0.022705455040493892,0.8245470669297642,0.8000213452364416,0.8630829591878008,0.02626899258801424
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,fusion16,linear,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.8538775510204083,0.8122448979591836,0.9183673469387756,0.04884334792376033,0.8529574174365508,0.8065201231814804,0.9190294148879684,0.05047207320152982,0.8554418242449395,0.8094591750295134,0.921173006528513,0.05050964159985385
domain-adaptation,48D,S4_train_I_val_D1_2,source-only,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8106122448979592,0.7836734693877551,0.8326530612244898,0.02152069604320666,0.8129765318041839,0.7862907507698843,0.8369438249973452,0.02129537272773946,0.8131473205681093,0.7873539391166772,0.8346944182184458,0.022092662804276724
domain-adaptation,48D,S4_train_I_val_D1_2,dann,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8702040816326531,0.8367346938775511,0.9102040816326532,0.03086966596112499,0.8701178719337369,0.8380588297759372,0.9092067537432303,0.03097542322115187,0.8725596846822607,0.8422409731278603,0.9117826617826618,0.030019735933290565
domain-adaptation,48D,S4_train_I_val_D1_2,deep-coral,opensource-core,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.862857142857143,0.8244897959183674,0.8857142857142857,0.025749894360142866,0.8598279706913029,0.8195285122650526,0.886641180843156,0.02774671193478931,0.8635810606482892,0.822797998784841,0.8877908087037598,0.02708752401235406
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.9004081632653061,0.8326530612244898,0.9510204081632652,0.04267209808550242,0.9003185727938835,0.8362535839439311,0.9500371668259532,0.040935064836369106,0.9023157192971979,0.8354421768707483,0.9522295911644872,0.042088779654706074
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8587755102040816,0.8122448979591836,0.9224489795918368,0.040673218508908156,0.8580227248592969,0.8154932568758628,0.9201444196665604,0.0384195318684205,0.8613971986176256,0.8178279894527035,0.9241537758042592,0.03940668016638378
domain-adaptation,48D,S4_train_I_val_D1_2,cdan,opensource-core,fusion16,mlp,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.8653061224489796,0.8285714285714286,0.8979591836734694,0.027380424214283113,0.8662949984071361,0.8275459275777849,0.8975788467664861,0.027913559361099398,0.8681308677906415,0.8317023881059962,0.8985138743759434,0.026716128951690458
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,fusion16,mlp,"0,1,2,3,4",0.9896551724137932,0.9482758620689656,1.0,0.023131737698273633,0.8840816326530613,0.8489795918367347,0.9224489795918368,0.032983026695244014,0.8835722629287458,0.8455452904321971,0.9242858659870448,0.03383967348322653,0.8868669897479269,0.8510169231186243,0.9250897557527392,0.03272272842513353
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,fusion16,mlp,"0,1,2,3,4",0.9862068965517242,0.9482758620689656,1.0,0.022480008293802183,0.9053061224489796,0.8816326530612245,0.9306122448979592,0.021090629686145047,0.9057980248486779,0.8848359350111501,0.9306573218647128,0.01978471992826378,0.9080230681457943,0.8853851034132724,0.9331973057150362,0.020030603665525972
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.9965517241379309,0.9827586206896552,1.0,0.007710579232757861,0.8824489795918368,0.8693877551020408,0.8979591836734694,0.011326070959601304,0.8802272485929702,0.8663056175002656,0.8996495699267283,0.013408492197780349,0.8838250929099944,0.87090129853515,0.8993465993465993,0.011818343357880784
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,fusion16,mlp,"0,1,2,3,4",0.993103448275862,0.9827586206896552,1.0,0.009443492370778685,0.889795918367347,0.8571428571428571,0.9183673469387756,0.025325864583654885,0.8899649569926729,0.8608898800042476,0.9176489327811403,0.023440959575881326,0.8921560531170538,0.8599922695808004,0.9199230885489262,0.02443328291641925
domain-adaptation,48D,S5_train_I_D1_val_D2_3,source-only,opensource-core,residual-d,linear,"0,1,2,3,4",0.925,0.875,0.9583333333333334,0.03486083443891984,0.8086580086580086,0.7272727272727273,0.8787878787878788,0.06976281474679599,0.8089461442118446,0.7328681338343174,0.8740382894972267,0.0650658917382756,0.8062079467119213,0.7189123376623376,0.8797788454205749,0.07390794455690995
domain-adaptation,48D,S5_train_I_D1_val_D2_3,dann,opensource-core,residual-d,linear,"0,1,2,3,4",0.9638888888888889,0.875,1.0,0.05159493228057419,0.864935064935065,0.8138528138528138,0.8874458874458875,0.03021012350193577,0.8625872249060655,0.8137412775093935,0.885131508319914,0.029020552736547623,0.8661558481776164,0.8109354895755203,0.8879819737957962,0.03207450470597866
domain-adaptation,48D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,residual-d,linear,"0,1,2,3,4",0.9472222222222222,0.9305555555555556,0.9722222222222222,0.01810889557000735,0.8987012987012987,0.8874458874458875,0.9047619047619048,0.007243809753541774,0.8931114689568795,0.8844158167829667,0.9001610305958132,0.006580860543708238,0.8974739044782758,0.8888822680948666,0.9046879046879046,0.0066238544372739195
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,residual-d,linear,"0,1,2,3,4",0.9472222222222222,0.875,0.9861111111111112,0.04325669861777067,0.8952380952380953,0.8268398268398268,0.922077922077922,0.040075452159422056,0.8922526391125425,0.8268026480586866,0.9180533190195024,0.03830274693289858,0.8950868528990658,0.8253105430653939,0.9216934360895036,0.040510356229542764
domain-adaptation,48D,S5_train_I_D1_val_D2_3,c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.975,0.9444444444444444,1.0,0.024845199749997667,0.8683982683982684,0.7748917748917749,0.9264069264069263,0.05844957456647668,0.8650205761316873,0.7752728573984613,0.9228842368938986,0.056718921178485315,0.8684946109903965,0.7766021618254179,0.9265599171328412,0.05784322872858784
domain-adaptation,48D,S5_train_I_D1_val_D2_3,cdan,opensource-core,residual-d,linear,"0,1,2,3,4",0.9388888888888889,0.875,1.0,0.04969039949999533,0.8363636363636363,0.7272727272727273,0.8874458874458875,0.06771813748315662,0.8349973161567366,0.7321524422973699,0.8822687421721239,0.06381823381301908,0.834914769575915,0.7204642071768056,0.8863677640009845,0.07100683191209026
domain-adaptation,48D,S5_train_I_D1_val_D2_3,cdan+c-dann,project-extension,residual-d,linear,"0,1,2,3,4",0.9472222222222222,0.9166666666666666,1.0,0.03167153958608718,0.8753246753246753,0.7792207792207793,0.9264069264069263,0.05614369813635832,0.872463768115942,0.7793880837359097,0.924315619967794,0.054734671474744256,0.8751286561499324,0.7794418809052955,0.9265436318067896,0.05594826071575785
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc,project-extension,residual-d,linear,"0,1,2,3,4",0.9833333333333334,0.9583333333333334,1.0,0.01810889557000735,0.9047619047619048,0.8874458874458875,0.922077922077922,0.014680367928842582,0.9011629987475398,0.885131508319914,0.9173376274825552,0.013541873971074068,0.9043820881172635,0.8875272910464579,0.9207530403904404,0.01400642641700173
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+cdan,project-extension,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8424242424242424,0.8225108225108225,0.8614718614718615,0.013893338992104947,0.8414743245661122,0.8234031132581857,0.8604401502952227,0.013217909151362157,0.8435521538275079,0.8245472837022133,0.8621526799642991,0.013470244583642111
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd+lc+cdan,project-extension,residual-d,linear,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.8329004329004329,0.7878787878787878,0.8744588744588745,0.037440256814614124,0.8318482733941671,0.7847557702630166,0.8727858293075684,0.03773415333522796,0.8331484080417468,0.7865119129486945,0.8751697595010627,0.03785269251081036
domain-adaptation,48D,S5_train_I_D1_val_D2_3,source-only,opensource-core,residual-d,mlp,"0,1,2,3,4",0.9638888888888889,0.9166666666666666,1.0,0.033448873829978625,0.8571428571428571,0.8354978354978355,0.8787878787878788,0.01731601731601732,0.8574700304168903,0.8343174091966362,0.8776167471819646,0.01759349730588212,0.8607599034776954,0.8395549699897527,0.8800870231721674,0.01644469347604116
domain-adaptation,48D,S5_train_I_D1_val_D2_3,dann,opensource-core,residual-d,mlp,"0,1",0.9652777777777778,0.9305555555555556,1.0,0.049104637582399115,0.8506493506493507,0.8484848484848485,0.8528138528138528,0.003061068316824856,0.8505099302200751,0.8495258543567722,0.851494006083378,0.0013916934322869762,0.8522614686891794,0.8518744315107135,0.8526485058676453,0.0005473532269290744
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666667,1.0,0.014907119849998594,0.7743589743589743,0.6227106227106227,0.8571428571428571,0.08944781940615874,0.7616769547325102,0.6134259259259259,0.8465792181069959,0.08814671345980715,0.7639556051702828,0.6161447828560321,0.8511619981078969,0.08863328928501633
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9800000000000001,0.9333333333333333,1.0,0.029814239699997188,0.747985347985348,0.6227106227106227,0.8754578754578755,0.09928699643007367,0.7351337448559672,0.6121399176954733,0.8632973251028807,0.0980418550553929,0.7346994567162664,0.6121399176954733,0.8667987704908365,0.09882065095706616
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9866666666666667,0.9333333333333333,1.0,0.029814239699997188,0.7435897435897436,0.663003663003663,0.7692307692307693,0.04545668002194454,0.7305812757201646,0.6458333333333334,0.7600308641975309,0.04803821733417709,0.7325806962352532,0.6444159288986876,0.76729333401884,0.050304773550240225
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",1.0,1.0,1.0,0.0,0.7684981684981684,0.6996336996336996,0.8351648351648352,0.05466350329510723,0.757664609053498,0.6837705761316872,0.8225308641975309,0.055437292558508974,0.7599811491620646,0.6820523187984618,0.827557499971293,0.05787808164541107
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.7333333333333334,0.5666666666666667,0.8333333333333334,0.11303883305208784,0.6197802197802197,0.5091575091575091,0.6556776556776557,0.06266841549741527,0.623508230452675,0.503858024691358,0.66820987654321,0.06797782820367504,0.6114391854795533,0.4815940106019525,0.6609592193684986,0.07399967704102561
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.8066666666666669,0.6333333333333333,1.0,0.132077418374393,0.6695970695970697,0.5531135531135531,0.7545787545787546,0.07896300896373777,0.669701646090535,0.5525977366255144,0.7404835390946501,0.07694137913058255,0.6610361947048928,0.5632658164541136,0.7293802036070077,0.06795017879324779
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9400000000000001,0.8333333333333334,1.0,0.07226494462892931,0.7157509157509158,0.5897435897435898,0.7619047619047619,0.0719013190094186,0.7094650205761316,0.5892489711934156,0.7579732510288065,0.06840780533153035,0.71046373535624,0.5935748054162376,0.7609232207549375,0.06680636946486739
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.96,0.8333333333333334,1.0,0.07226494462892932,0.7413919413919414,0.6446886446886447,0.8681318681318682,0.09717666360190833,0.7337705761316873,0.6338734567901234,0.8621399176954733,0.09958892075911821,0.7356572029946535,0.6292854201434794,0.8655601018366976,0.10256199028184132
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666667,1.0,0.014907119849998594,0.7245421245421246,0.5934065934065934,0.8351648351648352,0.12210500600732992,0.7179269547325103,0.5862911522633745,0.8296039094650206,0.12079217296463457,0.724645640591939,0.5951580632252901,0.8337738572405738,0.11837140708008899
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9933333333333334,0.9666666666666667,1.0,0.014907119849998594,0.7589743589743589,0.6996336996336996,0.8241758241758241,0.04998356074261007,0.7467078189300411,0.6773405349794239,0.817258230452675,0.053037168461566975,0.7452185456713905,0.6529118427044408,0.8236359609184652,0.06272083016239742
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9800000000000001,0.9333333333333333,1.0,0.029814239699997188,0.8051282051282052,0.7545787545787546,0.8717948717948718,0.05851641186143843,0.7977880658436214,0.7371399176954733,0.8681841563786007,0.06047586849554763,0.8005612464850141,0.735821987995901,0.8706658427923696,0.06249654576287054
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9800000000000001,0.9666666666666667,1.0,0.018257418583505533,0.7172161172161172,0.608058608058608,0.8974358974358975,0.12298094984757976,0.708667695473251,0.5969650205761318,0.8905606995884773,0.12383232947444063,0.7104146351911569,0.6060081622633404,0.8959135749350723,0.12517120377796362
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.993103448275862,0.9827586206896551,1.0,0.009443492370778746,0.8873469387755103,0.8571428571428571,0.9224489795918367,0.029091477030539548,0.8862588934904959,0.8532972284166932,0.9222151428268025,0.028850788189762912,0.8878905151228658,0.8559483994266603,0.9230580835490244,0.029083804633638674
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan+c-dann,project-extension,bottleneck16,linear,"0,1,2,3,4",0.9965517241379309,0.9827586206896551,1.0,0.0077105792327579106,0.8840816326530613,0.7959183673469388,0.9142857142857143,0.04987280781748875,0.8801210576616757,0.7827333545715196,0.9123924816820642,0.05480625482997582,0.8824870159554455,0.7872647227073301,0.9146441035751448,0.05364877520977527
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+c-dann,project-extension,bottleneck16,mlp,"0,1,2,3,4",0.9965517241379309,0.9827586206896551,1.0,0.0077105792327579106,0.8702040816326531,0.8204081632653061,0.9142857142857143,0.03480175305680361,0.8673569077200808,0.8101306148454922,0.9103217585218223,0.03761178377909374,0.8707814803050905,0.8175268881512713,0.9144761698038124,0.03578007110493379
