family,feature_set,split,mode,method,method_family,representation,head,seed,model,input_dimensions,selected_epoch,selection_usage,label_usage,final_training,checkpoint,confusion_matrix,train_accuracy,train_balanced_accuracy,train_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,linear,4,mk-mmd:bottleneck16:linear,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\mk-mmd\seed_4.pt,"[[59, 4, 0], [0, 71, 0], [0, 3, 68]]",1.0,1.0,1.0,0.9658536585365852,0.9647514717937252,0.9662168383897788
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,linear,0,cdan:bottleneck16:linear,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\cdan\seed_0.pt,"[[59, 4, 0], [2, 69, 0], [1, 2, 68]]",0.9591836734693876,0.963963963963964,0.9573074282985644,0.9560975609756096,0.955361800432223,0.9558742485463684
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,linear,1,cdan:bottleneck16:linear,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\cdan\seed_1.pt,"[[58, 5, 0], [0, 70, 1], [1, 4, 66]]",1.0,1.0,1.0,0.946341463414634,0.9453759594604664,0.9468915815316384
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,linear,2,cdan:bottleneck16:linear,54,160.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\cdan\seed_2.pt,"[[60, 3, 0], [0, 71, 0], [2, 5, 64]]",1.0,1.0,1.0,0.951219512195122,0.9512631343617258,0.951604938271605
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,linear,3,cdan:bottleneck16:linear,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\cdan\seed_3.pt,"[[62, 1, 0], [0, 70, 1], [0, 3, 68]]",1.0,1.0,1.0,0.975609756097561,0.97592965198599,0.9763152709359608
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,linear,4,cdan:bottleneck16:linear,54,300.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\linear\cdan\seed_4.pt,"[[62, 1, 0], [1, 70, 0], [1, 6, 64]]",1.0,1.0,1.0,0.9560975609756096,0.9571503092629854,0.9568240156166666
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,source-only,opensource-core,bottleneck16,mlp,0,source-only:bottleneck16:mlp,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\source-only\seed_0.pt,"[[62, 1, 0], [1, 70, 0], [1, 5, 65]]",1.0,1.0,1.0,0.9609756097560976,0.9618451449437364,0.9615470860260116
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,source-only,opensource-core,bottleneck16,mlp,1,source-only:bottleneck16:mlp,54,190.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\source-only\seed_1.pt,"[[59, 4, 0], [0, 70, 1], [1, 6, 64]]",1.0,1.0,1.0,0.9414634146341464,0.9412772933899696,0.9425594606549884
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,source-only,opensource-core,bottleneck16,mlp,2,source-only:bottleneck16:mlp,54,370.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\source-only\seed_2.pt,"[[61, 2, 0], [0, 71, 0], [0, 6, 65]]",1.0,1.0,1.0,0.9609756097560976,0.9612489753334824,0.9621399957832596
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,source-only,opensource-core,bottleneck16,mlp,3,source-only:bottleneck16:mlp,54,180.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\source-only\seed_3.pt,"[[62, 1, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.975609756097561,0.97592965198599,0.9763336291038156
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,source-only,opensource-core,bottleneck16,mlp,4,source-only:bottleneck16:mlp,54,180.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\source-only\seed_4.pt,"[[63, 0, 0], [3, 68, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9609756097560976,0.9624413145539906,0.9615640933753308
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,dann,opensource-core,bottleneck16,mlp,0,dann:bottleneck16:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_0.pt,"[[60, 3, 0], [0, 71, 0], [0, 2, 69]]",1.0,1.0,1.0,0.975609756097561,0.9747373127654818,0.9757701454565564
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,dann,opensource-core,bottleneck16,mlp,1,dann:bottleneck16:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_1.pt,"[[58, 5, 0], [0, 71, 0], [2, 2, 67]]",0.9693877551020408,0.9729729729729728,0.9703408420447496,0.9560975609756096,0.9547656308219687,0.95570801929204
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,dann,opensource-core,bottleneck16,mlp,2,dann:bottleneck16:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_2.pt,"[[58, 5, 0], [2, 69, 0], [0, 3, 68]]",0.9693877551020408,0.9729729729729728,0.9684018264840182,0.951219512195122,0.9500707951412176,0.951313043171264
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,dann,opensource-core,bottleneck16,mlp,3,dann:bottleneck16:mlp,54,340.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_3.pt,"[[57, 6, 0], [0, 70, 1], [0, 3, 68]]",1.0,1.0,1.0,0.951219512195122,0.9494746255309636,0.9515873015873016
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,dann,opensource-core,bottleneck16,mlp,4,dann:bottleneck16:mlp,54,340.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\dann\seed_4.pt,"[[62, 1, 0], [3, 68, 0], [2, 3, 66]]",1.0,1.0,1.0,0.9560975609756096,0.9571503092629852,0.956132918176714
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,deep-coral,opensource-core,bottleneck16,mlp,0,deep-coral:bottleneck16:mlp,54,70.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\deep-coral\seed_0.pt,"[[59, 2, 2], [0, 70, 1], [0, 4, 67]]",1.0,1.0,1.0,0.9560975609756096,0.955361800432223,0.9566495590213764
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,deep-coral,opensource-core,bottleneck16,mlp,1,deep-coral:bottleneck16:mlp,54,100.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\deep-coral\seed_1.pt,"[[59, 2, 2], [0, 71, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9560975609756096,0.955361800432223,0.95662451225069
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,deep-coral,opensource-core,bottleneck16,mlp,2,deep-coral:bottleneck16:mlp,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\deep-coral\seed_2.pt,"[[62, 1, 0], [1, 70, 0], [1, 6, 64]]",1.0,1.0,1.0,0.9560975609756096,0.9571503092629854,0.9568240156166666
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,deep-coral,opensource-core,bottleneck16,mlp,3,deep-coral:bottleneck16:mlp,54,30.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\deep-coral\seed_3.pt,"[[59, 4, 0], [1, 70, 0], [1, 6, 64]]",1.0,1.0,1.0,0.9414634146341464,0.9412772933899696,0.9423044564182498
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,deep-coral,opensource-core,bottleneck16,mlp,4,deep-coral:bottleneck16:mlp,54,270.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\deep-coral\seed_4.pt,"[[60, 3, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9658536585365852,0.9653476414039792,0.966548127693124
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,mlp,0,mk-mmd:bottleneck16:mlp,54,70.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd\seed_0.pt,"[[60, 3, 0], [0, 70, 1], [1, 4, 66]]",1.0,1.0,1.0,0.9560975609756096,0.9559579700424772,0.9567365401867508
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,mlp,1,mk-mmd:bottleneck16:mlp,54,170.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd\seed_1.pt,"[[58, 5, 0], [0, 70, 1], [0, 3, 68]]",1.0,1.0,1.0,0.9560975609756096,0.9547656308219687,0.9565678576050756
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,mlp,2,mk-mmd:bottleneck16:mlp,54,120.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd\seed_2.pt,"[[59, 3, 1], [1, 69, 1], [0, 4, 67]]",1.0,1.0,1.0,0.951219512195122,0.9506669647514716,0.9517559869476244
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,mlp,3,mk-mmd:bottleneck16:mlp,54,70.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd\seed_3.pt,"[[60, 3, 0], [1, 69, 1], [0, 3, 68]]",1.0,1.0,1.0,0.9609756097560976,0.9606528057232282,0.961458662121499
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,mk-mmd,opensource-core,bottleneck16,mlp,4,mk-mmd:bottleneck16:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\mk-mmd\seed_4.pt,"[[60, 3, 0], [3, 68, 0], [0, 4, 67]]",0.979591836734694,0.981981981981982,0.979493575207861,0.951219512195122,0.9512631343617258,0.9516340981498812
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,mlp,0,cdan:bottleneck16:mlp,54,360.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_0.pt,"[[59, 0, 4], [0, 70, 1], [1, 6, 64]]",1.0,1.0,1.0,0.9414634146341464,0.9412772933899696,0.9420054200542004
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,mlp,1,cdan:bottleneck16:mlp,54,80.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_1.pt,"[[60, 3, 0], [0, 70, 1], [1, 6, 64]]",1.0,1.0,1.0,0.946341463414634,0.9465682986809748,0.94741724646848
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,mlp,2,cdan:bottleneck16:mlp,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_2.pt,"[[62, 1, 0], [0, 70, 1], [0, 5, 66]]",1.0,1.0,1.0,0.9658536585365852,0.9665399806244878,0.966967563837129
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,mlp,3,cdan:bottleneck16:mlp,54,20.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_3.pt,"[[62, 1, 0], [2, 69, 0], [2, 2, 67]]",0.9693877551020408,0.9729729729729728,0.9663076498204916,0.9658536585365852,0.9665399806244878,0.9657632559553692
domain-adaptation,54D,S6_train_I_D1_2_val_D3_5,semi,cdan,opensource-core,bottleneck16,mlp,4,cdan:bottleneck16:mlp,54,320.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S6_train_I_D1_2_val_D3_5\bottleneck16\mlp\cdan\seed_4.pt,"[[56, 7, 0], [0, 71, 0], [1, 3, 67]]",1.0,1.0,1.0,0.946341463414634,0.9441836202399584,0.946186117467582
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,logistic-regression,classical-ml,raw,logistic-regression,-1,logistic-regression,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\logistic-regression\seed_-1.joblib,"[[62, 1, 0], [1, 70, 0], [0, 4, 67]]",0.9693877551020408,0.9729729729729728,0.9681377151799688,0.9707317073170731,0.9712348163052388,0.971348528823216
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,mlp,classical-ml,raw,mlp,0,mlp,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\mlp\seed_0.joblib,"[[54, 9, 0], [0, 71, 0], [2, 4, 65]]",1.0,1.0,1.0,0.926829268292683,0.9242119382964454,0.926524803469775
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,mlp,classical-ml,raw,mlp,1,mlp,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\mlp\seed_1.joblib,"[[58, 4, 1], [0, 71, 0], [2, 3, 66]]",1.0,1.0,1.0,0.951219512195122,0.9500707951412176,0.950877101417644
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,mlp,classical-ml,raw,mlp,2,mlp,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\mlp\seed_2.joblib,"[[57, 6, 0], [0, 71, 0], [2, 3, 66]]",1.0,1.0,1.0,0.946341463414634,0.9447797898502124,0.9461090767122036
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,mlp,classical-ml,raw,mlp,3,mlp,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\mlp\seed_3.joblib,"[[57, 3, 3], [0, 71, 0], [0, 3, 68]]",1.0,1.0,1.0,0.9560975609756096,0.9541694612117148,0.9557353127775664
classical-ml,54D,S7_train_I_D1_3_val_D4_5,ml,mlp,classical-ml,raw,mlp,4,mlp,54,,validation,train labels; validation labels for selection/refit,train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\classical-ml\mlp\seed_4.joblib,"[[57, 6, 0], [0, 71, 0], [1, 4, 66]]",1.0,1.0,1.0,0.946341463414634,0.9447797898502124,0.946620978760468
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,source-only,opensource-core,bottleneck16,linear,0,source-only:bottleneck16:linear,54,380.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\source-only\seed_0.pt,"[[62, 1, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.975609756097561,0.97592965198599,0.9763336291038156
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,source-only,opensource-core,bottleneck16,linear,1,source-only:bottleneck16:linear,54,50.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\source-only\seed_1.pt,"[[62, 1, 0], [0, 71, 0], [0, 6, 65]]",1.0,1.0,1.0,0.9658536585365852,0.9665399806244878,0.9669674957231216
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,source-only,opensource-core,bottleneck16,linear,2,source-only:bottleneck16:linear,54,340.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\source-only\seed_2.pt,"[[62, 1, 0], [0, 71, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9707317073170731,0.9712348163052388,0.9716543696981652
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,source-only,opensource-core,bottleneck16,linear,3,source-only:bottleneck16:linear,54,90.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\source-only\seed_3.pt,"[[62, 1, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.975609756097561,0.97592965198599,0.9763336291038156
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,source-only,opensource-core,bottleneck16,linear,4,source-only:bottleneck16:linear,54,280.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\source-only\seed_4.pt,"[[62, 1, 0], [0, 71, 0], [0, 5, 66]]",1.0,1.0,1.0,0.9707317073170731,0.9712348163052388,0.9716543696981652
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,dann,opensource-core,bottleneck16,linear,0,dann:bottleneck16:linear,54,110.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\dann\seed_0.pt,"[[62, 1, 0], [0, 70, 1], [0, 2, 69]]",1.0,1.0,1.0,0.9804878048780488,0.9806244876667412,0.9809818754925138
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,dann,opensource-core,bottleneck16,linear,1,dann:bottleneck16:linear,54,50.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\dann\seed_1.pt,"[[60, 1, 2], [0, 70, 1], [0, 4, 67]]",1.0,1.0,1.0,0.9609756097560976,0.9606528057232282,0.9616228252052268
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,dann,opensource-core,bottleneck16,linear,2,dann:bottleneck16:linear,54,90.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\dann\seed_2.pt,"[[58, 5, 0], [1, 69, 1], [0, 3, 68]]",1.0,1.0,1.0,0.951219512195122,0.9500707951412176,0.951560225330717
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,dann,opensource-core,bottleneck16,linear,3,dann:bottleneck16:linear,54,60.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\dann\seed_3.pt,"[[58, 5, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9560975609756096,0.9547656308219687,0.956696509899138
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,dann,opensource-core,bottleneck16,linear,4,dann:bottleneck16:linear,54,120.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\dann\seed_4.pt,"[[60, 3, 0], [1, 70, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9609756097560976,0.9606528057232282,0.9615674580611469
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,deep-coral,opensource-core,bottleneck16,linear,0,deep-coral:bottleneck16:linear,54,60.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\deep-coral\seed_0.pt,"[[62, 1, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.975609756097561,0.97592965198599,0.9763336291038156
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,deep-coral,opensource-core,bottleneck16,linear,1,deep-coral:bottleneck16:linear,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\deep-coral\seed_1.pt,"[[61, 2, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9707317073170731,0.9706386466949848,0.9714483066516728
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,deep-coral,opensource-core,bottleneck16,linear,2,deep-coral:bottleneck16:linear,54,100.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\deep-coral\seed_2.pt,"[[60, 3, 0], [1, 69, 1], [1, 3, 67]]",1.0,1.0,1.0,0.9560975609756096,0.9559579700424772,0.9564114188101572
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,deep-coral,opensource-core,bottleneck16,linear,3,deep-coral:bottleneck16:linear,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\deep-coral\seed_3.pt,"[[60, 1, 2], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9658536585365852,0.9653476414039792,0.966246335932747
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,deep-coral,opensource-core,bottleneck16,linear,4,deep-coral:bottleneck16:linear,54,40.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\deep-coral\seed_4.pt,"[[60, 1, 2], [0, 71, 0], [0, 2, 69]]",1.0,1.0,1.0,0.975609756097561,0.9747373127654818,0.9755836956135466
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd,opensource-core,bottleneck16,linear,0,mk-mmd:bottleneck16:linear,54,240.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\mk-mmd\seed_0.pt,"[[59, 4, 0], [1, 69, 1], [0, 2, 69]]",1.0,1.0,1.0,0.9609756097560976,0.9600566361129742,0.9610928257344362
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd,opensource-core,bottleneck16,linear,1,mk-mmd:bottleneck16:linear,54,80.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\mk-mmd\seed_1.pt,"[[60, 3, 0], [0, 71, 0], [0, 4, 67]]",1.0,1.0,1.0,0.9658536585365852,0.9653476414039792,0.966548127693124
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd,opensource-core,bottleneck16,linear,2,mk-mmd:bottleneck16:linear,54,70.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\mk-mmd\seed_2.pt,"[[59, 4, 0], [1, 69, 1], [0, 2, 69]]",1.0,1.0,1.0,0.9609756097560976,0.9600566361129742,0.9610928257344362
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd,opensource-core,bottleneck16,linear,3,mk-mmd:bottleneck16:linear,54,60.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\mk-mmd\seed_3.pt,"[[60, 3, 0], [0, 70, 1], [0, 5, 66]]",1.0,1.0,1.0,0.9560975609756096,0.9559579700424772,0.957242936888079
domain-adaptation,54D,S7_train_I_D1_3_val_D4_5,semi,mk-mmd,opensource-core,bottleneck16,linear,4,mk-mmd:bottleneck16:linear,54,130.0,target validation labels,source + labeled target,source+target labeled train+validation refit,D:\thesis\tables\opensource_da_48_54\checkpoints\54D\S7_train_I_D1_3_val_D4_5\bottleneck16\linear\mk-mmd\seed_4.pt,"[[58, 4, 1], [1, 69, 1], [0, 3, 68]]",1.0,1.0,1.0,0.951219512195122,0.9500707951412176,0.951378063142476
