family,feature_set,split,method,method_family,representation,head,seed_count,seeds,train_accuracy,train_accuracy_std,train_accuracy_min,train_accuracy_max,test_accuracy,test_accuracy_std,test_accuracy_min,test_accuracy_max,test_balanced_accuracy,test_balanced_accuracy_std,test_balanced_accuracy_min,test_balanced_accuracy_max,test_macro_f1,test_macro_f1_std,test_macro_f1_min,test_macro_f1_max
domain-adaptation,48D,S5_train_I_D1_val_D2_3,source-only,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9888888888888889,0.01810889557000734,0.9583333333333334,1.0,0.8623376623376624,0.03948659480862819,0.8225108225108225,0.9090909090909092,0.8654142064770083,0.03866523114377569,0.8219717301842905,0.9100017892288422,0.8632791218048486,0.038779057765320334,0.8272965879265092,0.910039810443344
domain-adaptation,48D,S5_train_I_D1_val_D2_3,dann,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.961111111111111,0.058432455466562845,0.8611111111111112,1.0,0.8805194805194805,0.034981998010107276,0.8441558441558441,0.922077922077922,0.8819824655573447,0.03291466273230719,0.8468420110932188,0.9230631597781356,0.8820255100215277,0.03375506742540407,0.8489217487085291,0.92335832083958
domain-adaptation,48D,S5_train_I_D1_val_D2_3,deep-coral,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.986111111111111,0.01964185503295964,0.9583333333333334,1.0,0.9238095238095237,0.01389333899210491,0.9047619047619048,0.9437229437229436,0.9237072821613884,0.012959625479530433,0.9066022544283412,0.9429235999284308,0.9247351973639925,0.013023963379786703,0.9075396247277726,0.9440422322775264
domain-adaptation,48D,S5_train_I_D1_val_D2_3,mk-mmd,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.986111111111111,0.01701034543599428,0.9583333333333334,1.0,0.8961038961038963,0.03076335585184393,0.8484848484848485,0.9307359307359307,0.8947933440687063,0.03158204316504776,0.8473787797459295,0.9312936124530328,0.8979416152835593,0.029777596791151714,0.8520054945526073,0.93073115075918
domain-adaptation,48D,S5_train_I_D1_val_D2_3,cdan,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9888888888888889,0.024845199749997673,0.9444444444444444,1.0,0.90995670995671,0.022783891544486155,0.8874458874458875,0.948051948051948,0.9109679728037217,0.02256223955253721,0.8872785829307568,0.947754517802827,0.9117366866556578,0.021979564110326182,0.891721222040371,0.9489441930618402
classical-ml,48D,S6_train_I_D1_2_val_D3_5,logistic-regression,classical-ml,raw,logistic-regression,1,-1,0.9285714285714286,,0.9285714285714286,0.9285714285714286,0.9609756097560976,,0.9609756097560976,0.9609756097560976,0.9618451449437364,,0.9618451449437364,0.9618451449437364,0.96176508883444,,0.96176508883444,0.96176508883444
classical-ml,48D,S6_train_I_D1_2_val_D3_5,mlp,classical-ml,raw,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9375609756097563,0.009383114176425055,0.926829268292683,0.951219512195122,0.9356136820925555,0.009594586577339886,0.9248081079066997,0.9494746255309636,0.9378966598148601,0.009564639602866291,0.927027714213069,0.9517416730231376
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9959183673469386,0.005589005688828293,0.9897959183673468,1.0,0.9395121951219514,0.004363059468292276,0.9317073170731708,0.9414634146341464,0.9397570608838215,0.005072261355238286,0.9306952828079588,0.9424696326104778,0.9402918294102642,0.004343215624991508,0.9325356857983024,0.9424836084478272
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9897959183673469,0.010204081632653017,0.979591836734694,1.0,0.9482926829268292,0.017452237873169,0.926829268292683,0.9658536585365852,0.9483269990312244,0.017909415355386673,0.927192786347716,0.9665399806244878,0.9486881910501316,0.01736854479650994,0.927924156611672,0.9666705287143244
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9857142857142858,0.009126808071427656,0.979591836734694,1.0,0.9385365853658536,0.02143012940145239,0.902439024390244,0.9560975609756096,0.9375065206051122,0.02271067079166,0.8989492510619271,0.9559579700424772,0.9387441023199232,0.02172595570541839,0.9020063231033696,0.9564831985269944
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9775510204081632,0.03095051201653695,0.9387755102040816,1.0,0.9453658536585365,0.006360197468490292,0.9414634146341464,0.9560975609756096,0.9455100976227737,0.006162186927637944,0.9406811237797154,0.9559579700424772,0.9458539818995476,0.006253016688983314,0.9415665190807506,0.9564831985269944
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9897959183673469,0.014430750636460151,0.9693877551020408,1.0,0.9336585365853658,0.022513133188710878,0.9073170731707316,0.9560975609756096,0.9334078545346151,0.023438226922791846,0.9054325955734406,0.9565541396527312,0.9338886275272109,0.022387053581973917,0.9086566005482806,0.9559704875100724
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,source-only,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9938775510204081,0.013690212107141584,0.9693877551020408,1.0,0.9102439024390243,0.02979206143337061,0.8829268292682927,0.9560975609756096,0.9107534093449587,0.02914201099285733,0.8855354348312096,0.9565541396527312,0.9115709692735259,0.028850617812175728,0.8849870930973213,0.9562977421939904
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,dann,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9938775510204081,0.009126808071427692,0.979591836734694,1.0,0.9395121951219512,0.012243805266352261,0.9219512195121952,0.9560975609756096,0.9395185930397197,0.012840653889526129,0.9207094418362024,0.9565541396527312,0.9405027279621476,0.012382618380276758,0.9222039968937702,0.9566940890470302
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,deep-coral,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9795918367346939,0.016134069694736665,0.9591836734693876,1.0,0.9239024390243904,0.05589571321221943,0.8292682926829268,0.9609756097560976,0.9213950368879946,0.05905210177407794,0.8213726805276101,0.9606528057232282,0.9239435639353569,0.05698214237532338,0.8271746592134942,0.9615674580611469
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,mk-mmd,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9816326530612244,0.016767017066484705,0.9591836734693876,1.0,0.9317073170731707,0.0374690036481395,0.8878048780487805,0.975609756097561,0.930099113197705,0.039248485123195155,0.8836724047991654,0.975333482375736,0.9319906548595057,0.03759678391790636,0.8880483870446337,0.9760915428289364
domain-adaptation,48D,S6_train_I_D1_2_val_D3_5,cdan,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9918367346938775,0.018253616142855495,0.9591836734693876,1.0,0.9170731707317072,0.030658061195064677,0.8829268292682927,0.9658536585365852,0.9151799687010955,0.03198502567909641,0.8795737387286682,0.9659438110142337,0.9175143093004582,0.03042014707973426,0.8835029735412877,0.966005291005291
classical-ml,48D,S7_train_I_D1_3_val_D4_5,logistic-regression,classical-ml,raw,logistic-regression,1,-1,0.979591836734694,,0.979591836734694,0.979591836734694,0.9804878048780488,,0.9804878048780488,0.9804878048780488,0.9812206572769954,,0.9812206572769954,0.9812206572769954,0.9812057441598836,,0.9812057441598836,0.9812057441598836
classical-ml,48D,S7_train_I_D1_3_val_D4_5,mlp,classical-ml,raw,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9375609756097563,0.009383114176425055,0.926829268292683,0.951219512195122,0.9356136820925555,0.009594586577339886,0.9248081079066997,0.9494746255309636,0.9378966598148601,0.009564639602866291,0.927027714213069,0.9517416730231376
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9258536585365853,0.018381896274552903,0.8975609756097561,0.946341463414634,0.9251807139131081,0.017775923147721886,0.8978314330427007,0.9459721290707206,0.9261210304933207,0.018862759746858537,0.8964595366570401,0.9464932227924728
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9816326530612244,0.008537347209531325,0.9693877551020408,0.9897959183673468,0.9590243902439022,0.0043630594682923015,0.9560975609756096,0.9658536585365852,0.9590133392950294,0.004579265666811967,0.9547656308219687,0.9659438110142337,0.959179938874702,0.00450238196971033,0.9560885181323138,0.9661317907906845
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,deep-coral,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9836734693877551,0.015475256008268502,0.9591836734693876,1.0,0.937560975609756,0.01668549402584103,0.9170731707317074,0.951219512195122,0.9370444891571653,0.015827941769414506,0.9166107757657054,0.9506669647514716,0.9384310805939066,0.016296254699772788,0.9187015170621728,0.9520621921547684
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9938775510204081,0.009126808071427692,0.979591836734694,1.0,0.9414634146341463,0.009125993626277825,0.9317073170731708,0.9560975609756096,0.9404426559356136,0.010105992627989845,0.9289067739771966,0.9565541396527312,0.9419469847352872,0.009181822248981118,0.931786546377556,0.9564463501156446
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,cdan,opensource-core,bottleneck16,linear,5,"0,1,2,3,4",0.9714285714285715,0.016767017066484674,0.9489795918367347,0.9897959183673468,0.9502439024390243,0.021094388595550826,0.926829268292683,0.975609756097561,0.949370295849169,0.021669184134020046,0.9260004471272076,0.97592965198599,0.9504949717100842,0.02112441441531641,0.9269019925837704,0.975914738868878
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,source-only,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9938775510204081,0.005589005688828293,0.9897959183673468,1.0,0.918048780487805,0.014388176784148917,0.8975609756097561,0.9317073170731708,0.9176689768239064,0.014259218555775104,0.899023772263209,0.9324837916387212,0.9189905226324638,0.015507598301394497,0.8965996965996966,0.9336917562724016
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,dann,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9816326530612246,0.01117801137765645,0.9693877551020408,1.0,0.96,0.01838189627455293,0.9317073170731708,0.9804878048780488,0.959713838587078,0.019535331736822627,0.9289067739771966,0.9806244876667412,0.9602903835267549,0.018725427791444448,0.9312916760797466,0.9806878306878308
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,deep-coral,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9877551020408163,0.013304494704495193,0.9693877551020408,1.0,0.9541463414634146,0.01778983661347361,0.9365853658536586,0.975609756097561,0.9541992696922275,0.01817604027909777,0.93539011848871,0.97592965198599,0.9548342701875809,0.017583217307288585,0.9374582768522162,0.976020497231115
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,mk-mmd,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9795918367346939,0.019090088708030365,0.9591836734693876,1.0,0.9395121951219512,0.01487604944583108,0.9219512195121952,0.9560975609756096,0.939399359117669,0.014366887486885487,0.9236902898874731,0.9565541396527312,0.94000172625805,0.01434392473524249,0.923045126170126,0.956117595855357
domain-adaptation,48D,S7_train_I_D1_3_val_D4_5,cdan,opensource-core,bottleneck16,mlp,5,"0,1,2,3,4",0.9755102040816327,0.017074694419062703,0.9489795918367347,0.9897959183673468,0.944390243902439,0.0250163539608937,0.902439024390244,0.9658536585365852,0.942782621655861,0.02694626254065917,0.8977569118414189,0.9665399806244878,0.9445125965009314,0.02529437249835702,0.9019200956010596,0.9662619039933276
domain-adaptation,48D,S1_train_I_test_all,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7560439560439561,0.07781620011550262,0.6666666666666666,0.8388278388278388,0.7450874485596708,0.07659344537326215,0.6550925925925926,0.8253600823045267,0.746563767996204,0.07591429209658133,0.657165251658368,0.8259639126305792
domain-adaptation,48D,S1_train_I_test_all,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7765567765567766,0.09363972916603822,0.6483516483516484,0.8717948717948718,0.7691615226337448,0.08938048630414709,0.6480195473251028,0.8649691358024691,0.7704886954924465,0.08950341303478347,0.6499402628434887,0.8702721214761283
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7663003663003664,0.06298875366652534,0.6556776556776557,0.8095238095238095,0.7559670781893004,0.06216560327565606,0.6466049382716049,0.7988683127572016,0.7601050184313414,0.06141297203970725,0.6526436821826177,0.8056166056166055
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7721611721611723,0.048553800965947226,0.6959706959706959,0.8278388278388278,0.762937242798354,0.04617356990034667,0.6931584362139919,0.8181584362139916,0.7669663516008768,0.047729402808031465,0.6953316317388518,0.8231527476715391
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7875457875457876,0.07511390715901052,0.684981684981685,0.8827838827838828,0.7770061728395061,0.07799902309849871,0.6698816872427984,0.8753858024691358,0.7804215999752694,0.0799693613547728,0.6699419916811221,0.8794642857142857
domain-adaptation,48D,S1_train_I_test_all,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7384615384615385,0.06687364721521409,0.6556776556776557,0.8424908424908425,0.7294495884773663,0.07160579976259708,0.6401748971193415,0.840406378600823,0.7320011733035894,0.07095325729964456,0.6393823678254816,0.8382166400263951
domain-adaptation,48D,S1_train_I_test_all,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.6974358974358974,0.09783031794506573,0.5677655677655677,0.7985347985347986,0.6852880658436213,0.1009290933761071,0.5529835390946501,0.7890946502057613,0.6892773439457947,0.10144693305893115,0.5598287609011116,0.7931052143726728
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7538461538461538,0.035457421363604545,0.7032967032967034,0.7875457875457875,0.7464763374485597,0.03474848020254358,0.6962448559670782,0.7806069958847738,0.7493258468868474,0.03507667422840665,0.6999828738959174,0.7821007348724169
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9866666666666667,0.018257418583505474,0.9666666666666668,1.0,0.7113553113553113,0.06420191150243704,0.6483516483516484,0.7912087912087912,0.6984825102880658,0.06656484690687499,0.6383744855967078,0.7853652263374485,0.6985418485478607,0.07118065101788806,0.6349786913931544,0.7913688734173316
domain-adaptation,48D,S1_train_I_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.6410256410256411,0.03867895985703824,0.608058608058608,0.684981684981685,0.6313014403292182,0.04189279141170424,0.5982510288065844,0.6782407407407408,0.634259329265098,0.04318837786691246,0.5991104629740325,0.683331613116713
domain-adaptation,48D,S2_train_I_internal_val_test_all,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.8133333333333332,0.15740958604156793,0.5666666666666667,1.0,0.6490842490842491,0.11162849659531408,0.5091575091575091,0.8021978021978022,0.6461419753086419,0.10891091259021857,0.5025720164609053,0.7854938271604938,0.641516809306417,0.11536770995019234,0.4807044269030143,0.7830612481357216
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.8800000000000001,0.11205157542647744,0.7333333333333333,1.0,0.7223443223443224,0.06580165785154674,0.652014652014652,0.8095238095238095,0.7215020576131688,0.06011312008352439,0.6495627572016461,0.8059413580246914,0.7138928725949307,0.06610156860810752,0.6443381315309389,0.8030643355242847
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.7866666666666667,0.153839743456191,0.5666666666666667,1.0,0.6593406593406593,0.10679399074808243,0.5091575091575091,0.8095238095238095,0.6585648148148149,0.10585476607127448,0.503858024691358,0.799511316872428,0.6545423620104187,0.1147814839454296,0.4815940106019525,0.8033039639294081
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.8266666666666665,0.18469193569593428,0.5666666666666667,1.0,0.6600732600732601,0.0940472177927104,0.5054945054945055,0.7619047619047619,0.6555298353909464,0.09189267174225625,0.5003858024691358,0.746656378600823,0.6522137205284617,0.10236811831504113,0.4767635581408007,0.7465942669194702
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.7066666666666667,0.10645812948447543,0.5666666666666667,0.8333333333333334,0.6432234432234432,0.07875883794599123,0.5091575091575091,0.717948717948718,0.6474022633744856,0.08508795492244708,0.503858024691358,0.7287808641975309,0.6362487543889626,0.09025642300441239,0.4815940106019525,0.7188996683992287
domain-adaptation,48D,S2_train_I_internal_val_test_all,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9800000000000001,0.02981423969999722,0.9333333333333332,1.0,0.7084249084249084,0.05654567257998595,0.6410256410256411,0.7875457875457875,0.7040637860082304,0.05939418953433334,0.6340020576131687,0.7876800411522633,0.706018562756436,0.05622835281229753,0.6386807124209223,0.7829564043859204
domain-adaptation,48D,S2_train_I_internal_val_test_all,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9866666666666667,0.02981423969999724,0.9333333333333332,1.0,0.7677655677655677,0.07455809784667494,0.6666666666666666,0.8608058608058609,0.7609567901234567,0.07067059288930572,0.665380658436214,0.8519804526748972,0.7659027781182325,0.07003758993979482,0.670514375197909,0.8575334384898499
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9333333333333333,0.09428090415820632,0.8,1.0,0.7084249084249084,0.07469294711194031,0.6153846153846154,0.8205128205128205,0.7039351851851852,0.06956777980348657,0.6212705761316872,0.8092849794238682,0.7040003068758485,0.07572022257594478,0.6071065416337137,0.8150824271513927
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9466666666666667,0.0869226987360353,0.8,1.0,0.7069597069597069,0.08412955368392566,0.575091575091575,0.7912087912087912,0.6994598765432098,0.07803617259641038,0.5785751028806585,0.7750771604938271,0.7021433870397489,0.07907708535255882,0.5787802907198736,0.774183370267498
domain-adaptation,48D,S2_train_I_internal_val_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9800000000000001,0.04472135954999578,0.9,1.0,0.7406593406593407,0.03765952575084211,0.6886446886446886,0.7948717948717948,0.7333333333333334,0.03998737078143835,0.6778549382716049,0.7907664609053499,0.736788736936549,0.04049591236429971,0.6785690117607995,0.7929157630650168
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7098901098901098,0.05348487105771128,0.6410256410256411,0.7765567765567766,0.7000514403292181,0.05329434402736005,0.6340020576131687,0.7631172839506172,0.6973961594443998,0.05566520374591931,0.6304836374495817,0.7628044362902857
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9866666666666667,0.02981423969999724,0.9333333333333332,1.0,0.7619047619047619,0.06286081429205319,0.6593406593406593,0.8315018315018315,0.7554012345679012,0.06781489778215592,0.6430041152263374,0.8267746913580246,0.7575914718338315,0.07060115323298083,0.6390295332420569,0.8280490569482466
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7384615384615384,0.05654567257998594,0.673992673992674,0.7875457875457875,0.729320987654321,0.05862797137587796,0.6633230452674898,0.7902520576131687,0.7290917211319261,0.05624740761200417,0.667713827195644,0.7917076864993909
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7912087912087913,0.06916193255860513,0.6776556776556777,0.8571428571428571,0.7818930041152263,0.06852396838921392,0.668724279835391,0.8478652263374485,0.7857401024442849,0.0678554409649002,0.6742330337688721,0.8531653763067114
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9866666666666667,0.018257418583505474,0.9666666666666668,1.0,0.7098901098901098,0.09173612215383753,0.5567765567765568,0.8021978021978022,0.6985082304526748,0.0879861606958513,0.5534979423868313,0.7919238683127571,0.6997002705930367,0.0875918116730446,0.5563400318668098,0.7959553567528578
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9933333333333334,0.014907119849998545,0.9666666666666668,1.0,0.7443223443223442,0.06569962389676859,0.63003663003663,0.7985347985347986,0.7362911522633745,0.06181410962093197,0.6287294238683127,0.7852366255144032,0.738640950186355,0.062137818792106676,0.6301634468091435,0.785064557097234
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7714285714285714,0.06176263025439555,0.684981684981685,0.8461538461538461,0.7666152263374486,0.06003912295392737,0.6814557613168724,0.8419495884773663,0.7682207035271796,0.061611585770908674,0.6802503496309836,0.8459123570958077
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7604395604395604,0.05164705269454817,0.684981684981685,0.8241758241758241,0.7543981481481482,0.05815327227381843,0.6660236625514403,0.824974279835391,0.7532867330506944,0.05924327449783121,0.6601826006274945,0.820491564470155
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.7501831501831501,0.06534125033050497,0.6556776556776557,0.8241758241758241,0.7408179012345679,0.06653633092779716,0.6414609053497942,0.8159722222222222,0.7438805592423332,0.07235656850145163,0.6341419586702605,0.8225115134866271
domain-adaptation,48D,S3_train_I_internal_20_10_test_all,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9866666666666667,0.02981423969999724,0.9333333333333332,1.0,0.7604395604395604,0.026992136889290166,0.7142857142857143,0.7838827838827839,0.7523405349794239,0.029650703962609923,0.7053755144032922,0.7822788065843621,0.7538542503325624,0.0299779213809031,0.7111111111111111,0.7862687168989074
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9965517241379309,0.007710579232757861,0.9827586206896552,1.0,0.9142857142857143,0.0182536161428554,0.889795918367347,0.9346938775510204,0.9125305298927472,0.01923652457448846,0.8877561856217479,0.9352235319103748,0.9143705646408075,0.018008688062381654,0.8899229417767659,0.93531675054344
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.993103448275862,0.015421158465515773,0.9655172413793104,1.0,0.8726530612244898,0.027441202145259774,0.8326530612244898,0.8979591836734694,0.8718912604863546,0.02658605071568242,0.8307316555166189,0.89481788255283,0.8749079883711566,0.02618184801706211,0.8372369693268705,0.8975838683891597
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9965517241379309,0.007710579232757861,0.9827586206896552,1.0,0.8971428571428571,0.02298071552695388,0.8775510204081632,0.9346938775510204,0.8965275565466708,0.02361481346002681,0.8768185196984177,0.9338430498035468,0.8973275396815052,0.022807653699802612,0.8792941492216855,0.934796558166832
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.993103448275862,0.009443492370778683,0.9827586206896552,1.0,0.8677551020408163,0.048945566412804196,0.7918367346938775,0.9102040816326532,0.8617181692683445,0.052842775041269274,0.7809281087395137,0.9078262716364024,0.8640348302882526,0.05318760695447112,0.7838166664879372,0.9105425204870162
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,bottleneck16,linear,5,"0,1,2,3,4",1.0,0.0,1.0,1.0,0.9028571428571428,0.007301446457142254,0.8938775510204081,0.9102040816326532,0.9007114792396731,0.00889035968977311,0.890251672507168,0.9105872358500584,0.9029680054820283,0.00789247538178986,0.8938403442852971,0.912013181750024
domain-adaptation,48D,S4_train_I_val_D1_2,c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.993103448275862,0.015421158465515774,0.9655172413793104,1.0,0.8824489795918368,0.021287191527192287,0.8448979591836735,0.8938775510204081,0.880365296803653,0.017506630620750998,0.8506424551343316,0.89232239566741,0.8823890556675831,0.021411963064023452,0.8453169156111929,0.8963261200934444
domain-adaptation,48D,S4_train_I_val_D1_2,cdan+c-dann,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9896551724137932,0.023131737698273633,0.9482758620689656,1.0,0.8767346938775511,0.04136367693112894,0.8285714285714286,0.9224489795918368,0.8764574705320166,0.03953558038777002,0.831687373898269,0.9187639375597324,0.8774398898316831,0.04049806755791695,0.832057057057057,0.9222061253735462
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.993103448275862,0.015421158465515774,0.9655172413793104,1.0,0.896326530612245,0.026858259389978986,0.8612244897959184,0.9183673469387756,0.8943718806413932,0.0268654818906326,0.8592439205691834,0.9162684506743124,0.8974028456296667,0.025777601988083428,0.8627256924619034,0.920137711547231
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.9965517241379309,0.007710579232757861,0.9827586206896552,1.0,0.8914285714285715,0.023729700985712067,0.8653061224489796,0.926530612244898,0.88944462142933,0.02406183754417817,0.8658808537750876,0.9240203886588084,0.8913192194433608,0.02414697211683213,0.8660070088641517,0.9257698142146245
domain-adaptation,48D,S4_train_I_val_D1_2,mk-mmd+lc+cdan,project-extension,bottleneck16,mlp,5,"0,1,2,3,4",0.993103448275862,0.009443492370778685,0.9827586206896552,1.0,0.9167346938775511,0.014020868601892,0.8979591836734694,0.9306122448979592,0.9160985451842413,0.012803627786285509,0.9010300520335562,0.9306573218647128,0.9173295910043786,0.013900897738844073,0.8986663719422342,0.9305774659709648
domain-adaptation,48D,S5_train_I_D1_val_D2_3,c-dann,project-extension,bottleneck16,linear,5,"0,1,2,3,4",0.9666666666666666,0.03197462342561482,0.9305555555555556,1.0,0.8961038961038961,0.04849644264590488,0.8181818181818182,0.9437229437229436,0.8962247271426016,0.04854105633344131,0.8171408123098943,0.9414922168545358,0.8977537702249304,0.04655759159090117,0.8220472440944881,0.9427044351419552
