split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,class_loss_last,coral_loss_last,total_loss_last,feature_extractor_objective,classifier_train_n,source_train_n,source_val_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,no target-domain adaptation loss,target validation labels,360,0.00011390523286536336,,0.00011390523286536336,min L using the same MLP source-only classification loss as DANN,30,30,0,273,28,245,1.0,0.8571428571428571,0.8,1.0,0.85,0.8004141446320484,1.0,0.8554112554112554,0.8034101953318734,0.19999999999999996
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,no target-domain adaptation loss,target validation labels,180,0.00020935546490363777,,0.00020935546490363777,min L using the same MLP source-only classification loss as DANN,30,30,0,273,28,245,1.0,0.9285714285714286,0.7836734693877551,1.0,0.9333333333333332,0.7856005097164703,1.0,0.9326599326599326,0.7882712479092088,0.21632653061224494
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,no target-domain adaptation loss,target validation labels,180,0.00010370092786615714,,0.00010370092786615714,min L using the same MLP source-only classification loss as DANN,30,30,0,273,28,245,1.0,0.9285714285714286,0.7836734693877551,1.0,0.9333333333333332,0.7856005097164703,1.0,0.9326599326599326,0.7863142431553838,0.21632653061224494
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,no target-domain adaptation loss,target validation labels,310,0.0001266225299332291,,0.0001266225299332291,min L using the same MLP source-only classification loss as DANN,30,30,0,273,28,245,1.0,0.8571428571428571,0.7959183673469388,1.0,0.8583333333333334,0.7979186577466285,1.0,0.8560315430520035,0.7958861426841723,0.20408163265306123
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.05,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.0002930501359514892,0.005103206727653742,0.0005482104606926441,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.7877551020408163,1.0,0.9249999999999999,0.7894764787087184,1.0,0.9299308878256246,0.7899679443767212,0.21224489795918366
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.05,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.00024133296392392367,0.00821639969944954,0.0006521529285237193,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8204081632653061,1.0,0.9166666666666666,0.8204842306467027,1.0,0.9206349206349206,0.819530041204918,0.17959183673469392
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.05,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.00042183601181022823,0.010036962106823921,0.000923684099689126,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8244897959183674,1.0,0.9666666666666667,0.8243601996389508,1.0,0.9628482972136223,0.825672332672403,0.17551020408163265
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.05,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,110,0.00033854052890092134,0.012884754687547684,0.0009827782632783055,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,1.0,0.8408163265306122,1.0,1.0,0.8419347987681852,1.0,1.0,0.8439085767022209,0.15918367346938778
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.05,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,150,7.17258226359263e-05,0.00390689866617322,0.0002670707763172686,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8734693877551021,1.0,0.9249999999999999,0.8715620685993417,1.0,0.9249999999999999,0.873328207481458,0.12653061224489792
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.2,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.0003959586611017585,0.003161033848300576,0.001028165454044938,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.8928571428571429,0.7959183673469388,1.0,0.8916666666666666,0.7972284166932143,1.0,0.8972624798711756,0.7984804093909919,0.20408163265306123
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.2,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,110,0.00031790119828656316,0.003706029150635004,0.0010591070167720318,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8122448979591836,1.0,0.9166666666666666,0.8127322926622066,1.0,0.9220779220779219,0.8099401003723489,0.18775510204081636
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.2,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,60,0.0017233365215361118,0.001733848825097084,0.0020701063331216574,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8244897959183674,1.0,0.9583333333333334,0.8243601996389508,1.0,0.9619047619047619,0.827868238817144,0.17551020408163265
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.2,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.0003085737116634846,0.005228506401181221,0.0013542750384658575,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8244897959183674,1.0,0.9583333333333334,0.8236699585855368,1.0,0.9619047619047619,0.8270423203442306,0.17551020408163265
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.2,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,200,0.00015791101031936705,0.0018379613757133484,0.000525503302924335,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8408163265306122,1.0,0.9666666666666667,0.8419347987681852,1.0,0.9628482972136223,0.8385262012712994,0.15918367346938778
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.5,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,80,0.0005778822815045714,0.001214482937939465,0.0011851238086819649,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8367346938775511,1.0,0.9333333333333332,0.8366783476691091,1.0,0.929514963880289,0.8391783579902392,0.16326530612244894
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.5,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,30,0.00035517997457645833,0.0017260583117604256,0.0012182091595605016,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8163265306122449,1.0,0.9166666666666666,0.8166082616544547,1.0,0.9220779220779219,0.8166048645288472,0.18367346938775508
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.5,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,180,0.0013824468478560448,0.0008097013924270868,0.0017872975440695882,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8653061224489796,1.0,0.9583333333333334,0.8624296485080175,1.0,0.9619047619047619,0.8669157639745876,0.13469387755102036
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.5,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,80,0.0004516337940003723,0.002791882725432515,0.0018475751858204603,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9285714285714286,0.8285714285714286,1.0,0.9249999999999999,0.8275459275777849,1.0,0.9249999999999999,0.8317230007559339,0.17142857142857137
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,Deep CORAL-UDA,0.5,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,370,0.0002578511484898627,0.0007895652670413256,0.0006526337820105255,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,28,245,1.0,0.9642857142857143,0.8857142857142857,1.0,0.9666666666666667,0.8831899755760858,1.0,0.9628482972136223,0.8839794388520025,0.11428571428571432
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,no target-domain adaptation loss,target validation labels,70,0.00015688312123529613,,0.00015688312123529613,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,231,1.0,0.7692307692307693,0.7619047619047619,1.0,0.7777777777777777,0.7657899445339059,1.0,0.7910685805422647,0.7675546487091479,0.23809523809523814
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,no target-domain adaptation loss,target validation labels,210,0.00011390523286536336,,0.00011390523286536336,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,231,1.0,0.8846153846153846,0.7922077922077922,1.0,0.8777777777777778,0.7938808373590982,1.0,0.886762360446571,0.7966523650617088,0.20779220779220775
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,no target-domain adaptation loss,target validation labels,130,0.00020935546490363777,,0.00020935546490363777,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,231,1.0,0.9230769230769231,0.7792207792207793,1.0,0.9111111111111111,0.7815351583467525,1.0,0.9204906204906204,0.7855619547242972,0.22077922077922074
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,no target-domain adaptation loss,target validation labels,190,0.00010370092786615714,,0.00010370092786615714,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,231,1.0,0.9230769230769231,0.7748917748917749,1.0,0.9111111111111111,0.7781356235462514,1.0,0.9111111111111111,0.7764909291177814,0.22510822510822515
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,no target-domain adaptation loss,target validation labels,390,0.0001266225299332291,,0.0001266225299332291,min L using the same MLP source-only classification loss as DANN,30,30,0,273,26,231,1.0,0.8461538461538461,0.8225108225108225,1.0,0.8444444444444444,0.8226874217212381,1.0,0.8444444444444446,0.8249099662997285,0.17748917748917747
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.05,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,320,0.0002930501359514892,0.005103206727653742,0.0005482104606926441,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8225108225108225,1.0,0.9111111111111111,0.821256038647343,1.0,0.9111111111111111,0.8256972172927143,0.17748917748917747
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.05,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,160,0.00024133296392392367,0.00821639969944954,0.0006521529285237193,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8354978354978355,1.0,0.9111111111111111,0.8350331007335838,1.0,0.9111111111111111,0.833997958730532,0.16450216450216448
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.05,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.00042183601181022823,0.010036962106823921,0.000923684099689126,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8095238095238095,1.0,0.9444444444444445,0.8103417427088925,1.0,0.9538239538239538,0.8138601540017113,0.19047619047619047
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.05,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.00033854052890092134,0.012884754687547684,0.0009827782632783055,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8095238095238095,1.0,0.9444444444444445,0.809626051171945,1.0,0.9538239538239538,0.8144409937888198,0.19047619047619047
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.05,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,100,7.17258226359263e-05,0.00390689866617322,0.0002670707763172686,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8658008658008658,1.0,0.9111111111111111,0.8631239935587761,1.0,0.9111111111111111,0.8655760628605079,0.1341991341991342
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.2,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,270,0.0003959586611017585,0.003161033848300576,0.001028165454044938,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8311688311688312,1.0,0.9111111111111111,0.8302021828591877,1.0,0.9111111111111111,0.8342646429487912,0.16883116883116878
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.2,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,120,0.00031790119828656316,0.003706029150635004,0.0010591070167720318,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8268398268398268,1.0,0.9111111111111111,0.8268026480586866,1.0,0.9111111111111111,0.8263143666140209,0.17316017316017318
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.2,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.0017233365215361118,0.001733848825097084,0.0020701063331216574,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.7965367965367965,1.0,0.9444444444444445,0.7979960636965467,1.0,0.9538239538239538,0.7999875079221548,0.20346320346320346
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.2,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.0003085737116634846,0.005228506401181221,0.0013542750384658575,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8138528138528138,1.0,0.9444444444444445,0.8130255859724459,1.0,0.9538239538239538,0.8195767195767196,0.18614718614718617
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.2,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.00015791101031936705,0.0018379613757133484,0.000525503302924335,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8787878787878788,1.0,0.9111111111111111,0.8761853641080695,1.0,0.9111111111111111,0.8790894907539012,0.12121212121212122
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.5,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,280,0.0005778822815045714,0.001214482937939465,0.0011851238086819649,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8441558441558441,1.0,0.9444444444444445,0.843263553408481,1.0,0.9538239538239538,0.8470092134790809,0.1558441558441559
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.5,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,140,0.00035517997457645833,0.0017260583117604256,0.0012182091595605016,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8484848484848485,1.0,0.9444444444444445,0.8466630882089818,1.0,0.9538239538239538,0.8495114057076053,0.1515151515151515
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.5,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.0013824468478560448,0.0008097013924270868,0.0017872975440695882,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8095238095238095,1.0,0.9444444444444445,0.8103417427088924,1.0,0.9538239538239538,0.812637241985068,0.19047619047619047
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.5,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,50,0.0004516337940003723,0.002791882725432515,0.0018475751858204603,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9615384615384616,0.8181818181818182,1.0,0.9444444444444445,0.8178565038468419,1.0,0.9538239538239538,0.8214860565225529,0.18181818181818177
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,Deep CORAL-UDA,0.5,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0002578511484898627,0.0007895652670413256,0.0006526337820105255,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,26,231,1.0,0.9230769230769231,0.8744588744588745,1.0,0.9111111111111111,0.8720701377706209,1.0,0.9111111111111111,0.8747556386779708,0.1255411255411255
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,no target-domain adaptation loss,target validation labels,20,0.00015688312123529613,,0.00015688312123529613,min L using the same MLP source-only classification loss as DANN,30,30,0,273,40,205,0.8666666666666667,0.9,0.6878048780487804,0.8888888888888888,0.9,0.6953573291601459,0.8545548654244306,0.8956759715380406,0.6822233396655121,0.17886178861788626
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,no target-domain adaptation loss,target validation labels,100,0.00011390523286536336,,0.00011390523286536336,min L using the same MLP source-only classification loss as DANN,30,30,0,273,40,205,1.0,0.9,0.7658536585365854,1.0,0.9,0.7680900216111484,1.0,0.9063067150635208,0.769202130344793,0.23414634146341462
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,no target-domain adaptation loss,target validation labels,50,0.00020935546490363777,,0.00020935546490363777,min L using the same MLP source-only classification loss as DANN,30,30,0,273,40,205,1.0,0.875,0.7658536585365854,1.0,0.8777777777777779,0.7674938520008943,1.0,0.8843320422267791,0.7733730958174777,0.23414634146341462
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,no target-domain adaptation loss,target validation labels,40,0.00010370092786615714,,0.00010370092786615714,min L using the same MLP source-only classification loss as DANN,30,30,0,273,40,205,1.0,0.825,0.697560975609756,1.0,0.8333333333333334,0.7017661524703778,1.0,0.8388663967611336,0.704124438504659,0.30243902439024395
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,no target-domain adaptation loss,target validation labels,350,0.0001266225299332291,,0.0001266225299332291,min L using the same MLP source-only classification loss as DANN,30,30,0,273,40,205,1.0,0.9,0.7853658536585366,1.0,0.9,0.7850808555033907,1.0,0.9063067150635208,0.7919559479483386,0.21463414634146338
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0002930501359514892,0.005103206727653742,0.0005482104606926441,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,0.8666666666666667,0.85,0.7121951219512195,0.888888888888889,0.8555555555555555,0.7176391683433936,0.8595520421607378,0.856547619047619,0.7143027295285359,0.15447154471544722
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,160,0.00024133296392392367,0.00821639969944954,0.0006521529285237193,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.9,0.8292682926829268,1.0,0.9,0.8285267158506594,1.0,0.899925843529848,0.8279785589880381,0.1707317073170732
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,90,0.00042183601181022823,0.010036962106823921,0.000923684099689126,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.875,0.8146341463414634,1.0,0.8777777777777779,0.8144422088084061,1.0,0.8843320422267791,0.8148134830481234,0.18536585365853664
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,3,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,40,0.00033854052890092134,0.012884754687547684,0.0009827782632783055,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.825,0.8048780487804879,1.0,0.8333333333333334,0.8044563678366495,1.0,0.8388663967611336,0.808633580297033,0.19512195121951215
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.05,4,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,100,7.17258226359263e-05,0.00390689866617322,0.0002670707763172686,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.9,0.8634146341463415,1.0,0.9,0.8607943960056635,1.0,0.899925843529848,0.863358087624225,0.13658536585365855
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,0,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,20,0.0003959586611017585,0.003161033848300576,0.001028165454044938,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,0.9,0.85,0.7170731707317073,0.9166666666666666,0.8555555555555555,0.7223340040241447,0.8943001443001443,0.856547619047619,0.7194794620138131,0.18292682926829273
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,1,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,200,0.00031790119828656316,0.003706029150635004,0.0010591070167720318,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.925,0.848780487804878,1.0,0.9222222222222222,0.84670988896341,1.0,0.928343586238323,0.849236542809895,0.15121951219512197
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,Deep CORAL-UDA,0.2,2,source labels only,source/target features only; gas labels not used for Deep CORAL covariance loss,target validation labels,70,0.0017233365215361118,0.001733848825097084,0.0020701063331216574,"min L + lambda*Lcoral, where Lcoral = ||Cs - Ct||_F^2 / (4*d^2)",30,30,0,273,40,205,1.0,0.875,0.8634146341463415,1.0,0.8777777777777779,0.8613905656159178,1.0,0.8843320422267791,0.86509324009324,0.13658536585365855
