split,description,task,variant,lambda,conditional_alignment_strength,seed,classifier_label_usage,domain_label_usage,model_selection_labels,selection_status,best_epoch,feature_extractor_objective,condition_map,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_test_accuracy_gap,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,domain_discriminator_accuracy,L_last,Ld_last,Ld_cdan_last,Lc_last,backward_loss_scalar_last
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.05,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,220,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1551020408163265,1.0,0.9642857142857143,0.8448979591836735,1.0,0.9666666666666667,0.8444302856536052,1.0,0.9628482972136223,0.8462853396957716,0.900990099009901,0.0011641773162409663,0.2968825399875641,0.30385732650756836,0.06902951002120972,0.6053555011749268
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.05,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,85,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.12244897959183676,1.0,0.9642857142857143,0.8775510204081632,1.0,0.9666666666666667,0.8747477965381757,1.0,0.9628482972136223,0.8796420573185345,0.900990099009901,0.001006561447866261,0.3345472812652588,0.3175312578678131,0.06283975392580032,0.6562271118164062
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.05,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,75,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.15102040816326534,1.0,0.9642857142857143,0.8489795918367347,1.0,0.9666666666666667,0.8503769778060953,1.0,0.9628482972136223,0.8484034495737455,0.900990099009901,0.010408410802483559,0.29892805218696594,0.3036453425884247,0.15428687632083893,0.6206961274147034
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.2,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,300,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.10612244897959189,1.0,0.9642857142857143,0.8938775510204081,1.0,0.9666666666666667,0.8909419135605819,1.0,0.9628482972136223,0.8948439842354703,0.9042904290429042,0.015291358344256878,0.3200916647911072,0.33268535137176514,0.027867630124092102,0.6736419200897217
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.2,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,235,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.09795918367346934,1.0,0.9642857142857143,0.9020408163265307,1.0,0.9666666666666667,0.8986938515450781,1.0,0.9628482972136223,0.9016242724295637,0.900990099009901,0.0004459215560927987,0.3168977200984955,0.3085155785083771,0.010573922656476498,0.6279740333557129
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.2,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.2204081632653061,1.0,0.9642857142857143,0.7795918367346939,1.0,0.9666666666666667,0.7824147817776362,1.0,0.9628482972136223,0.7765988148966873,0.900990099009901,0.00587394880130887,0.33141425251960754,0.30631572008132935,0.04435737431049347,0.6524754166603088
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.2,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,80,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1306122448979592,1.0,0.9642857142857143,0.8693877551020408,1.0,0.9666666666666667,0.8676860996070936,1.0,0.9628482972136223,0.8718315817079499,0.9141914191419142,0.0029461411759257317,0.3348653018474579,0.3021155595779419,0.058954138308763504,0.6517178416252136
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.2,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,70,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.16326530612244894,1.0,0.9642857142857143,0.8367346938775511,1.0,0.9666666666666667,0.835297865562281,1.0,0.9628482972136223,0.8376190476190476,0.900990099009901,0.04310794547200203,0.3138515055179596,0.3181656002998352,0.023833446204662323,0.6798917651176453
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,55,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.12653061224489792,1.0,1.0,0.8734693877551021,1.0,1.0,0.8715620685993417,1.0,1.0,0.8762236289311027,0.9075907590759076,0.007123150862753391,0.31693437695503235,0.3089534342288971,0.027591565623879433,0.6468067765235901
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.5,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.15918367346938778,1.0,0.9642857142857143,0.8408163265306122,1.0,0.9666666666666667,0.8405543166613572,1.0,0.9628482972136223,0.8391104222441407,0.900990099009901,0.009974442422389984,0.32716265320777893,0.31920325756073,0.02696857787668705,0.6698246598243713
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.5,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.22448979591836737,1.0,0.9642857142857143,0.7755102040816326,1.0,0.9666666666666667,0.7778485717319742,1.0,0.9628482972136223,0.7706807058414821,0.9042904290429042,0.009139572270214558,0.31869205832481384,0.29565930366516113,0.028128335252404213,0.6375551223754883
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.5,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,80,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.12244897959183676,1.0,0.9642857142857143,0.8775510204081632,1.0,0.9666666666666667,0.8768185196984177,1.0,0.9665831244778613,0.8801729125862671,0.9042904290429042,0.00239968323148787,0.32860422134399414,0.30631521344184875,0.04171791300177574,0.6581780314445496
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.05,0.5,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,60,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.15102040816326534,1.0,0.9642857142857143,0.8489795918367347,1.0,0.9666666666666667,0.8483062546458533,1.0,0.9628482972136223,0.8498255475637975,0.900990099009901,0.010429267771542072,0.31974947452545166,0.3214496076107025,0.04746946692466736,0.6753631234169006
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.05,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,55,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.23673469387755097,1.0,0.9642857142857143,0.763265306122449,1.0,0.9666666666666667,0.766910905808644,1.0,0.9665831244778613,0.7706259787478559,0.9042904290429042,0.0025450424291193485,0.3321553170681,0.3471207618713379,0.2824554145336151,0.6959438920021057
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.05,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,140,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1673469387755102,1.0,0.9285714285714286,0.8326530612244898,1.0,0.9333333333333332,0.832802378676861,1.0,0.9274821039526921,0.8316573563739004,0.9108910891089109,0.005470260512083769,0.3297503590583801,0.2802310883998871,0.08308858424425125,0.6196061372756958
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.05,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,65,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.22448979591836737,1.0,0.9642857142857143,0.7755102040816326,1.0,0.9666666666666667,0.7785388127853882,1.0,0.9628482972136223,0.7739199898359459,0.9042904290429042,0.011377559043467045,0.34034672379493713,0.2843206822872162,0.3185219466686249,0.6519711017608643
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.05,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.21224489795918366,1.0,0.9642857142857143,0.7877551020408163,1.0,0.9666666666666667,0.7901667197621324,1.0,0.9665831244778613,0.7896464242488879,0.9042904290429042,0.006557355634868145,0.37730810046195984,0.3332720100879669,0.46205827593803406,0.7402403950691223
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.05,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,135,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1673469387755102,1.0,0.9642857142857143,0.8326530612244898,1.0,0.9666666666666667,0.8321121376234469,1.0,0.9628482972136223,0.8344164532283345,0.8910891089108911,0.0033839307725429535,0.27265140414237976,0.3205800950527191,0.5981292724609375,0.62652188539505
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,55,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.13469387755102036,1.0,1.0,0.8653061224489796,1.0,1.0,0.8638101306148455,1.0,1.0,0.8675575632097372,0.9042904290429042,0.003613194916397333,0.33372464776039124,0.31739944219589233,0.0606306791305542,0.6668634414672852
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,135,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.13469387755102036,1.0,0.9642857142857143,0.8653061224489796,1.0,0.9666666666666667,0.8638101306148455,1.0,0.9628482972136223,0.8646646211334188,0.900990099009901,0.003442323999479413,0.3291463255882263,0.31475651264190674,0.037125106900930405,0.6547701954841614
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.20408163265306123,1.0,0.9642857142857143,0.7959183673469388,1.0,0.9666666666666667,0.7972284166932143,1.0,0.9628482972136223,0.7972593313254174,0.900990099009901,0.009323274716734886,0.336592435836792,0.3067418932914734,0.0666508749127388,0.6659877896308899
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,50,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.12244897959183676,1.0,1.0,0.8775510204081632,1.0,1.0,0.8754380375915897,1.0,1.0,0.8802462415045319,0.900990099009901,0.009558839723467827,0.3444203734397888,0.31009697914123535,0.04111062362790108,0.6722983121871948
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.2,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,95,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.15918367346938778,1.0,0.9642857142857143,0.8408163265306122,1.0,0.9666666666666667,0.8412445577147712,1.0,0.9628482972136223,0.8415176225015393,0.900990099009901,0.01345077808946371,0.33338600397109985,0.3415886461734772,0.08108725398778915,0.7046428918838501
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,100,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.12653061224489792,1.0,1.0,0.8734693877551021,1.0,1.0,0.8701815864925134,1.0,1.0,0.8757308025229585,0.900990099009901,0.0027781249955296516,0.3284251391887665,0.32292449474334717,0.013724992983043194,0.6609902381896973
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,60,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.13877551020408163,1.0,0.9642857142857143,0.8612244897959184,1.0,0.9666666666666667,0.8592439205691834,1.0,0.9628482972136223,0.8602943405554274,0.900990099009901,0.020198913291096687,0.324970006942749,0.32606741786003113,0.016622373834252357,0.6795475482940674
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,45,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.20408163265306123,1.0,0.9642857142857143,0.7959183673469388,1.0,0.9666666666666667,0.7979186577466285,1.0,0.9628482972136223,0.7970361731842895,0.900990099009901,0.011497593484818935,0.3210129737854004,0.32898861169815063,0.02495385706424713,0.6739760637283325
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,75,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.15102040816326534,1.0,0.9642857142857143,0.8489795918367347,1.0,0.9583333333333334,0.8462355314856111,1.0,0.9619047619047619,0.8525407020624431,0.900990099009901,0.030760295689105988,0.3431522846221924,0.3278682827949524,0.04550273343920708,0.7245322465896606
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.2,0.5,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,90,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.22448979591836737,1.0,0.9642857142857143,0.7755102040816326,1.0,0.9666666666666667,0.7785388127853882,1.0,0.9628482972136223,0.7753089983104008,0.900990099009901,0.010315582156181335,0.3201651871204376,0.3137950003147125,0.02969251573085785,0.6591220498085022
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,35,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.21632653061224494,1.0,0.9285714285714286,0.7836734693877551,1.0,0.9333333333333332,0.7869809918232983,1.0,0.9274821039526921,0.781239477817706,0.9042904290429042,0.06458649039268494,0.3678211271762848,0.31913554668426514,0.8429937362670898,0.7936928272247314
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,100,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.16326530612244894,1.0,0.9285714285714286,0.8367346938775511,1.0,0.9249999999999999,0.8366783476691091,1.0,0.9249999999999999,0.83658755410855,0.9042904290429042,0.049992021173238754,0.3512219786643982,0.28179076313972473,1.3905357122421265,0.7525315284729004
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,160,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.13877551020408163,1.0,0.9285714285714286,0.8612244897959184,1.0,0.9249999999999999,0.8585536795157694,1.0,0.9249999999999999,0.8620004777581837,0.900990099009901,0.0022151698358356953,0.34694549441337585,0.29849234223365784,0.2687668800354004,0.6610913276672363
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,75,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.19183673469387752,1.0,0.9642857142857143,0.8081632653061225,1.0,0.9666666666666667,0.8095465647233726,1.0,0.9628482972136223,0.808696275933562,0.9042904290429042,0.024573566392064095,0.4571227431297302,0.35625210404396057,1.1939960718154907,0.8976482152938843
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.05,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,170,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1306122448979592,1.0,0.9642857142857143,0.8693877551020408,1.0,0.9666666666666667,0.8690665817139216,1.0,0.9628482972136223,0.869597278264215,0.900990099009901,0.006518350914120674,0.32865849137306213,0.3322834372520447,0.3283187448978424,0.6838762760162354
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.2,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,35,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.19183673469387752,1.0,1.0,0.8081632653061225,1.0,1.0,0.8102368057767867,1.0,1.0,0.8071253499644363,0.900990099009901,0.062084272503852844,0.3730517625808716,0.36131390929222107,0.1975764036178589,0.8359651565551758
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.2,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,225,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.09795918367346934,1.0,0.9642857142857143,0.9020408163265307,1.0,0.9666666666666667,0.8993840925984921,1.0,0.9628482972136223,0.9015805844300027,0.900990099009901,0.0007234028889797628,0.3289310932159424,0.321987122297287,0.11616424471139908,0.674874484539032
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.2,2,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,290,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1306122448979592,1.0,0.9285714285714286,0.8693877551020408,1.0,0.9249999999999999,0.8663056175002656,1.0,0.9249999999999999,0.8702710379254271,0.900990099009901,0.017785586416721344,0.3242914080619812,0.3280095160007477,0.06675364822149277,0.6834372282028198
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.2,3,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,50,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.13469387755102036,1.0,0.9642857142857143,0.8653061224489796,1.0,0.9666666666666667,0.8631198895614315,1.0,0.9628482972136223,0.8647134203168686,0.900990099009901,0.02231987565755844,0.39071524143218994,0.3254612982273102,0.13847728073596954,0.7661918997764587
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.2,4,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,65,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1673469387755102,1.0,0.9642857142857143,0.8326530612244898,1.0,0.9666666666666667,0.832802378676861,1.0,0.9628482972136223,0.8295758258258258,0.900990099009901,0.014674851670861244,0.3589566648006439,0.4368818998336792,0.29406845569610596,0.8693270683288574
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.5,0,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,40,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.18367346938775508,1.0,1.0,0.8163265306122449,1.0,1.0,0.8159180206010407,1.0,1.0,0.8173939109581899,0.900990099009901,0.019903793931007385,0.33809179067611694,0.3449271321296692,0.05886150524020195,0.7323534488677979
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,CDAN+C-DANN-UDA,0.5,0.5,1,source labels only,source/target domain labels only; gas labels not used for domain losses,target validation labels,validation-selected best hyperparameters,25,min L - lambda*Ld - lambda*Ld_cdan + alpha*Lc via GRL and centroid alignment,"T(h,g)=softmax(G_y(h)) outer h; shape N x (C*16)",30,30,0,0,273,28,245,0.1333333333333333,0.9333333333333333,0.9642857142857143,0.8,0.9444444444444445,0.9666666666666667,0.8017946267388766,0.9220779220779222,0.9628482972136223,0.7955925035009263,0.9042904290429042,0.14535464346408844,0.37253355979919434,0.3722051680088043,0.13037317991256714,0.9552799463272095
