split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_last,backward_loss_scalar_last,feature_extractor_objective,class_loss_last,domain_loss_last,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,160,0.0027656389866024256,0.3080936670303345,0.3108592927455902,min L - lambda*Ld via gradient reversal,0.0027656389866024256,0.3080936670303345,46,30,0,16,273,26,231,1.0,1.0,0.8571428571428571,1.0,1.0,0.8570406154947218,1.0,1.0,0.8614472258653133,0.1428571428571429,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.2,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.002151687163859606,0.29845574498176575,0.30060744285583496,min L - lambda*Ld via gradient reversal,0.002151687163859606,0.29845574498176575,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8268398268398268,1.0,0.9666666666666667,0.8303811057434246,1.0,0.9568151147098516,0.8281203606610364,0.17316017316017318,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.2,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,4.093211828148924e-05,0.3081406354904175,0.3081815540790558,min L - lambda*Ld via gradient reversal,4.093211828148924e-05,0.3081406354904175,46,30,0,16,273,26,231,0.9782608695652174,0.9615384615384616,0.8311688311688312,0.9803921568627452,0.9666666666666667,0.8337806405439255,0.9765656565656565,0.9568151147098516,0.8314937367778126,0.14709203839638618,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,210,0.0005367959383875132,0.30738645792007446,0.30792325735092163,min L - lambda*Ld via gradient reversal,0.0005367959383875132,0.30738645792007446,46,30,0,16,273,26,231,1.0,0.9230769230769231,0.8268398268398268,1.0,0.9111111111111111,0.8289497226695294,1.0,0.9204906204906204,0.8307469127342363,0.17316017316017318,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.5,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.0006556223379448056,0.31539416313171387,0.3160497844219208,min L - lambda*Ld via gradient reversal,0.0006556223379448056,0.31539416313171387,46,30,0,16,273,26,231,1.0,1.0,0.8874458874458875,1.0,1.0,0.8879942744677044,1.0,1.0,0.8866027795524198,0.11255411255411252,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.5,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,150,0.006469903513789177,0.30875080823898315,0.3152207136154175,min L - lambda*Ld via gradient reversal,0.006469903513789177,0.30875080823898315,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8961038961038961,1.0,0.9666666666666667,0.8983718017534442,1.0,0.9568151147098516,0.8967301956363466,0.10389610389610393,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.5,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0001311127416556701,0.2879241704940796,0.28805527091026306,min L - lambda*Ld via gradient reversal,0.0001311127416556701,0.2879241704940796,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8268398268398268,1.0,0.9666666666666667,0.8318124888173197,1.0,0.9568151147098516,0.8293347677963062,0.17316017316017318,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.5,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.00017339565965812653,0.29071199893951416,0.29088538885116577,min L - lambda*Ld via gradient reversal,0.00017339565965812653,0.29071199893951416,46,30,0,16,273,26,231,0.9565217391304348,0.9615384615384616,0.8528138528138528,0.9607843137254902,0.9666666666666667,0.8550724637681159,0.953525641025641,0.9568151147098516,0.8535691624746183,0.10370788631658201,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.00015688312123529613,0.0,0.00015688312123529613,min L - lambda*Ld via gradient reversal,0.00015688312123529613,0.0,30,30,0,28,273,40,205,0.8666666666666667,0.9,0.6878048780487804,0.8888888888888888,0.9,0.6953573291601459,0.8545548654244306,0.8956759715380406,0.6822233396655121,0.17886178861788626,0.5478547854785478
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,100,0.00011390523286536336,0.0,0.00011390523286536336,min L - lambda*Ld via gradient reversal,0.00011390523286536336,0.0,30,30,0,28,273,40,205,1.0,0.9,0.7658536585365854,1.0,0.9,0.7680900216111484,1.0,0.9063067150635208,0.769202130344793,0.23414634146341462,0.29372937293729373
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,0.00020935546490363777,0.0,0.00020935546490363777,min L - lambda*Ld via gradient reversal,0.00020935546490363777,0.0,30,30,0,28,273,40,205,1.0,0.875,0.7658536585365854,1.0,0.8777777777777779,0.7674938520008943,1.0,0.8843320422267791,0.7733730958174777,0.23414634146341462,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.00010370092786615714,0.0,0.00010370092786615714,min L - lambda*Ld via gradient reversal,0.00010370092786615714,0.0,30,30,0,28,273,40,205,1.0,0.825,0.697560975609756,1.0,0.8333333333333334,0.7017661524703778,1.0,0.8388663967611336,0.704124438504659,0.30243902439024395,0.22442244224422442
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,350,0.0001266225299332291,0.0,0.0001266225299332291,min L - lambda*Ld via gradient reversal,0.0001266225299332291,0.0,30,30,0,28,273,40,205,1.0,0.9,0.7853658536585366,1.0,0.9,0.7850808555033907,1.0,0.9063067150635208,0.7919559479483386,0.21463414634146338,0.528052805280528
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.0001314499240834266,0.2960902452468872,0.29622170329093933,min L - lambda*Ld via gradient reversal,0.0001314499240834266,0.2960902452468872,30,30,0,28,273,40,205,0.8333333333333334,0.9,0.6926829268292682,0.8611111111111112,0.9,0.698859825620389,0.8240387063916476,0.9063067150635208,0.6926581098806386,0.14065040650406513,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,370,7.345798803726211e-05,0.30905866622924805,0.3091321289539337,min L - lambda*Ld via gradient reversal,7.345798803726211e-05,0.30905866622924805,30,30,0,28,273,40,205,1.0,0.875,0.8,1.0,0.8777777777777779,0.8003577017661524,1.0,0.8843320422267791,0.8001170960187354,0.19999999999999996,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,0.0002994804526679218,0.2665478587150574,0.2668473422527313,min L - lambda*Ld via gradient reversal,0.0002994804526679218,0.2665478587150574,30,30,0,28,273,40,205,1.0,0.9,0.7268292682926829,1.0,0.9,0.7299351665548849,1.0,0.9063067150635208,0.736326777706088,0.2731707317073171,0.9075907590759076
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,270,2.710722401388921e-05,0.3225756287574768,0.3226027488708496,min L - lambda*Ld via gradient reversal,2.710722401388921e-05,0.3225756287574768,30,30,0,28,273,40,205,1.0,0.875,0.824390243902439,1.0,0.8777777777777779,0.8238318801699083,1.0,0.8843320422267791,0.8260548864036329,0.17560975609756102,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,4.3401199945947155e-05,0.24918554723262787,0.24922895431518555,min L - lambda*Ld via gradient reversal,4.3401199945947155e-05,0.24918554723262787,30,30,0,28,273,40,205,1.0,0.9,0.7073170731707317,1.0,0.9,0.7111558238318801,1.0,0.9063067150635208,0.7135416955691646,0.29268292682926833,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,7.669518527109176e-05,0.3006330132484436,0.30070969462394714,min L - lambda*Ld via gradient reversal,7.669518527109176e-05,0.3006330132484436,30,30,0,28,273,40,205,0.8,0.9,0.7073170731707317,0.8333333333333334,0.9,0.7135405022728967,0.7937356760886173,0.9063067150635208,0.7076927758022182,0.09268292682926838,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,340,0.00011059295502491295,0.28876081109046936,0.2888714075088501,min L - lambda*Ld via gradient reversal,0.00011059295502491295,0.28876081109046936,30,30,0,28,273,40,205,1.0,0.925,0.697560975609756,1.0,0.9222222222222222,0.7011699828601237,1.0,0.9279758536125259,0.7032911060017543,0.30243902439024395,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.006761645432561636,0.33474141359329224,0.3415030539035797,min L - lambda*Ld via gradient reversal,0.006761645432561636,0.33474141359329224,30,30,0,28,273,40,205,1.0,0.9,0.6878048780487804,1.0,0.9,0.6917803114986213,1.0,0.9063067150635208,0.6941383203727559,0.31219512195121957,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,60,6.510765524581075e-05,0.3600616455078125,0.3601267635822296,min L - lambda*Ld via gradient reversal,6.510765524581075e-05,0.3600616455078125,30,30,0,28,273,40,205,1.0,0.9,0.6926829268292682,1.0,0.9,0.6964751471793725,1.0,0.9063067150635208,0.695844769606837,0.30731707317073176,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,9.662437514634803e-05,0.28659823536872864,0.28669485449790955,min L - lambda*Ld via gradient reversal,9.662437514634803e-05,0.28659823536872864,30,30,0,28,273,40,205,1.0,0.9,0.7024390243902439,1.0,0.9,0.7064609881511289,1.0,0.9063067150635208,0.7055361638552032,0.29756097560975614,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,2.624425724206958e-05,0.3307923972606659,0.33081865310668945,min L - lambda*Ld via gradient reversal,2.624425724206958e-05,0.3307923972606659,30,30,0,28,273,40,205,1.0,0.925,0.7024390243902439,1.0,0.9222222222222222,0.7058648185408748,1.0,0.9279758536125259,0.7087558498428675,0.29756097560975614,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,220,5.236527067609131e-05,0.30066490173339844,0.3007172644138336,min L - lambda*Ld via gradient reversal,5.236527067609131e-05,0.30066490173339844,30,30,0,28,273,40,205,1.0,0.9,0.8292682926829268,1.0,0.9,0.8273343766301512,1.0,0.9063067150635208,0.8315567235095026,0.1707317073170732,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0002213474945165217,0.2993362545967102,0.2995575964450836,min L - lambda*Ld via gradient reversal,0.0002213474945165217,0.2993362545967102,30,30,0,28,273,40,205,1.0,0.9,0.7024390243902439,1.0,0.9,0.707057157761383,1.0,0.9063067150635208,0.7033471090002976,0.29756097560975614,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,110,5.979817797197029e-05,0.31862154603004456,0.3186813294887543,min L - lambda*Ld via gradient reversal,5.979817797197029e-05,0.31862154603004456,30,30,0,28,273,40,205,1.0,0.9,0.697560975609756,1.0,0.9,0.7011699828601237,1.0,0.9063067150635208,0.7084175974092718,0.30243902439024395,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,4.1213323129341006e-05,0.3066076338291168,0.306648850440979,min L - lambda*Ld via gradient reversal,4.1213323129341006e-05,0.3066076338291168,30,30,0,28,273,40,205,1.0,0.875,0.8585365853658536,1.0,0.8777777777777779,0.8572918995454207,1.0,0.8843320422267791,0.8578608355623792,0.14146341463414636,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,9.787507588043809e-05,0.0,9.787507588043809e-05,min L - lambda*Ld via gradient reversal,9.787507588043809e-05,0.0,58,30,0,28,273,40,205,0.9827586206896551,0.9,0.848780487804878,0.9848484848484849,0.9111111111111111,0.8502869066249348,0.9807538091419407,0.9095022624434389,0.8490063233965673,0.1339781328847771,0.10891089108910891
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,260,0.00013205570576246828,0.0,0.00013205570576246828,min L - lambda*Ld via gradient reversal,0.00013205570576246828,0.0,58,30,0,28,273,40,205,1.0,0.975,0.9365853658536586,1.0,0.9777777777777779,0.9359862880989641,1.0,0.9777530589543938,0.9377320338905853,0.06341463414634141,0.32673267326732675
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,260,5.40391520189587e-05,0.0,5.40391520189587e-05,min L - lambda*Ld via gradient reversal,5.40391520189587e-05,0.0,58,30,0,28,273,40,205,1.0,0.975,0.9121951219512195,1.0,0.9666666666666667,0.9101274312541919,1.0,0.9717034521788342,0.9124198066323302,0.08780487804878045,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,60,9.667420090408996e-05,0.0,9.667420090408996e-05,min L - lambda*Ld via gradient reversal,9.667420090408996e-05,0.0,58,30,0,28,273,40,205,1.0,0.9,0.8195121951219512,1.0,0.9111111111111111,0.8227140621506819,1.0,0.9095022624434389,0.8181782581453634,0.18048780487804883,0.12871287128712872
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,MLP source + target labels,0.0,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,280,5.016010254621506e-05,0.0,5.016010254621506e-05,min L - lambda*Ld via gradient reversal,5.016010254621506e-05,0.0,58,30,0,28,273,40,205,1.0,0.975,0.8926829268292683,1.0,0.9777777777777779,0.8931365973619494,1.0,0.9777530589543938,0.8926236068623202,0.10731707317073169,0.20132013201320131
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,270,0.0003065104247070849,0.31808915734291077,0.3183956742286682,min L - lambda*Ld via gradient reversal,0.0003065104247070849,0.31808915734291077,58,30,0,28,273,40,205,1.0,0.95,0.8829268292682927,1.0,0.9555555555555556,0.8819584171696847,1.0,0.9553571428571429,0.8836649857090485,0.11707317073170731,0.8910891089108911
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.00034020509338006377,0.321751207113266,0.32209140062332153,min L - lambda*Ld via gradient reversal,0.00034020509338006377,0.321751207113266,58,30,0,28,273,40,205,0.9482758620689655,0.95,0.8829268292682927,0.9545454545454546,0.9555555555555556,0.883746926000447,0.943351691581432,0.9495647721454173,0.8827520858770859,0.06534903280067283,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,390,3.371260027051903e-05,0.3012377619743347,0.3012714684009552,min L - lambda*Ld via gradient reversal,3.371260027051903e-05,0.3012377619743347,58,30,0,28,273,40,205,1.0,0.95,0.8634146341463415,1.0,0.9444444444444443,0.8613905656159178,1.0,0.9444197256210605,0.8630653789480429,0.13658536585365855,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,90,2.1314095647539943e-05,0.2816094160079956,0.2816307246685028,min L - lambda*Ld via gradient reversal,2.1314095647539943e-05,0.2816094160079956,58,30,0,28,273,40,205,1.0,0.925,0.8780487804878049,1.0,0.9333333333333332,0.8790520903196959,1.0,0.9326599326599326,0.8790485584206434,0.12195121951219512,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0005200610612519085,0.29960331320762634,0.3001233637332916,min L - lambda*Ld via gradient reversal,0.0005200610612519085,0.29960331320762634,58,30,0,28,273,40,205,1.0,0.925,0.8682926829268293,1.0,0.9333333333333332,0.8696624189581935,1.0,0.9326599326599326,0.8688333333333333,0.13170731707317074,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,340,5.147631964064203e-05,0.28767314553260803,0.2877246141433716,min L - lambda*Ld via gradient reversal,5.147631964064203e-05,0.28767314553260803,58,30,0,28,273,40,205,1.0,0.975,0.8829268292682927,1.0,0.9777777777777779,0.883746926000447,1.0,0.9777530589543938,0.8823631043095418,0.11707317073170731,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,370,0.0002219250163761899,0.28853994607925415,0.2887618839740753,min L - lambda*Ld via gradient reversal,0.0002219250163761899,0.28853994607925415,58,30,0,28,273,40,205,1.0,1.0,0.9219512195121952,1.0,1.0,0.9219017810567106,1.0,1.0,0.9231578576893082,0.07804878048780484,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,150,8.628831710666418e-05,0.29243090748786926,0.29251718521118164,min L - lambda*Ld via gradient reversal,8.628831710666418e-05,0.29243090748786926,58,30,0,28,273,40,205,1.0,0.975,0.8926829268292683,1.0,0.9777777777777779,0.8913480885311871,1.0,0.9777530589543938,0.8930420387556294,0.10731707317073169,0.8943894389438944
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,230,0.00019590446026995778,0.27660760283470154,0.27680349349975586,min L - lambda*Ld via gradient reversal,0.00019590446026995778,0.27660760283470154,58,30,0,28,273,40,205,1.0,0.975,0.8731707317073171,1.0,0.9777777777777779,0.8719725761979283,1.0,0.9777530589543938,0.8723673023843724,0.12682926829268293,0.9141914191419142
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.2,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,380,0.0007589466986246407,0.29969722032546997,0.300456166267395,min L - lambda*Ld via gradient reversal,0.0007589466986246407,0.29969722032546997,58,30,0,28,273,40,205,1.0,0.95,0.8829268292682927,1.0,0.9555555555555556,0.8831507563901929,1.0,0.9555555555555556,0.882739227216851,0.11707317073170731,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0004955427721142769,0.3131773769855499,0.3136729300022125,min L - lambda*Ld via gradient reversal,0.0004955427721142769,0.3131773769855499,58,30,0,28,273,40,205,0.9827586206896551,0.95,0.8682926829268293,0.9848484848484849,0.9555555555555556,0.8678739101274312,0.9807538091419407,0.9553571428571429,0.8688278716504523,0.11446593776282588,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,290,0.0001367184449918568,0.31649351119995117,0.3166302442550659,min L - lambda*Ld via gradient reversal,0.0001367184449918568,0.31649351119995117,58,30,0,28,273,40,205,1.0,0.95,0.8780487804878049,1.0,0.9555555555555556,0.8784559207094418,1.0,0.9553571428571429,0.8795805598224953,0.12195121951219512,0.9042904290429042
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,240,9.427025361219421e-05,0.2984364926815033,0.2985307574272156,min L - lambda*Ld via gradient reversal,9.427025361219421e-05,0.2984364926815033,58,30,0,28,273,40,205,1.0,1.0,0.8975609756097561,1.0,1.0,0.8966390938221925,1.0,1.0,0.8971090894261925,0.10243902439024388,0.9108910891089109
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,330,0.007069445680826902,0.2831837832927704,0.290253221988678,min L - lambda*Ld via gradient reversal,0.007069445680826902,0.2831837832927704,58,30,0,28,273,40,205,1.0,0.95,0.8634146341463415,1.0,0.9444444444444443,0.862582904836426,1.0,0.9501285541439807,0.8669368177976212,0.13658536585365855,0.900990099009901
S6_train_I_D1_2_val_D3_5,Train Period I plus labeled target Day1-Day2; validate Day3-Day5; test Day6 onward.,three_class_with_air,DANN-semi,0.5,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0028773092199116945,0.3119124472141266,0.314789742231369,min L - lambda*Ld via gradient reversal,0.0028773092199116945,0.3119124472141266,58,30,0,28,273,40,205,1.0,0.975,0.8926829268292683,1.0,0.9777777777777779,0.8913480885311872,1.0,0.9777530589543938,0.8936826855283799,0.10731707317073169,0.900990099009901
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.00015688312123529613,0.0,0.00015688312123529613,min L - lambda*Ld via gradient reversal,0.00015688312123529613,0.0,30,30,0,42,273,26,205,0.8666666666666667,0.8846153846153846,0.6878048780487804,0.8888888888888888,0.9,0.6953573291601459,0.8545548654244306,0.882010582010582,0.6822233396655121,0.17886178861788626,0.5478547854785478
S7_train_I_D1_3_val_D4_5,Train Period I plus labeled target Day1-Day3; validate Day4-Day5; test Day6 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,100,0.00011390523286536336,0.0,0.00011390523286536336,min L - lambda*Ld via gradient reversal,0.00011390523286536336,0.0,30,30,0,42,273,26,205,1.0,0.8846153846153846,0.7658536585365854,1.0,0.9,0.7680900216111484,1.0,0.899749373433584,0.769202130344793,0.23414634146341462,0.29372937293729373
