split,description,task,variant,lambda,seed,classifier_label_usage,domain_label_usage,model_selection_labels,best_epoch,L_last,Ld_last,backward_loss_scalar_last,feature_extractor_objective,class_loss_last,domain_loss_last,classifier_train_n,source_train_n,source_val_n,target_labeled_train_n,target_domain_n,target_validation_n,target_test_n,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,train_test_accuracy_gap,domain_discriminator_accuracy
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,360,0.00011390523286536336,0.0,0.00011390523286536336,min L - lambda*Ld via gradient reversal,0.00011390523286536336,0.0,30,30,0,0,273,28,245,1.0,0.8571428571428571,0.8,1.0,0.85,0.8004141446320484,1.0,0.8554112554112554,0.8034101953318734,0.19999999999999996,0.2508250825082508
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,180,0.00020935546490363777,0.0,0.00020935546490363777,min L - lambda*Ld via gradient reversal,0.00020935546490363777,0.0,30,30,0,0,273,28,245,1.0,0.9285714285714286,0.7836734693877551,1.0,0.9333333333333332,0.7856005097164703,1.0,0.9326599326599326,0.7882712479092088,0.21632653061224494,0.900990099009901
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,180,0.00010370092786615714,0.0,0.00010370092786615714,min L - lambda*Ld via gradient reversal,0.00010370092786615714,0.0,30,30,0,0,273,28,245,1.0,0.9285714285714286,0.7836734693877551,1.0,0.9333333333333332,0.7856005097164703,1.0,0.9326599326599326,0.7863142431553838,0.21632653061224494,0.17491749174917492
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,310,0.0001266225299332291,0.0,0.0001266225299332291,min L - lambda*Ld via gradient reversal,0.0001266225299332291,0.0,30,30,0,0,273,28,245,1.0,0.8571428571428571,0.7959183673469388,1.0,0.8583333333333334,0.7979186577466285,1.0,0.8560315430520035,0.7958861426841723,0.20408163265306123,0.4884488448844885
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,90,0.0001314499240834266,0.2960902452468872,0.29622170329093933,min L - lambda*Ld via gradient reversal,0.0001314499240834266,0.2960902452468872,30,30,0,0,273,28,245,1.0,0.75,0.7387755102040816,1.0,0.7666666666666666,0.7450355739619837,1.0,0.7415032679738562,0.7410571040708027,0.2612244897959184,0.9075907590759076
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,360,7.345798803726211e-05,0.30905866622924805,0.3091321289539337,min L - lambda*Ld via gradient reversal,7.345798803726211e-05,0.30905866622924805,30,30,0,0,273,28,245,1.0,0.9285714285714286,0.8081632653061225,1.0,0.9333333333333332,0.8109270468302007,1.0,0.9274821039526921,0.8090002340296314,0.19183673469387752,0.8943894389438944
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,90,0.0002994804526679218,0.2665478587150574,0.2668473422527313,min L - lambda*Ld via gradient reversal,0.0002994804526679218,0.2665478587150574,30,30,0,0,273,28,245,1.0,0.8928571428571429,0.8122448979591836,1.0,0.8916666666666666,0.8127322926622066,1.0,0.8948431685273791,0.8152753390888731,0.18775510204081636,0.8943894389438944
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,2.710722401388921e-05,0.3225756287574768,0.3226027488708496,min L - lambda*Ld via gradient reversal,2.710722401388921e-05,0.3225756287574768,30,30,0,0,273,28,245,1.0,0.8928571428571429,0.7795918367346939,1.0,0.8916666666666666,0.7810342996708082,1.0,0.8948431685273791,0.7839827289934451,0.2204081632653061,0.9075907590759076
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,170,4.3401199945947155e-05,0.24918554723262787,0.24922895431518555,min L - lambda*Ld via gradient reversal,4.3401199945947155e-05,0.24918554723262787,30,30,0,0,273,28,245,1.0,0.9285714285714286,0.7755102040816326,1.0,0.9333333333333332,0.7792290538388021,1.0,0.9274821039526921,0.7784444360857478,0.22448979591836737,0.8976897689768977
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,280,7.669518527109176e-05,0.3006330132484436,0.30070969462394714,min L - lambda*Ld via gradient reversal,7.669518527109176e-05,0.3006330132484436,30,30,0,0,273,28,245,1.0,0.8571428571428571,0.8,1.0,0.8583333333333334,0.8017946267388765,1.0,0.8602254428341385,0.8049784115370736,0.19999999999999996,0.9042904290429042
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,170,0.00011059295502491295,0.28876081109046936,0.2888714075088501,min L - lambda*Ld via gradient reversal,0.00011059295502491295,0.28876081109046936,30,30,0,0,273,28,245,1.0,0.8214285714285714,0.7551020408163265,1.0,0.8333333333333334,0.7584687267707338,1.0,0.8245950554134697,0.7554085677105137,0.24489795918367352,0.9042904290429042
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.006761645432561636,0.33474141359329224,0.3415030539035797,min L - lambda*Ld via gradient reversal,0.006761645432561636,0.33474141359329224,30,30,0,0,273,28,245,1.0,0.75,0.7183673469387755,1.0,0.7666666666666666,0.7242752468939152,1.0,0.7239819004524887,0.726998003345745,0.28163265306122454,0.900990099009901
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,140,6.510765524581075e-05,0.3600616455078125,0.3601267635822296,min L - lambda*Ld via gradient reversal,6.510765524581075e-05,0.3600616455078125,30,30,0,0,273,28,245,1.0,0.8214285714285714,0.7142857142857143,1.0,0.8333333333333334,0.7197090368482532,1.0,0.8222222222222223,0.7225721647937234,0.2857142857142857,0.9042904290429042
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,310,9.662437514634803e-05,0.28659823536872864,0.28669485449790955,min L - lambda*Ld via gradient reversal,9.662437514634803e-05,0.28659823536872864,30,30,0,0,273,28,245,1.0,0.8571428571428571,0.8163265306122449,1.0,0.8583333333333334,0.8159180206010407,1.0,0.8560315430520035,0.8215002108844995,0.18367346938775508,0.9174917491749175
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,400,2.624425724206958e-05,0.3307923972606659,0.33081865310668945,min L - lambda*Ld via gradient reversal,2.624425724206958e-05,0.3307923972606659,30,30,0,0,273,28,245,1.0,0.8214285714285714,0.746938775510204,1.0,0.8166666666666668,0.7500265477328236,1.0,0.8211833932657729,0.7564224763979666,0.25306122448979596,0.8976897689768977
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,380,5.236527067609131e-05,0.30066490173339844,0.3007172644138336,min L - lambda*Ld via gradient reversal,5.236527067609131e-05,0.30066490173339844,30,30,0,0,273,28,245,1.0,0.75,0.7714285714285715,1.0,0.7416666666666667,0.771901879579484,1.0,0.7452991452991453,0.777267460283678,0.22857142857142854,0.900990099009901
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,180,0.0002213474945165217,0.2993362545967102,0.2995575964450836,min L - lambda*Ld via gradient reversal,0.0002213474945165217,0.2993362545967102,30,30,0,0,273,28,245,1.0,0.8214285714285714,0.726530612244898,1.0,0.8166666666666668,0.7313369438249974,1.0,0.815311004784689,0.7352924074484418,0.273469387755102,0.9075907590759076
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,5.979817797197029e-05,0.31862154603004456,0.3186813294887543,min L - lambda*Ld via gradient reversal,5.979817797197029e-05,0.31862154603004456,30,30,0,0,273,28,245,1.0,0.7857142857142857,0.710204081632653,1.0,0.7833333333333333,0.7116916215355209,1.0,0.7857142857142856,0.723901014918073,0.28979591836734697,0.9108910891089109
S4_train_I_val_D1_2,Train Period I; validate target Day1-Day2; test every target sample from Day3 onward.,three_class_with_air,DANN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,4.1213323129341006e-05,0.3066076338291168,0.306648850440979,min L - lambda*Ld via gradient reversal,4.1213323129341006e-05,0.3066076338291168,30,30,0,0,273,28,245,1.0,0.8571428571428571,0.8612244897959184,1.0,0.8583333333333334,0.8599341616225975,1.0,0.8633986928104574,0.8613710568615631,0.13877551020408163,0.9108910891089109
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,70,0.00015688312123529613,0.0,0.00015688312123529613,min L - lambda*Ld via gradient reversal,0.00015688312123529613,0.0,30,30,0,16,273,26,231,1.0,0.7692307692307693,0.7619047619047619,1.0,0.7777777777777777,0.7657899445339059,1.0,0.7910685805422647,0.7675546487091479,0.23809523809523814,0.3795379537953795
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,210,0.00011390523286536336,0.0,0.00011390523286536336,min L - lambda*Ld via gradient reversal,0.00011390523286536336,0.0,30,30,0,16,273,26,231,1.0,0.8846153846153846,0.7922077922077922,1.0,0.8777777777777778,0.7938808373590982,1.0,0.886762360446571,0.7966523650617088,0.20779220779220775,0.28052805280528054
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,0.00020935546490363777,0.0,0.00020935546490363777,min L - lambda*Ld via gradient reversal,0.00020935546490363777,0.0,30,30,0,16,273,26,231,1.0,0.9230769230769231,0.7792207792207793,1.0,0.9111111111111111,0.7815351583467525,1.0,0.9204906204906204,0.7855619547242972,0.22077922077922074,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,190,0.00010370092786615714,0.0,0.00010370092786615714,min L - lambda*Ld via gradient reversal,0.00010370092786615714,0.0,30,30,0,16,273,26,231,1.0,0.9230769230769231,0.7748917748917749,1.0,0.9111111111111111,0.7781356235462514,1.0,0.9111111111111111,0.7764909291177814,0.22510822510822515,0.1716171617161716
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source only,0.0,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,390,0.0001266225299332291,0.0,0.0001266225299332291,min L - lambda*Ld via gradient reversal,0.0001266225299332291,0.0,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.8225108225108225,1.0,0.8444444444444444,0.8226874217212381,1.0,0.8444444444444446,0.8249099662997285,0.17748917748917747,0.5082508250825083
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.05,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,350,0.0001314499240834266,0.2960902452468872,0.29622170329093933,min L - lambda*Ld via gradient reversal,0.0001314499240834266,0.2960902452468872,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7445887445887446,1.0,0.8444444444444444,0.748613347647164,1.0,0.8554112554112555,0.7528065803927873,0.2554112554112554,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.05,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,340,7.345798803726211e-05,0.30905866622924805,0.3091321289539337,min L - lambda*Ld via gradient reversal,7.345798803726211e-05,0.30905866622924805,30,30,0,16,273,26,231,1.0,0.9230769230769231,0.7748917748917749,1.0,0.9111111111111111,0.7781356235462514,1.0,0.9111111111111111,0.7745809813824519,0.22510822510822515,0.9108910891089109
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.05,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,90,0.0002994804526679218,0.2665478587150574,0.2668473422527313,min L - lambda*Ld via gradient reversal,0.0002994804526679218,0.2665478587150574,30,30,0,16,273,26,231,1.0,0.8846153846153846,0.8051948051948052,1.0,0.8777777777777778,0.8062265163714439,1.0,0.886762360446571,0.8084249155715355,0.19480519480519476,0.8943894389438944
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.05,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,2.710722401388921e-05,0.3225756287574768,0.3226027488708496,min L - lambda*Ld via gradient reversal,2.710722401388921e-05,0.3225756287574768,30,30,0,16,273,26,231,1.0,0.9230769230769231,0.7705627705627706,1.0,0.9111111111111111,0.7725890141349079,1.0,0.9204906204906204,0.7747954308309078,0.22943722943722944,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.05,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,120,4.3401199945947155e-05,0.24918554723262787,0.24922895431518555,min L - lambda*Ld via gradient reversal,4.3401199945947155e-05,0.24918554723262787,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.8095238095238095,1.0,0.8444444444444444,0.8103417427088925,1.0,0.8444444444444446,0.8123108182809675,0.19047619047619047,0.8943894389438944
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.2,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,280,7.669518527109176e-05,0.3006330132484436,0.30070969462394714,min L - lambda*Ld via gradient reversal,7.669518527109176e-05,0.3006330132484436,30,30,0,16,273,26,231,1.0,0.8846153846153846,0.7922077922077922,1.0,0.8777777777777778,0.7945965288960458,1.0,0.886762360446571,0.7974910663218259,0.20779220779220775,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.2,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,340,0.00011059295502491295,0.28876081109046936,0.2888714075088501,min L - lambda*Ld via gradient reversal,0.00011059295502491295,0.28876081109046936,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7229437229437229,1.0,0.8444444444444444,0.7273215244229737,1.0,0.8521446347533305,0.7294568182629827,0.2770562770562771,0.9108910891089109
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.2,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,350,0.006761645432561636,0.33474141359329224,0.3415030539035797,min L - lambda*Ld via gradient reversal,0.006761645432561636,0.33474141359329224,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7316017316017316,1.0,0.8444444444444444,0.7348362855609233,1.0,0.8521446347533305,0.7418385341941655,0.2683982683982684,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.2,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,6.510765524581075e-05,0.3600616455078125,0.3601267635822296,min L - lambda*Ld via gradient reversal,6.510765524581075e-05,0.3600616455078125,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7186147186147186,1.0,0.8444444444444444,0.7232062980855253,1.0,0.8521446347533305,0.7268318101651435,0.2813852813852814,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.2,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,310,9.662437514634803e-05,0.28659823536872864,0.28669485449790955,min L - lambda*Ld via gradient reversal,9.662437514634803e-05,0.28659823536872864,30,30,0,16,273,26,231,1.0,0.8846153846153846,0.8095238095238095,1.0,0.8777777777777778,0.809626051171945,1.0,0.8759398496240601,0.8149547697867026,0.19047619047619047,0.9174917491749175
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,0,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,200,2.624425724206958e-05,0.3307923972606659,0.33081865310668945,min L - lambda*Ld via gradient reversal,2.624425724206958e-05,0.3307923972606659,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7272727272727273,1.0,0.8444444444444444,0.7314367507604222,1.0,0.8521446347533305,0.7349394538177028,0.2727272727272727,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,1,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,240,5.236527067609131e-05,0.30066490173339844,0.3007172644138336,min L - lambda*Ld via gradient reversal,5.236527067609131e-05,0.30066490173339844,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7705627705627706,1.0,0.8222222222222223,0.7697262479871175,1.0,0.8363636363636364,0.77709742863883,0.22943722943722944,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,2,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,360,0.0002213474945165217,0.2993362545967102,0.2995575964450836,min L - lambda*Ld via gradient reversal,0.0002213474945165217,0.2993362545967102,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7142857142857143,1.0,0.8444444444444444,0.7205224548219716,1.0,0.8400673400673401,0.7225589225589225,0.2857142857142857,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,3,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,5.979817797197029e-05,0.31862154603004456,0.3186813294887543,min L - lambda*Ld via gradient reversal,5.979817797197029e-05,0.31862154603004456,30,30,0,16,273,26,231,1.0,0.8461538461538461,0.7229437229437229,1.0,0.8444444444444444,0.7273215244229737,1.0,0.8521446347533305,0.7324548347672462,0.2770562770562771,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-UDA,0.5,4,source labels only,source/target domain labels only; gas labels not used for target domain loss,target validation labels,200,4.1213323129341006e-05,0.3066076338291168,0.306648850440979,min L - lambda*Ld via gradient reversal,4.1213323129341006e-05,0.3066076338291168,30,30,0,16,273,26,231,1.0,0.8846153846153846,0.8008658008658008,1.0,0.8555555555555555,0.7978171408123099,1.0,0.8723112128146454,0.8038566683105937,0.19913419913419916,0.8976897689768977
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source + target labels,0.0,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.132093608379364,0.0,0.132093608379364,min L - lambda*Ld via gradient reversal,0.132093608379364,0.0,46,30,0,16,273,26,231,1.0,0.9230769230769231,0.8441558441558441,1.0,0.9111111111111111,0.8461263195562712,1.0,0.9111111111111111,0.8440633542823323,0.1558441558441559,0.48184818481848185
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source + target labels,0.0,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.00024268720881082118,0.0,0.00024268720881082118,min L - lambda*Ld via gradient reversal,0.00024268720881082118,0.0,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8311688311688312,1.0,0.9666666666666667,0.8330649490069778,1.0,0.9665831244778613,0.8316361008238408,0.16883116883116878,0.429042904290429
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source + target labels,0.0,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.0002203652693424374,0.0,0.0002203652693424374,min L - lambda*Ld via gradient reversal,0.0002203652693424374,0.0,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8441558441558441,1.0,0.9666666666666667,0.8482733941671139,1.0,0.9568151147098516,0.8440731458275318,0.1558441558441559,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source + target labels,0.0,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,50,5.4414769692812115e-05,0.0,5.4414769692812115e-05,min L - lambda*Ld via gradient reversal,5.4414769692812115e-05,0.0,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8138528138528138,1.0,0.9666666666666667,0.8187511182680264,1.0,0.9665831244778613,0.8132954670405189,0.18614718614718617,0.19801980198019803
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,MLP source + target labels,0.0,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.004861986264586449,0.0,0.004861986264586449,min L - lambda*Ld via gradient reversal,0.004861986264586449,0.0,46,30,0,16,273,26,231,0.9565217391304348,0.9615384615384616,0.8484848484848485,0.9607843137254902,0.9666666666666667,0.8509572374306673,0.9563095238095238,0.9568151147098516,0.8483078297920991,0.1080368906455863,0.34983498349834985
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.05,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,30,0.00033506646286696196,0.3282742202281952,0.32860928773880005,min L - lambda*Ld via gradient reversal,0.00033506646286696196,0.3282742202281952,46,30,0,16,273,26,231,0.9782608695652174,0.8846153846153846,0.8441558441558441,0.9803921568627452,0.8777777777777778,0.8461263195562712,0.9765656565656565,0.8721997300944668,0.8435308540273528,0.1341050254093733,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.05,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,6.0628957726294175e-05,0.29073527455329895,0.2907958924770355,min L - lambda*Ld via gradient reversal,6.0628957726294175e-05,0.29073527455329895,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8225108225108225,1.0,0.9666666666666667,0.8234031132581858,1.0,0.9665831244778613,0.8256012724569612,0.17748917748917747,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.05,2,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,0.001268169260583818,0.2931290864944458,0.2943972647190094,min L - lambda*Ld via gradient reversal,0.001268169260583818,0.2931290864944458,46,30,0,16,273,26,231,0.9782608695652174,0.9615384615384616,0.8571428571428571,0.9803921568627452,0.9666666666666667,0.8606190731794596,0.9765656565656565,0.9568151147098516,0.8581414412400328,0.12111801242236031,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.05,3,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,40,0.0011216303100809455,0.2629263997077942,0.2640480399131775,min L - lambda*Ld via gradient reversal,0.0011216303100809455,0.2629263997077942,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8354978354978355,1.0,0.9666666666666667,0.8400429414922169,1.0,0.9568151147098516,0.8364205693708232,0.16450216450216448,0.9042904290429042
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.05,4,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,20,7.356313290074468e-05,0.2691170573234558,0.26919060945510864,min L - lambda*Ld via gradient reversal,7.356313290074468e-05,0.2691170573234558,46,30,0,16,273,26,231,0.9565217391304348,0.9230769230769231,0.8398268398268398,0.9607843137254902,0.9333333333333332,0.8427267847557703,0.9563095238095238,0.9234817813765183,0.840148014523925,0.116694899303595,0.900990099009901
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.2,0,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,270,0.0005341296782717109,0.32254406809806824,0.3230781853199005,min L - lambda*Ld via gradient reversal,0.0005341296782717109,0.32254406809806824,46,30,0,16,273,26,231,1.0,0.9615384615384616,0.8571428571428571,1.0,0.9666666666666667,0.8606190731794596,1.0,0.9568151147098516,0.8588930260943469,0.1428571428571429,0.9075907590759076
S5_train_I_D1_val_D2_3,Train Period I plus labeled target Day1; validate Day2-Day3; test Day4 onward.,three_class_with_air,DANN-semi,0.2,1,source labels + selected target labels,source/target domain labels only; gas labels not used for target domain loss,target validation labels,130,2.1753328383056214e-06,0.3004157841205597,0.300417959690094,min L - lambda*Ld via gradient reversal,2.1753328383056214e-06,0.3004157841205597,46,30,0,16,273,26,231,1.0,1.0,0.8744588744588745,1.0,1.0,0.8727858293075684,1.0,1.0,0.8770992726451929,0.1255411255411255,0.8877887788778878
