epoch,class_loss,coral_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,split,task,variant,lambda,seed
10,0.5444634556770325,0.9279672503471375,0.5908617973327637,0.88,0.6,0.6117216117216118,0.9,0.6666666666666666,0.6274434156378601,0.8684960263907633,0.611111111111111,0.5739539163512527,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
20,0.2132689505815506,0.044819653034210205,0.21550993621349335,0.92,0.6,0.6813186813186813,0.9333333333333332,0.6666666666666666,0.690843621399177,0.9188197767145135,0.611111111111111,0.6664782246177595,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
30,0.06412512809038162,0.08669932186603546,0.06846009194850922,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7716049382716049,1.0,0.611111111111111,0.7699083104512473,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
40,0.013631702400743961,0.16850420832633972,0.022056913003325462,1.0,0.8,0.7838827838827839,1.0,0.8333333333333334,0.7861368312757202,1.0,0.7777777777777777,0.7841444236024153,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
50,0.0041083223186433315,0.10591369867324829,0.009404007345438004,1.0,0.6,0.7912087912087912,1.0,0.6666666666666666,0.793724279835391,1.0,0.611111111111111,0.7911720838010922,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
60,0.0031186265405267477,0.08195995539426804,0.007216623984277248,1.0,0.6,0.8168498168498168,1.0,0.6666666666666666,0.8173868312757202,1.0,0.611111111111111,0.8163566844271615,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
70,0.002162113320082426,0.06421995162963867,0.005373110994696617,1.0,0.8,0.8278388278388278,1.0,0.8333333333333334,0.8258744855967078,1.0,0.7777777777777777,0.8263423815192422,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
80,0.013248213566839695,0.0821332111954689,0.017354873940348625,1.0,0.6,0.8388278388278388,1.0,0.6666666666666666,0.8388631687242798,1.0,0.611111111111111,0.8377015740542557,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
90,0.0012531856773421168,0.032945647835731506,0.002900468185544014,1.0,0.6,0.8498168498168498,1.0,0.6666666666666666,0.8467078189300411,1.0,0.611111111111111,0.8474294954670715,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
100,0.0013705281307920814,0.039401374757289886,0.0033405967988073826,1.0,0.6,0.8424908424908425,1.0,0.6666666666666666,0.840406378600823,1.0,0.611111111111111,0.8406969663497351,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
110,0.0009958423906937242,0.013860074803233147,0.0016888461541384459,1.0,0.6,0.8424908424908425,1.0,0.6666666666666666,0.840406378600823,1.0,0.611111111111111,0.8411392606306954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
120,0.002275097882375121,0.028512371703982353,0.00370071642100811,1.0,0.8,0.8278388278388278,1.0,0.8333333333333334,0.8252314814814815,1.0,0.7777777777777777,0.8261011077276136,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
130,0.0005681590409949422,0.015391943976283073,0.0013377561699599028,1.0,0.8,0.8461538461538461,1.0,0.8333333333333334,0.8438786008230452,1.0,0.7777777777777777,0.8456206517382769,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
140,0.001705407863482833,0.015363268554210663,0.0024735713377594948,1.0,0.8,0.8498168498168498,1.0,0.8333333333333334,0.8473508230452675,1.0,0.7777777777777777,0.849496620730525,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
150,0.0003674384788610041,0.01805223524570465,0.0012700501829385757,1.0,0.8,0.8424908424908425,1.0,0.8333333333333334,0.840406378600823,1.0,0.7777777777777777,0.8424000904684771,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
160,0.0003338707610964775,0.014589710161089897,0.0010633562924340367,1.0,0.8,0.8717948717948718,1.0,0.8333333333333334,0.8694701646090536,1.0,0.7777777777777777,0.8728668885889123,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
170,0.0008148862398229539,0.02140726149082184,0.0018852492794394493,1.0,0.8,0.8754578754578755,1.0,0.8333333333333334,0.8722993827160495,1.0,0.7777777777777777,0.8754896066750469,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
180,0.0002984259044751525,0.017751017585396767,0.0011859767837449908,1.0,1.0,0.8571428571428571,1.0,1.0,0.8542952674897119,1.0,1.0,0.8562033769246676,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
190,0.0002952301292680204,0.008808723650872707,0.0007356663118116558,1.0,0.8,0.8498168498168498,1.0,0.8333333333333334,0.8479938271604938,1.0,0.7777777777777777,0.848718355266635,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
200,0.00021621151245199144,0.010823284275829792,0.0007573757320642471,1.0,0.8,0.8461538461538461,1.0,0.8333333333333334,0.8445216049382717,1.0,0.7777777777777777,0.844737954353339,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
210,0.0003509213274810463,0.009779566898941994,0.0008398996433243155,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.8562157241138695,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
220,0.00047411167179234326,0.012375724501907825,0.0010928979609161615,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.8562157241138695,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
230,0.0004228358156979084,0.013136384077370167,0.0010796550195664167,1.0,0.8,0.8498168498168498,1.0,0.8333333333333334,0.8479938271604938,1.0,0.7777777777777777,0.8483115468409587,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
240,0.0007587546133436263,0.008465726859867573,0.001182040898129344,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
250,0.00046009226934984326,0.007002265192568302,0.0008102055289782584,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
260,0.0001533397298771888,0.003811696544289589,0.00034392456291243434,1.0,0.8,0.8608058608058609,1.0,0.8333333333333334,0.8584104938271605,1.0,0.7777777777777777,0.8601924717741136,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
270,0.0001794027048163116,0.012997927144169807,0.0008292990969493985,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.8567138343631225,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
280,0.00023854163009673357,0.007775720674544573,0.0006273277103900909,1.0,0.8,0.8644688644688645,1.0,0.8333333333333334,0.8618827160493826,1.0,0.7777777777777777,0.8645968310259383,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
290,0.00014002576062921435,0.005247994791716337,0.0004024255322292447,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
300,0.0002738997573032975,0.006825908087193966,0.0006151951383799314,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
310,0.0001782374019967392,0.021110817790031433,0.0012337783118709922,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
320,0.00036573875695466995,0.019563697278499603,0.0013439236208796501,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
330,0.0001568295992910862,0.008178627118468285,0.0005657610017806292,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8549382716049383,1.0,0.7777777777777777,0.856666737202954,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
340,0.0013206795556470752,0.005674458108842373,0.0016044024378061295,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8542952674897119,1.0,0.7777777777777777,0.8564167297532146,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
350,0.0001544465631013736,0.00927808042615652,0.0006183505756780505,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8542952674897119,1.0,0.7777777777777777,0.8564167297532146,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
360,0.00014279226888902485,0.004781618248671293,0.00038187316386029124,1.0,0.8,0.8571428571428571,1.0,0.8333333333333334,0.8542952674897119,1.0,0.7777777777777777,0.8563629690797322,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
370,0.00013229971227701753,0.00569554977118969,0.00041707721538841724,1.0,0.8,0.8461538461538461,1.0,0.8333333333333334,0.8451646090534979,1.0,0.7777777777777777,0.8446566598666205,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
380,0.00036150997038930655,0.004393670707941055,0.0005811934825032949,1.0,0.8,0.8461538461538461,1.0,0.8333333333333334,0.8445216049382717,1.0,0.7777777777777777,0.8443526311419288,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
390,0.0003339306858833879,0.0035756875295192003,0.0005127150798216462,1.0,0.8,0.8534798534798534,1.0,0.8333333333333334,0.8514660493827161,1.0,0.7777777777777777,0.8518711183643864,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
400,0.0002864410344045609,0.005762988701462746,0.0005745904636569321,1.0,0.8,0.8608058608058609,1.0,0.8333333333333334,0.8584104938271605,1.0,0.7777777777777777,0.8597240112691522,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
1,1.076805830001831,0.0,1.076805830001831,0.6,0.4,0.5238095238095238,0.6666666666666666,0.4166666666666667,0.5473251028806584,0.5777777777777778,0.3968253968253969,0.4823435023005838,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
10,0.4341285824775696,0.0,0.4341285824775696,0.85,0.7,0.6336996336996337,0.8333333333333334,0.6666666666666666,0.64184670781893,0.8249999999999998,0.6555555555555556,0.6367716898694673,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
20,0.18103456497192383,0.0,0.18103456497192383,0.95,0.7,0.7289377289377289,0.9583333333333334,0.6666666666666666,0.7398405349794239,0.9581699346405229,0.6518518518518519,0.72682273468437,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
30,0.05158957093954086,0.0,0.05158957093954086,1.0,0.6,0.7326007326007326,1.0,0.5833333333333334,0.7426697530864198,1.0,0.5833333333333334,0.7338349293205654,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
40,0.01453130878508091,0.0,0.01453130878508091,1.0,0.6,0.7509157509157509,1.0,0.5833333333333334,0.7581018518518517,1.0,0.5833333333333334,0.7555129062976215,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
50,0.006436253432184458,0.0,0.006436253432184458,1.0,0.6,0.7619047619047619,1.0,0.5833333333333334,0.7698045267489713,1.0,0.5833333333333334,0.7638873262815175,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
60,0.00304975314065814,0.0,0.00304975314065814,1.0,0.6,0.7692307692307693,1.0,0.5833333333333334,0.7748199588477366,1.0,0.5738095238095239,0.7736292190735025,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
70,0.0010870330734178424,0.0,0.0010870330734178424,1.0,0.6,0.7692307692307693,1.0,0.5833333333333334,0.7761059670781892,1.0,0.5833333333333334,0.7729276895943561,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
80,0.0007334445836022496,0.0,0.0007334445836022496,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7795781893004116,1.0,0.5833333333333334,0.7763939991823531,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
90,0.0013768470380455256,0.0,0.0013768470380455256,1.0,0.6,0.7692307692307693,1.0,0.5833333333333334,0.7748199588477366,1.0,0.5833333333333334,0.7745129343093056,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
100,0.0018832968780770898,0.0,0.0018832968780770898,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7776491769547325,1.0,0.5738095238095239,0.7792293906810036,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
110,0.0005320271593518555,0.0,0.0005320271593518555,1.0,0.6,0.7802197802197802,1.0,0.5833333333333334,0.784593621399177,1.0,0.5738095238095239,0.7866972337960857,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
120,0.00022687549062538892,0.0,0.00022687549062538892,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.7811213991769547,1.0,0.5833333333333334,0.7827700611052787,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
130,0.00022800863371230662,0.0,0.00022800863371230662,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7782921810699589,1.0,0.5833333333333334,0.7759698530782867,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
140,0.00340021844021976,0.0,0.00340021844021976,1.0,0.6,0.7655677655677655,1.0,0.5833333333333334,0.7694187242798355,1.0,0.5738095238095239,0.7690199454728082,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
150,0.0018234492745250463,0.0,0.0018234492745250463,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7789351851851852,1.0,0.5738095238095239,0.7746256610410418,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
160,0.0001924717507790774,0.0,0.0001924717507790774,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.7824074074074074,1.0,0.5833333333333334,0.7783076061338884,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
170,0.00043713278137147427,0.0,0.00043713278137147427,1.0,0.6,0.7802197802197802,1.0,0.5833333333333334,0.7865226337448559,1.0,0.5833333333333334,0.7818269774517864,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
180,0.00020032189786434174,0.0,0.00020032189786434174,1.0,0.6,0.7875457875457875,1.0,0.5833333333333334,0.7941100823045267,1.0,0.5833333333333334,0.7891359195786635,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
190,0.00029297915170900524,0.0,0.00029297915170900524,1.0,0.6,0.7838827838827839,1.0,0.5833333333333334,0.7893518518518517,1.0,0.5833333333333334,0.786199867665578,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
200,0.00014318803732749075,0.0,0.00014318803732749075,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.781764403292181,1.0,0.5833333333333334,0.7803379621511338,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
210,0.00022030129912309349,0.0,0.00022030129912309349,1.0,0.6,0.7802197802197802,1.0,0.5833333333333334,0.7852366255144032,1.0,0.5833333333333334,0.7843050206817858,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
220,0.00019370617519598454,0.0,0.00019370617519598454,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.781764403292181,1.0,0.5738095238095239,0.7813792933435376,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
230,0.0003680784138850868,0.0,0.0003680784138850868,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.781764403292181,1.0,0.5738095238095239,0.7813792933435376,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
240,9.74269350990653e-05,0.0,9.74269350990653e-05,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7782921810699589,1.0,0.5833333333333334,0.776892937309604,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
250,0.0066001759842038155,0.0,0.0066001759842038155,1.0,0.6,0.7802197802197802,1.0,0.5833333333333334,0.7852366255144032,1.0,0.5738095238095239,0.7842548844336611,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
260,7.078880298649892e-05,0.0,7.078880298649892e-05,1.0,0.6,0.7875457875457875,1.0,0.5833333333333334,0.7934670781893005,1.0,0.5833333333333334,0.790340710807032,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
270,5.218032674747519e-05,0.0,5.218032674747519e-05,1.0,0.6,0.7728937728937729,1.0,0.5833333333333334,0.7776491769547325,1.0,0.5833333333333334,0.7779341313620273,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
280,0.08005094528198242,0.0,0.08005094528198242,1.0,0.6,0.7802197802197802,1.0,0.5833333333333334,0.780735596707819,1.0,0.5738095238095239,0.7876104579673496,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
290,0.0005134231760166585,0.0,0.0005134231760166585,1.0,0.6,0.8131868131868132,1.0,0.5833333333333334,0.8132716049382717,1.0,0.5738095238095239,0.8161870040853438,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
300,0.002393199596554041,0.0,0.002393199596554041,1.0,0.7,0.8278388278388278,1.0,0.6666666666666666,0.8278034979423868,1.0,0.6518518518518519,0.8302657975315229,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
310,0.0033672857098281384,0.0,0.0033672857098281384,1.0,0.7,0.8278388278388278,1.0,0.6666666666666666,0.8310185185185185,1.0,0.6518518518518519,0.8278971399138001,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
320,0.0004623148124665022,0.0,0.0004623148124665022,1.0,0.7,0.8241758241758241,1.0,0.6666666666666666,0.8275462962962963,1.0,0.6518518518518519,0.8244971917670579,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
330,8.879540109774098e-05,0.0,8.879540109774098e-05,1.0,0.7,0.8205128205128205,1.0,0.6666666666666666,0.8227880658436213,1.0,0.6518518518518519,0.8215108867594676,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
340,0.00038065799162723124,0.0,0.00038065799162723124,1.0,0.7,0.8131868131868132,1.0,0.6666666666666666,0.8145576131687243,1.0,0.6518518518518519,0.8142181725097001,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
350,5.675834836438298e-05,0.0,5.675834836438298e-05,1.0,0.7,0.8168498168498168,1.0,0.6666666666666666,0.8193158436213991,1.0,0.6518518518518519,0.8174171842650103,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
360,3.396018291823566e-05,0.0,3.396018291823566e-05,1.0,0.7,0.8205128205128205,1.0,0.6666666666666666,0.8234310699588477,1.0,0.6518518518518519,0.8203905997984419,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
370,0.00020256645802874118,0.0,0.00020256645802874118,1.0,0.7,0.8241758241758241,1.0,0.6666666666666666,0.8275462962962963,1.0,0.6518518518518519,0.8239215092187457,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
380,1.9901721316273324e-05,0.0,1.9901721316273324e-05,1.0,0.7,0.8205128205128205,1.0,0.6666666666666666,0.8240740740740741,1.0,0.6518518518518519,0.8203651421042726,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
390,2.316524478374049e-05,0.0,2.316524478374049e-05,1.0,0.7,0.8241758241758241,1.0,0.6666666666666666,0.8275462962962963,1.0,0.6518518518518519,0.8241409529080762,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
400,0.00013598114310298115,0.0,0.00013598114310298115,1.0,0.7,0.8205128205128205,1.0,0.6666666666666666,0.8240740740740741,1.0,0.6518518518518519,0.8203651421042726,S3_train_I_internal_20_10_test_all,three_class_with_air,MLP source only,0.0,2
1,1.080032467842102,2.520402085792739e-05,1.080033779144287,0.6,0.5,0.27106227106227104,0.625,0.4166666666666667,0.2762345679012345,0.5913419913419913,0.4222222222222222,0.2505768233219214,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
10,0.5002496242523193,1.0535669326782227,0.5529279708862305,0.85,0.7,0.6190476190476191,0.8333333333333334,0.6666666666666666,0.6298868312757202,0.8249999999999998,0.6518518518518519,0.613955475149505,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
20,0.184963196516037,0.07441872358322144,0.1886841356754303,0.95,0.7,0.706959706959707,0.9583333333333334,0.6666666666666666,0.7170781893004116,0.9407407407407407,0.6518518518518519,0.6973504983388704,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
30,0.04250607639551163,0.097959004342556,0.047404028475284576,1.0,0.6,0.7765567765567766,1.0,0.5833333333333334,0.7824074074074074,1.0,0.5738095238095239,0.7801168438005811,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
40,0.006474108900874853,0.11977631598711014,0.012462925165891647,1.0,0.4,0.7912087912087912,1.0,0.4166666666666667,0.7924382716049383,1.0,0.38888888888888884,0.7992222364983511,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
50,0.027751436457037926,0.12806126475334167,0.0341545008122921,1.0,0.5,0.7619047619047619,1.0,0.5,0.7646604938271605,1.0,0.4920634920634921,0.7712353713950705,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
60,0.0022329133935272694,0.16525954008102417,0.01049588993191719,1.0,0.5,0.7765567765567766,1.0,0.5,0.7804783950617283,1.0,0.4920634920634921,0.7815320016577879,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
70,0.001191014307551086,0.09905414283275604,0.006143721751868725,1.0,0.6,0.7948717948717948,1.0,0.5833333333333334,0.7952674897119341,1.0,0.5738095238095239,0.8006122366193914,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
80,0.001271193497814238,0.03755446523427963,0.003148916643112898,1.0,0.6,0.7948717948717948,1.0,0.5833333333333334,0.7965534979423868,1.0,0.5738095238095239,0.7997970342882836,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
90,0.0034724094439297915,0.03910494223237038,0.0054276566952466965,1.0,0.7,0.8058608058608059,1.0,0.6666666666666666,0.8043981481481483,1.0,0.6666666666666666,0.8102940185667061,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
100,0.0009747877484187484,0.030971907079219818,0.0025233831256628036,1.0,0.6,0.7985347985347986,1.0,0.5833333333333334,0.800025720164609,1.0,0.5738095238095239,0.7994236846997583,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
110,0.0012373090721666813,0.050954557955265045,0.0037850369699299335,1.0,0.6,0.8095238095238095,1.0,0.5833333333333334,0.8097993827160493,1.0,0.5738095238095239,0.8106634936823616,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
120,0.0007138297660276294,0.024848666042089462,0.001956263091415167,1.0,0.5,0.8205128205128205,1.0,0.5,0.8195730452674898,1.0,0.46666666666666656,0.8230519480519481,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
130,0.0007895036833360791,0.022259041666984558,0.0019024558132514358,1.0,0.5,0.8241758241758241,1.0,0.5,0.8230452674897119,1.0,0.46666666666666656,0.826663554310613,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
140,0.0006298397202044725,0.018750052899122238,0.0015673423185944557,1.0,0.5,0.8241758241758241,1.0,0.5,0.8230452674897119,1.0,0.46666666666666656,0.8267925007571538,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
150,0.0003302881377749145,0.028323594480752945,0.0017464677803218365,1.0,0.5,0.8278388278388278,1.0,0.5,0.8265174897119342,1.0,0.46666666666666656,0.8301520185241116,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
160,0.0002761842333711684,0.01390540786087513,0.0009714546613395214,1.0,0.5,0.8315018315018315,1.0,0.5,0.8299897119341564,1.0,0.46666666666666656,0.8330513582417983,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
170,0.00023084614076651633,0.014824110083281994,0.0009720516391098499,1.0,0.6,0.8205128205128205,1.0,0.5833333333333334,0.8176440329218106,1.0,0.5738095238095239,0.8224235062756667,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
180,0.0008075230871327221,0.04066739231348038,0.00284089264459908,1.0,0.5,0.8205128205128205,1.0,0.5,0.8176440329218106,1.0,0.46666666666666656,0.8224235062756667,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
190,0.001056543318554759,0.01002848707139492,0.0015579676255583763,1.0,0.5,0.8315018315018315,1.0,0.5,0.8299897119341564,1.0,0.46666666666666656,0.8329989195863559,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
200,0.0005350671126507223,0.010700242593884468,0.0010700792772695422,1.0,0.5,0.8278388278388278,1.0,0.5,0.8265174897119342,1.0,0.46666666666666656,0.828881500777597,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
210,0.0005730778793804348,0.01383238099515438,0.001264696940779686,1.0,0.5,0.8278388278388278,1.0,0.5,0.8265174897119342,1.0,0.46666666666666656,0.828881500777597,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
220,0.0003174525627400726,0.012762030586600304,0.0009555540746077895,1.0,0.5,0.8278388278388278,1.0,0.5,0.8265174897119342,1.0,0.46666666666666656,0.828881500777597,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
230,0.006298562977463007,0.00648682564496994,0.006622904445976019,1.0,0.5,0.8388278388278388,1.0,0.5,0.8369341563786009,1.0,0.46666666666666656,0.8393278938478933,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
240,0.00036590773379430175,0.01371811144053936,0.0010518133640289307,1.0,0.5,0.8315018315018315,1.0,0.5,0.8293467078189299,1.0,0.46666666666666656,0.8316793677365473,S3_train_I_internal_20_10_test_all,three_class_with_air,Deep CORAL-UDA,0.05,3
