epoch,class_loss,coral_loss,total_loss,train_accuracy,validation_accuracy,test_accuracy,train_balanced_accuracy,validation_balanced_accuracy,test_balanced_accuracy,train_macro_f1,validation_macro_f1,test_macro_f1,split,task,variant,lambda,seed
260,0.00015676222392357886,0.0,0.00015676222392357886,1.0,,0.7728937728937729,1.0,,0.7770061728395062,1.0,,0.7773444810567908,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
270,0.0002611192758195102,0.0,0.0002611192758195102,1.0,,0.7655677655677655,1.0,,0.7681327160493826,1.0,,0.7701631123075648,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
280,0.0001650693448027596,0.0,0.0001650693448027596,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7734405590193066,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
290,7.109984289854765e-05,0.0,7.109984289854765e-05,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7744386579014769,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
300,4.627435919246636e-05,0.0,4.627435919246636e-05,1.0,,0.7728937728937729,1.0,,0.7750771604938271,1.0,,0.7785763014521185,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
310,0.0009324487182311714,0.0,0.0009324487182311714,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7744386579014769,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
320,0.00014432158786803484,0.0,0.00014432158786803484,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7739612020273222,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
330,0.0001411396951880306,0.0,0.0001411396951880306,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7738161391412165,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
340,3.433451274759136e-05,0.0,3.433451274759136e-05,1.0,,0.7655677655677655,1.0,,0.7681327160493826,1.0,,0.7701631123075648,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
350,7.51671614125371e-05,0.0,7.51671614125371e-05,1.0,,0.7728937728937729,1.0,,0.7750771604938271,1.0,,0.777078849100075,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
360,3.954999192501418e-05,0.0,3.954999192501418e-05,1.0,,0.7765567765567766,1.0,,0.7785493827160493,1.0,,0.780346700083542,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
370,0.0003057429566979408,0.0,0.0003057429566979408,1.0,,0.7728937728937729,1.0,,0.7750771604938271,1.0,,0.7764967091881522,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
380,9.095211862586439e-05,0.0,9.095211862586439e-05,1.0,,0.7692307692307693,1.0,,0.7716049382716049,1.0,,0.7726185297955634,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
390,0.002329763723537326,0.0,0.002329763723537326,1.0,,0.7875457875457875,1.0,,0.7915380658436213,1.0,,0.7883317775888248,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
400,0.00015688312123529613,0.0,0.00015688312123529613,1.0,,0.7802197802197802,1.0,,0.7858796296296297,1.0,,0.7787064375299669,S1_train_I_test_all,three_class_with_air,MLP source only,0.0,0
1,1.116260290145874,3.584889054764062e-05,1.116267442703247,0.5666666666666667,,0.39194139194139194,0.47222222222222227,,0.37152777777777773,0.4122946475887653,,0.26628352490421453,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
10,0.6856863498687744,0.10286127030849457,0.7062585949897766,0.5666666666666667,,0.6263736263736264,0.638888888888889,,0.6458333333333334,0.540952380952381,,0.5601390998310429,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
20,0.3471124768257141,0.023552080616354942,0.3518228828907013,0.9,,0.73992673992674,0.9166666666666666,,0.7470421810699589,0.8943001443001443,,0.7435213962991741,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
30,0.09170453250408173,0.047287777066230774,0.10116209089756012,1.0,,0.7802197802197802,1.0,,0.782664609053498,1.0,,0.7865149347049799,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
40,0.01561248954385519,0.051778681576251984,0.025968225672841072,1.0,,0.8058608058608059,1.0,,0.8069701646090536,1.0,,0.8089333420174186,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
50,0.02243995852768421,0.06243373081088066,0.034926705062389374,1.0,,0.7985347985347986,1.0,,0.8006687242798355,1.0,,0.7997871550053713,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
60,0.002274857833981514,0.032405368983745575,0.008755931630730629,1.0,,0.8168498168498168,1.0,,0.8186728395061729,1.0,,0.8184365781710915,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
70,0.018318628892302513,0.018710369244217873,0.022060703486204147,1.0,,0.8241758241758241,1.0,,0.8224022633744856,1.0,,0.8268733985405451,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
80,0.0030228234827518463,0.019192630425095558,0.006861349567770958,1.0,,0.8461538461538461,1.0,,0.845164609053498,1.0,,0.8492405851229381,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
90,0.004756669048219919,0.014721072278916836,0.007700883783400059,1.0,,0.7985347985347986,1.0,,0.7968106995884773,1.0,,0.802552905220059,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
100,0.002073425566777587,0.02244958095252514,0.006563342176377773,1.0,,0.7912087912087912,1.0,,0.7892232510288065,1.0,,0.7960601237156094,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
110,0.0008044664282351732,0.01934046857059002,0.004672559909522533,1.0,,0.8131868131868132,1.0,,0.8106995884773661,1.0,,0.8160807705872083,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
120,0.0023827229160815477,0.015866778790950775,0.005556078627705574,1.0,,0.8241758241758241,1.0,,0.8211162551440329,1.0,,0.8266222744483613,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
130,0.0007577898213639855,0.00975955743342638,0.0027097011916339397,1.0,,0.8095238095238095,1.0,,0.807227366255144,1.0,,0.8125292271633735,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
140,0.0004997481009922922,0.009035853669047356,0.0023069188464432955,1.0,,0.8241758241758241,1.0,,0.8211162551440329,1.0,,0.8273551844980416,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
150,0.0005338521441444755,0.006246465723961592,0.001783145358785987,1.0,,0.8241758241758241,1.0,,0.8211162551440329,1.0,,0.8273551844980416,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
160,0.00044245479512028396,0.010416812263429165,0.002525817370042205,1.0,,0.8278388278388278,1.0,,0.8245884773662552,1.0,,0.8301005328213927,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
170,0.0012123514898121357,0.011759944260120392,0.0035643402952700853,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.8343675844555068,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
180,0.0004898064653389156,0.010758776217699051,0.002641561906784773,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.83509503292112,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
190,0.0006551593542098999,0.0028995841275900602,0.0012350762262940407,1.0,,0.8351648351648352,1.0,,0.8321759259259259,1.0,,0.8385498105014396,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
200,0.0005166331538930535,0.006613415665924549,0.001839316333644092,1.0,,0.8351648351648352,1.0,,0.8321759259259259,1.0,,0.8385498105014396,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
210,0.0013202803675085306,0.007414326071739197,0.0028031454421579838,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.83509503292112,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
220,0.0005703642964363098,0.00454563507810235,0.0014794913586229086,1.0,,0.8388278388278388,1.0,,0.835648148148148,1.0,,0.8419881181491089,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
230,0.0006334705976769328,0.0035146153531968594,0.0013363936450332403,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.83509503292112,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
240,0.0013543041422963142,0.005130292847752571,0.0023803627118468285,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.8343675844555068,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
250,0.0003992229176219553,0.0015334945637732744,0.0007059218478389084,1.0,,0.8278388278388278,1.0,,0.8252314814814814,1.0,,0.8308855297866479,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
260,0.0003484398766886443,0.0019585636910051107,0.0007401526090689003,1.0,,0.8351648351648352,1.0,,0.8334619341563786,1.0,,0.8383466597651682,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
270,0.0009195264428853989,0.01661854237318039,0.004243235103785992,1.0,,0.8424908424908425,1.0,,0.840406378600823,1.0,,0.8453356692641876,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
280,0.00031307258177548647,0.0034669351298362017,0.0010064595844596624,1.0,,0.8278388278388278,1.0,,0.8252314814814814,1.0,,0.8316231699465232,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
290,0.0003734944330062717,0.0032710707746446133,0.0010277086403220892,1.0,,0.8315018315018315,1.0,,0.8293467078189299,1.0,,0.8353598027172967,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
300,0.00033366671414114535,0.0022266816813498735,0.0007790030213072896,1.0,,0.8461538461538461,1.0,,0.8438786008230452,1.0,,0.8488057827987707,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
310,0.000686336774379015,0.004635899793356657,0.0016135168261826038,1.0,,0.8424908424908425,1.0,,0.840406378600823,1.0,,0.8453356692641876,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
320,0.0004653151845559478,0.004748399369418621,0.001414995058439672,1.0,,0.8351648351648352,1.0,,0.8321759259259259,1.0,,0.8385498105014396,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
330,0.0003003101155627519,0.0021951140370219946,0.0007393329287879169,1.0,,0.8351648351648352,1.0,,0.8321759259259259,1.0,,0.8385498105014396,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
340,0.00038699363358318806,0.009661395102739334,0.002319272607564926,1.0,,0.8278388278388278,1.0,,0.8252314814814814,1.0,,0.8316231699465232,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
350,0.0004070203867740929,0.0012854922097176313,0.0006641187937930226,1.0,,0.8424908424908425,1.0,,0.8391203703703703,1.0,,0.84614313561682,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
360,0.0002997058618348092,0.0029426277615129948,0.0008882314432412386,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.8343675844555068,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
370,0.0009007271146401763,0.00402992544695735,0.0017067121807485819,1.0,,0.8315018315018315,1.0,,0.8287037037037037,1.0,,0.8343675844555068,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
380,0.00038624877925030887,0.005223180167376995,0.001430884818546474,1.0,,0.8278388278388278,1.0,,0.8252314814814814,1.0,,0.8308855297866479,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
390,0.0008114205556921661,0.003263581544160843,0.0014641368761658669,1.0,,0.8205128205128205,1.0,,0.8182870370370371,1.0,,0.8238680486886921,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
400,0.0003959586611017585,0.003161033848300576,0.001028165454044938,1.0,,0.8388278388278388,1.0,,0.8375771604938271,1.0,,0.8413591002967169,S1_train_I_test_all,three_class_with_air,Deep CORAL-UDA,0.2,0
1,1.1242079734802246,0.0,1.1242079734802246,0.56,0.6,0.4065934065934066,0.4666666666666666,0.5,0.3854166666666667,0.4055299539170507,0.4444444444444444,0.2976190476190476,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
10,0.6300939917564392,0.0,0.6300939917564392,0.64,0.4,0.6043956043956044,0.7000000000000001,0.5,0.625,0.6255810466336782,0.35555555555555557,0.5364102900829012,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
20,0.33645281195640564,0.0,0.33645281195640564,0.88,0.8,0.673992673992674,0.9,0.8333333333333334,0.6851851851851851,0.8684960263907633,0.7777777777777777,0.6513542412822987,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
30,0.10854695737361908,0.0,0.10854695737361908,1.0,0.6,0.7032967032967034,1.0,0.6666666666666666,0.7129629629629629,1.0,0.611111111111111,0.6971578511066122,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
40,0.018946966156363487,0.0,0.018946966156363487,1.0,0.8,0.7216117216117216,1.0,0.8333333333333334,0.7283950617283951,1.0,0.7777777777777777,0.7245237635032108,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
50,0.00946701131761074,0.0,0.00946701131761074,1.0,0.6,0.7326007326007326,1.0,0.6666666666666666,0.7400977366255144,1.0,0.611111111111111,0.7342196198726691,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
60,0.0013941173674538732,0.0,0.0013941173674538732,1.0,0.6,0.73992673992674,1.0,0.6666666666666666,0.7476851851851851,1.0,0.611111111111111,0.7409083364868184,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
70,0.0017846019472926855,0.0,0.0017846019472926855,1.0,0.6,0.7362637362637363,1.0,0.6666666666666666,0.7429269547325102,1.0,0.611111111111111,0.7377238427032661,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
80,0.0010274974629282951,0.0,0.0010274974629282951,1.0,0.6,0.7435897435897436,1.0,0.6666666666666666,0.7492283950617283,1.0,0.611111111111111,0.7452316317133638,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
90,0.03890511766076088,0.0,0.03890511766076088,1.0,0.6,0.7362637362637363,1.0,0.6666666666666666,0.7409979423868314,1.0,0.611111111111111,0.7386104894869879,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
100,0.004987413063645363,0.0,0.004987413063645363,1.0,0.6,0.7509157509157509,1.0,0.6666666666666666,0.7587448559670782,1.0,0.611111111111111,0.7504731062312593,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
110,0.0003851560177281499,0.0,0.0003851560177281499,1.0,0.6,0.7545787545787546,1.0,0.6666666666666666,0.7615740740740741,1.0,0.611111111111111,0.7542923318058841,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
120,0.0015468240017071366,0.0,0.0015468240017071366,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7741769547325102,1.0,0.611111111111111,0.7686211009883032,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
130,0.0006113597773946822,0.0,0.0006113597773946822,1.0,0.6,0.7655677655677655,1.0,0.6666666666666666,0.7719907407407408,1.0,0.611111111111111,0.7639735875088375,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
140,0.00024457008112221956,0.0,0.00024457008112221956,1.0,0.6,0.7582417582417582,1.0,0.6666666666666666,0.7644032921810701,1.0,0.611111111111111,0.7565154628333652,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
150,0.0003443543682806194,0.0,0.0003443543682806194,1.0,0.6,0.7582417582417582,1.0,0.6666666666666666,0.7644032921810701,1.0,0.611111111111111,0.7565154628333652,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
160,0.014733598567545414,0.0,0.014733598567545414,1.0,0.6,0.73992673992674,1.0,0.6666666666666666,0.7476851851851851,1.0,0.611111111111111,0.7382839138143629,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
170,0.004334437195211649,0.0,0.004334437195211649,1.0,0.6,0.7472527472527473,1.0,0.6666666666666666,0.7539866255144033,1.0,0.611111111111111,0.7455419176573023,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
180,0.0005800934159196913,0.0,0.0005800934159196913,1.0,0.6,0.7545787545787546,1.0,0.6666666666666666,0.7615740740740741,1.0,0.611111111111111,0.752770344832962,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
190,0.0034430215600878,0.0,0.0034430215600878,1.0,0.6,0.7509157509157509,1.0,0.6666666666666666,0.758101851851852,1.0,0.611111111111111,0.7492113845452733,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
200,7.193303463282064e-05,0.0,7.193303463282064e-05,1.0,0.6,0.7435897435897436,1.0,0.6666666666666666,0.7511574074074074,1.0,0.611111111111111,0.74205768828298,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
210,6.26269102212973e-05,0.0,6.26269102212973e-05,1.0,0.6,0.7509157509157509,1.0,0.6666666666666666,0.758101851851852,1.0,0.611111111111111,0.7492243086538406,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
220,0.0001699692220427096,0.0,0.0001699692220427096,1.0,0.6,0.7655677655677655,1.0,0.6666666666666666,0.7719907407407408,1.0,0.611111111111111,0.7632127944641739,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
230,0.001011798158288002,0.0,0.001011798158288002,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7789351851851851,1.0,0.611111111111111,0.7696919131052811,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
240,6.873454549349844e-05,0.0,6.873454549349844e-05,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477366,1.0,0.611111111111111,0.7656767955801106,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
250,0.00012689696450252086,0.0,0.00012689696450252086,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
260,0.00022451225959230214,0.0,0.00022451225959230214,1.0,0.6,0.7765567765567766,1.0,0.6666666666666666,0.781764403292181,1.0,0.611111111111111,0.7732060755046198,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
270,0.0007748288917355239,0.0,0.0007748288917355239,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
280,3.538387318258174e-05,0.0,3.538387318258174e-05,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
290,0.00016647414304316044,0.0,0.00016647414304316044,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
300,5.735127706429921e-05,0.0,5.735127706429921e-05,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
310,8.859652007231489e-05,0.0,8.859652007231489e-05,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
320,0.00011083461140515283,0.0,0.00011083461140515283,1.0,0.6,0.7728937728937729,1.0,0.6666666666666666,0.7782921810699589,1.0,0.611111111111111,0.7692428188450778,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
330,0.00019268835603725165,0.0,0.00019268835603725165,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477367,1.0,0.611111111111111,0.7652585093952228,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
340,5.905446596443653e-05,0.0,5.905446596443653e-05,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477367,1.0,0.611111111111111,0.7652585093952228,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
350,3.6148525396129116e-05,0.0,3.6148525396129116e-05,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477367,1.0,0.611111111111111,0.7652585093952228,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
360,5.392455204855651e-05,0.0,5.392455204855651e-05,1.0,0.6,0.7655677655677655,1.0,0.6666666666666666,0.7707047325102881,1.0,0.611111111111111,0.7617259142871987,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
370,4.869436816079542e-05,0.0,4.869436816079542e-05,1.0,0.6,0.7655677655677655,1.0,0.6666666666666666,0.7707047325102881,1.0,0.611111111111111,0.7617259142871987,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
380,0.00019516747852321714,0.0,0.00019516747852321714,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477367,1.0,0.611111111111111,0.7652585093952228,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
390,3.352827479830012e-05,0.0,3.352827479830012e-05,1.0,0.6,0.7655677655677655,1.0,0.6666666666666666,0.7707047325102881,1.0,0.611111111111111,0.7617259142871987,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
400,0.00028098010807298124,0.0,0.00028098010807298124,1.0,0.6,0.7692307692307693,1.0,0.6666666666666666,0.7748199588477367,1.0,0.611111111111111,0.7652585093952228,S2_train_I_internal_val_test_all,three_class_with_air,MLP source only,0.0,0
1,1.1120095252990723,5.850751676916843e-06,1.1120097637176514,0.44,0.4,0.46153846153846156,0.5,0.5,0.47222222222222215,0.3804713804713804,0.3333333333333333,0.3738369451413445,S2_train_I_internal_val_test_all,three_class_with_air,Deep CORAL-UDA,0.05,1
